strategy,alloc_key,ticker,entry_date,exit_date,days_held,exit_type,contracts,risk_per_pos,mlpc,net_pnl_1ct,pnl_dollars,roc_pct,is_win,vix_on_entry
UVXY Bear Call Spread,UVXY combined,UVXY,2025-05-09,2025-05-12,3,early,5,636.9355653733161,117.00000000000001,26.49999999999998,132.4999999999999,22.649572649572626,True,21.9
UVXY Bear Call Spread,UVXY combined,UVXY,2025-05-16,2025-06-06,21,early,3,636.9355653733161,163.5,36.5,109.5,22.32415902140673,True,17.24
UVXY Bear Call Spread,UVXY combined,UVXY,2025-05-23,2025-05-29,6,early,2,636.9355653733161,241.0,38.49999999999999,76.99999999999999,15.97510373443983,True,22.29
UVXY Bear Call Spread,UVXY combined,UVXY,2025-05-30,2025-06-09,10,early,4,636.9355653733161,153.0,31.5,126.0,20.588235294117645,True,18.57
UVXY Bear Call Spread,UVXY combined,UVXY,2025-06-06,2025-06-24,18,early,4,636.9355653733161,155.0,32.49999999999999,129.99999999999997,20.967741935483865,True,16.77
UVXY Bear Call Spread,UVXY combined,UVXY,2025-06-13,2025-06-18,5,early,4,636.9355653733161,147.5,32.999999999999986,131.99999999999994,22.372881355932194,True,20.82
UVXY Bear Call Spread,UVXY combined,UVXY,2025-06-20,2025-06-24,4,early,4,636.9355653733161,152.0,30.500000000000004,122.00000000000001,20.065789473684212,True,20.62
UVXY Bear Call Spread,UVXY combined,UVXY,2025-06-27,2025-07-09,12,early,8,636.9355653733161,77.49999999999999,15.000000000000007,120.00000000000006,19.354838709677434,True,16.32
UVXY Bear Call Spread,UVXY combined,UVXY,2025-07-11,2025-07-24,13,early,8,636.9355653733161,78.0,12.499999999999995,99.99999999999996,16.02564102564102,True,16.4
UVXY Bear Call Spread,UVXY combined,UVXY,2025-07-18,2025-07-28,10,early,5,636.9355653733161,118.5,19.499999999999993,97.49999999999997,16.455696202531637,True,16.41
UVXY Bear Call Spread,UVXY combined,UVXY,2025-07-25,2025-08-12,18,early,7,636.9355653733161,84.0,14.000000000000004,98.00000000000003,16.66666666666667,True,14.93
UVXY Bear Call Spread,UVXY combined,UVXY,2025-08-01,2025-08-06,5,early,5,636.9355653733161,122.49999999999999,14.500000000000007,72.50000000000003,11.836734693877558,True,20.38
UVXY Bear Call Spread,UVXY combined,UVXY,2025-08-08,2025-08-18,10,early,8,636.9355653733161,77.50000000000001,11.499999999999988,91.9999999999999,14.838709677419338,True,15.15
UVXY Bear Call Spread,UVXY combined,UVXY,2025-08-15,2025-08-22,7,early,8,636.9355653733161,78.99999999999999,11.50000000000001,92.00000000000009,14.556962025316473,True,15.09
UVXY Bear Call Spread,UVXY combined,UVXY,2025-08-22,2025-09-09,18,early,16,636.9355653733161,38.0,9.0,144.0,23.684210526315788,True,14.22
UVXY Bear Call Spread,UVXY combined,UVXY,2025-08-29,2025-09-11,13,early,16,636.9355653733161,39.49999999999999,7.000000000000009,112.00000000000014,17.721518987341796,True,15.36
UVXY Bear Call Spread,UVXY combined,UVXY,2025-09-12,2025-10-01,19,early,7,636.9355653733161,83.0,9.999999999999993,69.99999999999994,12.048192771084329,True,14.76
UVXY Bear Call Spread,UVXY combined,UVXY,2025-09-19,2025-10-08,19,early,5,636.9355653733161,118.5,15.999999999999995,79.99999999999997,13.502109704641347,True,15.45
UVXY Bear Call Spread,UVXY combined,UVXY,2025-10-03,2025-10-22,19,early,16,636.9355653733161,38.0,7.000000000000001,112.00000000000001,18.42105263157895,True,16.65
UVXY Bear Call Spread,UVXY combined,UVXY,2025-10-10,2025-10-20,10,early,5,636.9355653733161,120.00000000000001,22.999999999999986,114.99999999999993,19.16666666666665,True,21.66
UVXY Bear Call Spread,UVXY combined,UVXY,2025-10-24,2025-10-27,3,early,8,636.9355653733161,74.0,14.000000000000002,112.00000000000001,18.91891891891892,True,16.37
UVXY Bear Call Spread,UVXY combined,UVXY,2025-11-28,2025-12-05,7,early,2,636.9355653733161,221.0,45.50000000000001,91.00000000000001,20.588235294117652,True,16.35
