short_delta_target,wing_delta_width,vix_threshold,entry_date,expiry,actual_dte,short_strike,long_strike,spread_width,short_delta,long_delta,short_mid,short_bid,net_credit_mid,net_credit_worst,credit_pct_of_width,max_loss,vix_on_entry,near_iv,far_iv,sigma_fwd,fwd_vol_factor,exit_date,exit_net_value,exit_type,days_held,net_pnl,net_pnl_worst,pnl_pct,roc,annualized_roc,is_win,is_open,split_flag,missing_exit_data
0.15,0.05,,2024-11-01,2024-11-22,21,275.0,260.0,15.0,-0.1831,-0.0883,3.4,3.1,1.95,1.35,0.13,1305.0,21.88,0.4958903327368956,0.5116359882620196,0.5269113273291798,1.062556159183573,2024-11-06,0.275,early,5,167.49999999999997,107.50000000000001,0.8589743589743588,0.1283524904214559,9.369731800766282,True,False,False,False
0.15,0.05,,2024-11-08,2024-11-29,21,305.0,300.0,5.0,-0.1335,-0.1039,2.325,2.15,0.6000000000000001,0.25,0.12000000000000002,440.00000000000006,14.94,0.41056845018352667,0.461665319511547,0.5076448386355312,1.2364438582862634,2024-11-19,0.22500000000000003,early,11,37.50000000000001,2.4999999999999964,0.625,0.08522727272727273,2.8279958677685952,True,False,False,False
0.15,0.05,,2024-11-15,2024-12-06,21,300.0,290.0,10.0,-0.1606,-0.0977,2.9,2.6,1.2999999999999998,0.75,0.12999999999999998,869.9999999999999,16.14,0.41472413733031566,0.5027200932742404,0.577458980602906,1.3923929875896681,2024-11-20,0.6000000000000001,early,5,69.99999999999997,14.999999999999991,0.5384615384615383,0.0804597701149425,5.873563218390802,True,False,False,False
0.15,0.05,,2024-11-22,2024-12-13,21,310.0,300.0,10.0,-0.1601,-0.1042,3.8,3.5,1.5749999999999997,0.8999999999999999,0.15749999999999997,842.5000000000001,15.24,0.535420681790768,0.5244986386540266,0.5133442679241325,0.9587680965314999,2024-12-11,0.0,early,19,157.49999999999997,89.99999999999999,1.0,0.18694362017804148,3.5912853349992178,True,False,False,False
0.15,0.05,,2024-11-29,2024-12-20,21,295.0,285.0,10.0,-0.1552,-0.1065,3.8,3.4,1.3499999999999996,0.44999999999999973,0.13499999999999995,865.0,13.51,0.5719308346744277,0.5371177824321481,0.4998861317923006,0.874032490444166,2024-12-05,0.5000000000000001,early,6,84.99999999999996,-5.000000000000037,0.6296296296296294,0.09826589595375718,5.977842003853561,True,False,False,False
0.15,0.05,,2024-12-06,2024-12-27,21,305.0,295.0,10.0,-0.1408,-0.0916,3.05,2.9,1.2249999999999999,0.95,0.12249999999999998,877.5,12.77,0.49591523833104995,0.5264592694623665,0.5553258513672449,1.119799934432616,2024-12-11,0.25,early,5,97.49999999999999,70.0,0.7959183673469388,0.11111111111111109,8.11111111111111,True,False,False,False
0.15,0.05,,2024-12-13,2025-01-03,21,300.0,295.0,5.0,-0.1408,-0.1066,2.275,2.1,0.6499999999999999,0.3500000000000001,0.12999999999999998,434.99999999999994,13.81,0.3813873785805064,0.49051244836531543,0.5794381687998833,1.5192903628759458,2024-12-23,0.0,early,10,64.99999999999999,35.00000000000001,1.0,0.14942528735632182,5.454022988505747,True,False,False,False
0.15,0.05,,2024-12-20,2025-01-10,21,310.0,300.0,10.0,-0.153,-0.0976,3.075,2.75,1.2750000000000001,0.7000000000000002,0.1275,872.5,18.36,0.43060055393622265,0.5307099805020744,0.6147270367885591,1.4276039154366902,2025-01-03,0.075,early,14,120.00000000000001,62.50000000000002,0.9411764705882353,0.13753581661891118,3.5857552189930417,True,False,False,False
0.15,0.05,,2024-12-27,2025-01-17,21,300.0,290.0,10.0,-0.1611,-0.1059,3.25,3.1,1.25,0.9500000000000002,0.125,875.0,15.95,0.46031900095905837,0.540400053551195,0.6100580735572011,1.3252941379481764,2025-01-03,0.20000000000000007,early,7,104.99999999999999,75.00000000000001,0.8399999999999999,0.11999999999999998,6.257142857142855,True,False,False,False
0.15,0.05,,2025-01-03,2025-01-24,21,310.0,300.0,10.0,-0.1482,-0.1006,3.7,3.3,1.375,0.5499999999999998,0.1375,862.5,16.13,0.5531438842772831,0.5670287531718804,0.5805816541486255,1.0496033141669667,2025-01-07,0.55,early,4,82.5,-2.220446049250313e-14,0.6,0.09565217391304348,8.728260869565217,True,False,False,False
0.15,0.05,,2025-01-10,2025-01-31,21,320.0,310.0,10.0,-0.1444,-0.0986,3.7,3.5,1.375,1.0,0.1375,862.5,19.54,0.5991994064822692,0.5541222299412124,0.5050375854343317,0.8428539480692496,2025-01-14,0.6499999999999999,early,4,72.50000000000001,35.00000000000001,0.5272727272727273,0.08405797101449276,7.670289855072465,True,False,False,False
0.15,0.05,,2025-01-17,2025-02-07,21,355.0,345.0,10.0,-0.143,-0.1009,3.65,3.4,1.225,0.75,0.12250000000000001,877.5,15.97,0.5522503757376701,0.5020486915419365,0.4462345794036397,0.8080294717909073,2025-01-24,-0.04999999999999999,early,7,127.50000000000001,80.0,1.0408163265306123,0.1452991452991453,7.576312576312577,True,False,False,False
0.15,0.05,,2025-01-24,2025-02-14,21,375.0,365.0,10.0,-0.141,-0.097,3.35,3.1,1.2000000000000002,0.7000000000000002,0.12000000000000002,880.0000000000001,14.85,0.4430757679191167,0.4887761133853482,0.5305544664924221,1.1974350774905718,2025-02-14,8.25,expiry,21,-705.0,-755.0,-5.874999999999999,-0.8011363636363635,-13.924512987012985,False,False,False,False
0.15,0.05,,2025-01-31,2025-02-21,21,330.0,320.0,10.0,-0.15,-0.1033,3.8,3.6,1.375,1.0,0.1375,862.5,16.43,0.5513929802044516,0.5722520721045385,0.5923771175840009,1.0743283626214333,2025-02-10,0.35,early,10,102.49999999999999,65.0,0.7454545454545454,0.11884057971014492,4.337681159420289,True,False,False,False
0.15,0.05,,2025-02-07,2025-02-28,21,335.0,320.0,15.0,-0.1633,-0.0921,4.15,3.9,2.075,1.6,0.13833333333333334,1292.5,16.54,0.5519778136212546,0.5360237262670288,0.519579987597945,0.9413059271155059,2025-02-19,0.9500000000000001,early,12,112.5,65.0,0.5421686746987951,0.08704061895551257,2.647485493230174,True,False,False,False
0.15,0.05,,2025-02-14,2025-03-07,21,325.0,315.0,10.0,-0.1397,-0.0936,3.125,2.85,1.175,0.7000000000000002,0.11750000000000001,882.4999999999999,14.77,0.5042507589449307,0.5108945961925623,0.5174531369515349,1.02618216784488,2025-03-07,10.0,expiry,21,-882.4999999999999,-930.0000000000001,-7.510638297872339,-1.0,-17.38095238095238,False,False,False,False
0.15,0.05,,2025-02-21,2025-03-14,21,285.0,270.0,15.0,-0.1591,-0.0976,4.5,4.0,1.9249999999999998,0.8999999999999999,0.12833333333333333,1307.5,18.21,0.6967207857116882,0.6493818084667603,0.5983089612335822,0.8587499806287824,2025-03-13,0.575,early,20,135.0,32.49999999999999,0.7012987012987014,0.10325047801147227,1.8843212237093692,True,False,False,False
0.15,0.05,,2025-02-28,2025-03-21,21,290.0,270.0,20.0,-0.1642,-0.0829,4.65,4.5,2.5500000000000003,2.25,0.1275,1745.0,19.63,0.627788749961924,0.6477132164953531,0.6670428075219439,1.0625274944197403,2025-03-17,0.25,early,17,230.00000000000003,200.0,0.9019607843137255,0.13180515759312322,2.8299342659699986,True,False,False,False
0.15,0.05,,2025-03-07,2025-03-28,21,245.0,235.0,10.0,-0.1531,-0.1066,4.2,4.0,1.475,1.1,0.14750000000000002,852.5,23.37,0.6964235691326836,0.6525230375335588,0.602997402750596,0.865848643666039,2025-03-13,0.7250000000000001,early,6,75.0,37.5,0.5084745762711864,0.08797653958944282,5.351906158357772,True,False,False,False
0.15,0.05,,2025-03-14,2025-04-04,21,270.0,260.0,10.0,-0.1477,-0.1035,3.9,3.7,1.3249999999999997,0.9500000000000002,0.13249999999999998,867.5000000000001,21.77,0.6136693963047912,0.681494763428203,0.7431555000126406,1.2110030327201415,2025-03-17,0.04999999999999982,early,3,127.49999999999999,90.00000000000003,0.9622641509433963,0.14697406340057634,17.881844380403454,True,False,False,False
0.15,0.05,,2025-03-21,2025-04-11,21,290.0,280.0,10.0,-0.1534,-0.1064,3.8,3.6,1.3249999999999997,0.8999999999999999,0.13249999999999998,867.5000000000001,19.28,0.5855102347483546,0.6037911565010252,0.6215346219983388,1.0615264859810127,2025-03-24,0.6500000000000001,early,3,67.49999999999996,24.99999999999998,0.5094339622641507,0.07780979827089331,9.466858789625352,True,False,False,False
0.15,0.05,,2025-03-28,2025-04-17,20,260.0,250.0,10.0,-0.1483,-0.1005,3.6,3.4,1.3250000000000002,1.0,0.1325,867.5000000000001,21.65,0.6128664649577078,0.6814493017024102,0.7633677226727822,1.245569412458324,2025-04-01,0.575,early,4,75.00000000000003,42.50000000000001,0.5660377358490567,0.08645533141210376,7.889048991354469,True,False,False,False
0.15,0.05,,2025-04-04,2025-04-25,21,215.0,195.0,20.0,-0.1586,-0.0893,7.0,6.2,3.4,1.0,0.16999999999999998,1660.0000000000002,45.31,1.0912098096074296,0.9253372004983443,0.7223288867743995,0.661952339884355,2025-04-10,1.2499999999999998,early,6,215.00000000000003,-24.99999999999998,0.6323529411764707,0.12951807228915663,7.879016064257027,True,False,False,False
0.15,0.05,,2025-04-11,2025-05-02,21,260.0,235.0,25.0,-0.1619,-0.0965,7.3,6.4,3.0,1.0,0.12,2200.0,37.56,0.8908873189242487,0.8185148043503565,0.7390891386438913,0.829610123462466,2025-04-15,1.0,early,4,200.0,0.0,0.6666666666666666,0.09090909090909091,8.295454545454545,True,False,False,False
0.15,0.05,,2025-04-25,2025-05-16,21,325.0,312.5,12.5,-0.1461,-0.1008,3.95,3.8,1.3000000000000003,0.8499999999999996,0.10400000000000002,1120.0,24.84,0.5480039201536329,0.5869449368533336,0.6234584358975169,1.1376897371878842,2025-05-01,0.42500000000000004,early,6,87.50000000000003,42.49999999999996,0.6730769230769231,0.07812500000000003,4.752604166666669,True,False,False,False
0.15,0.05,,2025-05-02,2025-05-23,21,350.0,340.0,10.0,-0.1422,-0.1009,3.7,3.5,1.225,0.8500000000000001,0.12250000000000001,877.5,22.68,0.5013466207896595,0.5396976615607018,0.5754986512677236,1.1479057151343095,2025-05-12,0.3,early,10,92.5,55.00000000000001,0.7551020408163265,0.10541310541310542,3.847578347578348,True,False,False,False
0.15,0.05,,2025-05-09,2025-05-30,21,350.0,335.0,15.0,-0.1503,-0.0926,4.1,3.9,1.7499999999999996,1.4,0.11666666666666664,1325.0,21.9,0.5249355101646317,0.5044126682914312,0.48301862286454406,0.9201485011236112,2025-05-12,0.625,early,3,112.49999999999996,77.49999999999999,0.6428571428571428,0.08490566037735846,10.33018867924528,True,False,False,False
0.15,0.05,,2025-05-16,2025-06-06,21,380.0,365.0,15.0,-0.1499,-0.0914,4.05,3.7,1.775,1.1500000000000004,0.11833333333333333,1322.5,17.24,0.49275312821022316,0.4815450252658188,0.47006975796742717,0.9539660553243234,2025-05-19,0.875,early,3,89.99999999999999,27.500000000000036,0.5070422535211266,0.06805293005671076,8.27977315689981,True,False,False,False
0.15,0.05,,2025-05-23,2025-06-13,21,415.0,400.0,15.0,-0.1581,-0.1026,5.05,4.7,2.025,1.3000000000000003,0.13499999999999998,1297.5,22.29,0.5231508763703449,0.5452591889087985,0.5675467944707493,1.0848625513320864,2025-05-28,0.925,early,5,109.99999999999999,37.50000000000002,0.5432098765432098,0.08477842003853564,6.188824662813102,True,False,False,False
0.15,0.05,,2025-05-30,2025-06-20,21,422.5,410.0,12.5,-0.1537,-0.1027,4.2,4.0,1.6,1.25,0.128,1090.0,18.57,0.4306005539362226,0.4773139392431229,0.5198464736260058,1.2072591845829386,2025-06-03,0.40000000000000013,early,4,120.0,84.99999999999999,0.75,0.11009174311926606,10.045871559633028,True,False,False,False
0.15,0.05,,2025-06-06,2025-06-27,21,440.0,425.0,15.0,-0.1553,-0.0975,4.3,4.1,1.7999999999999998,1.4499999999999997,0.11999999999999998,1320.0,16.77,0.439154899248869,0.44043234387800795,0.44170609406421757,1.005809327915303,2025-06-16,0.8999999999999999,early,10,89.99999999999999,54.999999999999986,0.5,0.06818181818181818,2.4886363636363633,True,False,False,False
0.15,0.05,,2025-06-13,2025-07-03,20,425.0,410.0,15.0,-0.1481,-0.0959,4.4,4.0,1.7000000000000002,0.7000000000000002,0.11333333333333334,1330.0,20.82,0.47195136047959724,0.4829999750214222,0.4973498046180007,1.0538158087151048,2025-06-16,0.8,early,3,90.00000000000001,-9.999999999999986,0.5294117647058824,0.06766917293233084,8.233082706766918,True,False,False,False
0.15,0.05,,2025-06-20,2025-07-11,21,440.0,425.0,15.0,-0.1733,-0.108,5.2,4.9,2.2750000000000004,1.4000000000000004,0.1516666666666667,1272.5,20.62,0.4445015585335244,0.5705999542038475,0.6734886635542824,1.515154785455016,2025-06-25,0.5750000000000001,early,5,170.00000000000003,82.50000000000003,0.7472527472527473,0.13359528487229866,9.752455795677802,True,False,False,False
0.15,0.05,,2025-06-27,2025-07-18,21,475.0,460.0,15.0,-0.1524,-0.0985,4.45,4.3,1.7750000000000004,1.4499999999999997,0.11833333333333336,1322.5,16.32,0.4306005539362226,0.5360237262670284,0.6238798227160409,1.4488597773806984,2025-07-07,0.775,early,10,100.00000000000004,67.49999999999997,0.563380281690141,0.07561436672967867,2.7599243856332714,True,False,False,False
0.15,0.05,,2025-07-11,2025-08-01,21,470.0,455.0,15.0,-0.1467,-0.1031,5.95,5.3,2.0500000000000003,1.0999999999999996,0.1366666666666667,1295.0,16.4,0.5787165769783147,0.5189626387287731,0.45136633051565167,0.7799436692696725,2025-07-16,0.8,early,5,125.00000000000003,29.99999999999996,0.6097560975609757,0.09652509652509654,7.046332046332047,True,False,False,False
0.15,0.05,,2025-07-18,2025-08-08,21,505.0,485.0,20.0,-0.1483,-0.095,6.15,5.9,2.5000000000000004,2.0000000000000004,0.12500000000000003,1750.0,16.41,0.5544044582034541,0.5322086889515615,0.5090460430208789,0.9181853347111258,2025-08-08,-0.34999999999999987,early,21,285.00000000000006,235.00000000000006,1.14,0.1628571428571429,2.83061224489796,True,False,False,False
0.15,0.05,,2025-07-25,2025-08-15,21,580.0,560.0,20.0,-0.1519,-0.0969,5.6,5.4,2.2499999999999996,1.9000000000000004,0.11249999999999998,1775.0,14.93,0.45559019809587914,0.44394361325508547,0.43198314191519027,0.9481835731335889,2025-08-04,0.725,early,10,152.49999999999994,117.50000000000003,0.6777777777777777,0.08591549295774645,3.1359154929577455,True,False,False,False
0.15,0.05,,2025-08-01,2025-08-22,21,585.0,565.0,20.0,-0.1544,-0.1011,6.4,6.1,2.5000000000000004,1.8999999999999995,0.12500000000000003,1750.0,20.38,0.49411978152687897,0.5024697465005921,0.5106832029747679,1.0335210652702596,2025-08-04,1.2000000000000002,early,3,130.00000000000003,69.99999999999993,0.52,0.0742857142857143,9.03809523809524,True,False,False,False
0.15,0.05,,2025-08-08,2025-08-29,21,580.0,560.0,20.0,-0.148,-0.0958,5.45,5.3,2.1,1.6999999999999997,0.10500000000000001,1789.9999999999998,15.15,0.4451102647559152,0.438799239614683,0.43239611189483074,0.9714359477464387,2025-08-26,0.7250000000000001,early,18,137.5,97.49999999999997,0.6547619047619048,0.07681564245810057,1.557650527622595,True,False,False,False
0.15,0.05,,2025-08-15,2025-09-05,21,555.0,540.0,15.0,-0.1421,-0.1024,5.1,4.9,1.5499999999999998,1.2000000000000002,0.10333333333333332,1345.0,15.09,0.42808564719857406,0.4716937663512806,0.5115981793281628,1.1950837003672075,2025-09-05,0.3500000000000001,early,21,119.99999999999997,85.00000000000001,0.7741935483870968,0.08921933085501857,1.5507169410515131,True,False,False,False
0.15,0.05,,2025-08-22,2025-09-12,21,545.0,530.0,15.0,-0.1536,-0.1079,5.5,5.2,1.85,1.3000000000000003,0.12333333333333334,1315.0,14.22,0.4374720474162163,0.4858392147076972,0.5298091097980928,1.211069628167639,2025-09-12,-1.2750000000000001,early,21,312.5,257.5,1.6891891891891893,0.2376425855513308,4.1304544631540825,True,False,False,False
