ticker,n,n_oos,avg_roc,median_roc,win_rate,sharpe,oos_avg_roc,oos_win_rate
KVUE,17,17,1.4878084882399325,-17.85714285714286,0.47058823529411764,0.021838251603698355,1.4878084882399325,0.47058823529411764
ASTS,57,55,2.1860633695870795,-27.536231884057965,0.2982456140350877,0.019542885744681417,1.9140414315114571,0.2909090909090909
DAL,111,36,1.5414124017824105,-14.606741573033712,0.42342342342342343,0.018277744529162147,-0.8573343322787316,0.3888888888888889
CAH,39,17,1.269469056192633,-18.82352941176472,0.3333333333333333,0.017103806786373542,16.083349860791753,0.4117647058823529
UNP,113,26,1.601994316419104,-27.120418848167542,0.3893805309734513,0.01703755164179191,2.8565474017814667,0.46153846153846156
MS,157,75,1.402900288582247,-17.47873163186388,0.40764331210191085,0.017036823947220194,10.860999383658935,0.4
NOW,181,93,1.295843089753636,-17.26027397260273,0.425414364640884,0.015153451643691095,3.598806452503663,0.45161290322580644
ED,47,0,1.0309115480124698,2.7450980392156796,0.5106382978723404,0.014972814524310414,,
AAOI,50,28,0.9608213079850221,-26.703296703296704,0.4,0.012266441431945883,-10.888390222558757,0.39285714285714285
VALE,68,22,0.8018083219433066,-8.46499305353623,0.45588235294117646,0.010858755361130774,43.08533123324007,0.7727272727272727
NUGT,103,29,0.8071288992939367,-21.739130434782602,0.39805825242718446,0.009792776804430721,19.012142036363468,0.6551724137931034
CSCO,150,64,0.6790988515643975,-14.152202937249669,0.44,0.008967765410822883,-13.972024105435061,0.375
SYM,42,42,0.713845380180741,-16.85093314434208,0.42857142857142855,0.007951421141283202,0.713845380180741,0.42857142857142855
AMRN,57,0,0.5210651399372483,-11.956521739130432,0.40350877192982454,0.006602572107563462,,
COF,87,51,0.5853397140204565,-25.890736342042754,0.3448275862068966,0.005810850854674788,-15.598774745208454,0.3137254901960784
NFLX,379,157,0.28639159748862275,-17.15596330275229,0.41424802110817943,0.003757608682512858,7.985393277617847,0.47770700636942676
SO,79,15,0.2613879559811581,-17.884130982367747,0.4177215189873418,0.003043682548506233,23.243965611783196,0.5333333333333333
DE,91,43,0.20470473482609952,-27.318611987381715,0.3956043956043956,0.0024245771056369252,4.930981543410471,0.4186046511627907
CF,83,41,0.03419169323842824,-20.746887966804987,0.40963855421686746,0.0004180167908282188,4.143321038858629,0.4634146341463415
PLTR,165,122,-0.08078528412889444,-19.69309462915601,0.42424242424242425,-0.0009382716951488699,1.2298659140396362,0.4098360655737705
EA,123,36,-0.3057551022029106,-24.580152671755727,0.3902439024390244,-0.003751064035498211,15.353814556978783,0.5
WPM,143,69,-0.47484033249772845,-13.086419753086414,0.45454545454545453,-0.006235802226947474,-14.768152833540725,0.391304347826087
CI,62,33,-0.5217783646438543,-16.63427833466577,0.46774193548387094,-0.007769097652368286,1.315441136042709,0.45454545454545453
LUMN,30,12,-0.6646984363658597,-18.07359307359306,0.43333333333333335,-0.008419260919355727,0.7925290844371826,0.4166666666666667
CME,58,11,-0.6412885268553563,-25.49663860456665,0.41379310344827586,-0.008710086149199948,-1.8146443208336545,0.36363636363636365
CIEN,76,12,-0.6344274308877738,-12.4087591240876,0.4342105263157895,-0.009939844445593975,0.8205934235050911,0.5
WMT,188,55,-0.7472680781412444,-15.333342610244488,0.44148936170212766,-0.010215238013327054,0.8423169186735994,0.43636363636363634
FSLR,136,51,-1.0079243496043124,-17.444771723122237,0.375,-0.01118380622378768,-6.735385732091708,0.35294117647058826
SPGI,50,21,-0.8719809951303387,-5.05490956072351,0.46,-0.014400113479646969,11.624734109837831,0.47619047619047616
LMT,97,37,-1.653467533796474,-25.892857142857135,0.35051546391752575,-0.01945161202950065,15.567119424220508,0.4864864864864865
GDXJ,64,14,-1.8079043541090867,-26.7960572337043,0.40625,-0.020056770431294026,-1.7626023930476415,0.5
MNST,52,2,-2.304898692116994,-30.464452812963593,0.2692307692307692,-0.024005851652701568,,
TNA,54,13,-1.720584519097156,-16.530379385756394,0.42592592592592593,-0.024223868406251098,-18.7881266269094,0.23076923076923078
GOOG,240,78,-1.9162305679302274,-11.17383440609373,0.42083333333333334,-0.026037018697207526,-1.5073687553124637,0.41025641025641024
SLV,67,20,-2.1372221312287576,-20.000000000000007,0.40298507462686567,-0.02769690161733587,-17.59501231415332,0.25
NVO,67,65,-2.734865808603096,-41.649899396378274,0.373134328358209,-0.028697617619337035,-0.828595689217203,0.38461538461538464
CMI,37,4,-2.385728251212838,-25.71428571428573,0.3783783783783784,-0.030170939383082705,,
ANF,178,109,-2.042041642240406,-16.89889788573999,0.4157303370786517,-0.03043612859804878,3.2946825142324907,0.44036697247706424
NTNX,60,1,-2.67824505577118,-21.56862745098039,0.4166666666666667,-0.033262417315903695,,
MAR,70,49,-2.846848730858771,-17.214611872146126,0.42857142857142855,-0.039529333658569185,-4.581154788382429,0.4489795918367347
RDDT,59,59,-2.9527817090218744,-14.477611940298493,0.3898305084745763,-0.03991479912086213,-2.9527817090218744,0.3898305084745763
MPC,57,16,-3.7161426428125046,-32.47588424437299,0.40350877192982454,-0.04381919210976829,46.56259157357122,0.6875
AZO,66,2,-3.4082665044207117,-19.82019829858614,0.3939393939393939,-0.04493638091364073,,
APO,79,40,-3.638303776965609,-35.71428571428572,0.3670886075949367,-0.045302177437536395,-7.477003225640163,0.375
KO,136,39,-3.550332220107188,-21.845714949163224,0.4117647058823529,-0.04846450999980366,-8.90271520985865,0.38461538461538464
V,118,44,-3.5394785690270893,-22.583173552640645,0.4406779661016949,-0.049467013943950595,6.618380660048453,0.5227272727272727
TMUS,120,41,-3.8655309975844427,-24.918668668668673,0.375,-0.05029468079714434,-1.7655744277779744,0.3902439024390244
GAP,31,31,-5.015390904584854,-33.550488599348526,0.3225806451612903,-0.05301781724823827,-5.015390904584854,0.3225806451612903
DKS,196,98,-3.9119119172418926,-21.24358974358974,0.3979591836734694,-0.054627350069477755,-0.006708613096373638,0.3877551020408163
GOOGL,233,83,-4.256851847604914,-15.16778523489933,0.41630901287553645,-0.05605412927570205,-10.12535169813872,0.3855421686746988
CCJ,57,35,-4.346048126424616,-19.25,0.43859649122807015,-0.06013401481493579,4.644900843703989,0.45714285714285713
ADI,65,33,-5.483649900669726,-34.02366863905325,0.3076923076923077,-0.061152168002451476,18.605532753475106,0.3939393939393939
NOC,58,17,-5.7886372704443145,-30.26224614892596,0.27586206896551724,-0.06153077255108349,-26.79032593600417,0.23529411764705882
ASO,55,38,-3.9844747635885382,-10.222222222222221,0.4,-0.062323535553688844,-0.4104340924250734,0.3684210526315789
PCG,58,16,-3.913202124050756,-17.89346246973365,0.4482758620689655,-0.06254902462220646,6.793597777860333,0.5
UCO,42,19,-4.707238623872214,-19.880470406786195,0.3333333333333333,-0.06476663245063212,-4.063226138428794,0.3684210526315789
MSTR,131,97,-4.665322343844139,-16.128064032016002,0.4122137404580153,-0.06506640108484642,-5.55138062804167,0.3917525773195876
LVS,161,59,-5.179430212091421,-28.53333333333334,0.37267080745341613,-0.06557274876529164,-15.687575821426224,0.3220338983050847
GE,120,54,-4.304156904769865,-14.948046786282084,0.4166666666666667,-0.06852219456478172,-0.3218198929513843,0.4074074074074074
ELF,85,84,-5.244873547085743,-22.02729044834309,0.38823529411764707,-0.07011006210074758,-4.9237146342865,0.39285714285714285
ADP,71,28,-4.657444195559003,-13.035714285714292,0.4225352112676056,-0.0737430712985307,-3.8603639724059766,0.4642857142857143
PANW,185,95,-5.7804697096227375,-15.1170568561873,0.4,-0.07561260510325582,-4.918529202535206,0.4
JNUG,84,16,-6.152790926203424,-32.5370523796373,0.3333333333333333,-0.0760433682190943,16.400277276966637,0.5625
