date,t,sym,kind,out_of_play,gated,px,stop,tags,spy,rs_spy,rs_grp,ext21,level_type,day_state_logged,stopped,t_stop,R,mfe_R,risk_pct
2026-08-31,10:14,GH,BIR,False,False,156.87,162.84,[MA],-0.07,-2.4,-0.9,-0.8,MA,,False,,-0.35,0.12,3.81
2026-08-31,10:14,TSM,BIR,False,False,421.19,424.74,STOP IN NOISE|[MA],-0.07,1.3,0.3,0.3,MA,,False,,1.74,1.86,0.84
2026-08-31,10:18,TXG,UR,False,True,59.99,58.7,undercut PDL|still below 9 EMA,-0.07,-2.0,-0.8,0.5,,,False,,1.9,2.05,2.15
2026-08-31,10:24,DINO,FBO,False,False,99.5,103.41,[PRICE],-0.17,0.4,-1.6,1.9,PRICE,,False,,-0.53,0.26,3.93
2026-08-31,10:24,QBTS,FBO,False,False,17.04,17.46,STOP IN NOISE|[PRICE],-0.17,0.9,-0.3,-1.7,PRICE,,False,,-0.38,0.07,2.46
2026-08-31,10:24,SNDK,FBO,False,False,1512.01,1553.51,STOP IN NOISE|[PRICE],-0.17,2.4,1.4,0.1,PRICE,,True,15:55,-1.0,1.51,2.74
2026-08-31,10:24,TSM,FBO,False,False,420.87,424.74,[PRICE],-0.17,1.4,0.4,0.3,PRICE,,False,,1.51,1.62,0.92
2026-08-31,10:27,BE,UR,False,True,205.64,202.88,undercut PDL|still below 9 EMA,-0.18,-1.8,,-0.6,,,False,,0.22,0.49,1.34
2026-08-31,10:33,ILMN,UR,False,True,211.53,208.98,undercut PDL|still below 9 EMA,-0.15,-1.3,0.3,0.5,,,False,,0.89,1.32,1.21
2026-08-31,10:37,QBTS,UR,False,True,17.09,16.62,undercut PDL|still below 9 EMA,-0.07,1.1,-0.1,-1.7,,,False,,0.23,0.55,2.75
2026-08-31,10:40,HOOD,UR,False,True,101.91,100.68,undercut PDL|still below 9 EMA,-0.05,-1.8,-3.4,0.2,,,False,,2.36,2.89,1.21
2026-08-31,10:49,RGTI,BIR,False,False,15.59,15.99,STOP IN NOISE|[VWAP],-0.08,0.5,-0.9,-1.1,VWAP,,False,,-0.16,0.11,2.57
2026-08-31,11:00,LRCX,UR,False,False,301.33,298.77,undercut PDL|still below 9 EMA,0.03,0.2,-0.7,-1.0,,,False,,0.15,0.73,0.85
2026-08-31,11:04,CF,FBO,False,False,127.68,132.74,[PRICE],-0.04,2.0,,1.0,PRICE,,False,,-0.46,0.19,3.96
2026-08-31,11:54,CBRS,BIR,False,True,180.89,184.51,STOP IN NOISE|[PRICE],0.01,1.4,0.5,-1.4,PRICE,,True,12:49,-1.0,0.01,2.0
2026-08-31,11:54,TSLA,ORB9,False,False,367.04,365.31,,0.01,,,1.9,,,True,11:59,-1.0,0.03,0.47
2026-08-31,15:23,NVDA,UR,False,False,219.42,216.21,undercut PDL,0.05,1.3,0.4,0.7,,,False,,0.45,0.59,1.46
2026-09-01,09:40,MSFT,UR,False,True,501.86,496.78,undercut PDL,-0.01,-0.4,0.3,1.9,,,False,,-0.14,0.81,1.01
2026-09-01,09:40,NFLX,UR,False,True,80.48,79.6,undercut PDL,-0.01,-0.0,0.8,1.1,,,False,,0.36,1.87,1.09
2026-09-01,09:40,TGTX,UR,False,True,53.08,52.15,undercut PDL|still below 9 EMA,-0.01,-1.5,-2.1,0.1,,,True,09:45,-1.0,-0.01,1.75
2026-09-01,09:40,WDC,UR,False,True,446.15,439.28,undercut PDL|still below 9 EMA,-0.01,-0.3,1.2,-0.9,,,False,,0.65,1.68,1.54
2026-09-01,09:42,GOOGL,UR,False,False,335.48,333.05,undercut PDL|still below 9 EMA,0.01,-0.5,0.1,-1.4,,,False,,-0.19,0.71,0.72
2026-09-01,09:42,NOW,UR,False,False,146.2,143.54,deep flush,0.01,-0.5,0.3,3.3,,,True,11:02,-1.0,0.29,1.82
2026-09-01,09:42,PLTR,UR,False,False,183.45,181.3,undercut PDL,0.01,-0.9,-0.3,1.7,,,True,14:28,-1.0,1.44,1.17
2026-09-01,09:43,HOOD,UR,False,False,105.87,103.35,tagged,0.03,1.7,5.3,0.9,,,True,14:28,-1.0,0.35,2.38
2026-09-01,09:49,SNDK,UR,False,False,1542.95,1513.0,tagged,0.05,-0.9,0.4,0.4,,,False,,-0.2,2.23,1.94
2026-09-01,09:50,NVDA,UR,False,False,216.63,215.1,undercut PDL|still below 9 EMA,0.07,-1.3,1.9,0.1,,,False,,0.59,2.47,0.71
2026-09-01,09:54,HOOD,FBO,False,True,104.86,107.5,STRONGEST IN GROUP|[PRICE],-0.0,0.7,4.0,0.7,PRICE,,False,,0.52,0.91,2.52
2026-09-01,09:54,HPE,BIR,False,False,50.92,53.42,[MA],-0.0,-1.8,1.0,-0.8,MA,,False,,0.03,0.27,4.91
2026-09-01,09:55,GLW,UR,False,True,145.29,143.51,undercut PDL|still below 9 EMA,-0.02,-1.6,2.4,-1.2,,,True,12:28,-1.0,1.01,1.23
2026-09-01,09:59,AMZN,BIR,False,True,254.02,256.39,[MA],0.03,-1.6,-1.6,-1.1,MA,,False,,-0.38,0.2,0.93
2026-09-01,09:59,TSM,BIR,False,True,414.66,419.55,STRONGEST IN GROUP|[MA],0.03,0.5,3.9,-0.4,MA,,False,,0.13,0.53,1.18
2026-09-01,10:01,BMNR,UR,False,False,24.18,23.72,deep flush,0.1,-3.9,-2.5,2.2,,,True,12:21,-1.0,0.52,1.9
2026-09-01,10:01,DRAM,UR,False,False,55.69,55.24,undercut PDL|still below 9 EMA,0.1,-1.5,-0.3,-0.0,,,True,13:25,-1.0,2.38,0.81
2026-09-01,10:01,MU,UR,False,False,941.38,929.63,undercut PDL,0.1,-1.2,0.0,0.2,,,True,14:13,-1.0,2.39,1.25
2026-09-01,10:04,AAPL,ORB9,False,False,321.81,321.47,light vol,0.04,,,1.4,,,False,,9.79,16.15,0.11
2026-09-01,10:04,DE,ORB9,False,False,668.25,666.52,light vol,0.04,,,2.5,,,True,11:52,-1.0,4.34,0.26
2026-09-01,10:05,AMD,UR,False,False,457.82,453.16,undercut PDL|still below 9 EMA,0.07,-2.1,1.2,-1.3,,,True,10:27,-1.0,0.14,1.02
2026-09-01,10:05,SMTC,UR,False,False,127.23,124.83,undercut PDL|still below 9 EMA,0.07,-3.7,-0.6,-0.5,,,False,,2.13,3.13,1.89
2026-09-01,10:15,IREN,UR,False,False,35.67,35.14,undercut PDL|still below 9 EMA,0.16,-3.4,1.2,-1.6,,,False,,2.18,3.0,1.49
2026-09-01,10:24,TXG,UR,False,False,61.7,61.02,opened below|still below 9 EMA,0.19,-0.8,-1.0,0.8,,,True,10:51,-1.0,0.59,1.1
2026-09-01,10:29,RVMD,BIR,False,True,204.67,209.38,[VWAP],0.19,-0.0,-0.2,-0.1,VWAP,,True,15:18,-1.0,0.02,2.3
2026-09-01,10:29,UNH,BIR,False,True,398.44,400.45,STOP IN NOISE|STRONGEST IN GROUP|[MA],0.19,2.7,2.8,-0.2,MA,,False,,0.98,2.26,0.5
2026-09-01,10:30,AMZN,UR,False,False,254.62,251.93,undercut PDL|still below 9 EMA,0.25,-1.6,-1.9,-1.0,,,False,,0.11,0.34,1.06
2026-09-01,10:31,BE,UR,False,False,200.78,197.5,undercut PDL|still below 9 EMA,0.25,-2.3,,-0.9,,,False,,3.92,3.93,1.63
2026-09-01,10:31,INTC,UR,False,False,86.78,85.72,undercut PDL|still below 9 EMA,0.25,-2.7,0.7,-1.7,,,False,,2.07,2.48,1.22
2026-09-01,10:31,NBIS,UR,False,False,197.4,194.8,undercut PDL|still below 9 EMA,0.25,-4.0,-0.0,-1.2,,,False,,0.85,2.08,1.32
2026-09-01,10:32,CRCL,UR,False,False,90.85,88.9,deep flush,0.26,-4.6,-3.4,1.7,,,True,14:12,-1.0,0.77,2.15
2026-09-01,10:44,NTRA,FBO,False,True,320.94,325.95,[PRICE],0.2,0.1,0.2,0.7,PRICE,,False,,0.04,0.52,1.56
2026-09-01,10:44,UNH,FBO,False,True,396.29,400.45,STRONGEST IN GROUP|[PRICE],0.2,2.1,2.4,-0.4,PRICE,,False,,-0.04,0.58,1.05
2026-09-01,10:47,ANET,UR,False,False,191.51,189.26,undercut PDL|still below 9 EMA,0.2,-1.8,1.5,-0.0,,,True,14:42,-1.0,0.27,1.17
2026-09-01,10:48,TSM,UR,False,False,416.33,413.34,undercut PDL|still below 9 EMA,0.2,0.6,3.3,-0.2,,,True,12:34,-1.0,0.31,0.72
2026-09-01,10:49,XHB,FBO,False,True,102.11,102.91,[PRICE],0.16,-0.3,,-2.3,PRICE,,False,,1.91,2.01,0.78
2026-09-01,10:59,NFLX,FBO,False,True,81.06,82.34,[PRICE],0.1,0.5,0.9,1.4,PRICE,,False,,0.2,0.29,1.58
2026-09-01,11:01,TSLA,UR,False,False,358.04,353.39,deep flush,0.08,-2.2,-2.3,0.9,,,True,14:44,-1.0,0.5,1.3
2026-09-01,11:04,IBIT,FBO,False,True,44.05,44.51,STRONGEST IN GROUP|[PRICE],0.04,-0.9,1.6,3.8,PRICE,,False,,0.64,1.78,1.04
2026-09-01,11:04,PLTR,FBO,False,True,183.65,187.41,[PRICE],0.04,-0.9,1.0,1.8,PRICE,,False,,1.0,1.04,2.05
2026-09-01,11:04,XHB,BIR,False,True,101.82,102.91,[VWAP],0.04,-0.4,,-2.4,VWAP,,False,,1.14,1.21,1.07
2026-09-01,11:09,CRM,FBO,False,True,256.87,263.34,STRONGEST IN GROUP|[PRICE],-0.0,0.3,2.7,5.6,PRICE,,False,,-0.2,0.4,2.52
2026-09-01,11:19,WDC,BIR,False,True,453.58,460.75,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],0.06,1.2,2.1,-0.7,PRICE,,False,,0.42,0.7,1.58
2026-09-01,11:21,AXTI,UR,False,False,56.34,54.8,undercut PDL|still below 9 EMA,0.05,-6.5,-4.4,-1.4,,,False,,-0.14,0.75,2.73
2026-09-01,11:24,NFLX,FBO,False,True,80.85,82.34,[PRICE],0.08,0.2,0.6,1.3,PRICE,,False,,0.03,0.11,1.84
2026-09-01,11:26,ALAB,UR,False,False,281.51,278.0,undercut PDL|still below 9 EMA,0.08,-4.7,-2.7,-1.1,,,True,12:31,-1.0,0.98,1.25
2026-09-01,11:38,QBTS,UR,False,False,16.59,16.4,undercut PDL|still below 9 EMA,0.15,-3.2,0.4,-2.1,,,True,14:45,-1.0,0.58,1.15
2026-09-01,12:07,AAOI,UR,False,False,103.14,101.23,undercut PDL|still below 9 EMA,0.13,-3.8,-0.9,-1.4,,,False,,0.18,0.68,1.85
2026-09-01,12:14,IREN,BIR,False,True,36.94,37.44,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],0.06,-0.0,1.7,-1.2,PRICE,,False,,0.23,0.96,1.35
2026-09-01,12:19,BE,BIR,False,False,207.53,212.06,STOP IN NOISE|[PRICE],-0.01,1.1,,-0.5,PRICE,,True,15:54,-1.0,0.67,2.18
2026-09-01,12:19,GH,BIR,False,True,161.79,164.16,STOP IN NOISE|STRONGEST IN GROUP|[MA],-0.01,2.3,2.0,-0.1,MA,,True,12:51,-1.0,0.43,1.46
2026-09-01,12:29,MU,FBO,False,False,945.79,974.28,[PRICE],-0.07,-0.8,-0.8,0.3,PRICE,,False,,0.44,0.82,3.01
2026-09-01,12:31,COHR,UR,False,True,270.46,264.64,undercut PDL|still below 9 EMA,-0.14,-2.0,2.1,-1.3,,,False,,0.25,0.6,2.15
2026-09-01,13:58,CBRS,UR,False,True,175.43,171.54,undercut PDL|still below 9 EMA,-0.13,-4.1,-1.1,-1.8,,,False,,-0.76,0.03,2.22
2026-09-01,14:24,IREN,BIR,False,True,36.87,37.53,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],-0.13,0.0,2.4,-1.2,PRICE,,False,,0.07,0.62,1.79
2026-09-01,14:29,GH,BIR,False,True,163.03,166.33,STRONGEST IN GROUP|[MA],-0.19,3.3,2.6,0.1,MA,,False,,-0.42,0.14,2.02
2026-09-01,14:46,QCOM,UR,False,True,165.09,162.21,undercut PDL,-0.35,-2.2,0.4,0.1,,,False,,0.53,0.76,1.74
2026-09-02,09:40,ALAB,UR,False,False,277.01,272.85,undercut PDL|still below 9 EMA,0.04,-1.1,-1.5,-1.2,,,True,09:46,-1.0,-0.02,1.5
2026-09-02,09:40,CF,UR,False,False,133.28,131.29,deep flush,0.04,-1.8,,1.8,,,False,,3.02,4.02,1.49
2026-09-02,09:40,GLW,UR,False,False,146.64,143.08,undercut PDL|still below 9 EMA,0.04,0.7,0.8,-1.0,,,True,09:54,-1.0,0.29,2.43
2026-09-02,09:40,HPE,UR,False,False,51.39,50.42,deep flush|still below 9 EMA,0.04,0.9,-3.6,-0.6,,,True,09:53,-1.0,0.74,1.89
2026-09-02,09:41,RVMD,UR,False,False,211.03,209.01,tagged,0.05,0.5,-1.6,0.6,,,True,09:49,-1.0,0.23,0.96
2026-09-02,09:43,GOOGL,UR,False,False,334.79,332.82,undercut PDL|still below 9 EMA,0.04,-0.2,0.2,-1.4,,,False,,1.2,2.64,0.59
2026-09-02,09:43,PLTR,UR,False,False,175.25,172.72,undercut PDL|still below 9 EMA,0.04,-2.7,-2.5,0.6,,,True,10:55,-1.0,0.92,1.44
2026-09-02,09:47,BE,UR,False,False,209.45,206.66,opened below|still below 9 EMA,0.01,-2.0,,-0.4,,,True,10:50,-1.0,1.31,1.33
2026-09-02,09:49,ADBE,UR,False,True,285.18,282.01,undercut PDL,-0.02,-0.4,0.1,1.5,,,True,10:16,-1.0,0.73,1.11
2026-09-02,09:50,BMNR,UR,False,False,23.23,22.81,undercut PDL|still below 9 EMA,0.02,-0.7,-0.2,1.3,,,False,,-0.4,0.74,1.81
2026-09-02,09:50,IBIT,UR,False,False,43.65,43.34,tagged,0.02,-0.3,0.1,2.9,,,False,,0.44,0.87,0.71
2026-09-02,09:54,AXTI,BIR,False,True,57.03,60.61,STRONGEST IN GROUP|[PRICE],0.03,1.6,3.2,-1.3,PRICE,,False,,0.01,0.36,6.28
2026-09-02,09:54,AXTI,FBO,False,True,57.03,60.61,STRONGEST IN GROUP|[PRICE],0.03,1.6,3.2,-1.3,PRICE,,False,,0.01,0.36,6.28
2026-09-02,09:54,DELL,BIR,False,True,454.87,486.66,STRONGEST IN GROUP|[PRICE],0.03,6.9,7.1,0.2,PRICE,,True,15:17,-1.0,0.71,6.99
2026-09-02,09:54,DELL,FBO,False,True,454.87,486.66,STRONGEST IN GROUP|[PRICE],0.03,6.9,7.1,0.2,PRICE,,True,15:17,-1.0,0.71,6.99
2026-09-02,09:54,DINO,FBO,False,True,103.86,106.55,[PRICE],0.03,-0.2,0.6,2.5,PRICE,,True,13:38,-1.0,0.0,2.59
2026-09-02,09:54,DRAM,BIR,False,True,55.23,56.64,[MA],0.03,0.2,1.1,-0.2,MA,,False,,-0.69,0.08,2.55
2026-09-02,09:54,GLW,BIR,False,True,143.32,148.36,[PRICE],0.03,-1.6,0.3,-1.4,PRICE,,False,,-0.17,0.1,3.52
2026-09-02,09:54,INTC,BIR,False,True,87.54,90.05,[PRICE],0.03,-1.7,-0.3,-1.4,PRICE,,True,11:28,-1.0,0.02,2.87
2026-09-02,09:54,LITE,BIR,False,True,859.23,894.69,[MA],0.03,-1.2,0.9,-0.2,MA,,False,,-0.31,0.3,4.13
2026-09-02,09:54,NBIS,BIR,False,True,197.86,204.62,[PRICE],0.03,-0.9,-1.9,-1.1,PRICE,,True,14:46,-1.0,0.16,3.42
2026-09-02,09:54,P,BIR,False,True,92.62,95.58,[PRICE],0.03,-1.3,-0.9,-1.0,PRICE,,False,,0.06,0.43,3.2
2026-09-02,09:54,QCOM,FBO,False,True,165.27,169.93,[PRICE],0.03,-0.9,0.5,0.1,PRICE,,True,11:34,-1.0,0.04,2.82
2026-09-02,09:54,RVMD,FBO,False,True,208.73,212.75,[PRICE],0.03,-0.6,-3.0,0.3,PRICE,,False,,-0.14,0.87,1.93
2026-09-02,09:54,TSM,BIR,False,True,411.66,416.78,[MA],0.03,-0.7,0.8,-0.6,MA,,False,,-0.76,0.08,1.24
2026-09-02,09:54,WDC,BIR,False,True,438.55,460.04,[MA],0.03,-2.7,-2.1,-1.1,MA,,False,,-0.48,0.05,4.9
2026-09-02,09:56,NET,UR,False,False,282.14,277.0,undercut PDL|still below 9 EMA,0.05,-1.3,4.1,-0.6,,,True,10:03,-1.0,0.02,1.82
2026-09-02,09:58,MSFT,UR,False,False,498.22,495.3,undercut PDL|still below 9 EMA,0.04,-0.7,-0.9,1.5,,,True,11:40,-1.0,0.3,0.59
2026-09-02,09:59,GH,FBO,False,True,164.48,169.7,[PRICE],0.1,-0.1,-1.7,0.3,PRICE,,False,,0.27,1.37,3.17
2026-09-02,09:59,HNGE,FBO,False,True,91.83,93.85,STOP IN NOISE|[PRICE],0.1,1.8,1.5,0.8,PRICE,,False,,0.0,0.93,2.2
2026-09-02,10:04,CRM,FBO,False,True,260.62,265.56,STRONGEST IN GROUP|[PRICE],0.17,0.7,2.4,5.6,PRICE,,False,,0.69,1.42,1.9
2026-09-02,10:04,ILMN,BIR,False,True,212.66,215.7,STOP IN NOISE|[MA],0.17,2.4,1.4,0.6,MA,,False,,-0.2,1.41,1.43
2026-09-02,10:04,TGTX,FBO,False,True,56.2,58.12,[PRICE],0.17,-0.1,-1.4,1.3,PRICE,,False,,-0.39,0.78,3.42
2026-09-02,10:09,TXG,FBO,False,True,62.0,63.93,STRONGEST IN GROUP|[PRICE],0.14,3.1,2.4,0.9,PRICE,,False,,0.16,1.34,3.11
2026-09-02,10:10,LRCX,UR,False,False,288.62,284.4,undercut PDL|still below 9 EMA,0.17,-0.8,-0.5,-1.8,,,False,,-0.04,0.85,1.46
2026-09-02,10:14,ILMN,FBO,False,True,211.06,215.7,[PRICE],0.2,1.6,0.9,0.4,PRICE,,False,,-0.47,0.58,2.2
2026-09-02,10:14,NTRA,FBO,False,True,325.57,332.04,[PRICE],0.2,1.2,0.5,1.1,PRICE,,False,,0.08,1.14,1.99
2026-09-02,10:14,TXG,FBO,False,True,61.87,63.93,STRONGEST IN GROUP|[PRICE],0.2,2.8,2.5,0.8,PRICE,,False,,0.09,1.19,3.33
2026-09-02,10:15,TSLA,UR,False,False,353.54,349.92,undercut PDL,0.19,-1.0,-1.2,0.5,,,False,,0.95,1.03,1.02
2026-09-02,10:17,TSM,UR,False,False,414.22,411.27,undercut PDL|still below 9 EMA,0.22,-0.3,-0.4,-0.4,,,False,,0.46,0.77,0.71
2026-09-02,10:19,ILMN,FBO,False,True,210.53,215.7,[PRICE],0.25,1.2,0.9,0.3,PRICE,,False,,-0.53,0.42,2.46
2026-09-02,10:19,NTRA,FBO,False,True,323.9,332.04,[PRICE],0.25,0.6,0.2,0.9,PRICE,,False,,-0.14,0.7,2.51
2026-09-02,10:21,ANET,UR,False,False,187.27,184.8,undercut PDL|still below 9 EMA,0.29,-1.5,-4.8,-0.5,,,True,12:28,-1.0,0.05,1.32
2026-09-02,10:23,PANW,UR,False,False,333.37,327.25,undercut PDL|still below 9 EMA,0.28,-8.4,-4.5,-1.7,,,True,12:07,-1.0,0.72,1.84
2026-09-02,10:25,MRVL,UR,False,False,206.1,203.5,deep flush|still below 9 EMA,0.26,-2.5,-2.6,-1.3,,,False,,0.07,0.8,1.26
2026-09-02,10:26,SMTC,UR,False,False,131.39,128.17,tagged|still below 9 EMA,0.31,-1.2,-1.1,-0.1,,,False,,0.8,1.02,2.45
2026-09-02,10:28,COHR,UR,False,False,269.37,263.67,undercut PDL|still below 9 EMA,0.28,-1.5,-0.3,-1.2,,,False,,-0.19,0.1,2.12
2026-09-02,10:29,COHR,BIR,False,True,268.79,274.63,STOP IN NOISE|[MA],0.26,-1.7,-0.5,-1.2,MA,,False,,0.09,0.65,2.17
2026-09-02,10:29,HALO,FBO,False,True,108.0,109.62,[PRICE],0.26,-0.2,-0.4,2.0,PRICE,,True,15:56,-1.0,0.42,1.5
2026-09-02,10:29,ORCL,BIR,False,True,144.69,146.17,STOP IN NOISE|STRONGEST IN GROUP|[MA],0.26,1.9,4.5,-0.1,MA,,True,11:03,-1.0,0.12,1.02
2026-09-02,10:39,AMD,BIR,False,True,459.28,463.82,STOP IN NOISE|[PRICE],0.31,-0.6,-0.6,-1.2,PRICE,,False,,0.66,0.96,0.99
2026-09-02,10:39,AMZN,BIR,False,True,255.01,256.81,STOP IN NOISE|[MA],0.31,-0.5,-0.3,-0.9,MA,,False,,0.02,0.44,0.71
2026-09-02,10:39,TSM,BIR,False,True,414.51,417.1,STOP IN NOISE|[MA],0.31,-0.4,-0.4,-0.3,MA,,False,,-0.41,1.03,0.62
2026-09-02,10:48,CRCL,UR,False,False,88.27,85.87,undercut PDL,0.26,-1.9,-2.0,1.1,,,False,,0.16,0.59,2.72
2026-09-02,10:49,AMD,BIR,False,True,456.57,463.87,[PRICE],0.27,-1.2,-0.8,-1.3,PRICE,,False,,0.04,0.23,1.6
2026-09-02,10:51,ASML,UR,False,False,1667.95,1650.2,undercut PDL|still below 9 EMA,0.24,-0.3,0.2,-1.7,,,False,,0.83,1.17,1.06
2026-09-02,11:02,QBTS,UR,False,False,16.41,16.19,undercut PDL|still below 9 EMA,0.18,-1.2,-0.5,-2.2,,,False,,0.41,1.34,1.34
2026-09-02,11:03,SKHY,UR,False,False,160.76,158.67,opened below,0.22,-0.5,0.5,0.3,,,False,,2.0,2.25,1.3
2026-09-02,11:04,GOOGL,BIR,False,True,336.13,340.72,[PRICE],0.19,-0.1,0.1,-1.2,PRICE,,False,,-0.22,0.07,1.37
2026-09-02,11:04,GOOGL,FBO,False,True,336.13,340.72,[PRICE],0.19,-0.1,0.1,-1.2,PRICE,,False,,-0.22,0.07,1.37
2026-09-02,11:04,NVDA,ORB9,False,False,225.45,223.93,light vol,0.19,,,1.7,,,True,15:35,-1.0,1.64,0.67
2026-09-02,11:10,HALO,UR,False,False,108.19,105.48,undercut PDL,0.17,-0.0,0.5,2.0,,,False,,0.54,0.58,2.5
2026-09-02,11:14,IWM,FBO,False,True,292.67,294.02,[PRICE],0.2,0.2,,-2.0,PRICE,,True,14:18,-1.0,0.13,0.46
2026-09-02,11:14,ORCL,BIR,False,True,145.47,146.78,STOP IN NOISE|STRONGEST IN GROUP|[MA],0.2,2.4,5.5,0.1,MA,,False,,-0.21,1.3,0.9
2026-09-02,11:14,SPCX,UR,False,False,140.29,138.17,undercut PDL,0.2,-1.9,,0.4,,,False,,0.2,0.62,1.51
2026-09-02,11:19,CF,ORB9,False,False,138.53,137.69,light vol,0.25,,,2.9,,,True,11:44,-1.0,0.2,0.61
2026-09-02,11:19,LRCX,BIR,False,True,286.81,293.43,[VWAP],0.25,-1.7,-1.5,-1.9,VWAP,,False,,-0.25,0.02,2.31
2026-09-02,11:19,TER,BIR,False,True,341.31,345.49,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],0.25,1.2,1.7,-1.5,PRICE,,True,11:36,-1.0,0.2,1.22
2026-09-02,11:33,WDC,UR,False,False,444.73,437.4,undercut PDL|still below 9 EMA,0.26,-1.8,-2.0,-0.9,,,False,,0.57,0.64,1.65
2026-09-02,11:39,INTC,BIR,False,True,89.74,90.77,STOP IN NOISE|[MA],0.21,0.3,0.4,-0.9,MA,,False,,-0.29,0.36,1.15
2026-09-02,11:52,RVMD,UR,False,False,208.68,205.22,tagged|still below 9 EMA,0.16,-1.1,-0.0,0.3,,,False,,0.18,0.47,1.66
2026-09-02,11:58,ORCL,UR,False,False,144.4,139.72,undercut PDL|still below 9 EMA,0.19,1.6,5.4,-0.1,,,False,,0.29,0.49,3.24
2026-09-02,11:59,HOOD,UR,False,False,105.56,101.89,undercut PDL,0.21,1.4,2.9,0.8,,,False,,0.4,0.45,3.48
2026-09-02,12:02,DELL,UR,False,False,455.96,432.27,tagged|GAP,0.17,6.8,6.1,0.3,,,False,,1.53,1.77,5.2
2026-09-02,12:19,ASML,BIR,False,True,1674.38,1683.96,STOP IN NOISE|[PRICE],0.14,0.1,-0.0,-1.5,PRICE,,True,15:27,-1.0,0.36,0.57
2026-09-02,12:34,UNH,FBO,False,True,399.53,401.99,STOP IN NOISE|[PRICE],0.09,0.4,0.0,0.0,PRICE,,False,,-0.05,0.54,0.62
2026-09-02,14:12,HPE,UR,False,False,50.67,49.8,undercut PDL|still below 9 EMA,0.07,-0.8,-5.2,-0.9,,,False,,1.33,2.08,1.72
2026-09-02,14:20,NTRA,UR,False,False,322.3,318.0,undercut PDL|still below 9 EMA,0.13,-0.0,-0.4,0.8,,,False,,0.64,0.95,1.33
2026-09-02,15:24,ILMN,BIR,False,True,212.75,215.88,STOP IN NOISE|STRONGEST IN GROUP|[MA],0.07,2.3,1.8,0.6,MA,,False,,-0.16,0.11,1.47
2026-09-03,09:40,LRCX,UR,False,False,283.13,278.04,undercut PDL|still below 9 EMA,0.08,-2.4,-0.1,-2.1,,,False,,1.89,1.9,1.8
2026-09-03,09:41,RVMD,UR,False,False,210.19,207.04,tagged|still below 9 EMA,0.11,-0.1,0.2,0.4,,,False,,0.22,0.59,1.5
2026-09-03,09:42,UNH,UR,False,False,398.38,395.3,undercut PDL,0.09,-0.9,1.6,-0.1,,,False,,0.85,2.2,0.77
2026-09-03,09:45,ALAB,UR,False,False,267.48,262.45,undercut PDL|still below 9 EMA,0.1,-3.0,-0.5,-1.7,,,False,,3.05,3.12,1.88
2026-09-03,09:45,SNDK,UR,False,False,1526.4,1511.0,tagged|still below 9 EMA,0.1,-2.3,1.2,0.2,,,False,,1.86,3.27,1.01
2026-09-03,09:46,WDC,UR,False,False,430.72,420.88,undercut PDL|still below 9 EMA,0.1,-4.7,-1.8,-1.3,,,False,,1.12,1.91,2.28
2026-09-03,09:47,GLW,UR,False,False,142.29,139.25,undercut PDL|still below 9 EMA,0.1,-1.9,2.5,-1.5,,,False,,1.23,1.33,2.14
2026-09-03,09:48,SMTC,UR,False,False,129.55,127.14,undercut PDL|still below 9 EMA,0.08,-3.8,-1.7,-0.3,,,True,10:02,-1.0,0.17,1.86
2026-09-03,09:48,TER,UR,False,False,332.46,327.11,undercut PDL|still below 9 EMA,0.08,-3.3,-1.1,-1.8,,,True,10:03,-1.0,0.08,1.61
2026-09-03,09:49,COHR,UR,False,False,261.2,255.25,undercut PDL|still below 9 EMA,0.05,-3.4,0.1,-1.5,,,False,,0.54,1.25,2.28
2026-09-03,09:49,CRWD,UR,False,False,207.87,203.76,tagged|still below 9 EMA,0.05,1.6,2.2,0.1,,,False,,1.73,1.76,1.98
2026-09-03,09:49,SKHY,UR,False,False,159.75,158.09,undercut PDL|still below 9 EMA,0.05,-3.8,-1.0,0.1,,,True,10:08,-1.0,0.18,1.04
2026-09-03,09:49,TSLA,ORB9,False,False,377.43,373.71,,0.05,,,2.3,,,True,09:56,-1.0,0.21,0.99
2026-09-03,09:54,AMZN,BIR,False,True,258.04,259.96,STOP IN NOISE|[MA],0.04,0.6,-0.9,-0.3,MA,,False,,-0.45,1.03,0.74
2026-09-03,09:54,GOOGL,BIR,False,True,342.81,345.31,STOP IN NOISE|[MA],0.04,1.1,-0.3,-0.2,MA,,False,,0.13,0.81,0.73
2026-09-03,09:54,HALO,FBO,False,True,109.31,111.52,[PRICE],0.04,-0.9,0.2,2.1,PRICE,,False,,-0.67,0.26,2.02
2026-09-03,09:54,ILMN,FBO,False,True,211.9,218.91,[PRICE],0.04,-1.2,-0.1,0.4,PRICE,,True,15:09,-1.0,0.14,3.31
2026-09-03,09:54,NFLX,FBO,False,True,82.8,83.83,[PRICE],0.04,-0.5,-2.2,1.8,PRICE,,False,,0.1,1.14,1.24
2026-09-03,09:54,RGTI,BIR,False,True,15.04,15.36,STOP IN NOISE|[PRICE],0.04,0.6,-1.3,-1.4,PRICE,,False,,-0.48,0.33,2.13
