date,t,symbol,kind,price,stop,stop_pct,tag,below_ema9,adr_vs_21,vol_pace,gap_adr,light_vol,spy_vs_vwap,qqq_vs_vwap,index_above,gated,close,max_up_pct,stopped,result_pct,side,stop_adr,level,rs_spy,rs_group,group,rs_leader,level_type
2026-09-10,09:34,GLW,UR,165.09,163.5,0.97,undercut PDL 167.36,False,1.4,0.2,-0.55,,-0.04,-0.01,0.0,0.0,163.08,2.06,True,-0.96,long,,,,,,,
2026-09-10,09:34,COHR,UR,298.77,290.26,2.93,undercut PDL 301.86,False,0.3,0.2,-0.37,,-0.04,-0.0,0.0,0.0,293.22,3.76,False,-1.86,long,,,,,,,
2026-09-10,09:35,ORCL,UR,157.67,156.31,0.87,undercut PDL 160.36,False,1.3,0.3,-0.5,,0.01,0.05,1.0,0.0,153.09,1.0,True,-0.86,long,,,,,,,
2026-09-10,09:35,LRCX,UR,304.27,302.14,0.7,undercut PDL 312.76,True,-0.5,0.2,-1.09,,0.0,0.05,1.0,0.0,297.87,0.44,True,-0.7,long,,,,,,,
2026-09-10,09:35,HPE,UR,57.26,56.6,1.16,deep flush,False,1.2,0.1,-0.46,,0.0,0.05,1.0,0.0,55.23,1.15,True,-1.15,long,,,,,,,
2026-09-10,09:35,LITE,UR,964.13,951.13,1.37,undercut PDL 978.11,False,1.1,0.4,-0.39,,0.0,0.05,1.0,0.0,935.54,3.15,True,-1.35,long,,,,,,,
2026-09-10,09:35,CRCL,UR,90.41,89.55,0.96,undercut PDL 92.81,True,0.5,0.2,-0.46,,0.0,0.05,1.0,0.0,90.39,2.82,False,-0.02,long,,,,,,,
2026-09-10,09:35,AXTI,UR,66.44,64.73,2.64,undercut PDL 68.18,False,0.1,0.4,-0.42,,0.0,0.04,1.0,0.0,64.7,4.33,True,-2.57,long,,,,,,,
2026-09-10,09:36,HNGE,UR,88.21,86.78,1.65,undercut PDL 89.07,True,-0.2,0.5,-0.52,,0.03,0.1,1.0,0.0,88.29,4.02,False,0.09,long,,,,,,,
2026-09-10,09:36,TXG,UR,65.17,64.03,1.78,deep flush,False,1.2,0.4,-0.53,,0.06,0.11,1.0,0.0,66.41,3.88,False,1.9,long,,,,,,,
2026-09-10,09:36,IBIT,UR,43.62,43.42,0.45,undercut PDL 44.16,True,1.2,0.2,-0.68,,0.05,0.09,1.0,0.0,43.66,0.63,False,0.1,long,,,,,,,
2026-09-10,09:36,HOOD,UR,113.42,111.95,1.31,undercut PDL 115.09,False,1.0,0.3,-0.41,,0.05,0.09,1.0,0.0,113.34,2.54,False,-0.07,long,,,,,,,
2026-09-10,09:36,WDC,UR,461.46,457.11,0.95,undercut PDL 471.72,True,-0.3,0.3,-0.55,,0.05,0.09,1.0,0.0,461.17,2.12,True,-0.94,long,,,,,,,
2026-09-10,09:39,ASML,UR,1694.19,1681.58,0.75,undercut PDL 1722.92,True,-0.9,0.4,-1.05,,0.05,0.23,1.0,0.0,1687.44,1.32,False,-0.4,long,,,,,,,
2026-09-10,09:39,DELL,UR,524.02,517.33,1.29,undercut PDL 532.39,False,1.6,0.5,-0.38,,0.05,0.23,1.0,0.0,506.44,0.62,True,-1.28,long,,,,,,,
2026-09-10,09:39,DRAM,UR,59.51,58.84,1.14,undercut PDL 60.71,False,1.2,0.2,-0.88,,0.05,0.23,1.0,0.0,58.48,0.5,True,-1.13,long,,,,,,,
2026-09-10,09:39,TER,UR,370.54,366.31,1.16,undercut PDL 368.48,False,0.2,0.2,-0.6,,0.05,0.23,1.0,0.0,370.19,1.2,True,-1.14,long,,,,,,,
2026-09-10,09:39,AMD,UR,511.11,507.85,0.64,deep flush,False,1.7,0.4,-0.65,,0.05,0.23,1.0,0.0,503.47,0.1,True,-0.64,long,,,,,,,
2026-09-10,09:39,MRVL,UR,232.57,228.22,1.9,deep flush,False,0.8,0.3,-0.52,,0.05,0.23,1.0,0.0,226.82,0.83,True,-1.87,long,,,,,,,
2026-09-10,09:39,SNDK,UR,1706.78,1687.12,1.17,undercut PDL 1728.02,False,1.2,0.4,-0.32,,0.05,0.23,1.0,0.0,1692.89,0.91,True,-1.15,long,,,,,,,
2026-09-10,09:39,SKHY,UR,191.05,188.79,1.2,deep flush,False,3.2,0.5,-1.0,,0.05,0.23,1.0,0.0,188.16,1.31,True,-1.18,long,,,,,,,
2026-09-10,09:39,MU,UR,994.31,982.33,1.22,undercut PDL 992.29,False,0.9,0.3,-0.68,,0.05,0.23,1.0,0.0,980.0,0.47,True,-1.2,long,,,,,,,
2026-09-10,09:39,TSM,UR,427.63,425.31,0.55,undercut PDL 431.87,False,0.7,0.3,-1.02,,0.05,0.23,1.0,0.0,428.24,1.15,True,-0.54,long,,,,,,,
2026-09-10,09:39,INTC,UR,102.1,101.04,1.05,undercut PDL 102.70,False,1.5,0.2,-0.8,,0.05,0.23,1.0,0.0,100.28,0.49,True,-1.04,long,,,,,,,
2026-09-10,09:40,RVMD,UR,204.95,203.01,0.96,undercut PDL 204.46,True,-0.3,0.3,-0.23,,0.08,0.23,1.0,0.0,203.52,1.41,True,-0.95,long,,,,,,,
2026-09-10,09:40,CRM,UR,244.78,242.46,0.96,undercut PDL 243.45,True,1.6,0.2,0.09,,0.05,0.2,1.0,0.0,243.09,1.52,True,-0.95,long,,,,,,,
2026-09-10,09:40,ALAB,UR,286.34,282.06,1.52,undercut PDL 286.11,True,-0.6,1.3,-0.67,,0.05,0.23,1.0,0.0,284.62,2.98,True,-1.49,long,,,,,,,
2026-09-10,09:40,SMTC,UR,158.87,156.51,1.51,undercut PDL 162.36,False,1.9,0.2,-0.32,,0.05,0.21,1.0,0.0,159.09,1.72,True,-1.49,long,,,,,,,
2026-09-10,09:49,DE,ORB9,680.96,677.01,0.58,,False,1.6,1.4,-0.11,False,0.04,0.15,1.0,0.0,677.85,0.15,True,-0.58,long,,,,,,,
2026-09-10,09:54,CF,FBO,138.49,142.2,2.68,,,1.9,0.6,0.36,,-0.11,-0.1,0.0,0.0,135.11,0.69,False,2.44,short,0.71,PDH,,,,,
2026-09-10,09:54,DINO,FBO,108.74,110.38,1.51,,,2.7,0.3,0.42,,-0.12,-0.1,0.0,0.0,107.75,2.0,True,-1.51,short,0.41,PDH,,,,,
2026-09-10,09:54,AAPL,FBO,319.1,323.79,1.47,,,0.4,0.3,0.21,,-0.11,-0.1,0.0,0.0,326.6,2.39,True,-1.47,short,0.68,PDH,,,,,
2026-09-10,09:54,AAPL,BIR,319.1,323.79,1.47,,,0.4,0.3,0.21,,-0.11,-0.1,0.0,0.0,326.6,2.39,True,-1.47,short,0.68,PDH,,,,,
2026-09-10,09:54,AAOI,BIR,104.95,109.86,4.67,,,-0.9,0.5,-0.38,,-0.11,-0.11,0.0,0.0,103.35,4.6,False,1.52,short,0.56,9 EMA,,,,,
2026-09-10,10:04,UNH,BIR,395.75,400.15,1.11,,,-0.4,0.5,0.39,,-0.08,0.04,0.0,0.0,388.28,0.06,False,1.89,short,0.5,21 EMA,,,,,
2026-09-10,10:04,NOW,FBO,133.01,135.23,1.67,,,0.2,0.5,0.08,,-0.08,0.04,0.0,0.0,131.17,1.08,False,1.38,short,0.37,OR,,,,,
2026-09-10,10:09,CRM,FBO,245.0,249.14,1.69,,,1.7,0.3,0.09,,-0.11,0.02,0.0,0.0,243.09,1.43,False,0.78,short,0.42,OR,,,,,
2026-09-10,10:09,PANW,BIR,340.2,345.74,1.63,,,-0.6,0.9,-0.28,,-0.13,-0.01,0.0,0.0,338.35,1.35,False,0.54,short,0.35,9 EMA,,,,,
2026-09-10,10:09,MSFT,FBO,488.64,492.56,0.8,,,-0.1,0.4,-0.36,,-0.11,0.02,0.0,0.0,492.49,1.2,True,-0.8,short,0.43,OR,,,,,
2026-09-10,10:09,CRWD,BIR,210.44,214.1,1.74,,,0.2,0.4,-0.19,,-0.12,0.01,0.0,0.0,208.8,2.01,True,-1.74,short,0.33,PDH,,,,,
2026-09-10,10:09,SPCX,FBO,151.21,155.46,2.81,,,1.4,0.4,-0.33,,-0.12,0.01,0.0,0.0,148.25,0.56,False,1.96,short,0.57,PDH,,,,,
2026-09-10,10:09,NOW,BIR,131.79,135.23,2.61,,,-0.0,0.5,0.08,,-0.12,0.01,0.0,0.0,131.17,2.01,False,0.47,short,0.58,PDH,,,,,
2026-09-10,10:14,PANW,FBO,339.27,345.74,1.91,,,-0.7,0.9,-0.28,,-0.04,0.01,0.0,0.0,338.35,1.63,False,0.27,short,0.41,PDH,,,,,
2026-09-10,10:19,CRCL,FBO,91.19,93.64,2.68,,,0.6,0.6,-0.46,,0.04,0.07,1.0,0.0,90.39,1.52,False,0.88,short,0.37,OR,,,,,
2026-09-10,10:19,OKTA,ORB9,178.5,176.67,1.04,,False,2.6,1.1,0.0,True,0.04,0.08,1.0,0.0,171.06,0.53,True,-1.03,long,,,,,,,
2026-09-10,10:19,BMNR,UR,24.26,23.36,3.85,undercut PDL 24.12,True,1.1,0.3,-0.37,,0.04,0.08,1.0,0.0,24.21,1.2,False,-0.21,long,,,,,,,
2026-09-10,10:19,CRWD,FBO,209.72,214.1,2.09,,,0.1,0.4,-0.19,,0.04,0.08,1.0,0.0,208.8,2.37,True,-2.09,short,0.39,OR,,,,,
2026-09-10,10:19,PANW,FBO,337.52,345.74,2.44,,,-0.8,0.9,-0.28,,0.04,0.06,1.0,0.0,338.35,2.15,False,-0.25,short,0.53,OR,,,,,
2026-09-10,10:22,NVDA,UR,218.62,217.21,0.65,undercut PDL 223.46,True,-0.2,0.3,-0.55,,0.12,0.19,1.0,0.0,218.4,0.26,False,-0.1,long,,,,,,,
2026-09-10,10:24,FTNT,FBO,159.12,162.05,1.84,,,0.0,0.6,-0.28,,0.23,0.32,1.0,0.0,158.84,1.8,False,0.18,short,0.45,OR,,,,,
2026-09-10,10:29,RVMD,FBO,205.42,208.64,1.57,,,-0.2,0.7,-0.23,,0.12,0.22,1.0,0.0,203.52,-0.0,False,0.92,short,0.41,OR,,,,,
2026-09-10,10:30,INTC,UR,100.8,99.34,1.47,undercut PDL 102.70,False,1.2,0.4,-0.8,,0.12,0.24,1.0,0.0,100.28,1.43,False,-0.52,long,,,,,,,
2026-09-10,10:43,DINO,UR,108.53,107.38,1.07,deep flush,False,2.6,0.4,0.42,,0.1,0.22,1.0,0.0,107.75,2.2,False,-0.72,long,,,,,,,
2026-09-10,10:44,GOOGL,BIR,330.92,332.27,0.41,,,-1.9,0.6,-0.47,,0.1,0.22,1.0,0.0,332.67,0.7,True,-0.41,short,0.24,PDH,,,,,
2026-09-10,10:54,AAOI,BIR,108.47,110.7,2.05,,,-0.5,0.7,-0.38,,0.14,0.23,1.0,0.0,103.35,0.56,False,4.72,short,0.24,9 EMA,,,,,
2026-09-10,11:07,HPE,UR,56.56,55.69,1.57,undercut PDL 56.55,False,0.9,0.4,-0.46,,0.13,0.21,1.0,0.0,55.23,0.16,True,-1.54,long,,,,,,,
2026-09-10,11:09,PLTR,FBO,166.92,169.7,1.66,,,-0.7,0.7,-0.33,,0.09,0.13,1.0,0.0,165.86,0.64,False,0.64,short,0.4,OR,,,,,
2026-09-10,11:09,OKTA,FBO,175.43,180.38,2.82,,,2.3,1.3,0.0,,0.09,0.13,1.0,0.0,171.06,0.25,False,2.49,short,0.54,OR,,,,,
2026-09-10,11:09,GH,FBO,161.25,164.94,2.29,,,-0.1,0.4,-0.41,,0.11,0.16,1.0,0.0,159.04,0.86,False,1.37,short,0.49,OR,,,,,
2026-09-10,11:19,IWM,FBO,288.55,290.07,0.53,,,-3.0,0.4,-0.86,,0.1,0.11,1.0,0.0,287.74,0.09,False,0.28,short,0.61,OR,,,,,
2026-09-10,11:19,GLW,FBO,165.78,169.18,2.05,,,1.5,0.7,-0.55,,0.09,0.11,1.0,0.0,163.08,0.21,False,1.63,short,0.46,OR,,,,,
2026-09-10,11:24,OKTA,FBO,173.73,180.38,3.83,,,2.1,1.3,0.0,,0.12,0.14,1.0,0.0,171.06,1.23,False,1.54,short,0.73,PDH,,,,,
2026-09-10,11:29,GOOGL,FBO,329.99,332.27,0.69,,,-2.1,0.7,-0.47,,0.1,0.15,1.0,0.0,332.67,0.98,True,-0.69,short,0.41,OR,,,,,
2026-09-10,11:29,HOOD,FBO,114.25,116.97,2.38,,,1.1,0.7,-0.41,,0.1,0.15,1.0,0.0,113.34,0.59,False,0.8,short,0.41,OR,,,,,
2026-09-10,11:29,IBIT,FBO,43.63,43.94,0.72,,,1.2,0.3,-0.68,,0.1,0.14,1.0,0.0,43.66,0.61,False,-0.08,short,0.29,OR,,,,,
2026-09-10,11:29,HALO,FBO,107.32,108.12,0.74,,,1.1,0.6,-0.17,,0.11,0.13,1.0,0.0,107.02,0.59,False,0.28,short,0.29,OR,,,,,
2026-09-10,11:39,SKHY,ORB9,191.88,191.41,0.25,,False,3.3,1.0,-1.0,True,0.09,0.15,1.0,0.0,188.16,0.87,True,-0.24,long,,,,,,,
2026-09-10,11:44,PANW,BIR,342.33,346.39,1.18,,,-0.5,1.1,-0.28,,0.13,0.19,1.0,0.0,338.35,0.4,False,1.16,short,0.26,9 EMA,,,,,
2026-09-10,11:49,QCOM,ORB9,178.14,177.59,0.31,,False,2.0,1.0,-0.75,True,0.08,0.11,1.0,0.0,176.89,2.39,True,-0.31,long,,,,,,,
2026-09-10,11:54,SPCX,UR,151.59,144.89,4.62,undercut PDL 145.55,False,1.5,0.6,-0.33,,0.01,0.02,1.0,0.0,148.25,0.3,False,-2.2,long,,,,,,,
2026-09-10,11:59,CRWD,BIR,212.16,215.81,1.72,,,0.4,0.5,-0.19,,-0.0,0.01,0.0,0.0,208.8,1.05,False,1.58,short,0.32,PDH,,,,,
2026-09-10,13:34,GOOGL,BIR,331.47,332.96,0.45,,,-1.8,0.7,-0.47,,0.01,0.01,1.0,0.0,332.67,0.53,True,-0.45,short,0.26,PDH,,,,,
