time,open,high,low,close,volume,wap
2026-05-04 09:30:00-04:00,283.69,283.79,282.19,282.38,62327.0,283.567
2026-05-04 09:31:00-04:00,282.69,282.69,280.52,281.17,8209.0,281.549
2026-05-04 09:32:00-04:00,281.18,281.43,279.37,279.38,9985.0,280.436
2026-05-04 09:33:00-04:00,279.47,279.79,278.59,279.29,10332.0,279.259
2026-05-04 09:34:00-04:00,279.27,279.71,278.59,279.27,14790.0,279.048
2026-05-04 09:35:00-04:00,279.16,279.41,278.5,278.75,15405.0,278.803
2026-05-04 09:36:00-04:00,278.93,278.96,278.0,278.26,5322.0,278.54
2026-05-04 09:37:00-04:00,278.45,278.77,278.19,278.77,4541.0,278.423
2026-05-04 09:38:00-04:00,278.71,278.71,277.27,277.55,5121.0,277.973
2026-05-04 09:39:00-04:00,277.55,278.2,277.53,278.11,7256.0,277.826
2026-05-04 09:40:00-04:00,278.21,278.23,277.48,277.48,6481.0,277.833
2026-05-04 09:41:00-04:00,277.53,277.6,277.34,277.5,8582.0,277.467
2026-05-04 09:42:00-04:00,277.5,277.71,276.65,277.23,14741.0,277.231
2026-05-04 09:43:00-04:00,277.34,277.82,277.32,277.38,10937.0,277.554
2026-05-04 09:44:00-04:00,277.45,277.52,277.01,277.04,11123.0,277.193
2026-05-04 09:45:00-04:00,277.26,277.26,276.73,276.79,16858.0,276.956
2026-05-04 09:46:00-04:00,276.98,277.98,276.64,277.8,20402.0,277.115
2026-05-04 09:47:00-04:00,277.8,277.91,277.04,277.2,7595.0,277.504
2026-05-04 09:48:00-04:00,277.22,277.43,276.84,277.27,9029.0,277.163
2026-05-04 09:49:00-04:00,277.27,278.01,277.27,277.71,19405.0,277.797
2026-05-04 09:50:00-04:00,277.9,278.2,277.56,278.04,17343.0,277.859
2026-05-04 09:51:00-04:00,278.1,278.48,277.89,278.35,10658.0,278.221
2026-05-04 09:52:00-04:00,278.47,278.88,278.47,278.77,4123.0,278.685
2026-05-04 09:53:00-04:00,278.77,279.33,278.71,279.33,18342.0,278.926
2026-05-04 09:54:00-04:00,279.33,279.38,278.7,279.0,9629.0,278.986
2026-05-04 09:55:00-04:00,278.94,279.38,278.85,279.09,7332.0,279.154
2026-05-04 09:56:00-04:00,279.25,279.4,279.04,279.12,5601.0,279.221
2026-05-04 09:57:00-04:00,279.12,279.35,279.02,279.29,5382.0,279.26
2026-05-04 09:58:00-04:00,279.29,279.39,279.2,279.22,6558.0,279.291
2026-05-04 09:59:00-04:00,279.31,279.82,279.22,279.82,14465.0,279.502
2026-05-04 10:00:00-04:00,279.82,280.03,279.7,279.98,13619.0,279.853
