time,open,high,low,close,volume,wap
2026-04-09 09:30:00-04:00,605.93,606.42,605.66,605.8,551651.0,606.13
2026-04-09 09:31:00-04:00,605.8,606.09,605.32,606.04,143399.0,605.706
2026-04-09 09:32:00-04:00,606.15,606.17,605.12,605.15,100334.0,605.496
2026-04-09 09:33:00-04:00,605.14,605.33,604.88,605.13,108905.0,605.076
2026-04-09 09:34:00-04:00,605.13,605.22,604.47,604.62,153580.0,604.815
2026-04-09 09:35:00-04:00,604.63,605.05,604.51,604.66,143298.0,604.762
2026-04-09 09:36:00-04:00,604.68,605.46,604.56,605.36,108071.0,605.105
2026-04-09 09:37:00-04:00,605.33,605.69,605.16,605.21,76620.0,605.394
2026-04-09 09:38:00-04:00,605.17,605.63,605.09,605.47,66364.0,605.447
2026-04-09 09:39:00-04:00,605.49,605.84,605.34,605.5,77421.0,605.49
2026-04-09 09:40:00-04:00,605.5,605.51,605.05,605.3,60962.0,605.248
2026-04-09 09:41:00-04:00,605.27,605.89,605.27,605.79,65431.0,605.6
2026-04-09 09:42:00-04:00,605.81,606.12,605.62,606.07,97020.0,605.836
2026-04-09 09:43:00-04:00,606.1,606.64,606.02,606.5,164767.0,606.406
2026-04-09 09:44:00-04:00,606.5,606.5,606.19,606.44,89240.0,606.342
2026-04-09 09:45:00-04:00,606.46,606.67,606.09,606.33,169509.0,606.377
2026-04-09 09:46:00-04:00,606.34,606.44,606.1,606.24,57946.0,606.256
2026-04-09 09:47:00-04:00,606.2,606.2,605.73,605.79,89595.0,605.94
2026-04-09 09:48:00-04:00,605.75,605.91,605.45,605.83,128058.0,605.654
2026-04-09 09:49:00-04:00,605.8,606.02,605.66,605.82,92012.0,605.902
2026-04-09 09:50:00-04:00,605.73,605.76,605.2,605.22,106838.0,605.481
2026-04-09 09:51:00-04:00,605.21,605.3,604.66,604.86,166570.0,604.897
2026-04-09 09:52:00-04:00,604.85,605.09,604.68,604.7,138857.0,604.924
2026-04-09 09:53:00-04:00,604.7,604.85,604.33,604.63,166030.0,604.493
2026-04-09 09:54:00-04:00,604.59,604.83,604.44,604.48,110364.0,604.578
2026-04-09 09:55:00-04:00,604.46,604.63,604.26,604.52,95869.0,604.391
2026-04-09 09:56:00-04:00,604.51,604.53,604.12,604.37,108429.0,604.276
2026-04-09 09:57:00-04:00,604.37,604.93,604.35,604.82,187213.0,604.666
2026-04-09 09:58:00-04:00,604.83,604.91,604.55,604.61,96473.0,604.669
2026-04-09 09:59:00-04:00,604.58,604.83,604.54,604.69,51201.0,604.691
2026-04-09 10:00:00-04:00,604.74,604.85,604.32,604.46,149318.0,604.51
2026-04-09 10:01:00-04:00,604.43,604.54,604.2,604.52,92315.0,604.384
2026-04-09 10:02:00-04:00,604.52,604.65,604.38,604.52,66281.0,604.512
2026-04-09 10:03:00-04:00,604.53,604.8,604.25,604.76,59193.0,604.532
2026-04-09 10:04:00-04:00,604.76,605.03,604.7,604.85,120811.0,604.845
2026-04-09 10:05:00-04:00,604.82,605.33,604.78,605.25,76315.0,605.124
2026-04-09 10:06:00-04:00,605.13,605.16,604.69,604.74,84778.0,604.848
2026-04-09 10:07:00-04:00,604.7,604.83,604.52,604.58,78585.0,604.651
2026-04-09 10:08:00-04:00,604.56,604.77,604.42,604.74,67137.0,604.609
2026-04-09 10:09:00-04:00,604.73,604.85,604.33,604.36,53122.0,604.649
2026-04-09 10:10:00-04:00,604.33,604.54,604.04,604.34,79460.0,604.258
2026-04-09 10:11:00-04:00,604.35,604.4,604.02,604.38,59689.0,604.203
2026-04-09 10:12:00-04:00,604.4,605.12,604.37,604.95,87082.0,604.701
2026-04-09 10:13:00-04:00,604.94,605.01,604.42,604.43,75089.0,604.743
2026-04-09 10:14:00-04:00,604.42,604.43,604.21,604.27,54892.0,604.342
2026-04-09 10:15:00-04:00,604.26,604.27,603.9,603.9,120770.0,604.059
2026-04-09 10:16:00-04:00,603.89,603.98,603.63,603.87,124664.0,603.752
2026-04-09 10:17:00-04:00,603.87,604.05,603.7,603.74,176182.0,603.826
2026-04-09 10:18:00-04:00,603.75,603.79,603.52,603.52,110598.0,603.618
2026-04-09 10:19:00-04:00,603.52,603.7,603.38,603.7,136264.0,603.483
2026-04-09 10:20:00-04:00,603.69,603.95,603.55,603.87,87281.0,603.76
2026-04-09 10:21:00-04:00,603.87,603.98,603.61,603.77,161971.0,603.839
2026-04-09 10:22:00-04:00,603.76,603.78,603.54,603.72,69675.0,603.642
2026-04-09 10:23:00-04:00,603.75,604.1,603.75,604.03,74881.0,603.976
2026-04-09 10:24:00-04:00,604.03,604.16,603.85,603.94,52823.0,604.021
2026-04-09 10:25:00-04:00,603.93,603.94,603.53,603.58,101683.0,603.714
2026-04-09 10:26:00-04:00,603.57,603.63,603.19,603.28,79467.0,603.429
2026-04-09 10:27:00-04:00,603.29,603.38,603.09,603.24,106249.0,603.217
2026-04-09 10:28:00-04:00,603.23,603.47,603.1,603.34,86864.0,603.304
2026-04-09 10:29:00-04:00,603.34,603.57,603.14,603.53,70437.0,603.296
2026-04-09 10:30:00-04:00,603.52,603.68,603.28,603.43,126392.0,603.471
2026-04-09 10:31:00-04:00,603.47,603.48,603.16,603.3,97141.0,603.285
2026-04-09 10:32:00-04:00,603.28,603.38,603.13,603.19,79348.0,603.254
2026-04-09 10:33:00-04:00,603.19,603.4,603.05,603.23,87167.0,603.237
2026-04-09 10:34:00-04:00,603.23,603.43,603.14,603.4,42474.0,603.282
2026-04-09 10:35:00-04:00,603.41,603.49,603.22,603.39,42066.0,603.382
2026-04-09 10:36:00-04:00,603.4,603.4,603.03,603.04,97848.0,603.158
2026-04-09 10:37:00-04:00,603.05,603.59,603.04,603.51,59000.0,603.367
2026-04-09 10:38:00-04:00,603.49,603.55,603.23,603.25,79689.0,603.403
2026-04-09 10:39:00-04:00,603.24,603.68,603.23,603.61,61268.0,603.468
2026-04-09 10:40:00-04:00,603.61,603.89,603.47,603.6,70861.0,603.701
2026-04-09 10:41:00-04:00,603.62,603.71,603.45,603.51,42157.0,603.578
2026-04-09 10:42:00-04:00,603.5,603.68,603.45,603.67,58012.0,603.515
2026-04-09 10:43:00-04:00,603.68,603.93,603.64,603.76,35598.0,603.783
2026-04-09 10:44:00-04:00,603.75,603.82,603.58,603.67,44122.0,603.723
2026-04-09 10:45:00-04:00,603.65,604.29,603.64,604.24,73511.0,604.087
2026-04-09 10:46:00-04:00,604.23,604.24,603.95,604.06,38406.0,604.14
2026-04-09 10:47:00-04:00,604.05,604.26,604.05,604.1,40876.0,604.187
2026-04-09 10:48:00-04:00,604.1,604.42,604.09,604.27,41659.0,604.3
2026-04-09 10:49:00-04:00,604.26,604.32,604.09,604.26,76623.0,604.234
2026-04-09 10:50:00-04:00,604.26,604.62,604.17,604.45,97431.0,604.364
2026-04-09 10:51:00-04:00,604.46,604.72,604.37,604.41,77554.0,604.513
2026-04-09 10:52:00-04:00,604.43,604.65,604.43,604.65,51007.0,604.557
2026-04-09 10:53:00-04:00,604.64,604.89,604.59,604.89,51586.0,604.735
2026-04-09 10:54:00-04:00,604.9,604.91,604.78,604.85,64481.0,604.849
2026-04-09 10:55:00-04:00,604.85,605.25,604.72,605.1,97829.0,604.958
2026-04-09 10:56:00-04:00,605.11,605.13,604.72,604.74,89307.0,604.908
2026-04-09 10:57:00-04:00,604.75,604.78,604.58,604.7,42200.0,604.662
2026-04-09 10:58:00-04:00,604.71,604.93,604.68,604.92,45454.0,604.786
2026-04-09 10:59:00-04:00,604.98,604.99,604.78,604.98,27538.0,604.875
2026-04-09 11:00:00-04:00,604.95,605.07,604.77,605.02,74345.0,604.917
2026-04-09 11:01:00-04:00,604.96,605.0,604.75,604.87,88023.0,604.845
2026-04-09 11:02:00-04:00,604.89,605.0,604.63,604.84,42047.0,604.854
2026-04-09 11:03:00-04:00,604.84,604.98,604.64,604.65,28311.0,604.842
2026-04-09 11:04:00-04:00,604.65,604.73,604.38,604.71,80286.0,604.583
2026-04-09 11:05:00-04:00,604.74,604.84,604.58,604.79,32086.0,604.732
2026-04-09 11:06:00-04:00,604.78,604.84,604.65,604.65,32659.0,604.756
2026-04-09 11:07:00-04:00,604.64,604.81,604.53,604.54,31214.0,604.656
2026-04-09 11:08:00-04:00,604.52,604.66,604.37,604.62,26712.0,604.487
2026-04-09 11:09:00-04:00,604.59,604.77,604.58,604.64,19139.0,604.664
2026-04-09 11:10:00-04:00,604.61,604.98,604.6,604.89,67894.0,604.806
2026-04-09 11:11:00-04:00,604.89,604.95,604.73,604.85,43730.0,604.843
2026-04-09 11:12:00-04:00,604.85,605.42,604.78,605.33,82161.0,605.148
2026-04-09 11:13:00-04:00,605.36,605.65,605.26,605.54,72014.0,605.438
2026-04-09 11:14:00-04:00,605.55,605.88,605.5,605.76,76753.0,605.738
2026-04-09 11:15:00-04:00,605.75,606.26,605.74,606.2,246050.0,606.013
2026-04-09 11:16:00-04:00,606.2,606.31,605.93,605.97,96299.0,606.149
