time,open,high,low,close,volume,wap
2026-05-04 09:30:00-04:00,142.01,143.0,142.0,142.34,56984.0,142.148
2026-05-04 09:31:00-04:00,142.47,142.99,142.34,142.5,9592.0,142.652
2026-05-04 09:32:00-04:00,142.19,143.19,142.06,143.06,12144.0,142.582
2026-05-04 09:33:00-04:00,143.06,144.46,143.02,144.23,23111.0,143.592
2026-05-04 09:34:00-04:00,144.09,144.51,143.93,143.93,9640.0,144.205
2026-05-04 09:35:00-04:00,143.86,144.1,143.8,143.81,13824.0,143.979
2026-05-04 09:36:00-04:00,143.8,143.84,142.88,143.41,11372.0,143.394
2026-05-04 09:37:00-04:00,143.16,143.55,142.68,142.81,21878.0,143.108
2026-05-04 09:38:00-04:00,142.82,142.82,142.21,142.53,8591.0,142.491
2026-05-04 09:39:00-04:00,142.54,142.66,142.1,142.15,18070.0,142.301
2026-05-04 09:40:00-04:00,142.08,142.28,141.83,141.94,11407.0,142.01
2026-05-04 09:41:00-04:00,141.94,142.07,141.5,141.5,23111.0,141.922
2026-05-04 09:42:00-04:00,141.61,142.4,141.6,142.15,24766.0,142.031
2026-05-04 09:43:00-04:00,142.14,142.36,142.0,142.25,10411.0,142.153
2026-05-04 09:44:00-04:00,142.27,142.28,141.7,141.83,2312.0,142.02
2026-05-04 09:45:00-04:00,142.02,143.2,142.02,143.07,26583.0,142.818
2026-05-04 09:46:00-04:00,142.98,143.65,142.95,143.56,6957.0,143.326
2026-05-04 09:47:00-04:00,143.58,144.65,143.56,144.44,15769.0,144.068
2026-05-04 09:48:00-04:00,144.48,144.54,144.09,144.53,11360.0,144.369
2026-05-04 09:49:00-04:00,144.5,144.5,144.25,144.27,11440.0,144.386
2026-05-04 09:50:00-04:00,144.27,144.76,144.27,144.68,19923.0,144.496
2026-05-04 09:51:00-04:00,144.64,144.65,143.76,143.99,15215.0,144.04
2026-05-04 09:52:00-04:00,143.99,144.0,143.58,143.58,5621.0,143.792
