time,open,high,low,close,volume,wap
2026-06-04 09:30:00-04:00,43.23,43.45,41.7,41.775,304794.0,42.80556
2026-06-04 09:31:00-04:00,41.83,41.96,41.3,41.378,91461.0,41.576
2026-06-04 09:32:00-04:00,41.54,41.96,41.38,41.8106,53815.0,41.69371
2026-06-04 09:33:00-04:00,41.84,42.48,41.84,42.41,37731.0,42.17097
2026-06-04 09:34:00-04:00,42.42,42.7599,42.3,42.64,28652.0,42.57015
2026-06-04 09:35:00-04:00,42.62,42.75,42.355,42.6,46671.0,42.54751
2026-06-04 09:36:00-04:00,42.66,42.66,42.3,42.39,51367.0,42.39977
2026-06-04 09:37:00-04:00,42.4066,42.839,42.3401,42.76,37650.0,42.46301
2026-06-04 09:38:00-04:00,42.81,42.84,42.52,42.555,33029.0,42.63231
2026-06-04 09:39:00-04:00,42.59,42.67,42.46,42.61,25204.0,42.5742
2026-06-04 09:40:00-04:00,42.63,42.92,42.585,42.78,31107.0,42.72789
2026-06-04 09:41:00-04:00,42.785,42.8398,42.54,42.7538,36903.0,42.6673
2026-06-04 09:42:00-04:00,42.8,42.8,42.29,42.46,53856.0,42.49389
2026-06-04 09:43:00-04:00,42.43,42.67,42.3,42.64,52374.0,42.50887
2026-06-04 09:44:00-04:00,42.64,42.77,42.34,42.47,61135.0,42.50958
2026-06-04 09:45:00-04:00,42.51,42.64,42.3,42.4185,90551.0,42.48396
2026-06-04 09:46:00-04:00,42.38,42.8799,42.31,42.54,79055.0,42.52482
2026-06-04 09:47:00-04:00,42.5296,42.76,42.5296,42.71,52623.0,42.65944
2026-06-04 09:48:00-04:00,42.68,42.8,42.45,42.77,74373.0,42.66333
2026-06-04 09:49:00-04:00,42.77,42.8282,42.6,42.67,38433.0,42.71334
2026-06-04 09:50:00-04:00,42.705,43.24,42.69,43.24,52084.0,42.88955
2026-06-04 09:51:00-04:00,43.18,43.535,43.07,43.39,48759.0,43.33589
2026-06-04 09:52:00-04:00,43.39,43.76,43.39,43.58,68249.0,43.64342
2026-06-04 09:53:00-04:00,43.545,43.81,43.45,43.63,44660.0,43.61514
2026-06-04 09:54:00-04:00,43.62,43.79,43.32,43.7064,44048.0,43.60415
2026-06-04 09:55:00-04:00,43.705,43.88,43.42,43.63,58596.0,43.66687
2026-06-04 09:56:00-04:00,43.62,43.77,43.5,43.5175,45807.0,43.59031
2026-06-04 09:57:00-04:00,43.52,44.04,43.48,43.88,49339.0,43.87851
2026-06-04 09:58:00-04:00,43.88,44.075,43.8074,43.975,34472.0,43.91775
2026-06-04 09:59:00-04:00,43.975,44.07,43.81,43.975,47624.0,43.93311
2026-06-04 10:00:00-04:00,43.9725,44.28,43.955,44.075,61451.0,44.12532
2026-06-04 10:01:00-04:00,44.115,44.48,44.1,44.22,94936.0,44.2561
2026-06-04 10:02:00-04:00,44.22,44.52,44.16,44.51,75722.0,44.26055
2026-06-04 10:03:00-04:00,44.53,44.5825,44.21,44.4,62257.0,44.37923
2026-06-04 10:04:00-04:00,44.365,44.3799,44.13,44.15,53861.0,44.21599
2026-06-04 10:05:00-04:00,44.13,44.4199,44.035,44.39,38202.0,44.1782
2026-06-04 10:06:00-04:00,44.415,44.51,44.12,44.21,57535.0,44.3294
2026-06-04 10:07:00-04:00,44.2243,44.2243,43.9001,43.9001,46229.0,44.0641
2026-06-04 10:08:00-04:00,43.94,44.15,43.9009,44.02,30439.0,44.02311
2026-06-04 10:09:00-04:00,44.04,44.24,43.97,44.03,24156.0,44.10002
2026-06-04 10:10:00-04:00,44.03,44.39,44.03,44.255,41766.0,44.25617
2026-06-04 10:11:00-04:00,44.23,44.7492,44.22,44.66,68063.0,44.56964
2026-06-04 10:12:00-04:00,44.64,44.69,44.515,44.55,45911.0,44.61527
2026-06-04 10:13:00-04:00,44.55,44.8692,44.3201,44.745,71409.0,44.64905
2026-06-04 10:14:00-04:00,44.74,45.04,44.74,44.8301,108598.0,44.93624
2026-06-04 10:15:00-04:00,44.82,44.9808,44.54,44.96,62160.0,44.73249
2026-06-04 10:16:00-04:00,44.965,45.1299,44.85,44.85,53088.0,44.96916
2026-06-04 10:17:00-04:00,44.83,44.91,44.695,44.835,41155.0,44.79543
2026-06-04 10:18:00-04:00,44.84,44.84,44.59,44.6,37796.0,44.70864
2026-06-04 10:19:00-04:00,44.6289,44.6289,44.26,44.44,35554.0,44.44277
2026-06-04 10:20:00-04:00,44.46,44.58,44.395,44.535,20979.0,44.47422
2026-06-04 10:21:00-04:00,44.5,44.52,44.33,44.33,34398.0,44.46741
2026-06-04 10:22:00-04:00,44.3272,44.439,44.23,44.37,29023.0,44.31377
2026-06-04 10:23:00-04:00,44.38,44.49,44.3,44.41,20921.0,44.39314
2026-06-04 10:24:00-04:00,44.43,44.6,44.43,44.56,33495.0,44.50404
2026-06-04 10:25:00-04:00,44.55,44.69,44.45,44.505,36445.0,44.54985
