time,timestamp,price,open,high,low,close,volume,vwap
2026-09-04 09:30:00,1788528600,168.89749999999998,169.99,170.01,167.785,168.16,204372,168.97009
2026-09-04 09:35:00,1788528900,168.375,168.1475,169.0,167.75,168.06,129943,168.38712
2026-09-04 09:40:00,1788529200,168.9107,168.08346,170.2214,167.6,170.2125,208010,169.04294
2026-09-04 09:45:00,1788529500,169.75504999999998,170.2,170.29,169.2201,170.29,101951,169.77434
2026-09-04 09:50:00,1788529800,169.94125,170.215,170.2525,169.63,170.17,87543,169.9817
2026-09-04 09:55:00,1788530100,170.1375,170.25,170.5,169.775,169.96,161656,170.18759
2026-09-04 10:00:00,1788530400,169.865,170.0,170.13,169.6,170.05,95453,169.88216
2026-09-04 10:05:00,1788530700,169.835,170.12,170.37,169.3,169.5,82503,169.81128
2026-09-04 10:10:00,1788531000,169.71499999999997,169.49,170.14,169.29,169.985,92220,169.69692
2026-09-04 10:15:00,1788531300,170.03,169.9807,170.36,169.7,169.79,77870,170.14249
2026-09-04 10:20:00,1788531600,170.1625,169.76,170.63,169.695,170.49,121323,170.17373
2026-09-04 10:25:00,1788531900,170.235,170.51,170.53,169.94,170.425,78266,170.30156
2026-09-04 10:30:00,1788532200,169.69,170.48,170.54,168.84,168.84,85050,169.7981
2026-09-04 10:35:00,1788532500,169.27499999999998,168.91,169.64,168.91,169.625,36344,169.36891
2026-09-04 10:40:00,1788532800,169.51,169.625,169.91,169.11,169.175,86302,169.6052
2026-09-04 10:45:00,1788533100,169.07999999999998,169.14,169.48,168.68,168.745,37854,169.00769
2026-09-04 10:50:00,1788533400,168.91755,168.84,169.115,168.7201,168.98,57444,168.90175
2026-09-04 10:55:00,1788533700,168.9742,168.99,169.16,168.7884,169.12,39367,168.98429
2026-09-04 11:00:00,1788534000,169.225,169.15,169.385,169.065,169.15,36054,169.17747
2026-09-04 11:05:00,1788534300,169.07524999999998,169.23,169.23,168.9205,169.06,47533,169.09005
2026-09-04 11:10:00,1788534600,169.41505,169.12,169.85,168.9801,169.85,64785,169.61516
2026-09-04 11:15:00,1788534900,169.4725,169.79,169.825,169.12,169.25,64710,169.54467
