time,timestamp,price,open,high,low,close,volume,vwap
2026-09-10 09:30:00,1789047000,173.501,172.06,175.0,172.002,172.24,544438,173.20361
2026-09-10 09:35:00,1789047300,172.405,172.24,173.21,171.6,173.12,254535,172.21517
2026-09-10 09:40:00,1789047600,172.9225,173.09327,173.645,172.2,172.4975,166680,172.96351
2026-09-10 09:45:00,1789047900,172.42360000000002,172.59,173.1199,171.7273,172.805,234850,172.33736
2026-09-10 09:50:00,1789048200,171.93,172.805,172.86,171.0,171.695,205745,171.80588
2026-09-10 09:55:00,1789048500,172.005,171.715,172.49,171.52,172.28,181258,171.9231
2026-09-10 10:00:00,1789048800,172.685,172.41,173.05,172.32,172.6,96623,172.66895
2026-09-10 10:05:00,1789049100,172.52994999999999,172.605,172.8899,172.17,172.54,96597,172.52304
2026-09-10 10:10:00,1789049400,172.40005000000002,172.55,172.65,172.1501,172.505,116658,172.35132
2026-09-10 10:15:00,1789049700,172.835,172.53,173.55,172.12,173.55,112443,172.68478
2026-09-10 10:20:00,1789050000,173.6725,173.57,174.22,173.125,174.04,132308,173.63742
2026-09-10 10:25:00,1789050300,174.19585,174.15,174.52,173.8717,174.225,109692,174.24681
2026-09-10 10:30:00,1789050600,174.54309999999998,174.3,174.8562,174.23,174.5398,103442,174.53821
2026-09-10 10:35:00,1789050900,175.0,174.5,175.5,174.5,174.74,125595,175.04578
2026-09-10 10:40:00,1789051200,174.625,174.63,174.91,174.34,174.695,80071,174.64771
2026-09-10 10:45:00,1789051500,175.14875,174.695,175.81,174.4875,175.57,113408,174.9791
2026-09-10 10:50:00,1789051800,176.015,175.445,176.65,175.38,176.43,156361,176.09135
2026-09-10 10:55:00,1789052100,177.265,176.51,178.05,176.48,177.92,211554,177.12178
2026-09-10 11:00:00,1789052400,177.27474999999998,177.895,178.2395,176.31,176.54,269334,177.00526
2026-09-10 11:05:00,1789052700,177.14,176.52,177.76,176.52,176.95,141949,177.1902
2026-09-10 11:10:00,1789053000,177.07999999999998,176.95,177.5,176.66,176.705,93618,177.03764
2026-09-10 11:15:00,1789053300,176.51999999999998,176.7495,177.17,175.87,176.64,206346,176.47122
2026-09-10 11:20:00,1789053600,176.625,176.66,176.94,176.31,176.6801,46309,176.61277
2026-09-10 11:25:00,1789053900,177.25,176.7551,177.75,176.75,177.31,82258,177.36073
2026-09-10 11:30:00,1789054200,177.68995,177.31525,178.1599,177.22,178.085,167153,177.7223
2026-09-10 11:35:00,1789054500,177.8025,178.04,178.21,177.395,177.59,98529,177.907
2026-09-10 11:40:00,1789054800,177.94755,177.6,178.4651,177.43,178.4198,97077,177.84007
2026-09-10 11:45:00,1789055100,177.97500000000002,178.36,178.36,177.59,178.14,80586,177.99168
2026-09-10 11:50:00,1789055400,178.16500000000002,178.14,178.55,177.78,178.17,94871,178.219
2026-09-10 11:55:00,1789055700,179.01999999999998,178.205,179.95,178.09,179.74,223765,179.09803
2026-09-10 12:00:00,1789056000,179.3783,179.59,179.8766,178.88,178.925,222597,179.47561
2026-09-10 12:05:00,1789056300,178.925,178.88,179.25,178.6,179.15,116790,178.92905
2026-09-10 12:10:00,1789056600,178.98,179.1,179.26,178.7,179.095,126611,179.00309
2026-09-10 12:15:00,1789056900,179.14155,179.1075,179.5799,178.7032,178.98,102029,179.06813
2026-09-10 12:20:00,1789057200,179.05259999999998,178.97,179.4252,178.68,178.745,78395,179.0901
2026-09-10 12:25:00,1789057500,178.97494999999998,178.715,179.2899,178.66,179.19,93385,179.00559
2026-09-10 12:30:00,1789057800,179.21515,179.22,179.5162,178.9141,179.155,109708,179.30547
2026-09-10 12:35:00,1789058100,178.95999999999998,179.115,179.26,178.66,179.035,122308,178.93528
2026-09-10 12:40:00,1789058400,180.31279999999998,179.1,181.595,179.0306,181.37,415741,180.2249
2026-09-10 12:45:00,1789058700,181.635,181.44,182.22,181.05,181.25,287749,181.69141
2026-09-10 12:50:00,1789059000,181.55,181.22,181.88,181.22,181.59,180429,181.55149
2026-09-10 12:55:00,1789059300,181.66500000000002,181.59,182.11,181.22,181.735,152300,181.77542
2026-09-10 13:00:00,1789059600,181.98075,181.69,182.4,181.5615,181.79,220634,181.988
2026-09-10 13:05:00,1789059900,181.69795,181.97,182.18,181.2159,181.295,305899,181.89366
2026-09-10 13:10:00,1789060200,180.8125,181.29,181.495,180.13,180.16,177528,180.84462
2026-09-10 13:15:00,1789060500,180.12,180.16,180.35,179.89,179.89,106375,180.11284
2026-09-10 13:20:00,1789060800,179.66500000000002,179.89,180.11,179.22,179.69,110843,179.73711
2026-09-10 13:25:00,1789061100,179.95995,179.69,180.7299,179.19,180.37,215960,180.07691
2026-09-10 13:30:00,1789061400,180.476,180.425,180.935,180.017,180.41,124744,180.50173
2026-09-10 13:35:00,1789061700,180.02069999999998,180.5015,180.5015,179.5399,179.675,108747,180.08725
2026-09-10 13:40:00,1789062000,179.59895,179.675,179.9679,179.23,179.55,91870,179.59475
2026-09-10 13:45:00,1789062300,179.485,179.53,179.65,179.32,179.37,59428,179.53714
2026-09-10 13:50:00,1789062600,179.1825,179.34,179.665,178.7,178.7,118862,179.19877
2026-09-10 13:55:00,1789062900,178.5925,178.67,178.85,178.335,178.45,118082,178.61656
2026-09-10 14:00:00,1789063200,178.625,178.41,178.87,178.38,178.43,73124,178.59329
2026-09-10 14:05:00,1789063500,178.6025,178.5,178.98,178.225,178.62,135120,178.55294
2026-09-10 14:10:00,1789063800,178.7,178.65,178.94,178.46,178.73,84324,178.72979
2026-09-10 14:15:00,1789064100,178.43,178.67,178.67,178.19,178.44,71328,178.37077
2026-09-10 14:20:00,1789064400,178.51999999999998,178.412,178.75,178.29,178.3925,61782,178.52946
2026-09-10 14:25:00,1789064700,178.0457,178.395,178.395,177.6964,177.735,73111,178.03713
2026-09-10 14:30:00,1789065000,177.92000000000002,177.68,178.24,177.6,178.21,113415,177.89866
2026-09-10 14:35:00,1789065300,178.08499999999998,178.215,178.22,177.95,178.07,137968,178.07383
2026-09-10 14:40:00,1789065600,178.22035,178.1,178.4757,177.965,178.455,92118,178.17347
2026-09-10 14:45:00,1789065900,178.365,178.455,178.55,178.18,178.485,74876,178.37218
2026-09-10 14:50:00,1789066200,178.574,178.43,178.938,178.21,178.78,94370,178.60661
2026-09-10 14:55:00,1789066500,179.075,178.765,179.43,178.72,179.4,123633,179.13263
2026-09-10 15:00:00,1789066800,179.015,179.4,179.51,178.52,178.82,155265,179.01371
2026-09-10 15:05:00,1789067100,178.79000000000002,178.86,179.11,178.47,178.7792,89973,178.77993
2026-09-10 15:10:00,1789067400,178.56995,178.705,178.8699,178.27,178.7,98726,178.5878
2026-09-10 15:15:00,1789067700,178.6646,178.65,178.9392,178.39,178.445,91429,178.60846
2026-09-10 15:20:00,1789068000,178.2923,178.4,178.4546,178.13,178.315,90429,178.31993
2026-09-10 15:25:00,1789068300,178.4875,178.38,178.73,178.245,178.53,75805,178.50195
2026-09-10 15:30:00,1789068600,178.565,178.5275,178.94,178.19,178.71,156522,178.63169
2026-09-10 15:35:00,1789068900,178.20499999999998,178.68,178.71,177.7,178.12,134515,178.14958
2026-09-10 15:40:00,1789069200,177.87565,178.04,178.15,177.6013,177.64,112300,177.89234
2026-09-10 15:45:00,1789069500,177.76495,177.64,177.9399,177.59,177.647,149343,177.72991
2026-09-10 15:50:00,1789069800,177.66,177.69,178.06,177.26,177.99,275093,177.62043
2026-09-10 15:55:00,1789070100,177.3825,178.0,178.015,176.75,176.89,815271,177.01188
