time,timestamp,price,open,high,low,close,volume,vwap
2026-09-01 09:30:00,1788269400,164.87,165.73,166.65,163.09,163.2,487485,165.11973
2026-09-01 09:35:00,1788269700,163.34,163.2,164.08,162.6,162.955,214941,163.21147
2026-09-01 09:40:00,1788270000,163.575,162.955,164.36,162.79,164.1925,120586,163.67498
2026-09-01 09:45:00,1788270300,163.7225,164.12,164.375,163.07,163.33,218989,163.73162
2026-09-01 09:50:00,1788270600,163.725,163.355,164.14,163.31,164.095,95277,163.74591
2026-09-01 09:55:00,1788270900,163.8,164.11,164.27,163.33,163.33,129600,163.8463
2026-09-01 10:00:00,1788271200,163.375,163.35,163.73,163.02,163.1,134132,163.28645
2026-09-01 10:05:00,1788271500,163.18,163.07,163.41,162.95,163.25,114147,163.15288
2026-09-01 10:10:00,1788271800,162.735,163.25,163.26,162.21,162.61,152205,162.56258
2026-09-01 10:15:00,1788272100,162.8425,162.665,163.065,162.62,162.96,97149,162.84441
2026-09-01 10:20:00,1788272400,163.57999999999998,163.02,164.14,163.02,164.135,103598,163.71263
2026-09-01 10:25:00,1788272700,164.35,164.135,164.76,163.94,164.0,137690,164.41749
2026-09-01 10:30:00,1788273000,164.315,163.9501,164.68,163.95,164.525,75207,164.44743
2026-09-01 10:35:00,1788273300,164.655,164.49,164.87,164.44,164.685,72824,164.61107
2026-09-01 10:40:00,1788273600,164.925,164.65,165.24,164.61,165.24,75473,164.84272
2026-09-01 10:45:00,1788273900,165.14,165.2,165.57,164.71,164.71,116008,165.33386
2026-09-01 10:50:00,1788274200,164.8,164.745,165.05,164.55,164.6369,178460,165.0864
2026-09-01 10:55:00,1788274500,164.76749999999998,164.74,164.975,164.56,164.91,47243,164.74104
2026-09-01 11:00:00,1788274800,165.1225,164.96,165.43,164.815,165.025,44905,165.03761
2026-09-01 11:05:00,1788275100,164.73329999999999,164.985,165.0266,164.44,164.55,47183,164.71191
2026-09-01 11:10:00,1788275400,164.625,164.605,164.79,164.46,164.46,49396,164.63656
2026-09-01 11:15:00,1788275700,164.815,164.43,165.24,164.39,165.07,84689,164.66532
2026-09-01 11:20:00,1788276000,165.33999999999997,165.155,165.79,164.89,165.79,80104,165.3326
2026-09-01 11:25:00,1788276300,165.635,165.77,165.79,165.48,165.665,68953,165.62642
2026-09-01 11:30:00,1788276600,165.67995000000002,165.69,165.7999,165.56,165.62,36056,165.66716
2026-09-01 11:35:00,1788276900,165.815,165.62,166.13,165.5,165.925,56845,165.77395
2026-09-01 11:40:00,1788277200,165.95499999999998,165.965,166.17,165.74,166.0875,61236,165.9157
2026-09-01 11:45:00,1788277500,166.29500000000002,166.1495,166.54,166.05,166.42,84128,166.27189
2026-09-01 11:50:00,1788277800,166.4795,166.3452,166.689,166.27,166.689,58361,166.45989
2026-09-01 11:55:00,1788278100,166.61565000000002,166.69,166.885,166.3463,166.47,66113,166.64226
2026-09-01 12:00:00,1788278400,166.4,166.48,166.58,166.22,166.3106,76840,166.40489
2026-09-01 12:05:00,1788278700,166.14,166.2775,166.37,165.91,166.0636,45169,166.1042
2026-09-01 12:10:00,1788279000,166.20499999999998,166.025,166.39,166.02,166.345,96593,166.2279
2026-09-01 12:15:00,1788279300,166.42000000000002,166.31,166.55,166.29,166.3,51942,166.4223
2026-09-01 12:20:00,1788279600,166.04534999999998,166.32,166.32,165.7707,165.96,59683,166.00127
2026-09-01 12:25:00,1788279900,165.79,165.92,165.98,165.6,165.82,37576,165.76732
2026-09-01 12:30:00,1788280200,165.57999999999998,165.81,165.89,165.27,165.31,54970,165.63316
2026-09-01 12:35:00,1788280500,165.725,165.2,166.25,165.2,166.25,64876,165.88699
2026-09-01 12:40:00,1788280800,166.26999999999998,166.3333,166.4,166.14,166.2899,37608,166.25784
2026-09-01 12:45:00,1788281100,166.23000000000002,166.29,166.37,166.09,166.37,53550,166.20296
2026-09-01 12:50:00,1788281400,166.51715000000002,166.35,166.75,166.2843,166.35,67241,166.56694
2026-09-01 12:55:00,1788281700,166.385,166.35,166.5,166.27,166.42,26712,166.37601
2026-09-01 13:00:00,1788282000,166.2511,166.43,166.4922,166.01,166.07,53584,166.24759
2026-09-01 13:05:00,1788282300,165.9425,166.03,166.105,165.78,165.94,27692,165.93408
2026-09-01 13:10:00,1788282600,165.875,165.9257,166.04,165.71,165.875,32851,165.86367
2026-09-01 13:15:00,1788282900,165.79525,165.78,165.9705,165.62,165.85,32111,165.76741
2026-09-01 13:20:00,1788283200,165.88830000000002,165.85,166.005,165.7716,166.005,35547,165.88468
2026-09-01 13:25:00,1788283500,165.91,166.005,166.22,165.6,166.16,47086,165.89681
2026-09-01 13:30:00,1788283800,166.20544999999998,166.17,166.4,166.0109,166.0109,37297,166.2081
2026-09-01 13:35:00,1788284100,166.0,166.13,166.17,165.83,165.97,34333,166.00658
2026-09-01 13:40:00,1788284400,166.0825,165.985,166.18,165.985,166.045,27197,166.06484
2026-09-01 13:45:00,1788284700,165.96,166.055,166.11,165.81,165.9,31275,165.93323
2026-09-01 13:50:00,1788285000,165.975,165.9599,166.1,165.85,165.97,43417,165.9859
2026-09-01 13:55:00,1788285300,166.0025,165.97,166.07,165.935,165.975,28356,165.99651
2026-09-01 14:00:00,1788285600,165.8225,166.03,166.06,165.585,165.62,25760,165.87167
2026-09-01 14:05:00,1788285900,165.57,165.61,165.7199,165.4201,165.69,44804,165.61822
2026-09-01 14:10:00,1788286200,165.5975,165.665,165.72,165.475,165.54,28344,165.5922
2026-09-01 14:15:00,1788286500,165.56495,165.52,165.7599,165.37,165.65,32018,165.56077
2026-09-01 14:20:00,1788286800,165.5575,165.65,165.655,165.46,165.58,38138,165.52926
