time,timestamp,price,open,high,low,close,volume,vwap
2026-09-08 09:30:00,1788874200,178.68,180.4,180.65,176.71,179.857,2065587,179.1882
2026-09-08 09:35:00,1788874500,179.27,180.0,183.49,175.05,175.28,1985707,180.79936
2026-09-08 09:40:00,1788874800,174.675,175.15,176.2,173.15,174.46,1107858,174.77626
2026-09-08 09:45:00,1788875100,175.85,174.48,177.94,173.76,177.675,787566,176.24347
2026-09-08 09:50:00,1788875400,176.325,177.68,178.25,174.4,175.28,759036,176.403
2026-09-08 09:55:00,1788875700,175.29,175.38,176.17,174.41,175.45,664288,175.18357
2026-09-08 10:00:00,1788876000,175.75,175.34,176.56,174.94,176.1,499623,175.69333
2026-09-08 10:05:00,1788876300,176.39999999999998,176.095,176.95,175.85,176.51,429071,176.31565
2026-09-08 10:10:00,1788876600,176.985,176.595,177.77,176.2,177.515,347534,177.06197
2026-09-08 10:15:00,1788876900,177.305,177.515,177.99,176.62,176.6908,289206,177.39457
2026-09-08 10:20:00,1788877200,177.22995,176.745,177.8099,176.65,177.655,232859,177.33541
2026-09-08 10:25:00,1788877500,177.55,177.6,178.03,177.07,177.39,271615,177.58946
2026-09-08 10:30:00,1788877800,177.25310000000002,177.39,177.6699,176.8363,177.245,179581,177.23614
2026-09-08 10:35:00,1788878100,177.415,177.3,177.79,177.04,177.295,150120,177.38779
2026-09-08 10:40:00,1788878400,177.03005000000002,177.3,177.35,176.7101,177.35,203954,176.97333
2026-09-08 10:45:00,1788878700,177.08285,177.305,177.52,176.6457,176.695,178076,177.02637
2026-09-08 10:50:00,1788879000,176.40585,176.695,176.74,176.0717,176.17,191457,176.40637
2026-09-08 10:55:00,1788879300,176.67985,176.24,177.12,176.2397,176.95,197611,176.7229
2026-09-08 11:00:00,1788879600,176.61,177.03,177.04,176.18,176.36,190474,176.53828
2026-09-08 11:05:00,1788879900,176.03,176.33,176.56,175.5,175.92,194040,176.0038
2026-09-08 11:10:00,1788880200,175.71,175.88,176.24,175.18,175.89,198186,175.69583
2026-09-08 11:15:00,1788880500,176.24,175.88,176.82,175.66,176.6975,157658,176.26885
2026-09-08 11:20:00,1788880800,176.635,176.7,177.1,176.17,176.775,143874,176.53448
2026-09-08 11:25:00,1788881100,176.675,176.775,176.89,176.46,176.81,105190,176.67366
2026-09-08 11:30:00,1788881400,176.46625,176.8,176.97,175.9625,176.355,125776,176.50338
2026-09-08 11:35:00,1788881700,176.35500000000002,176.33,176.6,176.11,176.47,82593,176.31161
2026-09-08 11:40:00,1788882000,176.685,176.4178,177.07,176.3,177.025,134638,176.71182
2026-09-08 11:45:00,1788882300,176.34,177.06,177.08,175.6,175.6401,127007,176.3494
2026-09-08 11:50:00,1788882600,175.215,175.7464,175.83,174.6,174.84,401624,175.02048
2026-09-08 11:55:00,1788882900,175.1,174.795,175.79,174.41,175.089,278760,174.94496
