time,timestamp,price,open,high,low,close,volume,vwap
2026-09-02 09:30:00,1788355800,167.35250000000002,166.18,169.4,165.305,169.085,197613,167.0245
2026-09-02 09:35:00,1788356100,167.39065,169.085,169.09,165.6913,166.35,63066,167.32454
2026-09-02 09:40:00,1788356400,166.35500000000002,166.305,166.69,166.02,166.41,68935,166.36363
2026-09-02 09:45:00,1788356700,165.96,166.21,166.49,165.43,166.03,80876,165.8623
2026-09-02 09:50:00,1788357000,165.66000000000003,166.15,166.24,165.08,165.27,77581,165.66965
2026-09-02 09:55:00,1788357300,165.47250000000003,165.36,165.86,165.085,165.62,71697,165.38656
2026-09-02 10:00:00,1788357600,166.06,165.61,166.56,165.56,166.56,71672,165.97978
2026-09-02 10:05:00,1788357900,167.10500000000002,166.56,167.66,166.55,167.38,74339,167.22484
2026-09-02 10:10:00,1788358200,167.6875,167.375,168.0,167.375,167.93,56583,167.72208
2026-09-02 10:15:00,1788358500,168.186,167.96,168.542,167.83,168.16,65079,168.19866
2026-09-02 10:20:00,1788358800,167.8725,168.1,168.21,167.535,167.93,73658,167.85097
2026-09-02 10:25:00,1788359100,168.51,167.85,169.17,167.85,169.17,74397,168.49965
2026-09-02 10:30:00,1788359400,169.19,169.2,169.505,168.875,169.42,61187,169.19597
2026-09-02 10:35:00,1788359700,169.23475000000002,169.5695,169.5695,168.9,168.94,56959,169.26795
2026-09-02 10:40:00,1788360000,169.035,168.97,169.18,168.89,169.16,44935,169.04851
2026-09-02 10:45:00,1788360300,169.07094999999998,169.095,169.34,168.8019,169.31,60006,169.10873
2026-09-02 10:50:00,1788360600,169.13684999999998,169.255,169.35,168.9237,169.03,50888,169.16166
2026-09-02 10:55:00,1788360900,168.94,169.0226,169.3,168.58,168.7,52586,169.08776
2026-09-02 11:00:00,1788361200,168.47,168.692,168.73,168.21,168.73,39094,168.48505
2026-09-02 11:05:00,1788361500,168.65,168.665,168.96,168.34,168.96,38472,168.6708
2026-09-02 11:10:00,1788361800,169.01004999999998,168.9514,169.2,168.8201,169.04,35070,168.99115
2026-09-02 11:15:00,1788362100,169.20999999999998,169.0967,169.42,169.0,169.215,38596,169.26869
2026-09-02 11:20:00,1788362400,169.3125,169.24,169.47,169.155,169.36,28090,169.33905
2026-09-02 11:25:00,1788362700,169.505,169.32,169.75,169.26,169.7,59633,169.58492
2026-09-02 11:30:00,1788363000,169.8675,169.715,170.08,169.655,170.0,85047,169.84131
2026-09-02 11:35:00,1788363300,169.92000000000002,170.0,170.23,169.61,169.755,43376,169.95844
2026-09-02 11:40:00,1788363600,169.94400000000002,169.77,170.168,169.72,170.04,29935,169.94826
2026-09-02 11:45:00,1788363900,170.215,170.07,170.44,169.99,170.28,121073,170.19209
2026-09-02 11:50:00,1788364200,169.83525,170.226,170.37,169.3005,169.41,95221,169.87552
2026-09-02 11:55:00,1788364500,169.575,169.4081,169.86,169.29,169.8,39820,169.71862
2026-09-02 12:00:00,1788364800,169.7181,169.76,169.8262,169.61,169.69,24312,169.70578
2026-09-02 12:05:00,1788365100,169.7945,169.6858,169.929,169.66,169.73,37461,169.79284
2026-09-02 12:10:00,1788365400,169.8125,169.7591,169.9,169.725,169.87,22662,169.81117
2026-09-02 12:15:00,1788365700,169.74875,169.91,169.91,169.5875,169.73,31931,169.74117
2026-09-02 12:20:00,1788366000,169.6225,169.77,169.8,169.445,169.47,20236,169.60484
2026-09-02 12:25:00,1788366300,169.235,169.55,169.56,168.91,169.0,30473,169.1846
2026-09-02 12:30:00,1788366600,169.125,169.05,169.27,168.98,169.16,24257,169.14665
2026-09-02 12:35:00,1788366900,169.215,169.11,169.36,169.07,169.07,21164,169.21342
2026-09-02 12:40:00,1788367200,168.98000000000002,169.11,169.15,168.81,168.89,35424,168.92149
2026-09-02 12:45:00,1788367500,169.04495,168.91,169.2099,168.88,169.15,24748,169.07324
2026-09-02 12:50:00,1788367800,169.135,169.09,169.28,168.99,169.255,34291,169.1165
2026-09-02 12:55:00,1788368100,169.285,169.29,169.4,169.17,169.28,32593,169.2741
2026-09-02 13:00:00,1788368400,169.54500000000002,169.315,169.775,169.315,169.7,29470,169.58858
2026-09-02 13:05:00,1788368700,169.28250000000003,169.735,169.735,168.83,168.84,52841,169.23216
2026-09-02 13:10:00,1788369000,168.89499999999998,168.86,169.19,168.6,168.98,48499,168.8989
2026-09-02 13:15:00,1788369300,168.8797,168.9444,168.9444,168.815,168.91,20948,168.90878
2026-09-02 13:20:00,1788369600,169.025,168.9,169.15,168.9,169.1001,40648,169.05902
2026-09-02 13:25:00,1788369900,169.1631,169.14,169.2462,169.08,169.1,21127,169.13338
2026-09-02 13:30:00,1788370200,169.215,169.17,169.33,169.1,169.2,39448,169.21267
2026-09-02 13:35:00,1788370500,169.225,169.2899,169.29,169.16,169.16,16747,169.23484
2026-09-02 13:40:00,1788370800,169.17000000000002,169.135,169.29,169.05,169.0875,29214,169.15967
2026-09-02 13:45:00,1788371100,169.29495,169.15,169.4399,169.15,169.27,29365,169.27671
2026-09-02 13:50:00,1788371400,169.325,169.33,169.42,169.23,169.35,150736,169.47224
