date,ticker,dir,conf,action,r1,b_uni1,b_liq1,b_scr1,n_scr1,r3,b_uni3,b_liq3,b_scr3,n_scr3,r5,b_uni5,b_liq5,b_scr5,n_scr5,r10,b_uni10,b_liq10,b_scr10,n_scr10,r20,b_uni20,b_liq20,b_scr20,n_scr20
2026-07-13,LITE,short,stated,stopped_out,-0.060730326108181965,-0.0020569216393158374,-0.002289819422743208,0.0012359956523095678,278,0.08060925600468649,0.001964782604992765,-5.900052903671273e-05,-0.004972475974973167,278,0.003384755581592125,0.016111550698556236,0.012790892251460845,0.017925313695495857,277,,,,,0,,,,,0
2026-07-13,IONQ,short,stated,cover,-0.01054526748971174,-0.0020569216393158374,-0.002289819422743208,0.0012359956523095678,278,0.09722222222222221,0.001964782604992765,-5.900052903671273e-05,-0.004972475974973167,278,0.11934156378600824,0.016111550698556236,0.012790892251460845,0.017925313695495857,277,,,,,0,,,,,0
2026-07-13,HOOD,long,stated,sell,0.032677953759330025,0.0020569216393158374,0.002289819422743208,0.0021326760529688897,744,-0.034953577280174786,-0.001964782604992765,5.900052903671273e-05,0.00790696407144611,741,-0.0963043874021482,-0.016111550698556236,-0.012790892251460845,-0.003445774474843959,741,,,,,0,,,,,0
2026-07-13,FTNT,long,stated,sell,0.0386626821068361,0.0020569216393158374,0.002289819422743208,0.0021326760529688897,744,0.0009961399576641217,-0.001964782604992765,5.900052903671273e-05,0.00790696407144611,741,-0.001618727431204059,-0.016111550698556236,-0.012790892251460845,-0.003445774474843959,741,,,,,0,,,,,0
2026-07-13,DELL,long,stated,buy,0.07124628315890513,0.0020569216393158374,0.002289819422743208,0.0021326760529688897,744,-0.08365526445178062,-0.001964782604992765,5.900052903671273e-05,0.00790696407144611,741,-0.10589777808995349,-0.016111550698556236,-0.012790892251460845,-0.003445774474843959,741,,,,,0,,,,,0
2026-07-13,DELL,long,stated,sell,0.07124628315890513,0.0020569216393158374,0.002289819422743208,0.0021326760529688897,744,-0.08365526445178062,-0.001964782604992765,5.900052903671273e-05,0.00790696407144611,741,-0.10589777808995349,-0.016111550698556236,-0.012790892251460845,-0.003445774474843959,741,,,,,0,,,,,0
2026-07-13,CRWD,long,stated,sell,0.12144111542759828,0.0020569216393158374,0.002289819422743208,0.0021326760529688897,744,0.08434889042626792,-0.001964782604992765,5.900052903671273e-05,0.00790696407144611,741,0.05630354957160355,-0.016111550698556236,-0.012790892251460845,-0.003445774474843959,741,,,,,0,,,,,0
2026-07-02,QBTS,short,stated,short,-0.0013315579227695107,-0.003683715824411457,-0.0024384882072258185,-0.004068695516763352,268,0.08388814913448739,0.01755713549041851,0.016842698637479905,0.023350986774164223,268,0.1083000443852642,0.01092307647680951,0.009598708360516305,0.019659947126802968,268,0.2574345317354638,0.028430372137960038,0.021011254895653524,0.02903402402149289,268,,,,,0
2026-07-01,RDDT,long,inferred,buy,-0.015625,-0.0035985813263920033,-0.0016073688216943702,-0.012784659982678078,743,0.008495145631068013,-0.011253584021596244,-0.008016963222655939,-0.02196140753540722,743,0.01289441747572817,-0.012212253621453254,-0.007856933244602422,-0.016160369516511442,743,-0.06320792880258896,-0.02457047421710748,-0.01556839574731124,-0.025968001033064486,740,,,,,0
2026-07-01,QBTS,long,stated,stopped_out,-0.04127659574468079,-0.0035985813263920033,-0.0016073688216943702,-0.012784659982678078,743,-0.10382978723404257,-0.011253584021596244,-0.008016963222655939,-0.02196140753540722,743,-0.0995744680851064,-0.012212253621453254,-0.007856933244602422,-0.016160369516511442,743,-0.2799999999999999,-0.02457047421710748,-0.01556839574731124,-0.025968001033064486,740,,,,,0
2026-06-30,QBTS,long,stated,buy,-0.020425177157148755,0.006155858505329051,0.0008783002801879754,-0.010368006981217457,776,-0.05960817007086283,0.0059484541593777425,0.001969428029484768,-0.021965734309660194,776,-0.13964151729887442,-0.015058389304215696,-0.017178048645151676,-0.040082141471154034,776,-0.23843268028345144,-0.013783926430673126,-0.013427194805514854,-0.03669685351795468,774,,,,,0
2026-07-01,MU,long,stated,sell,-0.05494633239043678,-0.0035985813263920033,-0.0016073688216943702,-0.012784659982678078,743,-0.09096369202154453,-0.011253584021596244,-0.008016963222655939,-0.02196140753540722,743,-0.03936916340527763,-0.012212253621453254,-0.007856933244602422,-0.016160369516511442,743,-0.17348006354864953,-0.02457047421710748,-0.01556839574731124,-0.025968001033064486,740,,,,,0
2026-07-01,INTC,long,stated,sell,-0.05251141552511418,-0.0035985813263920033,-0.0016073688216943702,-0.012784659982678078,743,-0.13092426389544953,-0.011253584021596244,-0.008016963222655939,-0.02196140753540722,743,-0.11399779562273649,-0.012212253621453254,-0.007856933244602422,-0.016160369516511442,743,-0.23649818926153354,-0.02457047421710748,-0.01556839574731124,-0.025968001033064486,740,,,,,0
2026-07-01,GLW,long,inferred,sell,-0.108054208403209,-0.0035985813263920033,-0.0016073688216943702,-0.012784659982678078,743,-0.15976975026061735,-0.011253584021596244,-0.008016963222655939,-0.02196140753540722,743,-0.1280424239677288,-0.012212253621453254,-0.007856933244602422,-0.016160369516511442,743,-0.28210125549562626,-0.02457047421710748,-0.01556839574731124,-0.025968001033064486,740,,,,,0
2026-06-29,IREN,long,stated,stopped_out,-0.0039207144412981565,0.0022643125965955586,0.00343735016065295,0.00621856992442938,786,-0.15443258549335648,0.003702647322318273,0.002668225657872041,-0.016893301186204846,782,-0.132759747331736,-0.0043753328783059705,-0.003917505860007947,-0.025187608718867,782,-0.1594423872794597,-0.015284743945627828,-0.01198083066747452,-0.027475581718757566,782,,,,,0
2026-06-26,NET,long,stated,buy,0.027482717922778566,0.0073842201741560675,0.004755082508561633,0.006435230877101045,770,0.03823132692631925,0.014856341158741303,0.009082290800926433,0.0022913526518645285,766,0.04345810150059015,0.014029446218988065,0.009399185668882714,-0.007994794181507276,766,0.13610689597032533,-0.011102036661487518,-0.010064615431417786,-0.02375661496164904,766,,,,,0
2026-06-26,NET,long,stated,stopped_out,0.027482717922778566,0.0073842201741560675,0.004755082508561633,0.006435230877101045,770,0.03823132692631925,0.014856341158741303,0.009082290800926433,0.0022913526518645285,766,0.04345810150059015,0.014029446218988065,0.009399185668882714,-0.007994794181507276,766,0.13610689597032533,-0.011102036661487518,-0.010064615431417786,-0.02375661496164904,766,,,,,0
2026-06-26,MU,long,inferred,hold,0.011436595338814692,0.0073842201741560675,0.004755082508561633,0.006435230877101045,770,-0.08835763425856413,0.014856341158741303,0.009082290800926433,0.0022913526518645285,766,-0.1303330301237271,0.014029446218988065,0.009399185668882714,-0.007994794181507276,766,-0.17250271563943365,-0.011102036661487518,-0.010064615431417786,-0.02375661496164904,766,,,,,0
