entry,stop,exit,taken,skipped,fill%,avg_expo%,final_x,CAGR%,maxDD%,Sharpe,MAR
CONFIRMED,bar low,close<20EMA,804,55,93.59720605355064,11.265202667964974,1.201199107297453,0.979304077928167,-14.192254055466503,0.1503416550617189,0.06900271613662126
CONFIRMED,bar low,close<50EMA,733,126,85.33178114086147,16.518743585825185,1.1459887721610387,0.7187369772699181,-26.327994877441153,0.1113203151620564,0.027299343554862198
CONFIRMED,bar low,hold 20d,832,27,96.85681024447031,9.620942680073702,1.3702412355176543,1.688335785065953,-10.919471816838422,0.2600971612374686,0.15461698270629234
CONFIRMED,bar low,target 2R,843,16,98.13736903376018,8.758000423814662,1.1013771607653735,0.509290433142362,-12.826644293873024,0.11115869813612181,0.03970566435569104
CONFIRMED,bar low,target 4R,780,79,90.80325960419091,12.968297719492416,1.4087856196278212,1.8194050906643389,-16.174042053007444,0.2744836991984254,0.11248920243323059
DUMB,1.0%,close<10EMA,3619,19013,15.99063273241428,89.23760330578823,0.0762799777326836,-12.929655771171644,-94.62129115046277,-0.7527400877266073,-0.13664636799989818
DUMB,1.0%,close<20EMA,2633,19999,11.633969600565571,86.35537190082864,0.13908302874266698,-10.05014858858716,-89.87495637019413,-0.6135453358620784,-0.11182368253054487
DUMB,1.0%,close<50EMA,1742,20890,7.6970661010957935,84.77479338843125,0.4695298849022441,-3.924241221900304,-69.50984352170609,-0.1417571841279283,-0.05645590643107788
DUMB,1.0%,hold 20d,3066,19566,13.547189819724284,88.73553719008522,0.19504767222362482,-8.411457891345286,-84.55443134776246,-0.48717671001935564,-0.09947979966596837
DUMB,1.0%,target 2R,7827,14805,34.58377518557794,106.98966942149723,0.04390693712732145,-15.479098415762893,-96.30089298994717,-0.8583092114405746,-0.16073681079342383
DUMB,1.0%,target 4R,4777,17855,21.107281724991164,95.23760330578983,0.1527445232687809,-9.615314784542727,-87.50790790329408,-0.5606181162962408,-0.10987938136023905
DUMB,1.0ATR,close<10EMA,4550,18082,20.10427712972782,83.52206311452369,0.41826073141440967,-4.573574470842212,-72.97775325958311,-0.30726582541888803,-0.06267080399932196
DUMB,1.0ATR,close<20EMA,3086,19546,13.635560268646165,83.60944688539196,1.4028111303151918,1.8253099483982238,-52.41841725741902,0.18108394097672822,0.03482192030778799
DUMB,1.0ATR,close<50EMA,1911,20721,8.443796394485684,84.19846195303846,3.6982552245743845,7.1848872336854885,-33.304283690777105,0.4973648724560948,0.21573462742497557
DUMB,1.0ATR,hold 20d,3705,18927,16.370625662778366,85.62890666988794,1.2511020504250443,1.2097450067162896,-42.20932390788784,0.1380612971171261,0.028660610848832365
DUMB,1.0ATR,target 2R,5305,17327,23.44026157652881,88.08648994976912,1.7062827836268988,2.905216066827432,-50.69519272394546,0.2563649192780838,0.05730752583676789
DUMB,1.0ATR,target 4R,3148,19484,13.909508660303993,86.90262824106036,1.7641601440509154,3.064690332986708,-36.5602614125998,0.2744962639699135,0.08382572264460124
DUMB,1.5%,close<10EMA,3664,18968,16.18946624248851,80.84710743801486,0.25081879093655474,-7.15777529715983,-85.79184129228517,-0.4155585418580871,-0.08343188803669485
DUMB,1.5%,close<20EMA,2558,20074,11.30258041710852,79.08264462809795,0.5516366175801539,-3.128554441993081,-67.70767144780282,-0.1057046215499173,-0.046206794224269626
DUMB,1.5%,close<50EMA,1627,21005,7.188936019794981,78.32644628099065,1.276903753588991,1.3090766432093837,-43.28441225272422,0.13197646783967174,0.03024360445432624
DUMB,1.5%,hold 20d,3010,19622,13.299752562743018,82.67768595041183,0.7360535025499124,-1.6312356994456212,-60.89627842995377,-0.05250773105962836,-0.026787116413393926
DUMB,1.5%,target 2R,5724,16908,25.291622481442207,89.74793388429401,0.662631894689114,-2.1898547829863224,-59.47578948159896,-0.10483142476229361,-0.03681926380588584
DUMB,1.5%,target 4R,3574,19058,15.79179922234005,86.22727272727045,0.85864017888722,-0.8134105877089071,-57.215792023000574,-0.011674335668604388,-0.014216539856372494
DUMB,10d low,close<10EMA,4915,17480,21.946863139093548,44.90622816451853,0.6305167091938237,-2.444894856174551,-44.940700215894665,-0.412313964271005,-0.05440268719511047
DUMB,10d low,close<20EMA,2846,19549,12.708193793257424,46.32140097029099,1.5228497963655143,2.257035978064903,-25.57001160000294,0.3689664552140718,0.08826886797597869
DUMB,10d low,close<50EMA,1418,20977,6.331770484483144,43.14208101504028,1.78354601130555,3.112172447678696,-14.14081476464759,0.39889092138179616,0.22008437982365833
DUMB,10d low,hold 20d,2745,19650,12.257200267916947,47.70878340614073,2.561758175847665,5.178182199777837,-18.225800651672387,0.7969217370023669,0.2841127420815222
DUMB,10d low,target 2R,979,21416,4.371511498102255,37.489054981030186,2.143299078583126,4.034578844798098,-16.849804781298495,0.7976902674215304,0.23944365511439364
DUMB,10d low,target 4R,629,21766,2.8086626479124805,37.39966019082861,2.524527187200085,4.898447438052056,-21.760313418574828,0.8969068388966553,0.22510923183076448
DUMB,2.0ATR,close<10EMA,4992,17632,22.065063649222065,62.959302166963894,0.5411943877643626,-3.241428078985009,-55.19462069783613,-0.3844257312608169,-0.05872724620629719
DUMB,2.0ATR,close<20EMA,3002,19622,13.269094766619519,63.13301108949989,1.0285873378692472,0.15138657571287517,-27.033141982713417,0.04746353828566618,0.005600036274350967
DUMB,2.0ATR,close<50EMA,1532,21092,6.771570014144271,60.441171116544744,2.301605239269859,4.523743730908336,-19.60187128181157,0.5356625202001202,0.23078121807206664
DUMB,2.0ATR,hold 20d,3090,19534,13.658062234794908,65.43651388398848,2.542390872754747,5.140778261573997,-24.581911373515496,0.6103156001490693,0.2091285003619638
DUMB,2.0ATR,target 2R,2061,20563,9.109794908062234,61.246603391552824,2.319504404888822,4.539729443660501,-25.507158428733735,0.5800338018514581,0.17797864298935429
DUMB,2.0ATR,target 4R,1171,21453,5.175919377652051,59.741691866846736,2.6809036843796266,5.23059289125114,-25.41133952644692,0.7248239066277343,0.20583696053517314
DUMB,20EMA,close<10EMA,4813,17668,21.409189982652016,69.33317967046449,0.6186880885687345,-2.5439992334839845,-56.40129891559504,-0.23555869717317848,-0.04510533059338045
DUMB,20EMA,close<20EMA,2828,19653,12.57951158756283,69.76714977721875,1.906083198334531,3.522515151672012,-34.862224888279755,0.3783321350378446,0.10104103117228866
DUMB,20EMA,close<50EMA,1633,20848,7.263911747698056,68.23527632391874,2.487869138248681,4.954139224852172,-27.87357985936032,0.45821070706141087,0.17773602278031417
DUMB,20EMA,hold 20d,3310,19171,14.723544326320004,70.86504283508762,2.8010357002561466,5.684302638934802,-29.865594008899098,0.5584317590076188,0.19032946866019276
DUMB,20EMA,target 2R,2318,20163,10.310929229126819,61.70202595745014,2.524747699940603,4.978998219527231,-28.83876325868019,0.5984078970711009,0.17264950562776302
DUMB,20EMA,target 4R,1393,21088,6.196343579022286,62.95806684101335,2.9308192540294398,5.8036491161483905,-27.803668619218648,0.6928540474849217,0.20873681080117432
DUMB,20d low,close<10EMA,4924,17044,22.41442097596504,32.058052721650704,0.7292503275667174,-1.6814716148616404,-31.073692546263278,-0.389254444273946,-0.05411238501372903
DUMB,20d low,close<20EMA,2853,19115,12.987072104879825,31.603277678952118,1.0255388382924875,0.1354339637254398,-15.795445878912096,0.04885223206141313,0.008574241256858257
DUMB,20d low,close<50EMA,1356,20612,6.172614712308813,32.62651712682746,1.4703708150591244,2.0666066473518097,-15.816650814139088,0.3879904763632968,0.13066019295971268
DUMB,20d low,hold 20d,2504,19464,11.398397669337218,33.59286889948089,1.9495379814950333,3.6587853874728404,-18.981477056772288,0.7587823390338679,0.19275556778482864
DUMB,20d low,target 2R,563,21405,2.562818645302258,27.693575572784752,1.6326033884291178,2.586615336516007,-12.617813937180477,0.7301464914496644,0.20499710563127874
DUMB,20d low,target 4R,430,21538,1.9573925710123816,29.283420258446313,1.7614555143360426,2.972321751480478,-13.85588493133778,0.7193404383864871,0.21451691943240622
DUMB,3.0%,close<10EMA,5168,17464,22.834924001413928,81.0341985990922,0.6541598590189368,-2.240245466417534,-70.628594822556,-0.12569988349078304,-0.03171867530489348
DUMB,3.0%,close<20EMA,3325,19307,14.691587133262637,82.45314109165712,1.4415690029155315,1.9716828680953258,-46.933446976461326,0.18849041514643852,0.04201018666036164
DUMB,3.0%,close<50EMA,1896,20736,8.377518557794273,84.68492586490895,3.43817010322553,6.7618870043734125,-28.927813839358574,0.5343033268074698,0.23375036364391047
DUMB,3.0%,hold 20d,3732,18900,16.489925768822907,85.00617792421681,1.8888359460401987,3.4735843868726635,-42.312317283142086,0.2991532392483957,0.08209392937825685
DUMB,3.0%,target 2R,3901,18731,17.236656062212795,86.82248764415098,2.556182731593319,5.155003015010862,-43.10975506258401,0.4606359999933401,0.11957857351606743
DUMB,3.0%,target 4R,2322,20310,10.25980911983033,88.5955518945632,4.135699010498005,7.844980304951243,-31.3567252983852,0.6895373068286861,0.250184935776927
DUMB,5.0%,close<10EMA,5076,17556,22.428419936373277,51.93819530284146,0.7194245062828527,-1.742657233360978,-55.660253236538324,-0.18326740622605542,-0.03130882689223925
DUMB,5.0%,close<20EMA,3002,19630,13.264404383174266,52.71472708547813,1.1884275651363483,0.9313418299339737,-40.13398345239085,0.1417057749767151,0.02320581586522013
DUMB,5.0%,close<50EMA,1514,21118,6.6896429833863555,54.18402634829117,2.4938809453902775,4.910546341789157,-23.96927048765306,0.6020187194901954,0.20486841033892356
DUMB,5.0%,hold 20d,3050,19582,13.476493460586779,54.5953067105795,2.2962152653959946,4.571211352326743,-32.6375832466923,0.5277884812776061,0.1400597378113166
DUMB,5.0%,target 2R,1725,20907,7.621951219512195,54.88801976121826,3.067981558931246,6.16552554186125,-28.544802239970444,0.8152813425355611,0.21599468407694367
DUMB,5.0%,target 4R,961,21671,4.246200070696359,55.67229312474244,2.9967579898129904,5.982980092867374,-21.766914334429554,0.8544465011745663,0.2748657894703921
DUMB,bar low,close<10EMA,4657,17244,21.26386922971554,83.3067321228481,0.3664597418603018,-5.248805156948578,-74.83862462920779,-0.36544045866911196,-0.07013497619650388
DUMB,bar low,close<20EMA,3209,18692,14.652298981781653,82.5351555678942,0.9834112663292129,-0.08905519550211904,-57.72522339393005,0.04606097174092698,-0.0015427431938095093
DUMB,bar low,close<50EMA,1929,19972,8.807816994657777,82.9999227432168,2.7934831199850723,5.601256471087956,-33.57761497437745,0.435862493982693,0.16681519742727968
DUMB,bar low,hold 20d,3772,18129,17.22295785580567,84.76710275625473,1.2402780229583752,1.162207218467337,-42.40489412453808,0.13232622927307003,0.027407384040485375
DUMB,bar low,target 2R,4450,17451,20.318706908360348,83.45443793719247,1.6645998852118526,2.7286830912169435,-31.59774277988032,0.25665532056705376,0.08635689929580719
DUMB,bar low,target 4R,2722,19179,12.428656225743117,81.86016381019427,1.7083684291497276,2.8624916989620885,-33.47451328927615,0.2832610471377955,0.08551257113808768
