universe,slots,entry,stop,exit,taken,skipped,fill%,avg_expo%,final_x,CAGR%,maxDD%,Sharpe,MAR
BROAD,30,BOTH,20EMA,hold 20d,1956,267,87.98920377867746,15.302689067857543,1.0153499377911588,0.08100208519543628,-24.832872472098956,0.037052821772094874,0.003261889468745366
BROAD,30,BOTH,20EMA,target 4R,1421,802,63.92262708052182,37.743902568658484,2.2971215742162108,4.308008471198788,-22.940270332548497,0.45252993788018625,0.18779240212729434
BROAD,30,BOTH,3.0%,close<50EMA,1660,573,74.33945364979847,32.49438202247164,0.3444577109055074,-5.394463842968555,-74.63575607904697,-0.2523659510361774,-0.07227720500687715
BROAD,30,BOTH,3.0%,hold 20d,1952,281,87.41603224361845,21.89581205311566,0.19032058358861045,-8.440654425485405,-82.40734857956828,-0.734854643175976,-0.10242599198948314
BROAD,30,BOTH,3.0%,target 4R,2026,207,90.72995969547694,18.872318692543708,0.1870419249401076,-8.534689970717713,-82.11592614231627,-0.8447441989611113,-0.10393464911941834
BROAD,30,BREAKOUT,2.0ATR,close<50EMA,3971,7402,34.91602919194584,75.72483230219916,1.2991575068240446,1.3744112967111866,-58.51804379395581,0.13659184120165663,0.023486965858779206
BROAD,30,BREAKOUT,2.0ATR,hold 20d,6224,5149,54.726105688912334,60.089629703894566,0.5432412609744405,-3.1959358105380975,-55.50394884379669,-0.16397905731894769,-0.05758033215857012
BROAD,30,BREAKOUT,2.0ATR,target 4R,3438,7935,30.229490899498813,82.5639346950639,1.7233021088605351,2.8381838202539145,-51.726679657438424,0.2424617814655903,0.054868857600176096
BROAD,30,BREAKOUT,20EMA,close<50EMA,3803,7394,33.96445476466911,68.79887787621861,1.20375203884483,0.9706694984168207,-63.88482170403065,0.11533455483033357,0.015194055059178146
BROAD,30,BREAKOUT,20EMA,hold 20d,6107,5090,54.54139501652228,55.29795897099616,0.7636780784630962,-1.4232382495095508,-53.448683508288795,-0.05592111028479646,-0.02662812544838145
BROAD,30,BREAKOUT,20EMA,target 4R,2701,8496,24.12253282129142,72.54675019793366,2.1978225767956165,4.119464442499643,-44.41594611976355,0.36378853360463737,0.09274742074370955
BROAD,30,BREAKOUT,3.0%,close<50EMA,3353,8026,29.4665612092451,73.83248212461523,0.11328960756622443,-10.695722597090151,-92.09965984225764,-0.4376643046969499,-0.11613205320637553
BROAD,30,BREAKOUT,3.0%,hold 20d,5188,6191,45.5927585903858,64.97037793666746,0.052761800245120144,-14.47020774387886,-95.41681043118693,-0.7519180980866148,-0.15165260375491738
BROAD,30,BREAKOUT,3.0%,target 4R,6055,5324,53.212057298532386,65.93667007149854,0.04465526014677482,-15.216745665643838,-95.96472261309566,-0.8474411153285494,-0.15856603605257868
BROAD,30,CONFIRMED,2.0ATR,close<50EMA,3370,3054,52.45952677459527,64.68273477150774,1.1122387878746811,0.5550970356267948,-49.766555111652835,0.08797607990853824,0.011154017680778127
BROAD,30,CONFIRMED,2.0ATR,hold 20d,4839,1585,75.32689912826899,45.62339238172218,0.914252323249585,-0.47551214417863585,-44.54288040339591,0.008540783311123581,-0.010675379317013886
BROAD,30,CONFIRMED,2.0ATR,target 4R,3195,3229,49.73536737235367,72.45937898410776,2.6690430148722397,5.226212468789759,-44.40062415787087,0.40117870392197746,0.1177058333731399
BROAD,30,CONFIRMED,20EMA,close<50EMA,3163,3066,50.77861615026489,55.07003466503272,1.0141887034182548,0.07333378775395971,-43.813223376223135,0.04918341044688995,0.001673782070865779
BROAD,30,CONFIRMED,20EMA,hold 20d,4620,1609,74.16920854069674,38.614873313626276,0.8254751923930576,-1.0144172307505528,-41.45624738512004,-0.054878782429857956,-0.024469586485405318
BROAD,30,CONFIRMED,20EMA,target 4R,2281,3948,36.619039974313694,63.01739259575747,2.367686626876284,4.509170515005367,-36.56387321900095,0.41270889917064063,0.12332310879642014
BROAD,30,CONFIRMED,3.0%,close<50EMA,3000,3429,46.66355576294914,65.29519918283789,0.2109013443223789,-7.857264594470193,-83.5470955363154,-0.33641733639040666,-0.09404593354241593
BROAD,30,CONFIRMED,3.0%,hold 20d,4258,2171,66.23114014621247,50.7272727272708,0.07501467544512298,-12.842143883486445,-93.33298717608125,-0.7184904961986106,-0.13759490906745073
BROAD,30,CONFIRMED,3.0%,target 4R,4804,1625,74.72390729506922,49.47497446373631,0.09267349498095546,-11.865336251502667,-91.32668191247608,-0.7183537297228372,-0.12992190237321818
BROAD,30,DUMB,2.0ATR,close<50EMA,3617,106594,3.281886563047246,93.0221556256069,0.9796840821375712,-0.10785983070480398,-58.82712166036885,0.032103473859879425,-0.0018335051530741116
BROAD,30,DUMB,2.0ATR,hold 20d,6457,103754,5.858761829581439,95.93851615113284,0.7178272115598913,-1.7632627585168814,-62.019119084507544,-0.08527867554064067,-0.028430954591829195
BROAD,30,DUMB,2.0ATR,target 4R,2828,107383,2.5659870611826405,95.28314639644643,2.0377093159564983,3.7606122007068032,-58.04725181460051,0.3543816512658005,0.06478536163465544
BROAD,30,DUMB,20EMA,close<50EMA,3463,105898,3.166576750395479,94.6436894602242,0.7598038881305413,-1.4337198093229642,-61.013681825394904,-0.07865913706493222,-0.023498332938272647
BROAD,30,DUMB,20EMA,hold 20d,6435,102926,5.884181746692148,97.12278187541946,1.5530785314925282,2.390122402448025,-63.81027116434368,0.2189320669765349,0.03745670342462975
BROAD,30,DUMB,20EMA,target 4R,2680,106681,2.4505993910077635,97.90273640019616,2.745182732546402,5.351018116127326,-52.29850944070091,0.49389785824997445,0.10231683796255459
BROAD,30,DUMB,3.0%,close<50EMA,2737,107523,2.482314529294395,90.89971110193922,0.25409541778971595,-7.001715483325288,-77.9454064478799,-0.4953986272349356,-0.08982845561280325
BROAD,30,DUMB,3.0%,hold 20d,4875,105385,4.421367676401234,94.89269500619018,0.1796471543856359,-8.815509521158315,-86.33562967269243,-0.5938665125234318,-0.10210743298657635
BROAD,30,DUMB,3.0%,target 4R,3404,106856,3.087248322147651,94.06520841931444,0.2776896433153562,-6.6002031960402,-78.60855200201546,-0.4743175890796995,-0.08396291533103137
BROAD,30,GATES,2.0ATR,close<50EMA,4625,14986,23.583703023813165,82.8496043971477,1.700609268908282,2.8049631850643575,-57.80100924533747,0.2268379891588974,0.04852792748234964
BROAD,30,GATES,2.0ATR,hold 20d,7817,11794,39.86028249451838,75.86203242210689,0.8235594922750691,-1.026791380621317,-59.28332498249904,-0.003329137199389134,-0.01732007071000884
BROAD,30,GATES,2.0ATR,target 4R,3594,16017,18.326449441639895,88.16360405041746,1.8826257728829587,3.304969479690989,-57.272120112123304,0.27737772263854726,0.05770642807042508
BROAD,30,GATES,20EMA,close<50EMA,4523,14625,23.621265928556507,84.0183590808988,0.7153447085460578,-1.7276558832040934,-64.87121599533498,-0.04837572807775577,-0.026632087231543998
BROAD,30,GATES,20EMA,hold 20d,7585,11563,39.61249216628369,76.01501596178034,1.1279692061223971,0.641269042702608,-56.79744680710947,0.09644000341631562,0.011290455447415266
BROAD,30,GATES,20EMA,target 4R,3514,15634,18.351786087319823,84.15006679514876,2.3603828239083176,4.445509506877832,-51.26640411610646,0.3530727505211651,0.08671389350440473
BROAD,30,GATES,3.0%,close<50EMA,3769,15899,19.16310758592638,84.20020429008962,0.34861899993312995,-5.326470959074047,-77.99491637672685,-0.11577638997154124,-0.06829254016180251
BROAD,30,GATES,3.0%,hold 20d,6274,13394,31.899532235102704,80.03472931562476,0.12712169042651628,-10.369454757631368,-92.17202987432032,-0.3993552491902798,-0.11250110008177612
BROAD,30,GATES,3.0%,target 4R,7296,12372,37.095790115924345,82.29622063329523,0.09077834044409938,-11.950566034144183,-91.33721793386422,-0.5209337371934196,-0.13084004860753906
BROAD,30,LEADER,2.0ATR,close<50EMA,2303,1167,66.36887608069165,43.93191762713674,1.4372496383418267,1.91269470374007,-27.898185913990392,0.19761666499397657,0.06855982355400718
BROAD,30,LEADER,2.0ATR,hold 20d,2963,507,85.38904899135447,26.93597925370626,1.3636390692506064,1.667620231350475,-24.62145248213501,0.2007217643748003,0.06773037588097118
BROAD,30,LEADER,2.0ATR,target 4R,2306,1164,66.45533141210375,48.94956606962787,2.736586037063891,5.3085389154461815,-25.9927865933114,0.45189072142626424,0.20423123532327245
BROAD,30,LEADER,20EMA,close<50EMA,2093,1204,63.481953290870486,34.02732584228236,1.1999073745761746,0.9527523072229149,-36.55976204402657,0.13489383477205427,0.026060134255676406
BROAD,30,LEADER,20EMA,hold 20d,2759,538,83.68213527449197,20.94546583286816,1.1479066038307362,0.7358832519539726,-21.9722752819727,0.12658627276211046,0.033491445128476655
BROAD,30,LEADER,20EMA,target 4R,1587,1710,48.13466787989081,43.83802380982775,2.969280907705295,5.726987315750098,-22.510223236092475,0.5680059199164897,0.2544171710641924
BROAD,30,LEADER,3.0%,close<50EMA,2105,1370,60.57553956834533,43.420301671422024,0.5464472624523791,-3.09282167165974,-67.9601645275298,-0.09519512972819466,-0.04550933172633621
BROAD,30,LEADER,3.0%,hold 20d,2807,668,80.77697841726619,31.18222584590266,0.23445664565768137,-7.427302317405027,-80.9337935162832,-0.45917208735591325,-0.09177009991395887
BROAD,30,LEADER,3.0%,target 4R,3087,388,88.83453237410072,27.019975540154835,0.18157298191230303,-8.66814840669572,-82.87749324274264,-0.6899727471008702,-0.10458989609286674
BROAD,30,POTENT,2.0ATR,close<50EMA,2732,1525,64.17665022316186,53.80038795389098,0.8626943599388266,-0.7656397015725847,-37.9253539922475,-0.013338942336984324,-0.020188070010608013
BROAD,30,POTENT,2.0ATR,hold 20d,3564,693,83.72093023255815,34.775832454457195,0.603318388727442,-2.6504955067336966,-50.89539299698684,-0.1997446022121627,-0.05207731683868938
BROAD,30,POTENT,2.0ATR,target 4R,2670,1587,62.720225510923186,60.08177011083057,1.927711868756706,3.4644297078335384,-39.82386215497683,0.29324036893045113,0.08699381527465902
BROAD,30,POTENT,20EMA,close<50EMA,2665,1571,62.91312559017941,47.63396501214456,0.9589216591531174,-0.2180122228705006,-41.730039448652064,0.02303562533933357,-0.005224347394609105
BROAD,30,POTENT,20EMA,hold 20d,3530,706,83.33333333333333,30.254887267913386,0.7209248003760358,-1.7242290320188203,-39.97261547218074,-0.14989992268897023,-0.043135256766443295
BROAD,30,POTENT,20EMA,target 4R,2046,2190,48.30028328611898,56.282088959682106,2.4228501714880735,4.590284117272447,-38.30147632727371,0.41968263296993946,0.11984614060434527
BROAD,30,POTENT,3.0%,close<50EMA,2426,1832,56.97510568341944,54.843909406242425,0.27616726555677523,-6.5426558698980735,-77.96423704248258,-0.2571409525432389,-0.08391868012936485
BROAD,30,POTENT,3.0%,hold 20d,3175,1083,74.56552372005636,39.89389920424321,0.09915461751350067,-11.540531250341113,-90.58115130995489,-0.8271625409095528,-0.12740543792439968
BROAD,30,POTENT,3.0%,target 4R,3503,755,82.26867073743541,38.404407263822726,0.1369676581296652,-10.022156216555622,-87.03331828671213,-0.7362318805146522,-0.11515309784627345
BROAD,30,REQ-only,2.0ATR,close<50EMA,3634,106340,3.3044174077509227,94.42186385893794,1.1343938595272116,0.6633879661852138,-56.82924443034181,0.0984221542640623,0.011673355379523982
BROAD,30,REQ-only,2.0ATR,hold 20d,6407,103567,5.825922490770545,97.04463311843195,2.299904031330645,4.528392691873351,-52.12150925837521,0.378030029699848,0.08688145750778888
BROAD,30,REQ-only,2.0ATR,target 4R,2664,107310,2.4223907469038135,96.76521473252892,4.880543023856178,8.484620370234474,-51.67943472505867,0.7452510774212472,0.16417788653017898
BROAD,30,REQ-only,20EMA,close<50EMA,3496,105532,3.2065157574201124,95.27950504304373,1.3197550216774876,1.4532254305284598,-55.81099347693919,0.15641121191322374,0.02603833653541618
BROAD,30,REQ-only,20EMA,hold 20d,6597,102431,6.050739259639726,97.4867989766696,1.7408893242535268,2.9857614439486646,-57.13213100133112,0.26257348303264116,0.05226063498102494
BROAD,30,REQ-only,20EMA,target 4R,2547,106481,2.336097149356129,98.10465909345625,3.337375713608215,6.291106845971561,-52.518299473582296,0.5932861885869729,0.11978885281950356
BROAD,30,REQ-only,3.0%,close<50EMA,2711,107320,2.4638510965091656,92.25214198286378,0.40647554042022327,-4.532473719419706,-70.05779077935117,-0.2788938748365203,-0.06469621249826232
BROAD,30,REQ-only,3.0%,hold 20d,4893,105138,4.446928592851106,95.84251325989376,0.3843961678435628,-4.947848109469,-75.45574603717209,-0.2501981434957799,-0.06557284725581429
BROAD,30,REQ-only,3.0%,target 4R,3072,106959,2.7919404531450227,94.74296205630321,0.9004199708939242,-0.5452211735677004,-56.462019132926464,0.0015608647615715592,-0.00965642359130137
BROAD,50,BOTH,2.0ATR,close<50EMA,1751,481,78.44982078853046,33.20395636989787,1.002600925349054,0.013568540801323081,-36.04719606549248,0.03931317505228517,0.00037641043638098867
BROAD,50,BOTH,2.0ATR,hold 20d,2001,231,89.65053763440861,18.418642754370698,0.8464351172961292,-0.8852088225023147,-31.13893392331536,-0.08391037137976946,-0.02842771768238065
BROAD,50,BOTH,2.0ATR,target 4R,1797,435,80.51075268817205,36.91432560524377,1.281061671767477,1.2902514892936479,-41.60625200454013,0.15274368576317507,0.03101100020143256
BROAD,50,BOTH,20EMA,close<50EMA,1827,396,82.18623481781377,30.080876038275377,1.100665460942649,0.5003059732373139,-33.11523020670304,0.0871257552671545,0.015108032470692114
BROAD,50,BOTH,20EMA,hold 20d,2037,186,91.63292847503374,15.930888043269944,1.0048598653906926,0.02577227990763209,-25.32575761344932,0.0289405919230274,0.0010176311524811262
BROAD,50,BOTH,20EMA,target 4R,1716,507,77.19298245614036,45.35251236467217,2.431288799977985,4.604802301219313,-24.685727276636882,0.4279737400288526,0.18653703209211905
BROAD,50,BOTH,3.0%,close<50EMA,1660,573,74.33945364979847,32.49438202247164,0.3444577109055074,-5.394463842968555,-74.63575607904697,-0.2523659510361774,-0.07227720500687715
BROAD,50,BOTH,3.0%,hold 20d,1952,281,87.41603224361845,21.89581205311566,0.19032058358861045,-8.440654425485405,-82.40734857956828,-0.734854643175976,-0.10242599198948314
BROAD,50,BOTH,3.0%,target 4R,2026,207,90.72995969547694,18.872318692543708,0.1870419249401076,-8.534689970717713,-82.11592614231627,-0.8447441989611113,-0.10393464911941834
BROAD,50,BREAKOUT,2.0ATR,close<50EMA,4050,7323,35.61065681878132,76.69010446451499,1.6257949978202273,2.567251608291121,-59.79414335995765,0.20231791629061063,0.042934833815352104
BROAD,50,BREAKOUT,2.0ATR,hold 20d,6337,5036,55.71968697793019,60.825084320738355,0.5786940932196925,-2.869617849900874,-55.396767916982235,-0.1396846129670966,-0.05180117826009799
BROAD,50,BREAKOUT,2.0ATR,target 4R,3609,7764,31.733051965180692,85.50243330240302,1.6631992687444823,2.650626391944755,-53.26689259631122,0.22767615501444938,0.049761235595866406
BROAD,50,BREAKOUT,20EMA,close<50EMA,4235,6962,37.82263106189158,74.68670342207116,1.128254435992776,0.6305678497620093,-64.85435848430247,0.0946616050928349,0.009722829189878329
BROAD,50,BREAKOUT,20EMA,hold 20d,6566,4631,58.640707332321156,58.80741680357935,0.9141746724404737,-0.47582329984714455,-50.31398282472741,0.01861863447870735,-0.009457078790695446
BROAD,50,BREAKOUT,20EMA,target 4R,3299,7898,29.463249084576226,88.6777831417534,3.1559100266044915,6.068675704411097,-50.73817403195251,0.45985861144863927,0.11960768829775646
BROAD,50,BREAKOUT,3.0%,close<50EMA,3353,8026,29.4665612092451,73.83248212461523,0.11328960756622443,-10.695722597090151,-92.09965984225764,-0.4376643046969499,-0.11613205320637553
BROAD,50,BREAKOUT,3.0%,hold 20d,5188,6191,45.5927585903858,64.97037793666746,0.052761800245120144,-14.47020774387886,-95.41681043118693,-0.7519180980866148,-0.15165260375491738
BROAD,50,BREAKOUT,3.0%,target 4R,6055,5324,53.212057298532386,65.93667007149854,0.04465526014677482,-15.216745665643838,-95.96472261309566,-0.8474411153285494,-0.15856603605257868
BROAD,50,CONFIRMED,2.0ATR,close<50EMA,3414,3010,53.144458281444585,65.44716857179218,1.2995242427081641,1.3727435912034736,-49.984699592768465,0.14393361418410272,0.027463275810145616
BROAD,50,CONFIRMED,2.0ATR,hold 20d,4893,1531,76.16749688667497,46.02621176510206,0.9122718482400096,-0.4869865801346296,-45.968850847840336,0.008765163634960401,-0.010593838461322091
BROAD,50,CONFIRMED,2.0ATR,target 4R,3321,3103,51.696762141967625,75.127482725007,2.7439194028120144,5.303103305170098,-44.40062415787087,0.40537635929365085,0.1194375846230085
BROAD,50,CONFIRMED,20EMA,close<50EMA,3663,2566,58.80558677155241,63.11862247543763,1.0666235919016878,0.33615633356827157,-46.76368206209246,0.07126077572581252,0.007188406018198605
BROAD,50,CONFIRMED,20EMA,hold 20d,5066,1163,81.32926633488522,41.93970010989617,0.8599859609338676,-0.7985465901381716,-42.932430921848955,-0.02896997181994824,-0.018600078611709345
BROAD,50,CONFIRMED,20EMA,target 4R,2939,3290,47.182533311928076,82.03228815817884,3.7400740315422576,6.982965563106136,-39.569217288045124,0.5310047332946412,0.1764746952731832
BROAD,50,CONFIRMED,3.0%,close<50EMA,3000,3429,46.66355576294914,65.29519918283789,0.2109013443223789,-7.857264594470193,-83.5470955363154,-0.33641733639040666,-0.09404593354241593
BROAD,50,CONFIRMED,3.0%,hold 20d,4258,2171,66.23114014621247,50.7272727272708,0.07501467544512298,-12.842143883486445,-93.33298717608125,-0.7184904961986106,-0.13759490906745073
BROAD,50,CONFIRMED,3.0%,target 4R,4804,1625,74.72390729506922,49.47497446373631,0.09267349498095546,-11.865336251502667,-91.32668191247608,-0.7183537297228372,-0.12992190237321818
BROAD,50,DUMB,2.0ATR,close<50EMA,3669,106542,3.3290687862373085,93.29855879485442,0.8964767944715915,-0.5729453974598897,-59.67550777304819,-0.007505144998070081,-0.009601014198971834
BROAD,50,DUMB,2.0ATR,hold 20d,6452,103759,5.854225077351625,96.0790968809614,0.7623217591042597,-1.4457264786462143,-61.44524833888389,-0.060371422764148044,-0.02352869453261412
BROAD,50,DUMB,2.0ATR,target 4R,2947,107264,2.673961764252207,96.81227500375927,2.558046804962618,4.980752989258774,-56.73079394512528,0.4466090918650084,0.08779628563063248
BROAD,50,DUMB,20EMA,close<50EMA,3442,105919,3.1473742924808663,94.65269514866696,0.8268356421303938,-0.993514096696857,-61.013681825394904,-0.041075867107835715,-0.016283464084990523
BROAD,50,DUMB,20EMA,hold 20d,6445,102916,5.893325774270536,97.09091308441405,1.3412210048674857,1.5887887080560548,-63.81027116434368,0.16270030591592383,0.024898635894590092
BROAD,50,DUMB,20EMA,target 4R,2745,106616,2.51003557026728,98.19808979984211,3.013885176560242,5.8600708280479585,-52.51035765869984,0.519556702982492,0.11159837962134068
BROAD,50,DUMB,3.0%,close<50EMA,2737,107523,2.482314529294395,90.89971110193922,0.25409541778971595,-7.001715483325288,-77.9454064478799,-0.4953986272349356,-0.08982845561280325
BROAD,50,DUMB,3.0%,hold 20d,4875,105385,4.421367676401234,94.89269500619018,0.1796471543856359,-8.815509521158315,-86.33562967269243,-0.5938665125234318,-0.10210743298657635
BROAD,50,DUMB,3.0%,target 4R,3404,106856,3.087248322147651,94.06520841931444,0.2776896433153562,-6.6002031960402,-78.60855200201546,-0.4743175890796995,-0.08396291533103137
BROAD,50,GATES,2.0ATR,close<50EMA,4802,14809,24.486257712508287,84.57994134752511,1.7585255916186762,2.98448606143904,-58.59964732031075,0.23170862753274676,0.05093010278928098
BROAD,50,GATES,2.0ATR,hold 20d,8024,11587,40.91581255417878,77.08836733426966,1.137206473695328,0.6859515522677384,-58.07865804165024,0.10091348650947832,0.011810733501724825
BROAD,50,GATES,2.0ATR,target 4R,3862,15749,19.693029422263017,92.61252716341815,3.036960781526628,5.862515406432833,-55.6551097860879,0.427642015177082,0.10533651679002322
BROAD,50,GATES,20EMA,close<50EMA,4659,14489,24.33152287445164,85.92554571689128,0.8373006991459283,-0.9195457578475064,-64.24880867943794,0.002419414031076348,-0.014312261608389883
BROAD,50,GATES,20EMA,hold 20d,7851,11297,41.00167119281387,77.26867654528883,1.2324346398705968,1.115733772514127,-55.791473729317254,0.1249543754497371,0.01999828464699315
BROAD,50,GATES,20EMA,target 4R,3883,15265,20.278880300814706,94.18489588710341,4.462893407806501,7.929227211641909,-53.35681183030545,0.5500641401869842,0.14860758991485112
BROAD,50,GATES,3.0%,close<50EMA,3769,15899,19.16310758592638,84.20020429008962,0.34861899993312995,-5.326470959074047,-77.99491637672685,-0.11577638997154124,-0.06829254016180251
BROAD,50,GATES,3.0%,hold 20d,6274,13394,31.899532235102704,80.03472931562476,0.12712169042651628,-10.369454757631368,-92.17202987432032,-0.3993552491902798,-0.11250110008177612
BROAD,50,GATES,3.0%,target 4R,7296,12372,37.095790115924345,82.29622063329523,0.09077834044409938,-11.950566034144183,-91.33721793386422,-0.5209337371934196,-0.13084004860753906
BROAD,50,LEADER,2.0ATR,close<50EMA,2370,1100,68.29971181556196,44.65491344094636,1.396050824254783,1.7579944195189823,-30.334070648422195,0.1829036474282674,0.057954451280030336
BROAD,50,LEADER,2.0ATR,hold 20d,2992,478,86.22478386167147,27.12094971083747,1.3348719062367431,1.55209562349361,-25.2916892174501,0.18882697748183044,0.061367811779955594
BROAD,50,LEADER,2.0ATR,target 4R,2405,1065,69.30835734870317,50.24166312837631,2.8163825697746896,5.464168768229172,-29.449132147798473,0.4546863551974147,0.1855460032168607
BROAD,50,LEADER,20EMA,close<50EMA,2482,815,75.28055808310586,39.88164641361058,1.264395187990127,1.2281039933743632,-33.670455287379916,0.15242906536782985,0.0364742318716038
BROAD,50,LEADER,20EMA,hold 20d,2954,343,89.59660297239915,22.29718343265985,1.153328719236748,0.7611182300157449,-26.165061902716236,0.12582155656105176,0.029089104885195474
BROAD,50,LEADER,20EMA,target 4R,2118,1179,64.24021838034577,58.02057458266662,3.860235989493693,7.156221678802099,-25.6077111865577,0.5723172796685523,0.2794557321686222
BROAD,50,LEADER,3.0%,close<50EMA,2105,1370,60.57553956834533,43.420301671422024,0.5464472624523791,-3.09282167165974,-67.9601645275298,-0.09519512972819466,-0.04550933172633621
BROAD,50,LEADER,3.0%,hold 20d,2807,668,80.77697841726619,31.18222584590266,0.23445664565768137,-7.427302317405027,-80.9337935162832,-0.45917208735591325,-0.09177009991395887
BROAD,50,LEADER,3.0%,target 4R,3087,388,88.83453237410072,27.019975540154835,0.18157298191230303,-8.66814840669572,-82.87749324274264,-0.6899727471008702,-0.10458989609286674
BROAD,50,POTENT,2.0ATR,close<50EMA,2756,1501,64.7404275311252,53.838300792008226,0.778504628197245,-1.2944971160653074,-40.39916617702218,-0.05541888366890461,-0.03204266915789906
BROAD,50,POTENT,2.0ATR,hold 20d,3575,682,83.97932816537468,34.859897437897786,0.6257645135128055,-2.461268535556993,-48.9444298011936,-0.18247646235524567,-0.05028699988036168
BROAD,50,POTENT,2.0ATR,target 4R,2713,1544,63.730326521024196,60.61497675797121,1.9109485469443839,3.417548768724399,-40.014276658048765,0.2877618843776515,0.08540823561374983
BROAD,50,POTENT,20EMA,close<50EMA,2928,1308,69.12181303116148,51.74739204330429,0.9885305398415307,-0.060004024953153046,-41.461707456874386,0.0383023359588913,-0.0014472154822751837
BROAD,50,POTENT,20EMA,hold 20d,3711,525,87.60623229461757,31.790837292430965,0.7652433281943783,-1.4120978160766073,-38.17351104916638,-0.11228759207878129,-0.03699156240194584
BROAD,50,POTENT,20EMA,target 4R,2524,1712,59.58451369216242,67.9062188908895,3.2086042520870164,6.090895533981211,-41.28257940955433,0.48068469101914624,0.14754154466839225
BROAD,50,POTENT,3.0%,close<50EMA,2426,1832,56.97510568341944,54.843909406242425,0.27616726555677523,-6.5426558698980735,-77.96423704248258,-0.2571409525432389,-0.08391868012936485
BROAD,50,POTENT,3.0%,hold 20d,3175,1083,74.56552372005636,39.89389920424321,0.09915461751350067,-11.540531250341113,-90.58115130995489,-0.8271625409095528,-0.12740543792439968
BROAD,50,POTENT,3.0%,target 4R,3503,755,82.26867073743541,38.404407263822726,0.1369676581296652,-10.022156216555622,-87.03331828671213,-0.7362318805146522,-0.11515309784627345
BROAD,50,REQ-only,2.0ATR,close<50EMA,3641,106333,3.310782548602397,94.88306250592085,1.3761822978066995,1.6767547220152723,-56.82924443034181,0.18617740831700802,0.02950513839877894
BROAD,50,REQ-only,2.0ATR,hold 20d,6460,103514,5.874115700074563,97.17743793587658,1.9238116754974146,3.539013794391699,-52.211326187120235,0.3056572886150668,0.06778249190047812
BROAD,50,REQ-only,2.0ATR,target 4R,2691,107283,2.446942004473785,97.85711738734447,3.801957109598129,7.101681402235749,-50.69050455731219,0.6308634645689937,0.14009885015459606
BROAD,50,REQ-only,20EMA,close<50EMA,3583,105445,3.2863117731225007,95.54239156836479,1.0743268166408912,0.37351819557704946,-55.81099347693919,0.07350794207738873,0.006692555934009403
BROAD,50,REQ-only,20EMA,hold 20d,6598,102430,6.051656455222512,97.55689660703588,1.8006404298412213,3.170357777199917,-60.33697829575529,0.27708254006742616,0.05254419208167327
BROAD,50,REQ-only,20EMA,target 4R,2685,106343,2.462670139780607,98.69519964361217,3.323335864210602,6.268424882487378,-53.61708941771622,0.5724591090312304,0.11691095041828506
BROAD,50,REQ-only,3.0%,close<50EMA,2711,107320,2.4638510965091656,92.25214198286378,0.40647554042022327,-4.532473719419706,-70.05779077935117,-0.2788938748365203,-0.06469621249826232
BROAD,50,REQ-only,3.0%,hold 20d,4893,105138,4.446928592851106,95.84251325989376,0.3843961678435628,-4.947848109469,-75.45574603717209,-0.2501981434957799,-0.06557284725581429
BROAD,50,REQ-only,3.0%,target 4R,3072,106959,2.7919404531450227,94.74296205630321,0.9004199708939242,-0.5452211735677004,-56.462019132926464,0.0015608647615715592,-0.00965642359130137
NARROW,10,BOTH,2.0ATR,close<50EMA,290,29,90.9090909090909,6.1549755443954455,1.4024770793903227,1.8013922601325838,-5.219442308488009,0.3754514471360868,0.3451311756436329
NARROW,10,BOTH,2.0ATR,hold 20d,318,1,99.68652037617555,3.1119328330440914,1.2605736336748339,1.245015111154757,-4.971996627433317,0.3889960804404369,0.2504054617183979
NARROW,10,BOTH,2.0ATR,target 4R,301,18,94.35736677115987,6.518535064622997,1.429217422337991,1.916641424244836,-6.876003129360542,0.4390309480615461,0.2787435357701882
NARROW,10,BOTH,20EMA,close<50EMA,283,35,88.99371069182389,4.98329708707224,1.2729394787995276,1.2763999057997077,-4.081088775070752,0.36216230824136153,0.3127596521782547
NARROW,10,BOTH,20EMA,hold 20d,315,3,99.05660377358491,2.501811214286917,1.1356707207080554,0.6793132387859391,-5.075371679608676,0.29351006386874323,0.13384502292023584
NARROW,10,BOTH,20EMA,target 4R,267,51,83.9622641509434,7.315063686675009,1.4300519107183207,1.862301222515117,-6.988901805880476,0.4665028651109584,0.26646550119622125
NARROW,10,BOTH,3.0%,close<50EMA,319,0,100.0,7.03316953316953,1.3599993084365125,1.6291356531444423,-26.76964894228242,0.18818135716942522,0.06085756509758472
NARROW,10,BOTH,3.0%,hold 20d,319,0,100.0,3.974201474201465,1.111968436291268,0.5669559468633789,-11.503286831934945,0.11251816479937138,0.04928643049127659
NARROW,10,BOTH,3.0%,target 4R,319,0,100.0,2.9811629811629783,1.0713356444008657,0.3673554111118582,-8.688990716965206,0.09623605605778529,0.04227826028109327
NARROW,10,BREAKOUT,2.0ATR,close<50EMA,883,782,53.033033033033036,18.874207578249937,2.0632630825312885,3.885065696815526,-15.490601074444864,0.4554310375911345,0.25080148137213293
NARROW,10,BREAKOUT,2.0ATR,hold 20d,1252,413,75.1951951951952,12.70469819289172,1.3370578524724936,1.5579745257363387,-12.786485214296562,0.28376308705161596,0.1218454094010423
NARROW,10,BREAKOUT,2.0ATR,target 4R,831,834,49.909909909909906,21.56008624602337,1.7759834754841963,3.0204349515680295,-15.919651700955795,0.4426022695158476,0.1897299644681728
