universe,slots,entry,stop,exit,taken,skipped,fill%,avg_expo%,final_x,CAGR%,maxDD%,Sharpe,MAR
BROAD,20,BREAKOUT,2.0ATR,hold 20d,4970,6403,43.69999120724523,48.47223807316129,0.628869714254985,-2.438755971948814,-46.62963227652015,-0.14945034045903513,-0.05230056195782662
BROAD,20,BREAKOUT,2.0ATR,target 4R,2472,8901,21.735689791611712,59.63948237584007,1.4911462159561217,2.083243011353386,-42.62888032736032,0.2206277027237005,0.04886928756644605
BROAD,20,BREAKOUT,20EMA,close<50EMA,2743,8454,24.49763329463249,49.778102621563114,1.211270571761287,1.0034239036606163,-56.37511346221531,0.1224569137414294,0.017799057811797542
BROAD,20,BREAKOUT,20EMA,hold 20d,4789,6408,42.77038492453336,43.622969762179665,1.016129634951792,0.08517241850962698,-45.41143275458729,0.04774007290803282,0.0018755721487563766
BROAD,20,BREAKOUT,20EMA,target 4R,1843,9354,16.459766008752343,50.56379288311839,1.5718948469748544,2.4065308179151312,-38.771719664463774,0.2722730636783305,0.06206923083994228
BROAD,20,BREAKOUT,3.0%,close<50EMA,3353,8026,29.4665612092451,73.83248212461523,0.11328960756622443,-10.695722597090151,-92.09965984225764,-0.4376643046969499,-0.11613205320637553
BROAD,20,BREAKOUT,3.0%,hold 20d,5188,6191,45.5927585903858,64.97037793666746,0.052761800245120144,-14.47020774387886,-95.41681043118693,-0.7519180980866148,-0.15165260375491738
BROAD,20,BREAKOUT,3.0%,target 4R,6055,5324,53.212057298532386,65.93667007149854,0.04465526014677482,-15.216745665643838,-95.96472261309566,-0.8474411153285494,-0.15856603605257868
BROAD,20,CONFIRMED,2.0ATR,close<50EMA,2622,3802,40.81569115815691,50.56915970000997,1.0857905786036328,0.42924130189958554,-42.95119478969451,0.07763278741353645,0.009993698755094363
BROAD,20,CONFIRMED,2.0ATR,hold 20d,4060,2364,63.20049813200498,38.647937630352786,1.0339666163870884,0.1777529681424861,-35.03566617339094,0.05612538748653697,0.005073486180133968
BROAD,20,CONFIRMED,2.0ATR,target 4R,2394,4030,37.266500622665006,54.587029307472115,2.1324123332929887,4.007676432871032,-39.75790939940591,0.37130389563483146,0.10080199118646108
BROAD,20,CONFIRMED,20EMA,close<50EMA,2384,3845,38.272595922298926,41.625700458415416,0.9939063512835625,-0.03179802431156897,-37.41727373743207,0.03311751553379758,-0.0008498220510319643
BROAD,20,CONFIRMED,20EMA,hold 20d,3804,2425,61.0691924867555,32.06716844667325,0.922134812762285,-0.4300122675911955,-31.843349343682515,-0.012918012466596952,-0.01350398988969754
BROAD,20,CONFIRMED,20EMA,target 4R,1602,4627,25.718413870605232,44.36708977495015,1.8827060473675663,3.293882781481594,-30.210649790796353,0.3770562341502528,0.10903051752581212
BROAD,20,CONFIRMED,3.0%,close<50EMA,3000,3429,46.66355576294914,65.29519918283789,0.2109013443223789,-7.857264594470193,-83.5470955363154,-0.33641733639040666,-0.09404593354241593
BROAD,20,CONFIRMED,3.0%,hold 20d,4258,2171,66.23114014621247,50.7272727272708,0.07501467544512298,-12.842143883486445,-93.33298717608125,-0.7184904961986106,-0.13759490906745073
BROAD,20,CONFIRMED,3.0%,target 4R,4804,1625,74.72390729506922,49.47497446373631,0.09267349498095546,-11.865336251502667,-91.32668191247608,-0.7183537297228372,-0.12992190237321818
BROAD,20,DUMB,2.0ATR,close<50EMA,3299,106912,2.993349121231093,90.3117607096461,1.241476056915962,1.14377018799523,-55.04016668580223,0.13998623480427724,0.020780645424358223
BROAD,20,DUMB,2.0ATR,hold 20d,6007,104204,5.450454128898205,93.43819827038531,0.729736386860937,-1.6777083873281806,-57.0177287320597,-0.08894533243906237,-0.029424328619123783
BROAD,20,DUMB,2.0ATR,target 4R,2500,107711,2.2683761149068604,90.4986617032815,1.8740592572146348,3.311080602187233,-49.920552335716174,0.34050164098443425,0.06632700255237933
BROAD,20,DUMB,20EMA,close<50EMA,3152,106209,2.882197492707638,92.54999993626416,0.9126651029726415,-0.4792739899915799,-60.244037432193544,-0.0035933696462057377,-0.007955542331156291
BROAD,20,DUMB,20EMA,hold 20d,6107,103254,5.584257642121049,95.66313358211757,1.4378259679175058,1.967409435548828,-60.21503791368712,0.19041887136115881,0.03267305815482395
BROAD,20,DUMB,20EMA,target 4R,2481,106880,2.2686332421978586,92.79084258271425,1.7199862698000452,2.8389496389845004,-53.30055519165813,0.29604498127197226,0.053263040671456534
BROAD,20,DUMB,3.0%,close<50EMA,2737,107523,2.482314529294395,90.89971110193922,0.25409541778971595,-7.001715483325288,-77.9454064478799,-0.4953986272349356,-0.08982845561280325
BROAD,20,DUMB,3.0%,hold 20d,4875,105385,4.421367676401234,94.89269500619018,0.1796471543856359,-8.815509521158315,-86.33562967269243,-0.5938665125234318,-0.10210743298657635
BROAD,20,DUMB,3.0%,target 4R,3404,106856,3.087248322147651,94.06520841931444,0.2776896433153562,-6.6002031960402,-78.60855200201546,-0.4743175890796995,-0.08396291533103137
BROAD,20,GATES,2.0ATR,close<50EMA,3339,16272,17.026158788435062,60.8084034556166,1.490618380172935,2.101490344984369,-50.81796918506527,0.2060871936084205,0.041353292520039726
BROAD,20,GATES,2.0ATR,hold 20d,5964,13647,30.41150374789659,58.0519447798092,0.6874360400555003,-1.9729514342698873,-52.3454972020263,-0.10184622877080803,-0.037690948404890005
BROAD,20,GATES,2.0ATR,target 4R,2557,17054,13.038600785273571,62.40838381826574,1.279279582541123,1.273864024435789,-49.73044112735525,0.15165172897762583,0.02561537753452732
BROAD,20,GATES,20EMA,close<50EMA,3502,15646,18.289116356799667,66.23770821242292,0.7972616036152448,-1.1717994315303515,-60.00718532529594,-0.03320539934539883,-0.019527651983309757
BROAD,20,GATES,20EMA,hold 20d,6131,13017,32.01900981825778,62.6823956386458,0.8675530560627606,-0.7513616106894605,-55.53006128733766,-0.0026625774110865057,-0.013530718196069973
BROAD,20,GATES,20EMA,target 4R,2626,16522,13.714226028828076,61.069535742286014,1.8831498846848167,3.3481328821413747,-46.18568584130516,0.3236912361507156,0.07249286918993948
BROAD,20,GATES,3.0%,close<50EMA,3769,15899,19.16310758592638,84.20020429008962,0.34861899993312995,-5.326470959074047,-77.99491637672685,-0.11577638997154124,-0.06829254016180251
BROAD,20,GATES,3.0%,hold 20d,6274,13394,31.899532235102704,80.03472931562476,0.12712169042651628,-10.369454757631368,-92.17202987432032,-0.3993552491902798,-0.11250110008177612
BROAD,20,GATES,3.0%,target 4R,7296,12372,37.095790115924345,82.29622063329523,0.09077834044409938,-11.950566034144183,-91.33721793386422,-0.5209337371934196,-0.13084004860753906
BROAD,20,LEADER,2.0ATR,close<50EMA,1850,1620,53.31412103746398,35.76216981826102,1.5097320750206527,2.1749349543818353,-25.198343374537334,0.23874230627173373,0.08631261674843214
BROAD,20,LEADER,2.0ATR,hold 20d,2667,803,76.85878962536023,24.305040447840803,1.401353767764034,1.8156304049294913,-21.50069917967914,0.22875819722751292,0.0844451796546919
BROAD,20,LEADER,2.0ATR,target 4R,1865,1605,53.7463976945245,39.42108964471136,2.4796540212995253,4.776435284049163,-23.033519243734702,0.4743170149659806,0.2073688885100956
BROAD,20,LEADER,20EMA,close<50EMA,1651,1646,50.07582650894753,27.10102850740013,1.2621288534823358,1.2295884952028935,-26.431965923175515,0.17642676985051953,0.04651899517337043
BROAD,20,LEADER,20EMA,hold 20d,2454,843,74.43130118289353,18.74655719448181,1.215204116905057,1.041549027559041,-18.507417880884336,0.17817240561678652,0.05627738208876888
BROAD,20,LEADER,20EMA,target 4R,1189,2108,36.06308765544434,32.5589870740257,2.4708141287275738,4.738778896981866,-21.03487611045147,0.5977525908627758,0.22528199700816576
BROAD,20,LEADER,3.0%,close<50EMA,2105,1370,60.57553956834533,43.420301671422024,0.5464472624523791,-3.09282167165974,-67.9601645275298,-0.09519512972819466,-0.04550933172633621
BROAD,20,LEADER,3.0%,hold 20d,2807,668,80.77697841726619,31.18222584590266,0.23445664565768137,-7.427302317405027,-80.9337935162832,-0.45917208735591325,-0.09177009991395887
BROAD,20,LEADER,3.0%,target 4R,3087,388,88.83453237410072,27.019975540154835,0.18157298191230303,-8.66814840669572,-82.87749324274264,-0.6899727471008702,-0.10458989609286674
BROAD,20,POTENT,2.0ATR,close<50EMA,2259,1998,53.06553911205074,44.82640792967555,0.92334879967138,-0.4141400592068911,-38.131526664311245,0.004644391442139256,-0.010860830798954101
BROAD,20,POTENT,2.0ATR,hold 20d,3193,1064,75.00587268029129,31.19321215965624,0.638847699412751,-2.3539173901206745,-46.99325343167279,-0.20207203159477571,-0.050090538922639635
BROAD,20,POTENT,2.0ATR,target 4R,2088,2169,49.04862579281184,48.231134134376425,1.9697930063433529,3.5804336095281775,-32.99127603441361,0.3489507239965223,0.10852667856173198
BROAD,20,POTENT,20EMA,close<50EMA,2122,2114,50.094428706326724,37.787020864123605,0.926649805101655,-0.39558808691916303,-35.62602457535431,-0.001590844619754776,-0.011103907652745137
BROAD,20,POTENT,20EMA,hold 20d,3073,1163,72.54485363550519,26.539900975264253,0.7984717465605897,-1.1891067013051648,-34.655932271508846,-0.10822561782867315,-0.03431177935105636
BROAD,20,POTENT,20EMA,target 4R,1505,2731,35.52880075542965,40.821631541330696,2.0207774736361874,3.632159058129991,-27.0875689963598,0.41522535593960896,0.13408951754282947
BROAD,20,POTENT,3.0%,close<50EMA,2426,1832,56.97510568341944,54.843909406242425,0.27616726555677523,-6.5426558698980735,-77.96423704248258,-0.2571409525432389,-0.08391868012936485
BROAD,20,POTENT,3.0%,hold 20d,3175,1083,74.56552372005636,39.89389920424321,0.09915461751350067,-11.540531250341113,-90.58115130995489,-0.8271625409095528,-0.12740543792439968
BROAD,20,POTENT,3.0%,target 4R,3503,755,82.26867073743541,38.404407263822726,0.1369676581296652,-10.022156216555622,-87.03331828671213,-0.7362318805146522,-0.11515309784627345
BROAD,20,REQ-only,2.0ATR,close<50EMA,3277,106697,2.9797952243257497,91.29406849725915,1.2816951924671336,1.3008264238389078,-55.24107336389352,0.15467989850322372,0.023548174295417466
BROAD,20,REQ-only,2.0ATR,hold 20d,5983,103991,5.440376816338407,94.54637728932487,1.5152527456557738,2.2335119513881008,-50.13942458087867,0.21637582716236842,0.04454602281654186
BROAD,20,REQ-only,2.0ATR,target 4R,2362,107612,2.1477803844545074,91.55206790774778,3.242694246223974,6.229809479613535,-48.65781683040162,0.5984667953486483,0.12803306612229923
BROAD,20,REQ-only,20EMA,close<50EMA,3201,105827,2.9359430604982206,92.63608022019532,0.9061306115825838,-0.5112788162077164,-56.17632447600012,0.002611574744706065,-0.009101321971076036
BROAD,20,REQ-only,20EMA,hold 20d,6178,102850,5.6664343104523605,95.96040376598144,1.249906001119568,1.190807919065473,-56.64032982627991,0.1350727898782707,0.021024028686234156
BROAD,20,REQ-only,20EMA,target 4R,2348,106680,2.1535752283817002,91.51792844479345,2.0369348441172384,3.6672790409146616,-50.253944326895116,0.3868657129214227,0.07297494933053428
BROAD,20,REQ-only,3.0%,close<50EMA,2711,107320,2.4638510965091656,92.25214198286378,0.40647554042022327,-4.532473719419706,-70.05779077935117,-0.2788938748365203,-0.06469621249826232
BROAD,20,REQ-only,3.0%,hold 20d,4893,105138,4.446928592851106,95.84251325989376,0.3843961678435628,-4.947848109469,-75.45574603717209,-0.2501981434957799,-0.06557284725581429
BROAD,20,REQ-only,3.0%,target 4R,3072,106959,2.7919404531450227,94.74296205630321,0.9004199708939242,-0.5452211735677004,-56.462019132926464,0.0015608647615715592,-0.00965642359130137
BROAD,30,BOTH,2.0ATR,close<50EMA,1739,493,77.91218637992831,33.04793728743323,1.0125378325730474,0.06510214896653377,-36.23649487682567,0.043894179914524274,0.001796590679860942
BROAD,30,BOTH,2.0ATR,hold 20d,1990,242,89.15770609318996,18.363928648206098,0.8624339094194989,-0.7861805270839128,-30.02495944810838,-0.07204044054138851,-0.02618423276949483
BROAD,30,BOTH,2.0ATR,target 4R,1769,463,79.25627240143369,36.666697113433685,1.2636079659290969,1.218358409278486,-38.67340155498289,0.147965153604789,0.0315037819351452
BROAD,30,BOTH,20EMA,close<50EMA,1656,567,74.49392712550608,27.508458427971682,1.1561906448243713,0.7579929880908054,-29.661717774130626,0.11843770554622664,0.02555458837086929
