ticker,date,ext10_%,gap_%,newhigh_over_open_%,open_to_close_%,close_pctl,range_%,vol_x,nextday_ft_%
SMCI,2025-02-12,19.0,9.6,3.8,-6.2,0.16,11.9,2.72,6.6
