tkr,spot,fvr,iv30,ath_pctile,dte,cost,ba,oi,earn_days,earn_in_win,g_fvr,g_liq,ib_iv30,ib_pctile,ib_asof,ib_days,iv_src,ivpct,g_iv,rsi14,g_rsi,pass_all
BKNG,170.14499999999998,1.34533997453654,0.3253,76.26262626262627,8.0,7.4,11.42857142857144,161.0,41.0,False,True,True,35.717642999999995,47.199999999999996,2026-09-17,251.0,ib,47.199999999999996,False,29.15891367350845,True,False
BP,45.415,1.0245647396010158,0.3198,76.11940298507463,8.0,1.6800000000000002,7.3170731707317,29.0,47.0,False,False,True,,,,,athena,76.11940298507463,False,,True,False
BROS,41.215,1.5034511158689194,0.4581,40.17094017094017,8.0,2.1750000000000003,16.66666666666666,2.0,49.0,False,True,True,44.607366999999996,20.0,2026-09-17,251.0,ib,20.0,True,25.733795749714474,True,True
BSX,43.135000000000005,1.2103576285178914,0.3812,80.64516129032258,8.0,1.9,17.14285714285713,42.0,35.0,False,True,True,37.622583999999996,69.19999999999999,2026-09-17,251.0,ib,69.19999999999999,False,37.066270545139886,True,False
BTDR,11.555,1.1546199544218143,0.9121,13.157894736842104,8.0,1.3,16.66666666666666,62.0,54.0,False,False,True,,,,,athena,13.157894736842104,True,51.9559743974715,True,False
BTU,27.655,1.1086423206808476,0.516,11.851851851851853,8.0,1.7999999999999998,14.569536423841074,25.0,43.0,False,False,True,,,,,athena,11.851851851851853,True,52.22197680129304,True,False
BURL,238.59,1.216442989251174,0.3925,71.0,8.0,10.899999999999999,17.02127659574468,3.0,69.0,False,True,True,38.257564,54.0,2026-09-17,251.0,ib,54.0,False,26.758942438962848,True,False
C,133.68,0.952041338098355,0.3161,57.865168539325836,,,,,26.0,False,False,False,,,,,athena,57.865168539325836,False,,True,False
CAH,227.905,1.2426053972413929,0.2483,50.526315789473685,8.0,7.15,18.750000000000004,0.0,43.0,False,True,False,,,,,athena,50.526315789473685,False,38.81592926053301,True,False
CAT,799.78,1.1758795811834264,0.3549,70.64220183486239,8.0,36.275000000000006,27.807486631016037,90.0,42.0,False,False,False,,,,,athena,70.64220183486239,False,45.024793416868334,True,False
CCJ,92.83,1.103195765542416,0.4363,20.37037037037037,8.0,5.055,14.711729622266406,18.0,49.0,False,False,True,,,,,athena,20.37037037037037,True,41.863871839307734,True,False
CEG,268.5,1.076968840517528,0.4164,10.429447852760736,8.0,13.85,12.987012987012978,43.0,50.0,False,False,True,,,,,athena,10.429447852760736,True,,True,False
CELH,28.415,1.2310125577946673,0.5032,36.875,8.0,1.79,18.181818181818173,109.0,50.0,False,True,True,49.845955,14.000000000000002,2026-09-17,251.0,ib,14.000000000000002,True,44.486400046718266,True,True
CF,133.61,1.0259609493190143,0.4426,83.11688311688312,8.0,7.1,27.777777777777768,3.0,48.0,False,False,False,,,,,athena,83.11688311688312,False,,True,False
CI,278.29999999999995,1.1123334935157279,0.298,55.08982035928144,8.0,9.25,25.88235294117646,3.0,43.0,False,False,False,,,,,athena,55.08982035928144,False,47.657612944273104,True,False
CIEN,358.5,1.1337633840195909,0.6437,,8.0,28.45,16.606498194945853,0.0,85.0,False,False,False,,,,,none,,False,48.12779587883805,True,False
CIFR,17.314999999999998,1.053100570437238,0.933,5.7324840764331215,8.0,2.01,7.407407407407414,363.0,47.0,False,False,True,,,,,athena,5.7324840764331215,True,,True,False
CLF,12.955,1.0742988681776782,0.6123,27.461139896373055,8.0,0.9199999999999999,10.75268817204301,45.0,33.0,False,False,True,,,,,athena,27.461139896373055,True,,True,False
CLS,333.255,1.1462852992536743,0.6297,38.961038961038966,8.0,25.65,17.674418604651148,1.0,40.0,False,False,True,,,,,athena,38.961038961038966,False,53.961798080753404,True,False
CME,272.675,1.064902996529332,0.2451,75.71428571428571,8.0,7.8500000000000005,21.686746987951793,2.0,35.0,False,False,True,,,,,athena,75.71428571428571,False,,True,False
CMG,33.724999999999994,1.1765985899005886,0.3623,61.142857142857146,8.0,1.51,8.000000000000007,287.0,42.0,False,False,True,,,,,athena,61.142857142857146,False,39.43786373349409,True,False
CMI,526.225,1.1967925030626256,0.32,,,,,,50.0,False,False,False,,,,,none,,False,26.819501619362228,True,False
COF,204.01999999999998,1.1297617629148486,0.285,33.72093023255814,8.0,7.2,15.384615384615385,212.0,34.0,False,False,True,,,,,athena,33.72093023255814,False,38.19961864357912,True,False
COHR,296.16999999999996,1.0337987705827227,0.735,54.929577464788736,8.0,25.85,15.510204081632642,5.0,49.0,False,False,True,,,,,athena,54.929577464788736,False,,True,False
COP,132.14,1.051632273910408,0.3143,51.55555555555556,8.0,5.0,15.70247933884297,307.0,50.0,False,False,True,,,,,athena,51.55555555555556,False,,True,False
CORZ,17.515,1.122237210330887,0.7125,18.617021276595743,8.0,1.4649999999999999,12.244897959183684,101.0,36.0,False,False,True,,,,,athena,18.617021276595743,True,46.26184205013246,True,False
COST,890.72,0.9640705555045581,0.2412,63.589743589743584,,,,,7.0,False,False,False,,,,,athena,63.589743589743584,False,,True,False
COTY,2.495,0.7887231124301243,0.8517,,,,,,49.0,False,False,False,,,,,none,,False,,True,False
CRWD,246.215,1.1558238694558343,0.5446,80.51948051948052,8.0,15.65,4.109589041095887,31.0,76.0,False,False,True,,,,,athena,80.51948051948052,False,65.4996971652997,True,False
CRWV,80.6,1.0984869830768045,0.7556,5.729166666666666,8.0,7.0,4.5112781954887184,234.0,54.0,False,False,True,,,,,athena,5.729166666666666,True,,True,False
CSCO,110.785,1.318369557011999,0.293,80.93023255813954,8.0,3.83,6.933333333333327,90.0,56.0,False,True,True,29.050348999999997,43.2,2026-09-17,251.0,ib,43.2,False,48.83608172286692,True,False
CSTM,26.395000000000003,0.8694641427792374,0.5498,,,,,,42.0,False,False,False,,,,,none,,False,,True,False
CVNA,66.975,1.1688368653414087,0.577,50.0,8.0,4.58,6.4516129032258025,56.0,42.0,False,False,True,,,,,athena,50.0,False,43.04668615821819,True,False
CVS,91.41,1.1019601843736508,0.2935,35.42600896860987,8.0,2.865,11.764705882352935,8.0,42.0,False,False,True,,,,,athena,35.42600896860987,False,34.92517211970056,True,False
CVX,210.465,1.0799036453654154,0.2691,64.54545454545455,8.0,6.705,7.792207792207799,501.0,43.0,False,False,True,,,,,athena,64.54545454545455,False,,True,False
DAL,79.53,0.892254553947976,0.4349,36.904761904761905,,,,,22.0,False,False,False,,,,,athena,36.904761904761905,False,,True,False
DASH,194.85,1.1333259557473234,0.4277,53.896103896103895,8.0,10.0,11.055276381909545,174.0,49.0,False,False,True,,,,,athena,53.896103896103895,False,36.26217789259574,True,False
DB,39.265,1.3175556259312793,0.3126,,,,,,41.0,False,True,False,,,,,none,,False,50.93352319345222,True,False
DBX,37.54,1.3465058268848307,0.3511,54.08163265306123,8.0,1.5,14.285714285714283,45.0,50.0,False,True,True,35.717642999999995,52.400000000000006,2026-09-17,251.0,ib,52.400000000000006,False,65.45313732753806,True,False
DE,679.76,1.091996507948233,0.3179,85.26315789473684,8.0,27.55,26.909090909090907,24.0,69.0,False,False,False,,,,,athena,85.26315789473684,False,,True,False
DELL,585.565,1.1698261132537633,0.608,77.77777777777779,8.0,41.150000000000006,3.754693366708385,3.0,69.0,False,False,True,,,,,athena,77.77777777777779,False,66.07756678526115,True,False
DHI,140.96,1.1352549994289907,0.3283,27.878787878787882,8.0,6.0,15.68627450980392,0.0,42.0,False,False,False,,,,,athena,27.878787878787882,True,46.22611017698625,True,False
DIA,518.69,1.160720802134557,0.1297,42.92929292929293,8.0,7.85,3.821656050955412,56.0,,False,False,True,,,,,athena,42.92929292929293,False,40.380857174219145,True,False
DJT,8.725000000000001,1.244889361790679,0.6327,59.64912280701754,8.0,0.675,41.86046511627906,126.0,50.0,False,True,False,,,,,athena,59.64912280701754,False,45.86055049706242,True,False
DKS,123.7,1.251930662485116,0.4267,69.74789915966386,8.0,6.699999999999999,26.865671641791046,4.0,69.0,False,True,False,,,,,athena,69.74789915966386,False,26.173725310627802,True,False
DVN,48.364999999999995,1.0479845822966298,0.3565,46.788990825688074,8.0,2.075,10.138248847926256,33.0,49.0,False,False,True,,,,,athena,46.788990825688074,False,,True,False
EBAY,111.995,1.2799793925493133,0.3008,49.494949494949495,8.0,4.395,31.70028818443803,0.0,42.0,False,True,False,,,,,athena,49.494949494949495,False,61.03014234528562,True,False
ED,106.39,1.187799864629202,0.1697,,,,,,50.0,False,False,False,,,,,none,,False,45.94284347904342,True,False
ELF,92.18,1.1972174915081741,0.5348,21.463414634146343,8.0,5.915,15.38461538461539,11.0,49.0,False,False,True,,,,,athena,21.463414634146343,True,41.23754573536875,True,False
EOG,144.74,0.9835390373312126,0.338,60.447761194029844,,,,,50.0,False,False,False,,,,,athena,60.447761194029844,False,,True,False
EOSE,4.095,1.041949336850647,1.0861,40.74074074074074,8.0,0.495,9.999999999999995,1231.0,49.0,False,False,True,,,,,athena,40.74074074074074,False,,True,False
EPD,38.485,1.1657532399089983,0.1627,53.06122448979592,8.0,0.805,66.66666666666666,12.0,43.0,False,False,False,,,,,athena,53.06122448979592,False,48.16026644218571,True,False
EQT,50.269999999999996,1.0945682477926608,0.3061,16.842105263157894,8.0,1.8650000000000002,16.071428571428566,27.0,34.0,False,False,True,,,,,athena,16.842105263157894,True,,True,False
ERX,108.465,1.0153792900965835,0.5332,,,,,,,False,False,False,,,,,none,,False,,True,False
ET,21.095,1.1525019010473554,0.194,36.76470588235294,8.0,0.45999999999999996,40.0,397.0,49.0,False,False,False,,,,,athena,36.76470588235294,False,48.29922238063552,True,False
ETHA,18.615000000000002,1.1464502205693379,0.4815,1.2903225806451613,8.0,1.03,8.547008547008536,4426.0,,False,False,True,,,,,athena,1.2903225806451613,True,60.514893538285904,True,False
ETN,411.62,1.0398624861896963,0.3896,66.88311688311688,8.0,19.7,16.58536585365853,0.0,48.0,False,False,False,,,,,athena,66.88311688311688,False,,True,False
EW,88.635,1.2067195649245959,0.2665,,,,,,43.0,False,True,False,,,,,none,,False,50.34412646474646,True,False
EWJ,97.985,0.9795505174519814,0.2221,,,,,,,False,False,False,,,,,none,,False,,True,False
EWU,47.945,4.234186212560716,0.1376,,,,,,,False,True,False,,,,,none,,False,47.7596618169981,True,False
EWW,74.10499999999999,0.2853982113821014,0.4157,88.23529411764706,,,,,,False,False,False,,,,,athena,88.23529411764706,False,,True,False
EWY,182.89499999999998,1.0901452920430146,0.4492,,8.0,9.350000000000001,11.518324607329838,31.0,,False,False,True,,,,,none,,False,,True,False
EWZ,37.745000000000005,1.061531762302323,0.4209,88.23529411764706,8.0,1.3800000000000001,7.272727272727258,324.0,,False,False,True,,,,,athena,88.23529411764706,False,,True,False
EXPE,281.895,1.1430628413106392,0.4341,69.92481203007519,8.0,15.0,21.917808219178077,1.0,50.0,False,False,True,,,,,athena,69.92481203007519,False,41.36838573487287,True,False
FAS,162.575,1.0335168737003717,0.4638,23.18840579710145,8.0,8.725000000000001,56.2091503267974,0.0,,False,False,False,,,,,athena,23.18840579710145,True,,True,False
FCX,71.235,1.077687784589402,0.4571,57.65765765765766,8.0,4.015000000000001,13.253012048192769,133.0,36.0,False,False,True,,,,,athena,57.65765765765766,False,,True,False
FDX,305.96000000000004,1.3457861488214082,0.2747,28.143712574850298,8.0,10.425,13.559322033898303,11.0,41.0,False,True,True,27.621644,20.481927710843372,2026-09-17,250.0,ib,20.481927710843372,True,39.56134497368397,True,True
FEZ,68.935,1.0257886088655865,0.1692,47.91666666666667,8.0,,,,,False,False,False,,,,,athena,47.91666666666667,False,,True,False
FFIV,434.64,1.2862556459886376,0.3594,,,,,,40.0,False,True,False,,,,,none,,False,63.30452720976397,True,False
FIVE,235.215,0.987778464962723,0.4051,,,,,,77.0,False,False,False,,,,,none,,False,,True,False
FLEX,109.445,1.2854743672877096,0.5776,,,,,,42.0,False,True,False,,,,,none,,False,45.400582788629585,True,False
FLR,54.099999999999994,1.1776287533186174,0.4532,,,,,,50.0,False,False,False,,,,,none,,False,50.93529221355301,True,False
FOXA,65.36,1.1283221527290155,0.3173,52.38095238095239,,,,,43.0,False,False,False,,,,,athena,52.38095238095239,False,49.40752562828549,True,False
FSLR,201.68,1.1897359931705593,0.4769,9.66183574879227,8.0,12.175,26.086956521739125,45.0,43.0,False,False,False,,,,,athena,9.66183574879227,True,44.498809341386504,True,False
FTNT,174.075,1.252036335913185,0.4551,83.4061135371179,8.0,9.0,18.000000000000007,70.0,49.0,False,True,True,44.448622,53.6,2026-09-17,251.0,ib,53.6,False,62.220358524079465,True,False
FUTU,111.535,1.1132869127716516,0.4539,9.90566037735849,8.0,5.92,22.634508348794053,36.0,62.0,False,False,True,,,,,athena,9.90566037735849,True,46.660056332941075,True,False
GAP,20.755000000000003,1.45109528768645,0.3566,17.894736842105264,8.0,0.9299999999999999,19.71830985915493,229.0,64.0,False,True,True,35.717642999999995,6.0,2026-09-17,251.0,ib,6.0,True,47.741725251187255,True,True
GBTC,59.254999999999995,1.1986289047137348,0.3413,12.658227848101266,8.0,2.375,18.867924528301888,2.0,,False,False,True,,,,,athena,12.658227848101266,True,55.28845164573439,True,False
GD,354.45500000000004,1.1366819271406212,0.2127,55.84415584415584,8.0,9.149999999999999,21.73913043478261,9.0,36.0,False,False,True,,,,,athena,55.84415584415584,False,33.56436692661846,True,False
GDXJ,123.85,1.0531491855057904,0.4906,66.91176470588235,8.0,7.495,23.6024844720497,60.0,,False,False,True,,,,,athena,66.91176470588235,False,,True,False
GE,317.78999999999996,1.1249851812828702,0.3087,61.43497757847533,8.0,13.75,36.2934362934363,6.0,34.0,False,False,False,,,,,athena,61.43497757847533,False,37.22861369619712,True,False
GEV,941.985,1.068013184364189,0.4612,26.48401826484018,8.0,52.599999999999994,20.593368237347303,1.0,35.0,False,False,True,,,,,athena,26.48401826484018,True,,True,False
GILD,149.7,1.2078732223048845,0.2684,33.49282296650718,8.0,4.615,10.526315789473683,1.0,43.0,False,True,True,26.827918,24.8,2026-09-17,251.0,ib,24.8,True,63.099039377885376,True,True
GLW,148.64,1.0748325644051053,0.5828,88.05970149253731,8.0,10.5,10.232558139534898,11.0,41.0,False,False,True,,,,,athena,88.05970149253731,False,,True,False
GM,87.295,1.115573571643903,0.3181,42.97520661157025,8.0,3.3099999999999996,9.782608695652172,86.0,34.0,False,False,True,,,,,athena,42.97520661157025,False,54.692407656072334,True,False
GME,22.145,1.1240537316759192,0.4741,38.775510204081634,8.0,1.155,8.163265306122456,282.0,83.0,False,False,True,,,,,athena,38.775510204081634,False,73.98236710013694,False,False
GOOG,341.895,1.2057654426213629,0.2933,37.22943722943723,8.0,11.8,4.366812227074236,138.0,42.0,False,True,True,29.36784,22.0,2026-09-17,251.0,ib,22.0,True,51.411687157939426,True,True
GOOGL,345.52,1.1827262503217448,0.2969,35.93073593073593,11.0,13.025,5.761316872427978,297.0,,False,False,True,,,,,athena,35.93073593073593,False,51.949548964668686,True,False
GRRR,13.155000000000001,1.0775706807308174,0.9412,15.384615384615385,8.0,1.475,36.36363636363637,3.0,62.0,False,False,False,,,,,athena,15.384615384615385,True,,True,False
GS,952.165,0.9056870392816094,0.3603,82.68398268398268,,,,,26.0,False,False,False,,,,,athena,82.68398268398268,False,,True,False
GSK,50.795,1.2230777903931283,0.2573,30.612244897959183,8.0,1.525,28.57142857142858,4.0,41.0,False,True,False,,,,,athena,30.612244897959183,False,53.06698429759792,True,False
HAL,33.965,1.0911365568458395,0.3573,28.767123287671232,8.0,1.4849999999999999,12.244897959183684,95.0,34.0,False,False,True,,,,,athena,28.767123287671232,True,,True,False
HCA,432.735,1.136909041576382,0.2887,,,,,,36.0,False,False,False,,,,,none,,False,62.68778906370379,True,False
HD,304.15,1.1466137319575962,0.2595,58.91089108910891,8.0,9.350000000000001,10.16949152542373,64.0,62.0,False,False,True,,,,,athena,58.91089108910891,False,33.868805955014466,True,False
HE,10.175,1.265652202832751,0.2899,,,,,,50.0,False,True,False,,,,,none,,False,21.403753952580814,True,False
HIG,133.985,1.0785216819256342,0.2022,,,,,,41.0,False,False,False,,,,,none,,False,,True,False
HL,19.005000000000003,1.0559149400039247,0.6034,30.23255813953488,8.0,1.375,10.071942446043156,135.0,49.0,False,False,True,,,,,athena,30.23255813953488,False,,True,False
HOOD,107.64500000000001,1.112233355312886,0.5991,21.21212121212121,8.0,7.6,4.081632653061222,813.0,49.0,False,False,True,,,,,athena,21.21212121212121,True,50.14090262481839,True,False
HPE,61.364999999999995,1.1003597523194566,0.6223,79.6875,8.0,4.535,7.086614173228336,492.0,78.0,False,False,True,,,,,athena,79.6875,False,60.15167181648669,True,False
HSBC,103.005,1.1786367359032466,0.2233,42.201834862385326,8.0,2.95,17.543859649122805,17.0,40.0,False,False,True,,,,,athena,42.201834862385326,False,48.52555935290632,True,False
HSY,169.35000000000002,1.088947538003912,0.2625,47.4025974025974,8.0,5.425,20.0,9.0,43.0,False,False,True,,,,,athena,47.4025974025974,False,,True,False
HUT,92.53999999999999,1.0118759060933233,0.9328,22.404371584699454,8.0,10.575,14.778325123152708,11.0,48.0,False,False,True,,,,,athena,22.404371584699454,True,,True,False
HYG,78.705,1.1140908949860282,0.0491,37.5,8.0,0.44499999999999995,39.99999999999999,439.0,,False,False,False,,,,,athena,37.5,False,43.09245548565387,True,False
IAU,82.07499999999999,1.0988690230844984,0.23,53.535353535353536,8.0,2.075,15.384615384615385,25.0,,False,False,True,,,,,athena,53.535353535353536,False,,True,False
IBB,206.7,1.1453769503262154,0.2155,,,,,,,False,False,False,,,,,none,,False,53.050714335013964,True,False
IBM,238.24,1.2245652591439995,0.3382,75.75757575757575,8.0,9.524999999999999,7.407407407407414,118.0,34.0,False,True,True,34.447682,42.0,2026-09-17,251.0,ib,42.0,False,51.080055093372195,True,False
INTC,111.09,1.0618288055900054,0.6552,64.93506493506493,11.0,9.625,5.291005291005291,2.0,36.0,False,False,True,,,,,athena,64.93506493506493,False,,True,False
INTU,316.58,1.064954782480571,0.4809,96.17834394904459,8.0,18.2,17.14285714285715,40.0,64.0,False,False,True,,,,,athena,96.17834394904459,False,,True,False
IOT,40.155,1.2075268816453257,0.5514,61.02564102564103,8.0,2.7,16.66666666666666,8.0,78.0,False,True,True,53.179601,26.8,2026-09-17,251.0,ib,26.8,True,51.81114229568028,True,True
ISRG,382.525,1.098531912730514,0.3506,68.29268292682927,8.0,15.55,22.516556291390728,3.0,34.0,False,False,True,,,,,athena,68.29268292682927,False,,True,False
IVV,763.875,1.1058148419354776,0.1291,38.88888888888889,8.0,11.6,43.47826086956522,0.0,,False,False,False,,,,,athena,38.88888888888889,False,49.871631141763245,True,False
IYR,99.10499999999999,1.1594277843469694,0.146,15.69767441860465,8.0,1.7,28.57142857142858,0.0,,False,False,False,,,,,athena,15.69767441860465,True,34.87800463334493,True,False
JETS,28.365000000000002,0.8879507927942515,0.3614,56.99999999999999,,,,,,False,False,False,,,,,athena,56.99999999999999,False,,True,False
JNJ,268.67,0.9737719477644594,0.2572,87.61467889908256,,,,,26.0,False,False,False,,,,,athena,87.61467889908256,False,,True,False
JNUG,178.445,1.0077638711893333,0.9581,,,,,,,False,False,False,,,,,none,,False,,True,False
JPM,349.83500000000004,0.9358796021116415,0.2578,65.80086580086581,,,,,26.0,False,False,False,,,,,athena,65.80086580086581,False,,True,False
KGC,28.515,1.0631427554869506,0.4656,40.816326530612244,8.0,1.625,20.118343195266277,62.0,41.0,False,False,True,,,,,athena,40.816326530612244,False,,True,False
KKR,98.945,1.0505042079927516,0.3845,42.38095238095238,8.0,4.725,12.765957446808502,7.0,50.0,False,False,True,,,,,athena,42.38095238095238,False,,True,False
KLAC,167.975,1.1074518971136391,0.5218,,8.0,10.149999999999999,12.499999999999993,29.0,42.0,False,False,True,,,,,none,,False,37.60703793386333,True,False
KMI,31.155,1.059609753601755,0.2525,51.06382978723404,8.0,0.94,22.784810126582283,106.0,35.0,False,False,True,,,,,athena,51.06382978723404,False,,True,False
KO,88.025,1.1304409377470954,0.1835,61.502347417840376,8.0,1.845,7.10659898477158,386.0,34.0,False,False,True,,,,,athena,61.502347417840376,False,52.07518535931959,True,False
KOLD,29.005000000000003,1.2756448058445538,0.6155,3.7037037037037033,8.0,,,,,False,True,False,,,,,athena,3.7037037037037033,True,48.82512819704768,True,False
KR,60.785,1.19082796989459,0.2542,66.66666666666666,8.0,1.99,17.20430107526882,13.0,78.0,False,False,True,,,,,athena,66.66666666666666,False,60.109469056819904,True,False
KVUE,17.825,0.8635093323546914,0.2126,9.6045197740113,,,,,50.0,False,False,False,,,,,athena,9.6045197740113,True,,True,False
LB,85.46000000000001,1.073473204351389,0.5013,,,,,,56.0,False,False,False,,,,,none,,False,,True,False
LEN,78.57,1.0171927499518065,0.3812,38.54166666666667,8.0,4.0,11.111111111111109,42.0,1.0,True,False,True,,,,,athena,38.54166666666667,False,,True,False
LITE,922.75,1.1283975858660356,0.6934,13.114754098360656,8.0,77.25,6.7658998646820026,105.0,48.0,False,False,True,,,,,athena,13.114754098360656,True,53.34665872803467,True,False
LLY,1145.28,1.1603712091238987,0.3223,42.34234234234234,8.0,44.4,19.588875453446196,167.0,42.0,False,False,True,,,,,athena,42.34234234234234,False,45.3644662549454,True,False
LMT,528.255,1.1548264286174628,0.2584,67.44186046511628,8.0,15.45,26.08695652173913,14.0,34.0,False,False,False,,,,,athena,67.44186046511628,False,41.07315886471943,True,False
LNG,269.15999999999997,1.028272768351949,0.3137,73.41772151898735,8.0,10.3,16.326530612244895,12.0,43.0,False,False,True,,,,,athena,73.41772151898735,False,,True,False
LOW,194.68,1.1869696350798444,0.2687,49.62406015037594,8.0,6.75,18.181818181818183,30.0,62.0,False,False,True,,,,,athena,49.62406015037594,False,34.36021583470438,True,False
