tkr,spot,fvr,iv30,ath_pctile,dte,cost,ba,oi,earn_days,earn_in_win,g_fvr,g_liq,ib_iv30,ib_pctile,ib_asof,ib_days,iv_src,ivpct,g_iv,rsi14,g_rsi,pass_all
NOK,10.415,0.8890231493114873,0.6646,65.9090909090909,,,,,28.0,False,False,False,,,,,athena,65.9090909090909,False,,True,False
NOV,19.955,0.8461346094402176,0.4483,,,,,,34.0,False,False,False,,,,,none,,False,,True,False
NOW,137.85000000000002,1.0191446914494249,0.5532,79.22077922077922,8.0,8.525,4.70588235294116,159.0,35.0,False,False,True,,,,,athena,79.22077922077922,False,,True,False
NRG,98.345,1.099944214907217,0.4604,62.38532110091744,,,,,43.0,False,False,False,,,,,athena,62.38532110091744,False,,True,False
NTAP,198.42000000000002,1.131814513005882,0.4586,80.22598870056498,,,,,68.0,False,False,False,,,,,athena,80.22598870056498,False,57.45996752991515,True,False
NTES,117.58,1.189803598367416,0.3208,,,,,,57.0,False,False,False,,,,,none,,False,44.925061633967026,True,False
NTNX,68.5,1.1917507248265897,0.3913,,,,,,62.0,False,False,False,,,,,none,,False,57.341945815955356,True,False
NTR,73.97,1.0436410751854808,0.3384,61.05263157894737,8.0,2.9000000000000004,47.05882352941176,6.0,42.0,False,False,False,,,,,athena,61.05263157894737,False,,True,False
NU,13.56,1.1519559363369898,0.4294,57.6036866359447,8.0,0.6399999999999999,36.065573770491795,235.0,50.0,False,False,False,,,,,athena,57.6036866359447,False,39.457976676154566,True,False
NUE,246.63,1.0840917144213933,0.3494,17.647058823529413,,,,,34.0,False,False,False,,,,,athena,17.647058823529413,True,,True,False
NUGT,163.36,1.0649918673249306,0.8273,58.94736842105262,8.0,16.049999999999997,48.48484848484848,4.0,,False,False,False,,,,,athena,58.94736842105262,False,,True,False
NVDA,223.83499999999998,1.2433005942805122,0.3054,9.956709956709958,8.0,8.0,2.564102564102566,4905.0,56.0,False,True,True,30.32031,0.4,2026-09-24,251.0,ib,0.4,True,54.84451303400265,True,True
NVDL,35.335,1.3532691766990657,0.531,0.8771929824561403,8.0,2.575,33.33333333333333,125.0,,False,True,False,,,,,athena,0.8771929824561403,True,53.459541014285136,True,False
NVO,38.629999999999995,1.3328623207979644,0.2837,3.30188679245283,8.0,1.27,48.54368932038835,86.0,41.0,False,True,False,,,,,athena,3.30188679245283,True,30.14629293274173,True,False
NXPI,229.11,1.0286534701929444,0.4504,55.33980582524271,,,,,33.0,False,False,False,,,,,athena,55.33980582524271,False,,True,False
OIH,394.5,1.0338356424758386,0.3329,,,,,,,False,False,False,,,,,none,,False,,True,False
OKE,91.0,1.0497695343632985,0.2775,,,,,,34.0,False,False,False,,,,,none,,False,,True,False
ON,73.5,0.9671783825933432,0.5907,60.78431372549019,,,,,40.0,False,False,False,,,,,athena,60.78431372549019,False,,True,False
OXY,57.9,1.1199088628857048,0.323,44.58874458874459,8.0,2.37,18.93004115226337,128.0,47.0,False,False,True,,,,,athena,44.58874458874459,False,45.092406684691795,True,False
PAA,24.65,0.8856547033495807,0.2188,43.47826086956522,,,,,42.0,False,False,False,,,,,athena,43.47826086956522,False,,True,False
PANW,388.975,1.1353856438421952,0.5171,86.14718614718615,8.0,24.0,49.48024948024947,6.0,56.0,False,False,False,,,,,athena,86.14718614718615,False,60.831489760897746,True,False
PBR,21.064999999999998,0.9034768052753869,0.485,78.125,,,,,47.0,False,False,False,,,,,athena,78.125,False,,True,False
PCG,12.33,1.015755389068505,0.4612,70.0,8.0,0.54,70.58823529411765,419.0,29.0,False,False,False,,,,,athena,70.0,False,,True,False
PHM,118.5,0.6438488203325359,0.4102,65.359477124183,,,,,27.0,False,False,False,,,,,athena,65.359477124183,False,,True,False
PLTR,191.575,1.2647362595650014,0.4699,19.047619047619047,8.0,10.85,2.8708133971291767,776.0,40.0,False,True,True,46.988543,25.6,2026-09-24,251.0,ib,25.6,True,67.36751264285081,True,True
PM,192.0,0.8520626018365328,0.3177,82.16216216216216,,,,,27.0,False,False,False,,,,,athena,82.16216216216216,False,,True,False
PNC,223.70999999999998,0.8784504502883284,0.2785,72.16494845360825,,,,,21.0,False,False,False,,,,,athena,72.16494845360825,False,,True,False
PONY,7.105,0.7737602506541029,0.8569,25.833333333333336,,,,,62.0,False,False,False,,,,,athena,25.833333333333336,True,,True,False
PSX,254.745,0.9959486738846939,0.4499,91.58878504672897,,,,,35.0,False,False,False,,,,,athena,91.58878504672897,False,,True,False
QBTS,17.345,1.0959191961540784,0.6905,0.0,8.0,1.47,13.698630136986298,373.0,43.0,False,False,True,,,,,athena,0.0,True,,True,False
QUBT,9.120000000000001,1.3790636588957546,0.5857,0.0,8.0,0.73,32.258064516129025,215.0,50.0,False,True,False,,,,,athena,0.0,True,62.83973058469565,True,False
RCAT,6.8100000000000005,1.0553434539129123,0.8136,3.4782608695652173,8.0,0.61,71.42857142857142,419.0,50.0,False,False,False,,,,,athena,3.4782608695652173,True,,True,False
RCL,239.25,1.1352545690494593,0.4231,48.80952380952381,8.0,12.899999999999999,32.835820895522396,63.0,34.0,False,False,False,,,,,athena,48.80952380952381,False,31.213276572756698,True,False
RDDT,152.55,1.1885439488213563,0.5831,4.784688995215311,8.0,10.025,17.61658031088082,66.0,36.0,False,False,True,,,,,athena,4.784688995215311,True,47.09773233979733,True,False
REGN,794.5,1.1823833025770583,0.2899,16.76300578034682,8.0,26.9,71.81467181467181,0.0,34.0,False,False,False,,,,,athena,16.76300578034682,True,51.191046197341876,True,False
RIG,5.445,0.981873545842801,0.4872,29.72972972972973,,,,,36.0,False,False,False,,,,,athena,29.72972972972973,True,,True,False
RKLB,74.32499999999999,1.0703174738792829,0.7256,6.535947712418301,8.0,6.11,9.375000000000009,50.0,47.0,False,False,True,,,,,athena,6.535947712418301,True,,True,False
ROST,234.0,1.166299248131164,0.2759,62.745098039215684,8.0,7.25,62.85714285714285,9.0,57.0,False,False,False,,,,,athena,62.745098039215684,False,54.693717809089044,True,False
RRC,38.82,1.0629279154198674,0.3404,,,,,,35.0,False,False,False,,,,,none,,False,,True,False
RTX,189.57,0.9516335866647925,0.2912,84.9673202614379,,,,,27.0,False,False,False,,,,,athena,84.9673202614379,False,,True,False
RUM,8.54,1.02273001089284,0.838,51.75438596491229,8.0,0.7749999999999999,57.14285714285715,138.0,49.0,False,False,False,,,,,athena,51.75438596491229,False,,True,False
SCHW,99.32,0.8661465428314553,0.3117,68.90243902439023,,,,,22.0,False,False,False,,,,,athena,68.90243902439023,False,,True,False
SHEL,94.93,1.1742393491064647,0.2325,63.90977443609023,8.0,2.5749999999999997,167.56756756756758,56.0,35.0,False,False,False,,,,,athena,63.90977443609023,False,57.566405613096585,True,False
SIG,99.495,1.1103744598325966,0.4331,51.546391752577314,8.0,4.5,82.35294117647058,43.0,69.0,False,False,False,,,,,athena,51.546391752577314,False,61.21628354092781,True,False
SILJ,28.985,1.0604555986482067,0.5036,47.95918367346938,8.0,1.5150000000000001,72.09302325581393,713.0,,False,False,False,,,,,athena,47.95918367346938,False,,True,False
SIRI,26.615000000000002,1.2016233012815303,0.293,14.14141414141414,8.0,1.2199999999999998,139.568345323741,31.0,36.0,False,True,False,,,,,athena,14.14141414141414,True,35.91488110550148,True,False
SLB,51.59,1.049330655960843,0.3754,71.24183006535948,8.0,2.21,45.45454545454545,84.0,22.0,False,False,False,,,,,athena,71.24183006535948,False,,True,False
SLV,57.485,1.143993986462859,0.3392,56.709956709956714,8.0,2.23,7.207207207207195,348.0,,False,False,True,,,,,athena,56.709956709956714,False,46.34650965513144,True,False
SMH,599.7,1.1413554703449091,0.332,47.61904761904761,8.0,22.575,29.15601023017903,94.0,,False,False,False,,,,,athena,47.61904761904761,False,60.99186240624698,True,False
SMMT,16.375,0.36326698888999087,2.4745,98.49624060150376,,,,,26.0,False,False,False,,,,,athena,98.49624060150376,False,,True,False
SMST,12.25,1.090228512682101,1.3046,,,,,,,False,False,False,,,,,none,,False,,True,False
SNDK,1753.5,1.05294177324812,0.7134,5.4945054945054945,8.0,152.5,8.363201911589007,84.0,43.0,False,False,True,,,,,athena,5.4945054945054945,True,,True,False
SO,82.995,0.6509628960841038,0.2877,94.76744186046511,,,,,36.0,False,False,False,,,,,athena,94.76744186046511,False,,True,False
SPGI,402.74,1.0057537490605808,0.2899,75.35545023696683,8.0,13.424999999999999,99.5073891625616,31.0,36.0,False,False,False,,,,,athena,75.35545023696683,False,,True,False
SPOT,509.995,0.7293848297085945,0.5305,81.30841121495327,,,,,41.0,False,False,False,,,,,athena,81.30841121495327,False,,True,False
SRPT,18.535,0.9152277696407721,0.8819,43.63636363636363,,,,,40.0,False,False,False,,,,,athena,43.63636363636363,False,,True,False
STX,906.5,1.0315350951476283,0.7182,81.57894736842105,8.0,78.3,36.36363636363637,0.0,34.0,False,False,False,,,,,athena,81.57894736842105,False,,True,False
SU,68.67500000000001,1.0923134156920564,0.3208,77.30496453900709,8.0,2.6750000000000003,16.94915254237288,6.0,41.0,False,False,True,,,,,athena,77.30496453900709,False,,True,False
SYF,70.795,0.9784088025713067,0.3196,,,,,,21.0,False,False,False,,,,,none,,False,,True,False
SYM,44.16,1.2864443389032383,0.535,2.0408163265306123,8.0,2.575,102.04081632653062,35.0,61.0,False,True,False,,,,,athena,2.0408163265306123,True,55.87854170777192,True,False
SYY,77.7,1.0176525560906555,0.2059,,,,,,34.0,False,False,False,,,,,none,,False,,True,False
TAP,36.655,1.0576824963582512,0.3062,,,,,,41.0,False,False,False,,,,,none,,False,,True,False
TBT,40.39,0.8931455409536744,0.2974,,,,,,,False,False,False,,,,,none,,False,,True,False
TECK,66.38,1.373829381038987,0.3682,12.068965517241379,8.0,2.575,121.95121951219514,0.0,28.0,False,True,False,,,,,athena,12.068965517241379,True,50.40844246921716,True,False
TEM,81.6,1.014917575308718,0.8221,39.0728476821192,8.0,7.875,54.77707006369427,0.0,41.0,False,False,False,,,,,athena,39.0728476821192,False,,True,False
TEVA,39.89,1.1187041293759608,0.3301,30.17241379310345,8.0,1.77,121.42857142857142,204.0,42.0,False,False,False,,,,,athena,30.17241379310345,False,64.27889301485862,True,False
THC,254.0,0.9421514553255048,0.5101,,,,,,34.0,False,False,False,,,,,none,,False,,True,False
TJX,131.415,1.3950772939776046,0.201,62.68656716417911,8.0,3.625,26.865671641791046,25.0,55.0,False,True,False,,,,,athena,62.68656716417911,False,43.80814827728665,True,False
TLN,301.0,1.2065183611993622,0.5026,29.80132450331126,8.0,18.55,70.80745341614907,5.0,42.0,False,True,False,,,,,athena,29.80132450331126,True,44.154284549878064,True,False
TMUS,165.825,1.1022467028352037,0.3155,79.22077922077922,8.0,6.35,38.70967741935484,271.0,29.0,False,False,False,,,,,athena,79.22077922077922,False,34.70174995898441,True,False
TNA,59.84,1.134315547969905,0.5379,8.974358974358974,8.0,3.975,13.012048192771083,364.0,,False,False,True,,,,,athena,8.974358974358974,True,33.34531282474093,True,False
TOL,136.05,1.2242791015277168,0.2888,,,,,,75.0,False,True,False,,,,,none,,False,42.67298819275432,True,False
TPR,112.975,1.3103502580459658,0.3383,19.230769230769234,8.0,4.85,121.73913043478262,0.0,43.0,False,True,False,,,,,athena,19.230769230769234,True,31.22638091038438,True,False
TQQQ,78.03,1.191095673036954,0.5234,44.21052631578947,8.0,4.8999999999999995,5.38461538461539,1049.0,,False,False,True,,,,,athena,44.21052631578947,False,62.12820544920085,True,False
TSCO,31.3,0.8213685911227414,0.4541,79.1044776119403,,,,,29.0,False,False,False,,,,,athena,79.1044776119403,False,,True,False
TSM,450.3,1.0726164666810294,0.3264,19.913419913419915,8.0,15.9,23.768115942028995,99.0,22.0,False,False,True,,,,,athena,19.913419913419915,True,,True,False
TTWO,203.39,1.4944140497107945,0.3549,75.93984962406014,8.0,8.7,51.99999999999999,41.0,43.0,False,True,False,,,,,athena,75.93984962406014,False,33.32119683378164,True,False
TXN,270.24,0.8693032266798548,0.4571,82.02764976958525,,,,,27.0,False,False,False,,,,,athena,82.02764976958525,False,,True,False
UAL,111.525,0.8168424243189291,0.5387,50.282485875706215,,,,,21.0,False,False,False,,,,,athena,50.282485875706215,False,,True,False
UBER,69.22999999999999,1.1903681631775294,0.3317,24.2152466367713,8.0,2.6399999999999997,6.956521739130422,1382.0,41.0,False,False,True,,,,,athena,24.2152466367713,True,36.359156146046345,True,False
ULTA,549.385,1.3611955382311622,0.3023,61.05263157894737,8.0,22.2,73.68421052631581,4.0,71.0,False,True,False,,,,,athena,61.05263157894737,False,54.10225716602742,True,False
UNP,273.395,0.8140504797810307,0.2786,76.14678899082568,,,,,29.0,False,False,False,,,,,athena,76.14678899082568,False,,True,False
UPRO,149.175,1.008218593886909,0.3873,38.94736842105263,8.0,6.65,32.62411347517729,103.0,,False,False,False,,,,,athena,38.94736842105263,False,,True,False
URA,40.935,0.9522830113468334,0.4459,32.06106870229007,,,,,,False,False,False,,,,,athena,32.06106870229007,False,,True,False
UUP,28.744999999999997,0.6535048591904304,0.1408,,,,,,,False,False,False,,,,,none,,False,,True,False
V,367.65,1.1310623827516655,0.2088,45.2914798206278,8.0,9.225,16.09195402298851,59.0,34.0,False,False,True,,,,,athena,45.2914798206278,False,48.1927200438147,True,False
VALE,13.635000000000002,1.3132144302395528,0.2924,34.31372549019608,8.0,0.895,155.0,19.0,36.0,False,True,False,,,,,athena,34.31372549019608,False,34.13673708110491,True,False
VRT,246.375,1.1819818724927627,0.5105,14.220183486238533,8.0,15.3,22.068965517241388,60.0,28.0,False,False,True,,,,,athena,14.220183486238533,True,43.53930356287028,True,False
VRTX,521.98,1.297632847714253,0.251,40.78947368421053,8.0,15.95,114.09395973154363,0.0,40.0,False,True,False,,,,,athena,40.78947368421053,False,50.5229618032602,True,False
WDC,451.375,1.088947076044103,0.6679,68.5,8.0,35.85,28.251748251748243,16.0,36.0,False,False,False,,,,,athena,68.5,False,,True,False
WMB,70.78,1.089125892403399,0.2871,52.736318407960205,8.0,2.7249999999999996,50.98039215686276,16.0,40.0,False,False,False,,,,,athena,52.736318407960205,False,,True,False
WMT,107.51,1.256862924347307,0.2626,72.85714285714285,8.0,3.2,26.008968609865473,890.0,56.0,False,True,False,,,,,athena,72.85714285714285,False,48.28918080532054,True,False
WPM,143.5,1.0824020071169627,0.4599,82.32044198895028,8.0,7.35,42.25352112676057,1.0,42.0,False,False,False,,,,,athena,82.32044198895028,False,,True,False
XHB,96.41,0.9787672009705657,0.287,33.33333333333333,,,,,,False,False,False,,,,,athena,33.33333333333333,False,,True,False
YUM,138.875,1.271810606848691,0.2315,,,,,,41.0,False,True,False,,,,,none,,False,38.34092845040466,True,False
