tkr,spot,fvr,iv30,ath_pctile,dte,cost,ba,oi,earn_days,earn_in_win,g_fvr,g_liq,ib_iv30,ib_pctile,ib_asof,ib_days,iv_src,ivpct,g_iv,rsi14,g_rsi,pass_all
CAT,804.2975,1.1904321864245007,0.34969573028733864,68.34862385321101,7.0,31.675,40.78303425774878,2.0,41.0,False,False,False,,,,,athena,68.34862385321101,False,47.3579097006916,True,False
CCJ,91.43,1.1389795401932745,0.42281947891913896,12.962962962962962,7.0,4.02,19.51219512195122,30.0,48.0,False,False,True,,,,,athena,12.962962962962962,True,39.574479157248746,True,False
CEG,256.92,1.0912057472189747,0.41300866286780213,9.202453987730062,7.0,12.3,13.084112149532714,15.0,49.0,False,False,True,,,,,athena,9.202453987730062,True,,True,False
CF,130.9,1.0350817237553784,0.43687574064241796,83.11688311688312,7.0,6.5,29.411764705882355,4.0,47.0,False,False,False,,,,,athena,83.11688311688312,False,,True,False
CIEN,340.35,1.1320987165334133,0.6361503373729119,,7.0,24.4,25.94142259414226,24.0,84.0,False,False,False,,,,,none,,False,43.036456254362,True,False
CIFR,17.16,1.0414101184269466,0.9325838763586911,5.7324840764331215,7.0,2.1100000000000003,8.247422680412367,459.0,46.0,False,False,True,,,,,athena,5.7324840764331215,True,,True,False
CLF,12.57,1.0901903307206602,0.59270220755139,23.83419689119171,7.0,0.815,13.636363636363638,567.0,32.0,False,False,True,,,,,athena,23.83419689119171,True,,True,False
CLS,333.475,1.1415083411745401,0.6251810095855812,37.66233766233766,7.0,22.599999999999998,21.83406113537118,14.0,39.0,False,False,True,,,,,athena,37.66233766233766,False,54.182423103615186,True,False
CME,271.815,1.103043320881484,0.24299286537190734,75.71428571428571,7.0,7.3999999999999995,16.66666666666667,3.0,34.0,False,False,True,,,,,athena,75.71428571428571,False,48.81192791610643,True,False
CMI,523.59,1.193156904345021,0.324312923118903,,,,,,49.0,False,False,False,,,,,none,,False,29.580600025289215,True,False
COF,201.29,1.1504438386365015,0.28766989454046166,35.46511627906977,7.0,6.550000000000001,17.543859649122805,46.0,33.0,False,False,True,,,,,athena,35.46511627906977,False,34.600182653757514,True,False
CORZ,17.24,1.110962298659408,0.7135549947745623,18.617021276595743,7.0,1.39,20.18348623853211,113.0,35.0,False,False,True,,,,,athena,18.617021276595743,True,44.28134763937149,True,False
COST,896.385,1.0185446088196064,0.227283101611577,56.92307692307692,7.0,30.875,13.010590015128606,29.0,6.0,True,False,True,,,,,athena,56.92307692307692,False,,True,False
COTY,2.445,1.1199188258442976,0.6500319392120656,,,,,,48.0,False,False,False,,,,,none,,False,35.8912884024336,True,False
CRWD,236.075,1.1839467973611497,0.5223052582602178,77.92207792207793,7.0,13.575000000000001,7.594936708860761,684.0,75.0,False,False,True,,,,,athena,77.92207792207793,False,59.33553988293451,True,False
CRWV,79.45,1.1103356175573065,0.7335138827646702,5.208333333333334,7.0,6.335,4.283360790774296,2707.0,53.0,False,False,True,,,,,athena,5.208333333333334,True,42.214999326253206,True,False
CSTM,25.765,1.396672864789457,0.43566541530348357,,,,,,41.0,False,True,False,,,,,none,,False,40.40653992615878,True,False
CVNA,64.88,1.1921908260495773,0.5675735180159506,48.05825242718447,7.0,4.175,8.4788029925187,348.0,41.0,False,False,True,,,,,athena,48.05825242718447,False,38.98031032313623,True,False
CVS,88.94,1.0861755537827549,0.29422054838048767,36.32286995515695,7.0,2.645,17.021276595744677,2.0,41.0,False,False,True,,,,,athena,36.32286995515695,False,,True,False
CVX,210.72,1.084761973306668,0.2606235600804422,60.0,7.0,6.1899999999999995,10.526315789473681,223.0,42.0,False,False,True,,,,,athena,60.0,False,,True,False
DAL,79.66,0.8711703827893799,0.4284390940313032,32.73809523809524,,,,,21.0,False,False,False,,,,,athena,32.73809523809524,False,,True,False
DASH,193.73,1.2166069987236634,0.41733153381349963,50.0,7.0,9.225,16.822429906542048,247.0,48.0,False,True,True,41.749956,24.4,2026-09-18,251.0,ib,24.4,True,35.37168412685101,True,True
DB,37.995,1.0827097492666669,0.33049849726297975,,,,,,40.0,False,False,False,,,,,none,,False,,True,False
DBX,37.03,1.2205049467633613,0.36872702058188106,59.183673469387756,7.0,1.5,20.689655172413794,14.0,49.0,False,True,True,35.876388,53.2,2026-09-18,251.0,ib,53.2,False,60.28486697662421,True,False
DE,682.36,1.1747483589949714,0.2990733177785824,72.63157894736842,7.0,22.4,19.742489270386272,2.0,68.0,False,False,True,,,,,athena,72.63157894736842,False,60.65986579310971,True,False
DELL,583.53,1.1986500519353556,0.5925464664400738,74.66666666666667,7.0,36.325,7.616361071932285,106.0,68.0,False,False,True,,,,,athena,74.66666666666667,False,65.43577273517437,True,False
DIA,514.7,1.14916875148096,0.12985414599342485,42.92929292929293,7.0,6.875,6.153846153846159,99.0,,False,False,True,,,,,athena,42.92929292929293,False,37.06149410007726,True,False
DJT,8.695,1.2448747155203004,0.6494842393980182,60.526315789473685,7.0,0.5800000000000001,50.0,58.0,49.0,False,True,False,,,,,athena,60.526315789473685,False,44.98729701693125,True,False
DKS,123.98,1.225637990762863,0.4304815849585921,72.26890756302521,7.0,5.925,24.0,15.0,68.0,False,True,True,42.384936,58.4,2026-09-18,251.0,ib,58.4,False,26.216588386935456,True,False
ED,105.81,1.1344431807308368,0.16746142219680749,,,,,,49.0,False,False,False,,,,,none,,False,44.397705636422806,True,False
EOG,144.575,1.0030357901328053,0.32482590519547055,56.71641791044776,7.0,5.225,21.359223300970882,47.0,49.0,False,False,True,,,,,athena,56.71641791044776,False,,True,False
EOSE,3.8198,1.1564065173822704,1.0183096468865855,34.074074074074076,7.0,0.44999999999999996,0.0,,48.0,False,False,False,,,,,athena,34.074074074074076,False,49.320953623851864,True,False
EPD,38.84,1.1955803994079253,0.16017277138845198,53.06122448979592,7.0,0.79,143.75000000000003,,42.0,False,False,False,,,,,athena,53.06122448979592,False,53.86814121913281,True,False
EQT,50.16,1.1533008989132683,0.2899936012601253,13.684210526315791,7.0,1.645,8.571428571428562,,33.0,False,False,False,,,,,athena,13.684210526315791,True,29.25803547089184,True,False
ERX,109.02,1.0328839386516522,0.5049851733105537,,,,,,,False,False,False,,,,,none,,False,,True,False
ET,21.015,1.0586250295162247,0.1862586013944585,30.88235294117647,7.0,0.42000000000000004,46.15384615384615,426.0,48.0,False,False,False,,,,,athena,30.88235294117647,False,,True,False
ETHA,19.32,1.083959514593507,0.5056863584115245,3.225806451612903,7.0,1.06,4.444444444444448,49.0,,False,False,True,,,,,athena,3.225806451612903,True,,True,False
ETN,413.09,1.0682704157078275,0.37942120397066387,64.93506493506493,7.0,18.4,19.780219780219788,12.0,47.0,False,False,True,,,,,athena,64.93506493506493,False,,True,False
EW,88.0,1.1434515364662654,0.272080175825515,,,,,,42.0,False,False,False,,,,,none,,False,47.74754806453898,True,False
EWJ,96.325,1.049212448113083,0.2253304388296188,,7.0,2.0749999999999997,24.390243902439014,1.0,,False,False,True,,,,,none,,False,,True,False
EWY,179.105,1.0982563208979343,0.43411426272209747,,7.0,7.9,12.048192771084347,960.0,,False,False,True,,,,,none,,False,,True,False
EWZ,37.385,0.9785549375623596,0.42154627215724044,88.23529411764706,,,,,,False,False,False,,,,,athena,88.23529411764706,False,,True,False
EXPE,281.5,1.151413921317734,0.4334178253090365,68.42105263157895,7.0,13.95,27.64227642276423,1.0,49.0,False,False,False,,,,,athena,68.42105263157895,False,40.755768663294084,True,False
FCX,70.75,1.0721547326948253,0.45043824381161846,53.153153153153156,7.0,3.535,8.174386920980922,246.0,35.0,False,False,True,,,,,athena,53.153153153153156,False,,True,False
FEZ,68.005,1.0586744107536263,0.16785152658889643,46.875,7.0,,,,,False,False,False,,,,,athena,46.875,False,,True,False
FFIV,427.68,1.192672562246691,0.36632644570433415,,,,,,39.0,False,False,False,,,,,none,,False,59.344019063572155,True,False
FIVE,238.38,1.053440146385438,0.38828574505460056,,,,,,76.0,False,False,False,,,,,none,,False,,True,False
FLEX,107.57,1.3017055898456593,0.5706113566563905,,,,,,41.0,False,True,False,,,,,none,,False,43.843071031853555,True,False
FLR,54.425,1.1606272530415622,0.4553841087230592,,,,,,49.0,False,False,False,,,,,none,,False,51.59240550987469,True,False
FOXA,63.8,1.1305380382713326,0.33763734510486415,63.095238095238095,,,,,42.0,False,False,False,,,,,athena,63.095238095238095,False,44.961450831088996,True,False
FSLR,195.095,1.1766758728676223,0.48467887519691877,13.043478260869565,7.0,10.45,12.682926829268299,67.0,42.0,False,False,True,,,,,athena,13.043478260869565,True,40.45025476377459,True,False
FTNT,167.78,1.3075248840185432,0.44755369059983385,83.4061135371179,7.0,8.05,16.993464052287592,10.0,48.0,False,True,True,44.607366999999996,54.0,2026-09-18,251.0,ib,54.0,False,54.93354511873427,True,False
GAP,20.715,1.3581718687608633,0.35992284907025474,20.0,7.0,0.91,24.242424242424253,229.0,63.0,False,True,True,36.511368,10.4,2026-09-18,251.0,ib,10.4,True,47.90268700917861,True,True
GBTC,62.06,1.117151031857993,0.3643329092922975,30.37974683544304,7.0,2.5500000000000003,33.96226415094339,0.0,,False,False,False,,,,,athena,30.37974683544304,False,63.45240441782999,True,False
GD,353.24,1.1350274661720128,0.20863688901139193,53.246753246753244,7.0,6.95,28.57142857142857,2.0,35.0,False,False,False,,,,,athena,53.246753246753244,False,32.10602159751902,True,False
GDXJ,122.71,1.0928333456020847,0.4693971624054337,60.29411764705882,7.0,6.475,23.25581395348837,27.0,,False,False,True,,,,,athena,60.29411764705882,False,,True,False
GE,311.81,1.1616456631501537,0.3044080488179994,55.60538116591929,7.0,10.9,18.181818181818183,59.0,33.0,False,False,True,,,,,athena,55.60538116591929,False,33.27078329101046,True,False
GEV,929.77,1.0942308229145197,0.45394301012296684,23.74429223744292,7.0,46.25,19.130434782608692,2.0,34.0,False,False,True,,,,,athena,23.74429223744292,True,,True,False
GILD,150.78,1.1199847476082558,0.27446261455688703,36.36363636363637,7.0,4.54,21.772151898734172,1.0,42.0,False,False,True,,,,,athena,36.36363636363637,False,64.18753621145612,True,False
GLW,149.43,1.1017478280785622,0.5587297518666673,84.5771144278607,7.0,9.45,10.309278350515465,833.0,40.0,False,False,True,,,,,athena,84.5771144278607,False,47.020639975298415,True,False
GM,83.47,1.1476905818645042,0.3167669476485825,42.97520661157025,7.0,2.95,11.152416356877318,21.0,33.0,False,False,True,,,,,athena,42.97520661157025,False,43.51160899399868,True,False
GME,22.545,1.0731455377893708,0.47030147775040815,37.755102040816325,7.0,1.085,14.814814814814806,736.0,82.0,False,False,True,,,,,athena,37.755102040816325,False,,True,False
GOOG,350.6274,1.1850743989110732,0.2922264345813143,35.4978354978355,7.0,11.425,3.9999999999999853,307.0,41.0,False,False,True,,,,,athena,35.4978354978355,False,55.6061191470367,True,False
GOOGL,354.625,1.172569902926406,0.2950593357525735,34.63203463203463,7.0,11.625,5.907172995780585,211.0,,False,False,True,,,,,athena,34.63203463203463,False,56.06999718191427,True,False
GRRR,12.6522,1.1815889800754016,0.888704848972615,10.989010989010989,7.0,,,,61.0,False,False,False,,,,,athena,10.989010989010989,True,40.48405426565443,True,False
GS,948.03,0.9262857605504761,0.3450987430939582,75.75757575757575,,,,,25.0,False,False,False,,,,,athena,75.75757575757575,False,,True,False
GSK,49.795,1.0964620582850362,0.2537745811948164,29.591836734693878,7.0,1.375,28.57142857142858,20.0,40.0,False,False,False,,,,,athena,29.591836734693878,True,,True,False
HAL,33.805,1.0385560235393483,0.3649858523489408,31.05022831050228,7.0,1.335,16.43835616438356,115.0,33.0,False,False,True,,,,,athena,31.05022831050228,False,,True,False
HD,299.105,1.1956134741224262,0.24239928616995957,46.53465346534654,7.0,8.225,15.028901734104053,47.0,61.0,False,False,True,,,,,athena,46.53465346534654,False,29.334984228980574,True,False
HE,10.01,1.1508787077186011,0.3267355716195248,,,,,,49.0,False,False,False,,,,,none,,False,19.564273980308784,True,False
HIG,132.06,1.036396272287196,0.21091937333756125,,,,,,40.0,False,False,False,,,,,none,,False,,True,False
HL,18.775,1.074004684851118,0.6049107109918107,30.23255813953488,,,,,48.0,False,False,False,,,,,athena,30.23255813953488,False,,True,False
HOOD,115.355,1.0774059478850189,0.6133894411888832,25.97402597402597,,,,,48.0,False,False,False,,,,,athena,25.97402597402597,True,,True,False
HPE,60.81,1.1375671276359411,0.6117349116980347,79.16666666666666,,,,,77.0,False,False,False,,,,,athena,79.16666666666666,False,59.711269898602765,True,False
HSY,167.895,1.1735996761146845,0.24795262018060066,40.25974025974026,7.0,5.4,16.66666666666666,0.0,42.0,False,False,False,,,,,athena,40.25974025974026,False,32.78355928201212,True,False
HUT,91.46,1.0451633860633611,0.9196076130638564,19.12568306010929,7.0,9.299999999999999,13.49693251533742,22.0,47.0,False,False,True,,,,,athena,19.12568306010929,True,,True,False
HYG,78.545,0.8821872348377157,0.04642037172559831,35.57692307692308,,,,,,False,False,False,,,,,athena,35.57692307692308,False,,True,False
IAU,81.8,1.13014525193218,0.22038182532532483,46.464646464646464,7.0,1.875,28.57142857142857,27.0,,False,False,False,,,,,athena,46.464646464646464,False,49.152419060670404,True,False
IBB,205.36,1.0053030109888381,0.224763838599234,,,,,,,False,False,False,,,,,none,,False,,True,False
IBM,229.85,1.231760093695496,0.33527116110786326,74.45887445887446,7.0,8.725,15.757575757575767,119.0,33.0,False,True,True,36.193878,48.0,2026-09-18,251.0,ib,48.0,False,44.32724669295164,True,False
IOT,39.1375,1.2107177191545908,0.535452261638547,55.38461538461539,7.0,2.4749999999999996,23.25581395348837,0.0,77.0,False,True,False,,,,,athena,55.38461538461539,False,48.577860373004455,True,False
ISRG,388.89,1.1297801992427823,0.35143806666716093,68.29268292682927,,,,,33.0,False,False,False,,,,,athena,68.29268292682927,False,58.85949886960871,True,False
IYR,98.2,1.1388783916638525,0.15108787235478818,19.767441860465116,,,,,,False,False,False,,,,,athena,19.767441860465116,True,30.64845695641651,True,False
JETS,28.185,0.8604781004781262,0.37183785498586214,64.0,,,,,,False,False,False,,,,,athena,64.0,False,,True,False
JNJ,267.41,0.9844020862105076,0.2530727024517811,86.69724770642202,,,,,25.0,False,False,False,,,,,athena,86.69724770642202,False,,True,False
JNUG,174.87,1.0543048942549849,0.9469863421073069,,,,,,,False,False,False,,,,,none,,False,,True,False
JPM,347.9101,0.9232243791470865,0.2547006243684917,64.93506493506493,,,,,25.0,False,False,False,,,,,athena,64.93506493506493,False,,True,False
KGC,28.12,1.076722211903049,0.4788924598488833,43.87755102040816,7.0,1.46,25.98870056497175,63.0,40.0,False,False,False,,,,,athena,43.87755102040816,False,,True,False
KKR,97.26,1.0513044054683751,0.3830795934967544,42.38095238095238,7.0,4.35,18.947368421052637,5.0,49.0,False,False,True,,,,,athena,42.38095238095238,False,,True,False
KLAC,171.245,1.0950675239174175,0.5258000345347464,,7.0,9.9,17.283950617283953,284.0,41.0,False,False,True,,,,,none,,False,,True,False
KMI,31.505,1.0504228653595302,0.24046830763258625,45.744680851063826,7.0,0.87,23.72881355932203,320.0,34.0,False,False,True,,,,,athena,45.744680851063826,False,,True,False
KO,88.08,1.1517094985504812,0.18220623351917065,59.154929577464785,7.0,1.6949999999999998,6.741573033707871,413.0,33.0,False,False,True,,,,,athena,59.154929577464785,False,50.308795720099546,True,False
KOLD,28.54,1.3753910909772575,0.6823009034717186,4.444444444444445,7.0,2.0,70.96774193548387,53.0,,False,True,False,,,,,athena,4.444444444444445,True,47.04459291315619,True,False
KR,60.535,1.2289402632724447,0.25405167938593926,66.66666666666666,7.0,1.835,23.99999999999999,53.0,77.0,False,True,True,25.875448000000002,30.0,2026-09-18,251.0,ib,30.0,True,59.589263258804614,True,True
LB,85.94,1.132817303495269,0.4968260919060398,,,,,,55.0,False,False,False,,,,,none,,False,52.752108030186264,True,False
LEN,76.2379,1.0800106757537373,0.37044696391437054,31.25,7.0,3.475,16.94915254237288,22.0,0.0,True,False,True,,,,,athena,31.25,False,,True,False
LITE,900.55,1.0838731367966694,0.7070964705529186,14.754098360655737,7.0,73.1,12.066752246469822,56.0,47.0,False,False,True,,,,,athena,14.754098360655737,True,,True,False
LLY,1148.48,1.2270639144271511,0.31444499146079813,32.88288288288289,7.0,40.975,28.924598269468465,180.0,41.0,False,True,False,,,,,athena,32.88288288288289,False,46.217326320416305,True,False
LMT,533.64,1.1088928134232308,0.2606818084942631,70.54263565891473,7.0,14.5,24.460431654676267,58.0,33.0,False,False,True,,,,,athena,70.54263565891473,False,43.042289979583394,True,False
LNG,270.72,1.0997528989551872,0.30292282036506096,64.55696202531645,7.0,9.45,21.359223300970882,1.0,42.0,False,False,True,,,,,athena,64.55696202531645,False,,True,False
LOW,192.585,1.1998740587178343,0.264692133935132,47.368421052631575,7.0,6.175,22.608695652173925,6.0,61.0,False,False,True,,,,,athena,47.368421052631575,False,31.07806638793241,True,False
LRCX,278.295,1.1157159998745467,0.5389424637112417,70.66666666666667,7.0,16.65,9.523809523809524,477.0,34.0,False,False,True,,,,,athena,70.66666666666667,False,41.63292593755696,True,False
LUMN,6.445,1.1222129034303459,0.6640716056780609,24.299065420560748,7.0,0.455,25.64102564102563,165.0,42.0,False,False,False,,,,,athena,24.299065420560748,True,46.423226320737704,True,False
LUNR,13.9103,1.1184307741983175,0.8169781140684669,18.947368421052634,7.0,1.29,14.400000000000013,379.0,47.0,False,False,True,,,,,athena,18.947368421052634,True,39.691418481970786,True,False
LVS,40.43,1.1408229791629703,0.3238147608561705,29.213483146067414,7.0,1.425,24.460431654676263,0.0,34.0,False,False,False,,,,,athena,29.213483146067414,True,25.870587648877148,True,False
M,21.815,1.2035036898595441,0.3818599300993828,22.058823529411764,7.0,0.9500000000000001,13.95348837209302,136.0,76.0,False,True,True,37.781329,2.4,2026-09-18,251.0,ib,2.4,True,46.777634561807275,True,True
MARA,12.4097,1.0351758553904133,0.8465237828929537,39.66942148760331,7.0,1.1800000000000002,6.060606060606066,221.0,47.0,False,False,True,,,,,athena,39.66942148760331,False,,True,False
MBLY,7.915,1.05242739898385,0.5792454199629619,22.018348623853214,7.0,0.51,23.255813953488367,9.0,35.0,False,False,True,,,,,athena,22.018348623853214,True,,True,False
MCD,248.155,1.1189289678140493,0.21179432030133738,74.25742574257426,7.0,6.52,10.526315789473681,49.0,48.0,False,False,True,,,,,athena,74.25742574257426,False,32.83174039301714,True,False
MCK,869.91,1.2018950834177242,0.25116730141332405,66.23376623376623,,,,,48.0,False,True,False,,,,,athena,66.23376623376623,False,46.70315758412767,True,False
MET,96.725,1.1091763282250626,0.23237393662574446,,,,,,48.0,False,False,False,,,,,none,,False,52.46334814007005,True,False
META,675.55,1.1383502396052048,0.37518540232861103,74.45887445887446,7.0,29.599999999999998,4.633204633204631,1597.0,41.0,False,False,True,,,,,athena,74.45887445887446,False,68.10455103837378,True,False
MNST,44.97,1.263879929716784,0.24862683128631,,,,,,49.0,False,True,False,,,,,none,,False,47.176280763276786,True,False
MPC,423.435,1.0529640333124577,0.5071083219730842,86.74698795180723,,,,,47.0,False,False,False,,,,,athena,86.74698795180723,False,,True,False
MRK,146.25,1.2367991336674649,0.26823535087490574,36.93693693693694,7.0,4.515000000000001,25.06393861892584,24.0,41.0,False,True,False,,,,,athena,36.93693693693694,False,55.237731185642176,True,False
MRVL,239.245,1.0253051937711697,0.6485928236739873,61.038961038961034,7.0,16.075,4.3613707165108995,383.0,75.0,False,False,True,,,,,athena,61.038961038961034,False,,True,False
MS,202.32,0.9116117216519264,0.339904992317985,73.04347826086956,,,,,26.0,False,False,False,,,,,athena,73.04347826086956,False,,True,False
MSFT,492.77,1.3198477796013663,0.23391131462599052,58.87445887445888,7.0,12.425,8.264462809917356,283.0,41.0,False,True,True,22.383056,14.000000000000002,2026-09-18,251.0,ib,14.000000000000002,True,52.20990031822993,True,True
MSTR,143.8988,1.0715587213918085,0.6789231416025967,49.78165938864629,7.0,11.55,4.291845493562231,579.0,42.0,False,False,True,,,,,athena,49.78165938864629,False,,True,False
MSTY,15.58,1.1358277474023646,0.5260658830064407,46.42857142857143,,,,,,False,False,False,,,,,athena,46.42857142857143,False,62.33662705736409,True,False
MU,989.99,0.9525356213511105,0.5879028999791757,47.61904761904761,,,,,5.0,False,False,False,,,,,athena,47.61904761904761,False,,True,False
NBIS,210.7196,1.1387452911152252,0.7805872571044926,10.27027027027027,7.0,17.875,2.570694087403599,287.0,54.0,False,False,True,,,,,athena,10.27027027027027,True,47.14674817500903,True,False
NEE,80.49,1.130296004569676,0.20651461108759894,7.55813953488372,7.0,1.96,32.33532934131737,376.0,40.0,False,False,False,,,,,athena,7.55813953488372,True,33.596591101646666,True,False
NET,316.89,1.160705404797622,0.5508729389367212,60.09852216748769,7.0,17.9,16.216216216216218,49.0,42.0,False,False,True,,,,,athena,60.09852216748769,False,54.64741421147028,True,False
NFLX,72.058,1.2370116566037155,0.33234033517176526,60.17316017316018,7.0,2.5949999999999998,2.316602316602319,78.0,33.0,False,True,True,36.035133,58.8,2026-09-18,251.0,ib,58.8,False,36.546074858791386,True,False
NKTR,68.1,1.1176788296184454,0.7139784672474161,,,,,,49.0,False,False,False,,,,,none,,False,40.636496072065945,True,False
NLY,21.235,0.926169616957134,0.20190614151017247,33.53658536585366,,,,,34.0,False,False,False,,,,,athena,33.53658536585366,False,,True,False
NNE,16.0,0.9559412332470659,0.8244104497573387,5.769230769230769,,,,,91.0,False,False,False,,,,,athena,5.769230769230769,True,,True,False
NOC,524.9101,1.07068675415811,0.27898146005938906,,,,,,33.0,False,False,False,,,,,none,,False,,True,False
NOK,10.6375,1.0810910209258244,0.5710830221477226,60.22727272727273,7.0,0.67,3.7735849056603805,1336.0,34.0,False,False,True,,,,,athena,60.22727272727273,False,,True,False
NOV,20.17,1.0008356655540342,0.3677747598841429,,,,,,40.0,False,False,False,,,,,none,,False,,True,False
NOW,135.3537,1.1506358650775474,0.50247947200488,75.32467532467533,7.0,7.725,6.369426751592357,198.0,41.0,False,False,True,,,,,athena,75.32467532467533,False,53.39218145222457,True,False
NRG,104.14,1.097691354451905,0.46282411529951156,63.30275229357798,7.0,5.824999999999999,24.793388429752067,2.0,49.0,False,False,True,,,,,athena,63.30275229357798,False,,True,False
NTAP,193.96,1.2203964591531768,0.44764635593189,79.09604519774011,,,,,74.0,False,True,False,,,,,athena,79.09604519774011,False,55.35662093151466,True,False
NTES,117.19,1.2018659890986323,0.3250569258874621,,,,,,63.0,False,True,False,,,,,none,,False,43.07427092266448,True,False
