i,j,date,sym,ret,held,R,ext,stop_adr,adr,ext_terc,adr_terc,gate
554,310,2021-03-16,CCJ,-4.842895123196933,False,-1.7087174560434397,0.04673321332788432,0.4953661704085509,5.721481046759144,low ext,2,False
554,345,2021-03-16,CIEN,-3.6694465885149463,False,-1.8347232942574732,0.3918961181313477,0.508406157076592,3.2988464820357297,mid ext,0,False
554,642,2021-03-16,FNV,-1.6640016217248532,False,-0.8320008108624266,0.08809739057071986,0.3452448525812528,3.4043373272541464,low ext,1,False
554,645,2021-03-16,FOX,-2.5840312409610378,False,-1.2031721855348403,0.3714067897323109,0.47221782421061154,4.548074820322816,mid ext,2,True
554,646,2021-03-16,FOXA,-3.046085393595177,False,-1.1702250004909744,0.21263902585917263,0.5315948625153688,4.896569543120332,mid ext,2,True
554,816,2021-03-16,INTC,-1.8174294753602216,False,-0.9087147376801108,0.32128037339102467,0.34075161661966324,3.1711536578531194,mid ext,0,True
554,970,2021-03-16,MAT,-3.2296124046437447,False,-1.6148062023218723,0.11624566352713926,0.3952339256713039,3.9569937175497816,low ext,1,True
554,991,2021-03-16,META,5.960882797935585,False,2.9804413989677925,0.15147354868626842,0.491765514593971,3.261979105470551,low ext,0,False
554,1005,2021-03-16,MKSI,-3.660923427453544,False,-1.3078583604997076,0.057156971177530116,0.5175180474822431,5.408843710723231,low ext,2,True
554,1118,2021-03-16,NWSA,-1.5942646228495172,False,-0.7971323114247586,0.3501781240645393,0.3290988504333422,3.67202158659792,mid ext,1,True
554,1120,2021-03-16,NXPI,-2.2619516047575505,False,-1.1309758023787753,0.3003063280044184,0.2311720667854943,4.5651302967475536,mid ext,2,True
554,1121,2021-03-16,NXST,-1.68486774262685,False,-0.842433871313425,0.1039374426776636,0.268358606479138,4.0647153107937655,low ext,1,True
554,1361,2021-03-16,SBAC,7.55705002709528,False,3.77852501354764,0.4048881663422555,0.5768962311800445,3.1659017243622594,mid ext,0,False
554,1474,2021-03-16,SYNA,-7.167898364198944,False,-2.0366107723774793,0.06205580174603553,0.8515424788570979,4.133114956200503,low ext,1,True
554,1479,2021-03-16,TAP,3.078102643234848,False,0.8976563987136584,0.17775565458604653,1.092861145924202,3.137675169836239,low ext,0,False
554,1649,2021-03-16,WBD,-5.6367420852925125,False,-1.335380660157138,0.298850641859351,0.7471266046483775,5.649745434659483,mid ext,2,False
555,73,2021-03-17,ALK,-6.525932514903232,False,-1.3886597692163138,0.1668418799811175,0.9895533436688037,4.74905844185888,low ext,2,True
555,77,2021-03-17,ALLY,-3.2939269346548117,False,-1.2848773614083524,0.04570722266881253,0.7828306089912708,3.27479776901066,low ext,0,True
555,90,2021-03-17,AMG,-3.435700957790555,False,-1.6348514676202774,0.037907556767273864,0.6283285098528925,3.3446470019561123,low ext,0,True
555,130,2021-03-17,ARW,-4.601136952306451,False,-2.1443269394434714,0.07946346285399947,0.6916345860246422,3.1023976009487964,low ext,0,False
555,201,2021-03-17,BEN,-2.7393283967676263,False,-1.3157450377212532,0.10013704764983118,0.5735251695768405,3.6301107650391717,low ext,1,True
555,226,2021-03-17,BKNG,-4.854975858803446,False,-1.3022331038816968,0.11675522021385397,0.9301953702536857,4.007967302321978,low ext,1,True
555,470,2021-03-17,DHI,6.158700419349872,False,0.9902878543406135,0.3450032849772364,1.581769734107441,3.931736144855397,mid ext,1,False
555,494,2021-03-17,DOW,-8.1523738839281,False,-1.901547241377188,0.3655882269302122,1.3981081050671942,3.066452320330688,mid ext,0,False
555,588,2021-03-17,EXPE,-6.760856469427812,False,-1.2794512908020959,0.785268532457464,1.1440167212696795,4.618974738458724,high ext,2,True
555,599,2021-03-17,FBIN,-4.384056355450683,False,-1.5055809805854858,0.0035614549462925885,0.9473842635604447,3.0735893431555685,low ext,0,True
555,642,2021-03-17,FNV,-2.407574326729156,False,-1.1510989781599936,0.07865859117647873,0.6197795667256226,3.3746581141278194,low ext,0,False
555,702,2021-03-17,GM,-6.664789465083487,False,-1.3800721316099167,0.18252114259196023,1.230957722468454,3.923209604139529,low ext,1,False
555,771,2021-03-17,HST,-4.859312863134213,False,-1.2786920821886352,0.39633275086919423,0.9247878792329202,4.109289672552806,mid ext,1,True
555,816,2021-03-17,INTC,-3.689320434286014,False,-1.1723842002033598,0.02371498400934412,0.9818310983408643,3.205085626880329,low ext,0,True
555,859,2021-03-17,KBH,-8.226802504143082,False,-1.2065129444701685,0.3635654925923756,1.4320960551418034,4.7613152505231096,mid ext,2,False
555,867,2021-03-17,KGC,-5.00602537956537,False,-1.178085753286272,0.4249831531882349,1.120063330321125,3.793792414830514,mid ext,1,True
555,898,2021-03-17,LAD,-4.711190688503142,False,-1.3691215894168869,0.06049372420910248,0.7367837772561998,4.670341193497579,low ext,2,True
555,906,2021-03-17,LEA,-5.7499393935240395,False,-1.4577515389430653,0.5438203856518097,1.2547268413751609,3.1436238130225074,high ext,0,True
555,908,2021-03-17,LEN,-0.8016841647118911,True,-0.05928937492948567,1.9080027299120357,3.2153348350185045,4.205331418390358,high ext,2,True
555,991,2021-03-17,META,4.1961652738043975,False,1.385758249525179,0.20109298965195185,0.9248096141083589,3.2742570913029754,mid ext,0,False
555,993,2021-03-17,MGA,-7.0498686910700155,False,-2.137316677011047,0.04990984835966472,0.8566595396879259,3.8503827058907607,low ext,1,False
555,1042,2021-03-17,MT,-8.12392332867189,False,-2.675022221224054,0.10983525917434701,0.8287788327973676,3.6643738177737513,low ext,1,True
555,1107,2021-03-17,NUE,-4.078686263774911,False,-1.836457453900034,0.06955695284508993,0.678284950157497,3.274366195273,low ext,0,True
555,1120,2021-03-17,NXPI,-4.8703040771253985,False,-1.0863806546436794,0.2253823614582259,0.9882967645790063,4.536142405712788,mid ext,2,True
555,1121,2021-03-17,NXST,-4.170112274559223,False,-1.175326183065586,0.033734697041511025,0.872591551190252,4.066102601093878,low ext,1,True
555,1126,2021-03-17,OC,-7.364073492344991,False,-1.8320366444337917,0.04756733156558396,1.0325844390479457,3.8927667481617174,low ext,1,False
555,1207,2021-03-17,PHM,2.7752020154667933,False,0.5017992174440524,0.2945834394635768,1.3186070665624083,4.1942008477568775,mid ext,2,False
555,1213,2021-03-17,PK,-5.554912972810433,False,-1.3267065063345793,0.347264763415867,0.8037921933778165,5.209051084009753,mid ext,2,True
555,1474,2021-03-17,SYNA,-5.25827465000186,False,-1.136296312247906,0.09023229709812551,1.0844222354509165,4.2673007812777985,low ext,2,True
555,1506,2021-03-17,THO,-6.396314665989156,False,-1.5701928255296251,0.34868865486103756,0.8220038439580263,4.9556769004719525,mid ext,2,True
555,1523,2021-03-17,TPL,-9.714863319364554,False,-1.1845704235580818,0.483386305868367,1.3089961827431045,6.2652359286303225,mid ext,2,False
555,1562,2021-03-17,UAL,-6.783894860415773,False,-1.1800953236820069,0.2019642815319888,0.9540128467445167,6.025704027808895,mid ext,2,True
555,1666,2021-03-17,WHR,10.745558508233,False,3.965954162083381,0.12377774952990409,0.8059140145416173,3.361960408490651,low ext,0,True
555,1708,2021-03-17,XPO,-5.430764290548296,False,-1.8302107066480493,0.029934063094015605,0.760298790179384,3.902793406745072,low ext,1,True
556,6,2021-03-18,AAP,-2.481178329324474,False,-1.240589164662237,0.1607978715891916,0.467115268005998,3.017831742854754,low ext,0,True
556,49,2021-03-18,AGCO,-2.582591371048737,False,-1.0878612197664352,0.5653389105066506,0.6870396772397747,3.455416332394641,high ext,1,True
556,292,2021-03-18,CARR,5.271091487894131,False,1.350718481918396,1.0215307408696521,1.2971755582337339,3.0084095232630093,high ext,0,True
556,599,2021-03-18,FBIN,-1.2126162916171856,False,-0.6063081458085928,0.09515713088437261,0.3065923634574461,3.09648737378578,low ext,1,True
556,931,2021-03-18,LNC,-3.4046706052418885,False,-1.7023353026209442,0.29419916524357653,0.37061413163312407,4.0603016796470195,mid ext,2,True
556,1118,2021-03-18,NWSA,-4.022691543353507,False,-1.3652022253022074,0.3181105033206995,0.8209326058067165,3.5893205024508807,mid ext,2,True
556,1391,2021-03-18,SIG,-7.097161728577051,False,-3.5485808642885255,0.20047349571202075,0.3369079601456416,5.854087550940544,mid ext,2,True
556,1479,2021-03-18,TAP,-0.9307951767897449,False,-0.46539758839487244,0.019469139058464674,0.08434227943509381,3.1360144189313486,low ext,1,False
556,1661,2021-03-18,WFC,-3.08549493339777,False,-1.542747466698885,0.3021840761115758,0.5390349057879236,3.0002699791219145,mid ext,0,True
556,1685,2021-03-18,WSM,4.352569790589356,True,0.8597115535458653,2.896496354879054,1.132028815333439,4.472347064936407,high ext,2,True
557,480,2021-03-19,DKS,-6.714444239762218,False,-1.3802300557709821,0.23632207386967444,1.089849224961958,4.463670944657629,mid ext,1,True
557,607,2021-03-19,FDX,-2.1845209509847363,False,-1.0922604754923682,0.7896248281637622,0.5033392865410182,3.0485330706710743,high ext,0,False
557,939,2021-03-19,LPLA,-6.48290819023285,False,-3.241454095116425,0.05794494042936545,0.6017194978163073,3.0672880944551486,low ext,0,True
557,991,2021-03-19,META,-4.11117642550054,False,-1.3386048568639062,0.39311174789179454,0.902732810050891,3.4021580921103647,mid ext,1,True
557,1649,2021-03-19,WBD,-7.419714469770966,False,-1.867496316492438,0.14315568491342406,0.6658947739257819,5.9665300526535,low ext,2,False
557,1685,2021-03-19,WSM,-3.567565390611138,False,-0.4857891726876526,0.866022823304587,1.5772683015239342,4.656059652680607,high ext,2,True
558,189,2021-03-22,BBY,-5.678275788884579,False,-1.784011705047912,0.15183050956353364,0.8724419233916947,3.6482303837639485,low ext,1,True
558,249,2021-03-22,BOX,-7.162603339574957,False,-1.0858693861558533,0.37558340516517486,1.1054929451946929,5.966743053464781,mid ext,2,True
558,991,2021-03-22,META,-4.075675238619159,False,-1.7619620600703765,0.07384017862337403,0.6775642925020438,3.4139134575564514,low ext,0,True
558,1137,2021-03-22,OLED,-3.3279013947851155,False,-1.319091232754292,0.04792823484034425,0.5141555769571645,4.906830600502402,low ext,1,True
558,1310,2021-03-22,RH,-4.005591161849875,False,-2.0027955809249374,0.3167000699737153,0.18773552258994092,5.793552665391221,mid ext,2,True
558,1361,2021-03-22,SBAC,5.920756638145286,False,1.7338426059763243,0.2790215013390993,1.0616737727153933,3.2164473811372774,mid ext,0,True
558,1378,2021-03-22,SFM,1.3459510526678153,False,0.2627211152255099,0.03023798635011988,1.3002045765242087,3.9402392889150026,low ext,1,True
558,1666,2021-03-22,WHR,-3.695395249857869,False,-1.2893134518881577,0.00791051387615433,0.8380527780895621,3.4200386361315704,low ext,0,True
558,1685,2021-03-22,WSM,-8.056271769856105,False,-2.1938408240131344,0.2362851534628294,0.736726392308624,4.984513381961322,mid ext,2,True
559,1378,2021-03-23,SFM,-1.35713198105466,False,-0.36571842933439724,0.5355226580898028,0.9019312944897364,4.114355204742385,high ext,0,True
561,1107,2021-03-25,NUE,4.820799563054212,True,0.931169589649508,0.2377444149104706,1.4938469898259168,3.4656458003418456,mid ext,0,False
562,22,2021-03-26,ACM,2.7118122460671357,False,0.9601585208104706,0.28639671272009165,0.914445328987977,3.0885805441284218,mid ext,0,True
562,84,2021-03-26,AMAT,1.5457398189382854,False,0.20997248546290317,0.4869302786180512,1.623662606440283,4.533965559034142,mid ext,2,False
562,90,2021-03-26,AMG,-3.4879728814551147,False,-1.4815108283960075,0.3236962103462485,0.7380988800247628,3.1897285326949265,mid ext,0,False
562,103,2021-03-26,AN,4.886379205813141,False,1.2073755890573696,0.2675386531351666,1.0112957822656599,4.001903207349913,mid ext,1,True
562,222,2021-03-26,BJ,-3.8038734367282223,False,-0.736437322374001,0.2955527785885615,1.202596544719723,4.29507069564706,mid ext,2,False
562,374,2021-03-26,CNX,-6.269593507703197,False,-1.1128526947413353,0.18346986872708096,1.0090853715656234,5.5830792414453025,low ext,2,False
562,470,2021-03-26,DHI,2.779553328444684,False,0.6227998236286709,0.7118454853445173,1.093669087751387,4.080755670993351,high ext,1,True
