date,sym,vcp,vcp_held,stop_pct,n_ctl,ctl,ctl_held
2019-10-16,KNX,-1.789021855225792,False,7.854218980614713,2,-3.6730718480986244,0.0
2019-10-17,TNDM,-2.495690854200494,False,16.055845038678353,7,3.935290869201218,0.14285714285714285
2019-10-21,KNX,-1.229205122760968,False,7.328974746058292,2,-3.6730718480986244,0.0
2019-10-23,SEDG,-7.485760474356907,False,9.63934392876964,8,-4.930497637979331,0.0
2019-10-24,AU,-9.515071308116163,False,11.508819151338434,2,-7.543425891213996,0.0
2019-10-25,CVNA,-7.896118419607134,False,7.219488033481514,7,-3.628484020501996,0.0
2019-10-29,TDOC,9.441186209642138,False,7.409472267315731,4,-3.871702786580799,0.0
2019-10-31,TDOC,2.1974944115079165,True,13.537852903079294,4,-3.871702786580799,0.0
2019-11-04,IR,-0.7071447304228817,False,7.745195122276516,1,-2.619532986163875,0.0
2019-11-06,NWL,-3.2240430831169897,False,6.805741704463319,0,,
2019-11-08,ALNY,23.036496924957373,False,10.716974472240748,6,-1.0716693805863098,0.16666666666666666
2019-11-08,IR,-1.5608555863901419,False,8.53839346696532,1,-2.619532986163875,0.0
2019-11-12,OKTA,4.813963243707975,True,8.046886415555631,10,-3.2530742754204125,0.0
2019-11-15,VEEV,-2.7932050192387203,False,9.121181043794401,0,,
2019-11-20,TEAM,-5.405475092535861,False,11.498938174255757,1,-3.8154130995372015,0.0
2019-11-25,SNAP,-5.994648054601792,False,12.903225806451612,5,-6.075330365049047,0.0
2019-11-27,NBIX,-4.013820574330107,False,5.579617575222262,3,-0.5956324096382396,0.3333333333333333
2019-12-12,CVNA,-5.056058696150045,False,12.484531058174431,8,-5.303993547286991,0.0
2019-12-13,SEDG,6.529548916831129,True,11.777747957019525,9,-5.672057339376939,0.0
2019-12-16,CROX,8.731630815766644,True,7.418166034995921,5,2.5675702797379336,0.4
2019-12-19,TDOC,43.330075747900224,False,8.679884186678144,8,0.21927665036228117,0.125
2019-12-19,TTD,-3.994876701255645,False,8.176318848345055,11,-5.249354583531151,0.09090909090909091
2019-12-31,SNAP,-1.055401370902287,True,14.513165319239118,5,-6.075330365049047,0.0
2020-01-02,STNE,-4.00148640730208,False,12.339338402087597,2,-8.285375770465976,0.0
2020-01-06,OKTA,2.5250393578807095,False,8.84711831965167,12,-3.319494797467334,0.0
2020-01-10,ALNY,-4.049534093283624,False,4.821802935010478,8,-2.22181228861372,0.125
2020-01-14,LYV,-0.9152196874425034,False,2.5089601211111145,0,,
2020-01-24,ENPH,32.39549458474114,False,10.825690620592898,18,29.59288924888487,0.16666666666666666
2020-01-31,DXCM,10.482858377202554,False,5.823470102787509,18,1.1304161362405019,0.1111111111111111
2020-02-03,AXSM,-5.728312830306037,False,14.711840613524563,4,-6.060860340335372,0.0
2020-02-04,DXCM,9.145459529737465,False,6.96348027624607,19,1.2756982084205393,0.10526315789473684
2020-02-04,FLEX,-2.449244967091868,False,7.963932417685903,1,-8.533415118318322,0.0
2020-02-04,NFLX,-2.6122547678723906,False,8.254522516234253,6,-3.5780095874384172,0.0
2020-02-04,TTD,-6.758110418875807,False,12.615047799806977,14,4.317353499729402,0.14285714285714285
2020-02-05,SRPT,-2.824829680291352,False,7.808646814103904,13,9.378171321261746,0.23076923076923078
2020-02-10,FCEL,-6.013401679300601,False,26.699029455821087,0,,
2020-02-10,TTD,-5.187974400715644,False,11.143539001442782,14,3.5225097774445944,0.14285714285714285
2020-02-11,RH,-7.824800666601961,False,12.054456542643866,12,14.321111445458072,0.0
2020-02-12,SEDG,-0.3782351656958838,False,10.799214880333906,11,-6.6830740388857555,0.0
2020-02-13,HQY,2.4949844087805095,False,6.416248601804542,6,-6.51929977905517,0.0
2020-02-14,TEAM,-5.686811303087225,False,6.411082770285459,4,-0.29362349869225535,0.25
2020-02-18,CNC,-11.210586311677783,False,6.310896630566088,5,-3.7282926339236844,0.0
2020-02-18,CVNA,-6.062307062507277,False,10.67755270438624,10,-4.508808002988475,0.0
2020-02-19,SEDG,-12.817315742641199,False,21.937099814171535,11,-6.6830740388857555,0.0
2020-02-19,WYNN,-2.2812406497626836,False,8.202972753644334,2,-8.413050186910153,0.0
2020-03-04,ICE,-6.307140366747088,False,12.728346937723867,4,-1.2877490046331819,0.0
2020-03-04,TEAM,-6.123953935783744,False,10.588388525931592,5,-1.7132662694420087,0.2
2020-03-13,DLR,-9.960858573392816,False,16.980581408835583,1,-5.301206077016573,0.0
2020-03-17,DLR,-9.56326124297786,False,14.590396662436522,1,-5.301206077016573,0.0
2020-03-17,ED,-14.859403666244575,False,16.457147278461935,0,,
2020-03-17,GIS,-10.218271203262875,False,20.345223071426098,1,-3.028213815748426,0.0
2020-03-17,HRL,-12.990967160152822,False,19.61670250697216,1,-3.3216764265924015,0.0
2020-03-17,LLY,-7.245756693410021,False,12.060046721841255,6,-1.019450220582857,0.16666666666666666
2020-03-26,MSCI,-7.237029309704679,False,25.08394808109129,2,1.942318216036365,0.0
2020-03-30,BIIB,-7.416559494830366,False,17.04362257634655,3,-6.159883531515668,0.0
2020-03-30,CIEN,26.839535247042235,False,20.22882425241037,5,-4.075657809906647,0.0
2020-03-30,MSCI,-7.8244684683620775,False,25.558368231520788,2,1.942318216036365,0.0
2020-04-02,DG,15.241612870318932,True,15.441477535994942,3,1.3327979563644734,0.0
2020-04-02,MSCI,-5.895879189087793,False,23.812682311685695,2,1.942318216036365,0.0
2020-04-02,WST,29.160272513766895,False,20.008984246469986,9,3.326708835618975,0.1111111111111111
2020-04-03,BIO,26.55783104856553,False,15.419102762509118,7,3.3270577260209393,0.14285714285714285
2020-04-06,AMT,0.9117261530029674,False,14.095584855177645,2,-4.666379347944427,0.0
2020-04-06,B,27.53056701353438,False,11.143546527925107,5,3.765600575976849,0.4
2020-04-06,CIEN,15.713268519879374,True,15.611812058340558,5,-4.075657809906647,0.0
2020-04-06,RGEN,26.001347157542497,False,13.305532367882723,4,0.29364185520580044,0.25
2020-04-06,WST,24.66003356009503,True,22.796053970246298,10,4.744090277927681,0.1
2020-04-07,ODFL,-9.120505235951804,False,16.566157568991645,8,-4.35410390098305,0.0
2020-04-08,A,-4.025773148657774,False,11.148781555444653,4,-2.326849289037211,0.0
2020-04-08,AMD,7.16401534141573,False,14.531666365129148,7,-6.074940071665954,0.0
2020-04-08,AMT,-4.784676482263106,False,18.944834347451778,2,-4.666379347944427,0.0
2020-04-08,CCI,-1.4175054560391365,True,14.972026692942286,6,-4.685384442228924,0.0
2020-04-08,DLR,-0.713151632432818,False,12.818056263608513,2,-4.688192576932859,0.0
2020-04-08,MOH,9.94744308507669,True,19.04036587005121,6,-5.664441125934602,0.0
2020-04-08,NEM,24.528069169072463,True,11.75540555679595,8,-2.089656803663767,0.125
2020-04-08,TYL,14.880226687081134,False,10.86006169306426,4,-3.0053327823289346,0.0
2020-04-08,UNH,3.5898371059056355,True,15.606901657236627,3,-2.4141165467457886,0.6666666666666666
2020-04-09,AEE,-7.4763721442556275,False,16.58226357056747,0,,
2020-04-09,AWK,-5.5552860274991955,False,16.083488968694702,0,,
2020-04-09,BAX,0.8913377287394386,False,19.795142139625945,4,-3.1613895569787442,0.0
2020-04-09,CHE,-13.342621772857088,False,16.23950675612934,1,-3.0341560005899493,0.0
2020-04-09,CHWY,-8.092937066990302,False,25.416568337422273,9,-2.5288795414073633,0.1111111111111111
2020-04-09,ES,-5.21749259730896,False,17.425049168099083,4,-2.615388815856415,0.0
2020-04-09,GNRC,-7.280547631531409,False,19.853952875726232,7,2.775826054135031,0.14285714285714285
2020-04-09,LITE,-5.74424826683445,False,16.275252381729445,3,-4.094628036627797,0.0
2020-04-09,MCO,6.88545624863639,True,20.556102615795023,1,12.72508511186583,0.0
