sym,entry,exit,how,pct,R,stop10,trail,hot
LUV,2014-11-04,2014-12-16,ema,8.584258476617146,3.4477828194868554,False,-1.5458723107272712,False
INCY,2014-11-10,2014-12-15,ema,1.4597864368998792,0.5388123240712355,False,-1.5458723107272712,False
AXON,2014-12-05,2014-12-08,stop,-6.231238618049528,-2.0833353201567206,True,-1.370205896814758,False
ALNY,2014-12-08,2014-12-10,stop,-5.526479161228293,-1.0986464829511748,True,-1.370205896814758,False
IONS,2014-12-10,2014-12-15,stop,-6.62899675341293,-1.1701492401347329,True,-3.2847020841708563,False
AGIO,2014-12-11,2014-12-15,stop,-6.872677491603163,-1.4597060307160035,True,-3.213196947412868,False
IONS,2015-01-07,2015-01-28,ema,-0.21434246299286697,-0.004947783883821502,False,-2.4327375394535062,False
AMBA,2015-01-09,2015-01-14,stop,-6.462534638672568,-1.73214203605908,True,-2.4327375394535062,False
ALKS,2015-01-12,2015-02-09,ema,-3.4290169817838945,-0.6416190196886942,False,-2.4327375394535062,False
NEM,2015-01-20,2015-03-06,ema,-1.3430439665236493,-0.3176492890864179,False,-3.216595362800441,False
SYNA,2015-02-03,2015-02-09,stop,-3.8373650021596317,-1.2456895559494487,True,-4.038074227908853,False
DHI,2015-02-06,2015-03-03,ema,0.10158935188246954,0.12499688103449179,False,-4.038074227908853,False
INCY,2015-02-25,2015-03-26,ema,3.9366883714767598,0.6826908263947474,False,-3.6996574888345295,False
GRPN,2015-02-26,2015-03-02,stop,-2.243897008165241,-1.2142822109961253,True,-3.6996574888345295,False
AMBA,2015-03-02,2015-04-24,ema,16.7654170204232,2.9111080734837382,False,-3.6996574888345295,False
