date,sym,b5,adr,A,A_R,B,B_status,B_R,dec
2026-06-16,JHX,0.5994108983799705,4.437366166690147,-4.249433918365653,-2.1247169591828263,0.0,stopped before entry,0.0,3
2026-06-17,SEI,0.3189149560117302,6.663277139109256,-6.70743681109337,-1.489565701560299,-8.508448288597826,entered,-1.8895284594009902,9
2026-06-17,SYRE,0.3189149560117302,5.957817070061204,8.287041134022743,1.6783177368768816,7.2451142204314145,entered,1.467303408441799,8
2026-06-18,BROS,0.42366691015339664,4.697871070773598,-6.013955886860423,-1.104693860319298,-0.8400227442162844,entered,-0.15430242348331255,4
2026-06-18,DKS,0.42366691015339664,4.442190097608506,-2.834468070000773,-1.1005295010293727,-5.119331419071571,entered,-1.9876658029290448,3
2026-06-18,MRX,0.42366691015339664,4.691975817727758,-9.294925340074089,-1.5145124709792777,-9.92000806187525,entered,-1.616363270520394,4
2026-06-18,SN,0.42366691015339664,4.624835455364205,-4.408927194122136,-1.1628346736272737,-2.835980217005485,entered,-0.7479769986792897,4
2026-06-18,TLN,0.42366691015339664,4.897158504326615,-5.774372924801718,-1.583469913777062,-6.167944627149602,entered,-1.691396602561766,5
2026-06-22,AGX,0.4427425237053246,6.860738549150461,-6.924313225684231,-1.1801964033720442,0.0,stopped before entry,0.0,9
2026-06-22,FIX,0.4427425237053246,5.002947366809394,-7.851521939947482,-2.2429162768888014,0.0,stopped before entry,0.0,6
2026-06-22,FRO,0.4427425237053246,4.142872068738636,-7.664415160875948,-1.908299508292032,-5.714296466669044,entered,-1.4227555408589285,1
2026-06-22,LQDA,0.4427425237053246,6.658461973435396,-5.858095939710939,-1.1887836152133022,-4.014423979943304,entered,-0.8146471995321156,9
2026-06-22,NVT,0.4427425237053246,4.26168993751669,-8.845833034506178,-2.0905643476882685,0.0,stopped before entry,0.0,2
2026-06-22,PTCT,0.4427425237053246,4.027612573584575,0.2563058828713327,0.12815294143566636,-1.1719139908764054,entered,-0.5859569954382027,0
2026-06-22,PTGX,0.4427425237053246,4.554065268965683,14.766325722330077,7.383162861165038,10.9748689420355,entered,5.48743447101775,4
2026-06-23,FRO,0.44541484716157204,4.216638454799129,-5.227044915508716,-1.2115427797835894,0.0,stopped before entry,0.0,1
2026-06-23,PTCT,0.44541484716157204,4.080988086720486,-1.1719139908764054,-0.5248054093286225,-3.8413685541233367,entered,-1.720238014157652,0
2026-06-23,RYTM,0.44541484716157204,4.727500332990542,-0.29378860626628756,-0.046563270898060526,0.0,abandoned,0.0,5
2026-06-24,ALGT,0.5547498187092096,5.458631243926021,-3.0174901404271037,-1.2551814384464581,-5.423329033098079,entered,-2.255935105050241,7
2026-06-24,GH,0.5547498187092096,5.10452361442773,7.895849817287348,2.4803107628468055,0.0,abandoned,0.0,6
2026-06-24,PTCT,0.5547498187092096,4.070820868830886,-3.5576126754753634,-1.1549899769819425,-3.6717304287503305,entered,-1.192038659132445,0
