sym,date,width,credit,cw,roc,win,iv,ivr,ivp,month,qcw,qivr,zcw,zivr,zivp,mstr,roc_dm,zcw_dm,zivr_dm
COST,2024-10-04,20.0,3.8370000000000006,0.19185000000000002,0.2373940481346285,True,0.2109,0.3709335219236214,0.5576923076923077,2024-10,1,3,-0.27836249347847575,0.020702755683427446,0.20324696876618473,2024-10,0.10891504257963175,-0.37284873095485405,-0.6502461856247018
COST,2024-10-11,15.0,2.1870000000000003,0.1458,0.17068602200889726,True,0.2322,0.5215700141442718,0.7692307692307693,2024-10,0,3,-1.4845363669909428,0.5057756014360366,0.869045970887109,2024-10,-0.02283318045621699,-1.524984568099059,-0.3484383832402733
COST,2024-10-18,15.0,3.037000000000001,0.2024666666666667,0.2538660871018976,True,0.22105,0.44271570014144307,0.6538461538461539,2024-10,2,3,-0.00028331959956040445,0.25185249203971766,0.5058828788211502,2024-10,0.1998251565153316,-0.3654320646145677,-0.37176567552274603
COST,2024-10-25,20.0,4.1370000000000005,0.20685000000000003,0.2607955619996218,True,0.23085,0.5120226308345124,0.7307692307692307,2024-10,2,3,0.11452801906630206,0.47503154783199825,0.7479916068651226,2024-10,0.05243902400293793,-0.29183325663717397,-0.5524467481970801
COST,2024-11-01,20.0,3.9369999999999994,0.19684999999999997,0.2450974288738093,True,0.2398,0.5753182461103257,0.7884615384615384,2024-11,2,3,-0.1473989892968846,0.6788532365402544,0.9295731528981019,2024-11,-0.025203951492205445,-0.39365734463794416,0.013777320674513427
COST,2024-11-08,15.0,2.687000000000001,0.17913333333333342,0.21822464062373112,True,0.2166,0.4112446958981616,0.6153846153846154,2024-11,1,3,-0.6114463391136575,0.15051098201159027,0.38482851479916413,2024-11,0.041394493706884694,-0.8223069036103747,0.4039814531637498
COST,2024-11-15,20.0,4.037000000000001,0.20185000000000003,0.25289732506421103,True,0.261,0.7252475247524754,0.9230769230769231,2024-11,2,4,-0.016435485115290548,1.1616487449888608,1.353263426975054,2024-11,0.05409348954464224,-0.13416529495655766,0.9029869182636114
COST,2024-11-22,25.0,5.587000000000001,0.22348,0.28779683717096793,True,0.26665,0.7652050919377653,0.9230769230769231,2024-11,3,4,0.5501126339742781,1.2903183026650222,1.353263426975054,2024-11,0.2775634796791543,0.19923041346131704,1.245146297000812
COST,2024-11-29,20.0,3.8870000000000005,0.19435000000000002,0.10778007143057507,True,0.23315,0.5282885431400286,0.7307692307692307,2024-11,1,3,-0.21288074138767946,0.5274103058240639,0.7479916068651226,2024-11,0.10579164351335432,-0.18295237746656792,0.9367388557593261
COST,2024-12-06,20.0,3.1870000000000003,0.15935000000000002,-1.0,False,0.2385499999999999,0.5664780763790661,0.7307692307692307,2024-12,0,3,-1.129625270658827,0.6503865202402163,0.7479916068651226,2024-12,-0.6859649971788273,-1.2627957183245724,1.1955866482921078
COST,2024-12-13,20.0,3.9370000000000003,0.19685000000000002,-1.0,False,0.1946,0.2556577086280062,0.3269230769230769,2024-12,2,2,-0.14739898929688316,-0.35050322486903895,-0.5230792153657327,2024-12,-0.684372231599629,-0.3912061490135527,0.03039506195490388
COST,2024-12-20,20.0,3.5870000000000006,0.17935000000000004,0.2185462742947664,True,0.1953,0.26060820367751114,0.36538461538461536,2024-12,1,2,-0.6057712539324566,-0.3345618637410189,-0.40202485134374655,2024-12,0.09710195276597945,-0.49030254711692817,-0.5412228208883368
COST,2024-12-27,15.0,1.8870000000000005,0.12580000000000002,0.14390299702585224,True,0.19795,0.2793493635077798,0.40384615384615385,2024-12,0,2,-2.0083903837173125,-0.2742124251849434,-0.2809704873217602,2024-12,-0.033648640413964814,-1.759862295533538,-0.3045632863400224
COST,2025-01-03,15.0,1.8869999999999996,0.12579999999999997,0.1439029970258522,True,0.1975,0.27616690240452674,0.38461538461538464,2025-01,0,2,-2.008390383717314,-0.28446044305295576,-0.3414976693327533,2025-01,0.003508541067190507,-2.2714931722203824,-0.5791779914185378
COST,2025-01-10,20.0,3.5870000000000006,0.17935000000000004,0.2185462742947664,True,0.21575,0.4052333804809056,0.5384615384615384,2025-01,1,3,-0.6057712539324566,0.13115361492756608,0.14271978675519148,2025-01,0.0005570011984270262,-0.9619945743438778,-0.6901553700559366
COST,2025-01-17,15.0,2.5869999999999997,0.17246666666666666,0.20841053733988557,True,0.1907,0.22807637906647868,0.25,2025-01,0,1,-0.7860643446891168,-0.43931937972515034,-0.7651879434097052,2025-01,0.12683772794429918,-1.1603788464002573,-0.7474477385968372
COST,2025-01-24,15.0,2.8870000000000005,0.1924666666666667,0.23833897465532902,True,0.18535,0.19024045261669073,0.21153846153846154,2025-01,1,1,-0.2622103279627456,-0.5611569254893038,-0.8862423074316913,2025-01,0.4500059626694678,-0.6614995699213159,-0.7065536028045813
COST,2025-01-31,20.0,4.037000000000001,0.20185000000000003,0.25289732506421103,True,0.2051,0.30022156573116743,0.4230769230769231,2025-01,2,2,-0.016435485115290548,-0.20700069992256612,-0.22044330531076714,2025-01,0.5116764254788654,-0.475076659593935,-0.7783746191830726
COST,2025-02-07,25.0,4.6370000000000005,0.18548,-1.0,False,0.2807,0.8566616766467066,0.9423076923076923,2025-02,1,4,-0.445209997805825,1.584822676429901,1.4137906089860468,2025-02,-0.23805804916999473,-0.8009022167973666,1.2606329956343512
COST,2025-02-14,25.0,4.737,0.18948,-1.0,False,0.2635,0.7279191616766467,0.8846153846153846,2025-02,1,4,-0.3404391944605509,1.1702518298491165,1.2322090629530675,2025-02,-0.1236675722367544,-0.6261049159483276,1.0565727887065255
COST,2025-02-21,25.0,5.036999999999999,0.20147999999999996,-1.0,False,0.2658,0.745134730538922,0.8846153846153846,2025-02,2,4,-0.026126784424730085,1.2256886291011977,1.2322090629530675,2025-02,-0.19924203065217327,-0.32414293826084767,0.7765917038245793
COST,2025-02-28,30.0,6.0870000000000015,0.20290000000000005,-1.0,False,0.30035,1.0037425149700598,1.0,2025-02,2,4,0.011066850762844482,2.058445765692251,1.5953721550190263,2025-02,-0.3895887698462125,-0.0904684973261083,1.2593642635004283
COST,2025-03-07,25.0,3.187000000000001,0.12748000000000004,0.1461055333975153,True,0.25985,0.6979865771812082,0.8076923076923077,2025-03,0,4,-1.964386646312297,1.0738642697838912,0.9901003349090952,2025-03,0.8325753001332339,-2.0430554027836316,-0.20295396120322318
COST,2025-03-14,25.0,3.787,0.15148,0.17852260406354592,True,0.254,0.6543624161073825,0.7884615384615384,2025-03,0,4,-1.3357618262406539,0.9333877116557678,0.9295731528981019,2025-03,0.5084174269113934,-1.550485656906152,-0.11474459505709089
COST,2025-03-28,20.0,3.5870000000000006,0.17935000000000004,0.2185462742947664,True,0.24415,0.580909768829232,0.6923076923076923,2025-03,1,3,-0.6057712539324566,0.6968588060896124,0.6269372428431365,2025-03,-0.01711199794662502,-0.8703635362112795,-0.3343325328201714
COST,2025-04-04,35.0,4.487000000000002,0.12820000000000006,0.14705207616425792,True,0.4176499999999999,1.8747203579418337,1.0,2025-04,0,4,-1.945527901710147,4.86312937621428,1.5953721550190263,2025-04,-0.13257444732690815,-2.243631830037926,0.41662768641808334
COST,2025-04-11,35.0,4.737,0.13534285714285715,0.15652777318838187,True,0.3347,0.6624618514750765,0.9807692307692307,2025-04,0,4,-1.7584371814507305,0.9594691485299203,1.5348449730080331,2025-04,-0.08330118280181004,-1.4957174893043927,-0.7305853365221664
COST,2025-04-25,30.0,5.1370000000000005,0.17123333333333335,0.20661223504806342,True,0.2853,0.46144455747711105,0.9230769230769231,2025-04,0,3,-0.8183686757205756,0.3121623146569339,1.353263426975054,2025-04,-0.008663797641726728,-0.8579044977495605,-0.09859519241517811
COST,2025-05-02,25.0,4.3870000000000005,0.17548000000000002,0.21282685683791785,True,0.29525,0.5019328585961346,0.9230769230769231,2025-05,1,3,-0.7071370061690094,0.44254091783580496,1.353263426975054,2025-05,-0.03826457734949873,-0.6701854960484503,0.28767387180613935
COST,2025-05-09,30.0,5.536999999999999,0.18456666666666663,0.22634182234394795,True,0.2965,0.5070193285859614,0.9230769230769231,2025-05,1,3,-0.4691326645696637,0.4589201393406876,1.353263426975054,2025-05,-0.03526631478540737,-0.5722286469099076,0.3565160136813047
COST,2025-05-16,30.0,5.237,0.17456666666666668,0.17694994310097475,True,0.2794,0.43743641912512726,0.8076923076923077,2025-05,0,3,-0.7310596729328475,0.2348523891538847,0.9901003349090952,2025-05,0.07534572156076588,-0.8222484081175748,0.47038594864256655
COST,2025-05-23,25.0,3.987,0.15948,0.18973968495693144,True,0.2919,0.4883011190233979,0.8846153846153846,2025-05,0,3,-1.1262202195501059,0.39864460420271736,1.2322090629530675,2025-05,-0.07596982699038968,-1.2949335009899194,0.3576546550688446
COST,2025-05-30,20.0,2.487,0.12435,-1.0,False,0.2275,0.22624618514750774,0.4423076923076923,2025-05,0,1,-2.046369799929975,-0.44521288772886797,-0.1599161232997741,2025-05,-1.1770469234627088,-1.9614785998164306,-0.02061975871906324
COST,2025-06-13,20.0,3.1869999999999994,0.15934999999999996,0.1895557009456967,True,0.22415,0.21261444557477116,0.4423076923076923,2025-06,0,1,-1.1296252706588283,-0.4891092013619553,-0.1599161232997741,2025-06,-0.05033930031278708,-0.866185181000223,-0.0853472160397229
COST,2025-06-20,20.0,3.4370000000000003,0.17185,0.20751071665761037,True,0.226,0.22014242115971527,0.46153846153846156,2025-06,0,1,-0.8022165102048462,-0.4648679535347279,-0.09938894128878083,2025-06,-0.04103059854381397,-0.6794142697297603,-0.07233771794037741
COST,2025-06-27,20.0,3.3870000000000005,0.16935000000000003,-1.0,False,0.2007499999999999,0.11739572736520819,0.25,2025-06,0,1,-0.8676982622956417,-0.7957282279333711,-0.7651879434097052,2025-06,-1.1125830298867698,-0.5708409440129998,-0.18444764986193674
COST,2025-07-11,20.0,3.437000000000001,0.17185000000000006,0.20751071665761042,True,0.2044,0.1322482197355036,0.25,2025-07,0,1,-0.8022165102048447,-0.7479009011391108,-0.7651879434097052,2025-07,0.058097464756274975,-1.043417419601456,-0.35693754608759776
COST,2025-07-18,15.0,3.037,0.20246666666666666,0.2538660871018975,True,0.1991,0.09013322231473776,0.21153846153846154,2025-07,2,0,-0.0002833195995618584,-0.8835177184627031,-0.8862423074316913,2025-07,-0.01708925476769746,-0.2556385553896713,-0.3899954757150625
COST,2025-07-25,15.0,2.536999999999999,0.16913333333333327,0.20356254513359534,True,0.194,0.06870705808869465,0.07692307692307693,2025-07,0,0,-0.8733733474768464,-0.9525132872088576,-1.3099325815086431,2025-07,0.005964055952291769,-0.9509494185496559,-0.3140756151452444
COST,2025-08-01,20.0,3.8369999999999997,0.19185,0.23739404813462844,True,0.216,0.16031646887362072,0.34615384615384615,2025-08,1,1,-0.27836249347847647,-0.6575167897992343,-0.4625520333547396,2025-08,-0.00911565812537729,-0.1980770231569078,-0.39288275733470696
COST,2025-08-08,20.0,3.3870000000000005,0.16935000000000003,0.20387648227291882,True,0.1963,0.04713732242789505,0.1346153846153846,2025-08,0,0,-0.8676982622956417,-1.0219711782210148,-1.128351035475664,2025-08,0.07727051401404955,-0.8257288624559762,-0.4602190299149612
COST,2025-08-15,15.0,2.1870000000000003,0.1458,0.17068602200889726,True,0.1982,0.05531640120533794,0.19230769230769232,2025-08,0,0,-1.4845363669909428,-0.9956332772268951,-0.9467694894426846,2025-08,-0.003345933928510403,-1.4173088695038905,-0.4046079537242572
COST,2025-08-22,15.0,2.787000000000001,0.18580000000000005,0.22819945959223786,True,0.2048,0.08372793801119255,0.2692307692307692,2025-08,1,0,-0.43682833353820194,-0.9041437264052145,-0.7046607613987121,2025-08,-0.02513988767965669,-0.4026542386406176,-0.2690734351912273
COST,2025-08-29,20.0,3.986999999999999,0.19934999999999997,0.24898519952538556,True,0.25795,0.3125269048643997,0.6538461538461539,2025-08,2,2,-0.0819172372060883,-0.16737560122759232,0.5058828788211502,2025-08,0.005064169075195496,0.11260593593310662,0.4698624016887395
COST,2025-09-05,20.0,3.487,0.17435,-0.5812944896649122,False,0.2548,0.2989668532070601,0.6538461538461539,2025-09,0,2,-0.7367347581140499,-0.21104106866521224,0.5058828788211502,2025-09,-0.6255988093851685,-0.5591024156867597,0.5529167039046773
