date,sym,R,R8,R80,R880,trig,month
2020-05-06,ETSY,-0.29989494032100233,-0.29989494032100233,-0.29989494032100233,-0.29989494032100233,False,2020-05
2020-05-06,PPLI,-1.1762520526351945,-1.1762520526351945,-1.1762520526351945,-1.1762520526351945,False,2020-05
2020-05-06,PZZA,-0.6628625467125974,-0.6628625467125974,-0.6628625467125974,-0.6628625467125974,False,2020-05
2020-05-06,SFM,0.2554195301521216,0.2554195301521216,0.2554195301521216,0.2554195301521216,False,2020-05
2020-05-06,TECH,-0.6064579446569078,-0.6064579446569078,-0.6064579446569078,-0.6064579446569078,False,2020-05
2020-05-07,BIO,0.28454947903713784,0.28454947903713784,0.28454947903713784,0.28454947903713784,False,2020-05
2020-05-07,DDOG,15.736949800256156,15.736949800256156,15.736949800256156,15.736949800256156,True,2020-05
2020-05-07,DT,3.3810938379742517,7.273384136713015,3.3810938379742517,7.273384136713015,True,2020-05
2020-05-07,HUBS,-1.1094830167685692,-1.1094830167685692,-1.1094830167685692,-1.1094830167685692,False,2020-05
2020-05-07,IPGP,1.922170633598751,1.922170633598751,1.922170633598751,1.922170633598751,False,2020-05
2020-05-07,PZZA,-1.7035319637831867,-1.7035319637831867,-1.7035319637831867,-1.7035319637831867,False,2020-05
2020-05-07,QLYS,-1.5777364392382354,-1.5777364392382354,-1.5777364392382354,-1.5777364392382354,False,2020-05
2020-05-07,RGLD,-0.7076914975821031,-0.7076914975821031,-0.7076914975821031,-0.7076914975821031,False,2020-05
2020-05-07,RNG,-0.6468518331433744,-0.6468518331433744,-0.6468518331433744,-0.6468518331433744,False,2020-05
2020-05-07,TTD,-1.8423515814522733,-1.8423515814522733,-1.8423515814522733,-1.8423515814522733,False,2020-05
2020-05-07,WIX,20.0,20.0,20.0,20.0,True,2020-05
2020-05-08,DDOG,16.214347083705196,16.214347083705196,16.214347083705196,16.214347083705196,True,2020-05
2020-05-08,IPGP,-2.3012711953273493,-2.3012711953273493,-2.3012711953273493,-2.3012711953273493,False,2020-05
2020-05-08,PODD,-1.2941757966937848,-1.2941757966937848,-1.2941757966937848,-1.2941757966937848,False,2020-05
2020-05-08,TWLO,2.914194931529073,2.914194931529073,2.914194931529073,2.914194931529073,False,2020-05
2020-05-08,WIX,13.91961335723066,13.91961335723066,13.91961335723066,13.91961335723066,True,2020-05
2020-05-11,APO,-1.767030184047116,-1.767030184047116,-1.767030184047116,-1.767030184047116,False,2020-05
2020-05-11,DDOG,9.99962087651616,9.99962087651616,9.99962087651616,9.99962087651616,True,2020-05
2020-05-11,DT,1.052778557812181,1.052778557812181,1.052778557812181,1.052778557812181,False,2020-05
2020-05-11,DXCM,-1.0541793030093143,-1.0541793030093143,-1.0541793030093143,-1.0541793030093143,False,2020-05
2020-05-11,SFM,-1.6803281731803634,-1.6803281731803634,-1.6803281731803634,-1.6803281731803634,False,2020-05
2020-05-11,SRPT,-1.0788664015776017,-1.0788664015776017,-1.0788664015776017,-1.0788664015776017,False,2020-05
2020-05-11,TECH,-1.7094678786761004,-1.7094678786761004,-1.7094678786761004,-1.7094678786761004,False,2020-05
2020-05-11,TNDM,-1.0268841035593177,-1.0268841035593177,-1.0268841035593177,-1.0268841035593177,False,2020-05
2020-05-11,TWLO,4.6735225252592105,4.6735225252592105,4.6735225252592105,4.6735225252592105,False,2020-05
2020-05-11,WIX,11.300644057322009,11.300644057322009,11.300644057322009,11.300644057322009,True,2020-05
2020-05-12,GH,-1.2173358201069364,-1.2173358201069364,-1.2173358201069364,-1.2173358201069364,False,2020-05
2020-05-12,MDB,0.6173555780226215,1.8309425019294996,0.6173555780226215,1.8309425019294996,True,2020-05
2020-05-12,TWLO,3.6690130753441164,3.6690130753441164,3.6690130753441164,3.6690130753441164,False,2020-05
2020-05-14,SAM,0.3892162322361846,0.3892162322361846,0.3892162322361846,0.3892162322361846,False,2020-05
2020-05-15,RGEN,-1.5335299066937236,-1.5335299066937236,-1.5335299066937236,-1.5335299066937236,False,2020-05
2020-05-15,TEAM,-1.8454977546024427,-1.8454977546024427,-1.8454977546024427,-1.8454977546024427,False,2020-05
2020-05-15,WIX,4.881085724559022,4.881085724559022,4.881085724559022,4.881085724559022,False,2020-05
2020-05-18,GNRC,-1.2283975591708844,-1.2283975591708844,-1.2283975591708844,-1.2283975591708844,False,2020-05
2020-05-18,NBIX,-1.5399876615316195,-1.5399876615316195,-1.5399876615316195,-1.5399876615316195,False,2020-05
2020-05-18,SRPT,4.338792841123965,4.338792841123965,4.338792841123965,4.338792841123965,False,2020-05
2020-05-19,DT,-0.7594180560520233,-0.7594180560520233,-0.7594180560520233,-0.7594180560520233,False,2020-05
2020-05-19,PAAS,-0.6025560986775227,-0.6025560986775227,-0.6025560986775227,-0.6025560986775227,False,2020-05
2020-05-21,SPOT,-1.1971443145979166,-1.1971443145979166,-1.1971443145979166,-1.1971443145979166,False,2020-05
2020-05-21,WIX,10.491897115165521,10.491897115165521,10.491897115165521,10.491897115165521,False,2020-05
2020-05-22,DDOG,-2.069055699582638,-2.069055699582638,-2.069055699582638,-2.069055699582638,False,2020-05
2020-05-22,TWLO,-1.3165852315348416,-1.3165852315348416,-1.3165852315348416,-1.3165852315348416,False,2020-05
2020-05-26,OLLI,2.658953007354234,2.658953007354234,2.658953007354234,2.658953007354234,False,2020-05
2020-05-27,AVTR,-0.807870475728558,-0.807870475728558,-0.807870475728558,-0.807870475728558,False,2020-05
2020-05-27,DHI,-1.4812784544150885,-1.4812784544150885,-1.4812784544150885,-1.4812784544150885,False,2020-05
2020-05-27,OLLI,-1.0848385620739576,-1.0848385620739576,-1.0848385620739576,-1.0848385620739576,False,2020-05
2020-05-27,PH,-1.3749302494883555,-1.3749302494883555,-1.3749302494883555,-1.3749302494883555,False,2020-05
2020-05-29,AVTR,-1.152915904621697,-1.152915904621697,-1.152915904621697,-1.152915904621697,False,2020-05
2020-05-29,MDB,-2.0677332100504042,-2.0677332100504042,-2.0677332100504042,-2.0677332100504042,False,2020-05
2020-05-29,SNAP,4.176280602571067,4.176280602571067,4.176280602571067,4.176280602571067,False,2020-05
2020-05-29,VEEV,-1.3052218377032947,-1.3052218377032947,-1.3052218377032947,-1.3052218377032947,False,2020-05
2020-05-29,WIX,3.741258282343549,3.741258282343549,3.741258282343549,3.741258282343549,False,2020-05
2020-06-01,DBX,-1.2973440900392696,-1.2973440900392696,-1.2973440900392696,-1.2973440900392696,False,2020-06
2020-06-01,DOCU,-1.0786660574565474,-1.0786660574565474,-1.0786660574565474,-1.0786660574565474,False,2020-06
2020-06-01,ESTC,-1.9080589427526613,-1.9080589427526613,-1.9080589427526613,-1.9080589427526613,False,2020-06
2020-06-01,HUBS,0.35233442489641786,0.35233442489641786,0.35233442489641786,0.35233442489641786,False,2020-06
2020-06-01,MKTX,-1.3543263803308145,-1.3543263803308145,-1.3543263803308145,-1.3543263803308145,False,2020-06
2020-06-01,OKTA,-1.6270943065179375,-1.6270943065179375,-1.6270943065179375,-1.6270943065179375,False,2020-06
2020-06-01,PAAS,-1.7699771509329205,-1.7699771509329205,-1.7699771509329205,-1.7699771509329205,False,2020-06
2020-06-01,SNAP,4.37183958966723,4.37183958966723,4.37183958966723,4.37183958966723,False,2020-06
2020-06-02,DECK,-1.0318790889636147,-1.0318790889636147,-1.0318790889636147,-1.0318790889636147,False,2020-06
2020-06-02,QRVO,-0.25417638358114947,-0.25417638358114947,-0.25417638358114947,-0.25417638358114947,False,2020-06
2020-06-02,XYZ,11.675997050059394,11.675997050059394,10.368821336500938,10.368821336500938,False,2020-06
2020-06-02,ZM,3.7390057617557284,3.8746263431215593,3.7390057617557284,3.8746263431215593,True,2020-06
2020-06-03,BMRN,-1.4446338938874914,-1.4446338938874914,-1.4446338938874914,-1.4446338938874914,False,2020-06
2020-06-03,DECK,-1.2308546181932356,-1.2308546181932356,-1.2308546181932356,-1.2308546181932356,False,2020-06
2020-06-03,LULU,-1.417788163296334,-1.417788163296334,-1.417788163296334,-1.417788163296334,False,2020-06
2020-06-03,PLNT,-1.7075416505523324,-1.7075416505523324,-1.7075416505523324,-1.7075416505523324,False,2020-06
2020-06-03,QRVO,-2.49353108727157,-2.49353108727157,-2.49353108727157,-2.49353108727157,False,2020-06
2020-06-03,RH,-2.094048390481772,-2.094048390481772,-2.094048390481772,-2.094048390481772,False,2020-06
2020-06-03,RNR,-0.8071405155972147,-0.8071405155972147,-0.8071405155972147,-0.8071405155972147,False,2020-06
2020-06-03,TER,6.54829218576321,6.54829218576321,6.54829218576321,6.54829218576321,False,2020-06
2020-06-03,ZM,1.1338193510585577,1.1338193510585577,1.1338193510585577,1.1338193510585577,False,2020-06
2020-06-04,CTVA,-2.0120986529510256,-2.0120986529510256,-2.0120986529510256,-2.0120986529510256,False,2020-06
2020-06-04,RNR,-1.7194480765074007,-1.7194480765074007,-1.7194480765074007,-1.7194480765074007,False,2020-06
2020-06-04,THO,0.7014157690948156,0.7014157690948156,0.7014157690948156,0.7014157690948156,False,2020-06
2020-06-05,ALB,-2.6985615594736165,-2.6985615594736165,-2.6985615594736165,-2.6985615594736165,False,2020-06
2020-06-05,CACC,-1.990341889739772,-1.990341889739772,-1.990341889739772,-1.990341889739772,False,2020-06
2020-06-05,MU,-1.1531771502195287,-1.1531771502195287,-1.1531771502195287,-1.1531771502195287,False,2020-06
2020-06-05,SNAP,2.8200348449854724,1.395004936443761,2.8200348449854724,1.395004936443761,True,2020-06
2020-06-05,TER,-1.2409105194598236,-1.2409105194598236,-1.2409105194598236,-1.2409105194598236,False,2020-06
2020-06-08,IR,-1.2261237588911675,-1.2261237588911675,-1.2261237588911675,-1.2261237588911675,False,2020-06
2020-06-08,SRPT,0.22098911943479652,0.22098911943479652,0.22098911943479652,0.22098911943479652,False,2020-06
2020-06-09,LPLA,-1.0485366537413765,-1.0485366537413765,-1.0485366537413765,-1.0485366537413765,False,2020-06
2020-06-10,NVDA,-2.717835922725856,-2.717835922725856,-2.717835922725856,-2.717835922725856,False,2020-06
2020-06-16,DT,-0.4251238283859854,-0.4251238283859854,-0.4251238283859854,-0.4251238283859854,False,2020-06
2020-06-17,SPOT,4.610459148767582,3.80300049975946,4.610459148767582,3.80300049975946,True,2020-06
2020-06-17,SRPT,-0.46862669486420355,-0.46862669486420355,-0.46862669486420355,-0.46862669486420355,False,2020-06
2020-06-18,DDOG,-0.016921167112414717,-0.016921167112414717,-0.016921167112414717,-0.016921167112414717,False,2020-06
2020-06-19,ESTC,-0.5846400351118745,-0.5846400351118745,-0.5846400351118745,-0.5846400351118745,False,2020-06
2020-06-19,HUBS,-0.4286656850795608,-0.4286656850795608,-0.4286656850795608,-0.4286656850795608,False,2020-06
2020-06-19,TDOC,-1.5918532249615547,-1.5918532249615547,-1.5918532249615547,-1.5918532249615547,False,2020-06
2020-06-19,TER,0.25619654945850023,0.25619654945850023,0.25619654945850023,0.25619654945850023,False,2020-06
2020-06-22,ESTC,-1.2786701352573488,-1.2786701352573488,-1.2786701352573488,-1.2786701352573488,False,2020-06
2020-06-22,TER,-1.2488369906209245,-1.2488369906209245,-1.2488369906209245,-1.2488369906209245,False,2020-06
2020-06-22,XYZ,8.459694736793635,8.459694736793635,8.459694736793635,8.459694736793635,True,2020-06
2020-06-23,YETI,-1.4534269451546553,-1.4534269451546553,-1.4534269451546553,-1.4534269451546553,False,2020-06
2020-06-25,OKTA,-0.3192452132181273,-0.3192452132181273,-0.3192452132181273,-0.3192452132181273,False,2020-06
2020-06-26,SAM,8.542290320518466,8.542290320518466,8.542290320518466,8.542290320518466,False,2020-06
2020-06-26,TREX,-0.5096951661053158,-0.5096951661053158,-0.5096951661053158,-0.5096951661053158,False,2020-06
2020-07-01,OKTA,-0.7700980752418979,-0.7700980752418979,-0.7700980752418979,-0.7700980752418979,False,2020-07
2020-07-02,TEAM,-2.117553152479399,-2.117553152479399,-2.117553152479399,-2.117553152479399,False,2020-07
2020-07-06,CRSP,0.4427197647145356,0.4427197647145356,0.4427197647145356,0.4427197647145356,False,2020-07
2020-07-07,ALNY,-1.144501450527816,-1.144501450527816,-1.144501450527816,-1.144501450527816,False,2020-07
2020-07-07,AU,2.0222219428698254,-0.08515686348421027,2.0222219428698254,-0.08515686348421027,True,2020-07
2020-07-08,OKTA,-1.9376756728647688,-1.9376756728647688,-1.9376756728647688,-1.9376756728647688,False,2020-07
2020-07-08,PAAS,-0.3236667486476804,-0.3236667486476804,-0.3236667486476804,-0.3236667486476804,False,2020-07
2020-07-09,FTNT,-4.454628199541409,-4.454628199541409,-4.454628199541409,-4.454628199541409,False,2020-07
2020-07-20,PAAS,-3.867222696248394,-3.867222696248394,-3.867222696248394,-3.867222696248394,False,2020-07
2020-07-21,TXG,3.2893247060404356,3.2893247060404356,3.2893247060404356,3.2893247060404356,False,2020-07
2020-07-27,PHM,0.1829846313457066,0.1829846313457066,0.1829846313457066,0.1829846313457066,False,2020-07
2020-07-30,AMD,1.3609066153977447,1.3609066153977447,1.3609066153977447,1.3609066153977447,False,2020-07
2020-07-31,KGC,-1.6133842878472189,-1.6133842878472189,-1.6133842878472189,-1.6133842878472189,False,2020-07
2020-08-04,FSLR,2.9548340257545798,-0.036627081125441566,2.9548340257545798,-0.036627081125441566,True,2020-08
2020-08-04,TDOC,-3.4396506619597873,-3.4396506619597873,-3.4396506619597873,-3.4396506619597873,False,2020-08
2020-08-05,PODD,-1.3429465040949353,-1.3429465040949353,-1.3429465040949353,-1.3429465040949353,False,2020-08
2020-08-13,HUBS,0.1987788937631263,0.1987788937631263,0.1987788937631263,0.1987788937631263,False,2020-08
2020-08-19,CRSP,-1.496032875696817,-1.496032875696817,-1.496032875696817,-1.496032875696817,False,2020-08
2020-08-20,TSLA,-2.4356315919906404,-2.4356315919906404,-2.4356315919906404,-2.4356315919906404,True,2020-08
2020-08-20,ZM,11.892195213677715,11.892195213677715,11.892195213677715,11.892195213677715,True,2020-08
2020-08-26,BILL,-2.220304088391291,-2.220304088391291,-2.220304088391291,-2.220304088391291,False,2020-08
2020-08-27,BILL,-1.4346062048757116,-1.4346062048757116,-1.4346062048757116,-1.4346062048757116,False,2020-08
2020-08-27,TSLA,-2.1390819277423576,-2.1390819277423576,-2.1390819277423576,-2.1390819277423576,False,2020-08
2020-08-28,CHWY,-2.0468396976981125,-2.0468396976981125,-2.0468396976981125,-2.0468396976981125,False,2020-08
2020-08-31,AMD,-1.4500318279484568,-1.4500318279484568,-1.4500318279484568,-1.4500318279484568,False,2020-08
2020-08-31,CRWD,1.6194686902081514,1.6194686902081514,1.6194686902081514,1.6194686902081514,False,2020-08
2020-09-01,PINS,-1.1976425538455264,-1.1976425538455264,-1.1976425538455264,-1.1976425538455264,False,2020-09
2020-09-02,OKTA,-2.2958003452298805,-2.2958003452298805,-2.2958003452298805,-2.2958003452298805,False,2020-09
2020-09-11,UBER,-3.5366252694297686,-3.5366252694297686,-3.5366252694297686,-3.5366252694297686,False,2020-09
2020-09-14,GH,0.5059203995447981,0.5059203995447981,0.5059203995447981,0.5059203995447981,False,2020-09
2020-09-14,UBER,-1.0660983096924088,-1.0660983096924088,-1.0660983096924088,-1.0660983096924088,False,2020-09
2020-09-16,AEO,-1.6009694036044335,-1.6009694036044335,-1.6009694036044335,-1.6009694036044335,False,2020-09
2020-09-18,KGC,-1.9014987657573805,-1.9014987657573805,-1.9014987657573805,-1.9014987657573805,False,2020-09
2020-09-21,GH,-0.08441192054748352,-0.08441192054748352,-0.08441192054748352,-0.08441192054748352,False,2020-09
2020-09-22,ROKU,-1.391145115360026,-1.391145115360026,-1.391145115360026,-1.391145115360026,False,2020-09
2020-09-22,SNAP,18.943085586793405,18.943085586793405,16.48778829453904,16.48778829453904,False,2020-09
2020-09-30,FIVN,4.412605060086779,4.412605060086779,4.412605060086779,4.412605060086779,False,2020-09
2020-09-30,LEN,-0.5607801292384093,-0.5607801292384093,-0.5607801292384093,-0.5607801292384093,False,2020-09
2020-10-01,LEN,-1.4179517133186406,-1.4179517133186406,-1.4179517133186406,-1.4179517133186406,False,2020-10
2020-10-01,TTD,0.3676002863642734,0.3676002863642734,0.3676002863642734,0.3676002863642734,False,2020-10
2020-10-02,SEDG,1.7514656424669215,-3.7615045384785395,1.7514656424669215,-3.7615045384785395,True,2020-10
2020-10-05,XYZ,-0.5486657636118288,-0.5486657636118288,-0.5486657636118288,-0.5486657636118288,False,2020-10
2020-10-06,ENPH,-0.010997839426333412,-0.010997839426333412,-0.010997839426333412,-0.010997839426333412,False,2020-10
2020-10-06,MDB,0.20903900052032154,0.20903900052032154,0.20903900052032154,0.20903900052032154,False,2020-10
2020-10-07,CLF,-1.257323550448714,-1.257323550448714,-1.257323550448714,-1.257323550448714,False,2020-10
2020-10-08,ROKU,-1.2552393196804732,-1.2552393196804732,-1.2552393196804732,-1.2552393196804732,False,2020-10
2020-10-09,ELAN,-1.2377321465970479,-1.2377321465970479,-1.2377321465970479,-1.2377321465970479,False,2020-10
2020-10-13,NET,-1.0259143988899297,-1.0259143988899297,-1.0259143988899297,-1.0259143988899297,False,2020-10
2020-10-14,NET,-1.3552045304130202,-1.3552045304130202,-1.3552045304130202,-1.3552045304130202,False,2020-10
2020-10-22,CLF,-1.622828002299714,-1.622828002299714,-1.622828002299714,-1.622828002299714,False,2020-10
2020-10-23,CLF,-1.342931620236216,-1.342931620236216,-1.342931620236216,-1.342931620236216,False,2020-10
2020-10-28,CHWY,-1.3363151179780672,-1.3363151179780672,-1.3363151179780672,-1.3363151179780672,False,2020-10
2020-11-16,ALB,6.79698263561115,6.79698263561115,6.79698263561115,6.79698263561115,False,2020-11
2020-11-16,RF,-1.6507467462024676,-1.6507467462024676,-1.6507467462024676,-1.6507467462024676,False,2020-11
2020-11-16,UPWK,0.8946495007455996,0.8946495007455996,0.8946495007455996,0.8946495007455996,False,2020-11
2020-11-17,BBWI,-1.409425777119153,-1.409425777119153,-1.409425777119153,-1.409425777119153,False,2020-11
2020-11-19,BJ,-0.6637052900746496,-0.6637052900746496,-0.6637052900746496,-0.6637052900746496,False,2020-11
2020-11-19,TSLA,20.0,20.0,20.0,20.0,True,2020-11
2020-11-20,COHR,10.500326090264595,10.500326090264595,10.500326090264595,10.500326090264595,False,2020-11
2020-11-20,STNE,4.865960843610517,4.865960843610517,4.865960843610517,4.865960843610517,False,2020-11
2020-11-23,AA,6.049936670442013,-0.7536952329853027,6.049936670442013,-0.7536952329853027,True,2020-11
2020-11-23,AEO,7.671729588972081,7.671729588972081,11.648908478491899,11.648908478491899,False,2020-11
2020-11-23,ALB,6.97724922421111,6.97724922421111,6.97724922421111,6.97724922421111,False,2020-11
2020-11-23,CPRI,6.009960797735425,6.009960797735425,6.009960797735425,6.009960797735425,False,2020-11
2020-11-23,STNE,1.8721913088490305,1.8721913088490305,1.8721913088490305,1.8721913088490305,False,2020-11
2020-11-23,XYZ,0.7061239835685506,0.7061239835685506,0.7061239835685506,0.7061239835685506,False,2020-11
2020-11-24,AA,-1.182844144259511,-1.182844144259511,-1.182844144259511,-1.182844144259511,False,2020-11
2020-11-24,ALB,-1.9106028581377457,-1.9106028581377457,-1.9106028581377457,-1.9106028581377457,False,2020-11
2020-11-24,CPRI,-1.2444156261012695,-1.2444156261012695,-1.2444156261012695,-1.2444156261012695,False,2020-11
2020-11-24,EQH,-1.0746062387403423,-1.0746062387403423,-1.0746062387403423,-1.0746062387403423,False,2020-11
2020-11-24,GAP,-4.60367298806425,-4.60367298806425,-4.60367298806425,-4.60367298806425,False,2020-11
2020-11-24,HBAN,-1.6273693368570354,-1.6273693368570354,-1.6273693368570354,-1.6273693368570354,False,2020-11
2020-11-24,HOG,-1.0739997656309521,-1.0739997656309521,-1.0739997656309521,-1.0739997656309521,False,2020-11
2020-11-24,HWM,-1.4162032120043087,-1.4162032120043087,-1.4162032120043087,-1.4162032120043087,False,2020-11
2020-11-24,LYB,-1.2734341863626548,-1.2734341863626548,-1.2734341863626548,-1.2734341863626548,False,2020-11
2020-11-24,MHK,-1.3840165944925784,-1.3840165944925784,-1.3840165944925784,-1.3840165944925784,False,2020-11
2020-11-24,TSLA,8.138297467083541,8.138297467083541,8.138297467083541,8.138297467083541,False,2020-11
2020-11-24,URI,-1.2527967467276089,-1.2527967467276089,-1.2527967467276089,-1.2527967467276089,False,2020-11
2020-11-24,WAB,-1.0975846963385478,-1.0975846963385478,-1.0975846963385478,-1.0975846963385478,False,2020-11
2020-11-25,XYZ,-1.2129304518251134,-1.2129304518251134,-1.2129304518251134,-1.2129304518251134,False,2020-11
2020-11-30,CHWY,-1.2900399891840377,-1.2900399891840377,-1.2900399891840377,-1.2900399891840377,False,2020-11
2020-11-30,CRSP,5.616638799520438,5.110277944180266,5.616638799520438,5.110277944180266,True,2020-11
2020-11-30,MDB,-1.2852780558445829,-1.2852780558445829,-1.2852780558445829,-1.2852780558445829,False,2020-11
2020-11-30,MELI,0.22053915530725782,0.22053915530725782,0.22053915530725782,0.22053915530725782,False,2020-11
2020-11-30,NET,0.47062381288692867,0.47062381288692867,0.47062381288692867,0.47062381288692867,False,2020-11
2020-11-30,OKTA,-1.7695375986266169,-1.7695375986266169,-1.7695375986266169,-1.7695375986266169,False,2020-11
