date,sym,R,adr,stack,off52
2019-09-04,SHAK,-1.0444896556694074,3.8368999875613854,74,3.6820497456654167
2019-09-05,APO,-1.4374952637656404,4.103067287608162,5,4.7582658156308355
2019-09-05,MU,-5.105271377920783,3.178074160591721,9,0.6776075429214767
2019-09-05,NWL,0.6363803755251117,3.126983200313788,22,-16.99162821738457
2019-09-06,ROKU,-1.7624773478307216,4.551047051069431,21,0.0942861903280745
2019-09-09,RH,7.273142671521689,3.3531828067494813,53,-2.6631234723433317
2019-09-09,TREX,-1.1800003051757812,3.01080938823321,53,1.0411930314513151
2019-09-09,XPO,-1.1755107461530843,3.7609542374215503,39,0.4029615253559271
2019-09-10,BC,-1.00990177703203,3.2909384068735412,7,-3.2836452955926076
2019-09-10,RH,2.4651132875569988,3.283927058289053,54,0.7418667929347311
2019-09-11,RH,0.6907539053978431,3.303741280878788,55,4.973594061890019
2019-09-13,RH,-1.022379542811749,3.8032039397006367,57,0.24827248391858792
2019-09-17,ALNY,-1.1378088824426986,3.6060484490859857,51,-8.597004557467336
2019-09-17,NBIX,-1.4477603782350852,3.1063405117525456,67,0.3960018982470892
2019-09-20,DOCU,-2.376544510803948,3.8799345036086654,6,0.9660373070020656
2019-09-24,FND,-1.1440662076099959,3.1864130090050327,34,1.5599975585937509
2019-09-26,MPC,-1.031446361069696,3.2331048997190623,5,-8.824596752156832
2019-09-27,MPC,-1.0636915536208076,3.1871347166421184,6,-6.456774695797495
2019-09-30,URBN,-1.4700847873469434,4.330744049422429,15,-19.351137881529944
2019-10-07,RH,0.08514701305607678,3.5342432171663787,73,0.0684639058549541
2019-10-09,DOCU,-1.0769230769230769,3.4815956984636647,19,2.1951257239347655
2019-10-11,ALGN,11.076293899955909,3.242213419630123,5,-40.18647056527554
2019-10-14,TSLA,7.320434013225296,3.565033152955087,5,-27.000001300464948
2019-10-16,KNX,-0.3757869540801914,3.075740017719081,9,-5.459135692868844
2019-10-22,P,-0.7564097861570627,3.0215045971117895,5,-19.209521146886345
2019-10-23,GNRC,4.079053230884287,3.0323492105359717,9,1.424536099156426
2019-10-23,KNX,-0.8511851890147581,3.054002972825296,14,-3.315683222314847
2019-10-23,SEDG,-1.474614151267524,4.135832574317972,24,0.055771527121195597
2019-10-24,AAL,0.2235727408213095,3.0054856708953546,7,-20.497916410384697
2019-10-24,SEDG,-3.6624431417617123,4.232689853941424,25,0.9719239100532295
2019-10-24,THO,-0.21768488886689577,4.01121714511703,19,-8.09417706266492
2019-10-25,AAL,-0.7976366387702609,3.115960790447483,8,-16.578225221097455
2019-10-25,CZR,15.610000610351562,3.2629198237707007,8,-18.11238878916074
2019-10-25,THO,-1.4600738720846893,3.9705727640404067,20,-5.110310134180674
2019-10-28,AAL,-1.7059924763329808,3.2200678712350452,9,-15.226613656599818
2019-10-31,GNRC,0.4785017179366982,3.117837870814366,15,1.8991380828662807
2019-11-01,AA,-0.7471340333506482,4.042719372971206,9,-30.461039650707853
2019-11-01,FLEX,-1.1020400784109134,3.736107410172017,6,-2.312602022923782
2019-11-01,URI,1.1518387770172456,3.240926968098197,10,-0.5816617383115008
2019-11-04,HAL,-1.2542493591347927,3.812258742019672,5,-34.03428345354379
2019-11-04,IR,-1.1961611054576127,3.524523293843033,10,-4.300986204315427
2019-11-04,LUMN,2.133340118851641,3.016911419496066,10,-12.94402874153392
2019-11-04,MOS,-1.3469412724159646,3.391844558602355,10,-36.700501855856125
2019-11-04,MTZ,-1.0850123999173908,3.034173315905305,69,3.0429776778031936
2019-11-04,ON,-1.212767079926141,3.2524783219067244,11,-7.774009175367491
2019-11-04,TDOC,-0.6474569520666629,3.8101185264706605,14,2.0317440941220344
2019-11-04,URI,0.70212838823409,3.3803623149567974,11,2.831328499464836
2019-11-05,GE,0.07999771310098511,3.1389745342447597,12,-2.6022566850001483
2019-11-05,IPGP,-1.3989142879621368,3.7602890689645285,14,-15.957617806237245
2019-11-05,M,-1.0882383328717689,3.1044357378977105,10,-44.80835678172337
2019-11-07,CPRI,-1.2413774959880035,3.406039266571016,12,-28.739997863769528
2019-11-07,GE,-1.3286088745683595,3.181290130243032,14,0.23887434415263975
2019-11-08,CNC,1.4095724497850175,3.3614146807189917,10,-20.485234761567238
2019-11-08,CPRI,-1.4444478695447784,3.397410253660961,13,-26.760002136230465
2019-11-08,GE,-1.3947429249889314,3.1586332635240093,15,1.7668038972833866
2019-11-08,NBIX,0.3311086868168303,3.237204669332505,5,3.2627949189240724
2019-11-08,SRPT,0.823248276096665,3.616829260625983,8,-39.37027901194923
2019-11-11,ACAD,-0.10526414414993221,3.835121002945683,21,0.8695723915592479
2019-11-11,LUMN,-1.4807707501759375,3.6177575631740413,15,-3.9514213230425144
2019-11-12,DXCM,1.5086837195885485,4.247615977477266,5,0.10197966364122735
2019-11-12,SRPT,0.379747128834498,3.921436569864055,10,-37.059197085994136
2019-11-13,SRPT,-1.1966654459635417,3.9233558948683953,11,-36.39798610892912
2019-11-15,CNC,0.045453809838673136,3.3609808365227622,15,-16.874865925061712
2019-11-15,DXCM,0.6283482276951026,3.9332712014683824,8,0.0816513791724871
2019-11-15,M,-3.934775414554286,3.4032074872968465,18,-44.34594923338423
2019-11-15,ROKU,-2.830666097005208,6.049917616820358,11,-10.90342660280591
2019-11-18,CNC,-1.114866240692007,3.5964731594895305,16,-14.275401464574855
2019-11-18,DXCM,-0.2862904466279864,3.949996783129174,9,2.59141653227295
2019-11-18,MOH,-0.9719439551837175,3.4815089549795175,14,-15.421386334881094
2019-11-18,NBIX,-0.6062453755447008,3.1941639629399874,11,1.3437027989396277
2019-11-18,ROKU,-3.66615804017529,5.7591310500615185,12,-9.30614990120031
2019-11-19,AMD,-1.1062487036008306,3.0134514324221517,17,3.2508106589066443
2019-11-19,ARWR,-1.3354041682067612,5.43399538917399,23,1.4463664892707229
2019-11-19,DXCM,-1.0295845522289235,3.9721094893473694,10,1.4453590848881204
2019-11-19,OKTA,-1.2291678966035577,4.187765265146994,5,-11.11738004505457
2019-11-20,DXCM,-1.2008283339493713,3.8640592908700935,11,1.0962450260653345
2019-11-20,PTC,-0.5952379871117751,3.1563055170212255,15,-26.876159449057504
2019-11-20,XYZ,-0.9900266989061636,3.383468424042415,14,-19.266826162588636
2019-11-21,ALNY,0.524025160979175,3.4752207421756722,18,1.3581240326346888
2019-11-21,LYFT,-0.6372179669383324,4.240895631049953,9,-47.223477283477386
2019-11-22,AVTR,1.324324115337923,4.316283308087029,7,-12.381921625838267
2019-11-22,Z,-1.6192313673937093,3.569884040129921,18,-20.139904105189434
2019-11-25,FCX,-2.551727851969105,3.422294393187433,19,-19.765046433939293
2019-11-25,LYFT,-1.5688275585139653,4.311996744184494,11,-44.76298028266476
2019-11-25,TDOC,-1.8648643075677946,3.971113225190374,29,1.3275385783471316
2019-11-26,ALNY,-0.6881883727999404,4.06610148697739,21,2.197422797076176
2019-11-26,PAYC,-1.3230696097899977,3.0179733828804767,9,1.827762670787214
2019-11-26,PEN,-1.1478974916589517,3.139169564903651,25,-5.008079270108922
2019-11-26,RH,-1.5605372727863671,3.4009674299864545,5,1.8722564254557206
2019-11-26,TTD,-4.9805773361692225,4.599581638498714,12,-9.053228802380609
2019-11-27,ARWR,-1.2588493446649056,6.305547706893113,29,1.8444740473923193
2019-11-27,NBIX,-1.6949148158924126,3.2397565489991766,18,0.7615945447544403
2019-11-29,ARWR,-1.8615368814877307,6.560559427136374,30,3.8844669953776334
2019-11-29,NTNX,-1.226148352737081,4.296861279235022,7,-31.693492564619284
2019-12-03,ALNY,-1.1449522976408517,3.8582886490726107,25,1.9750022888183505
2019-12-05,ALNY,-1.35907292688459,4.09166125250608,27,0.2582517031448406
2019-12-06,AVTR,-0.1147538420649438,3.4646355736163774,16,-7.0206794193323425
2019-12-06,RH,-2.132074042197264,3.6927408230303236,12,3.7029097509305053
2019-12-10,AVTR,-1.5454533632150924,3.2822292925337546,18,-5.5399496308011775
2019-12-11,Z,2.9658047204353313,3.170336531989356,30,-16.953266196934734
2019-12-12,CVNA,-1.7440248931592635,4.042208022161951,16,0.5806693856207357
2019-12-13,RIG,-1.176471743203671,6.0179474339457215,7,-37.79366520615195
2019-12-13,SHOP,6.970234280783728,4.229503161672646,11,-5.868995909730968
2019-12-16,SHOP,9.156165779680542,4.3500921699302975,12,-3.9012710380640914
2019-12-18,DVN,0.8097054187136593,3.110798090181759,16,-29.43432381547233
2019-12-18,Z,1.8055595782632499,3.233271055198069,35,-13.999809209545655
2019-12-19,THO,-1.1438874223331077,3.297172196561797,9,0.9242554646951673
2019-12-20,CROX,0.941175150624376,3.1847214732115625,11,0.6491938606327796
2019-12-20,EXEL,-1.0264750497471762,3.3008322281264477,11,-26.866848599545623
2019-12-20,HP,-0.22548247500273672,3.2066906921768945,12,-28.565402384189266
2019-12-20,THO,-2.0824444869962577,3.359807428173119,10,0.25615525987643384
2019-12-23,THO,-1.3946473019706478,3.3732909256922405,11,1.9858862006109756
2020-01-02,SEDG,-1.098814276926046,4.087356377123872,11,5.297445216596741
2020-01-02,STNE,-0.7442906327605421,3.2773622747913325,53,-6.203418185268594
2020-01-02,WDC,-1.584501209597646,3.01714662607847,5,2.171540471149136
2020-01-07,DXCM,5.445648877389516,3.1144242836177294,6,-0.2370702809300962
2020-01-07,TSLA,13.371993643782096,3.047802703730691,16,3.317179686736882
2020-01-07,TTD,-1.1769633941308335,4.013844374168922,39,-3.188146623200383
2020-01-07,WDC,-0.6900920476088093,3.078796305429652,8,2.5462185409832028
2020-01-08,APA,-1.043471856180619,4.071728041820738,5,-11.64098347201714
2020-01-08,M,-1.2142895764892268,3.167999588468715,14,-38.74243223103958
2020-01-08,TSLA,7.81514032893989,3.188211177075231,17,4.348751321152267
2020-01-08,WDC,-1.5621894911373988,3.174274830780151,9,0.9708945063437113
2020-01-08,ZS,1.274575372579446,3.0700441947015786,7,-43.32142117367421
2020-01-09,ZS,0.17229678353906072,3.3369875726507647,8,-39.69175849021492
2020-01-10,BBWI,7.021585608085736,3.8984294772497172,13,-29.877786880251513
2020-01-10,ZS,-0.4454560713334511,3.467470602948845,9,-38.57493920299668
2020-01-13,SNAP,-2.5857107045738172,3.056543598519602,14,-1.9607875728968716
2020-01-13,W,-0.9068323334565409,3.585937423308451,7,-41.85979653718477
2020-01-14,EXEL,-1.3583339293803496,3.480678484733483,26,-22.36270235812653
2020-01-14,TSLA,-1.4915509732311978,3.7163414664839447,21,2.338143162730444
2020-01-14,W,-3.22149849275953,3.9090901621983325,8,-40.36887659606687
2020-01-15,EXEL,-1.185716115214945,3.6438562200160827,27,-19.39944666541419
2020-01-15,ZS,-1.3435588995892767,3.761680852363547,12,-33.00200908523357
2020-01-16,GH,-1.4517540924361874,3.6516475472890906,19,-25.72625417264377
2020-01-16,ZS,-1.1601931050318786,3.780808051290705,13,-30.958232004994468
2020-01-17,CRWD,-1.3669081727866512,4.292187751296686,5,-37.720845628693056
2020-01-17,SNAP,-1.2820506422504705,3.1063320370339755,18,3.1857458855545584
2020-01-21,UBER,0.3242024403626578,3.243572725262985,15,-20.135945174667423
2020-01-22,STNE,-1.7142860307328824,3.5666011683299708,66,-2.148178412872237
2020-01-22,TDOC,-1.6367579149891986,3.3617421899203337,19,0.1431712079800418
2020-01-23,BBWI,-1.2615397264825112,3.4148118084354495,21,-24.13363639806808
2020-01-23,TDOC,-2.13636127188678,3.346863787122171,20,0.0
2020-01-29,MDB,0.8456877188689568,3.9387310409199885,14,-13.78396005464031
2020-01-30,MDB,-0.2425695643268865,4.017360861542354,15,-9.38954768813407
2020-01-30,OKTA,-1.1560293921368459,3.1303754451303885,21,-6.281285356877087
2020-01-30,TDOC,3.9466327772729612,3.8742410131131457,25,0.5567839505133065
2020-02-03,TWLO,-2.147916616996082,3.142569702316115,22,-15.11258763193295
2020-02-04,BBWI,-0.43974418999995113,3.364020581804411,29,-14.018116330164855
2020-02-04,LYFT,-1.0264546313265464,3.3048250451544434,14,-43.566590450219536
2020-02-04,TDOC,3.1233219949314686,4.009124782756566,28,1.885574098754339
2020-02-04,UBER,-1.3543281779871021,3.6565273903685336,25,-18.16058351577654
2020-02-04,XYZ,-1.60606004559137,3.256875785923853,18,-2.764417676354103
2020-02-06,ENPH,2.5075412236948544,5.467226303996094,38,0.9997397655762574
2020-02-06,SHAK,-3.3387625468760485,3.8553966404139093,16,-30.725621474180155
2020-02-10,ALNY,-1.2738582030726502,4.150516791029026,22,2.5501086964152986
2020-02-10,LYFT,-1.5516233283971066,3.6087267583615925,18,-39.36794340194708
2020-02-10,MRNA,-1.8153108736919912,6.903265553374902,19,-20.61094698992352
2020-02-10,PENN,-2.1632629626530013,4.777456328738453,80,1.7942339142111186
2020-02-10,TNDM,-0.3032779837124842,4.17142978536166,18,0.8507913256448507
2020-02-11,DT,-1.2528095907555676,5.902454043752386,32,3.9312710195761547
2020-02-11,LYFT,-5.07971791041431,3.8683706369815702,19,-39.11963932768672
2020-02-11,PENN,-1.1817477779466985,4.991216479424541,81,0.6012605077498678
2020-02-12,ALNY,-1.003781519876776,4.285091382371688,24,0.661111020041627
2020-02-12,ENPH,1.0867061072657875,5.176863290642086,42,3.105590062111796
2020-02-12,TNDM,-1.5097052320478206,4.321154473109674,20,1.0220611498370946
2020-02-13,PENN,-1.2513376947383668,5.037368584901234,83,1.5384562456762119
2020-02-13,RNG,-1.9174188360956388,3.091890722905827,35,2.6459299625577692
2020-02-13,TNDM,-1.6821191551067738,4.432613600881259,21,0.5206445383731051
2020-02-14,MELI,-3.631265101239067,3.644034396741676,51,1.3541288891406378
2020-02-14,TNDM,-4.701846130815864,4.5410821405057495,22,2.5265105764079587
2020-02-18,AMD,-1.760976562863443,3.390803064083827,6,2.6895267558314284
2020-02-18,DXCM,-1.2140906927617792,3.201083795923095,34,0.3389830508474523
2020-02-18,MDB,-1.7964091552834758,4.167214975256763,27,-4.264533464049025
2020-02-18,TDOC,0.24223702557626262,3.7061421067216735,37,3.605509075311475
2020-02-18,TNDM,-2.7488140091552706,4.484513299795928,23,2.6834908820857706
2020-02-18,ZM,6.401006162794922,4.752284099357671,25,-10.201227242241739
2020-02-18,ZS,-4.230772019097659,3.541622822732118,5,-28.679919636590657
2020-02-19,KGC,-1.896550147458637,3.6321050282574525,18,1.8281471003173122
2020-02-19,TTD,-1.9523822630053587,4.243729054240998,68,0.45765239265822544
2020-02-19,XYZ,-2.17749095040558,3.2934709239848035,28,2.4519242672525587
2020-02-19,ZM,4.306219781302874,4.969499941078194,26,-3.1768177278306164
2020-02-20,ALB,-1.4228218609674175,3.0656815619788382,43,2.5889572827730634
2020-02-20,DXCM,-1.2140065309220185,3.4483673455668757,36,0.27844873553926064
2020-02-20,ENPH,-1.7043470112276435,6.2347956881274795,47,2.0323119503989906
2020-02-20,PAAS,-4.325307631180062,3.0893567558587467,14,0.16084016446256122
2020-02-21,ENPH,-1.6297890714533845,6.525855756690664,48,0.23748835934953583
2020-02-21,KGC,-2.2142843107903256,3.719316162450901,20,3.8327929096230617
2020-02-26,REGN,-1.699614148300039,3.228931735033809,5,0.06992869147650627
2020-02-27,ZM,-1.4369741972793215,6.3359200536216145,32,1.565295127219124
2020-03-04,BMRN,-3.313186698022645,3.0196640678292677,16,0.9906120262008766
2020-03-04,ETSY,-2.6529279659474185,4.05643142900292,39,-13.717364814062627
2020-03-04,GNRC,-1.1155957292225163,3.772478141675485,99,0.1356883180070323
2020-03-04,REGN,-1.092221277053692,4.0411472239999,10,4.995745549239916
2020-03-04,TREX,-1.0840476346267094,3.9163613838924376,45,0.25659711533103646
2020-03-05,NEM,-2.6060652965809528,3.3121314411005978,61,1.7277684314700892
2020-03-05,ZM,-1.1006668090820313,7.370574263302815,37,2.517837847240534
2020-03-06,GILD,-1.3085933430663212,4.174247340524728,17,1.6987505455436258
2020-03-06,NEM,-2.0867529037943915,3.420892380127298,62,0.21051356734131943
2020-03-27,CHWY,0.8531859585349875,11.079649820792229,5,-12.530237750498685
2020-04-14,DOCU,33.62537415547764,9.74020828645921,6,0.05082644150620208
2020-04-14,MOH,3.150838682101807,8.928916346230697,9,1.4160604043745195
2020-04-15,CHWY,-1.293628082930025,11.058204461098269,17,1.3385598704076962
2020-04-15,ZS,-1.0777906224626013,7.823381604436322,7,-21.867323688690377
2020-04-16,AKAM,-1.441228815663854,5.908242139257185,5,2.4191988471005565
2020-04-16,FIVN,1.3671221308785506,7.668734450031183,5,5.551037911294898
2020-04-16,MOH,-1.1013584616856404,8.205148676517378,11,3.6181825580019034
2020-04-16,TTWO,-1.5774993896484375,5.986300219124314,8,-6.543844843861657
2020-04-17,FIVN,0.944589270940066,7.420202193058365,6,0.9074033234699685
2020-04-17,INCY,-1.0520845750979504,5.321245870039422,5,3.316457334548595
2020-04-17,REGN,-1.355147088689435,5.848522175321959,41,4.948642593996655
2020-04-20,FIVN,0.3111098866398649,7.118574967825272,7,0.9373720798446783
2020-04-20,INCY,-1.7393043717432415,5.233153793958803,6,0.9175285021847612
2020-04-22,DPZ,-1.026930803720391,4.671392263928644,17,0.7311495195258644
2020-04-23,AU,-1.8018856578158104,8.164625375506734,8,3.706596750780755
2020-04-23,SAM,1.992304690903443,5.7289158078627995,5,-2.219722310281924
2020-04-23,WPM,2.5445987416224622,5.753713671576401,8,4.951292270420327
2020-04-24,CRWD,-1.3977428810823163,5.811022147272195,8,-29.328620002898088
2020-04-24,SAM,7.262398481111444,5.795145779808121,6,-1.2886496227151545
2020-04-24,WST,-1.0418484714552207,4.761796773999175,6,2.7697242681429257
2020-04-27,ACAD,-2.7121203363870183,5.727047456974873,8,-3.3705797906434465
2020-04-27,CIEN,-1.2775133240855663,4.803762756425928,11,3.468695922146603
2020-04-27,FFIV,1.9269005456581583,3.834267131971778,5,-19.794154508540874
2020-04-27,SAM,2.8397078689000352,5.713271759795262,7,2.7999578045490026
2020-04-27,TW,-1.056815676554863,5.510457218680215,6,1.6826393322723954
2020-04-27,W,2.1676752370420633,12.359977619400706,7,-22.59014285858385
2020-04-29,MPWR,-2.06382910001501,4.8161000016264905,9,2.358443170917246
2020-04-30,AMZN,-2.410052532208994,3.2222122725273548,13,0.5282355793286397
2020-05-04,TEAM,0.7647052701960876,4.92363450548315,11,2.6110372279161798
2020-05-04,TECH,1.45014064919151,4.572745032908573,12,3.331884018683029
2020-05-04,WPM,0.989940853088964,5.3259339863769295,15,0.5089780624270679
2020-05-05,SAM,1.8194706905467024,4.942225129714972,13,2.22128382394271
2020-05-05,SFM,3.2031268626469256,4.013300901930053,36,-1.80855688589453
2020-05-05,SHOP,2.035666028511305,7.404576113917409,11,3.059757022328813
2020-05-05,TEAM,0.4623863639545204,5.174649624692021,12,3.5982645865967333
2020-05-05,TECH,0.7293035681833522,4.6215164513050615,13,3.578035802069346
2020-05-06,ETSY,-0.28733730243756833,6.40627026677143,11,2.2745070114634336
2020-05-06,PPLI,-1.157975977293337,4.074861487760653,11,-11.827146509578434
2020-05-06,PYPL,16.171770149839162,3.6493596541210134,8,0.2891958322705168
2020-05-06,PZZA,-0.6434156134932028,6.010441407410359,14,0.9054369871576595
2020-05-06,SFM,0.2709679245329455,4.113606877376934,37,5.381558488084193
2020-05-06,SHOP,0.02572454472474217,7.398414133383759,12,4.092572597472666
2020-05-06,TECH,-0.5891816815280823,4.663692839888299,14,5.8802144175324145
2020-05-06,TTD,-2.282434222772115,7.087604427533195,5,-3.5641407128293223
2020-05-06,TWLO,16.974535435885876,5.116259122020696,6,-18.940396340477548
2020-05-07,BIO,0.3288576268905203,4.004136039777063,16,1.1912117423592106
2020-05-07,CVNA,0.9263023195365653,11.303625616641288,10,-15.239083582111046
2020-05-07,DBX,0.07826102821052491,3.727425471816801,17,-16.45038644192568
2020-05-07,DDOG,15.765943389947715,4.355018212084775,8,-1.0175545339223047
2020-05-07,DT,3.4134640601989146,6.503986666216955,5,-13.961957180085927
2020-05-07,ENPH,-0.29771040528971315,8.466953159302031,5,-7.878275109381527
2020-05-07,GH,1.3548442670021057,4.724720501266712,6,-25.19159148542719
2020-05-07,HUBS,-1.0879249832743614,6.048169514814346,5,-9.35185948062156
2020-05-07,IPGP,1.9577481436906976,4.2875441362754545,6,-11.472163777602763
2020-05-07,NBIX,1.6594696754858929,3.7312010571371546,13,-8.951106517249984
2020-05-07,PZZA,-1.683163558859002,5.896430014463779,15,3.5228848152925263
2020-05-07,QLYS,-1.5532863459901596,4.131113686268559,20,0.3246465978294255
2020-05-07,RGLD,-0.690955331210422,5.062592019183291,15,-1.2909223952096704
2020-05-07,RNG,-0.6281959035981809,6.558485093691882,17,1.208109128639423
2020-05-07,ROKU,-1.5013842804911555,7.101126308201716,11,-22.118381408529242
2020-05-07,TTD,-1.8092730565230761,6.76980306084419,6,-0.3953250928579233
2020-05-07,WIX,25.4480804290961,5.390168335484001,8,-4.154177602829523
2020-05-08,DDOG,16.246530839642375,4.302731350869758,9,3.2122917890313962
2020-05-08,FSLY,11.490721529522176,7.763773175588372,17,-1.270999340696355
2020-05-08,IPGP,-2.252397394024366,4.300472165521288,7,-8.66719169828053
2020-05-08,PODD,-1.2824727367145576,4.445072653894849,14,-1.0097799222520076
2020-05-08,SRPT,7.829498709681956,4.668178499683862,12,-19.395467543989366
2020-05-08,TWLO,2.9279833388277527,5.597302884496826,8,1.8824105097994703
2020-05-08,WIX,13.947335501378616,5.212828156743852,9,2.2717786800972695
2020-05-11,APO,-1.7449026684679632,5.957483718169588,9,-12.771225386130602
2020-05-11,DDOG,10.022654856331595,4.413771851321576,10,6.61229527842484
2020-05-11,DT,1.0718227619470135,6.0798108369825945,7,-9.618234881411947
2020-05-11,DXCM,-1.0309695356545736,5.132981043194623,18,1.6231291487580846
2020-05-11,GH,-0.7664469033618683,4.671718027577484,8,-15.594368035679073
2020-05-11,NBIX,0.507760494641664,3.9282848975293327,15,-5.081489137916684
2020-05-11,RMD,-0.988481205806773,3.024765237329662,13,-4.893551026075505
2020-05-11,SFM,-1.6578939883451091,4.60519888548302,40,5.0713181388781114
2020-05-11,SRPT,-1.0629535724676835,4.6690492682583615,13,-14.464736007099754
2020-05-11,TECH,-1.6837608483721893,4.670206547098197,17,3.0180112310237206
2020-05-11,TNDM,-1.014674457785076,5.620354528858081,11,-0.720134916662285
2020-05-11,TWLO,4.7003944025713364,5.832442011750341,9,2.313724017119889
2020-05-11,WIX,11.324783316841952,5.234793563445686,10,1.0480782489221685
2020-05-11,WST,-0.7398832804263306,3.334991849224199,17,3.3423355785697995
2020-05-12,ABBV,3.9373077242857684,3.202656394118286,10,-6.183199641880988
2020-05-12,GH,-1.1911363780459454,4.902085467707847,9,-13.803241574828851
2020-05-12,MDB,0.6425800938760081,5.210274593709367,14,1.979886131331532
2020-05-12,TWLO,3.692757068833219,5.945679376274156,10,0.16844347179738595
2020-05-14,SAM,0.4080662151314356,4.178337469126721,20,1.1438917011170835
2020-05-15,NVDA,3.833321774741767,3.6797854097736358,22,3.8941589628933793
2020-05-15,RGEN,-1.5171148551346432,5.265567536700159,26,5.3231298431609675
2020-05-15,SHW,-0.7139043129298532,3.037685473831977,12,-5.019825391666077
2020-05-15,TEAM,-1.8211373372810427,4.627497233599361,20,2.1374939759801315
2020-05-15,TSCO,6.8261350250291715,3.0859863400732888,19,-1.1704287503967237
2020-05-15,TYL,0.038651027036516857,3.1345632346566585,18,4.0933135876476845
2020-05-15,WIX,4.898581991220225,5.7466915117083275,14,6.205586054660661
2020-05-15,WST,-1.9190365305440333,3.6564027216730284,21,0.17776902765089808
2020-05-18,AAP,0.6847554123361156,3.7021749332409835,12,-23.274612296111563
2020-05-18,CIEN,0.7456130957957998,3.80947910671061,26,2.905230950455784
2020-05-18,GNRC,-1.2010056223606247,4.217252450736277,11,-6.267875576296578
2020-05-18,MAS,1.23790753428592,3.04686205656406,14,-10.942461164364413
