date,sym,R,cnt5,cnt5_pct,cnt10,cnt10_pct,cnt20,cnt20_pct,breadth
2022-02-11,DINO,-1.0582219363576746,5.0,49.800796812749006,12.0,62.15139442231076,12.0,30.278884462151396,53.2043530834341
2022-02-11,HAL,-1.046438749429102,5.0,49.800796812749006,12.0,62.15139442231076,12.0,30.278884462151396,53.2043530834341
2022-02-11,OXY,-1.4350277337214055,5.0,49.800796812749006,12.0,62.15139442231076,12.0,30.278884462151396,53.2043530834341
2022-02-15,EXPE,-1.1320412714608565,8.0,74.9003984063745,17.0,82.86852589641434,17.0,41.03585657370518,36.75937122128174
2022-02-15,MAT,-1.1986991496724393,8.0,74.9003984063745,17.0,82.86852589641434,17.0,41.03585657370518,36.75937122128174
2022-02-16,BCRX,-1.5253799589274661,8.0,74.9003984063745,17.0,82.86852589641434,19.0,49.00398406374502,54.041013268998796
2022-02-16,BKR,-1.6044457463930695,8.0,74.9003984063745,17.0,82.86852589641434,19.0,49.00398406374502,54.041013268998796
2022-02-16,EXPE,-1.6084922080217385,8.0,74.9003984063745,17.0,82.86852589641434,19.0,49.00398406374502,54.041013268998796
2022-02-16,H,-1.8048575721283928,8.0,74.9003984063745,17.0,82.86852589641434,19.0,49.00398406374502,54.041013268998796
2022-02-16,SLB,-1.4624688711417722,8.0,74.9003984063745,17.0,82.86852589641434,19.0,49.00398406374502,54.041013268998796
2022-02-16,USFD,-1.131432664569999,8.0,74.9003984063745,17.0,82.86852589641434,19.0,49.00398406374502,54.041013268998796
2022-02-24,CF,7.216409357201521,6.0,61.354581673306775,14.0,70.1195219123506,25.0,69.32270916334662,15.042117930204574
2022-02-24,PFGC,-0.8684512313054977,6.0,61.354581673306775,14.0,70.1195219123506,25.0,69.32270916334662,15.042117930204574
2022-02-24,RRC,4.360053285621914,6.0,61.354581673306775,14.0,70.1195219123506,25.0,69.32270916334662,15.042117930204574
2022-02-25,EXE,0.5370392126408261,3.0,35.85657370517929,17.0,83.66533864541833,28.0,78.88446215139442,23.621103117505996
2022-02-25,FCX,-0.7174726080362248,3.0,35.85657370517929,17.0,83.66533864541833,28.0,78.88446215139442,23.621103117505996
2022-02-25,NUE,3.280527070037477,3.0,35.85657370517929,17.0,83.66533864541833,28.0,78.88446215139442,23.621103117505996
2022-02-28,AR,16.139477583810176,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-02-28,CF,9.515640272625856,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-02-28,EXE,-0.06265318661245903,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-02-28,FANG,-1.1127061492564199,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-02-28,FCX,-2.636558226294616,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-02-28,MOS,4.900681247826053,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-02-28,NUE,-1.6926243958700833,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-02-28,PR,-1.5950720375250782,6.0,61.75298804780876,19.0,90.43824701195219,31.0,82.47011952191235,49.40191387559808
2022-03-01,AR,13.172031042850818,14.0,94.42231075697211,22.0,93.62549800796812,39.0,90.43824701195219,44.418052256532064
2022-03-01,EQT,13.15164556726037,14.0,94.42231075697211,22.0,93.62549800796812,39.0,90.43824701195219,44.418052256532064
2022-03-01,OVV,-1.1541962853704186,14.0,94.42231075697211,22.0,93.62549800796812,39.0,90.43824701195219,44.418052256532064
2022-03-01,OXY,3.604857645025278,14.0,94.42231075697211,22.0,93.62549800796812,39.0,90.43824701195219,44.418052256532064
2022-03-02,ABG,-1.253169019062256,18.0,97.21115537848605,26.0,94.82071713147411,43.0,91.23505976095618,32.58293838862559
2022-03-02,EXE,-1.4419691481645072,18.0,97.21115537848605,26.0,94.82071713147411,43.0,91.23505976095618,32.58293838862559
2022-03-02,OXY,6.1722846757911745,18.0,97.21115537848605,26.0,94.82071713147411,43.0,91.23505976095618,32.58293838862559
2022-03-02,RRC,5.0315945957895485,18.0,97.21115537848605,26.0,94.82071713147411,43.0,91.23505976095618,32.58293838862559
2022-03-03,CF,4.195439189918449,22.0,98.00796812749005,28.0,95.2191235059761,45.0,91.63346613545816,49.94054696789536
2022-03-03,STLD,-1.952954907673865,22.0,98.00796812749005,28.0,95.2191235059761,45.0,91.63346613545816,49.94054696789536
2022-03-03,THC,-1.8083360738394147,22.0,98.00796812749005,28.0,95.2191235059761,45.0,91.63346613545816,49.94054696789536
2022-03-04,AR,5.1698869931503815,22.0,97.60956175298804,25.0,94.82071713147411,46.0,92.03187250996015,45.69377990430622
2022-03-04,CF,1.6837571492797485,22.0,97.60956175298804,25.0,94.82071713147411,46.0,92.03187250996015,45.69377990430622
2022-03-04,EQT,8.326663451208388,22.0,97.60956175298804,25.0,94.82071713147411,46.0,92.03187250996015,45.69377990430622
2022-03-04,LNG,-1.1027710762084115,22.0,97.60956175298804,25.0,94.82071713147411,46.0,92.03187250996015,45.69377990430622
2022-03-04,MUR,1.539449948932621,22.0,97.60956175298804,25.0,94.82071713147411,46.0,92.03187250996015,45.69377990430622
2022-03-04,SM,-1.185690864505579,22.0,97.60956175298804,25.0,94.82071713147411,46.0,92.03187250996015,45.69377990430622
2022-03-07,AR,-1.0407843897255262,25.0,98.80478087649402,31.0,96.41434262948208,49.0,92.82868525896414,38.66348448687351
2022-03-07,CNX,-1.158683977717691,25.0,98.80478087649402,31.0,96.41434262948208,49.0,92.82868525896414,38.66348448687351
2022-03-07,SM,-1.074653793579213,25.0,98.80478087649402,31.0,96.41434262948208,49.0,92.82868525896414,38.66348448687351
2022-03-08,SLB,-1.2629615491306898,20.0,97.60956175298804,34.0,96.81274900398407,52.0,93.62549800796812,28.095238095238095
2022-03-09,CCJ,0.4574849325570314,17.0,96.41434262948208,35.0,97.21115537848605,51.0,93.62549800796812,24.349881796690305
2022-03-10,NTR,-1.5910251210102568,14.0,94.42231075697211,36.0,97.60956175298804,50.0,93.62549800796812,36.12750885478158
2022-03-10,RGLD,0.8610094028366111,14.0,94.42231075697211,36.0,97.60956175298804,50.0,93.62549800796812,36.12750885478158
2022-03-10,RRC,-2.146161243674415,14.0,94.42231075697211,36.0,97.60956175298804,50.0,93.62549800796812,36.12750885478158
2022-03-10,TECK,-1.9007161594063464,14.0,94.42231075697211,36.0,97.60956175298804,50.0,93.62549800796812,36.12750885478158
2022-03-11,PWR,0.7670999560934977,15.0,96.01593625498009,37.0,98.00796812749005,54.0,94.82071713147411,33.490011750881315
2022-03-11,RGLD,0.5774521314166365,15.0,96.01593625498009,37.0,98.00796812749005,54.0,94.82071713147411,33.490011750881315
2022-03-17,DE,-0.08840822443019249,6.0,61.75298804780876,20.0,91.23505976095618,48.0,92.43027888446214,63.4032634032634
2022-03-17,P,-0.14905050021027372,6.0,61.75298804780876,20.0,91.23505976095618,48.0,92.43027888446214,63.4032634032634
2022-03-17,WLK,-0.9086891422886596,6.0,61.75298804780876,20.0,91.23505976095618,48.0,92.43027888446214,63.4032634032634
2022-03-18,DE,-0.9878792838466117,5.0,50.199203187250994,20.0,91.23505976095618,45.0,91.63346613545816,76.68997668997669
2022-03-18,STLD,0.34733757425199774,5.0,50.199203187250994,20.0,91.23505976095618,45.0,91.63346613545816,76.68997668997669
2022-03-21,AGCO,-0.22007071926873678,5.0,50.199203187250994,16.0,79.2828685258964,47.0,92.82868525896414,83.69942196531792
2022-03-21,CCJ,-1.1177431479060764,5.0,50.199203187250994,16.0,79.2828685258964,47.0,92.82868525896414,83.69942196531792
2022-03-21,DE,-1.158875847248869,5.0,50.199203187250994,16.0,79.2828685258964,47.0,92.82868525896414,83.69942196531792
2022-03-21,EQT,9.526469180315152,5.0,50.199203187250994,16.0,79.2828685258964,47.0,92.82868525896414,83.69942196531792
2022-03-21,NTR,-0.2458870576493779,5.0,50.199203187250994,16.0,79.2828685258964,47.0,92.82868525896414,83.69942196531792
2022-03-21,P,-1.633290972549942,5.0,50.199203187250994,16.0,79.2828685258964,47.0,92.82868525896414,83.69942196531792
2022-03-22,DAR,-1.0906442458845258,11.0,89.2430278884462,19.0,90.83665338645417,53.0,96.81274900398407,76.00922722029988
2022-03-24,AGCO,-1.8096577206893487,12.0,92.03187250996015,18.0,88.44621513944223,54.0,97.21115537848605,65.27777777777779
2022-03-24,EQT,3.1393231992159816,12.0,92.03187250996015,18.0,88.44621513944223,54.0,97.21115537848605,65.27777777777779
2022-03-24,NUE,-1.0970427667960423,12.0,92.03187250996015,18.0,88.44621513944223,54.0,97.21115537848605,65.27777777777779
2022-03-24,P,-1.687689798681196,12.0,92.03187250996015,18.0,88.44621513944223,54.0,97.21115537848605,65.27777777777779
2022-03-25,AGCO,-1.3398966022889192,13.0,95.2191235059761,18.0,88.04780876494024,55.0,98.80478087649402,75.72590011614402
2022-03-25,EXE,-0.8317728539708134,13.0,95.2191235059761,18.0,88.04780876494024,55.0,98.80478087649402,75.72590011614402
2022-03-28,AGCO,-1.8661185562514453,13.0,94.82071713147411,18.0,87.64940239043824,54.0,97.21115537848605,75.4060324825986
2022-03-29,COHR,-1.322745917553904,8.0,74.9003984063745,19.0,90.43824701195219,47.0,92.82868525896414,77.00348432055749
2022-04-01,INSP,-1.169701549752129,4.0,41.43426294820717,17.0,81.67330677290838,37.0,90.0398406374502,64.02298850574712
2022-04-01,LNTH,-0.11092587184595652,4.0,41.43426294820717,17.0,81.67330677290838,37.0,90.0398406374502,64.02298850574712
