i,j,date,R,pct,adr,sym,iss
479,668,2020-11-24,-4.519165146227073,-19.773589339648527,4.485691015592563,GAP,-0.005839772487427952
479,734,2020-11-24,-1.6116393768598305,-6.760512908152934,4.304466238399183,HBAN,-0.014954761685360363
479,753,2020-11-24,-1.0720917976080433,-5.716846690588164,4.871689280312576,HOG,-0.006569727859808583
479,778,2020-11-24,-1.3957261132559056,-2.928096741096296,5.164044443960086,HWM,0.0015310536621471194
479,949,2020-11-24,-1.266415811975452,-5.4043601351398,4.709530352189111,LYB,0.00152436862697658
479,990,2020-11-24,-1.3678893518991921,-3.389319816731082,4.631603748814813,MHK,-0.005914573874998497
479,1528,2020-11-24,7.963613263012341,42.59508255761779,4.497551970340995,TSLA,0.051792260281843916
479,1575,2020-11-24,-1.245624853044502,-4.784786244897565,4.044764923240538,URI,-0.04017391094002565
479,1632,2020-11-24,-1.093469853995222,-2.975994051658345,4.013581968184788,WAB,-0.007074407561145857
482,415,2020-11-30,5.504618763105812,33.30545220919502,5.4297233981552,CRSP,0.27983695528325514
482,981,2020-11-30,0.19643254716389524,0.9984488621888715,4.875832014273088,MELI,0.0013409386510208066
482,1422,2020-11-30,1.159749640335114,7.777505442796,5.368210891495602,SPOT,0.01918584092287179
484,1316,2020-12-02,1.969287904263609,14.085945306403337,4.984588748518735,RNG,-0.6299641691535337
484,1517,2020-12-02,-0.8224699773196485,-4.7330067039268915,5.961072586971385,TRIP,-0.038621898249008635
484,1551,2020-12-02,-0.5860665348004945,-5.087356546602181,4.494429048571851,UBER,0.03397380467508704
485,181,2020-12-03,-1.23132648553395,-2.5832024172040784,5.117731358457879,BAP,0.0
485,415,2020-12-03,2.805727775009021,20.455125598616995,5.245330672786715,CRSP,0.27983695528325514
485,462,2020-12-03,0.6485225112739467,2.4336477115030486,4.394049667685916,DECK,0.003859295286847031
485,1316,2020-12-03,3.3378944652354496,11.36922055801457,5.249409197858357,RNG,-0.6299641691535337
485,1563,2020-12-03,-1.4308588058328033,-3.6433225484210117,4.540102403149074,ULTA,-0.014392646694683986
486,1,2020-12-04,-1.4156407620086893,-8.484939924392176,4.97237225995581,AA,0.0019219884332581927
486,462,2020-12-04,-0.14479838056064961,-0.604366941543765,4.380293448889392,DECK,0.003859295286847031
486,497,2020-12-04,-1.2138930091640112,-2.546628690553858,4.058650906833673,DRI,0.06197637687018864
486,987,2020-12-04,-0.8684016796236894,-3.5037962050438205,4.722778410364315,MGM,-0.04086582365504421
486,1694,2020-12-04,-1.2419682108298775,-3.021277471593029,4.0535461764194,XPO,-0.009583138471077945
486,1710,2020-12-04,-1.1249114776474005,-2.7163404824572948,4.442776110972536,ZION,-0.03785124782897542
487,818,2020-12-07,-0.04802649496349509,-0.4144210104883725,4.512419127073906,IOVA,0.16238704229881207
487,1422,2020-12-07,-1.0337816476515476,-7.048662220668923,5.536330184545009,SPOT,0.01918584092287179
487,1528,2020-12-07,3.820279426850852,23.40198228177803,4.849099384100146,TSLA,0.051792260281843916
488,637,2020-12-08,0.8877407954177191,5.204953579690736,4.721746270923923,FND,0.02908443597441024
488,1528,2020-12-08,-1.456589635561651,-7.1717466116573725,5.083504911168718,TSLA,0.051792260281843916
488,1698,2020-12-08,0.37444256461465075,2.284047113415299,4.890320448004837,YETI,0.014659843595461464
489,1698,2020-12-09,-0.32841199228346807,-1.4182830440344034,4.322984140327237,YETI,0.014659843595461464
490,637,2020-12-10,0.6655833582552089,2.0969978156056963,4.206564986237886,FND,0.02908443597441024
490,818,2020-12-10,-0.8271633816333176,-6.412096486389788,4.8490674303046255,IOVA,0.16238704229881207
490,1541,2020-12-10,0.12323217731971943,0.9906031094175792,4.720377614754905,TWLO,0.0650254896796838
491,1428,2020-12-11,-0.33141603885292503,-1.363466795604637,4.195436697197021,SRPT,0.05862273841142929
493,637,2020-12-15,-0.3905112057588671,-2.632407839894433,4.088024498164922,FND,0.02908443597441024
494,573,2020-12-16,-0.9492122854859546,-5.8154057844011655,4.943910670586897,ETSY,0.06416029762028952
494,1189,2020-12-16,-1.1172999848569647,-9.017944376149726,6.56381439347866,PENN,0.3400118723908472
495,48,2020-12-17,-1.487585488651965,-3.8990260024276844,4.248523390495383,AG,0.027808372925549607
495,573,2020-12-17,-2.0867312194862606,-5.494893544430977,5.061730318562833,ETSY,0.06416029762028952
495,1189,2020-12-17,-1.139905001539111,-5.836318061576706,6.74674071382291,PENN,0.3400118723908472
495,1528,2020-12-17,3.6750052712275285,20.74166215617496,5.8467914366839295,TSLA,0.051792260281843916
496,227,2020-12-18,-2.5198908867153547,-5.2864843777245465,4.012875328490515,BL,0.02903867503248292
496,567,2020-12-18,-1.3120792342519434,-5.022446146138926,4.619040828893286,ESTC,0.08412993703775706
496,637,2020-12-18,-2.2543284075189667,-5.9122756925456486,4.108661701167795,FND,0.02908443597441024
496,1528,2020-12-18,1.4450372164350103,13.948854291460446,5.5722615515358305,TSLA,0.051792260281843916
496,1572,2020-12-18,-1.1679645051829186,-6.181358811251565,6.583523454799139,UPWK,0.0897399891075592
496,1712,2020-12-18,-2.131130515017285,-6.038634849818778,4.854853072454758,ZS,0.048722499970361266
497,48,2020-12-21,-1.6494326275225057,-7.192655066872491,4.221652137345823,AG,0.027808372925549607
497,1094,2020-12-21,-1.0107172562865856,-6.587922157442251,4.93858223798874,NTRA,0.10113769059172473
497,1162,2020-12-21,0.029958126752829665,0.1067370204177578,4.188038153139959,P,0.04776001676317776
497,1321,2020-12-21,-1.1147507309981766,-4.031111922414509,4.808399318961796,ROKU,0.09225653639427889
497,1712,2020-12-21,-1.1667053312892983,-3.2694985308731215,4.8562094457466305,ZS,0.048722499970361266
498,1094,2020-12-22,-1.830814445802871,-10.895240528015934,4.978046526503741,NTRA,0.10113769059172473
498,1162,2020-12-22,-1.3110769833943736,-3.8157431178583643,4.315706695659018,P,0.04776001676317776
498,1712,2020-12-22,-1.120308920576159,-3.7761608263811093,4.801293358514599,ZS,0.048722499970361266
499,1162,2020-12-23,-2.317512976243248,-5.684686726059623,4.347285871363317,P,0.04776001676317776
503,48,2020-12-30,-1.556277409005231,-8.242308879937552,4.219000734977004,AG,0.027808372925549607
504,1528,2020-12-31,5.660911775939162,12.225909262416975,5.413952143383714,TSLA,0.051792260281843916
507,760,2021-01-06,0.37484641139152786,2.402429690140949,4.06549577093316,HQY,0.08622236335736422
508,1528,2021-01-07,-0.5790164819119126,-2.952729471563654,5.203535068204445,TSLA,0.051792260281843916
509,816,2021-01-08,-0.6631456961001755,-3.224547828988584,4.153220368824349,IONS,-0.0059725548507501
509,1528,2021-01-08,-1.6589297736200639,-8.005584725054273,5.208082334944981,TSLA,0.051792260281843916
510,1189,2021-01-11,-0.27461609735403925,-2.86432075408853,6.823823162407846,PENN,0.3400118723908472
511,729,2021-01-12,-1.1015683285615185,-7.370246198834617,4.396873710916719,HAL,0.00706627811525995
516,1222,2021-01-20,-1.108364719135045,-3.084317686049989,4.0707486267152575,PODD,0.06642188585129016
516,1475,2021-01-20,1.6817804911401195,8.70674424807103,4.691858777104267,TDOC,1.0027086992749048
517,760,2021-01-21,-1.1620641562064167,-4.8962801903978335,4.088921489759183,HQY,0.08622236335736422
518,1475,2021-01-22,0.2546266336130646,1.9859417221027624,4.774241477492948,TDOC,1.0027086992749048
519,77,2021-01-25,-2.673909941782165,-11.731158457853391,4.454887285320747,ALNY,0.042075834347597096
519,1262,2021-01-25,-1.8386034994272396,-5.340928087780671,4.187269531985391,QLYS,0.006560785382077716
519,1572,2021-01-25,-1.1755238924412108,-6.2393821847929365,6.994277296565353,UPWK,0.0897399891075592
520,760,2021-01-26,-1.3188572011543467,-8.709301853107757,4.021112483616564,HQY,0.08622236335736422
520,1495,2021-01-26,-0.6732294287175523,-2.93168586308186,4.09586415044433,THO,0.003034216930541067
527,227,2021-02-04,-1.6072494528366787,-6.779110882100919,4.084734760451809,BL,0.02903867503248292
528,128,2021-02-05,-0.4700458917952224,-6.233924300249334,4.773491851262138,ARWR,0.02103137080721007
528,227,2021-02-05,-2.14939482120005,-10.30682592513362,4.1710718434581056,BL,0.02903867503248292
528,500,2021-02-05,-1.4438931832575017,-9.143304388654908,4.589774041912714,DT,0.006379653881923408
528,573,2021-02-05,-1.6720206478405506,-7.972401594555082,6.2872676592851136,ETSY,0.06416029762028952
529,1016,2021-02-08,2.813813728807683,7.836937144580038,4.39933194873642,MPC,0.0020468082024345247
531,1541,2021-02-10,-1.01956507081585,-5.186354036433621,4.08292093487548,TWLO,0.0650254896796838
534,308,2021-02-16,-1.8154037198309538,-5.855526567467486,6.111295868224761,CCJ,1.263287472386132e-05
534,1016,2021-02-16,1.189727387424056,2.495931582008511,4.024638229825371,MPC,0.0020468082024345247
535,553,2021-02-17,-0.9140816426673792,-9.570738064970381,6.175020962295493,EQT,0.0916034393667744
535,602,2021-02-17,-1.0017791000390015,-4.437281959572789,5.1175137205182075,FCX,0.005174474625060821
536,1517,2021-02-18,5.876406656255581,28.22923994054953,5.098929000660866,TRIP,-0.038621898249008635
537,623,2021-02-19,-2.8356008815498264,-12.612605165239453,4.247876321648789,FIVN,0.08027355190501906
537,1517,2021-02-19,5.422619936129368,23.47525133538574,5.2796630887993565,TRIP,-0.02128052873352504
537,1603,2021-02-19,0.591777356419797,2.8278489428399256,4.001974584469763,VLO,-0.0069730815768687116
538,668,2021-02-22,3.4191207074988426,12.654174050775051,4.312841255393289,GAP,0.0019547554094709874
538,1603,2021-02-22,-0.25809344016791214,-0.9390588895269977,4.123913632222589,VLO,-0.0069730815768687116
539,204,2021-02-23,2.957544889825785,20.19146555059942,5.126483842482865,BFH,0.03616407465973537
539,1603,2021-02-23,-0.7275110164793311,-2.9775134152306464,4.1731231576182815,VLO,-0.0018914360580134515
539,1686,2021-02-23,-1.0599038531104201,-8.484783679065238,4.210667245325704,WYNN,0.004806463543818529
540,434,2021-02-24,0.5803860658230429,2.7246315062746107,4.860156316224018,CVE,3.391605036262568e-05
540,545,2021-02-24,-1.5791615471083031,-10.969993736803387,4.702930420326188,EOG,0.002774922024020743
540,1392,2021-02-24,-0.8430981859051409,-4.780924737008535,4.42909803290309,SLB,0.005641407318602187
540,1515,2021-02-24,-1.1510590940440069,-5.166813746558565,4.1591565245245175,TRGP,-0.018845185965441158
540,1517,2021-02-24,-1.4839208339898768,-12.322423925268685,6.403940369213235,TRIP,-0.02128052873352504
540,1603,2021-02-24,-2.3196540253705455,-5.894632023961892,4.25080153777712,VLO,-0.0018914360580134515
542,204,2021-02-26,2.0201478191079367,13.565389775436246,5.397717708507184,BFH,0.04340843381793813
543,204,2021-03-01,3.5094668963261855,10.030709050390586,5.312564688463513,BFH,0.04340843381793813
543,623,2021-03-01,-1.9502940379131573,-11.749557973483915,5.652728594878802,FIVN,0.08243057523074038
543,1640,2021-03-01,-1.2374529046479286,-3.8899657904119924,4.375205127197579,WDC,0.02397084996746557
544,308,2021-03-02,-1.1324523027901523,-8.694666097063054,6.145185150526453,CCJ,1.263287472386132e-05
544,591,2021-03-02,-1.0352288180933968,-5.130187127296474,4.069938913613629,F,0.11739693343802604
544,719,2021-03-02,-1.0792608769477938,-5.051970397111428,5.78300117497601,GT,0.002388948625653864
545,288,2021-03-03,10.0,28.25194343927848,6.772142569312248,CAR,-0.060712018596138284
545,719,2021-03-03,-1.1973680213877171,-4.1302052963981835,5.982376125121554,GT,0.002388948625653864
545,1058,2021-03-03,-3.1167075452246267,-13.092794763670097,5.947727600643328,NCLH,0.48094830164336555
545,1158,2021-03-03,-1.4044170654684616,-5.176481961561762,5.748203857581295,OVV,0.0001525549454808317
545,1573,2021-03-03,0.25180921758431585,2.3363115876072604,4.8319571061894075,URBN,-0.0019286689305083593
546,434,2021-03-04,-0.08407494129907178,-0.5426926632410126,4.570418279981588,CVE,3.391605036262568e-05
546,507,2021-03-04,-0.8287568880062903,-4.359144736736772,5.421755566441573,DVN,0.7579002350483155
546,1047,2021-03-04,-1.3761936144326485,-8.67990409041342,6.781644803684721,MUR,0.002802832893744611
546,1158,2021-03-04,-1.13616795935188,-5.9757607937161,5.911783936394001,OVV,0.0001525549454808317
546,1160,2021-03-04,-1.2796712692599477,-5.942597401321856,5.91599086776353,OXY,0.04058170692584162
547,204,2021-03-05,0.6257077617133125,5.629512711227133,5.389821929736839,BFH,0.04340843381793813
547,288,2021-03-05,4.793727043043032,31.134870892876076,6.707578737040354,CAR,-0.060712018596138284
547,434,2021-03-05,-1.3819594420414938,-4.173858957513151,4.701255640910387,CVE,3.391605036262568e-05
547,545,2021-03-05,-1.2040602601385575,-5.458800282663706,4.83918385340107,EOG,0.002592589056586325
547,668,2021-03-05,0.43620337192609754,1.8466417066141054,4.475214143284258,GAP,0.0019547554094709874
547,729,2021-03-05,-0.9460639962919735,-7.1908359021126955,5.369966823652226,HAL,0.009911597388276627
547,1047,2021-03-05,-1.0666807748768075,-6.321309935296336,6.923551105724719,MUR,0.002802832893744611
547,1573,2021-03-05,-0.3339996196166994,-2.3016896168189054,5.284738095820372,URBN,-0.0019286689305083593
548,123,2021-03-08,-1.5180572250176314,-3.8890984960111084,4.327882272790359,ARMK,0.006776095113948388
548,324,2021-03-08,-1.317847310148407,-5.654820344163668,4.408514851292391,CF,-0.009304834381319904
548,668,2021-03-08,-0.6887242035581267,-3.690043254750467,4.675329086553705,GAP,0.0019547554094709874
548,729,2021-03-08,-1.4783810738494614,-3.8460172739574463,5.6276561802208604,HAL,0.009911597388276627
548,1584,2021-03-08,-1.0415932410103204,-3.6361310619366805,4.58466923365381,VAC,-0.004767190792644871
549,204,2021-03-09,0.49097192778266086,2.0681673356086465,5.35092345047012,BFH,0.04340843381793813
550,1,2021-03-10,-1.5080961448012193,-7.876756474040455,6.832351039265519,AA,0.0018087597142788514
550,174,2021-03-10,-0.3602099128014832,-1.8635421815250424,4.278111153804448,BA,0.035238522939432304
550,568,2021-03-10,-1.624815877552422,-9.621484182828784,4.711605943305332,ET,0.004661334729010758
550,668,2021-03-10,-1.7845430942902387,-7.74686999729221,4.891974296225073,GAP,0.0019547554094709874
551,174,2021-03-11,-1.971809192824296,-4.4571499928642755,4.3895671837325105,BA,0.035238522939432304
551,247,2021-03-11,-1.0990678135332976,-5.991772780523945,5.42559190899107,BOX,0.06025966266409788
552,41,2021-03-12,-1.772947543582095,-7.095551289566525,5.243135943685438,AER,-0.009005316768884275
552,174,2021-03-12,-1.1579800655364878,-6.858339678237989,4.443531284517442,BA,0.035238522939432304
552,247,2021-03-12,-1.16629353477556,-5.248566662912643,5.538799235781098,BOX,0.06025966266409788
552,1550,2021-03-12,-0.7457725893188045,-3.621623133504531,5.690369872764833,UAL,0.2844317264536933
553,70,2021-03-15,-1.1154652384394794,-4.941634682630627,4.6309009333110716,ALK,0.010685492121623286
553,204,2021-03-15,-1.587036629733267,-8.869054615339971,5.153287501335573,BFH,0.04340843381793813
553,1495,2021-03-15,-2.5305725382121294,-10.234171238250562,4.835296330941388,THO,0.003034216930541067
555,229,2021-03-17,-1.179793303268043,-5.725581927645226,4.512458133164863,BLDR,0.7775869815318801
555,1201,2021-03-17,0.4933842277790165,2.7752260876094397,4.1942008477568775,PHM,-0.01511550424794994
555,1495,2021-03-17,-1.5341096244055843,-6.3963412836391145,4.9556769004719525,THO,0.003034216930541067
555,1550,2021-03-17,-1.161077839922931,-6.783894860415775,6.025704027808895,UAL,0.2844317264536933
558,1671,2021-03-22,-2.137828082973792,-8.056307019768411,4.984513381961323,WSM,-0.011355295463002735
559,1369,2021-03-23,-0.35647782271676093,-1.3571319810546603,4.114355204742385,SFM,0.003486083146563068
562,81,2021-03-26,0.2073689800867794,1.5457649078794267,4.533965559034142,AMAT,-0.0007015990547996065
562,1369,2021-03-26,-1.0495261522265111,-7.267194920468389,4.0964680360091,SFM,0.003486083146563068
565,81,2021-03-31,-0.6283825857726387,-2.2242095563874003,4.659485623495844,AMAT,-0.0007015990547996065
565,543,2021-03-31,0.4791957254122033,1.0053057176479725,5.072065524073698,ENTG,0.002274522649254207
565,937,2021-03-31,1.3265423928492195,2.782956068914442,4.913229098782222,LRCX,-0.018139352478250048
566,81,2021-04-01,-1.5233673641382433,-4.797735419786575,4.705081294222609,AMAT,-0.0007015990547996065
566,543,2021-04-01,-1.0306234728413397,-5.967243321923841,5.042494500304375,ENTG,0.002274522649254207
566,937,2021-04-01,-0.9229684555066942,-4.300762021758063,4.797528145637591,LRCX,-0.018139352478250048
566,1265,2021-04-01,-1.226910527646669,-4.830238312333626,4.3563562587090665,QRVO,-0.020935530361657517
567,90,2021-04-05,-1.1484847181713809,-6.290697423023274,5.549188394862376,AMKR,0.009482120848547826
567,854,2021-04-05,-1.2213288257598904,-3.456593591909441,5.107928980369382,KBH,0.022668208711659865
567,937,2021-04-05,-1.8425143558386097,-6.100519855623434,4.567748465153278,LRCX,-0.018139352478250048
571,637,2021-04-09,-0.5811048587766288,-2.9636129502578075,4.372197667245137,FND,0.02772050418733274
571,1698,2021-04-09,0.7848474385592504,2.8573681644638644,4.590439131119034,YETI,0.004479524526659118
572,637,2021-04-12,-1.4959489419525718,-6.930984894186088,4.492659752086971,FND,0.02772050418733274
572,1698,2021-04-12,-0.5258175776539211,-3.586471254331505,4.627080514017029,YETI,0.004479524526659118
575,39,2021-04-15,-0.6633956593755712,-1.3917391455431443,4.412105622561959,AEO,-0.0030049114531933707
576,1301,2021-04-16,0.8347518362443236,2.7776892426888424,5.257817383735089,RH,0.09138547491899263
576,1698,2021-04-16,-1.8780162648357812,-4.315502845317328,4.718164033641775,YETI,0.004479524526659118
577,1,2021-04-19,-2.4832352691507964,-8.64805928530288,5.589517703395019,AA,0.0018087597142788514
577,39,2021-04-19,-0.9953837103730717,-3.7195103843697614,4.319917475749328,AEO,-0.0030049114531933707
577,1301,2021-04-19,0.6170934862409297,1.665695273570102,5.081750295162366,RH,0.09138547491899263
579,1301,2021-04-21,-0.1703647495588628,-0.7420946354854389,4.922768041394549,RH,0.09138547491899263
580,39,2021-04-22,-1.74945782752129,-3.6701912465481414,4.24597631076431,AEO,-0.0030049114531933707
580,1493,2021-04-22,5.676221546149668,17.120455100417434,4.454040823667688,THC,0.018290545803213654
581,772,2021-04-23,-1.3005977001852942,-6.948238760382825,4.565090211717852,HUBS,0.0703979217059989
581,1301,2021-04-23,-1.037974613830004,-5.213092123229316,4.683070222640415,RH,0.09138547491899263
582,602,2021-04-26,0.746920397322471,4.06822630989932,4.199802672031789,FCX,0.005174474625060821
583,1301,2021-04-27,-1.72101804573166,-8.459632387368277,4.076418660378025,RH,0.09138547491899263
588,413,2021-05-04,-0.5916968847277425,-3.7414084594865034,4.292911117315188,CROX,-0.031829733182772935
589,413,2021-05-05,-2.6782798018073355,-8.09111310862355,4.50801766325461,CROX,-0.031829733182772935
589,602,2021-05-05,-0.37885460862703424,-2.169850955254807,4.350154287304764,FCX,0.00933630982299638
590,1573,2021-05-06,-1.1181836343573766,-4.040231098079847,4.788942790814795,URBN,0.004477572007955066
591,350,2021-05-07,-1.2930883618312872,-5.634003679567446,6.4175604864367175,CLF,0.25285964845385944
591,413,2021-05-07,-1.4053485537117383,-4.497104892870969,4.439194576888859,CROX,-0.031829733182772935
591,602,2021-05-07,-1.5849520018203156,-7.576443454718181,4.500082866932388,FCX,0.00933630982299638
597,118,2021-05-17,1.487647534651557,10.118921793250232,6.756088355533693,AR,0.12485910030739134
597,285,2021-05-17,-0.12160290038659038,-0.4312933379586738,4.116027581882955,CALY,0.9623407805021589
597,886,2021-05-17,-1.0826208892582307,-6.135458291092732,4.3581466635210875,KSS,0.015908506794034105
597,952,2021-05-17,-1.091518709803846,-6.710799875402876,5.598909159048946,M,0.0029776154355336537
597,1640,2021-05-17,-0.5683044184210142,-3.9347983145646053,4.085957953201021,WDC,0.022528631132641586
599,118,2021-05-19,1.449110338620267,7.988137715406067,6.865317742244358,AR,0.12485910030739134
604,285,2021-05-26,-1.1312084860064646,-5.219333967858808,4.322163770862618,CALY,0.9623407805021589
605,103,2021-05-27,-1.1429367322539876,-7.292667777549674,5.146054399150294,ANF,0.008351825238593014
605,308,2021-05-27,-1.3907623339428568,-6.555576783233046,4.75471293067957,CCJ,0.001174865246575063
605,366,2021-05-27,-1.6464604938299103,-5.654057393099115,4.73116934482935,CNK,0.01659501565805388
607,308,2021-06-01,-1.8806442558351386,-9.075130780767154,5.044826693227171,CCJ,0.001174865246575063
608,366,2021-06-02,-1.372726259641735,-11.230988096996423,5.1442034801792875,CNK,0.01659501565805388
608,434,2021-06-02,0.6616833285315814,2.2263071473456697,4.036544244825343,CVE,3.391605036262568e-05
608,507,2021-06-02,-1.3235374186829862,-4.768560332858671,4.584660233218157,DVN,0.7687483668669977
608,1158,2021-06-02,-0.8293616803104508,-2.9089885765256613,4.603347948040902,OVV,0.004705744864695216
610,1021,2021-06-04,10.0,43.36942808016189,5.524333559022756,MRNA,0.08163247801969842
611,308,2021-06-07,-5.229158266530812,-10.970262097617018,4.588228623619963,CCJ,0.001174865246575063
611,1021,2021-06-07,-1.3763463132384026,-8.372176339478036,5.085544782785877,MRNA,0.08163247801969842
612,594,2021-06-08,0.2914214389999303,1.5036019610292586,4.418231460342239,FANG,0.14688972006441703
616,1382,2021-06-14,-1.1377349809490709,-3.5278116489749625,6.0223064610494745,SIG,0.007018929254302142
623,1321,2021-06-23,-1.058064413353807,-3.9153902158565637,4.280421369277029,ROKU,0.06761637071819981
624,313,2021-06-24,-1.4441999785635635,-3.57143335112975,4.772826537457525,CDNA,0.1888743702185416
624,1572,2021-06-24,-1.2054007503640916,-3.8304778332333,4.962435469687089,UPWK,0.0955532063527067
625,118,2021-06-25,-1.410505618407978,-3.9771027908611463,4.992189010679779,AR,0.12485910030739134
625,594,2021-06-25,-1.4154371925131384,-4.178951703569633,4.350067603762313,FANG,0.14688972006441703
625,1158,2021-06-25,-1.4558983384476218,-3.9950479059313713,4.236326235790709,OVV,0.004705744864695216
625,1160,2021-06-25,-1.244975098258941,-5.264073610493905,4.647833386224648,OXY,-0.109699373816051
625,1327,2021-06-25,-1.998053855279306,-6.433545672804565,5.349901533384419,RRC,0.015136596119609269
625,1398,2021-06-25,-2.6748237804761565,-8.288675932068122,6.880410507040782,SM,0.04256263472477717
627,1021,2021-06-29,9.576859041749385,62.69568965768801,5.762490278480995,MRNA,0.08163247801969842
627,1572,2021-06-29,-1.311010068121414,-4.949783878786846,5.0125317354563,UPWK,0.0955532063527067
628,1321,2021-06-30,-1.1338561683474158,-6.486613589590682,4.3091121624196145,ROKU,0.06761637071819981
629,594,2021-07-01,-1.870178626101679,-8.646754369353657,4.313029094702971,FANG,0.14688972006441703
630,1304,2021-07-02,-1.2687886859337112,-7.861624054497919,6.772294763118955,RIG,0.004428508873612902
638,1021,2021-07-15,8.448094840560708,46.89760001017571,5.283463708939845,MRNA,0.08163247801969842
652,85,2021-08-04,-1.4065239039403112,-5.594404208278643,4.301303602790113,AMD,0.03314028067739527
653,64,2021-08-05,-0.5415652031049324,-2.605542399801552,4.2452193568553085,ALB,0.09958704653582728
654,64,2021-08-06,-1.1580424663445248,-6.081016449678805,4.514262006023588,ALB,0.09958704653582728
655,64,2021-08-09,-1.3335604283306648,-6.639481964893513,4.600729390390924,ALB,0.09958704653582728
656,64,2021-08-10,-1.950757820756718,-5.681839186666987,4.407471404752367,ALB,0.09958704653582728
656,350,2021-08-10,-1.265759458459527,-6.298275607907764,5.549371321319349,CLF,0.25184696408978136
658,1438,2021-08-12,-1.3706086330140994,-5.768563702688374,4.04771117650532,STLD,-0.029714712792771047
674,214,2021-09-03,-1.604111930058562,-5.607297496373896,5.077893263456803,BILL,0.18211843146498752
677,82,2021-09-09,3.6577759779411188,23.662504205107783,4.271778089690653,AMBA,0.05919820309983659
678,1,2021-09-10,-1.2293104586350017,-3.224026359491381,4.594418219235501,AA,0.005065852315123243
678,82,2021-09-10,8.672367115819409,22.011660725928827,4.4816679315985475,AMBA,0.05919820309983659
678,322,2021-09-10,0.16213676535235746,0.9460691503028366,6.239246769775782,CELH,0.07036905666785098
681,1,2021-09-15,-1.0672408628123964,-4.583399927165982,4.75044495142944,AA,0.005065852315123243
681,82,2021-09-15,-1.0357464747200642,-5.214326110931177,4.703201923675186,AMBA,0.05919820309983659
681,507,2021-09-15,-1.4919017504007,-7.274321661994318,4.045992392170912,DVN,0.7685475444096135
682,322,2021-09-16,-1.379815500437104,-7.012850971003441,5.7413597318970355,CELH,0.07036905666785098
687,82,2021-09-23,-1.4084110476860283,-5.7366972057221055,4.913951043026997,AMBA,0.05919820309983659
687,507,2021-09-23,3.298017117820385,23.53315257762202,4.134802936814469,DVN,0.7685475444096135
689,446,2021-09-27,-1.0948163985991561,-3.690877020231387,4.254673421275257,CZR,0.3270212715740357
689,507,2021-09-27,4.954600564738778,15.76819951998943,4.311565825299178,DVN,0.7685475444096135
689,594,2021-09-27,2.9519272247115276,12.494811066524477,4.166740374865825,FANG,0.14718640414383377
689,1160,2021-09-27,1.2850351114653213,5.188543327789856,4.318166643579827,OXY,-0.12471363252276935
692,1327,2021-09-30,0.6004408051521104,2.843159430543044,5.330262796305427,RRC,0.0144422019649606
693,507,2021-10-01,3.580775482840434,10.075726215576887,4.176756684625951,DVN,0.7685475444096135
693,594,2021-10-01,2.062877966559711,8.648642601747863,4.099614194561927,FANG,0.14718640414383377
693,1160,2021-10-01,0.4271435588075794,1.9468005996013285,4.229852929754287,OXY,-0.12471363252276935
694,118,2021-10-04,-1.0892717939700574,-4.745060529085885,5.222567604143941,AR,0.16874384735045944
694,507,2021-10-04,1.2957642779922642,4.537857263986229,4.127137022225756,DVN,0.7685475444096135
694,594,2021-10-04,0.9099387550706053,3.8983062850274046,4.102357929218977,FANG,0.14718640414383377
695,507,2021-10-05,-1.1462511756119793,-3.6858242834396164,4.250958652812914,DVN,0.7685475444096135
695,1160,2021-10-05,-1.1238636516176914,-2.544819124841352,4.138807626197714,OXY,-0.12471363252276935
695,1382,2021-10-05,-1.3777006220568133,-5.595954496341684,4.4237000237210315,SIG,0.01363215789879213
697,1158,2021-10-07,-0.41513534359792936,-2.278416871875351,4.2277211166915105,OVV,0.004708856062918487
698,434,2021-10-08,3.4472997164017363,7.232097307136518,4.044442026728786,CVE,3.391605036262568e-05
698,594,2021-10-08,-0.6611428581446233,-2.2656550442278127,4.217573145004119,FANG,0.14718640414383377
698,1158,2021-10-08,-1.197517399387152,-2.5122742644485694,4.373967607666273,OVV,0.004708856062918487
698,1160,2021-10-08,-2.0048828406497052,-4.206047917446916,4.1025095516483345,OXY,-0.12471363252276935
709,1327,2021-10-25,-1.8413440682705917,-6.710987300323106,5.360255071265759,RRC,0.0144422019649606
709,1398,2021-10-25,0.14524908810100268,0.5036750709722405,6.076123930639007,SM,0.05907770748752572
710,1398,2021-10-26,-1.312961541889584,-4.265422029449001,6.000787021710079,SM,0.05907770748752572
713,540,2021-10-29,0.6939316649716439,2.053597924620948,5.345835436494641,ENPH,0.06791503729992288
714,540,2021-11-01,-1.1139258187504646,-3.553834838684369,5.433171296744021,ENPH,0.06791503729992288
716,952,2021-11-03,-0.07876577457965003,-0.46104048367212497,4.906403003932206,M,-0.0017429707639941006
720,772,2021-11-09,-1.4377762277283033,-5.288866861934736,4.15393219844558,HUBS,0.029687154863367926
723,1549,2021-11-12,-1.1908612592068382,-10.070706082307568,5.253610922615846,U,0.056258760044745726
725,573,2021-11-16,-1.6492861251619728,-9.760433540124179,5.014118318808049,ETSY,0.005470487076766561
725,952,2021-11-16,-1.1688072813238373,-5.794051224076531,4.298902678014517,M,-0.0017429707639941006
727,136,2021-11-18,-1.5764429495900754,-5.4767042755105,4.426810858142632,ASO,0.06120553584557342
727,1463,2021-11-18,-0.5212249032865511,-1.587127024868009,4.012577518440262,SYNA,0.13770040780176473
