date,sym,cir,adr,stop_pct,r5,r10,r20,r60,q,half
2019-10-01,ULTA,0.9115162022774591,3.119394325256347,4.879881275269735,-10.887624541645447,-7.740891422172657,-8.97777754831367,-5.511481236719762,Q4,H1
2019-10-01,URBN,0.453125512226378,4.426893968303515,1.0291018892362456,-6.422993067214211,-5.0035480203779015,4.222854936729914,-0.1419478889075676,Q1,H1
2019-10-04,RNG,0.7444038702785956,3.8602717291079744,11.200249971290496,6.209439580675191,-0.9981660739270759,-0.8511945883680538,3.288422404598168,Q2,H1
2019-10-07,RH,0.6457810966436484,3.5342432171663787,2.8789709516713686,3.819620778954169,5.318967924444595,-1.2086028913495306,20.57465115125956,Q2,H1
2019-10-07,RNG,0.47194404097546216,4.512145399030062,2.7269607923686374,2.1653475120033017,-7.075047131276035,-8.72510808707504,0.2721117316331956,Q1,H1
2019-10-07,WDAY,0.8274963287827392,3.296696505309497,3.5874886163974327,1.349532841146428,-13.354701129702972,-7.113132117057496,-5.836701438242143,Q3,H1
2019-10-09,ALGN,0.6023706618334289,3.4394013059445077,1.8815140273032396,11.812266820816376,14.951636954864833,35.38396203826964,51.091377167558846,Q2,H1
2019-10-09,AU,0.5961559622932192,4.4747250985221445,1.4560890557074875,-5.965242128521253,-0.8924217255346312,-6.247058953035911,6.716760785513243,Q2,H1
2019-10-09,DOCU,0.8041240627130197,3.4815956984636647,3.4904593307414182,0.02982792779433474,-6.279831484157339,-1.4319795217220932,12.455248150492082,Q3,H1
2019-10-09,MKTX,0.9091945475336877,3.2919445005251826,2.226476737894395,-4.179936589808387,-3.6845230366792436,-1.9602925902788004,5.444590963857721,Q4,H1
2019-10-10,ALGN,0.9960150885586536,3.4108614545527924,2.575063113328946,10.171499297649333,28.480199605111945,33.35736977043447,45.779471714423245,Q5,H1
2019-10-10,MKTX,0.818673989799923,3.163798012026514,1.6848110096823565,-2.6149052496612257,-2.6817650812151705,-2.5040437269900018,4.6492247349468885,Q3,H1
