sym,date,expiry,cw,credit,width,roc,win,iv,stock_roc,S,ST,month,rank,n_quotes
MSFT,2025-04-11,2025-05-09,0.19185,3.8369999999999997,20.0,0.23739404813462844,True,0.41255,0.3924986750611281,388.815130307729,438.92536794606247,2025-04,0.45,20
MSFT,2025-04-25,2025-05-23,0.21580000000000002,3.237,15.0,0.27518490181076255,True,0.3312,0.6488515254623415,390.7245754364371,451.8329861170898,2025-04,0.6,20
MSFT,2025-05-02,2025-05-30,0.1787,1.787,10.0,0.21758188238159012,True,0.23935,0.2866588170843165,435.60465008207314,460.544574496411,2025-05,0.21052631578947367,19
MSFT,2025-05-09,2025-06-06,0.17870000000000003,1.7870000000000004,10.0,0.21758188238159024,True,0.2238,0.39131295127752275,438.92536794606247,470.9677734180694,2025-05,0.15,20
MSFT,2025-05-16,2025-06-13,0.1767,1.767,10.0,0.21462407384914367,True,0.20065,0.2965935782060588,451.97007048862514,474.02838060037294,2025-05,0.3,20
MSFT,2025-05-23,2025-06-20,0.17826666666666668,1.3370000000000002,7.5,0.2169398020444589,True,0.2258,0.3131420951669777,451.8329861170898,477.3945057530379,2025-05,0.2,20
MSFT,2025-05-30,2025-06-27,0.17870000000000003,1.7870000000000004,10.0,0.21758188238159024,True,0.19465,0.4842468321170994,460.544574496411,495.37048721250324,2025-05,0.3125,16
MSFT,2025-06-13,2025-07-11,0.14869999999999997,1.4869999999999997,10.0,0.17467402795724182,True,0.20035,0.3406971666207018,474.02838060037294,503.9907254293196,2025-06,0.05,20
MSFT,2025-06-20,2025-07-18,0.16370000000000004,1.6370000000000005,10.0,0.1957431543704413,True,0.1962499999999999,0.3995319942332917,477.3945057530379,509.8972885134758,2025-06,0.10526315789473684,19
MSFT,2025-06-27,2025-07-25,0.1587,1.5870000000000002,10.0,0.18863663378105314,True,0.17725,0.2839281710337336,495.37048721250324,516.5280399397557,2025-06,0.2,20
MSFT,2025-07-11,2025-08-08,0.2037,2.037,10.0,0.25580811252040686,True,0.2634499999999999,0.176469142274798,503.9907254293196,521.127600794371,2025-07,0.4,20
MSFT,2025-07-18,2025-08-15,0.19370000000000004,1.9370000000000003,10.0,0.240233163834801,True,0.2572,0.13749558089183472,509.8972885134758,523.686179915601,2025-07,0.2222222222222222,18
MSFT,2025-07-25,2025-08-22,0.2124666666666667,3.1870000000000003,15.0,0.26978752222128166,True,0.2557,-0.08316431626749483,516.5280399397557,508.47541643100226,2025-07,0.55,20
MSFT,2025-08-01,2025-08-29,0.18246666666666667,2.737,15.0,0.13267566849891516,True,0.2175,-0.1641860178912975,524.4375935174044,508.8900017228022,2025-08,0.25,20
MSFT,2025-08-08,2025-09-05,0.17740000000000006,0.8870000000000003,5.0,-1.0,False,0.19315,-0.3142732566298184,521.127600794371,496.41238273474494,2025-08,0.2,20
MSFT,2025-08-15,2025-09-12,0.18369999999999997,1.8369999999999997,10.0,0.22503981379394827,True,0.19045,-0.15411427934575672,523.686179915601,511.3161222725389,2025-08,0.25,20
MSFT,2025-08-22,2025-09-19,0.19369999999999998,1.9369999999999998,10.0,0.2402331638348009,True,0.19415,0.13761217724159325,508.47541643100226,518.7018402567992,2025-08,0.5,20
