gate,n_M,M_excess,T_minus_M,t,h1,h2,M_house,house_T_minus_M,t_house,M_win,verdict
ADR47,3051,-0.02150709048607628,0.5885000140973343,1.098350806313923,1.644320997687179,-0.20890261010870848,-0.3332925508205065,0.7333161293272568,1.5870679001714232,28.2530317928548,unproven
OFF52,904,-1.025928663514516,0.11499135312607806,0.13854855610768463,-0.2832457352908963,0.3600908089559007,-1.1964244422669557,0.4876223086625011,0.7003018386778506,25.995575221238937,unproven
RANGE52,0,,,,,,,,,,
STACK5,1070,0.604854935069201,-0.12519224536213291,-0.1748008232959006,-0.18691710737719397,-0.08292033362861506,1.0781428482585411,0.1774953794209599,0.3128366977291951,34.67289719626168,PRUNE?
STACK40,451,-2.27299879354873,1.8013931453803669,1.9382705135806162,3.5438417706499137,0.6947062530513655,-1.0415774338354307,1.2537458751288988,1.7066397462127816,26.607538802660752,unproven
RVOL,2160,-0.21896729485530234,0.1366885677527674,0.20960112698524616,0.20633064504973508,0.0889365260198946,-0.025135150509930464,0.747309249959152,1.4657999849973433,26.89814814814815,unproven
UPPER,317,0.772013467436612,-0.721844457309723,-0.6966055657654306,0.3261847669513256,-1.3111458160912723,0.1323591850752798,0.4634019303790493,0.6940009597420456,29.33753943217666,unproven
GAP,30,4.15028848221586,-0.23270050226679884,-0.05865525157678515,15.933798598153798,-3.473932890362888,1.6709298235456864,1.3251836037278202,0.7210586370915966,36.666666666666664,unproven
DAY,439,0.2587222437609286,0.18499954446419814,0.1791572428809259,-0.5364465385826096,0.6871249916247915,1.575805387016248,-1.9581010153817948,-1.5814205696268244,35.99088838268793,unproven
