sym,entry,expiry,credit,a_pnl,b_pnl,b_date,b_resolved,mark_cov,month,roc_a,roc_b
AAPL,2019-01-11,2019-02-22,3.3369999999999997,-1.593,0.24399999999999977,2019-02-01,True,0.7857142857142857,2019-01,-0.4773748876236141,0.07311956847467779
AAPL,2019-01-18,2019-03-01,3.307,-1.7529999999999997,-0.7959999999999998,2019-02-08,True,0.7857142857142857,2019-01,-0.5300876927729059,-0.2407015421832476
AAPL,2019-01-25,2019-03-08,3.607,0.8270000000000004,-0.23599999999999977,2019-02-15,True,0.7931034482758621,2019-01,0.2292764069864154,-0.06542833379539777
AAPL,2019-02-01,2019-03-15,2.4970000000000003,-4.212999999999999,1.6040000000000005,2019-02-22,True,0.8620689655172413,2019-02,-1.6872246696035236,0.642370845014017
AAPL,2019-02-08,2019-03-22,3.107,-5.733,2.234,2019-03-01,True,0.8275862068965517,2019-02,-1.8451882845188283,0.7190215642098486
AAPL,2019-02-15,2019-03-29,2.537,-4.6930000000000005,1.3639999999999999,2019-03-08,True,0.896551724137931,2019-02,-1.8498226251478127,0.5376428852975955
AAPL,2019-02-22,2019-04-05,2.697,-11.742999999999999,-3.8660000000000005,2019-03-15,True,0.8333333333333334,2019-02,-4.354097144975898,-1.4334445680385615
AAPL,2019-03-01,2019-04-12,2.367,-11.603000000000002,-6.7959999999999985,2019-03-22,True,0.7333333333333333,2019-03,-4.901985635825941,-2.871144909167722
AAPL,2019-03-08,2019-04-18,2.107,-16.743000000000002,-4.366,2019-03-28,True,0.7241379310344828,2019-03,-7.946369245372568,-2.0721404841006166
AAPL,2019-03-15,2019-04-26,2.5570000000000004,-4.423,-1.3459999999999996,2019-04-05,True,0.8275862068965517,2019-03,-1.7297614391865466,-0.5263981228001562
AAPL,2019-03-22,2019-05-03,4.077,2.557,1.4140000000000001,2019-04-12,True,0.896551724137931,2019-03,0.6271768457198921,0.34682364483688993
AAPL,2019-04-05,2019-05-17,4.9270000000000005,4.9270000000000005,0.7840000000000007,2019-04-26,True,0.9310344827586207,2019-04,1.0,0.15912319870103525
AAPL,2019-04-12,2019-05-24,4.207,-1.803,2.004,2019-05-03,True,0.8275862068965517,2019-04,-0.42857142857142855,0.4763489422391253
