adr,addv_m,dates,members_med,excess,t,h1,h2,raw_excess,raw_t
3.5,75.0,81,31.5,0.871886235386597,1.4291044684073548,1.7793948493513327,0.18139055084821099,1.466267080445635,1.9754588940836968
3.5,100.0,80,27.5,1.361626275436738,2.0907028269791628,2.1006196686564316,0.786853636265866,1.9836445622436367,2.4773957425461957
3.5,150.0,78,19.0,1.4532883737578008,2.109652158351084,1.6838706630681748,1.2751111501997858,1.8769839613697363,2.1781744166402963
4.0,75.0,79,23.0,0.6473825044971442,0.9644323343248701,1.3566753440492745,0.11147235905775679,1.3980027444449574,1.6619390981069446
4.0,100.0,77,20.5,1.6912382943891326,2.506987792448474,1.8741590212537806,1.546603301054294,2.1700486454298873,2.342075603586505
4.0,150.0,72,13.5,1.83978894741466,2.2608607767641473,2.3197395964178447,1.4336768597965808,2.4049058970796606,2.1636377986585464
4.5,75.0,75,14.0,0.705022856342397,0.9010682791094878,1.1470888537307007,0.3384315414350236,1.5575368419650966,1.5000805149741203
4.5,100.0,69,11.5,1.5665160695265141,1.9323753991385813,1.8174025633505977,1.3618455087752885,2.3588109326381783,2.0522426277266383
4.5,150.0,65,9.0,1.5364038981640615,1.5825534526471408,1.3048515040879698,1.7348773788007117,2.362724100915247,1.7593195734443134
