tk,entry,expiry,S0,S1,K,implied,ba_pct,credit,maxrisk,pnl_usd,ret_risk,gex_own,earnings_skip,gex_spy,half
MSFT,2017-03-16,2017-03-17,64.565,64.965,64.5,0.5343452334856347,8.695652173913034,0.25649999999999995,0.24350000000000005,-20.850000000000346,-85.62628336755787,166829762.58956343,False,4284646198.4893703,2010-2017
MSFT,2017-03-23,2017-03-24,64.93,65.17,65.0,0.6930540582165409,8.888888888888896,0.359,0.641,18.899999999999828,29.485179407176016,118131412.48716234,False,-4823770124.10958,2010-2017
MSFT,2017-03-30,2017-03-31,65.65,66.055,65.5,0.5788271134805787,5.263157894736843,0.31399999999999995,0.686,-24.100000000000687,-35.131195335277965,175292202.0663678,False,-960441222.7687129,2010-2017
MSFT,2017-04-06,2017-04-07,65.675,65.77,65.5,0.6471259992386753,7.058823529411772,0.35649999999999993,0.6435000000000001,8.650000000000391,13.442113442114048,175007774.77046624,False,-4775473339.646549,2010-2017
MSFT,2017-04-12,2017-04-13,65.22,65.205,65.0,0.6593069610548913,4.651162790697675,0.364,0.636,15.900000000000169,25.000000000000266,153441632.0137403,False,-8961524793.520933,2010-2017
MSFT,2017-04-20,2017-04-21,65.69,66.495,65.5,0.5936976708783681,10.256410256410248,0.31899999999999995,0.681,-67.60000000000046,-99.26578560939862,212130834.93400612,False,-1450483688.2468548,2010-2017
MSFT,2017-05-04,2017-05-05,68.815,68.85,69.0,0.6030661919639613,7.228915662650606,0.3439999999999999,0.6560000000000001,19.399999999999423,29.573170731706433,206503828.66213024,False,3400939953.8651586,2010-2017
MSFT,2017-05-11,2017-05-12,68.35,68.28,68.5,0.6730065837600585,4.347826086956526,0.3739999999999999,0.6260000000000001,15.400000000000102,24.600638977635942,263857112.47979444,False,4921084622.925814,2010-2017
MSFT,2017-05-18,2017-05-19,67.725,67.59,67.5,0.9080841638981174,4.878048780487809,0.4764999999999999,0.5235000000000001,38.64999999999965,73.82999044890096,40006868.09026162,False,-5349507027.231923,2010-2017
MSFT,2017-05-25,2017-05-26,69.815,69.975,70.0,0.5944281314903673,7.228915662650606,0.3439999999999999,0.6560000000000001,31.899999999999423,48.628048780486914,187377417.24568507,False,6414161693.702593,2010-2017
MSFT,2017-06-01,2017-06-02,69.96,71.74,70.0,0.5860491709548314,4.878048780487808,0.34149999999999997,0.6585000000000001,-65.85000000000001,-100.0,173051277.5924539,False,7642361017.5410595,2010-2017
MSFT,2017-06-08,2017-06-09,71.86,69.84,72.0,0.695797383801837,8.000000000000002,0.4089999999999999,0.5910000000000001,-59.10000000000001,-100.0,121408652.53074694,False,4646826778.472505,2010-2017
MSFT,2017-06-15,2017-06-16,69.91,69.95,70.0,0.9440709483621801,3.0303030303030245,0.554,0.946,50.40000000000029,53.2769556025373,173902132.39471084,False,7098259876.61745,2010-2017
MSFT,2017-06-22,2017-06-23,70.365,70.97,70.5,0.7176863497477439,5.940594059405946,0.4065,0.5935,-6.3499999999998895,-10.699241786014976,98682554.58420873,False,-900933326.6062008,2010-2017
MSFT,2017-06-29,2017-06-30,68.605,69.23,68.5,1.0276218934479995,7.0921985815602815,0.6015,0.8985,-12.850000000000394,-14.301613800779517,63530883.19759426,False,-5574521676.306796,2010-2017
MSFT,2017-07-06,2017-07-07,68.52,69.49,68.5,0.8610624635143026,3.3898305084745695,0.46399999999999997,0.536,-52.59999999999949,-98.134328358208,63345646.654590234,False,-7744861192.709624,2010-2017
MSFT,2017-07-13,2017-07-14,71.715,73.155,71.5,0.7460085058913756,5.607476635514024,0.4464999999999999,0.5535000000000001,-55.35000000000001,-100.0,145734568.25713804,False,4705703959.897854,2010-2017
MSFT,2017-07-27,2017-07-28,72.82,73.02,73.0,0.9750068662455371,2.8169014084507067,0.5940000000000001,0.9059999999999999,57.400000000000404,63.355408388521425,144369258.2368256,False,4062803317.863679,2010-2017
MSFT,2017-08-03,2017-08-04,72.1,72.545,72.0,0.7905686546463246,3.508771929824559,0.44399999999999995,0.556,-10.100000000000176,-18.165467625899595,108737258.76255198,False,575762213.1764153,2010-2017
MSFT,2017-08-10,2017-08-11,71.51,72.585,71.5,0.9928681303314221,8.450704225352112,0.579,0.921,-50.599999999999376,-54.940282301845144,76046780.41410033,False,-9213031082.024107,2010-2017
MSFT,2017-08-17,2017-08-18,72.59,72.74,72.5,0.8678881388621021,6.349206349206354,0.539,0.961,29.900000000000514,31.11342351717015,91840691.01077166,False,-10956261702.790928,2010-2017
MSFT,2017-08-24,2017-08-25,72.665,72.97,72.5,0.7087318516479734,5.825242718446591,0.4389999999999999,0.5610000000000002,-3.0999999999998975,-5.525846702317106,126579019.49474774,False,-7381341076.2362,2010-2017
MSFT,2017-08-31,2017-09-01,74.825,74.015,75.0,0.5679919812896759,7.058823529411772,0.3364999999999999,0.6635000000000001,-64.84999999999995,-97.73926149208732,208065405.53962898,False,2858474881.440852,2010-2017
MSFT,2017-09-07,2017-09-08,74.345,74.03,74.5,0.6523639787477301,6.185567010309284,0.3865,0.6134999999999999,-8.349999999999886,-13.610431947840077,193130323.59229854,False,-599469968.9044513,2010-2017
MSFT,2017-09-14,2017-09-15,74.77,75.335,75.0,0.6687174000267487,8.000000000000007,0.40149999999999997,0.5985,6.650000000000622,11.11111111111215,247743144.05415985,False,12598427497.976772,2010-2017
MSFT,2017-09-21,2017-09-22,74.22,74.405,74.0,0.8084074373484237,6.6666666666666625,0.4690000000000001,0.5309999999999999,6.399999999999895,12.052730696798298,122090814.5802977,False,1664293881.813341,2010-2017
MSFT,2017-09-28,2017-09-29,73.775,74.48,74.0,0.6980684513724161,5.825242718446601,0.41650000000000004,0.5834999999999999,-6.350000000000394,-10.882604970009247,106515796.11270893,False,5085448390.025902,2010-2017
MSFT,2017-10-05,2017-10-06,75.985,75.98,76.0,0.6119628874119892,6.451612903225806,0.3715,0.6285000000000001,35.1500000000004,55.926809864757985,201913485.9297829,False,11735021748.04727,2010-2017
MSFT,2017-10-12,2017-10-13,77.105,77.455,77.0,0.6419817132481681,6.060606060606066,0.4064999999999999,0.5935000000000001,-4.849999999999838,-8.171861836562488,261478036.91929346,False,5595229004.238186,2010-2017
MSFT,2017-10-19,2017-10-20,77.85,78.69,78.0,0.5266538214515093,9.756097560975604,0.29150000000000004,0.7084999999999999,-20.849999999999998,-29.42836979534227,335707503.9374677,False,5443909514.501665,2010-2017
MSFT,2017-11-02,2017-11-03,84.18,84.05,84.0,0.7602755999049655,9.374999999999995,0.494,0.506,44.40000000000028,87.74703557312309,181079773.94377622,False,3211294175.869662,2010-2017
MSFT,2017-11-09,2017-11-10,84.12,83.84,84.0,0.7727056585829767,6.153846153846159,0.48149999999999993,0.5185000000000001,32.15000000000033,62.005785920926385,168985521.49442834,False,1989544313.5288267,2010-2017
MSFT,2017-11-16,2017-11-17,83.21,82.445,83.0,0.6369426751592357,7.547169811320761,0.4315,0.5685,-12.350000000000684,-21.723834652595748,118001908.23782355,False,8112533892.734979,2010-2017
MSFT,2017-11-30,2017-12-01,84.2,84.235,84.0,0.843230403800475,8.450704225352112,0.564,0.936,32.90000000000005,35.149572649572704,104908069.49360403,False,17789493905.91641,2010-2017
MSFT,2017-12-07,2017-12-08,82.52,84.1,82.5,0.7998061076102762,6.060606060606058,0.5614999999999999,0.9385000000000001,-93.85000000000001,-100.0,94477372.63231313,False,15653498571.590414,2010-2017
MSFT,2017-12-14,2017-12-15,84.785,86.665,85.0,0.8786931650645752,6.71140939597316,0.6189999999999999,0.8810000000000001,-88.10000000000001,-100.0,184618437.126074,False,17524571587.138653,2010-2017
MSFT,2017-12-21,2017-12-22,85.525,85.525,85.5,0.6372405729318913,9.174311926605503,0.4265,0.5735,40.14999999999943,70.00871839581417,185971794.26640585,False,15616928475.011902,2010-2017
MSFT,2017-12-28,2017-12-29,85.725,85.605,85.5,0.5657626130067075,10.309278350515463,0.3914999999999999,0.6085,28.649999999999594,47.08299096137977,184359791.5931874,False,12260566520.288214,2010-2017
MSFT,2018-01-04,2018-01-05,87.145,88.16,87.0,0.6712949681565207,8.547008547008556,0.45399999999999996,0.546,-54.6,-100.0,210314677.55268106,False,8156807732.822628,2018-2026
MSFT,2018-01-11,2018-01-12,88.05,89.56,88.0,0.692788188529245,6.5573770491803245,0.464,0.536,-53.6,-100.0,220249356.919137,False,9615907485.160883,2018-2026
MSFT,2018-01-18,2018-01-19,90.13,90.015,90.0,0.776655941417952,5.714285714285703,0.5690000000000001,0.9309999999999999,55.39999999999995,59.505907626208334,221949470.9419673,False,6290461040.78052,2018-2026
MSFT,2018-01-25,2018-01-26,92.42,93.94,92.5,1.0387362042847867,4.1666666666666705,0.7789999999999999,0.7210000000000001,-66.09999999999978,-91.67822468793311,163583434.45195794,False,7415782889.58133,2018-2026
MSFT,2018-02-01,2018-02-02,94.305,91.94,94.0,1.203541699803828,13.21585903083701,0.9514999999999999,1.5485000000000002,-110.85000000000025,-71.58540523086873,269981193.3323225,False,951024226.0670621,2018-2026
MSFT,2018-02-15,2018-02-16,92.465,92.22,92.5,0.9679338127940301,14.525139664804476,0.689,1.311,40.89999999999988,31.197559115179164,241736415.7345312,False,752123771.0167047,2018-2026
MSFT,2018-02-22,2018-02-23,91.85,93.955,92.0,0.9580838323353293,9.090909090909099,0.7589999999999999,1.241,-119.59999999999984,-96.37389202256232,167799731.49094096,False,-4784616308.471777,2018-2026
MSFT,2018-03-01,2018-03-02,92.905,93.0,93.0,1.3185512082234538,17.142857142857142,1.009,1.491,100.89999999999999,67.67270288397049,182190424.11531246,False,-9060741498.305319,2018-2026
MSFT,2018-03-08,2018-03-09,94.185,96.33,94.0,0.9502574719966024,16.759776536312845,0.7514999999999998,1.2485000000000002,-124.85000000000002,-100.0,255608138.58196214,False,418083509.324797,2018-2026
MSFT,2018-03-15,2018-03-16,94.275,94.565,94.5,0.9387430389817023,16.94915254237288,0.7214999999999998,1.2785000000000002,65.6500000000002,51.349237387563704,257057714.3858145,False,-2331531220.562499,2018-2026
MSFT,2018-03-22,2018-03-23,89.995,87.515,90.0,1.5389743874659703,7.942238267148005,1.2015,1.7985,-128.34999999999994,-71.36502641089794,90621560.71854727,False,-8781701422.718637,2018-2026
MSFT,2018-03-28,2018-03-29,89.56,91.43,89.5,1.6525234479678428,6.756756756756756,1.2865000000000002,1.7134999999999998,-64.35000000000066,-37.554712576598,67785319.0574781,False,-8140290869.812756,2018-2026
MSFT,2018-04-05,2018-04-06,92.485,90.2,92.5,1.2272260366545928,4.405286343612319,1.0014999999999998,1.4985000000000002,-129.84999999999974,-86.65331998665313,162656574.84781206,False,-2191156648.4075565,2018-2026
MSFT,2018-04-12,2018-04-13,94.06,93.03,94.0,1.1482032745056348,3.7037037037036966,0.9115,1.0885,-5.849999999999889,-5.374368396876332,244472710.9419078,False,-1098916100.1275003,2018-2026
MSFT,2018-04-19,2018-04-20,96.27,94.88,96.5,0.9971953879713306,6.250000000000005,0.8289999999999997,1.1710000000000003,-79.10000000000048,-67.54910333048716,259416661.55708823,False,-856071675.6786835,2018-2026
MSFT,2018-05-03,2018-05-04,94.36,95.095,94.5,1.155150487494701,5.5045871559633035,0.9390000000000001,1.061,34.40000000000012,32.42224316682387,219543271.3892174,False,-6661544473.685488,2018-2026
MSFT,2018-05-10,2018-05-11,97.675,97.29,97.5,0.9060660353212183,5.649717514124292,0.784,1.216,57.40000000000063,47.203947368421574,314283365.97606975,False,6120867779.635249,2018-2026
MSFT,2018-05-17,2018-05-18,96.375,96.52,96.5,0.835278858625162,6.211180124223595,0.6515,0.8485,63.1500000000004,74.42545668827388,195243158.19183746,False,2098157717.0668492,2018-2026
MSFT,2018-05-24,2018-05-25,98.355,98.29,98.5,0.7879619744801992,9.032258064516132,0.6489999999999999,0.8510000000000001,43.90000000000062,51.58636897767405,248081916.27787393,False,2123893723.9507527,2018-2026
MSFT,2018-05-31,2018-06-01,98.855,100.545,99.0,0.8750189671741438,5.780346820809254,0.7115,1.2885,-83.35000000000016,-64.687621265037,279337149.2672146,False,-1930685934.0854816,2018-2026
MSFT,2018-06-07,2018-06-08,100.93,101.725,101.0,0.9115228376102248,2.173913043478263,0.7965,1.2035,7.150000000000567,5.941005400914472,234126290.88601357,False,8207900287.995727,2018-2026
MSFT,2018-06-14,2018-06-15,101.485,101.015,101.0,0.9016110755284032,5.464480874316933,0.8115,1.1885,79.64999999999995,67.01724863273029,226437839.9543634,False,7608450097.56669,2018-2026
MSFT,2018-06-21,2018-06-22,100.9,100.605,101.0,0.9613478691774032,2.061855670103095,0.844,1.1560000000000001,44.9000000000004,38.84083044982733,177479072.662265,False,-4834695525.878149,2018-2026
MSFT,2018-06-28,2018-06-29,98.91,99.095,99.0,1.011020119300374,2.0000000000000018,0.864,1.1360000000000001,76.90000000000012,67.69366197183108,173161557.68794024,False,-5482867424.912329,2018-2026
MSFT,2018-07-05,2018-07-06,99.81,101.115,100.0,0.8315800020038073,4.819277108433739,0.6965,1.3035,-41.84999999999949,-32.10586881472918,210016195.20709857,False,-3360727698.995144,2018-2026
MSFT,2018-07-12,2018-07-13,104.165,105.465,104.0,0.849613593817501,3.3898305084745792,0.7565,1.2435,-70.85000000000035,-56.97627663852059,215375452.65517262,False,7845903622.4886465,2018-2026
MSFT,2018-07-26,2018-07-27,109.64,107.49,110.0,0.8664720904779276,2.105263157894739,0.784,1.216,-121.6,-100.0,272387827.52819914,False,6801517946.973139,2018-2026
MSFT,2018-08-02,2018-08-03,107.58,107.745,108.0,0.9667224391150772,3.8461538461538494,0.879,1.121,62.40000000000045,55.66458519179345,241229279.55550647,False,2852506800.75113,2018-2026
MSFT,2018-08-09,2018-08-10,109.82,109.02,110.0,0.6920415224913495,7.894736842105256,0.6615,1.3385,-31.8500000000004,-23.795293238700335,273451190.0906893,False,6515386916.113064,2018-2026
MSFT,2018-08-16,2018-08-17,107.55,107.67,107.0,0.8926080892608089,4.166666666666668,0.8190000000000001,1.181,14.899999999999835,12.616426756985465,73611820.933074,False,4913684569.835013,2018-2026
MSFT,2018-08-23,2018-08-24,107.735,108.125,108.0,0.7193576832041584,3.8709677419354875,0.674,1.326,54.900000000000006,41.4027149321267,202974235.79742646,False,3442713130.801719,2018-2026
MSFT,2018-08-30,2018-08-31,111.695,112.085,112.0,0.7923362728859842,5.649717514124292,0.7614999999999998,1.2385000000000002,67.6500000000006,54.62252725070699,271645394.6495229,False,3349346426.2591105,2018-2026
MSFT,2018-09-06,2018-09-07,108.895,108.155,109.0,0.904541071674549,5.076142131979699,0.8340000000000001,1.166,-1.0999999999998789,-0.9433962264149905,174291322.13697895,False,-464122333.70833683,2018-2026
MSFT,2018-09-13,2018-09-14,112.52,113.22,112.0,0.9376110913615359,4.739336492890999,0.9015,1.0985,-31.849999999999888,-28.994082840236583,304022385.3885183,False,6079367900.654739,2018-2026
MSFT,2018-09-20,2018-09-21,113.73,113.695,114.0,0.7913479293062516,4.444444444444449,0.7689999999999999,1.231,46.39999999999931,37.6929325751416,258000750.16013202,False,11746945563.540312,2018-2026
MSFT,2018-09-27,2018-09-28,114.435,114.335,114.0,0.8869664001398174,4.926108374384235,0.8664999999999998,1.1335000000000002,53.15000000000061,46.890163211292986,162562318.88029775,False,-1965649735.411083,2018-2026
MSFT,2018-10-04,2018-10-05,112.395,112.22,112.0,1.1877752569064461,3.7453183520599245,1.2014999999999996,1.7985000000000004,98.15000000000008,54.57325549068671,114713405.33966595,False,-5963789321.3338785,2018-2026
MSFT,2018-10-18,2018-10-19,108.645,108.97,109.0,1.45887983800451,5.678233438485809,1.3439999999999999,1.6560000000000001,131.39999999999986,79.34782608695645,102606203.94267401,False,-10416325264.148474,2018-2026
MSFT,2018-10-25,2018-10-26,108.965,106.735,109.0,1.7849768274216489,3.598971722365042,1.7189999999999999,2.281,-54.60000000000007,-23.936869793950052,181911225.94600832,False,-6656399095.398189,2018-2026
MSFT,2018-11-01,2018-11-02,105.83,106.115,106.0,1.6913918548615705,3.3519553072625663,1.6039999999999999,2.396,148.9000000000005,62.14524207011707,51473912.505625434,False,-3377959926.583476,2018-2026
MSFT,2018-11-08,2018-11-09,111.335,109.745,111.0,1.1721381416445864,3.831417624521067,1.174,1.826,-8.099999999999552,-4.435925520262624,184573391.03156656,False,783013321.2698727,2018-2026
MSFT,2018-11-15,2018-11-16,107.3,108.675,107.0,1.5004659832246041,4.968944099378879,1.3940000000000001,1.6059999999999999,-28.099999999999703,-17.496886674968685,76299042.57223201,False,-5160875578.521293,2018-2026
MSFT,2018-11-29,2018-11-30,110.855,110.565,111.0,1.1772134770646339,3.8314176245210767,1.1415,1.8585,70.64999999999976,38.01452784503619,145276965.287283,False,3275447324.4236693,2018-2026
MSFT,2018-12-06,2018-12-07,109.12,106.78,109.0,1.6129032258064515,4.545454545454537,1.584,2.416,-63.59999999999988,-26.32450331125823,94829429.91915008,False,-4378795316.532769,2018-2026
MSFT,2018-12-13,2018-12-14,109.35,105.8,109.0,1.472336534064929,4.968944099378887,1.3864999999999998,1.6135000000000002,-161.35000000000002,-100.0,145945320.683229,False,-5081356261.668183,2018-2026
MSFT,2018-12-20,2018-12-21,101.105,98.16,101.0,2.220463874190198,5.790645879732744,1.9189999999999998,2.0810000000000004,-92.10000000000036,-44.25756847669406,-18319638.92107829,False,-11731212600.745342,2018-2026
MSFT,2018-12-27,2018-12-28,100.425,100.28,100.0,2.1558376898182723,6.004618937644348,1.9040000000000001,2.596,162.3999999999999,62.55778120184896,46596006.36527118,False,-3294748604.4940233,2018-2026
MSFT,2019-01-03,2019-01-04,97.945,101.77,98.0,1.9755985502067488,5.684754521963824,1.7289999999999996,2.2710000000000004,-204.09999999999962,-89.87230295024202,-10945713.979956599,False,-3900921567.703627,2018-2026
MSFT,2019-01-10,2019-01-11,103.54,102.625,104.0,1.3617925439443694,5.67375886524822,1.2215,1.7785,-15.349999999999998,-8.63086870958673,70216861.88207696,False,229976804.66619453,2018-2026
MSFT,2019-01-17,2019-01-18,105.79,107.435,106.0,1.0303431326212307,9.174311926605512,0.8815,1.1185,-55.350000000000236,-49.48591864103731,102706384.92650783,False,634856709.8025914,2018-2026
MSFT,2019-01-24,2019-01-25,106.145,106.99,106.0,1.1729238306090728,5.622489959839344,1.0065000000000002,0.9934999999999998,1.6500000000005288,1.660795168596406,81729614.01311818,False,-904447785.5318408,2018-2026
MSFT,2019-01-31,2019-02-01,104.15,102.845,104.0,1.440230436869899,3.999999999999989,1.3165,1.6835,16.149999999999885,9.593109593109526,81263276.61850575,False,2712320150.7154846,2018-2026
MSFT,2019-02-07,2019-02-08,105.365,105.13,105.0,1.124661889621791,4.219409282700421,1.0115,0.9884999999999999,88.15000000000046,89.17551846231711,94061437.04738708,False,-913137096.3336519,2018-2026
MSFT,2019-02-14,2019-02-15,107.05,108.085,107.0,0.794021485287249,4.705882352941174,0.7590000000000001,1.2409999999999999,-32.59999999999936,-26.269137792102633,144844855.88814825,False,3624103439.535471,2018-2026
MSFT,2019-02-21,2019-02-22,109.125,110.56,109.0,0.9392898052691867,4.8780487804877986,0.8839999999999999,1.116,-67.60000000000024,-60.57347670250917,156315696.88938746,False,229319754.17625362,2018-2026
MSFT,2019-02-28,2019-03-01,112.14,112.675,112.0,0.8917424647761727,3.9999999999999925,0.859,1.141,18.400000000000283,16.126205083260544,166802859.39319384,False,-732898203.2886363,2018-2026
MSFT,2019-03-07,2019-03-08,110.35,110.375,110.0,1.0693248753964661,5.084745762711863,0.9689999999999999,1.0310000000000001,59.399999999999984,57.61396702230842,121422488.0418592,False,-4675184385.3455715,2018-2026
MSFT,2019-03-14,2019-03-15,114.905,116.62,115.0,0.6483616900918149,4.026845637583897,0.5265,0.47350000000000003,-47.35,-100.0,307318735.0257559,False,4405274957.446558,2018-2026
MSFT,2019-03-21,2019-03-22,119.825,117.28,120.0,0.8804506572084289,2.8436018957346,0.8765,1.1235,-112.35,-100.0,206886546.03681427,False,4279807413.272786,2018-2026
MSFT,2019-03-28,2019-03-29,117.125,117.7,117.0,0.8922091782283883,2.870813397129184,0.879,1.121,17.899999999999714,15.967885816235249,172056532.86215466,False,16968571.99389439,2018-2026
MSFT,2019-04-04,2019-04-05,119.115,119.895,119.0,0.9192796876967637,4.566210045662104,0.8939999999999999,1.106,-0.09999999999961151,-0.09041591320037207,177006625.8330567,False,4004109900.6948166,2018-2026
MSFT,2019-04-11,2019-04-12,120.06,120.765,120.0,0.6996501749125438,4.761904761904765,0.7290000000000001,1.271,-3.6000000000000476,-2.8324154209284407,205359752.23503664,False,5054353074.975668,2018-2026
MSFT,2019-04-17,2019-04-18,121.58,123.325,121.0,0.7649284421779897,6.451612903225809,0.8240000000000001,1.176,-117.6,-100.0,257999434.8098416,False,4867454510.385322,2018-2026
MSFT,2019-04-25,2019-04-26,129.57,129.79,130.0,0.8952689665817706,3.4482758620689684,0.9415,1.0585,73.14999999999921,69.1072272083129,352501542.4739754,False,6342132161.128424,2018-2026
MSFT,2019-05-02,2019-05-03,126.25,128.92,126.0,1.005940594059406,3.1496062992126013,1.1489999999999998,1.8510000000000002,-177.09999999999877,-95.67801188546665,189332840.87984374,False,-591475142.4492503,2018-2026
MSFT,2019-05-09,2019-05-10,125.44,127.045,125.0,1.5465561224489797,2.061855670103095,1.7515,2.2485,-29.350000000000165,-13.053146542139277,157682153.1993702,False,-3696280144.3919177,2018-2026
MSFT,2019-05-16,2019-05-17,128.64,128.255,129.0,0.9172885572139305,3.3898305084745743,0.9614999999999998,1.0385000000000002,21.649999999999526,20.847376023109792,285252982.70736367,False,-1767980354.627684,2018-2026
MSFT,2019-05-23,2019-05-24,125.775,126.26,126.0,1.2760882528324389,3.115264797507784,1.3564999999999998,1.6435000000000002,109.64999999999947,66.7173714633401,117774820.2031903,False,-6314041249.406006,2018-2026
MSFT,2019-05-30,2019-05-31,125.595,123.7,126.0,0.9912815000597156,4.016064257028107,0.9839999999999998,1.0160000000000002,-101.60000000000002,-100.0,168317018.59548002,False,-6038476032.152237,2018-2026
MSFT,2019-06-06,2019-06-07,127.61,131.485,128.0,0.9638743045215892,3.2520325203251974,0.9814999999999998,1.0185000000000002,-101.85000000000002,-100.0,246809553.08420777,False,514805027.36662525,2018-2026
MSFT,2019-06-13,2019-06-14,132.005,132.845,132.0,0.8976932691943487,4.2194092827004255,0.9515,1.0485,10.650000000000116,10.157367668097391,276610784.6998918,False,1624518968.8863218,2018-2026
MSFT,2019-06-20,2019-06-21,137.005,137.215,137.0,0.8357359220466407,2.6200873362445343,0.9365000000000001,1.0635,72.14999999999966,67.84203102961888,303720282.7879149,False,9002288524.278072,2018-2026
MSFT,2019-06-27,2019-06-28,134.29,133.275,134.0,0.9829473527440614,3.030303030303025,1.1689999999999998,1.8310000000000002,44.40000000000055,24.24904423812154,195240482.40678212,False,15104094.713450484,2018-2026
MSFT,2019-07-11,2019-07-12,137.985,138.8,138.0,0.713845707866797,3.04568527918782,0.8365,1.1635,3.6499999999988653,3.1370863773088655,276489081.9244783,False,5761246059.092348,2018-2026
MSFT,2019-07-25,2019-07-26,140.24,141.535,140.0,0.7130633200228179,6.000000000000005,0.844,1.1560000000000001,-69.09999999999967,-59.77508650519001,317472962.9687809,False,1104139906.890007,2018-2026
MSFT,2019-08-01,2019-08-02,138.755,136.565,139.0,1.264819285791503,3.988603988603993,1.5265,2.4735,-90.85000000000024,-36.72933090762087,208800045.0972473,False,-5296536108.036954,2018-2026
MSFT,2019-08-08,2019-08-09,138.81,138.27,139.0,1.0301851451624524,2.7972027972027917,1.2389999999999999,1.7610000000000001,50.900000000001015,28.904031800114144,218527754.15285835,False,-1837565234.5147374,2018-2026
MSFT,2019-08-15,2019-08-16,133.94,135.925,134.0,1.2990891443930117,2.2988505747126458,1.4289999999999998,1.5710000000000002,-49.60000000000115,-31.572246976448852,9189670.250336863,False,-6722279994.685096,2018-2026
MSFT,2019-08-22,2019-08-23,138.04,133.475,138.0,1.1228629382787598,1.2903225806451624,1.3239999999999998,1.6760000000000002,-167.60000000000002,-100.0,266634306.45898923,False,-380838943.04508334,2018-2026
MSFT,2019-08-29,2019-08-30,138.005,137.215,138.0,0.9311256838520345,2.3346303501945544,1.1265,1.8735,34.15000000000035,18.227915665866213,243972458.9385135,False,1302700384.6737294,2018-2026
MSFT,2019-09-05,2019-09-06,139.835,139.36,140.0,0.9189401794972647,2.3346303501945456,1.1164999999999998,1.8835000000000002,47.65000000000135,25.298646137510666,277514036.32512146,False,4215755823.564883,2018-2026
MSFT,2019-09-12,2019-09-13,137.99,137.19,138.0,0.9058627436770781,3.200000000000003,1.0490000000000002,1.9509999999999998,23.89999999999979,12.250128139415576,294517490.78650284,False,7569085894.807684,2018-2026
MSFT,2019-09-19,2019-09-20,140.925,139.21,141.0,0.7841050204009223,2.714932126696835,0.8765000000000001,1.1235,-91.3499999999992,-81.30841121495256,461321251.8433656,False,4821172006.200924,2018-2026
MSFT,2019-09-26,2019-09-27,139.605,137.45,140.0,0.9061280040113177,2.371541501976287,1.0864999999999998,1.9135000000000002,-146.35000000000116,-76.48288476613595,297828935.1293314,False,-1718746662.5462992,2018-2026
MSFT,2019-10-03,2019-10-04,136.17,138.125,136.0,1.138283028567232,2.580645161290318,1.329,1.671,-79.60000000000001,-47.6361460203471,127244039.62717527,False,-4414371142.844919,2018-2026
MSFT,2019-10-10,2019-10-11,139.04,140.175,139.0,1.2226697353279632,2.35294117647059,1.409,1.591,23.399999999998865,14.70773098680004,237737285.41007107,False,-1415518596.5174434,2018-2026
MSFT,2019-10-17,2019-10-18,139.795,137.945,140.0,0.7332164955828178,4.878048780487805,0.8314999999999999,1.1685,-116.85000000000001,-100.0,296433552.4596347,False,4507095659.002823,2018-2026
MSFT,2019-10-24,2019-10-25,139.78,140.41,140.0,0.8441837172699957,3.3898305084745797,0.929,1.071,51.90000000000035,48.459383753501726,484627358.07034844,False,3977268180.1457357,2018-2026
MSFT,2019-10-31,2019-11-01,143.385,143.47,143.0,0.7776266694563587,2.690582959641258,0.9164999999999999,1.0835000000000001,44.6500000000001,41.20904476234434,362455910.820275,False,954578500.0229065,2018-2026
MSFT,2019-11-07,2019-11-08,143.97,145.685,144.0,0.7015350420226436,3.960396039603964,0.819,1.181,-86.60000000000024,-73.3276883996615,347510519.9942645,False,5106968092.632184,2018-2026
MSFT,2019-11-14,2019-11-15,148.18,149.545,148.0,0.6816034552571196,1.980198019801982,0.8439999999999999,1.1560000000000001,-70.09999999999876,-60.64013840830342,448458980.95089966,False,3861313380.271374,2018-2026
MSFT,2019-11-21,2019-11-22,149.425,149.385,149.0,0.8198092688639786,4.081632653061215,1.0715,2.4285,68.6500000000009,28.26847848466168,251663681.78912845,False,-611710267.2701349,2018-2026
MSFT,2019-12-05,2019-12-06,150.045,151.775,150.0,0.7497750674797562,2.6666666666666687,0.9365000000000001,1.5635,-83.85000000000056,-53.62967700671606,350684668.90434176,False,235897496.96204376,2018-2026
MSFT,2019-12-12,2019-12-13,152.97,154.52,152.5,0.8825259854873505,2.9629629629629655,1.1590000000000003,1.3409999999999997,-86.100000000001,-64.2058165548106,368544911.7323549,False,6209384132.9574375,2018-2026
MSFT,2019-12-19,2019-12-20,155.545,157.085,155.0,0.639686264425086,3.015075376884425,0.8865000000000001,1.6135,-119.85000000000079,-74.2795165788663,481777236.89559466,False,12213259212.821486,2018-2026
MSFT,2019-12-26,2019-12-27,158.395,158.785,157.5,0.7733829982007008,4.081632653061227,1.1015,1.3985,-18.349999999999667,-13.121201287093076,383652728.38244265,False,9363156567.403337,2018-2026
MSFT,2020-01-02,2020-01-03,160.15,159.16,160.0,0.686856072432095,1.8181818181818195,0.9440000000000001,1.556,10.399999999999665,6.683804627249142,425253643.82787323,False,7580696735.755973,2018-2026
