entry_date,ticker,close,pivot,state,iv_pct,row_id,expiry,dte,ks,kl,credit,ba_s,ba_l,ba_pct_s,width,max_loss,break_date,spot_expiry,spot_break,broke,mark_s_break,mark_l_break,val_expiry,pnl_hold,pnl_hold_net,pnl_conv,pnl_conv_net,days_conv,roc_hold,roc_hold_net,roc_conv,roc_conv_net,stock_to_exit,year,iv_gate
2019-11-08,ALGN,259.9200134277344,261.8699951171875,up/B+,,16,2019-12-13,35,247.5,235.0,2.5500000000000003,0.39999999999999947,0.20000000000000018,0.08163265306122437,12.5,9.95,2019-11-15,266.05999755859375,263.9200134277344,True,2.725,1.2000000000000002,0.0,2.5500000000000003,2.3870000000000005,1.0250000000000004,0.6990000000000005,7.0,0.25628140703517593,0.23989949748743725,0.10301507537688447,0.07025125628140709,0.015389349774376448,2019,unknown
2019-11-15,OKTA,117.5199966430664,117.55000305175781,up/B+,,22,2019-12-20,35,110.0,100.0,2.35,0.10000000000000009,0.09999999999999987,0.025316455696202552,10.0,7.65,2019-11-18,116.22000122070312,121.1500015258789,True,3.2,1.3,0.0,2.35,2.287,0.44999999999999996,0.32399999999999995,3.0,0.30718954248366015,0.29895424836601303,0.0588235294117647,0.04235294117647058,0.030888401859281878,2019,unknown
2019-11-15,OLED,190.51718139648438,195.9042584151884,up/B+,,23,2019-12-20,35,190.0,180.0,1.9,0.2999999999999998,0.10000000000000009,0.07594936708860756,10.0,8.1,,189.11802673339844,,False,,,0.8819732666015625,1.0180267333984374,0.9050267333984374,1.0180267333984374,0.9050267333984374,35.0,0.1256823127652392,0.11173169548128857,0.1256823127652392,0.11173169548128857,-0.007343981539251088,2019,unknown
2019-11-15,PTC,74.08999633789062,74.61000061035156,up/B+,,24,2019-12-20,35,70.0,67.5,0.4999999999999999,0.19999999999999996,0.19999999999999996,0.17391304347826084,2.5,2.0,2019-11-20,74.13999938964844,74.93000030517578,True,0.8500000000000001,0.55,0.0,0.4999999999999999,0.3869999999999999,0.19999999999999984,-0.026000000000000106,5.0,0.24999999999999994,0.19349999999999995,0.09999999999999992,-0.013000000000000053,0.011337616531309935,2019,unknown
2019-11-15,TDOC,80.94000244140625,82.86000061035156,up/B+,,25,2019-12-20,35,75.0,70.0,0.8500000000000001,0.050000000000000044,0.15000000000000002,0.03174603174603177,5.0,4.15,2019-11-25,81.43000030517578,83.95999908447266,True,0.825,0.3,0.0,0.8500000000000001,0.787,0.3250000000000002,0.19900000000000015,10.0,0.20481927710843373,0.18963855421686746,0.07831325301204822,0.04795180722891569,0.037311546231452386,2019,unknown
2019-11-22,PEN,167.24000549316406,175.52499389648438,up/B+,,29,2019-12-20,28,160.0,150.0,2.05,1.0999999999999996,0.6999999999999997,0.2933333333333332,10.0,7.95,2019-11-26,159.67999267578125,176.39999389648438,True,1.6749999999999998,0.7749999999999999,0.32000732421875,1.7299926757812498,1.26699267578125,1.15,0.2240000000000002,4.0,0.21760914160770436,0.15937014789701257,0.14465408805031446,0.02817610062893084,0.05477151460446894,2019,unknown
2019-11-22,RNG,167.97885131835938,175.7272648137686,up/B+,,30,2019-12-20,28,160.0,150.0,1.875,0.2999999999999998,0.1499999999999999,0.09230769230769226,10.0,8.125,,168.41650390625,,False,,,0.0,1.875,1.7495,1.875,1.7495,28.0,0.23076923076923078,0.21532307692307692,0.23076923076923078,0.21532307692307692,0.002605402909090948,2019,unknown
2019-12-06,DXC,36.63623809814453,36.97983903690903,up/B+,,33,2020-01-17,42,35.0,32.5,0.5249999999999999,0.20000000000000007,0.15000000000000002,0.20000000000000007,2.5,1.975,2019-12-19,34.91033172607422,37.02848434448242,True,0.625,0.25,0.08966827392578125,0.43533172607421866,0.3348317260742186,0.1499999999999999,-0.05100000000000013,13.0,0.22042112712618667,0.16953505117681955,0.07594936708860754,-0.025822784810126648,0.010706509912046691,2019,unknown
2019-12-06,Z,41.06999969482422,41.36000061035156,up/B+,,35,2020-01-10,35,38.5,36.0,0.575,0.15000000000000013,0.09999999999999998,0.14634146341463428,2.5,1.925,2019-12-10,45.59000015258789,41.52000045776367,True,0.825,0.375,0.0,0.575,0.49949999999999994,0.125,-0.02600000000000005,4.0,0.2987012987012987,0.2594805194805194,0.06493506493506493,-0.013506493506493533,0.010956921506774853,2019,unknown
2019-12-20,DOCU,74.18000030517578,76.27999877929688,up/B+,,36,2020-01-17,28,70.0,67.5,0.42500000000000004,0.09999999999999998,0.04999999999999999,0.11764705882352937,2.5,2.075,,72.52999877929688,,False,,,0.0,0.42500000000000004,0.37450000000000006,0.42500000000000004,0.37450000000000006,28.0,0.20481927710843373,0.1804819277108434,0.20481927710843373,0.1804819277108434,-0.02224321271354568,2019,unknown
2020-01-03,CHWY,29.34000015258789,29.6299991607666,up/B+,,42,2020-02-07,35,27.5,25.5,0.475,0.1499999999999999,0.10000000000000003,0.17142857142857132,2.0,1.525,2020-01-13,27.8799991607666,30.520000457763672,True,0.4,0.15000000000000002,0.0,0.475,0.39949999999999997,0.22499999999999998,0.07400000000000001,10.0,0.3114754098360656,0.26196721311475407,0.14754098360655737,0.048524590163934435,0.04021814243486643,2020,unknown
2020-01-03,ZS,47.380001068115234,49.61000061035156,up/B+,,47,2020-02-07,35,44.5,41.5,0.675,0.15000000000000013,0.09999999999999998,0.12244897959183683,3.0,2.325,2020-01-08,58.970001220703125,50.75,True,0.425,0.15000000000000002,0.0,0.675,0.5995,0.4000000000000001,0.24900000000000003,5.0,0.2903225806451613,0.2578494623655914,0.17204301075268819,0.10709677419354839,0.07112703368326079,2020,unknown
