d,r,g,ctrl,yr
2007-02-27,-0.03550033281562015,62.11180124223503,27.260336210814806,2007
2007-02-28,0.007407407407407307,-45.95588235294157,-13.802622498275685,2007
2007-03-01,-0.003462603878116366,9.265693768820693,4.612546125462025,2007
2007-03-02,-0.010433572919081868,46.86035613870709,-2.3419203747065964,2007
2007-03-05,-0.0014124293785309217,61.291843470062666,-26.017029328286867,2007
2007-03-06,0.017789373814041776,-11.652295502213583,4.678362573100614,2007
2007-03-07,-0.0018665422305179646,25.71294997662399,-2.336994624911881,2007
2007-03-08,0.007499414108272706,-6.978367062108193,9.27213722763165,2007
2007-03-09,-0.0009310986964617962,-0.0,-2.3234200743493805,2007
2007-03-12,0.006523765144454741,4.629629629628873,-4.643603436267352,2007
2007-03-13,-0.01434521055067095,53.990610328639164,9.36329588014928,2007
2007-03-14,0.010620722209110367,16.347501167679468,-11.756407241947375,2007
2007-03-15,0.0004663091629748539,-4.660918200884989,-0.0,2007
2007-03-16,-0.0013989274889252279,-0.0,-9.356725146199008,2007
2007-03-19,0.006303992528601476,25.52204176334172,20.85747392815751,2007
2007-03-20,0.005785697755149366,-2.3009664058903923,13.828070984098773,2007
2007-03-21,0.014959723820483273,74.82993197278853,118.69436201780381,2007
2007-03-22,-0.004051316677920358,-4.519774011300104,24.819494584837898,2007
2007-03-23,-0.001355319629546048,20.357385206967173,4.526935264826948,2007
2007-03-26,0.0009066183136898776,36.23188405797117,-11.358473421172466,2007
2007-03-27,-0.0049638989169674685,24.94331065759581,-9.086778736937529,2007
2007-03-28,-0.0050011366219595565,57.11674663011146,9.109542245502311,2007
2007-03-29,-0.0022977941176470784,-36.849378166743385,32.32509812976181,2007
2007-03-30,0.0,-0.0,-18.31501831501825,2007
2007-04-02,0.0004592422502871507,2.29515721826834,4.610419548179978,2007
2007-04-03,0.014226709499770562,-6.787330316742057,-6.782726656114901,2007
2007-04-04,0.002490378084672784,4.516711833784104,-13.556258472660065,2007
2007-04-05,0.004288939051918739,17.981568891884958,2.2497187851522327,2007
2007-04-09,0.0,-0.0,17.941242431038784,2007
2007-04-10,0.0038253825382539297,13.449899125757003,-8.986744551785497,2007
2007-04-11,-0.01052160286545778,-2.262443438914019,29.378531073447345,2007
2007-04-12,0.007464374575887778,15.716210148182252,-15.71268237934964,2007
2007-04-13,0.001793319883434119,-4.475274110538052,-35.97122302158251,2007
2007-04-16,0.008506827848667964,6.6592674805776575,-4.439511653717698,2007
2007-04-17,0.0004436557231588534,0.0,-15.534842432312068,2007
2007-04-18,0.0024390243902439046,-44.238000442380354,-0.0,2007
2007-04-19,0.0011108642523884882,0.0,-17.695200176951474,2007
2007-04-20,0.005992010652463353,15.442311934701358,19.889502762431288,2007
2007-04-23,0.003083700440528636,-15.371102327623731,2.199736031676114,2007
2007-04-24,0.005718055861007265,-6.560244915808644,6.567425569177221,2007
2007-04-25,0.012035010940919078,4.324324324325168,2.1734405564011183,2007
2007-04-26,0.006915928247244407,-32.19575016098042,-4.3029259896720795,2007
2007-04-27,0.0010766580534022907,4.3020004301985715,4.307559767392499,2007
2007-04-30,-0.008600301010535327,32.53090435914041,17.237664296487765,2007
2007-05-02,0.011531766753698935,-6.453000645300078,10.745755426606607,2007
2007-05-03,0.0034438226431336982,-4.2900042900029245,4.293688278231844,2007
2007-05-04,0.0,0.0,-57.77872886796431,2007
2007-05-07,0.00042900042900040347,-6.4322469982847075,-2.141786249731936,2007
2007-05-08,0.0017163698777085123,8.567144998929965,0.0,2007
2007-05-09,0.003637919965760794,-12.793176972279996,-4.290004290004035,2007
2007-05-10,-0.013450042698548326,21.64033758926709,-4.316857327866241,2007
2007-05-11,0.011060507482107962,23.59502359502441,-8.592910848549407,2007
2007-05-14,-0.00791782580783218,-19.413287316651928,4.3205875999130505,2007
2007-05-15,-0.006889128094725527,19.510080208108292,32.355478861086915,2007
2007-05-16,0.007167680278019173,36.66163467759276,6.473888649114468,2007
2007-05-17,-0.001718951439621752,25.82866982350329,-2.155636990730514,2007
2007-05-18,0.005179110919292018,21.46844139115478,4.286326618088143,2007
2007-05-21,0.00428449014567267,29.86348122866911,6.368074718743344,2007
2007-05-22,0.0027647809442790106,-2.120890774124362,10.617965597790047,2007
2007-05-23,-0.0038184132371659185,23.424190800681586,8.460236886631556,2007
2007-05-24,-0.01536819637139808,2.167786689790674,-10.8108108108107,2007
2007-05-25,0.00823937554206422,-8.602150537634357,4.312203536005477,2007
2007-05-29,0.003659061558329846,25.734505683037145,-2.1533161068054696,2007
2007-05-30,0.005347593582887722,40.42553191489384,17.05756929637481,2007
2007-05-31,0.0031786395422759295,21.123785382339832,16.89545934530079,2007
2007-06-01,0.001264755480607116,-14.736842105262937,-27.4145929987335,2007
2007-06-04,0.0033733923676999567,-2.1012817818877316,16.849199663018233,2007
2007-06-05,-0.002732240437158362,-27.39726027397138,-4.230118443315778,2007
2007-06-06,-0.007986548970155383,19.06779661017044,-0.0,2007
2007-06-07,-0.011250265336446685,53.67110347788806,21.44082332761643,2007
2007-06-08,0.009928771854090135,23.50929685830394,23.58490566037652,2007
2007-06-11,0.0010660980810235365,-27.689030883919497,-12.755102040816757,2007
2007-06-12,-0.004485262708244342,12.872774082814953,-17.06120708040104,2007
2007-06-13,0.0064446831364124435,44.823906083244495,17.148981779206984,2007
2007-06-14,0.007649808754781162,-12.65288907633999,8.438818565401629,2007
2007-06-15,0.007601351351351315,8.382229673091768,2.0964360587005793,2007
2007-06-18,0.0016750418760469454,-8.361204013379586,-22.978901190724432,2007
2007-06-19,-0.0010460251046024993,-4.1884816753934295,12.562814070350425,2007
2007-06-20,-0.006698764915218813,40.04214963119202,8.391021606880544,2007
2007-06-21,0.009521794329242494,6.2879899392154215,0.0,2007
2007-06-22,-0.009007121910347693,-2.1137180300145886,14.783526927137913,2007
2007-06-25,-0.006551141166525776,-10.636034886195578,2.1079258010137103,2007
2007-06-26,-0.003612409689757845,-4.265301770098873,-14.865151836908064,2007
2007-06-27,0.01151140481773627,21.074815595363283,12.658227848101333,2007
2007-06-28,0.002103049421661396,-29.38090241343172,14.699706005880664,2007
2007-06-29,-0.005051568090928105,-61.34969325153339,-25.17834662190466,2007
2007-07-02,0.008830950378469149,10.421008753647154,10.431879824743806,2007
2007-07-05,0.01270039558609204,14.391447368420351,-14.459822350753049,2007
2007-07-06,0.003490043112297281,-2.0458265139122744,-16.44398766700972,2007
2007-07-09,0.0018416206261511192,-10.212418300654669,4.091653027822328,2007
2007-07-10,-0.007360457984052382,10.29866117404632,4.101722723542922,2007
2007-07-11,0.005154639175257714,10.256410256410664,-12.322858903264233,2007
2007-07-12,0.014549180327868783,30.296909715208376,-8.110300081103361,2007
2007-07-13,0.005638340716874746,4.0048057669217485,16.07717041800738,2007
2007-07-16,-0.00020016012810242234,18.018018018018942,-8.030515960650852,2007
2007-07-17,0.008022462896108973,-9.948269001193166,17.93185893604443,2007
2007-07-18,-0.007966540529774968,-62.23649869504078,-14.053402931137882,2007
2007-07-19,0.008978451715881963,-29.661854854656777,-25.671406003160424,2007
2007-07-20,-0.0057516858389528025,9.974067424696198,-10.022048506714842,2007
2007-07-23,0.0011980830670927922,-15.955325089748174,-3.984063745020583,2007
2007-07-24,-0.017578905313623716,-8.133387555917526,32.01921152691578,2007
2007-07-25,0.005688744412840396,-14.141414141414232,-18.20020222446983,2007
2007-07-26,-0.018612178838761873,-94.82580911152283,16.450750565495387,2007
2007-07-27,-0.007351439656932857,106.9738736885406,-31.023784901758056,2007
2007-07-30,0.011852776044915636,-22.6058364159476,37.383177570093906,2007
2007-07-31,-0.010710607621009172,120.75785967103903,-12.510425354461674,2007
2007-08-02,0.02002107481559534,-24.793388429751317,35.36509257333176,2007
2007-08-03,-0.014913007456503702,82.00168208578606,24.906600249064994,2007
2007-08-06,0.013991944032223813,31.36107045787151,-35.68429890848046,2007
2007-08-07,0.006044185077115571,-20.716801325875167,35.48319766228269,2007
2007-08-08,0.0070583350633173225,76.27293341579077,20.454080589078494,2007
2007-08-09,-0.02004909983633396,43.84133611690988,26.915113871635032,2007
2007-08-10,-0.007129377227930278,-6.335797254488629,12.722646310431296,2007
2007-08-13,0.006331785563528758,-14.681208053691774,-35.61701236119763,2007
2007-08-14,-0.011552194917034186,63.74840628984413,25.499362515938316,2007
2007-08-15,-0.012617621899058906,58.479532163743244,51.546391752578245,2007
2007-08-16,-0.02200435729847494,-142.57072844731545,2.2261798753353546,2007
2007-08-17,0.017351197012958508,21.588946459412117,19.633507853402676,2007
2007-08-20,0.004739336492890933,-19.296740994855234,-49.590340664078525,2007
2007-08-21,0.008807733619763836,17.035775127767216,25.597269624573205,2007
2007-08-22,0.011479591836734748,10.508617065994041,6.333122229258414,2007
2007-08-23,-0.0031492756665968402,-2.1061499578789444,-21.105951878428453,2007
2007-08-24,0.01221309749420918,29.1241938839204,16.70494884109308,2007
2007-08-27,-0.003941091059946,29.154518950437193,26.98775171268486,2007
2007-08-28,-0.017961570593149512,59.54912803062595,4.231013327692379,2007
2007-08-29,0.024176294394522735,48.04679339878825,-23.21164802700948,2007
2007-08-30,0.003950103950103978,4.1416442327602,-8.232146532209939,2007
2007-08-31,0.013454771268888388,-18.382352941177516,2.0449897750496326,2007
2007-09-04,0.02250869654184573,-46.027616569941365,26.14641995172917,2007
2007-09-05,-0.01266586248492163,4.0724903278344105,52.867019113460586,2007
2007-09-06,0.0018333672845791682,-4.066693777958763,10.168802115109177,2007
2007-09-07,-0.023189585028478343,-43.731778425655236,-12.453300124533051,2007
2007-09-10,0.005598175409496253,-57.73195876288661,-35.313668466971926,2007
2007-09-11,0.01410203235172136,12.269938650306678,8.22368421052655,2007
2007-09-12,-0.00020424836601307117,4.085801838611403,-12.19016659894434,2007
2007-09-13,0.004700592683425153,2.0341741253071532,12.202562538132788,2007
2007-09-14,0.00020337604230213913,6.1000406669387,-16.286644951140072,2007
2007-09-17,-0.007315586262954699,12.282497441147289,-20.554984583762703,2007
2007-09-18,0.02316048370567736,30.048076923077094,126.50479493981015,2007
2007-09-19,0.0031955262632314962,-7.963368504877444,-41.79104477611939,2007
2007-09-20,-0.003187886033074294,9.99400359784186,-3.990422984836428,2007
2007-09-21,0.010004001600640189,-21.79080824088686,-3.9651070578894387,2007
2007-09-24,0.003176493944808456,11.874134177716211,-7.930214115781098,2007
2007-09-25,0.006720695789681708,25.52523070881607,-3.9277297721918014,2007
2007-09-26,0.006854680767724108,-13.616028010113856,0.0,2007
2007-09-27,0.004090377873003481,-5.819592628515391,15.536997475238401,2007
2007-09-28,-0.004852484472049667,-25.355958650281618,-7.7775617343966985,2007
2007-10-02,0.009727626459143934,25.048169556840527,1.9293845263379517,2007
2007-10-03,-0.007111281952719706,-5.807200929153211,-1.9256691700353379,2007
2007-10-04,0.00019346101760508994,11.605415860733714,-1.9368584156498336,2007
2007-10-05,0.019706336939721902,7.578628268283261,-3.7965072133638866,2007
2007-10-08,0.003597122302158251,26.410111299755012,0.0,2007
2007-10-09,0.004891815616180573,-5.61692566934946,0.0,2007
2007-10-10,0.002435369052079306,-1.868809568305041,22.471910112360494,2007
2007-10-11,-0.020560747663551426,-51.526717557253136,-1.855631842642147,2007
2007-10-12,0.010632238465919874,56.35919594213945,11.261261261261701,2007
2007-10-15,-0.014197646179712309,-62.535531552017076,-7.557150954089487,2007
2007-10-16,-0.003201506591337111,9.446438692611858,-30.086498683714602,2007
2007-10-17,0.006429652042359901,62.00676437429608,-43.39622641509333,2007
2007-10-18,0.004108309990663139,1.8597731076797075,-11.254924029262536,2007
2007-10-19,-0.021755299367794745,34.214027751378055,37.721614485100034,2007
2007-10-22,0.00610337592981125,54.97630331753545,1.8989745537423275,2007
2007-10-23,0.019230769230769384,25.89715131335657,3.705075954056891,2007
2007-10-24,-0.00811808118081192,-7.440476190476719,37.73584905660377,2007
2007-10-25,-0.012081784386617112,9.407337723423836,-5.647590361446131,2007
2007-10-26,0.013559322033898313,24.154589371980784,1.8594272963934344,2007
2007-10-29,0.004077849860982363,-5.5381207310323255,16.648168701443034,2007
2007-10-30,0.005356483191725214,-31.23277604262342,-3.6757948906440685,2007
2007-10-31,0.008846295613711863,51.15089514066584,-9.169264624977469,2007
2007-11-01,-0.015448927662668144,31.382684142514663,-16.53499908139011,2007
2007-11-02,0.0050000000000001155,31.32485719550271,-33.027522935780155,2007
2007-11-05,-0.004775900073475392,16.61129568106268,-44.65116279069869,2007
2007-11-06,0.007210205213532772,38.5462555066085,25.84933530280553,2007
2007-11-07,-0.017553483269336256,72.58514796203097,25.878003696857554,2007
2007-11-08,-0.021372328458942658,82.37547892720355,-133.95457192778127,2007
2007-11-09,-0.015259802974695869,190.27069438995682,-45.23996852871637,2007
2007-11-12,-0.01919616076784647,61.162079510702625,40.314452731304854,2007
2007-11-13,0.036717948717948756,49.465769687375705,-36.05047065892264,2007
2007-11-14,-0.0021657806654853395,118.38989739542227,-23.659305993690705,2007
2007-11-15,-0.00658945686900958,-12.060301507537119,2.0004000800166732,2007
2007-11-16,0.0042160208793415865,63.974410235905225,13.977635782747022,2007
2007-11-19,-0.008144616607071997,44.06168636090557,38.038038038038515,2007
2007-11-20,-0.0046268356467512595,-90.9458367016991,-42.025215129077864,2007
2007-11-21,-0.005808131383937543,64.46414182111226,44.141252006422164,2007
2007-11-26,-0.0022303325223033132,54.86689697216107,54.24954792043302,2007
2007-11-27,0.011033919084593391,109.13500404203802,28.299979785728624,2007
2007-11-28,0.03218712514993993,-17.431725740848503,-38.79728419010631,2007
2007-11-29,0.003298409002716385,3.867723844517279,-3.866976024747837,2007
2007-11-30,-0.009472259810554662,-21.46760343481713,-23.34176230305518,2007
2007-12-03,-0.005063291139240422,43.061264435311216,1.956181533645518,2007
2007-12-04,-0.0037350108118733294,3.9463299131814455,19.69667126255681,2007
2007-12-05,0.017568101065929653,15.518913676044743,46.738072054528516,2007
2007-12-06,0.010846407127638846,26.825062272466393,-1.9282684149635188,2007
2007-12-07,0.002102044716223883,-13.34858886346324,-22.988505747125743,2007
2007-12-10,0.0024823372159634705,9.523809523808158,5.705591479649996,2007
2007-12-11,-0.01864890580399614,50.41690905565166,28.890600924499353,2007
2007-12-12,-0.0007795751315532451,-105.32475131656005,44.46162768219742,2007
2007-12-13,-0.007334491410924571,-15.555123468791177,-9.778994719342737,2007
2007-12-14,-0.010483401281304539,-5.885815185402432,-1.9489378288839454,2007
2007-12-17,-0.023333333333333317,12.045773940976279,53.62462760675313,2007
2007-12-18,0.005628140703517692,-17.98920647611446,10.119409026512205,2007
2007-12-19,0.0018021625951141207,-21.98680791525076,-29.904306220095435,2007
2007-12-20,0.01742788461538458,25.595589683009567,15.751132112620247,2007
2007-12-21,0.01806755695208162,7.7160493827155285,1.9357336430525507,2007
2007-12-24,0.007131842713955283,-3.827751196172624,-1.9138755980852018,2007
2007-12-26,0.004786521156423529,3.8109756097570724,24.799694772985603,2007
2007-12-27,-0.010476190476190417,21.174205967275928,19.175455417066445,2007
2007-12-28,-0.0025077160493827133,-15.470895378069116,-25.184037194885267,2007
2007-12-31,-0.0036686619038424073,71.70542635658973,-17.523364485982906,2007
2008-01-02,-0.01951981260979896,-35.8351582719485,41.43646408839796,2008
2008-01-03,-0.003967466772465733,-45.80760804620443,-5.930025696778696,2008
2008-01-04,-0.03647898493259316,63.786008230453106,91.94932570494419,2008
2008-01-07,-0.011596603851729226,-92.18520846427936,-72.2543352601146,2008
2008-01-08,-0.013909072036537351,109.47368421052705,-49.84423676012595,2008
2008-01-09,0.009791400595998256,105.39629005059004,-2.122691572914448,2008
2008-01-10,0.0073007926574886195,-57.98301925864613,-84.21052631578885,2008
2008-01-11,-0.021037283899187575,-10.638297872340718,-6.380263717564727,2008
2008-01-14,0.01742826780021245,10.44495508669474,-22.9741019214702,2008
2008-01-15,-0.024624373956594336,34.231921266582034,-8.567144998929965,2008
2008-01-16,0.00107342206955785,-130.8170705554368,-10.752688172042113,2008
2008-01-17,-0.013037809647979182,11.008366358433719,-39.413181519596385,2008
2008-01-18,-0.0033061494379545975,-30.95975232198178,-48.256196534328666,2008
2008-01-22,-0.023368606701940076,20.31602708803537,-24.909420289855877,2008
2008-01-23,-0.007916760913820431,-29.639762881896736,-90.2184235517578,2008
2008-01-24,0.01409411229824964,69.491145483076,60.67415730337089,2008
2008-01-25,-0.013134461264470265,76.69749605233366,74.15730337078652,2008
2008-01-28,-0.0006819731757218284,-90.99181073703333,-15.837104072398134,2008
2008-01-29,0.0029305680793507705,-11.238480557429487,-15.83352182764175,2008
2008-01-30,0.012376237623762387,-126.69482107134922,-6.767426122264997,2008
2008-01-31,0.020261143628995892,-41.924095322153356,-11.19319453772194,2008
2008-02-01,0.011300686904498036,-8.764241893075564,52.991830426143416,2008
2008-02-04,-0.009868421052631637,39.86710963455153,15.50731058927779,2008
2008-02-05,-0.027129197242606207,18.285714285714015,13.559322033899202,2008
2008-02-06,-0.010762537210899925,81.0185185185186,-84.494176752683,2008
2008-02-07,0.003500583430571691,25.581395348837077,76.23007623007494,2008
2008-02-08,0.006263048016701633,50.71461502996755,23.164234422052843,2008
2008-02-11,0.013302752293578024,-27.161611588953917,6.80735194009463,2008
2008-02-12,-0.006581933726736211,-9.138679460818366,-45.04504504504459,2008
2008-02-13,0.022825838849577673,-2.23164472216153,4.506534474988388,2008
2008-02-14,-0.014955357142857006,33.99048266485516,15.883821193555248,2008
2008-02-15,-0.007503410641200525,-38.946162657502725,-6.89179875947632,2008
2008-02-19,-0.010725696029210363,-23.068050749712743,-45.47521600727467,2008
2008-02-20,0.009666283084004412,22.794620469570592,-20.580836954035007,2008
2008-02-21,-0.01068910620877872,2.298850574712352,40.99294010475929,2008
2008-02-22,-0.011496895838123744,-155.85019772039965,-32.64925373134275,2008
2008-02-25,0.005038937242327179,4.557885141294182,-45.9770114942537,2008
2008-02-26,0.002733485193622043,15.90186278964012,-9.043635541488015,2008
2008-02-27,0.006350646405080429,-22.537750732475324,31.710079275197867,2008
2008-02-28,-0.0009035464196974763,22.609088853717818,-0.0,2008
2008-02-29,-0.023113528212100665,30.155416376711486,16.237531895152422,2008
2008-03-03,-0.011865984178687672,-49.44666823640142,25.670945157526546,2008
2008-03-04,0.0007029053420806175,46.82744088035484,-2.3629489603016474,2008
2008-03-05,0.002563505010487299,25.56950255695023,32.603632976246914,2008
2008-03-06,-0.012984001854857485,98.66102889358741,39.971784622619964,2008
2008-03-07,-0.0026097271648872766,-7.136060894386009,-33.41288782816143,2008
2008-03-10,-0.015688138816258745,45.882637044191156,14.492753623187582,2008
2008-03-11,0.031538088306647394,75.25870178739513,14.388489208632116,2008
2008-03-12,0.0030345471521942002,-65.16174074935988,4.637143519590214,2008
2008-03-13,0.012883579292574554,-41.62812210915856,39.49814126394058,2008
2008-03-14,-0.014166279609846733,49.469964664311526,-26.146898027097354,2008
2008-03-17,-0.011363636363636465,64.65517241379226,26.570048309179086,2008
2008-03-18,0.03591226801638947,79.10656119125336,9.425070688029447,2008
2008-03-19,-0.014773776546629702,100.74976569821925,18.574413745066074,2008
2008-03-20,0.015857988165680403,39.608574091332116,40.170132325141324,2008
2008-03-24,0.032954281735901425,17.973489103573215,-2.239641657334479,2008
2008-03-25,0.009643417806683097,-42.20346512661122,-17.797552836485984,2008
2008-03-26,-0.00446129823778707,-6.721935917541888,-18.005851901867764,2008
2008-03-27,-0.01410658307210022,70.40654099477628,51.860202931229836,2008
2008-03-28,-0.003888380603842667,11.481056257175437,-11.373976342130554,2008
2008-03-31,0.005287356321838965,11.433798307798337,-27.297543221109777,2008
2008-04-01,0.03860210141617171,26.391027050802762,6.629834254143763,2008
2008-04-02,-0.00416758060978295,-19.823788546255994,-32.844317932997356,2008
2008-04-03,0.004616399208617228,-24.07002188183793,-8.746993221080412,2008
2008-04-04,0.005703005044966014,4.362050163575493,19.484736956052462,2008
2008-04-07,-0.0006540222367559245,17.452006980803738,-38.83495145631022,2008
2008-04-08,-0.008085664335664267,-0.0,-0.0,2008
2008-04-09,-0.012117206433134964,-11.15075825156131,-4.463289444318619,2008
2008-04-10,0.01737580752951673,-26.275454346399442,-15.323992994745739,2008
2008-04-11,-0.026783754116355585,11.279043537107958,13.525698827773214,2008
2008-04-14,-0.00564588979223124,-0.0,-6.8042640054422066,2008
2008-04-15,0.002498296615943696,0.0,-34.27004797806666,2008
2008-04-16,0.02922519256909828,-15.408320493066618,-8.841732979664174,2008
2008-04-17,-0.0011022927689593454,6.621054954756289,-26.613439787090964,2008
2008-04-18,0.030035335689045928,12.864493996569415,-21.358393848782686,2008
2008-04-21,0.006852248394004334,4.253509145044632,40.58961760307511,2008
2008-04-22,-0.017219387755102122,-21.630975556998777,-15.20417028670673,2008
2008-04-23,0.010792143319663383,4.270766602605391,2.144082332760089,2008
2008-04-24,0.015581643543223,-58.84825556956685,-8.43170320404707,2008
2008-04-25,-0.0019027484143762097,2.1181952976057072,-51.50214592274827,2008
2008-04-28,0.0040254237288135375,-27.43194766828494,-14.721345951630438,2008
2008-04-29,0.007194244604316724,0.0,-8.385744234802317,2008
2008-04-30,-0.010924369747899232,-25.48853016142827,18.840276324052496,2008
2008-05-01,0.0273305084745763,41.24561765312285,33.133153862083816,2008
2008-05-02,-0.0020538098172108166,-30.870549495780608,-10.324179227749752,2008
2008-05-05,-0.0036930652441526934,-12.355848434923988,6.17538081515101,2008
2008-05-06,0.007404360345536709,-6.124948958757814,-2.0462451401670467,2008
2008-05-07,-0.020429009193054126,-25.026068821689673,37.19776813391196,2008
2008-05-08,0.004160599126274311,29.003521856223458,-76.00657354149499,2008
2008-05-09,-0.0028919644701506098,16.573441060701022,-10.403662089055743,2008
2008-05-12,0.0182610500103757,6.113715100877215,-6.1437640794592685,2008
2008-05-13,0.002647657841140516,0.0,20.395676116663488,2008
2008-05-14,0.0030469226081659695,-56.70311867152722,2.005213555245078,2008
2008-05-15,0.014867617107942932,30.10234798314304,24.154589371980784,2008
2008-05-16,0.0004001600640257674,0.0,28.12939521800284,2008
2008-05-19,-0.0048000000000000265,26.12540192926005,1.9868865487793208,2008
2008-05-20,-0.00886560548055626,-14.230534661516803,-14.268242967794276,2008
2008-05-21,-0.018473406414941107,31.023784901758056,24.449877750610803,2008
2008-05-22,-0.0008298755186723072,-39.45182724252483,26.94859038142594,2008
2008-05-23,-0.0026887280248191203,4.147656574035041,31.20449344705567,2008
2008-05-27,0.01742738589211612,8.156606851550396,4.125412541253759,2008
2008-05-28,0.0006112469437653534,24.434941967013124,-20.44571662236816,2008
2008-05-29,0.00934389599837493,-2.0124773596297274,16.106301590497196,2008
2008-05-30,0.008051529790660261,-19.968051118210983,7.990411506193507,2008
2008-06-02,-0.015206082432973167,-36.5704997968308,-14.256619144603633,2008
2008-06-03,-0.004048582995951344,10.16260162601701,-8.190008190007703,2008
2008-06-04,0.009359104781281768,28.220116911912285,-22.0396714085358,2008
2008-06-05,0.01487437185929652,9.902951079421296,17.87487586891734,2008
2008-06-06,-0.02611792639493471,38.602194229987454,-10.086746015733894,2008
2008-06-09,-0.014276973281664329,-91.04076143182427,-12.353304508956331,2008
2008-06-10,-0.002665573098216134,20.559210526316374,-8.244023083263663,2008
2008-06-11,-0.019983518747424767,42.043304603742726,-0.0,2008
2008-06-12,-0.005066497783407065,-61.531932951410795,-21.06149957876835,2008
2008-06-13,0.012231126107127732,79.16666666666794,-41.450777202073354,2008
2008-06-16,0.009508061182306848,-8.190008190009923,49.32182490752224,2008
2008-06-17,-0.004713114754098302,4.11776816965248,-16.396802623488416,2008
2008-06-18,-0.006591143151390311,45.614762595894696,33.22949117341545,2008
2008-06-19,0.01666319516767345,-4.097520999796211,30.978934324659146,2008
2008-06-20,-0.028079524492723884,-0.0,31.4927566659684,2008
2008-06-23,-0.00400674820750746,35.99407156468226,-33.9558573853993,2008
2008-06-24,-0.004674883127921747,6.404782237404705,38.25717321997879,2008
2008-06-25,0.018585772270882206,-25.1677852348986,2.1039343572470948,2008
2008-06-26,-0.03469301934398661,54.4543672402531,17.44820065430752,2008
2008-06-27,-0.0026281208935610145,-21.95871761089263,-46.37809187279185,2008
2008-06-30,-0.0032865907099035585,74.74170147285241,-24.07528999781139,2008
2008-07-02,-0.0031007751937984773,73.31704065763111,-6.634232640424509,2008
2008-07-07,0.011638316920322467,-64.15929203539949,20.220175241517644,2008
2008-07-08,0.02026274771765757,37.10170231340015,4.403346543371267,2008
2008-07-09,-0.017829963035442487,92.98206774407846,30.72196620583778,2008
2008-07-10,0.005586592178770999,60.00000000000006,-11.044842058759441,2008
2008-07-11,-0.011928429423459397,35.770176615246285,-20.35738520696606,2008
2008-07-14,-0.003814224814897904,38.288288288288456,38.210833895258034,2008
2008-07-15,0.00587836310196721,-60.68779501011478,-67.9501698754259,2008
2008-07-16,0.025101763907733998,2.2060445621008284,-6.672597864768592,2008
2008-07-17,0.005293339214821335,2.1939447125940426,-81.64165931156208,2008
2008-07-18,-0.016450976091248126,4.46030330062519,24.526198439241973,2008
2009-03-12,-0.3636769299419902,-52.59467040673371,-10.64584811923286,2009
2009-03-13,0.002790373212417041,3.478260869564931,-24.47552447552459,2009
2009-03-16,-0.013908205841446475,42.31311706629049,-73.247296825949,2009
2009-03-17,0.028682719546742286,92.94320137693602,6.942034015966492,2009
