date,sym,k,U,A,B,AB,addR,baseR,month
2019-10-23,SEDG,3,True,False,True,False,,-1.494075525131534,2019-10
2019-10-24,SEDG,3,True,False,False,False,,-3.7000633512639927,2019-10
2019-10-24,THO,3,True,False,True,False,-2.0496774396019917,-0.2396814981983073,2019-10
2019-10-24,THO,5,True,False,True,False,,-0.2396814981983073,2019-10
2019-10-24,THO,10,True,False,True,False,-1.2586180026145957,-0.2396814981983073,2019-10
2019-11-12,DXCM,3,True,False,False,False,,1.4579293777287619,2019-11
2019-11-12,DXCM,5,True,True,False,False,-0.47508479563363754,1.4579293777287619,2019-11
2019-11-12,DXCM,10,True,True,False,False,-0.6652658359863857,1.4579293777287619,2019-11
2019-11-15,ROKU,3,True,False,True,False,,-2.850224097696935,2019-11
2019-11-15,ROKU,5,True,False,True,False,,-2.850224097696935,2019-11
2019-11-18,ROKU,3,True,False,False,False,,-3.688733506080252,2019-11
2019-11-18,ROKU,5,True,False,False,False,,-3.688733506080252,2019-11
2019-11-19,OKTA,3,True,False,True,False,,-1.2660771159077333,2019-11
2019-11-19,OKTA,5,True,True,True,True,-2.00380527615133,-1.2660771159077333,2019-11
2019-11-22,AVTR,3,True,False,True,False,,1.3004727571248558,2019-11
2019-11-22,AVTR,5,True,False,True,False,,1.3004727571248558,2019-11
2019-11-22,AVTR,10,True,True,True,True,0.0019464045522023584,1.3004727571248558,2019-11
2019-11-26,ALNY,3,True,False,True,False,,-0.7065938890337329,2019-11
2019-11-26,ALNY,5,True,False,True,False,-1.1336920787707248,-0.7065938890337329,2019-11
2019-11-26,ALNY,10,True,False,True,False,,-0.7065938890337329,2019-11
2019-12-13,SHOP,3,True,False,True,False,8.230076418012603,6.94124852029206,2019-12
2019-12-13,SHOP,5,True,False,True,False,,6.94124852029206,2019-12
2019-12-13,SHOP,10,True,False,True,False,8.726239399124639,6.94124852029206,2019-12
2019-12-16,SHOP,3,True,False,False,False,,9.114557584718241,2019-12
2019-12-16,SHOP,5,True,False,False,False,,9.114557584718241,2019-12
2019-12-16,SHOP,10,True,False,False,False,,9.114557584718241,2019-12
2020-01-02,SEDG,3,True,False,True,False,,-1.1183854323727709,2020-01
2020-01-02,SEDG,5,True,False,True,False,,-1.1183854323727709,2020-01
2020-01-02,SEDG,10,True,False,True,False,,-1.1183854323727709,2020-01
2020-01-07,TTD,3,True,False,False,False,,-1.223166307379761,2020-01
2020-01-07,TTD,5,True,False,False,False,,-1.223166307379761,2020-01
2020-01-07,TTD,10,True,False,False,False,,-1.223166307379761,2020-01
2020-01-30,MDB,3,True,False,True,False,-1.9295900058190236,-0.25850102261754826,2020-01
2020-01-30,MDB,5,True,False,True,False,,-0.25850102261754826,2020-01
2020-01-30,MDB,10,True,False,True,False,,-0.25850102261754826,2020-01
2020-02-04,TDOC,3,True,False,True,False,,3.0930338178233163,2020-02
2020-02-04,TDOC,5,True,False,True,False,2.5168874442914455,3.0930338178233163,2020-02
2020-02-04,TDOC,10,True,True,True,True,0.12947331617155386,3.0930338178233163,2020-02
2020-02-06,ENPH,3,True,False,True,False,2.8964408617007575,2.4869959753942172,2020-02
2020-02-06,ENPH,5,True,True,True,True,0.677166236705137,2.4869959753942172,2020-02
2020-02-06,ENPH,10,True,True,True,True,-0.7614122465783363,2.4869959753942172,2020-02
2020-02-10,ALNY,3,True,False,True,False,,-1.2914093706438303,2020-02
2020-02-10,ALNY,5,True,False,True,False,,-1.2914093706438303,2020-02
2020-02-10,TNDM,3,True,False,False,False,-1.4334656634715026,-0.31940094366908295,2020-02
2020-02-10,TNDM,5,True,True,False,False,-1.1545192988950195,-0.31940094366908295,2020-02
2020-02-11,DT,3,True,False,True,False,,-1.2722337607368792,2020-02
2020-02-11,DT,5,True,False,True,False,,-1.2722337607368792,2020-02
2020-02-12,TNDM,3,True,True,True,True,-1.376176845186156,-1.5482949420204517,2020-02
2020-02-12,TNDM,5,True,True,True,True,-1.3592734344292545,-1.5482949420204517,2020-02
2020-02-13,TNDM,3,True,True,True,True,-1.7356098376744042,-1.7087681911999124,2020-02
2020-02-13,TNDM,5,True,True,True,True,-2.0367391009270164,-1.7087681911999124,2020-02
2020-02-14,TNDM,3,True,True,True,True,-3.090518845172218,-4.749495207750451,2020-02
2020-02-14,TNDM,5,True,False,True,False,,-4.749495207750451,2020-02
2020-02-18,TNDM,3,True,False,True,False,,-2.768657605708665,2020-02
2020-02-18,ZM,3,True,True,True,True,3.735222143134191,6.373647752195608,2020-02
2020-02-18,ZM,5,True,True,True,True,1.3784368669530978,6.373647752195608,2020-02
2020-02-18,ZM,10,True,True,True,True,0.2058965230883275,6.373647752195608,2020-02
2020-02-19,ZM,3,True,False,True,False,,4.2792030367908405,2020-02
2020-02-19,ZM,5,True,False,True,False,5.0629198317910795,4.2792030367908405,2020-02
2020-02-19,ZM,10,True,True,True,True,0.38932643220066354,4.2792030367908405,2020-02
2020-03-04,ETSY,3,True,False,False,False,,-2.6651503069134534,2020-03
2020-03-04,REGN,3,True,False,True,False,,-1.110403056232253,2020-03
2020-04-16,AKAM,3,True,False,True,False,,-1.459647445324958,2020-04
2020-04-16,AKAM,5,True,False,True,False,,-1.459647445324958,2020-04
2020-04-16,TTWO,3,True,False,False,False,,-1.6084156398773182,2020-04
2020-04-16,TTWO,5,True,False,False,False,,-1.6084156398773182,2020-04
2020-04-17,INCY,3,True,False,True,False,,-1.0776002243123595,2020-04
2020-04-17,INCY,5,True,False,True,False,-1.6984409445970539,-1.0776002243123595,2020-04
2020-04-20,INCY,3,True,False,False,False,,-1.788434719557363,2020-04
2020-04-20,INCY,5,True,False,False,False,,-1.788434719557363,2020-04
2020-04-23,SAM,3,True,False,True,False,2.274338815051822,1.980514595858004,2020-04
2020-04-23,SAM,5,True,False,True,False,1.5136852468287416,1.980514595858004,2020-04
2020-04-23,SAM,10,True,True,True,True,0.8730357130314687,1.980514595858004,2020-04
2020-04-23,WPM,3,True,False,True,False,-2.2144587706390393,2.5152177676920715,2020-04
2020-04-23,WPM,5,True,False,True,False,,2.5152177676920715,2020-04
2020-04-23,WPM,10,True,True,True,True,-0.2978663423564655,2.5152177676920715,2020-04
2020-04-24,SAM,3,True,True,True,True,1.733885910375766,7.216885645105399,2020-04
2020-04-24,SAM,5,True,True,True,True,2.431129593910878,7.216885645105399,2020-04
2020-04-24,SAM,10,True,True,True,True,0.7462219900708605,7.216885645105399,2020-04
2020-04-24,WST,3,True,False,False,False,,-1.0695440262887224,2020-04
2020-04-24,WST,5,True,False,False,False,,-1.0695440262887224,2020-04
2020-04-27,SAM,3,True,False,True,False,5.104062786406227,2.815881145217341,2020-04
2020-04-27,SAM,5,True,False,True,False,3.580354787289708,2.815881145217341,2020-04
2020-04-27,SAM,10,True,True,True,True,1.39001024110539,2.815881145217341,2020-04
2020-05-04,TEAM,3,True,True,True,True,-0.4718279614433621,0.7504158542962625,2020-05
2020-05-04,TEAM,5,True,True,True,True,-0.34701927115783227,0.7504158542962625,2020-05
2020-05-04,TEAM,10,True,True,True,True,-0.5379468323778207,0.7504158542962625,2020-05
2020-05-04,TECH,3,True,True,True,True,-0.4056978916236471,1.4282690236162021,2020-05
2020-05-04,TECH,5,True,True,True,True,-0.6311366057664661,1.4282690236162021,2020-05
2020-05-04,TECH,10,True,True,True,True,-0.476220430420458,1.4282690236162021,2020-05
2020-05-04,WPM,3,True,True,True,True,-0.6510895296588545,0.9400768425581614,2020-05
2020-05-04,WPM,5,True,True,True,True,-0.3197492992266753,0.9400768425581614,2020-05
2020-05-04,WPM,10,True,True,True,True,-0.7910398346111656,0.9400768425581614,2020-05
2020-05-05,SAM,3,True,False,True,False,,1.7886472354627925,2020-05
2020-05-05,SAM,5,True,False,True,False,,1.7886472354627925,2020-05
2020-05-05,SAM,10,True,True,True,True,-0.141376497204735,1.7886472354627925,2020-05
2020-05-05,SFM,3,True,True,True,True,-0.3064197999112941,3.166744015687957,2020-05
2020-05-05,SFM,5,True,True,True,True,-0.3900438483404906,3.166744015687957,2020-05
2020-05-05,SFM,10,True,True,True,True,-0.3338174676174125,3.166744015687957,2020-05
2020-05-05,TEAM,3,True,True,True,True,-0.6451045307749642,0.431039556682936,2020-05
2020-05-05,TEAM,5,True,True,True,True,-0.6345864581773568,0.431039556682936,2020-05
2020-05-05,TEAM,10,True,True,True,True,-0.7997166768174591,0.431039556682936,2020-05
2020-05-05,TECH,3,True,True,True,True,-0.7361514389337515,0.7025376066308446,2020-05
2020-05-05,TECH,5,True,True,True,True,-0.7597054950632833,0.7025376066308446,2020-05
2020-05-05,TECH,10,True,True,True,True,-0.5428229595751047,0.7025376066308446,2020-05
2020-05-06,ETSY,3,True,False,True,False,-1.068248772378605,-0.29989494032100233,2020-05
2020-05-06,ETSY,5,True,False,True,False,-1.042254483702852,-0.29989494032100233,2020-05
2020-05-06,ETSY,10,True,False,False,False,,-0.29989494032100233,2020-05
2020-05-06,PPLI,3,True,False,True,False,,-1.1762520526351945,2020-05
2020-05-06,PZZA,3,True,True,True,True,-1.4013926853922993,-0.6628625467125974,2020-05
2020-05-06,PZZA,5,True,True,True,True,-1.5897085139522291,-0.6628625467125974,2020-05
2020-05-06,PZZA,10,True,False,True,False,-1.8798742138991176,-0.6628625467125974,2020-05
2020-05-06,SFM,3,True,True,True,True,-0.8499677125169872,0.2554195301521216,2020-05
2020-05-06,SFM,5,True,True,True,True,-0.7689796214974786,0.2554195301521216,2020-05
2020-05-06,SFM,10,True,False,True,False,-0.721697143947055,0.2554195301521216,2020-05
2020-05-06,TECH,3,True,True,True,True,-1.0839572863004323,-0.6064579446569078,2020-05
2020-05-06,TECH,5,True,False,True,False,,-0.6064579446569078,2020-05
2020-05-06,TECH,10,True,False,True,False,-1.1097896129211897,-0.6064579446569078,2020-05
2020-05-07,BIO,3,True,False,True,False,,0.28454947903713784,2020-05
2020-05-07,BIO,5,True,False,True,False,,0.28454947903713784,2020-05
2020-05-07,BIO,10,True,False,True,False,,0.28454947903713784,2020-05
2020-05-07,DDOG,3,True,True,True,True,0.9206360025777445,15.736949800256156,2020-05
2020-05-07,DDOG,5,True,True,True,True,1.373175462342234,15.736949800256156,2020-05
2020-05-07,DDOG,10,True,True,True,True,0.8230636230597341,15.736949800256156,2020-05
2020-05-07,DT,3,True,False,True,False,,3.3810938379742517,2020-05
2020-05-07,DT,5,True,True,True,True,2.167366941026878,3.3810938379742517,2020-05
2020-05-07,DT,10,True,True,True,True,-0.1552273156176073,3.3810938379742517,2020-05
2020-05-07,IPGP,3,True,False,True,False,-1.5637663265155315,1.922170633598751,2020-05
2020-05-07,IPGP,5,True,False,False,False,,1.922170633598751,2020-05
2020-05-07,IPGP,10,True,True,False,False,-0.03374260210056003,1.922170633598751,2020-05
2020-05-07,PZZA,3,True,False,True,False,,-1.7035319637831867,2020-05
2020-05-07,PZZA,5,True,False,True,False,,-1.7035319637831867,2020-05
2020-05-07,PZZA,10,True,False,True,False,,-1.7035319637831867,2020-05
2020-05-07,RGLD,3,True,False,False,False,,-0.7076914975821031,2020-05
2020-05-07,RGLD,5,True,False,False,False,,-0.7076914975821031,2020-05
2020-05-07,RGLD,10,True,False,False,False,,-0.7076914975821031,2020-05
2020-05-07,RNG,3,True,True,True,True,-1.464135033685232,-0.6468518331433744,2020-05
2020-05-07,RNG,5,True,False,True,False,-1.7477938012003265,-0.6468518331433744,2020-05
2020-05-07,RNG,10,True,False,True,False,,-0.6468518331433744,2020-05
2020-05-07,WIX,3,True,True,True,True,6.484274422078525,20.0,2020-05
2020-05-07,WIX,5,True,True,True,True,1.9564492342541155,20.0,2020-05
2020-05-07,WIX,10,True,True,True,True,1.06172658187596,20.0,2020-05
2020-05-08,DDOG,3,True,True,True,True,0.9086353955471662,16.214347083705196,2020-05
2020-05-08,DDOG,5,True,True,True,True,1.258787090751451,16.214347083705196,2020-05
2020-05-08,DDOG,10,True,True,True,True,0.6353895763359186,16.214347083705196,2020-05
2020-05-08,TWLO,3,True,False,True,False,4.496135306843958,2.914194931529073,2020-05
2020-05-08,TWLO,5,True,False,True,False,3.45794416371258,2.914194931529073,2020-05
2020-05-08,TWLO,10,True,True,True,True,0.468182274272189,2.914194931529073,2020-05
2020-05-08,WIX,3,True,False,True,False,16.168507083740238,13.91961335723066,2020-05
2020-05-08,WIX,5,True,True,True,True,1.5647949934540062,13.91961335723066,2020-05
2020-05-08,WIX,10,True,True,True,True,0.9413435633380465,13.91961335723066,2020-05
2020-05-11,DDOG,3,True,True,True,True,2.252007118623787,9.99962087651616,2020-05
2020-05-11,DDOG,5,True,True,True,True,1.6359178121874323,9.99962087651616,2020-05
2020-05-11,DDOG,10,True,True,True,True,1.0177121007618184,9.99962087651616,2020-05
2020-05-11,DT,3,True,False,False,False,,1.052778557812181,2020-05
2020-05-11,DT,5,True,False,False,False,0.3703845065590901,1.052778557812181,2020-05
2020-05-11,DT,10,True,True,False,False,-0.4963917347190029,1.052778557812181,2020-05
2020-05-11,TWLO,3,True,False,True,False,-1.649071661086309,4.6735225252592105,2020-05
2020-05-11,TWLO,5,True,False,True,False,,4.6735225252592105,2020-05
2020-05-11,TWLO,10,True,True,True,True,2.632343070494409,4.6735225252592105,2020-05
2020-05-11,WIX,3,True,True,True,True,3.268160472919819,11.300644057322009,2020-05
2020-05-11,WIX,5,True,True,True,True,2.6308417824870807,11.300644057322009,2020-05
2020-05-11,WIX,10,True,True,True,True,1.3082495173664712,11.300644057322009,2020-05
2020-05-12,MDB,3,True,False,True,False,,0.6173555780226215,2020-05
2020-05-12,MDB,5,True,False,True,False,-0.33782618826214145,0.6173555780226215,2020-05
2020-05-12,MDB,10,True,True,True,True,-0.7472175286253739,0.6173555780226215,2020-05
2020-05-12,TWLO,3,True,False,False,False,,3.6690130753441164,2020-05
2020-05-12,TWLO,5,True,False,False,False,,3.6690130753441164,2020-05
2020-05-12,TWLO,10,True,False,False,False,,3.6690130753441164,2020-05
2020-05-14,SAM,3,True,False,True,False,-0.31243398293887037,0.3892162322361846,2020-05
2020-05-14,SAM,5,True,False,True,False,,0.3892162322361846,2020-05
2020-05-14,SAM,10,True,True,True,True,-0.8272657226130647,0.3892162322361846,2020-05
2020-05-15,RGEN,3,True,False,True,False,,-1.5335299066937236,2020-05
2020-05-15,RGEN,5,True,False,True,False,,-1.5335299066937236,2020-05
2020-05-15,TEAM,3,True,False,False,False,,-1.8454977546024427,2020-05
2020-05-15,TEAM,5,True,False,False,False,,-1.8454977546024427,2020-05
2020-05-15,WIX,3,True,False,True,False,,4.881085724559022,2020-05
2020-05-15,WIX,5,True,True,True,True,3.873315247191103,4.881085724559022,2020-05
2020-05-15,WIX,10,True,True,True,True,2.4104103238138874,4.881085724559022,2020-05
2020-05-18,GNRC,3,True,False,True,False,-1.0834528450350955,-1.2283975591708844,2020-05
2020-05-18,GNRC,5,True,True,True,True,-1.0386406917861803,-1.2283975591708844,2020-05
2020-05-18,GNRC,10,True,False,True,False,,-1.2283975591708844,2020-05
2020-05-18,NBIX,3,True,False,True,False,,-1.5399876615316195,2020-05
2020-05-18,NBIX,5,True,False,True,False,,-1.5399876615316195,2020-05
2020-05-18,NBIX,10,True,False,True,False,,-1.5399876615316195,2020-05
2020-05-18,SRPT,3,True,False,True,False,,4.338792841123965,2020-05
2020-05-18,SRPT,5,True,True,True,True,-1.2622994621695136,4.338792841123965,2020-05
2020-05-18,SRPT,10,True,True,True,True,-1.4510677754250292,4.338792841123965,2020-05
2020-05-19,DT,3,True,False,True,False,,-0.7594180560520233,2020-05
2020-05-19,DT,5,True,False,True,False,,-0.7594180560520233,2020-05
2020-05-19,DT,10,True,False,True,False,,-0.7594180560520233,2020-05
2020-05-19,PAAS,3,True,False,True,False,,-0.6025560986775227,2020-05
2020-05-19,PAAS,5,True,False,True,False,,-0.6025560986775227,2020-05
2020-05-19,PAAS,10,True,False,True,False,-1.2877467113584598,-0.6025560986775227,2020-05
2020-05-21,WIX,3,True,False,True,False,,10.491897115165521,2020-05
2020-05-21,WIX,5,True,True,True,True,2.8927246797080794,10.491897115165521,2020-05
2020-05-21,WIX,10,True,True,True,True,8.324022145274135,10.491897115165521,2020-05
2020-05-26,OLLI,3,True,True,True,True,1.5044656382189074,2.658953007354234,2020-05
2020-05-26,OLLI,5,True,True,True,True,1.3673309809348542,2.658953007354234,2020-05
2020-05-26,OLLI,10,True,True,True,True,0.40379609794683874,2.658953007354234,2020-05
2020-05-27,AVTR,3,True,False,False,False,,-0.807870475728558,2020-05
2020-05-27,AVTR,5,True,False,False,False,-1.3908231630682444,-0.807870475728558,2020-05
2020-05-29,AVTR,3,True,False,False,False,,-1.152915904621697,2020-05
2020-05-29,MDB,3,True,False,True,False,,-2.0677332100504042,2020-05
2020-05-29,SNAP,3,True,False,True,False,4.365241202645186,4.176280602571067,2020-05
2020-05-29,SNAP,5,True,True,True,True,2.0490914313354223,4.176280602571067,2020-05
2020-05-29,SNAP,10,True,True,True,True,2.4179927505356758,4.176280602571067,2020-05
2020-05-29,VEEV,3,True,False,True,False,,-1.3052218377032947,2020-05
2020-05-29,WIX,3,True,False,True,False,-1.5107074734639017,3.741258282343549,2020-05
2020-05-29,WIX,5,True,False,False,False,,3.741258282343549,2020-05
2020-05-29,WIX,10,True,False,False,False,,3.741258282343549,2020-05
2020-06-01,DBX,3,True,False,True,False,,-1.2973440900392696,2020-06
2020-06-01,ESTC,3,True,False,False,False,,-1.9080589427526613,2020-06
2020-06-01,HUBS,3,True,False,True,False,,0.35233442489641786,2020-06
2020-06-01,HUBS,5,True,False,True,False,,0.35233442489641786,2020-06
2020-06-01,HUBS,10,True,False,True,False,,0.35233442489641786,2020-06
2020-06-01,SNAP,3,True,False,True,False,,4.37183958966723,2020-06
2020-06-01,SNAP,5,True,True,True,True,2.29825024318687,4.37183958966723,2020-06
2020-06-01,SNAP,10,True,True,True,True,2.0233535157181346,4.37183958966723,2020-06
2020-06-02,DECK,3,True,False,True,False,,-1.0318790889636147,2020-06
2020-06-02,QRVO,3,True,True,True,True,-1.4009235009635421,-0.25417638358114947,2020-06
2020-06-02,QRVO,5,True,True,True,True,-1.4105062463238676,-0.25417638358114947,2020-06
2020-06-02,QRVO,10,True,False,True,False,-1.4381217216640458,-0.25417638358114947,2020-06
2020-06-02,XYZ,3,True,False,True,False,-2.0352400748708295,11.675997050059394,2020-06
2020-06-02,XYZ,5,True,False,True,False,,11.675997050059394,2020-06
2020-06-02,XYZ,10,True,True,True,True,8.73527986473102,11.675997050059394,2020-06
2020-06-02,ZM,3,True,False,True,False,,3.7390057617557284,2020-06
2020-06-02,ZM,5,True,False,False,False,,3.7390057617557284,2020-06
2020-06-02,ZM,10,True,True,False,False,0.16631225181784626,3.7390057617557284,2020-06
2020-06-03,LULU,3,True,False,True,False,,-1.417788163296334,2020-06
2020-06-03,LULU,5,True,False,True,False,,-1.417788163296334,2020-06
2020-06-03,QRVO,3,True,True,True,True,-2.2499942787884404,-2.49353108727157,2020-06
2020-06-03,QRVO,5,True,False,True,False,,-2.49353108727157,2020-06
2020-06-03,RH,3,True,False,False,False,,-2.094048390481772,2020-06
2020-06-03,RH,5,True,False,False,False,,-2.094048390481772,2020-06
2020-06-03,RNR,3,True,False,True,False,,-0.8071405155972147,2020-06
2020-06-03,RNR,5,True,False,True,False,,-0.8071405155972147,2020-06
2020-06-03,RNR,10,True,False,True,False,,-0.8071405155972147,2020-06
2020-06-03,TER,3,True,True,True,True,-1.6135040248849581,6.54829218576321,2020-06
2020-06-03,TER,5,True,True,True,True,-1.39988282074394,6.54829218576321,2020-06
2020-06-03,TER,10,True,True,True,True,0.8244280243179789,6.54829218576321,2020-06
2020-06-03,ZM,3,True,False,False,False,,1.1338193510585577,2020-06
2020-06-03,ZM,5,True,False,False,False,,1.1338193510585577,2020-06
2020-06-03,ZM,10,True,False,False,False,0.8950620117690387,1.1338193510585577,2020-06
2020-06-04,CTVA,3,True,False,True,False,,-2.0120986529510256,2020-06
2020-06-04,RNR,3,True,False,True,False,,-1.7194480765074007,2020-06
2020-06-04,THO,3,True,True,True,True,-0.6458650770350745,0.7014157690948156,2020-06
2020-06-04,THO,5,True,False,True,False,0.9789548846069116,0.7014157690948156,2020-06
2020-06-04,THO,10,True,True,True,True,-0.7369080750470611,0.7014157690948156,2020-06
2020-06-05,ALB,3,True,False,True,False,,-2.6985615594736165,2020-06
2020-06-05,SNAP,3,True,False,True,False,-1.7361554268400938,2.8200348449854724,2020-06
2020-06-05,SNAP,5,True,False,False,False,,2.8200348449854724,2020-06
2020-06-05,SNAP,10,True,True,False,False,0.22191885500138858,2.8200348449854724,2020-06
2020-06-08,SRPT,3,True,False,False,False,,0.22098911943479652,2020-06
2020-06-08,SRPT,5,True,False,False,False,,0.22098911943479652,2020-06
2020-06-08,SRPT,10,True,True,False,False,-0.8225322548089906,0.22098911943479652,2020-06
2020-06-16,DT,3,True,True,True,True,-1.277523023976611,-0.4251238283859854,2020-06
2020-06-16,DT,5,True,True,True,True,-1.18928602309445,-0.4251238283859854,2020-06
2020-06-16,DT,10,True,False,True,False,,-0.4251238283859854,2020-06
2020-06-17,SPOT,3,True,True,True,True,0.7149009648458184,4.610459148767582,2020-06
2020-06-17,SPOT,5,True,True,True,True,0.4438172528576104,4.610459148767582,2020-06
2020-06-17,SPOT,10,True,True,True,True,0.051624225080989634,4.610459148767582,2020-06
2020-06-17,SRPT,3,True,True,True,True,-1.1155988439806988,-0.46862669486420355,2020-06
2020-06-17,SRPT,5,True,False,True,False,,-0.46862669486420355,2020-06
2020-06-17,SRPT,10,True,False,False,False,,-0.46862669486420355,2020-06
2020-06-18,DDOG,3,True,False,True,False,-1.7358867938733926,-0.016921167112414717,2020-06
2020-06-18,DDOG,5,True,False,True,False,-1.758323335367838,-0.016921167112414717,2020-06
2020-06-18,DDOG,10,True,False,False,False,-1.02657244953302,-0.016921167112414717,2020-06
2020-06-19,ESTC,3,True,False,True,False,,-0.5846400351118745,2020-06
2020-06-19,ESTC,5,True,False,True,False,,-0.5846400351118745,2020-06
2020-06-19,ESTC,10,True,True,True,True,-1.3699025099886457,-0.5846400351118745,2020-06
2020-06-19,HUBS,3,True,False,True,False,,-0.4286656850795608,2020-06
2020-06-19,HUBS,5,True,True,True,True,-1.5022417569327962,-0.4286656850795608,2020-06
2020-06-19,HUBS,10,True,True,False,False,-1.139710106348154,-0.4286656850795608,2020-06
2020-06-19,TDOC,3,True,False,False,False,,-1.5918532249615547,2020-06
2020-06-19,TDOC,5,True,False,False,False,,-1.5918532249615547,2020-06
2020-06-19,TER,3,True,False,True,False,,0.25619654945850023,2020-06
2020-06-19,TER,5,True,False,True,False,,0.25619654945850023,2020-06
2020-06-19,TER,10,True,True,True,True,-0.8709726626413117,0.25619654945850023,2020-06
2020-06-22,ESTC,3,True,False,False,False,,-1.2786701352573488,2020-06
2020-06-22,ESTC,5,True,False,False,False,,-1.2786701352573488,2020-06
2020-06-22,ESTC,10,True,False,False,False,,-1.2786701352573488,2020-06
2020-06-22,XYZ,3,True,False,False,False,,8.459694736793635,2020-06
2020-06-22,XYZ,5,True,False,False,False,,8.459694736793635,2020-06
2020-06-22,XYZ,10,True,True,False,False,0.9660434317078116,8.459694736793635,2020-06
2020-06-23,YETI,3,True,False,True,False,,-1.4534269451546553,2020-06
2020-06-23,YETI,5,True,False,True,False,,-1.4534269451546553,2020-06
2020-06-23,YETI,10,True,False,True,False,,-1.4534269451546553,2020-06
2020-06-25,OKTA,3,True,False,False,False,,-0.3192452132181273,2020-06
2020-06-25,OKTA,5,True,False,False,False,,-0.3192452132181273,2020-06
2020-06-25,OKTA,10,True,True,False,False,-1.2990638540077193,-0.3192452132181273,2020-06
2020-06-26,SAM,3,True,False,False,False,,8.542290320518466,2020-06
2020-06-26,SAM,5,True,False,False,False,,8.542290320518466,2020-06
2020-06-26,SAM,10,True,False,False,False,8.637294496430352,8.542290320518466,2020-06
2020-06-26,TREX,3,True,False,False,False,,-0.5096951661053158,2020-06
2020-06-26,TREX,5,True,False,False,False,,-0.5096951661053158,2020-06
2020-07-01,OKTA,3,True,False,True,False,,-0.7700980752418979,2020-07
2020-07-01,OKTA,5,True,False,True,False,-1.9178323315127612,-0.7700980752418979,2020-07
2020-07-02,TEAM,3,True,True,True,True,-2.847880714479265,-2.117553152479399,2020-07
2020-07-02,TEAM,5,True,False,True,False,,-2.117553152479399,2020-07
2020-07-06,CRSP,3,True,True,True,True,-0.778023027538968,0.4427197647145356,2020-07
2020-07-06,CRSP,5,True,False,True,False,0.03947314060740488,0.4427197647145356,2020-07
2020-07-06,CRSP,10,True,True,True,True,-0.8034718111319591,0.4427197647145356,2020-07
2020-07-07,ALNY,3,True,False,True,False,,-1.144501450527816,2020-07
2020-07-07,AU,3,True,False,True,False,,2.0222219428698254,2020-07
2020-07-07,AU,5,True,True,False,False,0.9287369029706275,2.0222219428698254,2020-07
2020-07-07,AU,10,True,True,False,False,0.14129678134790746,2.0222219428698254,2020-07
2020-07-08,PAAS,3,True,False,True,False,,-0.3236667486476804,2020-07
2020-07-08,PAAS,5,True,False,True,False,-1.4512135356874216,-0.3236667486476804,2020-07
2020-07-08,PAAS,10,True,True,True,True,-1.1020293836616282,-0.3236667486476804,2020-07
2020-07-20,PAAS,3,True,False,True,False,,-3.867222696248394,2020-07
2020-07-20,PAAS,5,True,True,True,True,-1.0638018692306206,-3.867222696248394,2020-07
2020-07-20,PAAS,10,True,True,True,True,-3.916292218696104,-3.867222696248394,2020-07
2020-07-21,TXG,3,True,False,True,False,,3.2893247060404356,2020-07
2020-07-21,TXG,5,True,False,True,False,,3.2893247060404356,2020-07
2020-07-21,TXG,10,True,True,True,True,1.8841161325757212,3.2893247060404356,2020-07
2020-07-27,PHM,3,True,False,False,False,,0.1829846313457066,2020-07
2020-07-27,PHM,5,True,False,False,False,,0.1829846313457066,2020-07
2020-07-27,PHM,10,True,False,False,False,-0.6683444843622525,0.1829846313457066,2020-07
2020-07-30,AMD,3,True,True,True,True,-1.2048185499027897,1.3609066153977447,2020-07
2020-07-30,AMD,5,True,True,True,True,-1.1647231893192072,1.3609066153977447,2020-07
2020-07-30,AMD,10,True,True,False,False,0.16972930840784742,1.3609066153977447,2020-07
2020-07-31,KGC,3,True,False,True,False,-1.1191951829286373,-1.6133842878472189,2020-07
2020-07-31,KGC,5,True,False,True,False,,-1.6133842878472189,2020-07
2020-08-04,FSLR,3,True,True,True,True,-0.05654840718141442,2.9548340257545798,2020-08
2020-08-04,FSLR,5,True,True,True,True,0.36400845560003803,2.9548340257545798,2020-08
2020-08-04,FSLR,10,True,True,True,True,-0.1912688658249561,2.9548340257545798,2020-08
2020-08-13,HUBS,3,True,False,True,False,-0.5032007512295271,0.1987788937631263,2020-08
2020-08-13,HUBS,5,True,False,True,False,-0.636759151306873,0.1987788937631263,2020-08
2020-08-13,HUBS,10,True,False,True,False,-0.7948299323934664,0.1987788937631263,2020-08
2020-08-20,TSLA,3,True,False,True,False,,-2.4356315919906404,2020-08
2020-08-20,TSLA,5,True,True,True,True,-2.4887939432567654,-2.4356315919906404,2020-08
2020-08-20,TSLA,10,True,False,True,False,,-2.4356315919906404,2020-08
2020-08-20,ZM,3,True,False,True,False,,11.892195213677715,2020-08
2020-08-20,ZM,5,True,False,True,False,,11.892195213677715,2020-08
2020-08-20,ZM,10,True,True,True,True,1.1908251079883796,11.892195213677715,2020-08
2020-08-26,BILL,3,True,False,False,False,,-2.220304088391291,2020-08
2020-08-26,BILL,5,True,False,False,False,,-2.220304088391291,2020-08
2020-08-27,TSLA,3,True,True,True,True,-1.03081315289967,-2.1390819277423576,2020-08
2020-08-28,CHWY,3,True,True,True,True,-1.010115325446682,-2.0468396976981125,2020-08
2020-08-28,CHWY,5,True,False,True,False,-1.0692661118258169,-2.0468396976981125,2020-08
