date,sym,ext10,arm,entry,legs,pnl,post,xname,day_ret,e_post,e_x
2026-02-09,DINO,0.10168856098845791,09:30,09:45,2,0.08482461656400386,0.7023799344020889,-1.564853164464625,-0.7168458781362075,-0.617555317838085,1.649677781028629
2026-02-09,DK,0.16503267377827124,09:30,09:47,1,0.9818021201413483,0.9638404729792432,-0.5332708392105765,-0.2279851809632527,0.01796164716210502,1.5150729593519248
2026-02-09,GLW,0.12796745506319396,09:30,13:07,1,-2.255453343187217,-1.0047943354406832,-0.5571842923076904,5.951612903225811,-1.2506590077465338,-1.6982690508795266
2026-02-09,LITE,0.3012923203455722,09:30,11:08,1,0.8747503688707384,-0.5483063128957829,-0.1772147831949795,3.7271878143411374,1.4230566817665213,1.0519651520657178
2026-02-09,PTEN,0.11929691242918916,09:30,09:45,1,-2.329368790181184,-0.04261322500378624,-0.16587448525549683,0.05743825387709567,-2.286755565177398,-2.1634943049256874
2026-02-09,TER,0.1601097711999624,09:32,12:59,1,-0.3247963274279137,0.2965893935403366,0.2569293529283696,4.160789844851909,-0.6213857209682503,-0.5817256803562834
2026-02-10,AAOI,0.12380371274413293,09:57,10:03,3,-3.9553663964921286,-0.48817375457215295,-0.050466777296125094,1.977906365071025,-3.4671926419199757,-3.9048996191960037
2026-02-10,ALAB,0.1686427229825329,09:30,09:45,1,0.05095222504160992,0.433248461167927,-0.4453713340407462,-4.4544766577072625,-0.3822962361263171,0.4963235590823561
2026-02-10,GLW,0.17370128139492103,10:20,10:59,2,-0.11483041166061893,0.9167970960798583,1.3880294155564117,-0.7363770250368051,-1.0316275077404773,-1.5028598272170306
2026-02-10,PTEN,0.10518290302452193,09:30,09:45,1,2.6673273732502047,0.5114187460217612,-0.5136751229289419,-4.723502304147464,2.1559086272284436,3.1810024961791465
2026-02-11,AAOI,0.10854559596202673,09:35,09:47,1,2.485211267605644,-1.4590917890536441,0.4050903245109486,-1.3743255624554696,3.944303056659288,2.080120943094695
2026-02-11,AXTI,0.17185621416733654,09:41,09:48,1,1.6570484581497795,0.30042876024041304,1.83119365612252,3.940217391304346,1.3566196979093665,-0.17414519797274042
2026-02-11,GLW,0.12584700668960935,09:44,09:54,1,-1.060564997703256,-0.3974433725434294,-0.3932036761046148,1.225732775028554,-0.6631216251598266,-0.6673613215986413
2026-02-11,TER,0.11635521925275083,09:33,10:02,1,-1.6276182379243018,-1.0450131815137642,-0.10641509749416041,2.883845981499844,-0.5826050564105376,-1.5212031404301414
2026-02-12,AXTI,0.23071267491237002,09:33,09:45,1,9.376379247351121,6.067376692316599,2.3463314222359672,-7.500000000000007,3.309002555034522,7.030047825115154
2026-02-12,GLW,0.13937384746907133,09:30,09:45,3,-0.8307220457502065,1.7138275182737517,0.3353629099820836,-1.3352336658915331,-2.544549564023958,-1.16608495573229
2026-02-12,HNGE,0.1413427054768679,09:31,09:45,1,1.1267651477215794,1.0021383146547258,3.2375968924176943,1.491385960401126,0.12462683306685363,-2.1108317446961147
2026-02-12,LITE,0.17980571874802243,09:30,09:45,1,0.7104433077578919,1.0375168997356508,4.8264024209103855,-1.906126232409211,-0.32707359197775887,-4.115959113152494
2026-02-12,TER,0.14717951435805965,09:30,09:45,1,3.3296166868573893,1.1172988156434758,3.8463444528070854,-4.202405334236737,2.2123178712139135,-0.516727765949696
2026-02-19,NBIS,0.12772795541735826,09:52,11:02,1,-2.4576893795203665,-1.6748025232769652,0.5187885075860039,7.149258189783914,-0.7828868562434013,-2.9764778871063706
2026-02-20,FLR,0.10356927428445473,09:31,09:45,1,-1.6583254493850546,-1.712087633229786,-0.44302036544027035,1.0348071495766886,0.053762183844731526,-1.2153050839447843
2026-02-20,HNGE,0.1422031709903897,09:30,09:55,3,-0.6112588920930615,2.061114207206648,-1.3158126605193252,-1.619818961410191,-2.6723730992997097,0.7045537684262637
2026-02-20,LITE,0.10636136970920207,09:30,10:14,2,-2.7871198039897904,-0.7636909183738438,0.0069513174029330995,4.714733542319749,-2.023428885615947,-2.7940711213927236
2026-02-20,NBIS,0.15969048989054668,09:36,09:45,1,7.188961531173015,2.7973856491073255,-1.455575470955352,-8.153596457487023,4.391575882065689,8.644537002128367
2026-02-23,AAOI,0.11485029234779498,10:01,11:35,1,-1.2114064360101653,-0.93960068125223,-0.06289934200329905,6.809184481393493,-0.27180575475793534,-1.1485070940068662
2026-02-23,LITE,0.13015283399607358,09:53,10:42,1,-0.8958871353419369,-1.1143530857891757,-0.01685391488489111,1.615842180558702,0.21846595044723882,-0.8790332204570458
2026-02-24,AAOI,0.14027300083004035,10:06,10:18,1,-3.0953978972386063,-0.9406456029065415,-1.0531481128125657,6.344553706505285,-2.1547522943320647,-2.0422497844260405
2026-02-24,AXTI,0.10786377570727756,09:30,10:18,1,-3.3293834177493453,-0.9854243253204057,-1.380562775953164,17.639168343393695,-2.3439590924289395,-1.9488206417961813
2026-02-24,LITE,0.11869360007873819,09:30,09:50,2,-2.7948989290085686,-2.9578088826016065,-0.9617343163750327,1.2190997191217745,0.16290995359303784,-1.833164612633536
2026-02-25,AAOI,0.16844553851519795,09:30,09:46,2,-3.555153455223041,-0.7428015028812334,-1.0474927209821665,1.5209790209790075,-2.8123519523418077,-2.5076607342408743
2026-02-25,AXTI,0.3291403605872443,09:30,10:16,1,-5.144850948509492,-2.030203031611973,-0.18125538161823873,15.201800028125433,-3.1146479168975194,-4.963595566891254
2026-02-25,COHR,0.10154950525223794,09:30,10:13,1,1.2344848239131687,1.8115775855821212,-0.948375910736001,2.7743668457405946,-0.5770927616689525,2.1828607346491697
2026-02-25,GLW,0.11888572452380952,09:30,10:01,1,-1.6242992448483349,-0.16377711787403446,-0.8188961478989782,4.2565635560176895,-1.4605221269743005,-0.8054030969493566
