month,decile_20,decile_60,decile_120,quintile_20,quintile_60,quintile_120,le_-3%_20,le_-3%_60,le_-3%_120,le_-5%_20,le_-5%_60,le_-5%_120,decile_60_adr,decile_60_ind
2010-08-31,0.15740761030535735,-1.2571343541887186,-4.102610138835277,1.335319924715683,2.5698268723534254,0.49292390786879386,1.7626274727276472,2.8688967692394853,0.6482937314751698,0.5843528061125404,0.44141846663579976,-1.9617041931017376,-0.38683006934079084,-1.5995862043729105
2010-09-30,-0.9827234299794777,-3.6792938336731154,-2.572611221212181,-1.0830632714815276,-3.3454781289109383,-3.6636956577540163,-1.1323051175848464,-2.733144591421383,-2.587664991488195,-0.9236957307153704,-3.1581770419687154,-1.5635935298775374,-2.467495931937962,-2.1565198371199332
2010-10-29,0.14329538213402573,-1.8084810568645187,3.5865060106188817,0.054625911763905806,-1.3445551386474557,-0.4559527685635546,0.2014352075631509,-1.4318470997963801,-0.0313724760618057,-0.06870325756598475,-0.39218183014573793,3.795600328270623,-1.5125022845989649,-1.497737874678976
2010-11-30,-3.840359997602988,-2.6430838440087685,4.5553499504171855,-2.946720208893177,-2.96455333067229,1.3393964541085954,-2.792897100460794,-3.0842217957558877,1.2807886561614752,-3.7623764230850556,-2.2672371716892927,4.768493377422047,-2.375197871621996,1.769731029057525
2010-12-31,-1.3680549613959128,-0.8049542582617342,3.0809114119817593,0.17558438762804982,0.5065570417683514,4.68099028179511,0.12127702465689807,0.387991686226392,4.735516879407221,0.28314668479305244,1.1712200673831175,5.4350115723672445,-0.6289574716866662,4.346533297403216
2011-01-31,-0.002884996249717507,3.148457708313144,3.783642743294852,-1.0144745079153241,0.8041830409592988,1.6019281784956523,-0.5380085275101845,1.5096609154234455,2.3717975713454242,-0.24683607840785246,2.3826484985147687,3.6810676773715065,2.98246920418143,2.4096487196262237
2011-02-28,1.7390693636712984,2.518474791973835,5.2613613968770725,1.2012035696205219,2.7684137782278047,4.083141497789866,1.0695068489575408,2.7689251909313777,4.141882428901564,1.506017034636359,2.8023124406390405,4.793169454049265,2.2820169063874887,0.6065115590635356
2011-03-31,0.45322698416799556,2.6150073225601953,5.444301179510504,0.2549463464927353,3.1674306388892512,4.9748689942567905,0.2461627457469164,3.078657261884864,4.976269538732159,0.5658081076730103,2.7011991327871656,4.882025047194589,2.250884225288763,-1.3142860179120133
2011-04-29,0.8463053567572555,1.6257680922921611,6.355497544493248,1.2898724770328798,1.424449708052999,5.28280426203844,1.3527746673902554,1.8129079318578707,5.321702864206613,0.9281961220758888,1.053918188823109,5.185224053032085,1.443492099184815,0.09493574957130982
2011-05-31,1.855640899690348,0.31961019315729056,5.345889437020718,1.1564989320024797,1.3689239188394613,4.26018543467741,0.8524969198084383,2.5405986717865603,5.345424666378486,0.8293072136015477,1.5909390476766878,3.1333250898808482,-0.016829273877911603,1.8109893548563631
2011-06-30,0.5320498949408344,0.7993573140279621,2.165190053791519,1.1200232372722585,1.7055370095030837,2.1055543578085145,1.359371358584223,3.707268868518933,3.6889061839944333,1.4348478172911354,1.9514820450146093,1.9785126163124493,1.3126295644629686,-1.6495292933225092
2011-07-29,-0.5032757361132402,1.6820751347151675,0.43410610114327636,0.379464703016509,1.6365894020852028,0.3094093055210217,1.1762747447280069,3.02134209032746,2.4016650648166564,0.30975585190572585,0.985469248223617,-0.7380491125231408,1.8788408393759573,2.2949496220637915
2011-08-31,2.045513252112169,5.752431214890139,5.860199190345641,0.9239134155167253,2.8444966689526203,2.6116709715784685,0.881045488206496,2.957601873772709,2.872235531029016,1.0249952607833233,2.769297287816927,2.0684676152707984,5.668024334438312,5.597247308615006
2011-09-30,0.4878931036974039,1.3253153311041532,3.177612461949548,-0.9125275196249518,-0.7796189963589857,0.18833691935687544,-0.06826483416773341,-0.8618872803958438,2.2045952651342384,-0.9040810117232695,-0.8419245961924623,0.7508085680018695,1.6509804146714353,0.9969041623540088
2011-10-31,3.713570166787249,-0.6789047611285888,3.8205568471427496,1.8290655938142866,0.4017510786361408,2.7311188093524508,0.7602174621532205,0.5993465762329038,3.1130920652302843,1.732824089960738,0.1308553306922571,2.2085840729260404,-0.5543753899231795,0.30486881920191955
2011-11-30,-0.037299403783525024,-0.5195168015915306,1.4177942011081144,-0.7855636644082864,-0.5465627431529915,1.2700699014511971,-0.30008197565967,1.1655113835719033,2.2599450490567485,-0.8631215867918303,-0.47624356920046773,0.9526400604109668,-0.4689106084919476,-1.2284028954582362
2011-12-30,-1.4178790932124155,-0.1977005333418018,1.3027771418269614,0.18189890135220124,1.695945006301582,1.4449444545297563,1.3482028380553652,3.3795094183609584,3.630210206298372,0.329250650836832,1.4318509267000195,1.074472039949421,-0.479428706281578,-2.7503990801475173
2012-01-31,-0.044795539560140846,3.9774481483849344,3.098960806517058,1.224153074248454,2.634491264908852,1.1143041210261746,1.1295513861686737,2.3672795855577236,1.7452113813189887,1.0449468520848633,2.3957105228632813,0.9676039632201422,4.089518541896981,3.954502655193841
2012-02-29,1.12989755790068,1.7717948353063073,1.7812298582907882,0.4278936978340045,1.626280247305663,1.2321851262690462,0.5173936324383647,0.4703797167243934,1.4879174662068464,0.3662222096003726,1.3549528680175758,1.0849232415033265,1.753056449030508,4.166851206332187
2012-03-30,1.938897259973207,0.013012948407817268,0.08621454821171162,1.0077037008767804,-0.11232795031384527,1.1786496189237343,0.415947540979924,-1.4315596495422844,0.26146583631173986,1.158951894031276,-0.43812971027560876,-0.11786522730848537,1.0573179300707969,7.614761441549289
2012-04-30,-1.7107453426976749,-3.0445510846195947,-0.9880584496271807,-1.3366712393294462,-2.245069284871204,0.01458808935823183,-1.5452738656205822,-2.0065470154303546,0.10871344342463826,-1.0559022359418537,-2.7827861151919486,-1.1929866569198464,-3.7551640797577686,3.0126697538037908
2012-05-31,1.132749247249022,1.1494842508118155,1.4831727382532385,0.8896771265387552,0.5543710013531226,0.037839157438246014,1.0266365760895315,1.3830977019738795,1.8766948632063685,0.8415930880158643,0.35694333667242406,-0.2814495322343828,0.6759562570765006,4.57889748146551
2012-06-29,-1.4857149415204012,0.794674134644003,-0.6532483220643259,-1.6157341669420846,-0.3120450762809875,-2.9280387466951527,-0.7133627222087279,0.9074881258926897,-0.24791186505636095,-1.9750089556374193,-0.30186707091860515,-3.3288641513734762,0.44672121062866593,1.3487656504145997
2012-07-31,2.346756591193856,3.3453351433305585,3.5709046446035626,0.3477795048968941,0.21994552924240157,0.43229085661108624,0.7716131555384654,1.6824842215441755,1.5315779210656022,0.6751914735035524,0.44709608914173865,0.6785126872745536,3.7040072987544628,2.9826075951937656
2012-08-31,0.6553199377389983,3.540036141329288,2.407316948070446,-0.011512695030134449,0.2281376242423786,3.7543290882744977,-0.1227635840298361,0.7390019793068562,2.603802391367234,0.2664549580560818,0.6461027973477053,3.7676835923146412,3.571174444847115,-2.4333808230358795
2012-09-28,2.8431079899829017,-0.07377156356137365,4.153491345175625,0.583437912487748,-0.11923976003073775,6.163371873501729,0.652168836103293,0.4013879879155736,4.243625395245993,0.42139725383263293,-0.3399588075303949,5.40823660924499,-0.19171471702921458,0.9124145001416966
2012-10-31,-1.8131117763130613,0.23732360202843716,5.5387475541889994,0.06234961668715803,2.3792017758232333,8.082391362497548,-0.18176046257973177,1.1095635850756396,4.971534058908866,0.03177372593282399,2.0519419235990046,7.897587363021695,0.5357716965183686,-2.1113826861226737
2012-11-30,-0.0456878579986595,2.2225397962739892,3.8200943698951186,-0.07657030592308314,3.162492669136174,6.239405066978712,-0.36665296734631364,2.260270923593042,5.653122400896396,-0.2361877273379331,2.096010921188332,5.061978111784698,2.7794423700486237,-3.092678339390438
2012-12-31,-0.25176470464362427,2.594994964342137,2.9992718663896647,0.7740936036320988,4.130109224407155,5.910220587823317,0.643444195348143,3.7607820601930597,6.246130556344363,0.25188790656681637,3.2690718370106393,5.595374561908482,2.027185511298464,-1.4923052113351094
2013-01-31,0.8183979943208505,2.174755640522404,3.29839884764653,1.3717767316741545,3.0244128073398975,3.305512218053467,1.310464240308938,2.567939023073642,4.969951442321225,1.0861104779807427,3.403224419858039,5.258837967564933,1.5224017361164504,-0.949045941701508
2013-02-28,1.353697563440016,4.156875616724499,7.874950312460546,1.1720638507510808,2.6264926510586575,3.983945265918512,1.124058008810019,2.344541437530029,3.9744184506416396,1.6729892628647696,3.8286535223033287,6.5787485979501445,4.02514690290546,1.538385083802075
2013-03-28,0.8827131947839028,4.338037796825928,5.193207371116752,0.352212843431803,2.333254669277194,1.9508548911360541,0.049553166622267136,1.7878080145808677,1.8913298340612694,0.5253887493187587,3.034726043531305,3.9572201238806626,4.184483175893065,1.770400023449391
2013-04-30,0.9776232602865493,4.453704594349872,6.72646755813379,1.8710139365505474,3.7543597464735545,4.641890073941394,1.5077082847384708,2.930221382336401,3.5102590116868453,1.8612478650600734,4.222102508339527,5.910694228633611,4.354791787090434,-1.4342177988942557
2013-05-31,0.7171665633614558,1.6216467736618725,4.324262289881738,0.0717564261695675,0.5536631424301013,2.714443179703399,0.09477906309138424,1.818356204264352,3.5085488222759436,0.30263307178994286,1.7225800884998275,5.159123112094166,3.02016919487768,-1.6196540864086828
2013-06-28,0.6950210742670834,1.7745610587801037,5.044969473518667,0.816713320133046,0.31174789836973205,1.1128683377139792,1.080341088569711,0.904825688267694,1.2234255439718196,0.7301987092225884,0.7877104386541238,2.307375576109783,1.7917437875443347,-1.6879516511393313
2013-07-31,0.08230257441664202,1.5638380670457541,0.9274240614978833,-1.0778636454288777,-1.4803037659494525,-0.5022253545809654,-0.7074774508162691,-1.5608792027224339,-1.4582089672652856,-0.8274993603164527,-0.35879312744037317,0.12223804539362408,1.5710800770681408,-0.6302918022792966
2013-08-30,-0.9080191440329902,3.107341076459615,0.7232962604625229,-0.8461208249313192,1.159502826310117,-0.9249611150975152,-0.9372807788362244,0.7269477641551645,-1.7052835640414346,-0.8923519690266918,2.5193310819155514,0.28947194605794324,2.0516560464726625,1.7141627887965458
2013-09-30,1.3336909890230704,4.631230128538104,3.0522143438640024,0.2572520390754872,2.517460019024213,0.9187463030070527,0.17414110041947134,1.7775052957714834,0.38544599683674435,0.8332305704444618,3.7164497726212744,1.637715716730866,4.42561358944761,2.015055575850572
2013-10-31,1.4362659436465033,0.9642538818969532,-1.5206145247813874,1.2946594340910438,0.40151171132185814,0.7530425880222524,1.0330858727258638,-0.2907193409198513,0.12445685272611073,1.7494016146130524,0.8686564193874788,-0.6864808321177098,1.1880019056796125,-5.219170923478477
2013-11-29,-1.1222938693030688,-3.20603297515658,-2.4829664282755073,0.08058697065723353,-1.1828460903226292,-0.17403756149764474,-0.021121933212745334,-1.3329788779160874,0.1645990128060247,-0.4035128581026249,-1.805977466657448,-0.2331918952428753,-3.5866577454606254,-7.135088085316657
2013-12-31,-1.3516581366117337,-0.3942163119555182,-2.6763119693674002,-1.7978515944399551,-1.0444715554865147,-1.4637472860190135,-1.863133855469278,-0.6232729543126788,-1.1419670952950733,-1.3688515489448947,0.007184119807892397,-1.0053564566009983,-0.10878837899249331,-0.2713051922105686
2014-01-31,0.3864918584114573,1.0976042361978084,-0.37468314021642957,0.4008981269670192,1.476156272861204,1.2597333535481043,0.4567271445628628,1.0728529607536434,0.44882684849884275,0.49561701878830805,1.9657607156803636,1.7306412338361423,1.8612971521597266,2.814948993992024
2014-02-28,0.9323322638799805,2.0106643021017683,4.291058662942903,1.318600020874618,1.839862852933494,3.8170035523513985,1.0650810663587598,1.689909294053983,2.8907139921398697,1.4524867983505123,2.8709608776476783,4.704785530295269,2.0595480962830863,1.8047244767342259
2014-03-31,0.08279688277648274,0.0627064033546976,4.190353550034018,0.02874198112312414,-0.10236421741589659,3.87680261643672,-0.26712003345317364,-0.3577768327693486,2.7667380890766564,0.8789076596166154,0.44564581958543836,4.572893897069392,-0.1291045739016299,0.7631253133956428
2014-04-30,0.6260258065002474,1.995652817851729,2.7112917053532883,0.37576070976827325,0.983679824894562,2.2098073019970843,0.37069813988632533,0.6149009158889444,1.550038140321124,-0.035775356855718685,0.4634263827337975,1.9108531153710737,1.9601856153026358,2.6934154102978494
2014-05-30,-1.1378667980421415,2.083327799958682,2.2368396976796716,-1.55841643710608,2.057593113217458,2.923869790923162,-1.6813527579802219,1.426188665315907,2.326927137064862,-1.334043916837757,2.213688870971234,1.77091753174956,2.0024183266762385,1.861496985222554
2014-06-30,1.2660541247655759,3.164875572545383,2.9654847379053084,1.9799188021107925,4.081105253190382,4.352504002027178,1.8925356792595212,3.813044330635658,3.990050827259936,1.6529917332084465,4.165707450510668,2.548737805303433,3.4262515141303274,3.2262207398416924
2014-07-31,1.40943942429591,0.40718133859487515,2.8573754978831754,1.4021074253908288,1.6079234665912927,5.546126087407828,1.2532481892776994,1.5198471113361207,4.639120615607013,1.6091935257353052,0.550352130611339,3.7553591627990697,0.45416261659572005,-2.1163787760448907
2014-08-29,-0.484491710209917,-0.6387447085609665,2.57314132406768,0.8574785330998911,1.792941451691344,5.956544273694309,0.1829550957336997,1.010146652204533,3.8424517008536725,0.5546269755949284,1.2257726685137356,4.642612676718852,-1.5772104044291053,-6.183309950688535
2014-09-30,-1.799891876061919,-2.0357184339343886,-0.1866401232959447,-0.45000022369626347,0.9507013846102973,3.330210388527658,0.22227101408119104,1.0501089279763343,2.122929807294273,-1.148959640324717,-0.18716209780294182,1.4757979064948499,-2.2087996552357794,-8.560864853173737
2014-10-31,-0.696676310604874,0.9424096373212791,0.40218933875064306,0.1093616908809533,1.6444657769548467,2.484242266312371,-0.15181076829320206,1.0612707211899668,1.6209829462497864,0.07528376962364854,2.1725857067114593,2.5678086592898866,0.7225733784434596,-3.2682007444241195
2014-11-28,-0.01376273112936115,2.0137058800897893,-0.8432196871796922,0.5448840104344751,3.101750282235428,2.6758211788201787,0.32114822322600295,2.4848465727814335,1.9183562041536728,0.6661067265000676,4.080762637403879,2.3086667939418084,1.801299712362102,-1.9632005582361838
2014-12-31,1.1701296559200978,0.719859693764405,-1.6031582398859137,0.43794409675074636,1.9351894861975618,0.543373209949974,-0.2453769588795511,1.3151773609787638,0.7514044814474614,1.0069086715785112,2.720923299034104,0.600803329694951,0.5927327433721064,-2.379484580284661
2015-01-30,-0.0593767718511322,-1.5908790102724908,-3.156607631716407,0.8150498479350722,0.3868776562273349,-0.49815604542588166,0.835277228391209,0.15267627610140702,0.38547766075516704,1.3797561527471276,0.10319702403391189,-1.285782336165385,-1.5498686199931917,-3.1380021517623056
2015-02-27,-0.4642075074549736,-1.5661541943974742,-1.8445070281718299,0.49500856417439093,-0.06677940816515457,-0.506203310307365,0.24316465895387282,-0.6123153970495717,-0.4538904713293652,0.18524559687648443,-0.9604140280528285,-1.798410824604922,-1.6548606228573999,-3.327031198668915
2015-03-31,-0.8000501322481184,-0.9384260535644254,-2.022422550869593,-0.22351304308874054,0.22243030589762566,-0.34284173271736007,-0.4169489932559708,0.1750030550499714,-0.8334886128319141,-0.34183349905011745,-0.08754661874544335,-1.0931376896244538,-1.0561141118204314,-4.282216836508816
2015-04-30,-1.2641039621519965,-0.41021584090699015,-0.04808520859168519,-0.5462233884463286,0.3842043712208621,-0.2397296436225253,-0.1423516691896473,0.01789221071026085,-0.5827362373060274,-1.2479765636986462,-0.2554391396395102,-0.13156462794249413,-0.6789820285221072,-1.7152825272743633
2015-05-29,0.6250977057733114,0.9265563118242544,0.14149444001136438,0.8634850885693467,0.5683734793370103,1.1434699391271874,0.4669311692324273,0.62360889518183,0.6275584905759911,0.15561680114476323,0.9747067894280459,-0.08851434883774413,0.8690180187121872,2.0264717215683206
2015-06-30,0.10071467081010207,-1.4079788175057475,-3.351047523696869,0.10433833798215006,-0.8149978131831949,-2.9192111018117664,0.14922170190480255,-0.8868668255653153,-2.28885944036546,0.5265458682070596,-0.7250770406374263,-3.2989693686007926,-1.2646638741861986,-0.08904249301092546
2015-07-31,-0.6329895535076931,0.7668992667124455,-1.4778222329889483,-0.4897843752842384,-0.003261337286014455,-3.2704734347086424,-0.30949574377288097,0.273834417410237,-2.5484813993896003,-0.3572396292322581,1.0236006663671684,-2.260786288740846,0.8321497789551652,1.9560250423689862
2015-08-31,0.7000759227360533,-1.36292560637413,0.7381201529141367,1.3163330846493229,0.3911821939305391,0.6659479825956712,1.1524904360928034,0.3372590377205285,0.3153556089966919,1.0660541464487805,-0.11739599270162802,0.6381114332297133,-1.6125965670119293,0.28318611199326604
2015-09-30,-0.38475054807178755,-2.716830611669099,-1.429216427693407,-0.5118915041758625,-1.4913332477031966,-1.8620519299863778,-0.32286896068399373,-1.2429404137157636,-1.9944533095916916,-0.6439022544917324,-2.2319178309281242,-1.4273715483145566,-3.47083160641196,-3.072704274006263
