date,sym,follows,B_pct,A_pct,B_R,A_R,early_pct,late_pct,early_ext,late_ext,lag
2022-05-25,APA,True,-0.15598943060424197,-11.502351289427448,-0.03410333314380453,-1.7498640464017128,-0.15598943060424197,-11.502351289427448,1.18401847952791,2.021077459146936,8.0
2022-10-24,APA,False,3.2439377417187387,0.0,1.5462769902192712,0.0,3.2439377417187387,,1.6115781805507903,,
2025-12-03,APA,False,-6.4211106051492495,0.0,-1.3153260497463934,0.0,-6.4211106051492495,,2.253671981443598,,
2025-04-29,APH,False,36.927076163400606,0.0,17.601906304554298,0.0,36.927076163400606,,2.0177494908986238,,
2020-05-08,APO,True,-5.356759824658564,-7.771148478334244,-2.553388849753925,-1.748923751956966,-5.356759824658564,-7.771148478334244,1.6171914837816757,1.8816420782045151,1.0
2020-05-26,APO,False,-1.3317478717127185,0.0,-0.4209839415936372,0.0,-1.3317478717127185,,2.212024243058124,,
2020-07-21,APO,False,-5.633276806857124,0.0,-1.62615593739121,0.0,-5.633276806857124,,1.2908721102898222,,
2021-10-11,APP,True,13.76377337333623,9.528491539843277,3.814176104674171,2.8571961421357432,13.76377337333623,9.528491539843277,2.2436095649894696,2.4793656836701725,3.0
2024-09-25,APP,False,-2.4598357462794262,0.0,-1.172521705726525,0.0,-2.4598357462794262,,3.1437264537588177,,
2024-10-03,APP,False,136.9083320088674,0.0,38.254668123270136,0.0,136.9083320088674,,2.535318952573333,,
2025-08-11,APP,False,-4.311160559814775,0.0,-1.1934949936336996,0.0,-4.311160559814775,,3.165796363475382,,
2025-08-28,APP,True,21.10122435703834,4.954976219398111,4.812115146877043,2.005395698601364,21.10122435703834,4.954976219398111,1.8137958242807009,3.0422540570680234,7.0
2025-12-22,APP,False,-2.8349275814228414,0.0,-1.3513154804782186,0.0,-2.8349275814228414,,1.772717675317183,,
2025-04-24,APPF,False,-18.330981076092236,0.0,-5.3257356117165235,0.0,-18.330981076092236,,1.1705913978265923,,
2021-10-21,APPS,False,-6.830195376594506,0.0,-2.0210659001642277,0.0,-6.830195376594506,,2.4393933601845412,,
2021-11-01,APPS,False,-20.498334983700182,0.0,-4.058125008426739,0.0,-20.498334983700182,,1.9726947422880399,,
2021-06-11,AR,True,-11.042592198935775,-3.9771027908611423,-2.912130987652017,-1.410505618407978,-7.065489408074632,-3.9771027908611423,1.9073877911165356,2.0075399338593263,10.0
2021-09-23,AR,True,6.229902279008659,-4.745060529085887,1.1044797048398327,-1.0892717939700574,6.229902279008659,-4.745060529085887,2.0408166415955225,2.8564498143621737,7.0
2022-03-02,AR,True,33.17627048087499,27.51811306438725,15.814022262550507,5.0541325959929395,33.17627048087499,27.51811306438725,1.978263480909378,2.4446140559678917,2.0
2022-05-27,AR,False,-15.145293935100456,0.0,-2.47119176170273,0.0,-15.145293935100456,,2.467100136320303,,
2022-08-18,AR,False,-9.137831789985873,0.0,-2.072737267885047,0.0,-9.137831789985873,,1.7272430557841134,,
2026-03-13,AR,False,-0.5163196445640783,0.0,-0.1749401094078111,0.0,-0.5163196445640783,,2.0745604319567614,,
2022-03-29,ARES,False,-4.133421122916758,0.0,-1.6753101814848286,0.0,-4.133421122916758,,1.5420082538717697,,
2020-11-05,ARWR,False,-8.641293110519932,0.0,-1.7424167145439908,0.0,-8.641293110519932,,2.4670495877408607,,
2020-12-17,ARWR,False,-3.5193473516448415,0.0,-1.0924937485874882,0.0,-3.5193473516448415,,2.112626601956992,,
2025-09-22,ARWR,False,17.860764432922615,0.0,4.161143095569718,0.0,17.860764432922615,,2.6758295694949914,,
2026-02-02,ARWR,False,-11.628974600387576,0.0,-1.3788164301667687,0.0,-11.628974600387576,,1.3789993180587838,,
2026-04-22,ARWR,False,-0.1592985190405627,0.0,-0.025058097223231664,0.0,-0.1592985190405627,,2.114574117287027,,
2024-12-13,AS,False,11.675163751100648,0.0,4.051161615301877,0.0,11.675163751100648,,2.256817439294445,,
2025-05-27,AS,False,-4.476955575211861,0.0,-1.1214504545681014,0.0,-4.476955575211861,,4.194300689972776,,
2026-02-18,AS,True,-7.616565456266711,-3.696130943988618,-2.3307357259968304,-1.7602239781752778,-7.616565456266711,-3.696130943988618,1.5769070040200208,1.6189115645971741,2.0
2021-11-09,ASAN,False,-9.299885129942753,0.0,-1.2598648727375885,0.0,-9.299885129942753,,1.6492788791740722,,
2025-02-13,ASAN,False,-8.256162846443083,0.0,-1.0189507632067825,0.0,-8.256162846443083,,1.5268775890345356,,
2023-12-19,ASND,False,4.635114488084424,0.0,1.573685184798773,0.0,4.635114488084424,,2.8528813967008526,,
2025-04-30,ASND,False,-4.649941696802018,0.0,-1.2453284074091053,0.0,-4.649941696802018,,1.0483742175039847,,
2026-07-08,ASND,False,-4.506061720708921,0.0,-1.0343516007722975,0.0,-4.506061720708921,,2.1469659828801206,,
2021-11-19,ASO,False,-3.3247732511460626,0.0,-1.2934341179891276,0.0,-3.3247732511460626,,1.7927632349228249,,
2022-07-21,ASO,False,-8.468780856298984,0.0,-2.5236526184290304,0.0,-8.468780856298984,,2.6247540179185536,,
2022-03-02,ATI,False,1.6462577647968102,0.0,0.35884354186538386,0.0,1.6462577647968102,,2.3421244337651426,,
2026-06-01,ATI,True,4.8855662066663585,0.31752098390434025,1.0458774934582395,0.05961340586259127,4.8855662066663585,0.31752098390434025,2.178073080061905,2.1449667054782457,6.0
2024-03-26,ATMU,True,-0.13554780979185832,-3.7895052413032926,-0.06461112266745302,-1.8063308316879187,-0.13554780979185832,-3.7895052413032926,2.9980024046527203,3.1202085142494647,2.0
2020-05-15,AU,False,-4.083925990768289,0.0,-1.1484928406755122,0.0,-4.083925990768289,,1.7303566701890167,,
2020-06-23,AU,True,11.420038463744064,5.359099829391845,3.863139557135472,1.913429855607973,11.420038463744064,5.359099829391845,2.6778076537832494,2.2937337159348963,9.0
2025-11-26,AU,False,-4.8949539466588865,0.0,-1.1939043820297235,0.0,-4.8949539466588865,,2.9733450274624222,,
2026-02-24,AU,False,-8.026952644915298,0.0,-1.3004564561120686,0.0,-8.026952644915298,,2.3683974700998487,,
2026-04-10,AUGO,True,-4.946595705317858,-3.543316624878523,-1.7398809887689042,-1.1789757426543535,-4.946595705317858,-3.543316624878523,2.9444432865287715,3.212059479065788,2.0
2024-09-26,AVGO,False,-3.2259020863480425,0.0,-1.537679994492581,0.0,-3.2259020863480425,,1.7715911798709263,,
2020-06-03,AVTR,False,-4.142013068454331,0.0,-1.597870683454985,0.0,-4.142013068454331,,1.7446914503827833,,
2026-08-18,AXGN,False,-7.656480006354105,0.0,-2.670919553059871,0.0,-7.656480006354105,,1.5854908442736826,,
2026-08-26,AXGN,False,-6.546153487998496,0.0,-1.4191755027652704,0.0,-6.546153487998496,,1.3398462349810074,,
2021-01-22,AXON,False,-0.3521994983220589,0.0,-0.06265542148978882,0.0,-0.3521994983220589,,3.523947274278259,,
2022-11-17,AXON,False,-3.794143918294901,0.0,-1.1803924993912236,0.0,-3.794143918294901,,3.556073995978028,,
2025-05-01,AXON,False,-3.321869475893857,0.0,-1.5834244501760784,0.0,-3.321869475893857,,1.369058814817571,,
2023-06-20,AXSM,True,-13.089205009791238,-5.755914108450389,-3.765258189852418,-1.4940155192128104,-13.089205009791238,-5.755914108450389,2.450128761706848,2.705124027600553,2.0
2025-02-05,AXSM,False,-4.139281770860704,0.0,-1.9730576441102776,0.0,-4.139281770860704,,2.2178219918962827,,
2025-11-06,AXSM,True,1.7187407763143758,-2.5789347212452407,0.3667745739319868,-0.5521440107699943,1.7187407763143758,-2.5789347212452407,1.5120043806917984,1.720661257441552,7.0
2026-05-22,AXSM,False,-2.6189944267376863,0.0,-1.2483873434116404,0.0,-2.6189944267376863,,1.6069681030338459,,
2021-02-24,AYI,False,-3.3488474361706655,0.0,-1.596283944574686,0.0,-3.3488474361706655,,0.916899853004554,,
2020-04-22,B,False,-1.0289550514094303,0.0,-0.29123932680767634,0.0,-1.0289550514094303,,2.6515743102498535,,
2025-11-28,B,False,-2.227671547991339,0.0,-1.0618567712092108,0.0,-2.227671547991339,,2.7913149113772113,,
2025-12-11,B,False,5.9061714028336265,0.0,1.2305228129404961,0.0,5.9061714028336265,,2.1164412716897747,,
2026-02-27,B,False,-8.834470255867954,0.0,-4.211097488630406,0.0,-8.834470255867954,,1.073684205270497,,
2020-10-01,BAND,False,-4.8473392550061,0.0,-1.3412556435113427,0.0,-4.8473392550061,,1.4611747214587507,,
2026-06-17,BAP,False,-4.88623985199097,0.0,-1.5156406745569901,0.0,-4.88623985199097,,2.5161125815318512,,
2025-01-23,BBIO,False,-7.949184962275979,0.0,-1.6241920046672012,0.0,-7.949184962275979,,2.824932262389366,,
2025-06-10,BBIO,True,4.3774561981533395,7.1662386570448655,0.8060749316254954,1.892522806262204,-2.7887824588915255,7.1662386570448655,2.456919933444309,2.1247507777901258,7.0
2025-11-26,BBIO,False,2.165788648591027,0.0,0.9190967910504549,0.0,2.165788648591027,,1.8477709313173662,,
2020-08-10,BBWI,False,3.7936744132300193,0.0,0.8301650131973402,0.0,3.7936744132300193,,4.230701748141304,,
2020-10-01,BBWI,False,-4.045204078886833,0.0,-1.1179669352957666,0.0,-4.045204078886833,,2.10061505993678,,
2023-12-14,BBWI,False,0.9965607573818813,0.0,0.4418368286964502,0.0,0.9965607573818813,,3.6150285619542815,,
2022-02-15,BCRX,True,-5.572839827244946,-10.351542209785258,-1.2627430175192165,-1.5169440081919463,-5.572839827244946,-10.351542209785258,2.1917124090320237,2.6805028828471986,1.0
2026-06-11,BELFB,False,-10.16467178588395,0.0,-1.4742837208249326,0.0,-10.16467178588395,,1.325517428089379,,
2021-02-24,BFH,True,15.40710021652707,13.565389775436243,3.4663554757053348,2.0201478191079367,15.40710021652707,13.565389775436243,2.3958229459589955,2.2327998262988262,2.0
2020-10-08,BILL,False,-2.675833246037207,0.0,-0.8829110924006044,0.0,-2.675833246037207,,2.1958265938841306,,
2020-12-01,BILL,True,3.364945946625264,8.512850022237117,0.5820720407100493,2.1879600078164487,-5.147904075611853,8.512850022237117,2.0009887844220833,2.046781525532748,3.0
2021-06-21,BILL,False,-1.0698796686591905,0.0,-0.24595454997407537,0.0,-1.0698796686591905,,2.948045170701386,,
2021-07-21,BILL,False,-0.5433905707417197,0.0,-0.12646166510361445,0.0,-0.5433905707417197,,1.700208974769627,,
2020-04-27,BIO,True,-2.556283092375067,0.543681717520772,-1.2212942340815127,0.23008454372990533,-3.099964809895839,0.543681717520772,1.9279354175724228,2.00074590888838,8.0
2020-04-27,BJ,False,-4.078709426823401,0.0,-1.7094121559792654,0.0,-4.078709426823401,,1.256044935055648,,
2021-04-05,BJ,False,-5.302983527812499,0.0,-1.0709413712642308,0.0,-5.302983527812499,,1.6645126897501454,,
2021-03-17,BKNG,False,-4.855006783090932,0.0,-1.2694924893221413,0.0,-4.855006783090932,,1.3575454374886464,,
2020-12-08,BKR,False,-4.295093343894541,0.0,-1.0337863286645912,0.0,-4.295093343894541,,3.3170327702707003,,
2020-12-17,BL,True,-4.071294283270532,-5.286484377724543,-1.6914216193284595,-2.5198908867153547,-4.071294283270532,-5.286484377724543,2.160668641139517,2.2378927737157173,1.0
2020-11-25,BLDR,False,-3.942645770385378,0.0,-1.7807403266387631,0.0,-3.942645770385378,,1.2531319934937524,,
2020-12-23,BLDR,False,-4.354138367854199,0.0,-1.8454144805207462,0.0,-4.354138367854199,,2.3654287831626672,,
2021-03-01,BLDR,False,-3.738656853917788,0.0,-1.0391682579765795,0.0,-3.738656853917788,,1.5650033828923426,,
2021-03-10,BLDR,True,-4.8845649049429,-5.725581927645229,-1.1412296511494877,-1.179793303268043,-4.8845649049429,-5.725581927645229,1.8715675078655494,1.4028424101091665,5.0
2020-04-29,BLK,False,-5.513849145082594,0.0,-2.4953100810454667,0.0,-5.513849145082594,,2.1466780774436063,,
2024-08-23,BOOT,False,-4.461232885563293,0.0,-1.7602472823637403,0.0,-4.461232885563293,,1.4690770992066902,,
2025-05-19,BOOT,False,-2.456993320520906,0.0,-0.48342263123556517,0.0,-2.456993320520906,,4.834150654304276,,
2021-06-01,BSY,True,5.153300875996347,3.6308850932423864,2.0991817247197178,1.636273342910382,5.153300875996347,3.6308850932423864,1.9464851109685146,2.0618869136278195,1.0
2026-02-24,BTG,False,-10.032346698825723,0.0,-1.0434932837088082,0.0,-10.032346698825723,,1.9319049793332284,,
2025-10-01,BTU,True,1.8470203780545313,-10.414446603494753,0.2915659208888468,-1.3127611459614879,1.8470203780545313,-10.414446603494753,3.7000499676644565,3.103726876665398,9.0
2026-04-14,BWXT,False,-3.3286361195853265,0.0,-1.586649883669012,0.0,-3.3286361195853265,,1.9877027681642494,,
2021-04-23,BYD,False,-4.15597605722986,0.0,-1.413959399751157,0.0,-4.15597605722986,,1.314122686727348,,
2020-06-04,CACC,True,-8.101921321958727,-8.003984959601784,-0.9518575407292146,-1.9650928901066567,-8.101921321958727,-8.003984959601784,3.3561742976025,3.8250498109351283,1.0
2020-07-15,CACC,False,5.930093903013112,0.0,1.6063456190997203,0.0,5.930093903013112,,1.2479830281380422,,
2020-12-16,CALY,False,16.392397717684016,0.0,5.568839204763463,0.0,16.392397717684016,,2.4376082803730763,,
2021-05-18,CALY,True,-8.403757688793434,-5.219333967858808,-2.649117126318653,-1.1312084860064646,-3.184423720934626,-5.219333967858808,2.602378205002017,2.6719438569168212,6.0
2026-01-29,CAMT,False,-8.978730586304684,0.0,-1.4178073699132447,0.0,-8.978730586304684,,2.336252510629772,,
2026-04-23,CAMT,False,-8.030361169746614,0.0,-1.8447299435182951,0.0,-8.030361169746614,,1.9876452350366378,,
2021-06-08,CAR,False,-5.523346097391302,0.0,-1.3869508738596095,0.0,-5.523346097391302,,1.5145631613942516,,
2025-05-19,CAR,False,52.69289337468999,0.0,7.590570863011849,0.0,52.69289337468999,,2.367160657917485,,
2024-03-18,CART,False,-0.6284717901285042,0.0,-0.1544504322072755,0.0,-0.6284717901285042,,2.2058474593431736,,
2025-04-14,CASY,True,-1.8871031493624346,-2.93112971303654,-0.6023270124726771,-1.3971718298807558,-1.8871031493624346,-2.93112971303654,1.6539399317028607,1.6477755337926447,1.0
2024-05-20,CAVA,True,11.917107992497078,8.597248084318743,2.839628209881485,1.791852938848382,11.917107992497078,8.597248084318743,1.7925025744583163,1.8594507760136754,4.0
2026-03-16,CAVA,False,-8.160938299967292,0.0,-1.4010593317387945,0.0,-8.160938299967292,,2.129242758651623,,
2026-04-17,CAVA,False,-4.137894089479055,0.0,-1.6531299250723046,0.0,-4.137894089479055,,2.0564704179160715,,
2022-05-17,CC,False,-4.907798873598113,0.0,-1.3547115933668157,0.0,-4.907798873598113,,2.6105143436072904,,
2022-05-26,CC,False,-5.886820484621714,0.0,-1.7151668347387612,0.0,-5.886820484621714,,1.7455056867335244,,
2026-04-10,CC,False,4.0189783493919995,0.0,1.3581233750424229,0.0,4.0189783493919995,,1.4116884956042253,,
2021-05-17,CCJ,True,-11.904787234868607,-6.555576783233041,-2.71903854661133,-1.3907623339428568,-5.3492104516355665,-6.555576783233041,1.8634477829200895,1.506269350679035,8.0
2021-11-08,CCJ,False,-6.346260508237711,0.0,-1.6103812629395362,0.0,-6.346260508237711,,1.7558927916799723,,
2024-12-05,CCJ,False,-6.1088067383070594,0.0,-1.9161415877937014,0.0,-6.1088067383070594,,1.3911840903990076,,
2026-01-02,CCJ,True,16.264805138514205,8.349647117459536,2.7483879615653732,2.9117639938409727,16.264805138514205,8.349647117459536,1.7626170300648796,2.433984687436801,4.0
2023-06-02,CCL,True,42.981392286377805,-5.014137488838621,17.935370404019118,-1.2512389729849194,42.981392286377805,-5.014137488838621,2.162567897439923,4.498384784825443,7.0
2026-06-12,CCL,False,-2.66231638952541,0.0,-0.6079213201686441,0.0,-2.66231638952541,,1.6348275846125417,,
2025-05-27,CDE,True,7.5816528611817535,0.7253355572722109,1.39976804085429,0.16548893326429923,7.5816528611817535,0.7253355572722109,2.4186692555519453,2.549498291794415,4.0
2025-08-06,CDE,True,86.48205148791853,58.30967936556708,38.93595327482139,14.729499222628283,86.48205148791853,58.30967936556708,1.6405609555209513,3.7635150735140974,2.0
2025-05-02,CDNS,False,-6.528201288576141,0.0,-3.1117759475546487,0.0,-6.528201288576141,,2.1933158423796026,,
2026-03-27,CE,False,-2.3717740555311173,0.0,-1.1305456331365085,0.0,-2.3717740555311173,,1.4130395578939765,,
2026-05-01,CE,False,-10.462327381805004,0.0,-3.2528450426291915,0.0,-10.462327381805004,,1.5126488902444126,,
2024-10-04,CEG,False,-8.323060606865972,0.0,-2.3308763876780874,0.0,-8.323060606865972,,3.635616010011727,,
2025-02-18,CEG,False,-5.159166565637685,0.0,-1.6631098845388352,0.0,-5.159166565637685,,1.1572566616102373,,
2025-11-24,CELC,False,-1.5909879909494107,0.0,-0.3501067474359214,0.0,-1.5909879909494107,,2.669054545635001,,
2023-08-30,CELH,False,-6.681330220873882,0.0,-2.0104422255930396,0.0,-6.681330220873882,,2.435094943246516,,
2024-02-16,CELH,True,18.12747232803842,23.316515310317353,5.624724961562018,7.659254856723834,-5.189042982278935,23.316515310317353,2.2454241110117708,2.343658175952386,6.0
2025-08-13,CELH,False,-0.9651670020877079,0.0,-0.4529087602164064,0.0,-0.9651670020877079,,3.4952954579391164,,
2025-12-23,CENX,True,16.087839311621586,3.2156753522504022,3.4884923877650484,0.5703058905624461,16.087839311621586,3.2156753522504022,3.725950601597773,3.691137865988466,7.0
2026-05-26,CENX,False,-4.631713278419691,0.0,-2.2077833293800633,0.0,-4.631713278419691,,1.4886186301604716,,
2021-02-24,CF,True,-9.858130599257475,-5.654820344163669,-2.341194330537733,-1.317847310148407,-4.203310255093806,-5.654820344163669,2.100007050052308,1.7788069375099973,8.0
2022-03-21,CF,False,-2.120732710831863,0.0,-0.5733107294348703,0.0,-2.120732710831863,,2.019518748158999,,
2026-05-12,CF,False,-5.879046313934333,0.0,-1.0852798066814582,0.0,-5.879046313934333,,1.3977180062200312,,
2020-11-24,CFG,False,-7.0315337221299785,0.0,-2.479964908765663,0.0,-7.0315337221299785,,2.5636000735521245,,
2020-04-29,CGNX,False,-4.454700842677795,0.0,-1.5428025662906717,0.0,-4.454700842677795,,3.589539241900392,,
2020-05-18,CGNX,False,-5.417369611339495,0.0,-2.0549928595818407,0.0,-5.417369611339495,,2.3815256726673835,,
2026-03-03,CGON,True,9.343434726481071,2.3932031285323285,1.1081210342389427,0.5278264685277401,9.343434726481071,2.3932031285323285,1.5207488053765865,1.725132745286958,6.0
2026-08-06,CGON,False,-0.879804423339714,0.0,-0.21438188248844578,0.0,-0.879804423339714,,0.922511597008863,,
2022-08-23,CHRD,False,-5.9220333284534465,0.0,-1.3600239098924523,0.0,-5.9220333284534465,,2.238289582551644,,
2020-06-01,CHWY,False,3.8949040965525983,0.0,1.5625111004987238,0.0,3.8949040965525983,,1.1349778178166194,,
