sym,entry,expiry,strike,entry_px,delta,dte,mark_cov,dark,ret_A,ret_B_day1p5,ret_C_day1p5,ret_B_day2p0,ret_C_day2p0,ret_B_day2p5,ret_C_day2p5,ret_B_day3p0,ret_C_day3p0,ret_B_cum1p5,ret_C_cum1p5,ret_B_cum2p0,ret_C_cum2p0,ret_B_cum2p5,ret_C_cum2p5,ret_B_cum3p0,ret_C_cum3p0,month
NRG,2021-06-28,2021-07-16,44.0,0.5565000119209289,0.2547999918460846,18,0.6153846153846154,False,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,-0.9218328844326443,2021-06
NRG,2022-05-16,2022-06-17,47.0,0.8065000119209289,0.289000004529953,32,0.782608695652174,False,-0.8840669393539429,-0.8840669393539429,-0.8840669558486218,-0.8840669393539429,-0.8840669558486218,-0.8840669393539429,-0.8840669558486218,-0.8840669393539429,-0.8840669558486218,0.789832592010498,0.789832592010498,-0.8840669393539429,-0.8840669558486218,-0.8840669393539429,-0.8840669558486218,-0.8840669393539429,-0.8840669558486218,2022-05
NRG,2022-05-17,2022-06-17,48.0,0.8065000119209289,0.2718999981880188,31,0.7727272727272727,False,-0.946063220500946,-0.946063220500946,-0.9460632360792539,-0.946063220500946,-0.9460632360792539,-0.946063220500946,-0.9460632360792539,-0.946063220500946,-0.9460632360792539,-0.946063220500946,-0.9460632360792539,-0.946063220500946,-0.9460632360792539,-0.946063220500946,-0.9460632360792539,-0.946063220500946,-0.9460632360792539,2022-05
NRG,2022-05-18,2022-06-17,49.0,0.8565000238418579,0.27709999680519104,30,0.7619047619047619,False,-0.9492118954658508,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,2022-05
NRG,2022-05-19,2022-06-17,49.0,0.8565000238418579,0.2874999940395355,29,0.75,False,-0.9492118954658508,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,-0.9492118954658508,-0.9492119094755684,2022-05
NRG,2023-06-27,2023-07-21,38.0,0.5565000119209289,0.31630000472068787,24,1.0,False,-0.831985592842102,-0.831985592842102,-0.7421383595929665,-0.831985592842102,-0.7421383595929665,-0.831985592842102,-0.7421383595929665,-0.831985592842102,-0.7421383595929665,0.9649595022201538,0.9649595022201538,-0.831985592842102,-0.7421383595929665,-0.831985592842102,-0.7421383595929665,-0.831985592842102,-0.7421383595929665,2023-06
NRG,2024-05-10,2024-06-21,90.0,1.8565000238418579,0.3046000003814697,42,0.8214285714285714,False,-0.8957716226577759,0.019929885864257812,0.019929885864257812,-0.8957716226577759,-0.9496364124485027,-0.8957716226577759,-0.9496364124485027,-0.8957716226577759,-0.9496364124485027,-0.8957716226577759,-0.9496364124485027,-0.8957716226577759,-0.9496364124485027,-0.8957716226577759,-0.9496364124485027,-0.8957716226577759,-0.9496364124485027,2024-05
NRG,2025-01-16,2025-02-21,115.0,2.056499952316284,0.266400009393692,36,0.9583333333333334,False,-0.7600291967391968,0.8932653665542603,0.8932653665542603,-0.7600291967391968,-0.9302212451797838,-0.7600291967391968,-0.9302212451797838,-0.7600291967391968,-0.9302212451797838,0.6015074253082275,0.6015074253082275,-0.7600291967391968,-0.9302212451797838,-0.7600291967391968,-0.9302212451797838,-0.7600291967391968,-0.9302212451797838,2025-01
NRG,2025-01-21,2025-02-21,120.0,2.6565000953674316,0.3091999888420105,31,0.9090909090909091,False,-0.9083380699157715,-0.9083380699157715,-1.0,-0.9083380699157715,-1.0,-0.9083380699157715,-1.0,-0.9083380699157715,-1.0,-0.9083380699157715,-1.0,-0.9083380699157715,-1.0,-0.9083380699157715,-1.0,-0.9083380699157715,-1.0,2025-01
NRG,2025-05-13,2025-06-20,175.0,3.2065000476837158,0.2467000037431717,38,0.6923076923076923,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-05
NRG,2025-05-16,2025-06-20,170.0,3.806499952316284,0.314300000667572,35,0.8260869565217391,False,-0.9885721802711487,-0.9885721802711487,-0.9885721788283255,-0.9885721802711487,-0.9885721788283255,-0.9885721802711487,-0.9885721788283255,-0.9885721802711487,-0.9885721788283255,-0.9885721802711487,-0.9885721788283255,-0.9885721802711487,-0.9885721788283255,-0.9885721802711487,-0.9885721788283255,-0.9885721802711487,-0.9885721788283255,2025-05
NRG,2025-10-29,2025-12-05,200.0,6.206499809265137,0.2732999920845032,37,1.0,False,-0.807701587677002,-0.807701587677002,-1.0,-0.807701587677002,-1.0,-0.807701587677002,-1.0,-0.807701587677002,-1.0,-0.807701587677002,-1.0,-0.807701587677002,-1.0,-0.807701587677002,-1.0,-0.807701587677002,-1.0,2025-10
NTR,2020-11-24,2020-12-24,51.0,1.2565,0.2849000096321106,30,0.8095238095238095,False,-1.0051730871200562,-1.0051730871200562,-1.0,-1.0051730871200562,-1.0,-1.0051730871200562,-1.0,-1.0051730871200562,-1.0,-0.089932382106781,-0.089932382106781,-1.0051730871200562,-1.0,-1.0051730871200562,-1.0,-1.0051730871200562,-1.0,2020-11
NTR,2020-12-04,2021-01-08,53.5,0.8065000119209289,0.2542000114917755,35,0.5652173913043478,False,-1.0080595016479492,-1.0080595016479492,-1.0,-1.0080595016479492,-1.0,-1.0080595016479492,-1.0,-1.0080595016479492,-1.0,-1.0080595016479492,-1.0,-1.0080595016479492,-1.0,-1.0080595016479492,-1.0,-1.0080595016479492,-1.0,2020-12
NTR,2022-02-25,2022-04-01,85.0,4.906500095367432,0.32260000705718994,35,0.56,False,1.5463160617883167,-0.32874757051467896,-0.32874757051467896,1.5463160617883167,1.5463160617883167,1.5463160617883167,1.5463160617883167,1.5463160617883167,1.5463160617883167,-0.32874757051467896,-0.32874757051467896,0.07887506484985352,0.07887506484985352,0.07887506484985352,0.07887506484985352,0.2623051404953003,0.2623051404953003,2022-02
NTR,2022-02-28,2022-04-01,90.0,2.0065,0.31139999628067017,32,0.5833333333333334,False,3.9805631696984793,2.0867180824279785,2.0867180824279785,3.9805631696984793,3.9805631696984793,3.9805631696984793,3.9805631696984793,3.9805631696984793,3.9805631696984793,2.0867180824279785,2.0867180824279785,2.0867180824279785,2.0867180824279785,2.0867180824279785,2.0867180824279785,2.0867180824279785,2.0867180824279785,2022-02
NTR,2022-03-04,2022-04-14,105.0,2.2065000476837158,0.2662999927997589,41,0.9655172413793104,False,0.991162474698122,1.081803798675537,1.081803798675537,0.991162474698122,0.991162474698122,0.991162474698122,0.991162474698122,0.991162474698122,0.991162474698122,1.081803798675537,1.081803798675537,1.081803798675537,1.081803798675537,0.8552005290985107,0.8552005290985107,0.8098798990249634,0.8098798990249634,2022-03
NTR,2022-03-07,2022-04-08,110.0,2.7065000476837158,0.28369998931884766,32,0.9166666666666666,False,-0.9839275817555273,-0.09717345237731934,-0.09717345237731934,-0.9839275817555273,-0.9839275817555273,-0.9839275817555273,-0.9839275817555273,-0.9839275817555273,-0.9839275817555273,-0.300387978553772,-0.300387978553772,-0.09717345237731934,-0.09717345237731934,-0.9839275817555273,-0.9839275817555273,-0.9839275817555273,-0.9839275817555273,2022-03
NTR,2022-03-10,2022-04-14,115.0,2.2565,0.23999999463558197,35,0.96,False,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223677635193,-0.9807223677635193,-1.0,-1.0,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,-0.9807223573033201,2022-03
NTR,2022-03-21,2022-04-29,115.0,2.8564999046325683,0.2721000015735626,39,0.8214285714285714,False,-0.932259738445282,-0.932259738445282,-0.9322597551407508,-0.932259738445282,-0.9322597551407508,-0.932259738445282,-0.9322597551407508,-0.932259738445282,-0.9322597551407508,-0.05706280469894409,-0.05706280469894409,-0.932259738445282,-0.9322597551407508,-0.932259738445282,-0.9322597551407508,-0.932259738445282,-0.9322597551407508,2022-03
NTR,2023-02-01,2023-03-10,91.0,1.4565000476837158,0.26269999146461487,37,0.4230769230769231,False,-0.8671472668647766,-0.8671472668647766,-1.0,-0.8671472668647766,-0.9701338830614963,-0.8671472668647766,-0.9701338830614963,-0.8671472668647766,-0.9701338830614963,-0.8671472668647766,-0.9701338830614963,-0.8671472668647766,-0.9701338830614963,-0.8671472668647766,-0.9701338830614963,-0.8671472668647766,-0.9701338830614963,2023-02
NTR,2023-02-02,2023-03-10,91.0,1.5065,0.2669999897480011,36,0.4,False,-0.8715565800666809,-0.8715565800666809,-1.0,-0.8715565800666809,-0.9711251239661082,-0.8715565800666809,-0.9711251239661082,-0.8715565800666809,-0.9711251239661082,-0.8715565800666809,-0.9711251239661082,-0.8715565800666809,-0.9711251239661082,-0.8715565800666809,-0.9711251239661082,-0.8715565800666809,-0.9711251239661082,2023-02
NTR,2025-04-24,2025-05-23,57.0,0.8065000119209289,0.2775000035762787,29,0.9047619047619048,False,2.091754449030893,2.091754449030893,2.091754449030893,2.091754449030893,2.091754449030893,2.091754449030893,2.091754449030893,2.091754449030893,2.091754449030893,1.2858028411865234,1.2858028411865234,0.9758213758468628,0.9758213758468628,1.0998139381408691,1.0998139381408691,2.09175443649292,2.09175443649292,2025-04
NTR,2025-04-28,2025-05-30,60.0,0.7565,0.2468000054359436,32,0.9565217391304348,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5459352731704712,-0.5459352731704712,-0.1493721604347229,-0.1493721604347229,-1.0,-1.0,-1.0,-1.0,2025-04
NTR,2025-04-29,2025-05-30,60.0,0.906499976158142,0.28850001096725464,31,0.9545454545454546,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5659128427505493,-0.5659128427505493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-04
OKTA,2019-11-19,2019-12-27,140.0,3.1064999046325683,0.27160000801086426,38,0.46153846153846156,False,-0.7928537130355835,-0.7928537130355835,-1.0,-0.7928537130355835,-1.0,-0.7928537130355835,-1.0,-0.7928537130355835,-1.0,-0.7928537130355835,-1.0,-0.7928537130355835,-1.0,-0.7928537130355835,-1.0,-0.7928537130355835,-1.0,2019-11
OKTA,2020-01-30,2020-03-06,145.0,3.5065,0.2994999885559082,36,0.96,False,-0.7309283018112183,-0.7309283018112183,-0.9448167680079189,-0.7309283018112183,-0.9448167680079189,-0.7309283018112183,-0.9448167680079189,-0.7309283018112183,-0.9448167680079189,0.13888490200042725,0.13888490200042725,-0.7309283018112183,-0.9448167680079189,-0.7309283018112183,-0.9448167680079189,-0.7309283018112183,-0.9448167680079189,2020-01
OKTA,2020-06-01,2020-07-02,225.0,4.806500190734863,0.2752000093460083,31,0.8695652173913043,False,-0.9493394494056702,-0.9493394494056702,-0.9222927326723929,-0.9493394494056702,-0.9222927326723929,-0.9493394494056702,-0.9222927326723929,-0.9493394494056702,-0.9222927326723929,-0.9493394494056702,-0.9222927326723929,-0.9493394494056702,-0.9222927326723929,-0.9493394494056702,-0.9222927326723929,-0.9493394494056702,-0.9222927326723929,2020-06
OKTA,2020-06-25,2020-07-31,225.0,4.806500190734863,0.2639999985694885,36,0.96,False,-0.41880786418914795,-0.41880786418914795,-0.7766566107737494,-0.41880786418914795,-0.7766566107737494,-0.41880786418914795,-0.7766566107737494,-0.41880786418914795,-0.7766566107737494,0.6318527460098267,0.6318527460098267,-0.41880786418914795,-0.7766566107737494,-0.41880786418914795,-0.7766566107737494,-0.41880786418914795,-0.7766566107737494,2020-06
OKTA,2020-07-01,2020-08-07,235.0,5.406500095367432,0.2565999925136566,37,0.9230769230769231,False,-0.5868861675262451,-0.5868861675262451,-0.9087209856108471,-0.5868861675262451,-0.9087209856108471,-0.5868861675262451,-0.9087209856108471,-0.5868861675262451,-0.9087209856108471,-0.5868861675262451,-0.9087209856108471,-0.5868861675262451,-0.9087209856108471,-0.5868861675262451,-0.9087209856108471,-0.5868861675262451,-0.9087209856108471,2020-07
OKTA,2020-07-08,2020-08-07,240.0,5.306500190734863,0.27889999747276306,30,0.9090909090909091,False,-0.675209641456604,-0.675209641456604,-0.9559973643187138,-0.675209641456604,-0.9559973643187138,-0.675209641456604,-0.9559973643187138,-0.675209641456604,-0.9559973643187138,-0.675209641456604,-0.9559973643187138,-0.675209641456604,-0.9559973643187138,-0.675209641456604,-0.9559973643187138,-0.675209641456604,-0.9559973643187138,2020-07
OKTA,2020-09-02,2020-10-09,265.0,7.156500095367432,0.26669999957084656,37,0.23076923076923078,False,-0.7451967000961304,-0.7451967000961304,-0.9743589750338161,-0.7451967000961304,-0.9743589750338161,-0.7451967000961304,-0.9743589750338161,-0.7451967000961304,-0.9743589750338161,-0.7451967000961304,-0.9743589750338161,-0.7451967000961304,-0.9743589750338161,-0.7451967000961304,-0.9743589750338161,-0.7451967000961304,-0.9743589750338161,2020-09
OKTA,2020-11-30,2020-12-31,270.0,6.356499904632568,0.287200003862381,31,0.9545454545454546,False,-0.8374105095863342,-0.8374105095863342,-0.46613699197769165,-0.8374105095863342,-0.9931566111228357,-0.8374105095863342,-0.9931566111228357,-0.8374105095863342,-0.9931566111228357,-0.8374105095863342,0.40698492527008057,-0.8374105095863342,0.40698492527008057,-0.8374105095863342,0.5485724210739136,-0.8374105095863342,1.6498074531555176,2020-11
OKTA,2020-12-17,2021-01-22,300.0,6.306500190734863,0.26440000534057617,36,0.6956521739130435,False,-0.8345358371734619,-0.8345358371734619,-0.9899310238044052,-0.8345358371734619,-0.9899310238044052,-0.8345358371734619,-0.9899310238044052,-0.8345358371734619,-0.9899310238044052,-0.8345358371734619,-0.9899310238044052,-0.8345358371734619,-0.9899310238044052,-0.8345358371734619,-0.9899310238044052,-0.8345358371734619,-0.9899310238044052,2020-12
OKTA,2020-12-21,2021-01-29,305.0,9.0065,0.27790001034736633,39,0.7307692307692307,False,-0.8519402742385864,-0.8519402742385864,-0.9762948982614882,-0.8519402742385864,-0.9762948982614882,-0.8519402742385864,-0.9762948982614882,-0.8519402742385864,-0.9762948982614882,-0.8519402742385864,-0.9762948982614882,-0.8519402742385864,-0.9762948982614882,-0.8519402742385864,-0.9762948982614882,-0.8519402742385864,-0.9762948982614882,2020-12
OKTA,2020-12-22,2021-01-29,315.0,7.856499904632568,0.2831000089645386,38,0.56,False,-0.8862724900245667,-0.8862724900245667,-0.9919175203883627,-0.8862724900245667,-0.9919175203883627,-0.8862724900245667,-0.9919175203883627,-0.8862724900245667,-0.9919175203883627,-0.8862724900245667,-0.9919175203883627,-0.8862724900245667,-0.9919175203883627,-0.8862724900245667,-0.9919175203883627,-0.8862724900245667,-0.9919175203883627,2020-12
OKTA,2023-09-05,2023-10-13,95.0,1.5364999713897705,0.26429998874664307,38,0.6785714285714286,False,-0.848031222820282,-0.848031222820282,-1.0,-0.848031222820282,-0.9977220957750381,-0.848031222820282,-0.9977220957750381,-0.848031222820282,-0.9977220957750381,-0.848031222820282,-0.9977220957750381,-0.848031222820282,-0.9977220957750381,-0.848031222820282,-0.9977220957750381,-0.848031222820282,-0.9977220957750381,2023-09
OKTA,2023-09-11,2023-10-13,97.0,1.3365000429153442,0.2597000002861023,32,0.5,False,-0.8851478099822998,-0.8851478099822998,-1.0,-0.8851478099822998,-0.9898989905578175,-0.8851478099822998,-0.9898989905578175,-0.8851478099822998,-0.9898989905578175,-0.8851478099822998,-0.9898989905578175,-0.8851478099822998,-0.9898989905578175,-0.8851478099822998,-0.9898989905578175,-0.8851478099822998,-0.9898989905578175,2023-09
OKTA,2024-02-15,2024-03-22,105.0,2.5964999141693115,0.2524999976158142,36,0.36,False,-0.5827074646949768,-0.5827074646949768,1.1927595138549805,-0.5827074646949768,1.1927595138549805,-0.5827074646949768,1.1927595138549805,-0.5827074646949768,1.1927595138549805,-0.5827074646949768,1.1927595138549805,-0.5827074646949768,1.1927595138549805,-0.5827074646949768,1.1927595138549805,-0.5827074646949768,1.1927595138549805,2024-02
OLLI,2020-05-26,2020-06-19,100.0,2.1064999046325683,0.24779999256134033,24,0.9444444444444444,False,0.5160219284418863,0.5160219284418863,0.5160219284418863,0.5160219284418863,0.5160219284418863,0.5160219284418863,0.5160219284418863,0.5160219284418863,0.5160219284418863,-0.5046285390853882,-0.5046285390853882,0.08877289295196533,0.08877289295196533,0.5160219669342041,0.5160219669342041,0.5160219669342041,0.5160219669342041,2020-05
OLLI,2020-05-27,2020-06-19,100.0,2.3564999046325683,0.2678999900817871,23,0.9411764705882353,False,0.35518785356439664,0.35518785356439664,0.35518785356439664,0.35518785356439664,0.35518785356439664,0.35518785356439664,0.35518785356439664,0.35518785356439664,0.35518785356439664,-0.026734530925750732,-0.026734530925750732,-0.026734530925750732,-0.026734530925750732,0.35518789291381836,0.35518789291381836,0.35518789291381836,0.35518789291381836,2020-05
OLLI,2022-06-24,2022-07-15,67.5,1.5065,0.30869999527931213,21,1.0,False,-0.440092914807927,-0.440092914807927,-0.440092914807927,-0.440092914807927,-0.440092914807927,-0.440092914807927,-0.440092914807927,-0.440092914807927,-0.440092914807927,1.5180883407592773,1.5180883407592773,1.5180883407592773,1.5180883407592773,-0.440092914807927,-0.440092914807927,-0.440092914807927,-0.440092914807927,2022-06
OLLI,2022-07-07,2022-08-19,80.0,2.0065,0.25589999556541443,43,0.4838709677419355,False,-0.9534014463424683,-0.9534014463424683,-1.0032395124435425,-0.9534014463424683,-1.0,-0.9534014463424683,-1.0,-0.9534014463424683,-1.0,-0.9534014463424683,-1.0,-0.9534014463424683,-1.0,-0.9534014463424683,-1.0,-0.9534014463424683,-1.0,2022-07
OLLI,2022-11-28,2023-01-20,72.5,1.9565000476837158,0.26030001044273376,53,0.3055555555555556,False,-0.6455405354499817,-0.6455405354499817,-1.0033222436904907,-0.6455405354499817,-1.0,-0.6455405354499817,-1.0,-0.6455405354499817,-1.0,-0.6455405354499817,-1.0,-0.6455405354499817,-1.0,-0.6455405354499817,-1.0,-0.6455405354499817,-1.0,2022-11
OLLI,2023-04-19,2023-05-19,67.5,0.956499988079071,0.2736000120639801,30,0.9545454545454546,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4568740129470825,0.4568740129470825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2023-04
OLLI,2023-04-20,2023-05-19,67.5,1.156499976158142,0.2904999852180481,29,0.9523809523809523,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29139649868011475,0.29139649868011475,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2023-04
OLLI,2024-02-20,2024-03-15,85.0,1.1065000238418579,0.25440001487731934,24,0.6111111111111112,False,-0.9606868624687195,-0.9606868624687195,-0.960686850603019,-0.9606868624687195,-0.960686850603019,-0.9606868624687195,-0.960686850603019,-0.9606868624687195,-0.960686850603019,-0.9606868624687195,-0.960686850603019,-0.9606868624687195,-0.960686850603019,-0.9606868624687195,-0.960686850603019,-0.9606868624687195,-0.960686850603019,2024-02
OLLI,2024-02-23,2024-03-15,87.5,1.0564999523162841,0.25440001487731934,21,0.4,False,-0.9588263034820557,-0.9588263034820557,-0.9588263107350946,-0.9588263034820557,-0.9588263107350946,-0.9588263034820557,-0.9588263107350946,-0.9588263034820557,-0.9588263107350946,-0.9588263034820557,-0.9588263107350946,-0.9588263034820557,-0.9588263107350946,-0.9588263034820557,-0.9588263107350946,-0.9588263034820557,-0.9588263107350946,2024-02
OLLI,2024-06-18,2024-07-19,105.0,1.4565000476837158,0.2623000144958496,31,0.9047619047619048,False,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.5238586068153381,-0.5238586068153381,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,-0.867147273158036,2024-06
OLLI,2025-05-16,2025-06-20,130.0,2.9565000476837158,0.287200003862381,35,0.6521739130434783,False,-0.6808726787567139,-0.6808726787567139,-0.9852866565048296,-0.6808726787567139,-0.9852866565048296,-0.6808726787567139,-0.9852866565048296,-0.6808726787567139,-0.9852866565048296,-0.6808726787567139,-0.9852866565048296,-0.6808726787567139,-0.9852866565048296,-0.6808726787567139,-0.9852866565048296,-0.6808726787567139,-0.9852866565048296,2025-05
OLLI,2025-06-23,2025-07-18,135.0,2.806499952316284,0.3361999988555908,25,0.9444444444444444,False,-1.0,-1.0,-0.9845002667079483,-1.0,-0.9845002667079483,-1.0,-0.9845002667079483,-1.0,-0.9845002667079483,-1.0,-0.9845002667079483,-1.0,-0.9845002667079483,-1.0,-0.9845002667079483,-1.0,-0.9845002667079483,2025-06
OLLI,2025-06-24,2025-07-18,140.0,1.5065,0.2190999984741211,24,0.7058823529411765,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-06
ON,2019-11-04,2019-12-20,23.0,0.6065000238418579,0.3336000144481659,46,0.9393939393939394,False,-0.8458367586135864,-0.8458367586135864,-0.6809563636779785,-0.8458367586135864,0.3083264315383285,-0.8458367586135864,0.3083264315383285,-0.8458367586135864,0.3083264315383285,-0.8458367586135864,-0.18631500005722046,-0.8458367586135864,-0.18631500005722046,-0.8458367586135864,0.06100571155548096,-0.8458367586135864,-1.0,2019-11
ON,2020-06-05,2020-07-17,23.0,0.5065,0.2354000061750412,42,0.896551724137931,False,-0.8153997659683228,-0.8153997659683228,-0.9141164842150877,-0.8153997659683228,-0.9141164842150877,-0.8153997659683228,-0.9141164842150877,-0.8153997659683228,-0.9141164842150877,-0.8153997659683228,-0.9141164842150877,-0.8153997659683228,-0.9141164842150877,-0.8153997659683228,-0.9141164842150877,-0.8153997659683228,-0.9141164842150877,2020-06
ON,2020-07-09,2020-08-21,24.0,0.8565000238418579,0.29660001397132874,43,0.8709677419354839,False,-0.7157034873962402,-0.7157034873962402,-0.7157034873962402,-0.7157034873962402,-1.0,-0.7157034873962402,-1.0,-0.7157034873962402,-1.0,-0.7157034873962402,-0.7157034873962402,-0.7157034873962402,-1.0,-0.7157034873962402,-1.0,-0.7157034873962402,-1.0,2020-07
ON,2020-09-04,2020-10-16,26.0,0.706499988079071,0.28940001130104065,42,0.7931034482758621,False,-0.5845718383789062,-0.5845718383789062,-1.0092003345489502,-0.5845718383789062,-0.1599433422088623,-0.5845718383789062,-0.1599433422088623,-0.5845718383789062,-0.1599433422088623,-0.5845718383789062,-0.1599433422088623,-0.5845718383789062,-0.1599433422088623,-0.5845718383789062,-0.1599433422088623,-0.5845718383789062,-0.1599433422088623,2020-09
ON,2020-10-09,2020-11-20,30.0,0.8565000238418579,0.2797999978065491,42,0.9,False,-0.8324576616287231,-0.8324576616287231,-0.9492119094755684,-0.8324576616287231,-0.9492119094755684,-0.8324576616287231,-0.9492119094755684,-0.8324576616287231,-0.9492119094755684,-0.8324576616287231,-0.8324576616287231,-0.8324576616287231,-0.8908348083496094,-0.8324576616287231,-0.8908348083496094,-0.8324576616287231,-0.9492119094755684,2020-10
ON,2021-11-16,2021-12-03,65.0,1.0065,0.29330000281333923,17,1.0,False,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,-0.8077496244607727,2021-11
ON,2021-11-17,2021-12-23,70.0,0.8565000238418579,0.20999999344348907,36,0.88,False,-0.9492118954658508,-0.9492118954658508,-0.8908347940602279,-0.9492118954658508,-0.8908347940602279,-0.9492118954658508,-0.8908347940602279,-0.9492118954658508,-0.8908347940602279,-0.9492118954658508,-1.0,-0.9492118954658508,-0.8908347940602279,-0.9492118954658508,-0.8908347940602279,-0.9492118954658508,-0.8908347940602279,2021-11
ON,2022-01-04,2022-02-04,78.0,1.8565000238418579,0.27869999408721924,31,0.4090909090909091,False,-0.9227039813995361,-0.9227039813995361,-1.0,-0.9227039813995361,-0.8149744198070661,-0.9227039813995361,-0.8149744198070661,-0.9227039813995361,-0.8149744198070661,-0.9227039813995361,-0.8149744198070661,-0.9227039813995361,-0.8149744198070661,-0.9227039813995361,-0.8149744198070661,-0.9227039813995361,-0.8149744198070661,2022-01
ON,2022-08-12,2022-09-09,78.0,1.656499976158142,0.2694999873638153,28,0.7894736842105263,False,-0.9133715629577637,0.17325687408447266,0.17325687408447266,-0.9133715629577637,-0.9737398120306974,-0.9133715629577637,-0.9737398120306974,-0.9133715629577637,-0.9737398120306974,0.3845456838607788,0.3845456838607788,-0.9133715629577637,-0.9737398120306974,-0.9133715629577637,-0.9737398120306974,-0.9133715629577637,-0.9737398120306974,2022-08
ON,2022-08-18,2022-09-23,80.0,2.5065,0.3310999870300293,36,0.84,False,-0.723319411277771,-0.723319411277771,-1.0,-0.723319411277771,-1.0,-0.723319411277771,-1.0,-0.723319411277771,-1.0,-0.723319411277771,-1.0,-0.723319411277771,-1.0,-0.723319411277771,-1.0,-0.723319411277771,-1.0,2022-08
