ticker,date,index,kind,ext,adr,r1,r3,r5,r10,overnight
ON,2022-06-17,SP500,rebalance,-2.0513607494600423,4.773689732731838,-0.9721660892749728,-3.7933623684689333,3.2596246937007356,-9.836065454563435,1.4677858772429442
KDP,2022-06-17,SP500,rebalance,-1.2743836183023378,2.081666616195841,1.7175932813854544,2.503642661015837,4.483260712807846,6.119514684176286,-0.4658124987945933
VICI,2022-06-07,SP500,replacement,1.8944343360404654,3.122935270172861,-2.0242916217553586,-6.758013371964067,-12.39490142850439,-7.700657805731536,-0.8097126499275631
WBD,2022-04-08,SP500,replacement,-0.803852364689093,4.730816254056811,1.4326663000310047,6.426523435169984,-1.1052003863727733,-11.993451774763287,-1.4326663000310158
CPT,2022-04-01,SP500,replacement,1.4449630188953366,2.224157170844602,-1.5209774043351887,2.1037282055511586,-1.975516989444026,-4.965039742144672,0.2156168145411197
MOH,2022-03-01,SP500,replacement,0.4781775905165907,3.6099990215463764,-1.0805422163738143,3.767474610760968,-1.0613048309517148,5.094903130077211,1.0003831821022935
AZN,2022-02-18,NDX,replacement,1.011150674999691,2.010179224129922,1.587031679176798,-1.2839479326959058,3.3860997697021444,-4.052003248570046,3.2408870003057144
NDSN,2022-02-14,SP500,replacement,-1.4280096323362652,2.922746500958464,3.520743296709017,3.048017618294674,2.601299995615647,0.7331915941556799,1.508233906706602
ODFL,2022-01-21,NDX,rebalance,-3.4627404443389755,2.7299958276973446,4.123854607844213,-1.5969906647850585,-1.1185788238152194,4.302406304116957,-0.6131821156724171
WTW,2022-01-07,SP500,other,-0.8059610702892724,1.7657773970707094,0.4577634792347851,0.9544023177692207,-1.053714689294205,-0.31091889522317784,-1.2005524521992772
PANW,2021-12-17,NDX,rebalance,0.16807241913606172,4.210006410425827,-0.10374675602501382,4.6440553713231525,7.205646103106922,2.654017304941636,-1.9051582818017443
DDOG,2021-12-17,NDX,rebalance,-0.20822471430444411,6.976479089006069,-3.396802218442796,5.59472779077741,7.822048232335321,-3.7200292047620764,-3.7376589524414694
ZS,2021-12-17,NDX,rebalance,-0.39894903584701524,6.606913094001509,0.35097167361697323,5.6220733174640936,8.206783196763157,-0.9971491434417334,-2.1058100216416853
SEDG,2021-12-17,SP500,rebalance,-1.4214193694173816,6.060202328205011,-10.55565868363747,-1.6756088750630393,-1.1251514389220008,-2.215680720529667,-6.965551217602217
FTNT,2021-12-17,NDX,rebalance,0.5338830255952541,4.830855222574749,-0.9885211697247209,4.292611499307575,10.13689281858059,-0.2126805462091652,-3.049449598241516
FDS,2021-12-17,SP500,rebalance,0.8694645036157934,2.2456351364938407,-0.454443490882217,0.9109596148463295,2.6420431514053044,0.6129421597421025,-0.3762402725230318
ABNB,2021-12-17,NDX,rebalance,-1.6815248428212368,5.528722277524839,-0.43063005433485735,7.206629953840005,8.720149891919737,9.353421994262124,-4.2745866908112
EPAM,2021-12-13,SP500,replacement,1.3261236392591798,4.354343678050062,-3.1927000171076636,-7.192703581204385,-9.046711051551092,-0.4087573420392343,-1.4598540145985384
MTCH,2021-09-17,SP500,rebalance,0.8917766836463542,3.5974419967737816,-3.6145801676103373,-2.220945679100994,2.3991549194640083,0.9482074654511674,-0.7508909426048871
BRO,2021-09-17,SP500,rebalance,-0.3935691469077332,1.557590129016937,-1.1752367819579779,0.6840980200023772,1.9119449248913734,1.0348945810879862,-1.9821111248831902
TECH,2021-08-27,SP500,replacement,1.217286563863896,2.5051008666402774,2.1878133806154887,2.0888372212424233,3.6524423023297725,1.5312668979936994,1.2625824449032041
CRWD,2021-08-25,NDX,replacement,2.0202822957818722,3.8758451859152347,3.248144079137738,6.0629611545138795,-0.011110658998847445,-1.7925912362557916,-0.1555605287905104
HON,2021-07-20,NDX,replacement,1.624495281522244,1.5866139425161452,0.9535963081788834,-0.14805217455557962,0.3048172599697807,1.3019257701876619,-0.2002825246723683
MRNA,2021-07-20,SP500,replacement,4.088925948772312,5.835761380679743,4.483779449245717,13.503400843783808,6.888365715252598,25.7638455903622,-2.8698718615167373
CRL,2021-05-13,SP500,replacement,-0.5880762054014744,2.6051115038264636,2.510824371015241,-0.4080862025300114,1.772531157380608,3.4858733687389565,0.4984192197326376
PTC,2021-04-19,SP500,replacement,-0.3848668180496467,2.931136884057294,1.7095846476938847,3.9127332627296063,6.46637559999621,-6.831189444410912,0.1359101840190169
NXPI,2021-03-19,SP500,rebalance,1.4201520229988833,4.721091898494109,-0.811701460551506,-7.305471309706457,-1.50465449702738,6.266095863983656,0.5296207109342754
PENN,2021-03-19,SP500,rebalance,-0.22389216391905314,8.355281216071132,-3.5869463968256188,-11.340210340393709,-9.193150432844789,-8.971633434675075,1.1076044917287309
GNRC,2021-03-19,SP500,rebalance,-0.5816864877699895,5.838945379773083,2.6502653450604097,-2.8629388018872715,3.4060803899476078,6.350817443317358,1.429831838291884
CZR,2021-03-19,SP500,rebalance,-0.5234785844142904,6.129411988386224,-0.951632867247254,-7.187637920824274,-2.004031484150426,0.9628309597961238,-0.35826208678633176
TRMB,2021-01-20,SP500,other,1.366363313089399,3.050266713413101,-1.5541873968210385,-0.7840906930143943,-6.678796927133623,-1.1481373786715765,1.9322387541204744
ENPH,2021-01-06,SP500,replacement,3.347562918738329,6.5340778172225695,5.103741456788913,-0.8358797159095377,0.1524228297527852,4.282619355868733,3.176315911094796
AEP,2020-12-18,NDX,rebalance,-0.5732559001208622,1.982953493728501,-1.4047529157844796,-3.0976042995337294,-2.413221336301119,-2.2331626070649535,-0.6963891460873395
MRVL,2020-12-18,NDX,rebalance,2.3593525737441174,2.789264065089203,-0.5472675122730863,-2.1911057824513525,-0.9898425113988751,0.3378906945807225,-1.094517110552451
MTCH,2020-12-18,NDX,rebalance,2.024250262855505,3.7239888567180817,-0.5932833235836377,-1.0833646594580415,-3.2178933184553005,-3.0825009192868236,-1.812087353972014
OKTA,2020-12-18,NDX,rebalance,2.1242695763891692,4.603413528571147,1.3722861630665495,0.2612087345775782,-3.3332098303855417,-8.189542219482703,-0.29800138547851907
PTON,2020-12-18,NDX,rebalance,2.758103770319919,5.634252984547886,3.25372080299815,16.3901593028968,8.824368321688114,6.214246759853226,1.3980276617934662
TEAM,2020-12-18,NDX,rebalance,2.5216122639874055,3.431176761822654,0.16547084677103197,-2.7847259385251455,-6.449267820754489,-5.391880166345309,-0.4399048927518634
KDP,2020-10-16,NDX,rebalance,1.519961811705876,2.1457972857252425,-1.8816693227773795,-2.0161092169598827,-1.8481075276037928,-9.610206580706071,-0.2015609646681238
POOL,2020-10-06,SP500,replacement,1.016807268414541,2.8350587169409023,1.1066522916441501,5.6522424551291195,7.310729094260693,8.420445620322003,0.31703423249800355
ETSY,2020-09-18,SP500,rebalance,-0.5954819295723268,5.436542845053527,3.8120824485283755,2.9888110406180113,5.843399355075496,17.789713541666675,-1.1812077806033328
TER,2020-09-18,SP500,rebalance,-1.5677699329777774,3.2651775053677903,0.7201854707433508,-1.2570352160479747,1.7677028994871335,2.9462021453354748,-1.8331694300583679
MRNA,2020-07-17,NDX,rebalance,4.559146363097515,7.8532537330173815,-12.830783726650008,-12.256194187680213,-22.81497073039248,-21.876647689837803,-7.3695287045014375
BIO,2020-06-19,SP500,rebalance,-0.4260593120954832,3.263506753355516,1.0023008374508091,-4.323386670673013,-4.294628734640682,2.98699005558809,-0.15487691448076157
TDY,2020-06-19,SP500,other,-1.9017049093072973,3.4293083174100314,1.4580779069640393,-4.149922819441231,-6.788799097127707,-5.040967259945173,-0.3614056322079007
TYL,2020-06-19,SP500,rebalance,-1.3360984507668043,3.472327137370692,1.5275641392574535,1.5785870473617347,2.274846878613368,5.780141730300281,0.10504069880594713
DOCU,2020-06-19,NDX,rebalance,1.6040298282680976,6.002878040982882,4.262176285996322,1.5425632024589575,10.011153416812713,18.114239762635176,1.8027528776599855
WST,2020-05-21,SP500,rebalance,1.546126037467037,3.545443334886776,0.1990208819115491,-4.610958990457947,2.37889094456456,-2.5068990599734664,0.8198138785686648
DPZ,2020-05-11,SP500,rebalance,1.246341087681624,3.3421214293946364,0.11920556894560175,-0.39205583052777104,-3.441143837389493,-4.590825121198206,0.8238609421279186
DXCM,2020-05-11,SP500,replacement,4.28720104759738,5.132981043194623,-2.506170003253394,-4.34545239109897,-1.6422971213990722,-9.391014377795114,-0.2515657858942921
ZM,2020-04-29,NDX,rebalance,0.05970997619220928,8.823556130015193,-7.721189164717734,-2.075364128073409,2.123157223554495,14.104317493658414,-4.430632457449512
DXCM,2020-04-17,NDX,rebalance,2.3946445307602175,7.908015605575626,-0.04019940793632548,-0.8565210469850815,2.7953026331272834,5.602967056019015,-0.16388336094604883
HWM,2020-03-31,SP500,other,-1.5049355343870119,10.862881711889065,7.178079357477807,1.819160453516222,-1.6722522393912143,-7.680718013896537,25.04109129315615
IR,2020-02-28,SP500,replacement,-3.2575642392770217,2.852330840243702,0.030482917279539556,-5.611501362662463,-15.248573270752663,-29.85668933285123,0.8234140103166254
PAYC,2020-01-27,SP500,replacement,2.9524701254242265,2.447209047264324,1.9390005843409552,4.1884122300633875,3.5004872183444613,-4.6523532565770465,0.1439778070891684
LYV,2019-12-20,SP500,rebalance,1.7217012617052965,3.3015503041548486,-1.5513634703112622,-0.013979225442151133,-0.4751976978103034,-0.8944784938520245,0.5031454856698536
ZBRA,2019-12-20,SP500,rebalance,0.2056969413111003,2.010723825329097,1.6792765657723585,0.7643837909590001,0.6416076208732857,1.5762983250625417,0.629726445918144
STE,2019-12-20,SP500,rebalance,-0.39810762785215803,1.4685817375056887,1.0945126412521988,1.0077756744616861,1.4015038812301484,0.8008547187217108,0.17353705090714655
CDW,2019-12-20,NDX,rebalance,2.9959603824634833,1.516077462097074,-0.7295776964227563,0.4933109883708209,-0.7921536289523967,-2.0845093585938,0.05558409930552788
CPRT,2019-12-20,NDX,rebalance,1.301004047753378,1.8769734700802665,-0.9369471590429335,0.33068278034240617,0.15432031279172254,2.9210774804025785,0.0
CSGP,2019-12-20,NDX,rebalance,1.1523061378966442,2.2561905694482585,-0.4186213174020348,-0.47653260891725724,-1.2393079502830195,2.591124758468877,0.35739630075923845
ODFL,2019-12-06,SP500,replacement,-1.0565379369437529,1.8241052006925809,1.383541095416807,0.754163578042899,1.1393841456720954,2.105149559028807,0.21160050177224665
WRB,2019-12-04,SP500,replacement,-0.04581609202580468,1.502590556496406,2.169124925043131,2.814028175126948,1.9493043367348362,1.3044227296364008,1.465622785117171
EXC,2019-11-20,NDX,replacement,0.5171981418137999,1.533813706657603,-2.138440453940249,-2.6234664530816465,-2.4029891692392558,-1.1022963242924622,-0.3527280842365421
NOW,2019-11-20,SP500,replacement,3.2254719506203635,3.186404652062099,-1.371019757571268,-1.1484058811041087,-0.6077702554701525,-3.4876308774814957,-0.24027875597731896
LVS,2019-10-02,SP500,rebalance,-0.19286475456246688,2.5927152623392824,-0.973461448007118,-2.74337111352172,-4.123914010992014,1.6106111164338355,-0.08850579830507188
