ticker,entry,expiry,S,ks,kl,credit,width,maxloss,cost,ba_s,ba_l,iv30,rv21,log_ivrv,put_skew,ff,trend_z,vix,ST,roc_hold,ivp,skew_z,roc_mgd
ASHR,2018-09-28,2018-10-26,25.305,24.5,23.5,0.185,1.0,0.815,0.040499999999999994,0.06,0.04999999999999999,0.23551370979951913,0.2386694823954769,-0.01331054849814006,0.04733966377915988,-0.13403009944621538,0.15247185920336398,12.12,23.238674556213017,-1.0496932515337423,0.4864864864864865,-0.22642113699417268,-0.4429447852760736
ASHR,2018-10-05,2018-11-02,24.444999999999997,23.5,22.5,0.19,1.0,0.81,0.04799999999999999,0.07999999999999996,0.06,0.2852636282468508,0.2373963062733739,0.18368284113154798,0.0624479849770192,0.035023512180413253,-0.08753281563242984,14.82,24.026625916870415,0.17530864197530865,0.8947368421052632,0.10900781656954206,-0.4271604938271604
ASHR,2018-10-12,2018-11-09,23.33,22.5,21.5,0.21999999999999997,1.0,0.78,0.05800000000000001,0.10000000000000003,0.08000000000000002,0.3039795932415946,0.24612808832293961,0.2111084869953638,0.04798905724520597,-0.033856465263785954,-0.42487250738351734,21.31,22.772390098164745,0.20769230769230765,0.9743589743589743,-0.21466872969373907,-0.4435897435897436
ASHR,2018-10-26,2018-11-23,23.27,22.0,21.0,0.16999999999999998,1.0,0.8300000000000001,0.08299999999999999,0.15999999999999998,0.12,0.3465667808520631,0.338618510339077,0.023201394312622095,-0.008056078838186265,-0.06888420367023343,-0.265064608735489,24.16,22.97012886597938,0.10481927710843372,1.0,-1.4998508011914922,-0.0975903614457831
ASHR,2018-11-02,2018-11-30,24.085,23.0,21.5,0.27,1.5,1.23,0.068,0.15000000000000002,0.06999999999999998,0.34587550647079496,0.40056372130520435,-0.14679395581172763,0.04316111668010514,-0.1647632699122748,0.0030680267845961803,19.51,23.386015754560535,0.16422764227642278,0.9761904761904762,-0.30707966347492693,0.011382113821138221
ASHR,2018-11-09,2018-12-07,22.895,22.0,21.0,0.2,1.0,0.8,0.048,0.08000000000000002,0.06,0.3092208632810622,0.40211592631550813,-0.262684631493723,0.060672802964752304,-0.2217429554305921,-0.2582630599303684,17.36,23.015131176213377,0.19000000000000003,0.9069767441860465,0.08949971149068761,0.005000000000000022
ASHR,2018-11-16,2018-12-14,24.134999999999998,23.0,22.0,0.195,1.0,0.8049999999999999,0.05549999999999999,0.08999999999999997,0.07999999999999999,0.3051446081389863,0.39622754300993723,-0.2612028605020107,0.06478136370923404,-0.12876155658698657,0.07005392379837179,18.14,22.98666528754654,0.15672706527520477,0.8863636363636364,0.18171670155559813,0.15672706527520477
ASHR,2018-11-23,2018-12-21,22.79,21.5,20.5,0.175,1.0,0.825,0.055499999999999994,0.08999999999999997,0.08000000000000002,0.3757217244906301,0.36898238395843463,0.018099871994091854,-0.03840034208893306,0.32894792416243346,-0.2224681517068431,21.52,21.500748476936465,0.14484848484848484,1.0,-2.187729735388031,0.14484848484848484
ASHR,2018-11-30,2018-12-28,23.185,22.5,21.5,0.24999999999999997,1.0,0.75,0.05800000000000001,0.12000000000000005,0.06,0.31856504769782784,0.3197770332094573,-0.003797296165260916,0.01580438703775333,0.11271440227444916,-0.0927908882195692,18.07,21.789148163962423,-0.6918024480501025,0.9130434782608695,-0.8619299357731978,0.04533333333333326
ASHR,2018-12-14,2019-01-11,22.82,22.21,21.21,0.21,1.0,0.79,0.043,0.06,0.06,0.2632053770959392,0.3015840907006727,-0.13611425613798747,0.00036290480133538416,-0.019665427934682195,-0.12334754292991511,21.63,22.829913119026937,0.2113924050632911,0.574468085106383,-1.1877458386920101,-0.42531645569620247
ASHR,2018-12-28,2019-01-25,22.015,21.21,20.21,0.19999999999999998,1.0,0.8,0.05299999999999999,0.09999999999999998,0.06,0.28894296770954847,0.26917784245441434,0.07085703955079929,0.061095732540989545,0.12201965625066184,-0.41533087844727795,28.34,23.885424806905952,0.18374999999999997,0.7551020408163265,0.19322272829814163,0.18374999999999997
ASHR,2019-01-04,2019-02-01,22.465,21.5,20.5,0.18,1.0,0.8200000000000001,0.078,0.13999999999999999,0.12,0.27293774431659545,0.26223726611244436,0.03999403657730081,0.05431762052014366,0.11095992059932298,-0.20972859764813018,21.38,24.152371111111112,0.12439024390243901,0.66,0.03933760464678588,-0.06829268292682926
ASHR,2019-01-11,2019-02-08,23.0,22.0,21.5,0.08499999999999999,0.5,0.41500000000000004,0.04549999999999999,0.06999999999999998,0.06,0.2304075722070241,0.24974011880759914,-0.08057105864848314,0.035012981975548696,-0.18200891743895417,0.003974369705113705,18.19,23.77898393399913,0.09518072289156626,0.3333333333333333,-0.3980814242225185,-0.09879518072289155
ASHR,2019-01-25,2019-02-22,23.895,23.0,22.5,0.08499999999999999,0.5,0.41500000000000004,0.0455,0.07,0.06000000000000001,0.21544584930128532,0.22660168484953938,-0.050484185289388445,0.05066372966187549,-0.18935590409981928,0.38206333619487154,17.42,26.486626884422108,0.09518072289156625,0.19230769230769232,-0.012759065677654526,-0.1108433734939759
ASHR,2019-02-01,2019-03-01,24.23,23.5,22.5,0.16999999999999998,1.0,0.8300000000000001,0.04799999999999999,0.07999999999999996,0.06000000000000001,0.22540084708141642,0.22139859337768064,0.017915692777119196,0.0801857711735885,-0.11343096691283892,0.5091269615120568,16.14,28.23661430343117,0.1469879518072289,0.3269230769230769,0.6376361645376377,0.1469879518072289
ASHR,2019-02-08,2019-03-08,23.83,23.0,22.0,0.175,1.0,0.825,0.0455,0.06,0.06999999999999999,0.23524751288021217,0.16610622437397807,0.34801071659678656,0.05725692289175788,-0.08673503088327046,0.4234244522324898,15.72,26.92259554808904,0.15696969696969698,0.36538461538461536,0.04161031789107959,0.004848484848484836
ASHR,2019-02-15,2019-03-15,25.009999999999998,24.0,23.0,0.13,1.0,0.87,0.038,0.06,0.039999999999999994,0.22744469702358153,0.18112611636334483,0.22771355471502533,0.002145339346177888,-0.11092821654346322,0.9299184563206375,14.91,28.08753895325609,0.10574712643678161,0.3076923076923077,-1.399176162107545,0.067816091954023
