ticker,edate,year,ivp,credit,pnl,days,exit,mark_cov,roc,win
UPRO,2020-07-10,2020,64.28571428571429,5.925000000000001,3.1000000000000005,18,profit_take,0.6666666666666666,0.5232067510548524,1
USO,2020-07-10,2020,80.95238095238095,2.21,1.395,18,profit_take,0.6666666666666666,0.6312217194570136,1
XBI,2020-07-10,2020,72.61904761904762,8.375,4.3,17,profit_take,0.6470588235294118,0.5134328358208955,1
XLB,2020-07-10,2020,71.42857142857143,3.2249999999999996,1.1799999999999997,21,expiry_win,0.6190476190476191,0.365891472868217,1
XLE,2020-07-10,2020,74.20634920634922,3.145,1.825,18,profit_take,0.6666666666666666,0.5802861685214626,1
XLF,2020-07-10,2020,77.77777777777779,1.8,1.0300000000000002,17,profit_take,0.6470588235294118,0.5722222222222223,1
XLP,2020-07-10,2020,70.23809523809523,2.08,0.04499999999999993,21,expiry_win,0.5238095238095238,0.02163461538461535,1
XLU,2020-07-10,2020,69.04761904761905,2.52,-0.08499999999999996,21,expiry_loss,0.5714285714285714,-0.033730158730158714,0
XOP,2020-07-10,2020,81.34920634920636,5.68,3.0749999999999993,17,profit_take,0.6470588235294118,0.5413732394366196,1
DIA,2020-07-17,2020,61.111111111111114,12.575,6.744999999999999,14,profit_take,0.7142857142857143,0.5363817097415506,1
EEM,2020-07-17,2020,59.12698412698413,1.83,0.4950000000000001,21,expiry_win,0.6190476190476191,0.27049180327868855,1
EFA,2020-07-17,2020,61.111111111111114,2.315,1.245,17,profit_take,0.6470588235294118,0.5377969762419007,1
EWY,2020-07-17,2020,83.41463414634146,2.96,-1.6150000000000002,21,expiry_loss,0.6190476190476191,-0.5456081081081082,0
EWZ,2020-07-17,2020,73.01587301587301,2.385,1.3299999999999998,19,profit_take,0.6842105263157895,0.5576519916142557,1
FEZ,2020-07-17,2020,87.3015873015873,1.825,0.9249999999999999,17,profit_take,0.6470588235294118,0.5068493150684932,1
FXI,2020-07-17,2020,68.25396825396825,2.06,1.0699999999999998,17,profit_take,0.6470588235294118,0.5194174757281552,1
GDX,2020-07-17,2020,65.07936507936508,2.91,-0.4900000000000002,21,expiry_loss,0.6190476190476191,-0.16838487972508598,0
GLD,2020-07-17,2020,38.492063492063494,4.225,-4.780000000000001,7,stop_loss,0.7142857142857143,-1.1313609467455625,0
IEF,2020-07-17,2020,10.317460317460316,1.15,0.4899999999999999,21,expiry_win,0.6190476190476191,0.42608695652173906,1
IWM,2020-07-17,2020,64.68253968253968,9.685,5.080000000000001,17,profit_take,0.6470588235294118,0.5245224574083636,1
LQD,2020-07-17,2020,62.55144032921811,1.875,0.07000000000000006,21,expiry_win,0.6666666666666666,0.037333333333333364,1
QQQ,2020-07-17,2020,69.84126984126983,13.835,2.2700000000000014,21,expiry_win,0.6666666666666666,0.1640766172750272,1
SLV,2020-07-17,2020,71.82539682539682,0.99,-1.0199999999999998,4,stop_loss,0.5,-1.03030303030303,0
SPY,2020-07-17,2020,61.111111111111114,12.755,1.3050000000000015,21,expiry_win,0.6666666666666666,0.10231281850254813,1
TLT,2020-07-17,2020,50.79365079365079,4.365,1.1150000000000002,21,expiry_win,0.6666666666666666,0.25544100801832764,1
TNA,2020-07-17,2020,91.26984126984127,5.755000000000001,3.275000000000001,17,profit_take,0.6470588235294118,0.5690703735881842,1
TQQQ,2020-07-17,2020,69.84126984126983,17.65,5.004999999999999,21,expiry_win,0.7142857142857143,0.28356940509915013,1
UNG,2020-07-17,2020,69.44444444444444,1.0899999999999999,-1.4100000000000006,18,stop_loss,0.6666666666666666,-1.2935779816513768,0
UPRO,2020-07-17,2020,61.111111111111114,5.9,1.0,21,expiry_win,0.6666666666666666,0.1694915254237288,1
USO,2020-07-17,2020,78.57142857142857,1.995,1.08,17,profit_take,0.6470588235294118,0.5413533834586466,1
XBI,2020-07-17,2020,68.65079365079364,8.35,3.7249999999999996,21,expiry_win,0.5714285714285714,0.4461077844311377,1
XLB,2020-07-17,2020,65.47619047619048,3.12,1.57,17,profit_take,0.6470588235294118,0.5032051282051282,1
XLE,2020-07-17,2020,66.66666666666666,2.94,1.7149999999999999,17,profit_take,0.6470588235294118,0.5833333333333333,1
XLF,2020-07-17,2020,61.111111111111114,1.4,0.7349999999999999,14,profit_take,0.7142857142857143,0.5249999999999999,1
XLP,2020-07-17,2020,71.03174603174604,2.1550000000000002,0.16000000000000014,21,expiry_win,0.5714285714285714,0.07424593967517407,1
XLU,2020-07-17,2020,63.49206349206349,2.42,1.425,17,profit_take,0.6470588235294118,0.5888429752066116,1
XOP,2020-07-17,2020,76.98412698412699,5.305,2.795,14,profit_take,0.7142857142857143,0.5268614514608859,1
DIA,2020-07-24,2020,61.50793650793651,11.975000000000001,-1.9499999999999993,21,expiry_loss,0.5714285714285714,-0.16283924843423792,0
EEM,2020-07-24,2020,59.523809523809526,1.875,0.7050000000000001,21,expiry_win,0.6666666666666666,0.37600000000000006,1
EFA,2020-07-24,2020,58.333333333333336,2.12,1.1300000000000001,17,profit_take,0.6470588235294118,0.5330188679245284,1
EWY,2020-07-24,2020,82.38095238095238,2.92,-3.464999999999999,17,stop_loss,0.6470588235294118,-1.186643835616438,0
EWZ,2020-07-24,2020,76.19047619047619,2.6799999999999997,0.8449999999999998,21,expiry_win,0.6666666666666666,0.3152985074626865,1
FEZ,2020-07-24,2020,87.3015873015873,1.775,0.9999999999999999,17,profit_take,0.6470588235294118,0.5633802816901408,1
FXI,2020-07-24,2020,60.71428571428571,1.94,1.01,17,profit_take,0.6470588235294118,0.520618556701031,1
GDX,2020-07-24,2020,69.04761904761905,3.29,1.54,21,expiry_win,0.6666666666666666,0.46808510638297873,1
GLD,2020-07-24,2020,79.76190476190477,6.65,-6.805,12,stop_loss,0.6666666666666666,-1.0233082706766916,0
IEF,2020-07-24,2020,21.428571428571427,1.24,0.74,17,profit_take,0.6470588235294118,0.5967741935483871,1
IWM,2020-07-24,2020,60.317460317460316,8.684999999999999,-2.1250000000000018,21,expiry_loss,0.6666666666666666,-0.24467472654001177,0
