day,struct,gex,credit,maxrisk,pnl_usd,ret_risk,NEG,half
2016-10-12,put spread 16/5,-9013798150.58241,0.11199999999999999,1.888,11.2,5.932203389830508,True,2010-2017
2016-10-12,iron condor 16/5,-9013798150.58241,0.17400000000000004,1.826,17.400000000000006,9.529025191675796,True,2010-2017
2016-10-14,put spread 16/5,-9786935141.60158,0.07200000000000001,1.428,7.200000000000001,5.04201680672269,True,2010-2017
2016-10-14,iron condor 16/5,-9786935141.60158,0.16400000000000003,1.3359999999999999,16.400000000000002,12.275449101796411,True,2010-2017
2016-10-19,put spread 16/5,-8787070152.69026,0.04200000000000001,0.958,4.200000000000001,4.384133611691024,True,2010-2017
2016-10-19,iron condor 16/5,-8787070152.69026,0.08400000000000002,0.9159999999999999,8.400000000000002,9.170305676855898,True,2010-2017
2016-10-21,put spread 16/5,-9179622908.213148,0.08200000000000002,1.918,8.200000000000001,4.275286757038583,True,2010-2017
2016-10-21,iron condor 16/5,-9179622908.213148,0.17400000000000004,1.826,17.400000000000006,9.529025191675796,True,2010-2017
2016-10-26,put spread 16/5,-5980512321.66253,0.072,1.428,7.199999999999999,5.042016806722689,True,2010-2017
2016-10-26,iron condor 16/5,-5980512321.66253,0.08399999999999999,1.416,8.399999999999999,5.932203389830508,True,2010-2017
2016-10-28,put spread 16/5,-7254261746.520293,0.10200000000000001,1.898,10.200000000000001,5.374077976817704,True,2010-2017
2016-10-28,iron condor 16/5,-7254261746.520293,0.14400000000000004,1.8559999999999999,14.400000000000004,7.758620689655175,True,2010-2017
2016-11-02,put spread 16/5,-8377769382.498499,0.09200000000000001,1.408,9.200000000000001,6.53409090909091,True,2010-2017
2016-11-02,iron condor 16/5,-8377769382.498499,0.17400000000000002,1.326,17.400000000000002,13.122171945701359,True,2010-2017
2016-11-04,put spread 16/5,-9446574385.541706,0.15199999999999997,2.348,15.199999999999998,6.473594548551959,True,2010-2017
2016-11-04,iron condor 16/5,-9446574385.541706,0.234,2.266,23.400000000000002,10.32656663724625,True,2010-2017
2016-11-09,put spread 16/5,-2682947562.7196054,0.37949999999999995,5.6205,37.949999999999996,6.7520683213237245,True,2010-2017
2016-11-09,iron condor 16/5,-2682947562.7196054,0.5065,5.4935,50.64999999999999,9.219987257668153,True,2010-2017
2016-11-11,put spread 16/5,1217657418.797501,0.102,2.398,10.2,4.253544620517097,False,2010-2017
2016-11-11,iron condor 16/5,1217657418.797501,0.14400000000000002,2.356,14.400000000000002,6.1120543293718175,False,2010-2017
2016-11-16,put spread 16/5,4129287953.011425,0.05199999999999999,1.948,5.199999999999999,2.6694045174537986,False,2010-2017
2016-11-16,iron condor 16/5,4129287953.011425,0.07399999999999998,1.926,7.399999999999999,3.8421599169262715,False,2010-2017
2016-11-18,put spread 16/5,6425532646.877863,0.04200000000000001,1.958,4.200000000000001,2.145045965270685,False,2010-2017
2016-11-18,iron condor 16/5,6425532646.877863,0.09400000000000003,1.906,9.400000000000002,4.931794333683108,False,2010-2017
2016-11-23,put spread 16/5,6762913046.348897,0.011999999999999995,0.988,1.1999999999999995,1.2145748987854246,False,2010-2017
2016-11-23,iron condor 16/5,6762913046.348897,0.034,0.966,3.4000000000000004,3.5196687370600417,False,2010-2017
2016-11-30,put spread 16/5,2763969534.5344677,0.062,1.438,6.2,4.3115438108484,False,2010-2017
2016-11-30,iron condor 16/5,2763969534.5344677,0.08399999999999998,1.416,8.399999999999999,5.932203389830507,False,2010-2017
2016-12-02,put spread 16/5,-351570439.38594866,0.062,1.438,6.2,4.3115438108484,True,2010-2017
2016-12-02,iron condor 16/5,-351570439.38594866,0.14400000000000004,1.3559999999999999,14.400000000000004,10.619469026548677,True,2010-2017
2016-12-07,put spread 16/5,6255317477.111515,0.061999999999999986,1.438,6.199999999999998,4.311543810848399,False,2010-2017
2016-12-07,iron condor 16/5,6255317477.111515,0.06399999999999997,1.436,-43.60000000000001,-30.362116991643457,False,2010-2017
2016-12-09,put spread 16/5,8743219453.831808,0.07200000000000001,1.928,7.200000000000001,3.7344398340248968,False,2010-2017
2016-12-09,iron condor 16/5,8743219453.831808,0.094,1.906,9.4,4.931794333683106,False,2010-2017
2016-12-14,put spread 16/5,8703055107.041214,0.10200000000000001,1.898,2.19999999999875,1.1591148577443362,False,2010-2017
2016-12-14,iron condor 16/5,8703055107.041214,0.16400000000000006,1.8359999999999999,8.399999999998755,4.5751633986921325,False,2010-2017
2016-12-16,put spread 16/5,9082751261.213934,0.082,1.918,8.200000000000001,4.275286757038582,False,2010-2017
2016-12-16,iron condor 16/5,9082751261.213934,0.10400000000000001,1.896,10.4,5.48523206751055,False,2010-2017
2016-12-21,put spread 16/5,3759016329.949166,0.03199999999999999,0.968,3.199999999999999,3.305785123966941,False,2010-2017
2016-12-21,iron condor 16/5,3759016329.949166,0.07399999999999998,0.926,7.399999999999999,7.991360691144705,False,2010-2017
2016-12-23,put spread 16/5,1245363958.2362344,0.022000000000000006,1.478,2.2000000000000006,1.488497970230041,False,2010-2017
2016-12-23,iron condor 16/5,1245363958.2362344,0.024000000000000004,1.476,2.4000000000000004,1.6260162601626018,False,2010-2017
2016-12-28,put spread 16/5,4401216351.132161,0.032000000000000015,0.968,-53.799999999999315,-55.57851239669351,False,2010-2017
2016-12-28,iron condor 16/5,4401216351.132161,0.08400000000000002,0.9159999999999999,-48.59999999999932,-53.05676855895122,False,2010-2017
2016-12-30,put spread 16/5,-1012090334.642114,0.07200000000000001,0.9279999999999999,7.200000000000001,7.758620689655174,True,2010-2017
2016-12-30,iron condor 16/5,-1012090334.642114,0.204,0.796,20.4,25.628140703517584,True,2010-2017
2017-01-04,put spread 16/5,787970523.2592081,0.08200000000000002,1.418,8.200000000000001,5.782792665726377,False,2010-2017
2017-01-04,iron condor 16/5,787970523.2592081,0.12400000000000003,1.376,-37.6,-27.32558139534884,False,2010-2017
2017-01-06,put spread 16/5,3245275045.688627,0.052000000000000005,1.448,5.2,3.5911602209944755,False,2010-2017
2017-01-06,iron condor 16/5,3245275045.688627,0.064,1.436,6.4,4.456824512534819,False,2010-2017
2017-01-11,put spread 16/5,2796028419.815289,0.03199999999999999,0.968,3.199999999999999,3.305785123966941,False,2010-2017
2017-01-11,iron condor 16/5,2796028419.815289,0.10399999999999998,0.896,10.399999999999999,11.607142857142854,False,2010-2017
2017-01-13,put spread 16/5,1545382637.923334,0.061999999999999986,1.438,6.199999999999998,4.311543810848399,False,2010-2017
2017-01-13,iron condor 16/5,1545382637.923334,0.09399999999999999,1.406,9.399999999999999,6.685633001422476,False,2010-2017
2017-01-18,put spread 16/5,-456112912.93599623,0.06200000000000001,2.438,6.200000000000001,2.5430680885972112,True,2010-2017
2017-01-18,iron condor 16/5,-456112912.93599623,0.124,2.376,12.4,5.21885521885522,True,2010-2017
2017-01-20,put spread 16/5,-9075937546.42365,0.1145,2.3855,11.450000000000001,4.799832320268288,True,2010-2017
2017-01-20,iron condor 16/5,-9075937546.42365,0.1665,2.3335,16.650000000000002,7.135204628240841,True,2010-2017
2017-01-25,put spread 16/5,2284776142.852945,0.022000000000000006,1.478,2.2000000000000006,1.488497970230041,False,2010-2017
2017-01-25,iron condor 16/5,2284776142.852945,0.064,1.436,-43.6,-30.362116991643457,False,2010-2017
2017-01-27,put spread 16/5,6053978520.2173605,0.022000000000000006,0.978,2.2000000000000006,2.249488752556238,False,2010-2017
2017-01-27,iron condor 16/5,6053978520.2173605,0.034,0.966,3.4000000000000004,3.5196687370600417,False,2010-2017
2017-02-01,put spread 16/5,-1301673591.350718,0.05199999999999999,1.948,5.199999999999999,2.6694045174537986,True,2010-2017
2017-02-01,iron condor 16/5,-1301673591.350718,0.11399999999999999,1.8860000000000001,11.399999999999999,6.044538706256627,True,2010-2017
2017-02-03,put spread 16/5,-555488176.6153628,0.082,1.918,8.200000000000001,4.275286757038582,True,2010-2017
2017-02-03,iron condor 16/5,-555488176.6153628,0.10400000000000001,1.896,-26.600000000000456,-14.029535864979145,True,2010-2017
2017-02-08,put spread 16/5,1522552178.7659907,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-02-08,iron condor 16/5,1522552178.7659907,0.09399999999999999,1.406,9.399999999999999,6.685633001422476,False,2010-2017
2017-02-10,put spread 16/5,7692822751.761203,0.022000000000000006,0.978,2.2000000000000006,2.249488752556238,False,2010-2017
2017-02-10,iron condor 16/5,7692822751.761203,0.07400000000000001,0.9259999999999999,7.400000000000001,7.99136069114471,False,2010-2017
2017-02-15,put spread 16/5,11014226527.509693,0.03199999999999999,1.468,3.199999999999999,2.1798365122615797,False,2010-2017
2017-02-15,iron condor 16/5,11014226527.509693,0.07399999999999998,1.426,-29.60000000000046,-20.757363253857267,False,2010-2017
2017-02-17,put spread 16/5,7610344765.299128,0.04200000000000001,1.958,4.200000000000001,2.145045965270685,False,2010-2017
2017-02-17,iron condor 16/5,7610344765.299128,0.10400000000000004,1.896,10.400000000000004,5.485232067510551,False,2010-2017
2017-02-22,put spread 16/5,5466168546.196945,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-02-22,iron condor 16/5,5466168546.196945,0.08399999999999999,1.416,8.399999999999999,5.932203389830508,False,2010-2017
2017-02-24,put spread 16/5,3023726110.4135466,0.011999999999999995,0.988,1.1999999999999995,1.2145748987854246,False,2010-2017
2017-02-24,iron condor 16/5,3023726110.4135466,0.064,0.9359999999999999,6.4,6.837606837606838,False,2010-2017
2017-03-03,put spread 16/5,2706321409.26256,0.03199999999999999,0.968,3.199999999999999,3.305785123966941,False,2010-2017
2017-03-03,iron condor 16/5,2706321409.26256,0.094,0.906,9.4,10.375275938189846,False,2010-2017
2017-03-08,put spread 16/5,-1138642047.507574,0.03199999999999999,0.968,3.199999999999999,3.305785123966941,True,2010-2017
2017-03-08,iron condor 16/5,-1138642047.507574,0.05399999999999999,0.946,5.3999999999999995,5.708245243128964,True,2010-2017
2017-03-10,put spread 16/5,-1293480660.721575,0.092,2.408,9.2,3.820598006644518,True,2010-2017
2017-03-10,iron condor 16/5,-1293480660.721575,0.18400000000000005,2.316,18.400000000000006,7.944732297063906,True,2010-2017
2017-03-15,put spread 16/5,-457725397.4296861,0.112,3.388,11.200000000000001,3.3057851239669422,True,2010-2017
2017-03-15,iron condor 16/5,-457725397.4296861,0.174,3.326,-22.60000000000057,-6.7949488875527875,True,2010-2017
2017-03-17,put spread 16/5,4284646198.4893703,0.032000000000000015,2.468,3.2000000000000015,1.2965964343598062,False,2010-2017
2017-03-17,iron condor 16/5,4284646198.4893703,0.044000000000000025,2.456,4.400000000000002,1.7915309446254084,False,2010-2017
2017-03-22,put spread 16/5,-8366267111.781147,0.12200000000000001,2.878,12.200000000000001,4.2390548992355805,True,2010-2017
2017-03-22,iron condor 16/5,-8366267111.781147,0.194,2.806,19.400000000000002,6.9137562366357805,True,2010-2017
2017-03-24,put spread 16/5,-4823770124.10958,0.112,2.388,11.200000000000001,4.690117252931324,True,2010-2017
2017-03-24,iron condor 16/5,-4823770124.10958,0.16400000000000003,2.336,16.400000000000002,7.0205479452054815,True,2010-2017
2017-03-29,put spread 16/5,-2539555535.2821646,0.022000000000000006,0.978,2.2000000000000006,2.249488752556238,True,2010-2017
2017-03-29,iron condor 16/5,-2539555535.2821646,0.064,0.9359999999999999,6.4,6.837606837606838,True,2010-2017
2017-03-31,put spread 16/5,-960441222.7687129,0.052000000000000005,1.948,5.2,2.669404517453799,True,2010-2017
2017-03-31,iron condor 16/5,-960441222.7687129,0.124,1.876,12.4,6.609808102345416,True,2010-2017
2017-04-05,put spread 16/5,-3706038479.8066297,0.021999999999999992,0.978,2.1999999999999993,2.2494887525562364,True,2010-2017
2017-04-05,iron condor 16/5,-3706038479.8066297,0.16400000000000003,0.836,16.400000000000002,19.617224880382782,True,2010-2017
2017-04-07,put spread 16/5,-4775473339.646549,0.05199999999999999,1.448,5.199999999999999,3.591160220994474,True,2010-2017
2017-04-07,iron condor 16/5,-4775473339.646549,0.124,1.376,12.4,9.011627906976745,True,2010-2017
2017-04-12,put spread 16/5,-6566017479.810548,0.072,1.928,7.199999999999999,3.7344398340248963,True,2010-2017
2017-04-12,iron condor 16/5,-6566017479.810548,0.09399999999999999,1.906,9.399999999999999,4.931794333683105,True,2010-2017
2017-04-13,put spread 16/5,-8961524793.520933,0.07200000000000001,1.428,7.200000000000001,5.04201680672269,True,2010-2017
2017-04-13,iron condor 16/5,-8961524793.520933,0.14400000000000002,1.3559999999999999,14.400000000000002,10.619469026548675,True,2010-2017
2017-04-19,put spread 16/5,-7303337153.101185,0.03199999999999999,1.468,3.199999999999999,2.1798365122615797,True,2010-2017
2017-04-19,iron condor 16/5,-7303337153.101185,0.06399999999999997,1.436,6.399999999999998,4.456824512534817,True,2010-2017
2017-04-21,put spread 16/5,-1450483688.2468548,0.08200000000000002,1.918,8.200000000000001,4.275286757038583,True,2010-2017
2017-04-21,iron condor 16/5,-1450483688.2468548,0.134,1.866,13.4,7.181136120042872,True,2010-2017
2017-04-26,put spread 16/5,7041088438.121561,0.061999999999999986,1.938,6.199999999999998,3.199174406604746,False,2010-2017
2017-04-26,iron condor 16/5,7041088438.121561,0.10399999999999998,1.896,10.399999999999999,5.485232067510548,False,2010-2017
2017-04-28,put spread 16/5,5539615266.633806,0.032,1.468,3.2,2.17983651226158,False,2010-2017
2017-04-28,iron condor 16/5,5539615266.633806,0.09400000000000001,1.406,9.400000000000002,6.6856330014224765,False,2010-2017
2017-05-03,put spread 16/5,3663080659.210505,0.06449999999999999,1.4355,6.449999999999998,4.493207941483803,False,2010-2017
2017-05-03,iron condor 16/5,3663080659.210505,0.0965,1.4035,9.65,6.875667972924831,False,2010-2017
2017-05-05,put spread 16/5,3400939953.8651586,0.061999999999999986,1.438,6.199999999999998,4.311543810848399,False,2010-2017
2017-05-05,iron condor 16/5,3400939953.8651586,0.07399999999999998,1.426,7.399999999999999,5.189340813464235,False,2010-2017
2017-05-10,put spread 16/5,3921271953.922743,0.052000000000000005,1.948,5.2,2.669404517453799,False,2010-2017
2017-05-10,iron condor 16/5,3921271953.922743,0.10400000000000001,1.896,10.4,5.48523206751055,False,2010-2017
2017-05-12,put spread 16/5,4921084622.925814,0.05199999999999999,1.948,5.199999999999999,2.6694045174537986,False,2010-2017
2017-05-12,iron condor 16/5,4921084622.925814,0.05399999999999999,1.946,5.3999999999999995,2.7749229188078104,False,2010-2017
2017-05-17,put spread 16/5,5987995595.473589,0.032,1.968,-196.8,-100.0,False,2010-2017
2017-05-17,iron condor 16/5,5987995595.473589,0.054000000000000006,1.946,-194.6,-100.0,False,2010-2017
2017-05-19,put spread 16/5,-5349507027.231923,0.072,2.428,7.199999999999999,2.9654036243822075,True,2010-2017
2017-05-19,iron condor 16/5,-5349507027.231923,0.134,2.366,13.4,5.663567202028741,True,2010-2017
2017-05-24,put spread 16/5,878142775.956717,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-05-24,iron condor 16/5,878142775.956717,0.05400000000000002,1.446,5.400000000000002,3.7344398340248977,False,2010-2017
2017-05-26,put spread 16/5,6414161693.702593,0.022000000000000006,1.478,2.2000000000000006,1.488497970230041,False,2010-2017
2017-05-26,iron condor 16/5,6414161693.702593,0.024000000000000004,1.476,2.4000000000000004,1.6260162601626018,False,2010-2017
2017-05-31,put spread 16/5,4336124813.207818,0.011999999999999995,0.988,1.1999999999999995,1.2145748987854246,False,2010-2017
2017-05-31,iron condor 16/5,4336124813.207818,0.0115,0.9885,1.15,1.1633788568538188,False,2010-2017
2017-06-02,put spread 16/5,7642361017.5410595,0.03199999999999999,1.468,3.199999999999999,2.1798365122615797,False,2010-2017
2017-06-02,iron condor 16/5,7642361017.5410595,0.03399999999999999,1.466,-9.599999999999547,-6.548431105047439,False,2010-2017
2017-06-07,put spread 16/5,3362449538.066105,0.041999999999999996,0.958,4.199999999999999,4.384133611691023,False,2010-2017
2017-06-07,iron condor 16/5,3362449538.066105,0.06400000000000002,0.9359999999999999,6.400000000000001,6.83760683760684,False,2010-2017
2017-06-09,put spread 16/5,4646826778.472505,0.08200000000000002,2.418,8.200000000000001,3.391232423490489,False,2010-2017
2017-06-09,iron condor 16/5,4646826778.472505,0.14400000000000002,2.356,14.400000000000002,6.1120543293718175,False,2010-2017
2017-06-14,put spread 16/5,6857118361.722196,0.07200000000000001,1.428,7.200000000000001,5.04201680672269,False,2010-2017
2017-06-14,iron condor 16/5,6857118361.722196,0.09400000000000001,1.406,9.400000000000002,6.6856330014224765,False,2010-2017
2017-06-16,put spread 16/5,7098259876.61745,0.06200000000000001,2.438,6.200000000000001,2.5430680885972112,False,2010-2017
2017-06-16,iron condor 16/5,7098259876.61745,0.09400000000000003,2.406,9.400000000000002,3.9068994181213643,False,2010-2017
2017-06-21,put spread 16/5,-1354767851.3985827,0.082,1.918,8.200000000000001,4.275286757038582,True,2010-2017
2017-06-21,iron condor 16/5,-1354767851.3985827,0.164,1.836,16.400000000000002,8.932461873638346,True,2010-2017
2017-06-23,put spread 16/5,-900933326.6062008,0.072,1.428,7.199999999999999,5.042016806722689,True,2010-2017
2017-06-23,iron condor 16/5,-900933326.6062008,0.08399999999999999,1.416,8.399999999999999,5.932203389830508,True,2010-2017
2017-06-28,put spread 16/5,-4160652888.1775327,0.112,2.388,11.200000000000001,4.690117252931324,True,2010-2017
2017-06-28,iron condor 16/5,-4160652888.1775327,0.18400000000000002,2.316,-27.60000000000079,-11.917098445596197,True,2010-2017
2017-06-30,put spread 16/5,-5574521676.306796,0.1445,2.8555,14.45,5.060409735597968,True,2010-2017
2017-06-30,iron condor 16/5,-5574521676.306796,0.20650000000000002,2.7935,20.650000000000002,7.392160372292824,True,2010-2017
2017-07-07,put spread 16/5,-7744861192.709624,0.12450000000000001,1.8755,12.450000000000001,6.638229805385231,True,2010-2017
2017-07-07,iron condor 16/5,-7744861192.709624,0.2265,1.7735,12.650000000000569,7.1327882717792885,True,2010-2017
2017-07-12,put spread 16/5,-3790945092.8162236,0.052000000000000005,0.948,5.2,5.48523206751055,True,2010-2017
2017-07-12,iron condor 16/5,-3790945092.8162236,0.134,0.866,-84.59999999999897,-97.69053117782792,True,2010-2017
2017-07-14,put spread 16/5,4705703959.897854,0.052000000000000005,1.948,5.2,2.669404517453799,False,2010-2017
2017-07-14,iron condor 16/5,4705703959.897854,0.06400000000000002,1.936,2.4000000000007975,1.239669421488015,False,2010-2017
2017-07-19,put spread 16/5,6931495043.90822,0.03199999999999999,1.468,3.199999999999999,2.1798365122615797,False,2010-2017
2017-07-19,iron condor 16/5,6931495043.90822,0.064,1.436,-42.60000000000091,-29.665738161560522,False,2010-2017
2017-07-21,put spread 16/5,14152794742.628239,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-07-21,iron condor 16/5,14152794742.628239,0.094,1.406,9.4,6.685633001422476,False,2010-2017
2017-07-26,put spread 16/5,8049008884.567911,0.022000000000000006,0.978,2.2000000000000006,2.249488752556238,False,2010-2017
2017-07-26,iron condor 16/5,8049008884.567911,0.08400000000000002,0.9159999999999999,8.400000000000002,9.170305676855898,False,2010-2017
2017-07-28,put spread 16/5,4062803317.863679,0.092,1.908,9.2,4.821802935010482,False,2010-2017
2017-07-28,iron condor 16/5,4062803317.863679,0.11400000000000005,1.886,11.400000000000004,6.04453870625663,False,2010-2017
2017-08-02,put spread 16/5,3628146579.915155,0.052000000000000005,1.948,5.2,2.669404517453799,False,2010-2017
2017-08-02,iron condor 16/5,3628146579.915155,0.064,1.936,6.4,3.3057851239669422,False,2010-2017
2017-08-04,put spread 16/5,575762213.1764153,0.07200000000000001,1.928,7.200000000000001,3.7344398340248968,False,2010-2017
2017-08-04,iron condor 16/5,575762213.1764153,0.11400000000000005,1.886,11.400000000000004,6.04453870625663,False,2010-2017
2017-08-09,put spread 16/5,38123001.18108292,0.04200000000000001,1.958,4.200000000000001,2.145045965270685,False,2010-2017
2017-08-09,iron condor 16/5,38123001.18108292,0.11400000000000005,1.886,11.400000000000004,6.04453870625663,False,2010-2017
2017-08-11,put spread 16/5,-9213031082.024107,0.14449999999999996,2.8555,14.449999999999996,5.060409735597967,True,2010-2017
2017-08-11,iron condor 16/5,-9213031082.024107,0.25649999999999995,2.7435,25.649999999999995,9.349371241115362,True,2010-2017
2017-08-16,put spread 16/5,-937460201.8935362,0.07200000000000001,1.928,7.200000000000001,3.7344398340248968,True,2010-2017
2017-08-16,iron condor 16/5,-937460201.8935362,0.07400000000000001,1.926,7.400000000000001,3.842159916926273,True,2010-2017
2017-08-18,put spread 16/5,-10956261702.790928,0.12200000000000001,2.378,12.200000000000001,5.130361648444071,True,2010-2017
2017-08-18,iron condor 16/5,-10956261702.790928,0.17400000000000004,2.326,17.400000000000006,7.4806534823731745,True,2010-2017
2017-08-23,put spread 16/5,-3282873113.027052,0.032,1.468,3.2,2.17983651226158,True,2010-2017
2017-08-23,iron condor 16/5,-3282873113.027052,0.06400000000000002,1.436,6.400000000000001,4.45682451253482,True,2010-2017
2017-08-25,put spread 16/5,-7381341076.2362,0.07200000000000001,1.428,7.200000000000001,5.04201680672269,True,2010-2017
2017-08-25,iron condor 16/5,-7381341076.2362,0.08400000000000002,1.416,8.400000000000002,5.93220338983051,True,2010-2017
2017-08-30,put spread 16/5,-4905013189.153293,0.09200000000000001,2.408,9.200000000000001,3.820598006644519,True,2010-2017
2017-08-30,iron condor 16/5,-4905013189.153293,0.13400000000000004,2.366,9.4000000000008,3.9729501267966185,True,2010-2017
2017-09-01,put spread 16/5,2858474881.440852,0.03199999999999999,1.468,3.199999999999999,2.1798365122615797,False,2010-2017
2017-09-01,iron condor 16/5,2858474881.440852,0.05399999999999998,1.446,5.399999999999998,3.734439834024895,False,2010-2017
2017-09-06,put spread 16/5,-4524952802.623759,0.092,1.908,9.2,4.821802935010482,True,2010-2017
2017-09-06,iron condor 16/5,-4524952802.623759,0.11399999999999999,1.8860000000000001,11.399999999999999,6.044538706256627,True,2010-2017
2017-09-08,put spread 16/5,-599469968.9044513,0.061999999999999986,1.438,6.199999999999998,4.311543810848399,True,2010-2017
2017-09-08,iron condor 16/5,-599469968.9044513,0.07399999999999998,1.426,7.399999999999999,5.189340813464235,True,2010-2017
2017-09-13,put spread 16/5,14032985922.79025,0.03199999999999999,1.968,3.199999999999999,1.6260162601626011,False,2010-2017
2017-09-13,iron condor 16/5,14032985922.79025,0.04400000000000001,1.956,4.400000000000001,2.249488752556238,False,2010-2017
2017-09-15,put spread 16/5,12598427497.976772,0.092,2.408,9.2,3.820598006644518,False,2010-2017
2017-09-15,iron condor 16/5,12598427497.976772,0.08400000000000002,2.416,8.400000000000002,3.4768211920529812,False,2010-2017
2017-09-20,put spread 16/5,4812629413.89875,0.052000000000000005,1.448,5.2,3.5911602209944755,False,2010-2017
2017-09-20,iron condor 16/5,4812629413.89875,0.064,1.436,6.4,4.456824512534819,False,2010-2017
2017-09-22,put spread 16/5,1664293881.813341,0.022000000000000006,1.478,2.2000000000000006,1.488497970230041,False,2010-2017
2017-09-22,iron condor 16/5,1664293881.813341,0.024000000000000004,1.476,2.4000000000000004,1.6260162601626018,False,2010-2017
2017-09-27,put spread 16/5,-338096656.99737746,0.06200000000000001,1.438,6.200000000000001,4.311543810848402,True,2010-2017
2017-09-27,iron condor 16/5,-338096656.99737746,0.12400000000000003,1.376,-37.6,-27.32558139534884,True,2010-2017
2017-09-29,put spread 16/5,5085448390.025902,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-09-29,iron condor 16/5,5085448390.025902,0.10400000000000001,1.396,-9.599999999998863,-6.876790830944744,False,2010-2017
2017-10-04,put spread 16/5,11090054691.673458,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-10-04,iron condor 16/5,11090054691.673458,0.05400000000000002,1.446,5.400000000000002,3.7344398340248977,False,2010-2017
2017-10-06,put spread 16/5,11735021748.04727,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-10-06,iron condor 16/5,11735021748.04727,0.144,1.356,14.399999999999999,10.619469026548671,False,2010-2017
2017-10-11,put spread 16/5,5786330880.181265,0.032000000000000015,0.968,3.2000000000000015,3.3057851239669436,False,2010-2017
2017-10-11,iron condor 16/5,5786330880.181265,0.10400000000000004,0.8959999999999999,10.400000000000004,11.607142857142863,False,2010-2017
2017-10-13,put spread 16/5,5595229004.238186,0.041999999999999996,1.458,4.199999999999999,2.8806584362139915,False,2010-2017
2017-10-13,iron condor 16/5,5595229004.238186,0.134,1.366,13.4,9.809663250366032,False,2010-2017
2017-10-18,put spread 16/5,6960138117.108637,0.011999999999999995,1.488,1.1999999999999995,0.8064516129032254,False,2010-2017
2017-10-18,iron condor 16/5,6960138117.108637,0.06399999999999999,1.436,6.399999999999999,4.456824512534818,False,2010-2017
2017-10-20,put spread 16/5,5443909514.501665,0.0445,1.9555,4.45,2.275632830478138,False,2010-2017
2017-10-20,iron condor 16/5,5443909514.501665,0.036500000000000005,1.9635,-5.3499999999974985,-2.724726254136745,False,2010-2017
2017-10-25,put spread 16/5,1227191832.3674622,0.03199999999999999,1.468,3.199999999999999,2.1798365122615797,False,2010-2017
2017-10-25,iron condor 16/5,1227191832.3674622,0.09399999999999997,1.4060000000000001,9.399999999999997,6.685633001422472,False,2010-2017
2017-10-27,put spread 16/5,-236032154.93867928,0.092,2.408,9.2,3.820598006644518,True,2010-2017
2017-10-27,iron condor 16/5,-236032154.93867928,0.10400000000000004,2.396,-39.599999999999994,-16.527545909849746,True,2010-2017
2017-11-01,put spread 16/5,3285380190.787881,0.032,1.468,3.2,2.17983651226158,False,2010-2017
2017-11-01,iron condor 16/5,3285380190.787881,0.10400000000000004,1.396,10.400000000000004,7.449856733524358,False,2010-2017
2017-11-03,put spread 16/5,3211294175.869662,0.061999999999999986,1.438,6.199999999999998,4.311543810848399,False,2010-2017
2017-11-03,iron condor 16/5,3211294175.869662,0.144,1.356,14.399999999999999,10.619469026548671,False,2010-2017
2017-11-08,put spread 16/5,5902956997.727185,0.052000000000000005,1.948,5.2,2.669404517453799,False,2010-2017
2017-11-08,iron condor 16/5,5902956997.727185,0.07400000000000002,1.926,7.400000000000002,3.8421599169262737,False,2010-2017
2017-11-10,put spread 16/5,1989544313.5288267,0.092,1.908,9.2,4.821802935010482,False,2010-2017
2017-11-10,iron condor 16/5,1989544313.5288267,0.18400000000000005,1.8159999999999998,18.400000000000006,10.132158590308373,False,2010-2017
2017-11-15,put spread 16/5,165485349.71584737,0.07200000000000001,1.928,0.20000000000068296,0.10373443983437913,False,2010-2017
2017-11-15,iron condor 16/5,165485349.71584737,0.08400000000000002,1.916,1.400000000000684,0.7306889352821943,False,2010-2017
2017-11-17,put spread 16/5,8112533892.734979,0.032,1.968,3.2,1.6260162601626018,False,2010-2017
2017-11-17,iron condor 16/5,8112533892.734979,0.08400000000000002,1.916,8.400000000000002,4.384133611691024,False,2010-2017
2017-11-22,put spread 16/5,9155952423.369547,0.022000000000000006,0.978,2.2000000000000006,2.249488752556238,False,2010-2017
2017-11-22,iron condor 16/5,9155952423.369547,0.05399999999999999,0.946,5.3999999999999995,5.708245243128964,False,2010-2017
2017-11-29,put spread 16/5,13924357832.667946,0.05700000000000001,1.443,5.700000000000001,3.9501039501039505,False,2010-2017
2017-11-29,iron condor 16/5,13924357832.667946,0.07900000000000001,1.421,7.900000000000001,5.559465165376496,False,2010-2017
2017-12-01,put spread 16/5,17789493905.91641,0.07200000000000002,1.928,7.200000000000002,3.7344398340248977,False,2010-2017
2017-12-01,iron condor 16/5,17789493905.91641,0.17400000000000007,1.8259999999999998,17.400000000000006,9.529025191675798,False,2010-2017
