date,sym,control,close_pct,close_R,close_risk,ORB_close-judged_pct,ORB_close-judged_R,ORB_close-judged_stopped,ORB_close-judged_n,ORB_intraday_pct,ORB_intraday_R,ORB_intraday_stopped,ORB_intraday_n,ORB_intraday+re_pct,ORB_intraday+re_R,ORB_intraday+re_stopped,ORB_intraday+re_n,ORB_disaster:0.5_pct,ORB_disaster:0.5_R,ORB_disaster:0.5_stopped,ORB_disaster:0.5_n,ORB_disaster:1.0_pct,ORB_disaster:1.0_R,ORB_disaster:1.0_stopped,ORB_disaster:1.0_n,ORB_disaster:1.0+pdl_pct,ORB_disaster:1.0+pdl_R,ORB_disaster:1.0+pdl_stopped,ORB_disaster:1.0+pdl_n,ORB_disaster:1.5+pdl_pct,ORB_disaster:1.5+pdl_R,ORB_disaster:1.5+pdl_stopped,ORB_disaster:1.5+pdl_n,ORB_risk,RECLAIM_close-judged_pct,RECLAIM_close-judged_R,RECLAIM_close-judged_stopped,RECLAIM_close-judged_n,RECLAIM_intraday_pct,RECLAIM_intraday_R,RECLAIM_intraday_stopped,RECLAIM_intraday_n,RECLAIM_intraday+re_pct,RECLAIM_intraday+re_R,RECLAIM_intraday+re_stopped,RECLAIM_intraday+re_n,RECLAIM_disaster:0.5_pct,RECLAIM_disaster:0.5_R,RECLAIM_disaster:0.5_stopped,RECLAIM_disaster:0.5_n,RECLAIM_disaster:1.0_pct,RECLAIM_disaster:1.0_R,RECLAIM_disaster:1.0_stopped,RECLAIM_disaster:1.0_n,RECLAIM_disaster:1.0+pdl_pct,RECLAIM_disaster:1.0+pdl_R,RECLAIM_disaster:1.0+pdl_stopped,RECLAIM_disaster:1.0+pdl_n,RECLAIM_disaster:1.5+pdl_pct,RECLAIM_disaster:1.5+pdl_R,RECLAIM_disaster:1.5+pdl_stopped,RECLAIM_disaster:1.5+pdl_n
2026-02-23,AMAT,True,-6.063793188072952,-5.856567981805938,1.0468500307999173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5677597989164385,-19.67022925339447,0.0,1.0,-5.5677597989164385,-19.67022925339447,0.0,1.0,-5.5677597989164385,-19.67022925339447,0.0,1.0,-5.5677597989164385,-19.67022925339447,0.0,1.0,-5.5677597989164385,-19.67022925339447,0.0,1.0,-5.5677597989164385,-19.67022925339447,0.0,1.0,-5.5677597989164385,-19.67022925339447,0.0,1.0
2026-02-24,AMAT,True,-7.152465615612891,-2.723821904809398,2.6983675749405522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0442167152043424,-4.889318445663751,0.0,1.0,-6.0442167152043424,-4.889318445663751,0.0,1.0,-6.0442167152043424,-4.889318445663751,0.0,1.0,-6.0442167152043424,-4.889318445663751,0.0,1.0,-6.0442167152043424,-4.889318445663751,0.0,1.0,-6.0442167152043424,-4.889318445663751,0.0,1.0,-6.0442167152043424,-4.889318445663751,0.0,1.0
2026-02-25,AMAT,True,-4.983059492959474,-1.798390911338675,2.8515656789143806,-4.911081507713244,-1.9864984049144963,0.0,1.0,-4.911081507713244,-1.9864984049144963,0.0,1.0,-4.911081507713244,-1.9864984049144963,0.0,1.0,-4.911081507713244,-1.9864984049144963,0.0,1.0,-4.911081507713244,-1.9864984049144963,0.0,1.0,-4.911081507713244,-1.9864984049144963,0.0,1.0,-4.911081507713244,-1.9864984049144963,0.0,1.0,2.5364583333333357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-26,AMAT,True,-6.606333528618425,-2.7054715707715844,2.5044994984922964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.960483994990725,-10.857078933140873,0.0,1.0,-0.31346873093248684,-1.7359768115942456,1.0,1.0,-1.9597696437654966,-5.270248800389769,1.0,3.0,-2.803343524797164,-15.524800000000038,1.0,1.0,-1.960483994990725,-10.857078933140873,0.0,1.0,-1.960483994990725,-10.857078933140873,0.0,1.0,-1.960483994990725,-10.857078933140873,0.0,1.0
2026-02-27,AMAT,True,-5.748405110666899,-3.2009184600113656,1.8298194003025792,-6.293189481403361,-2.9449161564829844,0.0,1.0,-6.293189481403361,-2.9449161564829844,0.0,1.0,-6.293189481403361,-2.9449161564829844,0.0,1.0,-6.293189481403361,-2.9449161564829844,0.0,1.0,-6.293189481403361,-2.9449161564829844,0.0,1.0,-0.6972456176300157,-0.32627809641887895,0.0,1.0,-0.6972456176300157,-0.32627809641887895,0.0,1.0,2.1849695646882106,-5.890149436162073,-3.4318701911347476,0.0,1.0,-5.890149436162073,-3.4318701911347476,0.0,1.0,-5.890149436162073,-3.4318701911347476,0.0,1.0,-5.890149436162073,-3.4318701911347476,0.0,1.0,-5.890149436162073,-3.4318701911347476,0.0,1.0,-5.890149436162073,-3.4318701911347476,0.0,1.0,-5.890149436162073,-3.4318701911347476,0.0,1.0
2026-03-02,AMAT,True,-5.718016715378937,-2.3925952341859764,2.449899231003738,-5.909119371772597,-2.501369836960132,0.0,1.0,-5.909119371772597,-2.501369836960132,0.0,1.0,-5.909119371772597,-2.501369836960132,0.0,1.0,-5.909119371772597,-2.501369836960132,0.0,1.0,-5.909119371772597,-2.501369836960132,0.0,1.0,-0.3223776142031398,-0.13646460488358586,0.0,1.0,-0.3223776142031398,-0.13646460488358586,0.0,1.0,2.420997577626083,-4.024825479760652,-9.859170950378752,0.0,1.0,-4.024825479760652,-9.859170950378752,0.0,1.0,-4.024825479760652,-9.859170950378752,0.0,1.0,-4.024825479760652,-9.859170950378752,0.0,1.0,-4.024825479760652,-9.859170950378752,0.0,1.0,-4.024825479760652,-9.859170950378752,0.0,1.0,-4.024825479760652,-9.859170950378752,0.0,1.0
2026-03-03,AMAT,True,-1.481727549161016,-1.9079515516689343,0.783158155715391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2892471208016527,-1.387999022157191,0.0,1.0,-3.2892471208016527,-1.387999022157191,0.0,1.0,-3.2892471208016527,-1.387999022157191,0.0,1.0,-3.2892471208016527,-1.387999022157191,0.0,1.0,-3.2892471208016527,-1.387999022157191,0.0,1.0,-1.952432617073574,-0.8238890128344787,0.0,1.0,-1.952432617073574,-0.8238890128344787,0.0,1.0
2026-03-04,AMAT,True,-3.255146379700369,-1.6505103969789503,2.0131158576709662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.302863382760001,-8.710662589300616,0.0,1.0,-0.5819498497673159,-2.2012459893047795,1.0,1.0,-2.609012713506298,-6.263336176813324,1.0,2.0,-2.302863382760001,-8.710662589300616,0.0,1.0,-2.302863382760001,-8.710662589300616,0.0,1.0,-2.302863382760001,-8.710662589300616,0.0,1.0,-2.302863382760001,-8.710662589300616,0.0,1.0
2026-03-05,AMAT,True,-6.400447799639752,-2.1693798173462193,3.041930228265688,-2.3636349104501075,-1.253123823370205,0.0,1.0,-2.067119945746565,-1.0959210486891438,1.0,1.0,-2.067119945746565,-1.0959210486891438,1.0,1.0,-2.377766949782778,-1.2606161797752835,1.0,1.0,-4.659610397612424,-2.4703767790262097,1.0,1.0,-4.659610397612424,-2.4703767790262097,1.0,1.0,-2.3636349104501075,-1.253123823370205,0.0,1.0,1.9236311239193116,-0.7029519696153619,-1.7725018268087671,0.0,1.0,-0.5535860850639396,-1.395873956521745,1.0,1.0,-0.5535860850639396,-1.395873956521745,1.0,1.0,-2.6445019806611403,-6.668143478260862,1.0,1.0,-0.7029519696153619,-1.7725018268087671,0.0,1.0,-0.7029519696153619,-1.7725018268087671,0.0,1.0,-0.7029519696153619,-1.7725018268087671,0.0,1.0
2026-03-06,AMAT,True,4.247562189229015,4.600603052774833,0.93242994065319,-3.707144358217007,-1.3759055483247478,0.0,1.0,-2.88397216981362,-1.0703854304635716,1.0,1.0,-2.88397216981362,-1.0703854304635716,1.0,1.0,-2.1914750929243554,-0.8133653421633521,1.0,1.0,-4.346240675519697,-1.6131059602648985,1.0,1.0,-4.346240675519697,-1.6131059602648985,1.0,1.0,-3.707144358217007,-1.3759055483247478,0.0,1.0,2.770642201834872,-2.7609691788287205,-1.5878656766532318,0.0,1.0,-1.9297084869965064,-1.1097979274611338,1.0,1.0,-1.9297084869965064,-1.1097979274611338,1.0,1.0,-2.1878197940756516,-1.2582407599309102,1.0,1.0,-2.7609691788287205,-1.5878656766532318,0.0,1.0,-2.7609691788287205,-1.5878656766532318,0.0,1.0,-2.7609691788287205,-1.5878656766532318,0.0,1.0
2026-03-10,AMAT,True,-2.606252317631108,-1.311033131589829,2.0294999654314028,-2.636844352494927,-1.4713383350871492,0.0,1.0,-2.636844352494927,-1.4713383350871492,0.0,1.0,-2.636844352494927,-1.4713383350871492,0.0,1.0,-2.636844352494927,-1.4713383350871492,0.0,1.0,-2.636844352494927,-1.4713383350871492,0.0,1.0,-2.636844352494927,-1.4713383350871492,0.0,1.0,-2.636844352494927,-1.4713383350871492,0.0,1.0,1.8259587020649004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-11,AMAT,True,-4.046057908813438,-1.8850135791774247,2.194861750564625,-3.80448881457931,-2.273521075929805,0.0,1.0,-3.80448881457931,-2.273521075929805,0.0,1.0,-3.80448881457931,-2.273521075929805,0.0,1.0,-3.80448881457931,-2.273521075929805,0.0,1.0,-3.80448881457931,-2.273521075929805,0.0,1.0,-3.80448881457931,-2.273521075929805,0.0,1.0,-3.80448881457931,-2.273521075929805,0.0,1.0,1.7029080429656895,-3.08884746839021,-3.2778441266634077,0.0,1.0,-3.08884746839021,-3.2778441266634077,0.0,1.0,-3.08884746839021,-3.2778441266634077,0.0,1.0,-3.08884746839021,-3.2778441266634077,0.0,1.0,-3.08884746839021,-3.2778441266634077,0.0,1.0,-3.08884746839021,-3.2778441266634077,0.0,1.0,-3.08884746839021,-3.2778441266634077,0.0,1.0
2026-03-25,AMAT,True,-8.446417595661327,-3.5961684765767417,2.4066967747034207,-9.544352202255224,-2.8957702392776694,0.0,1.0,-9.544352202255224,-2.8957702392776694,0.0,1.0,-9.544352202255224,-2.8957702392776694,0.0,1.0,-9.544352202255224,-2.8957702392776694,0.0,1.0,-9.544352202255224,-2.8957702392776694,0.0,1.0,-1.3177160994204962,-0.3997969672176697,0.0,1.0,-1.3177160994204962,-0.3997969672176697,0.0,1.0,3.4104142405589677,-7.655165459592983,-5.992161872187455,0.0,1.0,-7.655165459592983,-5.992161872187455,0.0,1.0,-7.655165459592983,-5.992161872187455,0.0,1.0,-7.655165459592983,-5.992161872187455,0.0,1.0,-7.655165459592983,-5.992161872187455,0.0,1.0,-7.655165459592983,-5.992161872187455,0.0,1.0,-7.655165459592983,-5.992161872187455,0.0,1.0
2026-03-26,AMAT,True,-0.5270558591946695,-1.750428810077551,0.3021921065863076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508085701132536,-12.450134330558505,0.0,1.0,-0.6118506144466518,-1.6897687499999812,1.0,1.0,-2.222826640189701,-5.235537468676078,1.0,3.0,-2.4226345621481737,-6.690672656249875,1.0,1.0,-4.340849875989661,-11.98827343749972,1.0,1.0,-4.340849875989661,-11.98827343749972,1.0,1.0,-4.508085701132536,-12.450134330558505,0.0,1.0
2026-03-27,AMAT,True,-4.281971480796399,-5.104628655037749,0.8464488606932052,-6.553830124082827,-2.644455858956707,0.0,1.0,-2.68381705399372,-1.08291420412653,1.0,1.0,-2.68381705399372,-1.08291420412653,1.0,1.0,-2.334525221541761,-0.9419757276440328,1.0,1.0,-6.553830124082827,-2.644455858956707,0.0,1.0,-2.490572406389957,-1.0049404191957962,0.0,1.0,-2.490572406389957,-1.0049404191957962,0.0,1.0,2.5428740038324404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
