date,sym,kind,grade_shown,in_state,brk,px,alert_risk,R_alert,pct_alert,R_close,pct_close,close_risk,intraday_R
2026-08-17,GH,UR,True,True,False,157.75,1.774193548387104,1.3636363636363635,2.377179080824088,-0.025486988847583644,-0.10515133968620471,4.303224625126001,1.37
2026-08-17,HD,UR,False,False,False,336.09,0.9612785004055269,-0.21303291320800075,-0.2028341581914339,-0.07815626012130847,-0.11542528978472077,1.4989906620193727,0.7
2026-08-17,HOOD,UR,True,False,False,95.86,2.196162046908312,-2.1019423401471453,-4.517005237537164,-1.9265335102109453,-4.9038973721590935,2.6119369600556386,0.19
2026-08-17,HPE,UR,False,True,False,57.84,1.3137151865475483,-2.8666684977213586,-3.71715313501213,-3.6923082566115246,-3.3327581379986704,0.9108433287332796,-0.29
2026-08-17,INTC,UR,False,False,False,103.15,1.3261296660117994,-4.785183376736085,-6.262721821225159,-4.023678282342638,-6.570678870159552,1.6601127321700382,0.24
2026-08-17,INTU,UR,False,False,False,339.24,1.0063717024950902,-1.0769212711492275,-1.0729848769261863,2.097141810825893,2.1871264017875536,1.0538994085140363,-1.0
2026-08-17,JNJ,UR,True,False,False,259.86,0.7170264718421748,3.90269544446785,2.7784139814768016,1.3823897817030777,2.2972135955115602,1.6898512408580757,1.38
2026-08-17,KLAC,UR,True,False,False,206.39,1.931054919004338,-2.9667536352601496,-5.620430599286386,-3.344513812000484,-5.331454856905471,1.6199125091401534,-0.17
2026-08-17,LITE,ORB9,False,False,False,998.51,1.0924148544121826,-2.7442053369729,-2.9654160284761755,-2.281383559847922,-9.865829749903899,4.519959483717639,-1.0
2026-08-17,LLY,UR,False,False,False,1175.2,1.0055865921787754,0.6803448016826857,0.6773344264540127,0.31790382167582504,0.5282463757604328,1.689732202809413,0.8
2026-08-17,MRVL,LVL,True,False,False,235.56,5.377113715666115,-1.6272878535773698,-8.303616912888433,-2.4637091150725614,-7.822302602237896,3.2791231263697984,-0.1
2026-08-17,OKTA,UR,True,True,False,146.6,1.3691052413220772,-1.6969669226444188,-2.2919471397243707,1.0624895691772167,0.47472259822951557,0.44880740691122245,-1.0
2026-08-17,ORCL,UR,False,False,False,147.46,1.3470790378006914,-2.3826564866669266,-3.1669650846786856,-3.3565400843881856,-2.6321178117990396,0.7903738120167425,-0.41
2026-08-17,OSCR,UR,False,True,False,31.54,1.5780998389693934,-1.2448973363759588,-1.9340510298802127,-1.2399978637695312,-1.965131368866968,1.6103059976993794,0.02
2026-08-17,PG,UR,False,False,False,143.49,0.3216108508704574,-0.804358440896745,-0.2578610933253289,0.5156283527644661,0.2305770278880237,0.44918543573815306,-1.0
2026-08-17,QBTS,UR,True,False,False,20.89,3.4670629024269317,-1.9428561619349916,-6.510288718786461,-1.9822470014305102,-6.42070004170211,3.347531875408971,-0.01
2026-08-17,QCOM,UR,False,False,False,164.13,1.1524713422901511,-1.5122413023270327,-1.722958164474231,-2.7260288123299525,-1.2270252041061025,0.45214973139522385,-1.0
2026-08-17,SMTC,ORB9,True,False,False,151.29,1.4484007242003605,-7.435187163176368,-10.6153772704481,-1.8563062975718678,-12.313581469881852,7.104656807603726,1.36
2026-08-17,SNDK,ORB9,False,False,False,1781.16,1.1890491583486318,-7.423792197951486,-8.723526842233431,-1.8128305070075386,-9.01418409434429,5.2326251817395475,-1.0
2026-08-17,SPCX,ORB9,True,False,False,147.85,1.0525596336545595,-1.0519508262733377,-1.095707996253592,-1.839098789850716,-8.363534216554601,4.7642884433641175,-1.0
2026-08-17,TEAM,UR,False,True,False,158.6,1.3094857872884003,16.551218916730324,21.39344185327672,19.100631665089637,21.592777082327498,1.1434003521169078,-0.07
2026-08-17,TSLA,UR,True,False,False,340.47,0.8859784283513195,-1.2040150109740857,-1.0573633162429985,-1.3351778258463705,-0.716178238492593,0.5392843271877057,-0.39
2026-08-17,UBER,UR,False,False,False,76.47,1.4190981432360639,-1.3831795665705393,-1.9354022966267426,1.9412081500762948,0.8801222575154144,0.45545389275412074,-1.0
2026-08-17,UNH,UR,False,False,False,397.38,0.8322760720629319,-1.274740079554125,-1.0521786352955642,-0.4033482766660433,-0.42718524969070915,1.0704346932547848,-1.0
2026-08-17,WDC,ORB9,True,False,False,540.62,0.7153768769328384,-1.2453091939290273,-0.8845376243364123,-2.3524203498876464,-7.434563859681498,3.263529428088341,-1.0
2026-08-17,WMT,UR,True,False,False,114.95,0.8156463778284495,-12.212908344883987,-9.880821888422952,-25.585147066412773,-9.175197957520409,0.359904905810593,-1.0
2026-08-17,XOM,UR,False,False,False,160.12,0.6474322710415592,-1.8737840374696626,-1.2053444657717627,-1.3797425975882205,-2.025271978500476,1.4897293547879054,1.35
2026-08-17,ZETA,UR,False,True,False,28.75,1.2680521310320492,-1.444445716010202,-1.8086972443953853,-1.3636355754767282,-2.0811667813303236,1.5498434079503687,0.24
2026-08-18,AAOI,UR,False,False,False,147.46,2.3246131427381744,-4.791043682952436,-10.884305125383587,-48.5256986829425,-7.0162095455154505,0.14479685995938407,-1.0
2026-08-18,ALAB,UR,True,False,False,310.21,3.059800664451817,-0.7350703103793426,-2.1823917857560104,-1.3832163369495851,-4.7521794462544005,3.5578339920487645,-1.0
2026-08-18,AMAT,UR,True,False,False,507.81,1.3350095785440663,0.8924722942357997,1.1757625191385568,-1.0939768556507388,-3.5308113229827076,3.3351426952576535,-1.0
2026-08-18,AMZN,UR,True,False,False,259.5,0.6867652194156637,-0.0282416909427969,-0.019263118677748103,0.3837050442681996,0.25437391153584343,0.6673655171629767,-0.01
2026-08-18,ANET,UR,False,True,False,197.81,1.8222062078550483,-1.307911673508125,-2.3406336000297068,-1.9173807008620578,-3.4837954150014783,1.8505797125117684,-1.0
2026-08-18,ANF,ORB9,False,False,False,106.09,0.24567702919777723,-10.423087486853774,-2.55443750266946,0.7016955377047654,2.002321290210496,2.937366264341379,-1.0
2026-08-18,ASTS,UR,True,False,False,67.23,1.8482048174518928,-0.13114779112769293,-0.23798944693705915,-0.6037743997236138,-0.9542260214112197,1.6058135499013249,-0.15
