date,sym,t,brk,rt_vwap,rt_mid,rnd
2026-02-05,PTEN,09:49,-2.50107824271677,0.12210012210012167,1.1097410604192337,0.24378733738747252
2026-02-05,SNDK,09:49,-6.266996440368333,-2.9064869418702566,-1.3869824656215002,-2.208487766725279
2026-02-05,TER,09:49,-2.981940278788575,-3.038949396426127,0.47791938352101937,-0.13490501181280998
2026-02-05,NFLX,09:54,-1.5481717932740002,-1.5612234598960884,-1.5674025699790928,-0.8146685139587754
2026-02-05,DE,10:24,-1.6196843997385524,-0.7394542248888247,,-1.2977816323253344
2026-02-05,DK,10:24,1.8454613653413166,2.3368008442635313,,1.198544886646813
2026-02-05,QCOM,10:44,-1.5829743102628302,0.2905907452364964,,-0.02813998528941412
2026-02-05,COHR,11:34,0.3936251920122924,,,2.1480608558132865
2026-02-05,GLW,11:34,-0.3481672616733267,,,1.449012503448451
2026-02-05,MRVL,11:54,1.0550677285412924,,,3.1830749855089824
2026-02-05,CDW,11:59,0.5640037124295061,1.1997988361232892,,1.0957161155491428
2026-02-06,AMD,09:49,1.7541287989836896,2.7684563758389347,,1.6644799799308736
2026-02-06,HOOD,09:49,1.4392454679078792,,,-0.09351396824952563
2026-02-06,HTFL,09:49,4.022556390977439,,,-1.931016434574099
2026-02-06,NVDA,09:49,2.6661867715052967,,,1.5596929035264735
2026-02-06,OSCR,09:49,-0.6493506493506551,1.5767634854771728,1.5767634854771728,-1.1023250788287104
2026-02-06,MRVL,09:54,1.615596771336758,2.7228545849852903,3.463867061702963,1.5906219583958474
2026-02-06,NBIS,09:54,7.844868726115362,9.31917389747614,,4.486568722069332
2026-02-06,QBTS,10:04,8.32060669456065,,,6.303738708400663
2026-02-06,ALAB,10:09,5.491024287222812,,,5.731112807373566
2026-02-06,IBIT,10:24,2.1812913800778766,,,1.600439642170633
2026-02-06,AMZN,10:29,2.655342412261441,,,2.562645353748113
2026-02-06,IREN,10:34,3.781056729506349,,,0.20517117681705388
2026-02-06,BMNR,10:44,4.818042029728331,,,6.075804145077172
2026-02-06,TSLA,10:54,0.4545787814355773,,,0.832775778411358
2026-02-06,FLR,11:09,-0.19148936170213515,,,1.1942087670465378
2026-02-06,HALO,11:09,0.7439226885879169,,,0.9341148704265168
2026-02-06,PLTR,11:14,-0.626387248466953,,,-0.11574028786757544
2026-02-06,QCOM,11:14,-0.8592057761732885,,,0.21009219720109495
2026-02-06,CRCL,11:34,0.9652311493223431,,,1.8089116170408055
2026-02-06,GLW,11:59,3.114712585464674,,,5.438729509806758
2026-02-09,ALAB,09:49,2.4918032786885203,,,2.206973847205177
2026-02-09,AXTI,09:49,0.7254261878853807,3.1958379784466695,,1.613633723710491
2026-02-09,GLW,09:49,3.4895628200078743,,,0.8263086106224208
2026-02-09,LITE,09:49,-2.7459896425413577,,,0.37972746795371287
2026-02-09,NVDA,09:49,-1.718153843853587,,,-0.7648869097968728
2026-02-09,SNDK,09:49,-2.6223515710898093,,,-1.0646366677825962
2026-02-09,TSM,09:49,-0.9061254077564307,0.3246111722697398,,-0.17786262360375282
2026-02-09,AAOI,09:54,5.158033362598768,,,1.876036401563382
2026-02-09,NBIS,09:59,2.416685058485979,,,0.7495863654710592
2026-02-09,COHR,10:04,3.967743319178152,,,1.202318300235609
2026-02-09,ORCL,10:04,0.015967808897277003,1.4643944793623964,,0.8274437960812842
2026-02-09,TER,10:04,0.6261354788476448,,,-0.7864180216684261
2026-02-09,TIGO,10:04,0.5073902492830351,,,0.35795101993339645
2026-02-09,PLTR,10:09,1.0205971461734409,,,-0.4898722801087792
2026-02-09,HOOD,10:14,-0.2017174802604993,,,0.14094621600608814
2026-02-09,FTNT,10:34,1.6201513718069993,2.0849420849420985,,1.7429702230685813
2026-02-09,HTFL,10:34,3.8734896943852126,,,3.8194373568118203
2026-02-09,BMNR,10:39,3.703703703703698,,,3.728862186519059
2026-02-09,GOOGL,10:54,0.07101176325297054,,,0.1593950858494305
2026-02-09,AMZN,11:09,-0.5670717178937301,,,1.0580851968130078
2026-02-09,OSCR,11:44,3.8130381303812966,,,4.833309264630517
2026-02-10,LITE,09:54,-0.7371681415929143,,,0.18034237671750164
2026-02-10,GLW,09:59,-1.5982787767020001,-1.3025048169556852,,-1.9333730478582964
2026-02-10,AMZN,10:04,-1.6371081828619127,,,-1.631285268958397
2026-02-10,HNGE,10:04,2.6934984520123884,,,0.5325314733776917
2026-02-10,ORCL,10:04,-1.0400544790441502,,,-1.7877950099655093
2026-02-10,COHR,10:09,-2.1341332761945497,-0.8552574455153228,,-1.359707336019082
2026-02-10,CRM,10:14,-2.155216027522,-1.2257405515832542,,-1.7540559932474424
2026-02-10,TEAM,10:34,-3.990693854984051,-1.4846235418875864,,-2.376203466652012
2026-02-11,TSM,09:49,-1.942872958416475,-0.08811278436398062,0.5562721702676576,-0.24956561347179163
2026-02-11,CNH,11:39,1.466508125247734,2.1956087824351433,,2.2939743338919794
2026-02-12,NBIS,09:54,2.5342860845342985,5.05228527787569,,4.256928898279518
2026-02-12,OSCR,10:14,-3.5336759754357017,-3.5922566907648057,-3.6368889180195985,-3.6026278053780003
2026-02-12,GOOGL,11:44,-1.8257238413361132,,,-0.5308669147618553
2026-02-13,CRM,09:49,-0.8000418322526626,0.1504553253266483,,-0.6562914310386248
2026-02-13,HOOD,09:49,3.420345097505373,,,-0.18969479291450764
2026-02-13,DELL,09:54,-0.27164685908318553,-0.5754908598510466,,-1.1242859586804377
2026-02-13,CLMT,10:09,2.8212039532794275,,,1.569705330280106
2026-02-13,NUE,10:09,-0.5643585847623145,,,-0.646822665040625
2026-02-13,CRCL,10:14,0.45133703789792534,0.6872276231981278,,0.4643209568209479
2026-02-13,BMNR,10:29,-1.2005649717514055,,,0.3708981202320105
2026-02-13,GLW,10:34,2.1279071280563944,,,2.2663674094997845
2026-02-13,ALAB,10:59,0.37263301197842935,,,1.5040752701920512
2026-02-13,AMZN,11:09,-0.48563132071692827,,,-0.14519985210473077
2026-02-13,SNDK,11:09,1.591393665231755,,,1.5396815354281685
2026-02-13,ANET,11:54,-2.703322193548374,,,-2.8071682696700795
2026-02-17,CNH,09:49,-1.691063770396184,,,1.8594582712985714
2026-02-17,AMZN,11:09,0.2716130707125952,,,0.8986219269688863
2026-02-17,LITE,11:19,1.460495621893898,,,3.662424410678463
2026-02-17,HTFL,11:39,2.580645161290329,,,4.404134926271053
2026-02-18,PLTR,09:54,-2.567203720501632,,,-2.7422313376100864
2026-02-18,PANW,10:04,0.8714605604837944,,,1.6281808872933807
2026-02-18,AMD,10:19,-0.0049970017989120485,,,-0.14617769537670725
2026-02-18,FLR,10:19,2.6195031781035105,2.7081854143422346,,1.211641819992167
2026-02-18,WDC,11:59,-3.084564109266763,,,-0.8131431721606797
2026-02-19,CF,09:54,-1.8263036786246634,-1.8573285918663585,,-1.8828912877248267
2026-02-19,DE,09:54,2.255569450233885,,,-0.4099611888448244
2026-02-19,NBIS,10:04,1.5667767815007005,2.4076893795203613,,1.2037570156891997
2026-02-19,FLR,10:34,0.6377915278438895,,,0.24853262409678667
2026-02-19,CNH,10:59,-0.038461538461542766,,,1.1040431584950605
2026-02-20,COHR,09:49,1.7786885245901551,3.242703916188572,,-0.18382271398107072
2026-02-20,AAOI,09:59,5.03424587931629,,,-0.8801087022795437
2026-02-20,AMZN,10:14,0.11193940981730766,,,0.31076736030757335
2026-02-20,DDS,10:29,-2.4075289504967734,-2.4326465393778363,1.2176720886018622,-0.9522899307384073
2026-02-20,GOOGL,10:44,0.23825796770533536,,,1.139514450100576
2026-02-20,PANW,10:49,-2.5269527190714403,,,-2.530849253139337
2026-02-20,GLW,11:14,-0.3535588014713764,,,1.0392411718662231
2026-02-20,WDC,11:14,-3.2542044929506964,-1.7623571526917292,,-1.5497573147076487
2026-02-23,AAOI,09:54,1.5239887111947459,,,0.196060505859319
2026-02-23,GLW,09:54,0.05338108931860486,,,-0.6679933050822595
2026-02-23,IOVA,09:54,-4.482352002526946,-1.3550875516264438,-0.857632933104624,-0.04876846896705681
2026-02-23,SNDK,09:54,-3.116279069767447,,,-2.7050367066856746
2026-02-23,TGTX,11:24,-0.5849853753656098,,,1.2817322071104604
2026-02-24,GLW,09:49,1.3095476715440757,2.5635822510822415,2.772129591975059,0.9051246183200116
2026-02-24,IOVA,09:49,-4.459063450157863,-4.733467354782961,8.323009996830976,5.268466088444453
2026-02-24,ZETA,09:49,7.12933753943219,9.82969282614179,,7.0615427338870305
2026-02-24,TSM,10:04,0.612617309697594,,,-0.1691521733974947
2026-02-24,CRWD,10:29,-2.5377744386008816,-0.8576766304347783,,-0.6256423400144909
2026-02-24,AXTI,10:39,4.451391990471931,,,3.9078150916506567
2026-02-24,INTC,11:24,1.4003693281744667,,,2.6517073245515257
2026-02-25,IOVA,09:49,-4.642879862662374,-4.7038973996866185,,-4.781702457858039
2026-02-25,NFLX,09:49,1.1557512383048918,,,0.8310946733463664
2026-02-25,COHR,09:54,-2.9654185460935123,-1.2844848239131679,,-1.8405132288570656
2026-02-25,CRWD,09:59,1.899497769422842,,,1.5495666479192833
2026-02-25,BMNR,10:04,1.2491161913740223,2.8489346420876194,,-0.45870172527368025
2026-02-25,TEAM,10:04,1.9714385231626608,,,1.695398287298211
2026-02-25,ZETA,10:04,3.4426837179130754,5.617977528089879,,3.4675297711612187
2026-02-25,CRM,10:19,1.919553962564713,,,1.1106413524219743
2026-02-25,GLW,10:29,0.8296147319464486,,,1.2612256145266176
2026-02-25,PLTR,10:49,-0.8423852804256393,,,0.6606378715840874
2026-02-25,CRCL,11:24,8.50827546877795,,,11.259722235077897
2026-02-26,CRWD,09:54,0.36334913112163747,1.0819411296738135,,-0.04281409611595436
2026-02-26,CRM,09:59,0.4280175235409578,1.988895974292082,,1.5246401932921112
2026-02-26,TEAM,09:59,-0.5880145126986314,,,-1.0963488818728182
2026-02-26,NOW,10:14,-2.962605261320417,0.7295799617057952,1.2081655325649088,0.8942994835921647
2026-02-26,OKTA,10:34,-0.05248506833025468,-0.05978874642929011,,-0.37434506387955163
2026-02-26,CRCL,10:49,-4.771311256880506,,,-3.44151712093171
2026-02-26,TGTX,11:34,-2.221652260773588,,,0.4502508071658455
2026-02-27,DK,09:49,1.5327202452352529,,,0.4968670743191739
2026-02-27,NVDA,10:09,-2.1175174777278594,,,-2.124423520277019
2026-02-27,AAOI,10:29,8.696633939827159,,,9.187808741378669
2026-02-27,DELL,10:29,2.586505790167104,,,1.0035034695760576
2026-02-27,HPE,11:04,-1.0599078341013812,,,-0.753841225848754
