entry,h,expiry,K,mid,ratio,short,fly,vix,episode,direction,POST,DOWN,UP,vdec,cl,half
2016-02-22,10,2016-03-04,195.0,4.5600000000000005,1.1798245614035077,-18.71138570167684,-26.66126418152342,19.3799991607666,,,0,0,0,6,d20160222,2010-2017
2016-02-23,5,2016-03-04,192.5,4.95,1.5919191919191908,-59.93505175563212,-61.53148248956624,20.979999542236328,,,0,0,0,7,d20160223,2010-2017
2016-02-23,10,2016-03-11,192.5,6.285,1.6276849642004756,-63.43158399233148,-66.6960093896712,20.979999542236328,,,0,0,0,7,d20160223,2010-2017
2016-02-24,5,2016-03-04,193.5,4.755,1.4468980021030484,-45.62387554238534,-49.842059921508486,20.719999313354492,,,0,0,0,7,d20160224,2010-2017
2016-02-24,10,2016-03-11,193.5,6.19,1.4911147011308545,-49.78902953586479,-52.6327225320488,20.719999313354492,,,0,0,0,7,d20160224,2010-2017
2016-02-25,1,2016-02-26,195.5,1.405,0.27046263345195404,72.45378760420476,48.99061700312793,19.110000610351562,,,0,0,0,6,d20160225,2010-2017
2016-02-25,5,2016-03-04,195.5,4.074999999999999,1.1975460122699377,-20.508704778367612,-28.251121076233083,19.110000610351562,,,0,0,0,6,d20160225,2010-2017
2016-02-25,10,2016-03-11,195.5,5.545,1.303877366997293,-30.871572087971582,-37.20329807612209,19.110000610351562,,,0,0,0,6,d20160225,2010-2017
2016-02-26,5,2016-03-04,195.5,3.7799999999999994,1.29100529100529,-29.890870375299333,-35.80004900759607,19.809999465942383,,,0,0,0,7,d20160226,2010-2017
2016-02-26,10,2016-03-11,195.5,5.3100000000000005,1.3615819209039528,-36.879969708443554,-42.99163179916301,19.809999465942383,,,0,0,0,7,d20160226,2010-2017
2016-02-29,5,2016-03-04,194.0,3.44,1.8546511627906963,-86.7134913666958,-83.81623596972058,20.549999237060547,,,0,0,0,7,d20160229,2010-2017
2016-02-29,10,2016-03-11,194.0,5.115,1.7067448680351884,-71.8673097745839,-76.3434851448261,20.549999237060547,,,0,0,0,7,d20160229,2010-2017
2016-03-02,5,2016-03-11,199.0,3.635,1.0261348005502036,-3.1954627196013203,-10.312834542642793,17.09000015258789,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-02,10,2016-03-18,198.5,5.465,1.0869167429094233,-9.100927541555663,-16.13491340018228,17.09000015258789,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-03,1,2016-03-04,200.0,1.605,0.23676012461058907,76.01767118965002,61.379735140129654,16.700000762939453,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-03,5,2016-03-11,200.0,3.57,0.7647058823529383,23.03354947843276,12.63518860459009,16.700000762939453,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-03,10,2016-03-18,199.5,5.375,0.9190697674418601,7.741152301802262,-0.22227710545810234,16.700000762939453,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-04,5,2016-03-11,200.5,3.1950000000000003,0.6979655712050046,29.75271696330164,18.825657437039393,16.860000610351562,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-04,10,2016-03-18,200.0,5.265000000000001,0.8433048433048428,15.259089607787054,5.971845763749281,16.860000610351562,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-07,5,2016-03-11,200.5,2.785,0.8007181328545744,19.33441852052851,9.971414158399536,17.350000381469727,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-07,10,2016-03-18,200.0,5.035,0.8818272095332667,11.368400039924191,2.9915717328887848,17.350000381469727,67.0,UP,1,0,1,5,e67,2010-2017
2016-03-08,5,2016-03-11,198.5,2.88,1.4687499999999964,-47.79874213836442,-47.10101613867273,18.670000076293945,67.0,UP,1,0,1,6,e67,2010-2017
2016-03-08,10,2016-03-18,198.0,5.180000000000001,1.2432432432432428,-24.878805507077693,-29.280613133600376,18.670000076293945,67.0,UP,1,0,1,6,e67,2010-2017
2016-03-09,5,2016-03-18,198.5,4.985,1.191574724172517,-19.649511531876275,-24.724205061648245,18.34000015258789,,,0,0,0,6,d20160309,2010-2017
2016-03-09,10,2016-03-24,198.5,5.64,0.8226950354609905,17.32002851033524,7.590966122961312,18.34000015258789,,,0,0,0,6,d20160309,2010-2017
2016-03-10,1,2016-03-11,199.0,1.4949999999999999,2.4949832775919667,-152.9671074940651,-100.0,18.049999237060547,,,0,0,0,6,d20160310,2010-2017
2016-03-10,5,2016-03-18,198.5,4.425,1.3423728813559317,-34.862072880009045,-37.59559498317525,18.049999237060547,,,0,0,0,6,d20160310,2010-2017
2016-03-10,10,2016-03-24,198.5,5.245,0.8846520495710174,11.102596034103145,1.9396364268941948,18.049999237060547,,,0,0,0,6,d20160310,2010-2017
2016-03-11,5,2016-03-18,202.0,3.5949999999999998,0.6787204450625863,31.643087267124304,21.64865946378559,16.5,,,0,0,0,5,d20160311,2010-2017
2016-03-11,10,2016-03-24,202.0,4.385,0.2599771949828931,73.85021218029621,54.23861852433305,16.5,,,0,0,0,5,d20160311,2010-2017
2016-03-14,5,2016-03-18,202.5,3.1950000000000003,0.6071987480438177,38.88801386045055,25.845177314751012,16.920000076293945,,,0,0,0,5,d20160314,2010-2017
2016-03-14,10,2016-03-31,202.0,4.905,0.7237512742099921,27.246644123373066,12.989401769291192,16.920000076293945,,,0,0,0,5,d20160314,2010-2017
2016-03-15,5,2016-03-18,201.5,3.13,0.9392971246006383,5.3749597682652865,-1.412351149266074,16.84000015258789,,,0,0,0,5,d20160315,2010-2017
2016-03-15,10,2016-03-31,201.0,4.95,0.9191919191919214,7.651715039577615,-2.521910212842274,16.84000015258789,,,0,0,0,5,d20160315,2010-2017
2016-03-16,5,2016-03-24,202.5,3.2249999999999996,0.19844961240309655,80.02808550475936,62.169641621696826,14.989999771118164,,,0,0,0,3,d20160316,2010-2017
2016-03-16,10,2016-03-31,202.0,4.3,0.8255813953488399,16.90074906367015,7.156901297679676,14.989999771118164,,,0,0,0,3,d20160316,2010-2017
2016-03-17,1,2016-03-18,204.0,1.6800000000000002,0.26190476190476053,73.44598672299351,49.19551438322781,14.4399995803833,,,0,0,0,3,d20160317,2010-2017
2016-03-17,5,2016-03-24,204.0,2.655,0.32391713747646467,67.3562345796161,47.606171464927215,14.4399995803833,,,0,0,0,3,d20160317,2010-2017
2016-03-17,10,2016-04-01,204.0,3.9099999999999997,0.7391304347826053,25.649601234885864,12.036834027625831,14.4399995803833,,,0,0,0,3,d20160317,2010-2017
2016-03-18,5,2016-03-24,204.5,2.2800000000000002,0.5964912280701814,39.74302171023423,27.074059085389994,14.020000457763672,,,0,0,0,2,d20160318,2010-2017
2016-03-18,10,2016-04-01,204.5,3.74,0.6390374331550766,35.70083400591913,22.80701754385999,14.020000457763672,,,0,0,0,2,d20160318,2010-2017
2016-03-21,5,2016-03-24,205.0,1.85,1.0054054054054127,-1.5283842794767108,-13.955928646380556,13.789999961853027,,,0,0,0,2,d20160321,2010-2017
2016-03-21,10,2016-04-01,205.0,3.33,0.5675675675675634,42.84850317508357,28.734990226194203,13.789999961853027,,,0,0,0,2,d20160321,2010-2017
2016-03-22,5,2016-03-31,205.0,2.865,0.19197207678883466,80.66444014765297,62.64169541646094,14.170000076293945,,,0,0,0,3,d20160322,2010-2017
2016-03-22,10,2016-04-08,204.5,4.244999999999999,0.004711425206127264,99.52431918182874,76.62986877733783,14.170000076293945,,,0,0,0,3,d20160322,2010-2017
2016-03-23,1,2016-03-24,203.5,1.12,0.32142857142858355,67.332123411977,55.671570953961705,14.9399995803833,,,0,0,0,3,d20160323,2010-2017
2016-03-23,5,2016-03-31,203.0,2.865,0.8900523560209463,10.35331341184704,1.814962372730973,14.9399995803833,,,0,0,0,3,d20160323,2010-2017
2016-03-23,10,2016-04-08,203.5,4.275,0.23859649122807255,75.94055902818705,58.94602634934106,14.9399995803833,,,0,0,0,3,d20160323,2010-2017
2016-03-24,5,2016-04-01,203.0,2.76,1.4094202898550676,-42.64759809314215,-46.882217090068835,14.739999771118164,,,0,0,0,3,d20160324,2010-2017
2016-03-24,10,2016-04-08,203.0,4.0649999999999995,0.3739237392373949,62.32494732928466,48.165085172058745,14.739999771118164,,,0,0,0,3,d20160324,2010-2017
2016-03-28,5,2016-04-01,203.0,2.33,1.6695278969957021,-68.25259515570873,-74.64671654197782,15.239999771118164,,,0,0,0,3,d20160328,2010-2017
2016-03-28,10,2016-04-08,203.0,3.65,0.41643835616438635,58.09208712434491,42.686709615843235,15.239999771118164,,,0,0,0,3,d20160328,2010-2017
2016-03-29,5,2016-04-01,205.0,1.775,1.0647887323943586,-7.7229980051288925,-17.159763313608757,13.819999694824219,,,0,0,0,2,d20160329,2010-2017
2016-03-29,10,2016-04-08,205.0,2.99,0.16053511705685275,83.82204246713887,65.21999401376868,13.819999694824219,,,0,0,0,2,d20160329,2010-2017
2016-03-30,1,2016-03-31,206.0,1.025,0.4390243902438914,55.20159283225598,24.648170486530887,13.5600004196167,,,0,0,0,2,d20160330,2010-2017
2016-03-30,5,2016-04-08,206.0,2.745,0.539162112932601,45.57823129251739,30.583076173461453,13.5600004196167,,,0,0,0,2,d20160330,2010-2017
2016-03-30,10,2016-04-15,206.0,3.755,0.48468708388814735,51.26522961574527,36.423681998318905,13.5600004196167,,,0,0,0,2,d20160330,2010-2017
2016-03-31,1,2016-04-01,205.5,1.23,1.130081300812997,-14.686468646863544,-20.487106017190982,13.949999809265137,,,0,0,0,2,d20160331,2010-2017
2016-03-31,5,2016-04-08,206.0,2.65,0.5584905660377321,43.76899696048671,28.188775510204422,13.949999809265137,,,0,0,0,2,d20160331,2010-2017
2016-03-31,10,2016-04-15,206.0,3.735,0.4872824631860758,51.002826759994804,35.12549066254329,13.949999809265137,,,0,0,0,2,d20160331,2010-2017
2016-04-01,5,2016-04-08,207.0,2.21,1.1221719457013528,-13.138686131386384,-20.970266040688166,13.100000381469727,,,0,0,0,1,d20160401,2010-2017
2016-04-01,10,2016-04-15,207.0,3.3449999999999998,0.2451420029895346,75.33463678748704,58.94781027004357,13.100000381469727,,,0,0,0,1,d20160401,2010-2017
2016-04-04,5,2016-04-08,206.0,2.09,0.7081339712918612,28.57142857142907,17.427772600186863,14.119999885559082,,,0,0,0,2,d20160404,2010-2017
2016-04-04,10,2016-04-15,206.0,3.37,0.5400593471810069,45.70405727923649,34.251290877797125,14.119999885559082,,,0,0,0,2,d20160404,2010-2017
2016-04-05,5,2016-04-08,204.0,2.1550000000000002,0.24129930394432025,75.63832279222254,56.47729506585374,15.420000076293945,,,0,0,0,4,d20160405,2010-2017
2016-04-05,10,2016-04-15,204.0,3.695,1.0338294993234083,-3.9597224112122213,-11.400024076080244,15.420000076293945,,,0,0,0,4,d20160405,2010-2017
2016-04-06,5,2016-04-15,206.5,2.965,0.4451939291736908,55.170657157412364,38.72832369942217,14.09000015258789,,,0,0,0,2,d20160406,2010-2017
2016-04-06,10,2016-04-22,206.5,3.9399999999999995,0.6319796954314745,36.43094204748509,22.6898240926295,14.09000015258789,,,0,0,0,2,d20160406,2010-2017
2016-04-07,1,2016-04-08,204.0,1.38,0.376811594202906,61.680176860721424,39.247613700167896,16.15999984741211,,,0,0,0,4,d20160407,2010-2017
2016-04-07,5,2016-04-15,204.0,3.465,1.1024531024531006,-10.901437073595385,-18.115102356121866,16.15999984741211,,,0,0,0,4,d20160407,2010-2017
2016-04-07,10,2016-04-22,204.0,4.615,1.0812567713976184,-8.726440788757142,-18.471078580868365,16.15999984741211,,,0,0,0,4,d20160407,2010-2017
2016-04-08,5,2016-04-15,204.5,2.79,1.1899641577060907,-19.985543910371984,-28.548017043592022,15.359999656677246,,,0,0,0,4,d20160408,2010-2017
2016-04-08,10,2016-04-22,204.5,4.074999999999999,1.1018404907975485,-10.741151806634852,-20.471281296023776,15.359999656677246,,,0,0,0,4,d20160408,2010-2017
2016-04-11,5,2016-04-15,204.0,2.5949999999999998,1.4720616570327527,-48.37832588852178,-55.53043150555843,16.260000228881836,,,0,0,0,4,d20160411,2010-2017
2016-04-11,10,2016-04-22,204.5,3.8850000000000002,1.155727155727158,-16.185793763747146,-22.233300099701093,16.260000228881836,,,0,0,0,4,d20160411,2010-2017
2016-04-12,5,2016-04-15,206.0,1.9500000000000002,0.9333333333333298,5.552672548002443,-4.427882507671772,14.850000381469727,,,0,0,0,3,d20160412,2010-2017
2016-04-12,10,2016-04-22,206.0,3.425,0.8729927007299297,12.175062417388485,1.1732055001890138,14.850000381469727,,,0,0,0,3,d20160412,2010-2017
2016-04-13,5,2016-04-22,208.0,2.905,0.34079173838210297,65.67862714508549,46.34146341463389,13.84000015258789,,,0,0,0,2,d20160413,2010-2017
2016-04-13,10,2016-04-29,208.0,4.05,0.4123456790123426,58.52992301961789,41.896435776731956,13.84000015258789,,,0,0,0,2,d20160413,2010-2017
2016-04-14,1,2016-04-15,208.0,0.995,0.1809045226130722,81.52898922524302,55.09160630592189,13.720000267028809,,,0,0,0,2,d20160414,2010-2017
2016-04-14,5,2016-04-22,208.0,2.63,0.3764258555133115,62.02531645569586,41.779314680917686,13.720000267028809,,,0,0,0,2,d20160414,2010-2017
2016-04-14,10,2016-04-29,208.0,3.9299999999999997,0.4249363867684447,57.25620680829313,39.39660867650325,13.720000267028809,,,0,0,0,2,d20160414,2010-2017
2016-04-15,5,2016-04-22,208.0,2.42,0.40909090909091284,58.69837296620738,39.18778202013159,13.619999885559082,,,0,0,0,2,d20160415,2010-2017
2016-04-15,10,2016-04-29,208.0,3.825,0.4366013071895392,56.046848269509475,35.58958980400584,13.619999885559082,,,0,0,0,2,d20160415,2010-2017
2016-04-18,5,2016-04-22,209.0,1.9450000000000003,0.005141388174802521,99.48038451545904,75.50032988783857,13.350000381469727,,,0,0,0,2,d20160418,2010-2017
2016-04-18,10,2016-04-29,209.0,3.4000000000000004,0.785294117647055,20.935741782647707,8.222944263934332,13.350000381469727,,,0,0,0,2,d20160418,2010-2017
2016-04-19,5,2016-04-22,209.5,1.81,0.2817679558010999,71.54017857142908,56.873032528856726,13.239999771118164,,,0,0,0,2,d20160419,2010-2017
2016-04-19,10,2016-04-29,209.5,3.29,0.9635258358662576,2.9690847872669983,-7.268170426064809,13.239999771118164,,,0,0,0,2,d20160419,2010-2017
2016-04-20,5,2016-04-29,210.0,3.0700000000000003,1.1954397394136766,-20.249017038007437,-29.5220810647304,13.279999732971191,,,0,0,0,2,d20160420,2010-2017
2016-04-20,10,2016-05-06,210.0,3.995,1.07634543178974,-8.189709397408755,-17.61300378534872,13.279999732971191,,,0,0,0,2,d20160420,2010-2017
2016-04-21,1,2016-04-22,209.0,1.1400000000000001,0.008771929824553425,99.10873440285286,67.56393001345958,13.949999809265137,,,0,0,0,2,d20160421,2010-2017
2016-04-21,5,2016-04-29,209.0,2.9850000000000003,0.894472361809041,9.934221622533752,-0.7007603995821374,13.949999809265137,,,0,0,0,2,d20160421,2010-2017
2016-04-21,10,2016-05-06,209.0,4.01,0.8229426433915241,17.231000752445162,3.5014314027744504,13.949999809265137,,,0,0,0,2,d20160421,2010-2017
2016-04-22,5,2016-04-29,209.0,2.48,1.0766129032258014,-8.448415922014107,-16.367552045943544,13.220000267028809,,,0,0,0,2,d20160422,2010-2017
2016-04-22,10,2016-05-06,209.0,3.605,0.9153952843273263,7.808353121944085,-3.103312819170112,13.220000267028809,,,0,0,0,2,d20160422,2010-2017
2016-04-25,5,2016-04-29,208.5,2.415,0.8985507246376759,9.375652537064639,0.9452470126632013,14.079999923706055,,,0,0,0,2,d20160425,2010-2017
2016-04-25,10,2016-05-06,208.5,3.5999999999999996,0.777777777777781,21.722113502935102,9.276912345965796,14.079999923706055,,,0,0,0,2,d20160425,2010-2017
2016-04-26,5,2016-04-29,209.0,2.2350000000000003,1.1946308724832158,-20.568977195754652,-26.609183878082504,13.960000038146973,,,0,0,0,2,d20160426,2010-2017
2016-04-26,10,2016-05-06,209.0,3.465,0.9523809523809557,4.055822067160588,-5.334527312268416,13.960000038146973,,,0,0,0,2,d20160426,2010-2017
2016-04-27,5,2016-05-06,209.5,3.145,1.2082670906200355,-21.814393332265137,-26.799511996746944,13.770000457763672,,,0,0,0,2,d20160427,2010-2017
2016-04-27,10,2016-05-13,209.5,4.114999999999999,1.1518833535844495,-15.906590047683334,-25.71493676654916,13.770000457763672,,,0,0,0,2,d20160427,2010-2017
2016-04-28,1,2016-04-29,207.0,1.585,0.4227129337539353,57.174816235219716,43.51709270095552,15.220000267028809,,,0,0,0,3,d20160428,2010-2017
2016-04-28,5,2016-05-06,207.0,3.3899999999999997,0.3834808259587055,61.38996138996106,44.63334179142321,15.220000267028809,,,0,0,0,3,d20160428,2010-2017
2016-04-28,10,2016-05-13,207.0,4.55,0.49230769230769433,50.519107576761456,36.81441003845355,15.220000267028809,,,0,0,0,3,d20160428,2010-2017
2016-04-29,5,2016-05-06,206.5,3.145,0.254372019077905,74.3548645616281,55.48281505728285,15.699999809265137,,,0,0,0,4,d20160429,2010-2017
2016-04-29,10,2016-05-13,206.5,4.445,0.391451068616425,60.62903043330673,44.16203335980919,15.699999809265137,,,0,0,0,4,d20160429,2010-2017
2016-05-02,5,2016-05-06,208.0,2.32,0.9913793103448325,0.08688097306640649,-10.057236304170528,14.680000305175781,,,0,0,0,3,d20160502,2010-2017
2016-05-02,10,2016-05-13,208.0,3.59,0.9025069637883034,9.167367535744072,-1.853302009919306,14.680000305175781,,,0,0,0,3,d20160502,2010-2017
2016-05-03,5,2016-05-06,206.0,2.4200000000000004,0.12396694214876501,87.51040799333842,69.92046276211099,15.600000381469727,,,0,0,0,4,d20160503,2010-2017
2016-05-03,10,2016-05-13,206.5,3.76,0.462765957446811,53.438587101953196,39.09683651291935,15.600000381469727,,,0,0,0,4,d20160503,2010-2017
2016-05-04,5,2016-05-13,205.0,3.77,0.06366047745358332,93.60341151385903,78.11579980372893,16.049999237060547,,,0,0,0,4,d20160504,2010-2017
2016-05-04,10,2016-05-20,205.0,4.99,0.09418837675350679,90.54706355591313,72.77012327773751,16.049999237060547,,,0,0,0,4,d20160504,2010-2017
2016-05-05,1,2016-05-06,204.5,1.665,0.7207207207207139,27.029492246884246,18.343195266272776,15.90999984741211,,,0,0,0,4,d20160505,2010-2017
2016-05-05,5,2016-05-13,205.0,3.5149999999999997,0.06827880512091297,93.1320646730574,77.26497967746143,15.90999984741211,,,0,0,0,4,d20160505,2010-2017
2016-05-05,10,2016-05-20,205.0,4.76,0.09873949579831909,90.07810850749422,73.2872769142199,15.90999984741211,,,0,0,0,4,d20160505,2010-2017
2016-05-06,5,2016-05-13,205.5,2.9050000000000002,0.2547332185886434,74.34564049228605,57.792110394480034,14.720000267028809,,,0,0,0,3,d20160506,2010-2017
2016-05-06,10,2016-05-20,205.5,4.29,0.0069930069930072575,99.2969299273494,83.29365938108631,14.720000267028809,,,0,0,0,3,d20160506,2010-2017
2016-05-09,5,2016-05-13,206.0,2.335,0.5310492505353358,46.42471376107112,35.635531516538045,14.569999694824219,,,0,0,0,3,d20160509,2010-2017
2016-05-09,10,2016-05-20,206.0,3.73,0.14209115281501372,85.72198275862067,68.92874454677653,14.569999694824219,,,0,0,0,3,d20160509,2010-2017
2016-05-10,5,2016-05-13,208.5,1.755,2.131054131054136,-115.62409916402476,-100.0,13.630000114440918,68.0,UP,1,0,1,2,e68,2010-2017
2016-05-10,10,2016-05-20,208.5,3.19,0.9498432601880882,4.325860435743564,-5.475347316807436,13.630000114440918,68.0,UP,1,0,1,2,e68,2010-2017
2016-05-11,5,2016-05-20,206.5,3.295,0.3125948406676787,68.54481600244308,54.36715112177225,14.6899995803833,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-11,10,2016-05-27,206.5,4.390000000000001,0.8428246013667399,15.273643233341245,5.137869470343432,14.6899995803833,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-12,1,2016-05-13,206.5,1.21,1.4380165289256275,-46.58803706824002,-47.25884802220742,14.40999984741211,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-12,5,2016-05-20,206.5,3.0500000000000003,0.33770491803278724,66.02902374670181,51.7094017094017,14.40999984741211,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-12,10,2016-05-27,206.5,4.165,0.888355342136852,10.61722430245226,0.6605850896510729,14.40999984741211,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-13,5,2016-05-20,205.0,3.0250000000000004,0.1553719008264459,84.35679813612919,67.90648246546232,15.039999961853027,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-13,10,2016-05-27,205.0,4.19,1.2410501193317394,-24.790016798655813,-30.540938749736657,15.039999961853027,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-16,5,2016-05-20,206.5,2.315,0.4449244060475167,55.110045761603786,42.59297308403532,14.680000305175781,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-16,10,2016-05-27,207.0,3.5149999999999997,0.9103840682788019,8.427528974102485,-2.6514666325089893,14.680000305175781,68.0,UP,1,0,1,3,e68,2010-2017
2016-05-17,5,2016-05-20,206.0,2.26,0.23451327433628372,76.30755476084036,60.01612253123739,15.569999694824219,,,0,0,0,4,d20160517,2010-2017
2016-05-17,10,2016-05-27,206.5,3.51,1.054131054131051,-6.108402638370763,-15.622602914855236,15.569999694824219,,,0,0,0,4,d20160517,2010-2017
2016-05-18,5,2016-05-27,204.5,3.685,1.5468113975576632,-55.75898346768653,-56.71516171696497,15.949999809265137,,,0,0,0,4,d20160518,2010-2017
2016-05-18,10,2016-06-03,205.0,4.65,1.1397849462365615,-14.793155728828467,-21.6564073866818,15.949999809265137,,,0,0,0,4,d20160518,2010-2017
2016-05-19,1,2016-05-20,204.5,1.3,0.7461538461538453,24.040720438527895,10.789283128168094,16.329999923706055,,,0,0,0,4,d20160519,2010-2017
2016-05-19,5,2016-05-27,204.5,3.37,1.6913946587537059,-70.30176277263185,-77.14938588974546,16.329999923706055,,,0,0,0,4,d20160519,2010-2017
2016-05-19,10,2016-06-03,204.5,4.5200000000000005,1.283185840707967,-28.97487213698044,-35.49687562991355,16.329999923706055,,,0,0,0,4,d20160519,2010-2017
2016-05-20,5,2016-05-27,205.5,2.6550000000000002,1.7702448210922743,-78.40197380907146,-74.13932438984932,15.199999809265137,,,0,0,0,3,d20160520,2010-2017
2016-05-20,10,2016-06-03,205.5,3.88,1.2371134020618586,-24.44905366865468,-29.062292174684362,15.199999809265137,,,0,0,0,3,d20160520,2010-2017
2016-05-23,5,2016-05-27,205.0,2.2800000000000002,2.2807017543859596,-129.88505747126382,-100.0,15.819999694824219,,,0,0,0,4,d20160523,2010-2017
2016-05-23,10,2016-06-03,205.0,3.5900000000000003,1.4763231197771618,-48.37625979843255,-54.85926712692542,15.819999694824219,,,0,0,0,4,d20160523,2010-2017
2016-05-24,5,2016-06-03,208.0,2.965,0.7757166947723478,21.888266259126805,9.67837557432901,14.420000076293945,,,0,0,0,3,d20160524,2010-2017
2016-05-24,10,2016-06-10,208.0,3.91,0.5268542199488496,47.00282994597371,30.520764667106086,14.420000076293945,,,0,0,0,3,d20160524,2010-2017
2016-05-25,5,2016-06-03,209.5,2.6399999999999997,0.30303030303030737,69.43064577760751,47.752279157497284,13.899999618530273,,,0,0,0,2,d20160525,2010-2017
2016-05-25,10,2016-06-10,209.5,3.5650000000000004,0.15708274894810723,84.20087459444203,64.9801460228,13.899999618530273,,,0,0,0,2,d20160525,2010-2017
2016-05-26,1,2016-05-27,209.5,0.9199999999999999,0.760869565217379,22.394678492240722,6.035889070147748,13.430000305175781,,,0,0,0,2,d20160526,2010-2017
2016-05-26,5,2016-06-03,209.5,2.32,0.34482758620690146,65.24761077324017,48.23717948717906,13.430000305175781,,,0,0,0,2,d20160526,2010-2017
2016-05-26,10,2016-06-10,209.5,3.3200000000000003,0.1686746987951814,83.01486199575365,63.25408822316885,13.430000305175781,,,0,0,0,2,d20160526,2010-2017
2016-05-27,5,2016-06-03,210.0,1.965,0.15267175572519662,84.57186937516012,62.74466681328301,13.119999885559082,,,0,0,0,1,d20160527,2010-2017
2016-05-27,10,2016-06-10,210.0,3.0300000000000002,0.01980198019802055,98.00465580312596,77.26051924798564,13.119999885559082,,,0,0,0,1,d20160527,2010-2017
2016-05-31,5,2016-06-03,210.0,1.78,0.168539325842703,82.97389330306405,66.14745586708145,14.1899995803833,,,0,0,0,3,d20160531,2010-2017
2016-05-31,10,2016-06-10,210.0,2.9350000000000005,0.02044293015332275,97.94132784354083,75.55785429289195,14.1899995803833,,,0,0,0,3,d20160531,2010-2017
2016-06-01,5,2016-06-10,210.0,2.785,0.021543985637343725,97.82962561041771,78.74158041728269,14.199999809265137,,,0,0,0,3,d20160601,2010-2017
2016-06-01,10,2016-06-17,210.0,4.3100000000000005,0.7935034802784193,20.316868592730966,7.947301317467309,14.199999809265137,,,0,0,0,3,d20160601,2010-2017
2016-06-02,1,2016-06-03,210.5,1.2,0.1666666666666572,83.07952622673531,62.429378531074256,13.630000114440918,,,0,0,0,2,d20160602,2010-2017
2016-06-02,5,2016-06-10,211.0,2.41,0.39004149377593267,60.70234113712385,41.66085136078168,13.630000114440918,,,0,0,0,2,d20160602,2010-2017
2016-06-02,10,2016-06-17,210.5,4.02,0.9751243781094497,1.926444833625529,-7.713187061750429,13.630000114440918,,,0,0,0,2,d20160602,2010-2017
2016-06-03,5,2016-06-10,210.5,1.94,0.22680412371133904,77.0474700052166,56.07189829022371,13.470000267028809,,,0,0,0,2,d20160603,2010-2017
2016-06-03,10,2016-06-17,210.0,3.635,0.9408528198074244,5.381103887121664,-3.8529515729936876,13.470000267028809,,,0,0,0,2,d20160603,2010-2017
2016-06-06,5,2016-06-10,211.5,1.72,0.8372093023255801,15.393654524089436,3.206412825651428,13.649999618530273,,,0,0,0,2,d20160606,2010-2017
2016-06-06,10,2016-06-17,211.0,3.44,1.2848837209302288,-29.353233830845394,-34.03221682434127,13.649999618530273,,,0,0,0,2,d20160606,2010-2017
2016-06-07,5,2016-06-10,211.5,1.545,0.9320388349514549,5.542800918334026,-5.654671908073631,14.050000190734863,,,0,0,0,2,d20160607,2010-2017
2016-06-07,10,2016-06-17,211.5,3.32,1.4819277108433697,-49.0006056935187,-55.56805399325049,14.050000190734863,,,0,0,0,2,d20160607,2010-2017
2016-06-08,5,2016-06-17,212.0,2.96,1.831081081081077,-84.5420497105886,-82.69173381080238,14.079999923706055,,,0,0,0,2,d20160608,2010-2017
2016-06-08,10,2016-06-24,211.5,4.345,1.9056386651323365,-91.46722164412076,-95.30265826838905,14.079999923706055,,,0,0,0,2,d20160608,2010-2017
2016-06-09,1,2016-06-10,212.0,0.895,2.167597765363126,-121.84105202973103,-95.05562422744109,14.640000343322754,,,0,0,0,3,d20160609,2010-2017
2016-06-09,5,2016-06-17,212.0,2.8899999999999997,1.875432525951553,-89.37805730258519,-83.07063631056589,14.640000343322754,,,0,0,0,3,d20160609,2010-2017
2016-06-09,10,2016-06-24,211.5,4.335,1.9100346020761247,-92.13365819700664,-95.34736174262454,14.640000343322754,,,0,0,0,3,d20160609,2010-2017
2016-06-10,5,2016-06-17,209.5,3.21,0.9096573208722702,8.377784750549507,-2.2125102431026247,17.030000686645508,,,0,0,0,5,d20160610,2010-2017
2016-06-10,10,2016-06-24,209.5,4.925000000000001,1.2751269035532995,-28.17634452495153,-35.28746629555539,17.030000686645508,,,0,0,0,5,d20160610,2010-2017
2016-06-13,5,2016-06-17,208.0,3.2,0.4437499999999961,55.303745672018024,37.260199945960906,20.969999313354492,,,0,0,0,7,d20160613,2010-2017
2016-06-13,10,2016-06-24,207.5,5.595000000000001,0.7649687220732798,23.221813615570888,8.021218453624815,20.969999313354492,,,0,0,0,7,d20160613,2010-2017
2016-06-14,5,2016-06-17,207.5,2.685,0.3426443202979469,65.4719459560898,48.05236786811097,20.5,,,0,0,0,7,d20160614,2010-2017
