episode,breadth,strong_20,field_20,raw_excess_20,excess_20,n_strong,strong_40,field_40,raw_excess_40,excess_40,strong_60,field_60,raw_excess_60,excess_60,recovery,days_to_recovery,wait_excess_40
2013-06-24,26.4,7.9799661752320645,9.639201968956364,-1.6592357937242994,0.014096104017723956,185.0,7.0853167202940615,7.4224486645182095,-0.3371319442241477,1.3405846203553287,12.2872561978706,15.089515038078172,-2.802258840207572,0.5402146334813248,2013-07-05,8.0,-0.6624745883913792
2014-02-03,29.3,9.383491273463314,8.942836941585487,0.44065433187782665,0.8007788773818777,179.0,9.16107842794648,9.395292397494407,-0.23421396954792645,-0.2775714358539711,7.376574847233663,7.672166166607421,-0.2955913193737572,-1.0344488747225835,2014-02-07,4.0,-0.7387636651623782
2014-08-01,31.6,4.437087048140008,6.213266244770322,-1.7761791966303133,-1.1050475880320547,247.0,3.058038502515155,2.2107775815000696,0.8472609210150851,0.59814419367542,2.432603634260548,0.6714633046413025,1.761140329619245,1.1768751507421067,2014-08-18,11.0,0.5702793910551559
2014-10-01,32.2,2.5717031528682885,1.2472769883610453,1.3244261645072435,0.2305260738462165,223.0,8.23153598673617,5.917627194331469,2.3139087924047015,0.5834845830082214,10.665146889746543,4.992266311635722,5.672880578110821,2.5613597884851376,2014-10-28,19.0,2.1140829838146393
2014-10-07,27.8,5.139727955537889,3.2541542666624026,1.8855736888754866,0.3641179132708899,207.0,9.692685201003297,5.8204207504086245,3.872264450594672,1.094080709172805,9.95553755640914,5.158257591680271,4.797279964728869,1.980488936883918,2014-10-28,15.0,1.788631477982375
2015-06-29,28.5,1.8115556291310606,-1.858641635462182,3.6701972645932424,2.6186600032281957,221.0,-7.480586584230631,-12.20356669456896,4.722980110338329,2.9834708325660015,-4.036812952597848,-10.028864846529796,5.992051893931948,4.244988276359446,2015-07-14,10.0,1.5520086953166061
2015-08-20,33.0,-3.6633812473655847,-2.6789946898359207,-0.9843865575296641,0.030450020157453038,196.0,-1.365398852277143,-1.7278174720911266,0.3624186198139836,0.447297120705856,-1.8024704171752064,-4.7258278225285455,2.9233574053533395,2.127424801768054,2015-10-08,34.0,4.365571160156699
2015-12-11,29.2,-2.813915723159955,-6.077491610953975,3.2635758877940195,1.1401060924133284,157.0,-7.814912329519254,-11.048132043560656,3.233219714041402,0.021493484914970135,-0.9153441989565427,0.43483946667305157,-1.3501836656295945,-2.181451842238771,2015-12-16,3.0,-0.7552190823753062
2015-12-18,28.2,-6.280694034608521,-10.532898244093106,4.252204209484585,1.3067310305461441,160.0,-4.110037598388871,-5.355529028430172,1.2454914300413011,-0.832265480472808,2.299016094373682,4.652647096513964,-2.3536310021402813,-2.67073406179422,2015-12-23,3.0,0.14343772216979644
2016-01-04,27.0,-4.104322138138571,-9.28688429048109,5.18256215234252,2.3303186358765196,156.0,-0.5808674571271655,-1.658328531112926,1.0774610739857606,-0.2802294674364701,3.992476777732422,3.3349489753033015,0.6575278024291205,-0.7696495553566668,2016-02-22,33.0,-1.1074319359975155
2016-06-27,23.2,7.143266100809163,13.393117281655956,-6.249851180846792,-4.7284586926920005,184.0,6.606348391215865,16.856111616522547,-10.249763225306681,-7.524198628119438,4.808838561287596,15.716781758088311,-10.907943196800716,-7.802423782019961,2016-06-30,3.0,-5.713100044888408
2016-09-14,33.8,0.5944451939455994,0.8494432716606779,-0.2549980777150785,0.1388207647521296,233.0,1.8539897818284694,3.219552154875146,-1.3655623730466766,-0.6703791976466192,6.229193927050586,11.591886976622416,-5.362693049571829,-3.8989326982683323,2016-09-21,5.0,-3.067188828866112
2016-10-13,30.6,1.5428857960029634,4.083210520048703,-2.54032472404574,-1.7347176338848358,233.0,6.854402884392466,10.358949541233304,-3.5045466568408385,-2.222580577652437,6.701932939483308,10.460278563155054,-3.758345623671745,-2.1571457931633966,2016-11-08,18.0,-1.3560431588072066
2018-02-05,29.5,2.9442158562191554,3.7718260603640377,-0.8276102041448824,0.4722326405667898,227.0,0.9171859419576237,1.0109045008694963,-0.09371855891187261,0.1878485485699734,0.32508525598392063,0.6956786389007609,-0.37059338291684024,0.5517105917065913,2018-02-23,13.0,0.9161584169085804
2018-03-01,32.6,0.5444998891857034,0.02321169890587545,0.521288190279828,0.22165200663399517,255.0,1.0539365515936077,1.385782363763606,-0.3318458121699983,-0.5868693319171963,4.506434535227806,2.5728954505353574,1.9335390846924487,1.8958547962263281,2018-03-09,6.0,-0.5460136119216406
2018-03-22,31.1,0.8036612821301226,1.3474177906967064,-0.5437565085665839,-0.4261536367320786,269.0,3.2927301001049054,3.0862104586089067,0.20651964149599883,1.048825444819596,7.3674347882392635,5.480020678506089,1.8874141097331738,2.9494881942232554,2018-04-16,16.0,2.635970324125124
2018-10-10,18.8,1.3540767161625067,1.8998366057179257,-0.5457598895554191,0.6453627567626065,182.0,-2.670024063683916,-6.012232371176012,3.3422083074920965,2.990371283646839,-6.021810912072084,-6.70977013731216,0.6879592252400757,1.2662038130264335,2018-11-30,36.0,-1.5024690808396168
2018-11-12,31.0,-2.302355159396232,-2.9947409022642986,0.6923857428680666,0.9877568391351454,195.0,-5.170421590884891,-2.6119891247020672,-2.5584324661828246,-1.2841681135764988,0.21498736768917026,3.3918611559621863,-3.176873788273016,-1.5655741368984177,2018-11-30,13.0,-1.3454565658973459
2018-12-07,25.4,-3.886464771389495,-1.0248116285763749,-2.8616531428131204,-1.8729877696400543,152.0,1.5621858984203552,7.338288397729863,-5.776102499309507,-4.0086222339530275,3.9911043231564567,8.377212121136422,-4.386107797979966,-2.960369098013847,2019-01-17,27.0,0.05643057033872816
2019-05-29,31.7,3.9326992656830715,5.524064359962033,-1.5913650942789612,-1.1563322283669832,248.0,7.824925885781468,9.863882510714019,-2.0389566249325504,-1.302556558996102,8.014862284856719,2.9480089479288556,5.0668533369278625,3.9697111590289906,2019-06-07,7.0,-0.5925080185756665
2019-08-05,30.1,5.19237452465243,-1.0104173049211305,6.2027918295735605,4.440254500287163,225.0,3.7294026381815004,1.092656720932467,2.6367459172490335,0.537027163220255,4.7338229519123995,6.382498237411776,-1.6486752854993756,-2.4508796453475012,2019-08-08,3.0,0.9472179244218764
2019-08-14,31.6,2.743374961893611,8.17993029293846,-5.436555331044849,-5.012076968346726,244.0,2.266234890741472,2.5083167994945206,-0.24208190875304875,-0.9265158621300001,2.196058369999757,11.606282432941416,-9.410224062941658,-9.05165175206502,2019-09-05,15.0,-5.406306407620035
2019-08-23,33.5,1.8698600338929394,7.598265615629908,-5.728405581736968,-5.402676375943258,258.0,1.9942265449907286,6.935186706849496,-4.940960161858767,-5.300956953185526,3.7355309724158134,12.595294509238823,-8.85976353682301,-8.671745064706117,2019-09-05,8.0,-5.0112720037592915
2019-10-02,32.2,3.1027727273189485,6.857220568634206,-3.754447841315258,-3.248901864647579,253.0,5.387373617729681,12.480453499150054,-7.0930798814203735,-5.412602415488569,6.8343108649527045,15.52003558285923,-8.685724717906524,-6.119982649371573,2019-10-11,7.0,-4.087691283267205
2019-10-08,31.1,1.9290514190861796,9.307325839847278,-7.3782744207611,-7.129296203103492,239.0,3.74306641202813,10.777668847986597,-7.034602435958467,-5.990994898374374,6.348284614697626,15.458039671927178,-9.109755057229552,-6.912761351467648,2019-10-11,3.0,-4.3067956203885975
2020-02-25,27.3,-24.077794129416876,-29.36408643570581,5.286292306288934,5.4112037489938025,218.0,-11.936985816224334,-19.36228142645431,7.425295610229974,8.625834907382783,-7.230169376253979,-9.004515834112372,1.7743464578583916,6.748499150106774,2020-04-27,43.0,-5.122835747634176
2020-09-23,31.8,6.2880360030364635,7.863580268632727,-1.575544265596264,-0.8128934220902485,157.0,9.116311148534763,16.72839811391817,-7.612086965383409,-5.5631422717283545,15.268122434979311,27.082369509299486,-11.814247074320175,-7.734197762831481,2020-09-28,3.0,-4.538240797202751
2020-10-28,31.6,7.575183604602074,18.721581112524667,-11.146397507922593,-7.813092497595776,148.0,12.021204366799413,25.517834052027013,-13.496629685227596,-6.400675414209592,14.948258533266115,28.980249735568925,-14.03199120230281,-7.038392760952937,2020-11-03,4.0,-5.013868144579165
2021-07-19,34.0,6.1037523256157895,5.492799289874329,0.6109530357414606,1.3013775770743168,317.0,5.677805294823749,5.941998358646813,-0.2641930638230643,2.553209544106068,2.292086934607233,8.341845037057363,-6.049758102450131,-1.2037964521466231,2021-07-21,2.0,2.640401779317725
2021-09-30,29.6,7.077105637176579,5.571199601678012,1.5059060354985658,1.9727615641950567,276.0,5.783146535114532,3.4214601113111733,2.361686423803358,1.2675300751931957,10.145703571843923,4.2674144684384645,5.878289103405458,1.8411040856504721,2021-10-14,10.0,1.0756352031345149
2021-12-01,27.1,6.902348156989794,5.900602770167291,1.0017453868225037,-0.9745567997497437,240.0,-2.4103734912781123,-3.6827485335042085,1.2723750422260962,-6.338751410366504,-3.061687815167047,-0.3147527380595343,-2.7469350771075125,-8.224431697478298,2021-12-07,4.0,-5.116040217295207
2021-12-20,31.0,-0.9490964433721188,-0.9385827114180604,-0.01051373195405849,-5.821661837042516,277.0,-2.431076054112561,1.2644193859173614,-3.695495440029922,-7.560299365928983,-1.3815255071785348,-2.2592439514392253,0.8777184442606905,-5.358742172845114,2021-12-23,3.0,-5.647043526490247
2022-01-20,32.1,0.8536367015926049,-0.8658878365552171,1.719524538147822,3.165791427475093,250.0,3.6431575204447535,0.25480215409130985,3.388355366353444,4.314864627327929,5.809592919994564,-4.3686126904311395,10.178205610425703,8.350997706196313,2022-03-17,39.0,4.216641633372583
2022-02-14,34.0,0.4370456427579274,-6.758071679074813,7.195117321832741,3.7653578029291896,244.0,5.2706646439103455,-3.8946080934679603,9.165272737378306,5.761801848202815,-2.3954919600294624,-18.84770033198575,16.45220837195629,8.410703642094022,2022-03-17,22.0,5.429337574291989
2022-04-26,28.5,-3.7523843412015165,-7.55688680357348,3.8045024623719637,-1.2345249448114606,190.0,-9.356257183301702,-11.378201628267464,2.0219444449657606,-1.1798262974615799,-5.974122217645161,-6.600590259217647,0.6264680415724859,-1.4808611456924587,2022-07-20,58.0,2.930965263909955
2022-06-09,27.8,-9.243353727607468,-5.722849531562672,-3.5205041960447963,-4.073006435985383,147.0,-5.288277978775652,5.719498051980683,-11.007776030756334,-8.16685150923845,-4.300525541910944,-3.1543548950355764,-1.1461706468753676,-1.1220255874874654,2022-07-20,27.0,5.348443465832586
2022-09-16,29.6,-5.678473513914488,-8.901823389147744,3.2233498752332554,1.0375348173391585,118.0,1.6735752144644769,5.30419816917753,-3.6306229547130537,-4.712291074418051,5.095515227253735,3.416931081467869,1.6785841457858657,-2.2299744928297396,2022-10-28,30.0,-1.1748995934542483
2023-03-09,31.5,-1.2452752826305031,0.5533194377797757,-1.7985947204102786,-2.4234139419946343,205.0,0.2553165799653653,0.3751393321102548,-0.11982275214488954,-0.8682245408322424,1.4293457239918141,2.902982123010056,-1.473636399018242,-0.2156420157937288,2023-04-03,17.0,-0.4528110276441919
2023-08-17,33.4,2.145951849924872,1.0627939670054027,1.0831578829194692,1.779027006011752,252.0,-0.7069385772600008,-5.407759340675601,4.7008207634156,4.347348171714364,0.99021632294928,-5.663601755965645,6.653818078914925,5.93925173648148,2023-09-01,11.0,3.39853247716855
2023-09-19,33.8,-1.2821217468086537,-3.230963054725929,1.9488413079172755,1.5771155673372024,313.0,0.716791519049279,-2.1144492698298993,2.831240788879178,2.6607629644871595,6.326200624717539,8.50541696831056,-2.1792163435930196,0.208059646495363,2023-11-14,40.0,-1.6220082046653164
2024-04-16,32.5,4.089512708245348,6.4715732665646115,-2.382060558319264,-0.9236468987295021,381.0,3.567313483077229,4.569858454778879,-1.0025449717016508,0.5711526294564044,5.615752082613592,7.376311416999348,-1.7605593343857564,-0.2540896966467311,2024-05-06,14.0,2.120770593661659
2024-12-18,27.9,4.112821468237859,5.863815992799478,-1.7509945245616185,-1.1957807306155805,259.0,6.081140162184654,5.2843857652824475,0.7967543969022057,1.3641878108782506,-1.2799147651511447,-2.6164755867175695,1.3365608215664249,-2.2829395856940513,2025-01-21,20.0,-1.3399227309445674
2025-03-04,32.8,0.5208379263525296,-2.4351252752323385,2.955963201584868,1.190439453522778,245.0,-1.1444284797496775,-4.377861668140979,3.2334331883913014,2.1905773018497574,0.7670898002688596,3.5588933203817517,-2.791803520112892,-0.11758285754971257,2025-05-02,42.0,-3.037616539242558
2025-11-17,33.9,2.5818602408087,6.756987587137742,-4.175127346329042,-2.922832643587899,320.0,7.108925307045941,13.589633151693178,-6.480707844647238,-2.7477428299771725,11.202422375335022,10.185501600423711,1.0169207749113118,1.7053566165953666,2025-11-25,6.0,-1.547569197735838
2026-03-12,31.2,2.1185395125665205,3.5406073108709912,-1.4220677983044705,-0.6879110874498384,301.0,3.199546617994272,11.387453547312509,-8.187906929318236,-3.410872865625334,1.9986142272287775,13.035959412448484,-11.037345185219706,-5.3503052064440535,2026-04-08,18.0,-4.49990030448275
2026-09-15,34.6,,,,,,,,,,,,,,,,
