kind,date,r1,r3,r5,r10
post,2026-06-18,-1.554354950651371,-8.421057608945537,-18.002954035469287,-25.03689542115496
post,2026-06-18,3.7139060405171342,2.4997417557820034,-14.896437257319517,-19.589842015256142
post,2026-06-18,-10.208156858807039,-11.122793866230051,6.865011134087173,-12.37384770038169
xname,2026-06-18,-6.404928234390916,-4.7460706504554135,-3.4084066996193263,-2.082071238912364
xname,2026-06-18,-4.617838812033625,-2.3885390620744795,7.696394645412341,5.520164542227213
xname,2026-06-18,-2.256127976865896,-10.134072057178912,-8.747109524736342,8.691633280864641
extmatch,2026-06-18,8.584633209929017,18.544188164574905,61.17850384889938,42.25303108649803
extmatch,2026-06-18,5.137931007602337,-7.575539745402516,-11.253835438274795,-15.72033297612192
extmatch,2026-06-18,5.474531396490745,4.15077066813605,3.343059655977121,-25.667486437154896
post,2026-06-18,0.018613117217824993,16.053373137302952,15.963386056606033,13.400553998358067
post,2026-06-18,-5.793285784412195,-2.44357562628037,7.991347353979905,-6.63801726228046
post,2026-06-18,-0.8683618654997227,-2.6243920650582564,-11.15093315720178,3.0323863906060566
xname,2026-06-18,-4.496252719083449,-9.242302990821061,-10.074937677662533,-11.823480842898793
xname,2026-06-18,-4.52261012196169,-3.350085910561429,-0.1675080228984105,3.90843533725993
xname,2026-06-18,1.4265770681370027,1.207098960427322,6.71638236363985,4.247299599869825
extmatch,2026-06-18,-4.198592688898528,-2.2372093953079597,-0.7048713904612036,20.47195858569315
extmatch,2026-06-18,1.6286629773138106,3.175898630320173,10.993488687504138,-7.491857461721196
extmatch,2026-06-18,-0.7263934632285474,-2.179180389685631,-9.76594031168908,-3.7126717142899612
post,2026-05-15,-8.553759320352317,-11.203041173417528,-13.509674548025874,-10.361037324767175
post,2026-05-15,0.5774194331505722,8.98551620220045,2.918712022859804,16.29076895829322
post,2026-05-15,-0.6576622872630944,19.58239760324496,9.813857736497944,3.3661815787043636
xname,2026-05-15,-5.796867648792592,-2.0345585823050016,-2.131438217858206,-11.173909170906693
xname,2026-05-15,2.157957197896443,1.2771562754858135,1.1450378244607595,9.355144970331008
xname,2026-05-15,-2.035346019784745,-4.480907945992996,-5.143586770865561,-3.5026807531059467
extmatch,2026-05-15,2.1822951940976942,6.33288947489461,5.2011988927816555,-1.164119032699995
extmatch,2026-05-15,13.506817767130453,1.9826499809501463,3.4696492841888027,12.143748859608738
extmatch,2026-05-15,8.955239805354264,2.546111463091516,-3.6874325829945986,-9.306391001641146
post,2026-05-06,0.056484238283038835,-1.9330959616259635,2.836882081538983,-0.4958316298518284
post,2026-05-06,-1.1352176297826921,-5.248143733167721,-7.1322436849925674,-5.931646791999445
post,2026-05-06,-0.06714140351830045,-6.423453250407207,-8.370639330621376,-13.356084911677124
xname,2026-05-06,0.8002801912584179,0.6263071111270335,-0.9742532713898244,1.4961792162073273
xname,2026-05-06,-3.1104217366146436,-8.5536622476298,-10.938312650120885,-7.516851706172211
xname,2026-05-06,-0.01635851064779592,-3.5013079630995425,-2.6996036322259775,1.030760927887675
extmatch,2026-05-06,-0.11700378232673003,1.9644081860927587,5.41905479699063,10.881210810615771
extmatch,2026-05-06,-0.6657149385293049,4.602238524692126,1.5563714314949184,2.7966112937024334
extmatch,2026-05-06,-0.9763384728402547,4.4310895686962,3.9053755019694103,7.17236642861141
post,2026-04-17,8.252545752292484,28.2541822476986,22.20225524652635,26.10190134047898
post,2026-04-17,-4.45748157765019,-7.89231651116914,-3.777555924960363,13.433250886408477
post,2026-04-17,8.11192289901632,7.506812273029562,19.911099174141754,57.82805609537047
xname,2026-04-17,1.2033286782140884,-0.015433703134859478,-0.678809037338246,-6.366688352448612
xname,2026-04-17,4.4706401527564,-0.6902403714107663,-0.5628136253687743,-2.6866251625574877
xname,2026-04-17,-1.340250340142768,1.6476040818364623,5.063734770635575,-1.9801564379300363
extmatch,2026-04-17,-1.5981750190657618,-4.07153395980695,1.9026013065743808,4.299843515703827
extmatch,2026-04-17,-9.679061129700395,-3.4640775695305326,-8.762095704986884,-11.207330359890367
extmatch,2026-04-17,7.840770041196676,-4.70446086454216,-10.1326916323361,-10.1326916323361
post,2026-04-08,-0.3963771466890642,6.613471011439875,9.984355563255809,10.601657210307591
post,2026-04-08,1.7454134850124037,4.96238071514743,3.5748152825868074,6.803960334796422
post,2026-04-08,-0.4881941018497149,-0.3316439010621397,0.5612631395532919,-1.1828032770570984
xname,2026-04-08,-2.2508017879094178,17.3633510767359,12.057878220232077,105.30548052269633
xname,2026-04-08,-0.4807624472831118,1.562512330998067,19.230784867279603,19.230784867279603
xname,2026-04-08,1.8613397151047817,5.031026959320939,4.801723210009623,0.4046439900560639
extmatch,2026-04-08,0.12398692609492112,7.517049981003843,3.223802371731743,11.081830319489839
extmatch,2026-04-08,-1.2906458113379315,-1.7479587449696465,-2.804876959720559,5.609753919441118
extmatch,2026-04-08,0.2582952459539323,-1.8022553271869302,-1.2798624787269564,-7.890997038267534
post,2026-03-20,5.8164185641709665,-1.4062517237277028,-8.507810107745462,2.4609330625658288
post,2026-03-20,-0.5269390107242145,-0.7210747540552065,3.5221926101404843,16.921538628283205
post,2026-03-20,7.140672170623907,12.50856695353546,18.37972369712466,19.115515590924236
xname,2026-03-20,-5.146091880917403,0.9916827866131905,5.869725042855634,-11.471472478667867
xname,2026-03-20,1.9981771914716395,-5.3587660338115235,-11.989106458289267,-7.674843319368629
xname,2026-03-20,2.006169644723954,2.3791131986853786,4.333841338228739,9.953700683044687
extmatch,2026-03-20,-2.063071102811598,-14.58885994131055,-18.308280976152393,-9.395807695898483
extmatch,2026-03-20,-5.614353594021115,-8.35579952854345,-7.678658791469006,-3.8064514252186377
extmatch,2026-03-20,-1.5034013611734731,-7.759458372210282,-9.602334476231633,-11.930169212896825
post,2026-03-20,0.3197904798795337,-6.092770536787784,-4.974075706552394,1.2454878689866389
post,2026-03-20,5.628783479316746,15.777952421853536,12.806230852421496,15.904846868372147
post,2026-03-20,8.806706953783294,9.892426797938514,27.50014330355515,17.253400636788886
xname,2026-03-20,0.5913783257202931,0.11633659612504399,-0.27144702761467965,4.632360436261851
xname,2026-03-20,0.19978355138436932,0.5266963271001401,1.0897233395070094,2.8332722304455826
xname,2026-03-20,4.914289202008937,8.34285191127233,-5.371431623186385,0.9714290073939758
extmatch,2026-03-20,2.519843939973865,8.788938543645596,13.080321278121598,18.624005909634555
extmatch,2026-03-20,1.5273449080275059,6.322874877176643,8.507144616684625,15.174902211183738
extmatch,2026-03-20,-1.6070856030232616,2.4488879784365203,8.964684419820701,11.419044009436519
post,2026-03-20,6.424395525224136,12.754703439851767,13.715115944017974,-1.0610056462468265
post,2026-03-20,6.7751355866485286,-4.610864389301151,-13.879634868339775,0.019605195514404983
post,2026-03-20,0.8446022962638411,9.276405599275272,9.37222856072244,24.372756518381866
xname,2026-03-20,3.3435420718307407,7.641893088973384,5.133416688622305,12.206402315672872
xname,2026-03-20,2.5275723097357927,7.240615976447429,3.216909498562348,7.09252508475966
xname,2026-03-20,3.1103093932446146,4.31260940891125,1.9341404623841374,6.534241825382336
extmatch,2026-03-20,-3.936618412020554,-4.0356550946940235,-2.8967521332648793,1.6093130371413134
extmatch,2026-03-20,-7.853360413207788,2.6189466474315415,9.87803512468628,25.664236830667765
extmatch,2026-03-20,-0.10492419189609414,3.0430217206586674,-33.26337553283927,-25.28856154186625
post,2026-02-06,-12.880221677279202,-7.279866143706126,-1.047875335133741,12.140888794847427
post,2026-02-06,3.7411326776123355,6.144183685491433,14.333022247644278,19.026495896283556
post,2026-02-06,-0.4854409600848042,1.7475731527875293,4.104445512894528,18.28924410199553
xname,2026-02-06,4.787501135603911,-4.885198014381986,2.39374590891408,-6.106497517977482
xname,2026-02-06,5.792166255817688,-0.6814303685325762,-4.940374233506595,-5.962519786305465
xname,2026-02-06,8.113131111793969,-2.084113717158309,-3.088946400381787,-0.18608538462034918
extmatch,2026-02-06,2.2260260326953496,5.085611863708195,12.87670624414976,11.746576080672998
extmatch,2026-02-06,0.20629663118347796,6.3434836941852035,11.964929179228223,3.4038157204092423
extmatch,2026-02-06,3.5174366078419617,-3.6755273731386096,-11.560119606835528,-19.35579143869004
post,2026-01-16,-0.07644066789618265,-0.9853026658495412,1.1976552456095746,11.424446183415471
post,2026-01-16,1.6337733637511453,5.674808314130297,-0.06313880392477822,-0.7498058689333176
post,2026-01-16,-0.31640312870758747,1.881301881676123,9.209845724749632,8.34616169979192
xname,2026-01-16,-0.4603843017679021,-0.9905109262427603,-0.2092705434552311,-1.576446660250197
xname,2026-01-16,-6.961756436731282,-2.965196622133126,-7.821228578533801,-4.42630432974439
xname,2026-01-16,-3.225350217761236,-0.19555828437674005,-1.7544407907397641,2.5694412290541147
extmatch,2026-01-16,-0.5237007527613469,-0.9095866247540663,0.7442129736722869,5.429992522015481
extmatch,2026-01-16,-2.753441154506886,-4.319762930357807,-1.491886729457248,-0.05671186862904465
extmatch,2026-01-16,-0.4656400787728554,1.3112049140398874,1.42893800001338,-1.0489780204568477
post,2025-12-19,4.074352207431109,4.353205210221067,2.7885300278996272,5.670022991885992
post,2025-12-19,0.14845575137938383,-0.2820659276208448,0.38599639085539206,0.07423931295866826
post,2025-12-19,-0.4775156960655891,3.4812002040197854,3.7584639370833006,4.158967863087448
xname,2025-12-19,0.726385766099491,0.0,-1.5334990217333866,17.35270023369253
xname,2025-12-19,0.11270354456465181,0.8757403513391937,1.2395506056464667,-0.42175338041229304
xname,2025-12-19,-1.175783422976473,0.4997006662488701,1.734274381684342,-5.085242560135028
extmatch,2025-12-19,1.0680235668493632,-4.017825467006486,-2.3140664444674885,0.71199648253224
extmatch,2025-12-19,0.05202599380658146,0.44868000832254396,1.716625491625945,4.070501231211154
extmatch,2025-12-19,-0.0005333824045106184,1.7794970470616622,4.337876007669639,5.956096678843181
post,2025-12-19,-6.103669600814832,6.133672376415467,7.564535771623082,21.718020373153223
post,2025-12-19,-2.1526730511653547,6.713631617861537,13.529483928654784,22.11746235177696
post,2025-12-19,0.8429406828801111,2.7042215303144657,-0.39602933665864315,13.079873866540147
xname,2025-12-19,0.4692894667784886,-0.8092998605586876,-0.7587202272224425,-5.5836553518534675
xname,2025-12-19,0.08360058109255775,0.38455109132442544,-0.5350295635796143,0.0
xname,2025-12-19,-1.247349301742351,-1.8312065316363757,-2.282379520664257,-3.7420377812959593
extmatch,2025-12-19,4.332879549513935,5.845952839825741,5.914732946966206,0.8253407318137729
extmatch,2025-12-19,1.5093388377755979,1.070261303632014,-0.027437765944027248,-8.534568915638763
extmatch,2025-12-19,-1.6926201235734628,-0.3159629880537418,-0.4513670881084897,-0.2256878486098124
post,2025-12-19,-0.9456226530724865,-0.3608344546563558,1.402884544013272,15.64016284084573
post,2025-12-19,-0.0176869196174545,1.4569206931971168,-0.7195463993725948,9.269485758505347
post,2025-12-19,-0.43371251276912437,2.2182741961392027,17.461789960251362,13.202989745222183
xname,2025-12-19,3.26042780131508,3.567053989976987,2.565415198465626,1.1856129451428998
xname,2025-12-19,-4.184917574606817,-4.560383579995609,-3.058507622591311,4.646435084139378
xname,2025-12-19,0.4519086477267287,0.2905105032851685,-1.4525463597161115,-5.0677847579815865
extmatch,2025-12-19,-2.2053919148653067,-4.606005645260858,-6.5242394679842945,-17.470711741972167
extmatch,2025-12-19,2.922137310693129,10.1196306678907,10.256911884835196,9.923509299923406
extmatch,2025-12-19,3.2356019370670897,0.5882925990827959,-1.7600583804287195,-14.789274494557226
post,2025-12-19,1.0280346363380932,-1.431831769033165,-3.779029807470846,1.818891533661815
post,2025-12-19,1.9993433451286569,2.4318864488166003,2.4201375730551478,10.344865482895482
post,2025-12-19,0.0010473664449728304,0.842472190983945,2.556615105795834,12.260707900930123
xname,2025-12-19,2.797026883895626,2.6255057464927845,2.3352455951999307,7.295986554885681
xname,2025-12-19,0.8446869363234022,0.9050224096956994,0.8891390430305401,-0.0857352927922772
xname,2025-12-19,1.2064976245321768,7.238985747193016,11.972157842442543,6.264503152037548
extmatch,2025-12-19,2.395976585857529,1.549535403524649,-7.245250210149989,2.174802465671055
extmatch,2025-12-19,3.6674145737125796,5.334437202415265,3.6965823883534865,6.692729115984752
extmatch,2025-12-19,-0.081452776284896,6.049161315871365,8.929358187423976,14.393596017311117
post,2025-12-19,-1.2759442252049835,0.44232663916035087,-0.720193399141511,-7.156626618618011
post,2025-12-19,0.3677059912735592,-0.24325842856660618,-1.5443858801520882,-3.6770944407408357
post,2025-12-19,1.2947567597561216,-0.6380862290797817,-1.0531513861516295,-4.6090958529310555
xname,2025-12-19,-0.9260115135686586,-2.68543482466983,-3.7688651378395943,-1.509397618860342
xname,2025-12-19,1.342759657497039,0.5680932763611368,-0.2711327408766895,2.5241300751567053
xname,2025-12-19,1.9946459473562772,1.5081501749064419,2.359522519662205,0.21891645744642751
extmatch,2025-12-19,-0.13823348622815645,0.1382539915910197,2.1902188188787974,2.6995583623296238
extmatch,2025-12-19,-2.6389794148121037,-3.8569662482691225,-10.758899580180781,-11.992504989664454
extmatch,2025-12-19,3.8995955870198884,3.2074709484031905,5.735114179831635,6.903130641463617
post,2025-12-19,0.3010661148669769,2.1549673891902987,-0.32483063197357165,-2.6461740900017516
post,2025-12-19,-0.8027898040286252,1.9871246040596757,-2.3289084661167525,-3.115803628074698
post,2025-12-19,0.3345247087064296,-1.2728469083170157,0.2284572804147622,-0.12238985212311704
xname,2025-12-19,-1.1875434371497184,-2.191842138679123,-3.077559751644221,0.5084380741132932
xname,2025-12-19,-0.9952845396567045,-0.8643176454300461,-1.3968941573643368,2.165060268955288
xname,2025-12-19,-0.6896578032394962,-3.9999994738348588,-8.896551461055358,3.3103416705953626
extmatch,2025-12-19,-0.5495778084952496,4.236094011671199,6.679645593932126,7.085884859283742
extmatch,2025-12-19,-3.773802483979949,-15.36544097082394,-16.831289322232546,-38.647147064637124
extmatch,2025-12-19,-0.2113938038960428,-1.3644326730009815,0.07045756011943016,0.9416345034400253
post,2025-12-19,-5.467457065920856,-12.210650020802516,-13.169234236316562,-12.426035502958577
post,2025-12-19,-0.5847581720141326,5.580124902661687,-0.46980153927800306,-10.220661979073686
post,2025-12-19,0.10069072284062397,0.14600039578744894,6.356198867212082,-7.650098086453749
xname,2025-12-19,1.6628813454808267,3.9304699691892875,5.139830502915332,11.489044692154948
xname,2025-12-19,2.9630793401413946,2.0900772420872515,2.5445498586605053,1.6792504206882608
xname,2025-12-19,0.6013688730618805,1.1894431963201502,1.5814927451589966,0.49505385844563765
extmatch,2025-12-19,-2.263953594030299,1.7581887577657662,-3.9017349068107054,0.9672275099565697
extmatch,2025-12-19,2.032729012862289,2.887518643025544,-3.221102843172241,0.9277591856740708
extmatch,2025-12-19,-4.140229715060217,0.37301630806556574,-0.8205736210483483,2.0514871985807925
post,2025-12-19,0.601214473907663,-1.1627533093973796,4.756432155296286,5.463065546910717
post,2025-12-19,2.652515614220974,5.220717852486212,2.7863301855219236,4.67994698509373
post,2025-12-19,-1.4404529616522277,9.016508729567096,9.313248752658488,11.21201826785596
xname,2025-12-19,-2.7421251767820176,-3.337227792673314,-4.224031457344212,-7.72461544582087
xname,2025-12-19,0.46066184859518966,2.983693318900027,2.4592495184992513,3.132528687279179
xname,2025-12-19,-0.20579882201315902,0.43216362175588774,0.24283527852679843,-1.5249476559841546
extmatch,2025-12-19,-0.16201446150818644,3.6543668472772906,7.560762327581294,11.323136514358811
extmatch,2025-12-19,2.526745873247749,3.6770170526255086,2.8411433290998156,-2.499910352956236
extmatch,2025-12-19,-1.709870271881886,-4.633195168905568,-10.81080626144817,-16.54715491006582
post,2025-12-19,-1.7530022922817246,0.11872584232384131,4.94237502837378,6.765215006648084
post,2025-12-19,-2.12143739390106,-5.427380839660023,-2.88763345232671,-12.487457009855362
post,2025-12-19,0.3087986400899023,-0.967410363383514,-4.312332192112011,2.2932914078242606
xname,2025-12-19,1.1841352621176915,1.57886016576394,1.6646613515955089,12.030207277255522
xname,2025-12-19,1.5872940014224568,1.5761313802956423,-0.8048266900660739,0.6818757095049088
xname,2025-12-19,1.4102869711008381,1.7988309011445436,1.525409047246029,7.367979026580973
extmatch,2025-12-19,0.7719509065617247,3.0559206117513282,2.5837592406993792,1.6319460486332593
extmatch,2025-12-19,6.337262860594639,0.4296451133207757,0.10740359566956403,-11.922669820859822
extmatch,2025-12-19,-8.410097366552671,-2.9163734574592426,-10.263951574092456,-9.269190245265179
post,2025-12-10,2.8981294212069297,2.043316146792362,-0.5152172568757329,-5.433249740704483
post,2025-12-10,-0.9102082217541274,-0.9160952466862771,-4.145874729857402,0.2994873282020194
post,2025-12-10,-0.5880356402115372,1.248055345600707,1.2420400960431621,3.2341391841597567
xname,2025-12-10,9.45522427097547,5.886031395395763,7.701948499355082,17.2197842108331
xname,2025-12-10,-2.4532502040872095,-1.8428376833291793,-2.770050639790378,-1.2208369329779423
xname,2025-12-10,-1.5900389783912838,-3.9974433150074096,-2.177523784255586,-0.6577232941237909
extmatch,2025-12-10,-1.0470571483623403,0.1154649888339021,2.3250282576094516,1.8421783081183696
extmatch,2025-12-10,-0.17723584817681548,0.9473188473374972,3.770931642264297,-2.34689918865989
extmatch,2025-12-10,-7.617835479165802,-11.405733558935715,-9.090903597624845,-10.016856299678366
post,2025-11-26,-2.09040533111825,0.31526296360655515,15.24396597685116,18.464452748373095
post,2025-11-26,6.106466552724332,16.54498908173636,20.910892818793258,33.07546671067565
post,2025-11-26,-2.319537284931472,-5.066985808563562,9.610071276637356,55.67685833344977
xname,2025-11-26,-1.5307192605710895,6.2034197818746195,9.72809238251462,6.042295886811444
xname,2025-11-26,0.03376937988737172,0.6676356825907614,3.392736296321175,2.8887583461424393
xname,2025-11-26,-0.027163816676878394,2.513072781099135,6.527202940449484,11.30204433371178
extmatch,2025-11-26,75.72078384791226,28.90743078697955,10.091046228456957,-3.110772670096995
extmatch,2025-11-26,3.400992072418574,7.1859649269651715,-7.240810356390659,3.78497285454662
extmatch,2025-11-26,-6.535001278831221,-14.305235584508003,-12.86574230703258,-2.757537075312466
post,2025-09-19,2.4912120914420077,3.9264171909143553,5.644819762255815,8.932814623956586
post,2025-09-19,2.382300321925146,6.207133341008908,1.4257112482412237,5.3262781684507265
post,2025-09-19,0.8282747196989959,0.7497509884433651,3.624096165019597,3.7872824132357596
xname,2025-09-19,1.2716376444466215,-2.861177962637662,-3.567644817856286,-2.861177962637662
xname,2025-09-19,-1.8724452040794426,-5.217391673981053,-4.204551761712327,-2.5211388355213304
xname,2025-09-19,2.2264448929046887,1.3304312772430382,-0.24436640812763866,-3.977735758222578
extmatch,2025-09-19,1.314533335045076,-1.4183272572332872,-0.5361934201856489,2.9058203914773317
extmatch,2025-09-19,-2.0977218581061163,1.1870465638553318,3.5799638318079197,9.804029247016777
extmatch,2025-09-19,-1.7028180040712826,-3.2029227091170065,-2.7772201413533537,-3.4867244209594417
post,2025-09-19,1.237756101621157,-3.46143680554587,-6.512667396737171,0.5972844934979404
post,2025-09-19,0.5129665335797506,5.684190017519164,-2.4816317533445154,-5.864405779300952
post,2025-09-19,-2.821618586949526,3.8343384369321054,1.271132432825306,-5.748006808587547
xname,2025-09-19,1.059139377669993,2.4271918878062237,1.5887133853978774,7.899393290565349
xname,2025-09-19,5.555556489980695,3.1746001043491345,9.523808722873683,17.10757984373197
xname,2025-09-19,2.296706341193011,-3.4936771399090683,-4.24178816983225,-6.007330657061704
extmatch,2025-09-19,0.3812168184564868,2.668509298925237,4.817680232432675,11.46408839779005
extmatch,2025-09-19,3.8101583781467774,8.514367301159709,9.583884995037506,-0.125335499244994
extmatch,2025-09-19,-1.061692731752295,-4.611797139137197,-3.185121871217933,-2.0238741538328497
post,2025-09-19,-2.9044598598225946,-16.629979461348665,-10.565412349422164,-14.456963623970609
post,2025-09-19,-5.568069155049427,-5.754949921555907,3.452303903771181,6.343965508022897
post,2025-09-19,-1.051709680725299,-8.757095936589055,-2.6383536953488274,2.4666494885201784
xname,2025-09-19,0.31492655647247236,-2.682882528434516,2.1008526551508977,2.7227372557635743
xname,2025-09-19,0.46191719840478207,-0.9938339928824313,0.10498856496388154,4.878215971928257
xname,2025-09-19,2.241060365916736,-1.0340471389528982,0.18674965887541806,-2.358645076058341
extmatch,2025-09-19,2.449491143836058,4.150708489117516,-3.6054654817674003,-1.7486971291470144
extmatch,2025-09-19,-0.5896068879424732,0.8227046093656876,1.8922216476667586,1.6042755574515954
extmatch,2025-09-19,1.2019205533638333,-0.34399943437246616,-0.5719516287277515,-2.8017218754296414
post,2025-08-27,-0.2240745291528623,4.081312824376493,4.817534932474765,10.131239273288761
post,2025-08-27,2.6670970203118705,3.2776243247796266,-1.8155482857466931,0.016064402373761055
post,2025-08-27,-0.7336450139853068,1.993629935028518,-4.051027727439916,1.5948990601924118
xname,2025-08-27,-0.7068903745403143,-0.7775674140638955,-6.149862272987616,-3.086707566688651
xname,2025-08-27,0.5981263501905199,0.14035538407244363,1.516993746879769,2.0983784619643675
xname,2025-08-27,1.8660581333161286,-1.1588206211720187,-0.09372430427840861,4.601231732511257
extmatch,2025-08-27,2.660881783175939,-0.07474722342796225,-6.629793164239439,-6.689601475704698
extmatch,2025-08-27,6.961472320870321,9.036782062250337,10.122622046848173,11.934510349273442
extmatch,2025-08-27,1.2319057474463602,-2.6794037437740226,-6.375120986113103,-0.10235431197762601
post,2025-07-25,-1.1312180397717309,1.891245465176583,3.9161112784016128,3.389940614954434
post,2025-07-25,0.08460885974610477,-0.5425276072840046,-9.631185429453703,-16.475043841256532
post,2025-07-25,0.9455969721225754,2.9516700883286173,4.579975705299799,4.029386490827824
xname,2025-07-25,-1.1257025072867521,1.4305830653920104,-1.3719490920412025,3.2950253269421026
xname,2025-07-25,-1.2842531734760132,-2.039707010282621,-4.829471064664159,4.413993581270614
xname,2025-07-25,-0.8304282487874404,-0.4982630763116003,-0.3479851875152762,3.899094527775926
extmatch,2025-07-25,-0.57234919133764,-2.4642360425413568,-1.875991673720745,1.502382089212695
