sym,date,expiry,arm,width,credit,cw,iv,netdelta,roc,stock_d,excess,month
AAPL,2018-04-27,2018-06-08,slip20,10.0,3.476,0.3476,0.26975,0.23800000000000002,53.28019619865114,104.67406207105373,-51.393865872402586,2018-04
AAPL,2018-05-04,2018-06-15,cross,10.0,3.5069999999999997,0.35069999999999996,0.1899,0.2929,54.01201293700908,21.18157275156436,32.83044018544472,2018-05
AAPL,2018-05-04,2018-06-15,slip20,10.0,3.5459999999999994,0.3545999999999999,0.1899,0.2929,54.94267121165167,21.30956800060542,33.63310321104625,2018-05
AAPL,2018-05-11,2018-06-22,cross,10.0,3.4170000000000003,0.3417,0.1832,0.29889999999999994,-8.257044347641981,-11.615968445089276,3.3589240974472947,2018-05
AAPL,2018-05-11,2018-06-22,slip20,10.0,3.4560000000000004,0.3456,0.1832,0.29889999999999994,-7.7102877354106285,-11.685195640895891,3.9749079054852627,2018-05
AAPL,2018-05-18,2018-06-29,cross,7.5,2.567,0.34226666666666666,0.17045,0.2496,34.07386788642168,-0.7109476005846577,34.78481548700634,2018-05
AAPL,2018-05-18,2018-06-29,slip20,7.5,2.6240000000000006,0.3498666666666667,0.17045,0.2496,35.64117930346969,-0.719258513881074,36.360437817350764,2018-05
AAPL,2018-05-25,2018-07-06,cross,7.5,2.7169999999999996,0.3622666666666666,0.1563,0.27210000000000006,25.794384071172,-0.06304485985956475,25.857428931031567,2018-05
AAPL,2018-05-25,2018-07-06,slip20,7.5,2.7619999999999996,0.36826666666666663,0.1563,0.27210000000000006,26.989138668724287,-0.06364363965983498,27.05278230838412,2018-05
AAPL,2018-06-01,2018-07-13,cross,7.5,2.327,0.31026666666666664,0.16575,0.2425,44.98356852890006,7.8090164927576895,37.174552036142366,2018-06
AAPL,2018-06-01,2018-07-13,slip20,7.5,2.3720000000000003,0.3162666666666667,0.16575,0.2425,46.255850234009365,7.877543353556071,38.378306880453295,2018-06
AAPL,2018-06-15,2018-07-27,cross,10.0,3.2670000000000003,0.32670000000000005,0.17875,0.3004,48.5222040695084,8.381757151737233,40.140446917771165,2018-06
AAPL,2018-06-15,2018-07-27,slip20,10.0,3.309,0.3309,0.17875,0.3004,49.454491107457784,8.434370184224598,41.020120923233186,2018-06
AAPL,2018-06-22,2018-08-03,cross,12.5,4.307,0.34456000000000003,0.237,0.29500000000000004,52.56926644696693,78.14457321384822,-25.57530676688129,2018-06
AAPL,2018-06-22,2018-08-03,slip20,12.5,4.37,0.3496,0.237,0.29500000000000004,53.75153751537516,78.75012156716586,-24.9985840517907,2018-06
AAPL,2018-06-29,2018-08-10,cross,10.0,3.637,0.3637,0.2479,0.23310000000000003,57.15857300015716,77.5371386065875,-20.378565606430342,2018-06
AAPL,2018-06-29,2018-08-10,slip20,10.0,3.7899999999999996,0.37899999999999995,0.2479,0.23310000000000003,61.03059581320449,79.44747390559037,-18.41687809238588,2018-06
AAPL,2018-07-06,2018-08-17,cross,10.0,3.8370000000000006,0.38370000000000004,0.23485,0.243,62.258640272594526,115.5945412983744,-53.33590102577987,2018-07
AAPL,2018-07-06,2018-08-17,slip20,10.0,3.9,0.39,0.23485,0.243,63.9344262295082,116.78838656096416,-52.85396033145596,2018-07
AAPL,2018-07-13,2018-08-24,cross,10.0,3.6070000000000007,0.3607000000000001,0.21555,0.2529,56.42108556233382,97.62377891420155,-41.20269335186773,2018-07
AAPL,2018-07-13,2018-08-24,slip20,10.0,3.646000000000001,0.3646000000000001,0.21555,0.2529,57.38117721120556,98.22298057892516,-40.8418033677196,2018-07
AAPL,2018-07-20,2018-08-31,cross,7.5,2.5969999999999995,0.3462666666666666,0.21615,0.19240000000000002,52.967570874974484,145.87342324898512,-92.90585237401064,2018-07
AAPL,2018-07-20,2018-08-31,slip20,7.5,2.6450000000000005,0.35266666666666674,0.21615,0.19240000000000002,54.47991761071062,147.31563217091124,-92.83571456020061,2018-07
AAPL,2018-07-27,2018-09-07,cross,12.5,4.367,0.34936,0.2227,0.3015,53.69482355834256,117.86443684228102,-64.16961328393846,2018-07
AAPL,2018-07-27,2018-09-07,slip20,12.5,4.463,0.35704,0.2227,0.3015,55.53067064825184,119.2722987231892,-63.74162807493735,2018-07
AAPL,2018-08-03,2018-09-14,cross,7.5,2.5670000000000006,0.3422666666666668,0.1755,0.2157,52.03729981755525,70.69786966194675,-18.660569844391503,2018-08
AAPL,2018-08-03,2018-09-14,slip20,7.5,2.6359999999999997,0.35146666666666665,0.1755,0.2157,54.1940789473684,71.70077940838472,-17.506700461016315,2018-08
AAPL,2018-08-10,2018-09-21,cross,10.0,3.5670000000000006,0.3567000000000001,0.1669,0.29929999999999995,55.44846883258201,45.31781911725413,10.130649715327877,2018-08
AAPL,2018-08-10,2018-09-21,slip20,10.0,3.585000000000001,0.3585000000000001,0.1669,0.29929999999999995,55.884645362431826,45.444977456164594,10.439667906267232,2018-08
AAPL,2018-08-17,2018-09-28,cross,10.0,2.9269999999999996,0.29269999999999996,0.179,0.25250000000000006,41.38272303124557,28.588568208828356,12.794154822417212,2018-08
AAPL,2018-08-17,2018-09-28,slip20,10.0,2.9750000000000005,0.29750000000000004,0.179,0.25250000000000006,42.34875444839859,28.78390646847587,13.564847979922718,2018-08
AAPL,2018-08-24,2018-10-05,cross,10.0,3.2470000000000008,0.3247000000000001,0.1657,0.28389999999999993,48.08233377758035,34.89758379495973,13.184749982620623,2018-08
AAPL,2018-08-24,2018-10-05,slip20,10.0,3.289,0.3289,0.1657,0.28389999999999993,49.009089554462825,35.1159861968951,13.893103357567725,2018-08
AAPL,2018-08-31,2018-10-12,cross,10.0,3.2470000000000003,0.32470000000000004,0.21795,0.2146,-49.17220853336986,-22.22963816059308,-26.942570372776782,2018-08
AAPL,2018-08-31,2018-10-12,slip20,10.0,3.391,0.3391,0.21795,0.2146,-48.06474871022041,-22.713987970719483,-25.350760739500924,2018-08
AAPL,2018-09-07,2018-10-19,cross,15.0,5.2170000000000005,0.34780000000000005,0.23325,0.3004,0.6620709719454376,-8.48613064537837,9.148201617323808,2018-09
AAPL,2018-09-07,2018-10-19,slip20,15.0,5.295,0.353,0.23325,0.3004,1.4711015268976977,-8.55433447745869,10.025436004356388,2018-09
AAPL,2018-09-14,2018-10-26,cross,12.5,4.1770000000000005,0.33416,0.213,0.2721,-58.45416312708614,-26.0003361344391,-32.45382699264704,2018-09
AAPL,2018-09-14,2018-10-26,slip20,12.5,4.252000000000002,0.34016000000000013,0.213,0.2721,-58.07638211769375,-26.23676014148117,-31.839621976212577,2018-09
AAPL,2018-09-21,2018-11-02,cross,12.5,4.187,0.33496000000000004,0.263,0.23000000000000004,-88.89253450936444,-32.084410960254914,-56.808123549109524,2018-09
AAPL,2018-09-21,2018-11-02,slip20,12.5,4.277,0.34216,0.263,0.23000000000000004,-88.77096429239286,-32.43557197039999,-56.33539232199287,2018-09
AAPL,2018-09-28,2018-11-09,cross,15.0,5.437,0.36246666666666666,0.2463,0.2835,-100.0,-63.22937855093057,-36.77062144906943,2018-09
AAPL,2018-09-28,2018-11-09,slip20,15.0,5.521,0.36806666666666665,0.2463,0.2835,-100.0,-63.789697972628865,-36.210302027371135,2018-09
AAPL,2018-10-05,2018-11-16,cross,15.0,5.137,0.34246666666666664,0.28715,0.23979999999999999,-100.0,-74.00929327022718,-25.990706729772825,2018-10
AAPL,2018-10-05,2018-11-16,slip20,15.0,5.197,0.34646666666666665,0.28715,0.23979999999999999,-100.0,-74.46227272510971,-25.537727274890287,2018-10
AAPL,2018-10-12,2018-11-23,cross,17.5,5.287,0.3021142857142857,0.3,0.26680000000000004,-100.0,-106.12221675678346,6.122216756783459,2018-10
AAPL,2018-10-12,2018-11-23,slip20,17.5,5.6770000000000005,0.3244,0.3,0.26680000000000004,-99.99999999999999,-109.62282273962586,9.622822739625875,2018-10
AAPL,2018-10-19,2018-11-30,cross,15.0,5.037,0.3358,0.29905,0.235,-100.0,-96.3212770486835,-3.6787229513165016,2018-10
AAPL,2018-10-19,2018-11-30,slip20,15.0,5.127,0.3418,0.29905,0.235,-99.99999999999996,-97.19931968358489,-2.800680316415068,2018-10
AAPL,2018-10-26,2018-12-07,cross,17.5,6.087000000000001,0.3478285714285715,0.3516,0.24120000000000003,-99.99999999999997,-95.44588364787282,-4.554116352127153,2018-10
AAPL,2018-10-26,2018-12-07,slip20,17.5,6.252,0.35725714285714283,0.3516,0.24120000000000003,-99.99999999999997,-96.8460055185964,-3.153994481403572,2018-10
AAPL,2018-11-02,2018-12-14,cross,15.0,4.986999999999999,0.33246666666666663,0.2967999999999999,0.2587,-99.99999999999997,-103.90231365273016,3.902313652730186,2018-11
AAPL,2018-11-02,2018-12-14,slip20,15.0,5.3469999999999995,0.35646666666666665,0.2967999999999999,0.2587,-99.99999999999997,-107.77725749557518,7.777257495575213,2018-11
AAPL,2018-11-09,2018-12-21,cross,10.0,3.587,0.3587,0.2546,0.2081,-99.99999999999996,-173.01480188487497,73.01480188487501,2018-11
AAPL,2018-11-09,2018-12-21,slip20,10.0,3.6470000000000002,0.3647,0.2546,0.2081,-100.00000000000003,-174.6488154395881,74.64881543958808,2018-11
AAPL,2018-11-16,2018-12-28,cross,12.5,4.137,0.33096,0.28045,0.2419,-100.0,-108.53623153615985,8.536231536159846,2018-11
AAPL,2018-11-16,2018-12-28,slip20,12.5,4.305,0.3444,0.28045,0.2419,-100.0,-110.76125739315493,10.761257393154935,2018-11
AAPL,2018-11-23,2019-01-04,cross,12.5,4.037,0.32295999999999997,0.33555,0.2263,-100.0,-64.80313318066845,-35.19686681933155,2018-11
AAPL,2018-11-23,2019-01-04,slip20,12.5,4.201999999999999,0.3361599999999999,0.33555,0.2263,-100.0,-66.09169873559858,-33.908301264401416,2018-11
AAPL,2018-11-30,2019-01-11,cross,12.5,4.337,0.34696,0.2934,0.25089999999999996,-100.0,-81.07877325774348,-18.921226742256522,2018-11
AAPL,2018-11-30,2019-01-11,slip20,12.5,4.406,0.35247999999999996,0.2934,0.25089999999999996,-100.0,-81.76995627661972,-18.230043723380277,2018-11
AAPL,2018-12-07,2019-01-18,cross,10.0,3.2369999999999997,0.3237,0.3259499999999999,0.1885,-100.0,-39.86800662233627,-60.13199337766373,2018-12
AAPL,2018-12-07,2019-01-18,slip20,10.0,3.3269999999999995,0.33269999999999994,0.3259499999999999,0.1885,-99.99999999999999,-40.405713889833685,-59.5942861101663,2018-12
AAPL,2018-12-14,2019-01-25,cross,12.5,4.487,0.35896,0.3206,0.25070000000000003,-65.14131052173836,-24.76238972245061,-40.378920799287755,2018-12
AAPL,2018-12-14,2019-01-25,slip20,12.5,4.577,0.36616,0.3206,0.25070000000000003,-64.74533903959227,-25.043673967688594,-39.701665071903676,2018-12
AAPL,2018-12-21,2019-02-01,cross,17.5,5.6370000000000005,0.32211428571428574,0.43805,0.2691,47.5174913596898,35.266891067514045,12.250600292175754,2018-12
AAPL,2018-12-21,2019-02-01,slip20,17.5,5.832000000000002,0.333257142857143,0.43805,0.2691,49.98285910181695,35.85628460181,14.126574500006946,2018-12
AAPL,2018-12-28,2019-02-08,cross,14.5,5.237,0.36117241379310344,0.4151,0.237,56.536759149303684,34.25734511029067,22.279414039013012,2018-12
AAPL,2018-12-28,2019-02-08,slip20,14.5,5.341999999999999,0.3684137931034482,0.4151,0.237,58.33151343088008,34.65011877665675,23.681394654223332,2018-12
AAPL,2019-01-04,2019-02-15,cross,15.0,5.427,0.36179999999999995,0.35075,0.2975,56.69069257286116,69.29821002027923,-12.607517447418068,2019-01
AAPL,2019-01-04,2019-02-15,slip20,15.0,5.480999999999998,0.3653999999999999,0.35075,0.2975,57.57957768673177,69.69132939637913,-12.111751709647365,2019-01
AAPL,2019-01-11,2019-02-22,cross,10.5,3.6870000000000003,0.35114285714285715,0.31145,0.23290000000000002,54.11712901805373,67.9705134182457,-13.85338440019197,2019-01
AAPL,2019-01-11,2019-02-22,slip20,10.5,3.7560000000000007,0.35771428571428576,0.31145,0.23290000000000002,55.69395017793596,68.66594126905515,-12.971991091119193,2019-01
AAPL,2019-01-18,2019-03-01,cross,10.5,3.9070000000000005,0.37209523809523815,0.28325,0.2539,59.25982102229638,71.78496104287629,-12.525140020579911,2019-01
AAPL,2019-01-18,2019-03-01,slip20,10.5,3.979000000000001,0.37895238095238104,0.28325,0.2539,61.01824873485664,72.57755684031336,-11.559308105456722,2019-01
AAPL,2019-01-25,2019-03-08,cross,9.5,3.3169999999999997,0.34915789473684206,0.287,0.22099999999999997,53.64709687853792,53.81190719309695,-0.16481031455902695,2019-01
AAPL,2019-01-25,2019-03-08,slip20,9.5,3.3799999999999994,0.3557894736842105,0.287,0.22099999999999997,55.22875816993462,54.365853296555294,0.8629048733793283,2019-01
AAPL,2019-02-01,2019-03-15,cross,5.0,1.767,0.3534,0.2329,0.13830000000000003,54.65511908444169,85.80505903025241,-31.149939945810722,2019-02
AAPL,2019-02-01,2019-03-15,slip20,5.0,1.7879999999999996,0.3575999999999999,0.2329,0.13830000000000003,55.66625155666249,86.36605101021357,-30.69979945355108,2019-02
AAPL,2019-02-08,2019-03-22,cross,7.5,2.567,0.34226666666666666,0.23145,0.20399999999999996,52.03729981755525,87.87776429183027,-35.840464474275024,2019-02
AAPL,2019-02-08,2019-03-22,slip20,7.5,2.609,0.34786666666666666,0.23145,0.20399999999999996,53.3428746677571,88.63238831559983,-35.289513647842725,2019-02
AAPL,2019-02-15,2019-03-29,cross,7.5,2.4370000000000003,0.32493333333333335,0.21515,0.21389999999999998,48.13351767726645,83.75192583105164,-35.61840815378519,2019-02
AAPL,2019-02-15,2019-03-29,slip20,7.5,2.479,0.33053333333333335,0.21515,0.21389999999999998,49.372634933280224,84.45249959821041,-35.079864664930184,2019-02
AAPL,2019-02-22,2019-04-05,cross,7.5,2.507,0.33426666666666666,0.20405,0.2252,50.21029441217705,111.68252377374195,-61.4722293615649,2019-02
AAPL,2019-02-22,2019-04-05,slip20,7.5,2.549,0.33986666666666665,0.20405,0.2252,51.48454857604524,112.62994166881307,-61.14539309276783,2019-02
AAPL,2019-03-01,2019-04-12,cross,7.5,2.3670000000000004,0.31560000000000005,0.18985,0.2339,46.11338398597313,109.44522410864413,-63.331840122671,2019-03
AAPL,2019-03-01,2019-04-12,slip20,7.5,2.4269999999999996,0.32359999999999994,0.18985,0.2339,47.841513897102296,110.73966791832648,-62.89815402122418,2019-03
AAPL,2019-03-15,2019-04-26,cross,10.0,3.2969999999999997,0.3297,0.1963,0.2826,49.186931224824704,75.10746308104038,-25.920531856215675,2019-03
AAPL,2019-03-15,2019-04-26,slip20,10.0,3.3509999999999995,0.33509999999999995,0.1963,0.2826,50.39855617386072,75.71744999732496,-25.318893823464244,2019-03
AAPL,2019-03-22,2019-05-03,cross,12.5,4.3870000000000005,0.35096000000000005,0.28445,0.24730000000000002,54.07370886231974,61.45129520946513,-7.377586347145389,2019-03
AAPL,2019-03-22,2019-05-03,slip20,12.5,4.542999999999999,0.36343999999999993,0.28445,0.24730000000000002,57.09438230488877,62.656071136658355,-5.561688831769587,2019-03
AAPL,2019-03-29,2019-05-10,cross,10.0,3.6370000000000005,0.3637,0.2677,0.2117,57.15857300015717,22.699794749053112,34.45877825110406,2019-03
AAPL,2019-03-29,2019-05-10,slip20,10.0,3.7119999999999997,0.3712,0.2677,0.2117,59.03307888040712,22.97054611772025,36.06253276268687,2019-03
AAPL,2019-04-05,2019-05-17,cross,15.0,5.817,0.38780000000000003,0.2593499999999999,0.3107,-56.24957205204319,-27.947424727169263,-28.30214732487393,2019-04
AAPL,2019-04-05,2019-05-17,slip20,15.0,5.841,0.3894,0.2593499999999999,0.3107,-56.134929594269316,-28.020657415612554,-28.114272178656762,2019-04
AAPL,2019-04-12,2019-05-24,cross,12.5,4.537000000000001,0.36296000000000006,0.26625,0.2517,-100.00000000000001,-63.54918929920261,-36.450810700797405,2019-04
AAPL,2019-04-12,2019-05-24,slip20,12.5,4.627000000000001,0.37016000000000004,0.26625,0.2517,-99.99999999999997,-64.27565024635467,-35.7243497536453,2019-04
AAPL,2019-04-26,2019-06-07,cross,12.5,4.367000000000001,0.34936000000000006,0.24755,0.2576,-100.0,-46.07145834249822,-53.92854165750178,2019-04
AAPL,2019-04-26,2019-06-07,slip20,12.5,4.43,0.3544,0.24755,0.2576,-100.0,-46.43112400242106,-53.56887599757894,2019-04
AAPL,2019-05-03,2019-06-14,cross,10.0,3.5870000000000006,0.3587000000000001,0.18645,0.26609999999999995,-100.00000000000001,-75.90108887100824,-24.098911128991773,2019-05
AAPL,2019-05-03,2019-06-14,slip20,10.0,3.647,0.36469999999999997,0.18645,0.26609999999999995,-100.0,-76.61792585074387,-23.382074149256127,2019-05
AAPL,2019-05-10,2019-06-21,cross,15.0,5.147,0.34313333333333335,0.239,0.3236,52.23789708718157,9.688991161479063,42.54890592570251,2019-05
AAPL,2019-05-10,2019-06-21,slip20,15.0,5.203999999999999,0.34693333333333326,0.239,0.3236,53.12372396896691,9.745368508988687,43.37835545997822,2019-05
AAPL,2019-05-17,2019-06-28,cross,12.5,4.1370000000000005,0.33096000000000003,0.27325,0.2495,49.46789429630516,27.146027619181538,22.321866677123623,2019-05
AAPL,2019-05-17,2019-06-28,slip20,12.5,4.206000000000001,0.3364800000000001,0.27325,0.2495,50.711357607909356,27.371862669304946,23.33949493860441,2019-05
AAPL,2019-05-24,2019-07-05,cross,12.5,4.087,0.32696,0.2924,0.24630000000000002,48.57957922263164,75.26087895867961,-26.681299736047976,2019-05
AAPL,2019-05-24,2019-07-05,slip20,12.5,4.192,0.33536,0.2924,0.24630000000000002,50.45739046701975,76.2120576166793,-25.754667149659554,2019-05
AAPL,2019-05-31,2019-07-12,cross,15.0,4.907,0.32713333333333333,0.29485,0.2912,48.617853958188846,80.9151188512635,-32.297264893074654,2019-05
AAPL,2019-05-31,2019-07-12,slip20,15.0,4.976,0.3317333333333333,0.29485,0.2912,49.640861931364725,81.47209642515985,-31.831234493795122,2019-05
AAPL,2019-06-07,2019-07-19,cross,10.0,3.387,0.3387,0.26455,0.2101,51.21729925903524,42.0590593363262,9.158239922709036,2019-06
AAPL,2019-06-07,2019-07-19,slip20,10.0,3.432,0.3432,0.26455,0.2101,52.25334957369062,42.34722280620054,9.906126767490079,2019-06
AAPL,2019-06-14,2019-07-26,cross,12.5,4.337000000000001,0.34696000000000005,0.25975,0.2621,53.12997672424354,48.65888364708482,4.47109307715872,2019-06
AAPL,2019-06-14,2019-07-26,slip20,12.5,4.436000000000001,0.3548800000000001,0.25975,0.2621,55.00992063492065,49.25625833471644,5.753662300204205,2019-06
AAPL,2019-06-21,2019-08-02,cross,12.5,4.037000000000001,0.3229600000000001,0.2764,0.2333,47.701760604986426,10.370725694131174,37.33103491085525,2019-06
AAPL,2019-06-21,2019-08-02,slip20,12.5,4.130000000000001,0.3304000000000001,0.2764,0.2333,49.34289127837516,10.48595597962152,38.85693529875364,2019-06
AAPL,2019-06-28,2019-08-09,cross,15.0,5.537000000000001,0.36913333333333337,0.29385,0.27280000000000004,58.512099756948125,13.364512553643307,45.147587203304816,2019-06
AAPL,2019-06-28,2019-08-09,slip20,15.0,5.627000000000001,0.3751333333333334,0.29385,0.27280000000000004,60.0341406166649,13.492839250520284,46.541301366144616,2019-06
AAPL,2019-07-05,2019-08-16,cross,10.0,3.687,0.36869999999999997,0.2531,0.2072,58.403294788531596,6.699213957332434,51.704080831199164,2019-07
AAPL,2019-07-05,2019-08-16,slip20,10.0,3.716999999999999,0.3716999999999999,0.2531,0.2072,59.159637116027355,6.7312012912047825,52.42843582482257,2019-07
AAPL,2019-07-12,2019-08-23,cross,12.5,4.437,0.35496,0.2384,0.26749999999999996,36.48174657333139,-0.049363002084555484,36.53110957541595,2019-07
AAPL,2019-07-12,2019-08-23,slip20,12.5,4.506,0.36048,0.2384,0.26749999999999996,37.659785166471224,-0.04978907753412194,37.709574244005346,2019-07
AAPL,2019-07-19,2019-08-30,cross,12.5,4.537000000000001,0.36296000000000006,0.2405,0.2679,56.976014065050876,16.68110343624698,40.2949106288039,2019-07
AAPL,2019-07-19,2019-08-30,slip20,12.5,4.612,0.36896,0.2405,0.2679,58.46855983772819,16.83970926252975,41.62885057519844,2019-07
AAPL,2019-07-26,2019-09-06,cross,12.5,4.437,0.35496,0.23195,0.2691,55.029145479350134,17.56990464651946,37.45924083283067,2019-07
AAPL,2019-07-26,2019-09-06,slip20,12.5,4.53,0.3624,0.23195,0.2691,56.83814303638645,17.774923609145095,39.06321942724135,2019-07
AAPL,2019-08-02,2019-09-13,cross,15.0,4.987,0.3324666666666667,0.26865,0.2751,49.80525317087786,41.69395819968151,8.111294971196351,2019-08
AAPL,2019-08-02,2019-09-13,slip20,15.0,5.077000000000002,0.3384666666666668,0.26865,0.2751,51.163962511337324,42.072115635736274,9.09184687560105,2019-08
AAPL,2019-08-09,2019-09-20,cross,15.0,5.036999999999999,0.33579999999999993,0.2638,0.28409999999999996,50.55706112616681,45.532798429910486,5.024262696256322,2019-08
AAPL,2019-08-09,2019-09-20,slip20,15.0,5.082,0.3388,0.2638,0.28409999999999996,51.24016938898972,45.73939007432932,5.500779314660399,2019-08
AAPL,2019-08-16,2019-09-27,cross,12.5,4.087,0.32696,0.2681,0.23199999999999998,48.57957922263164,34.30235117516567,14.277228047465968,2019-08
AAPL,2019-08-16,2019-09-27,slip20,12.5,4.162,0.33296,0.2681,0.23199999999999998,49.91604701367233,34.610899548653,15.305147465019331,2019-08
AAPL,2019-08-23,2019-10-04,cross,15.0,4.787000000000001,0.3191333333333334,0.2956499999999999,0.2548,46.87163419171645,58.22515675624037,-11.353522564523914,2019-08
AAPL,2019-08-23,2019-10-04,slip20,15.0,4.967000000000001,0.33113333333333345,0.2956499999999999,0.2548,49.506628127180335,59.269762379296616,-9.76313425211628,2019-08
AAPL,2019-08-30,2019-10-11,cross,15.0,4.936999999999999,0.3291333333333333,0.2765999999999999,0.26339999999999997,49.06091622776507,75.84751410889437,-26.786597881129303,2019-08
AAPL,2019-08-30,2019-10-11,slip20,15.0,4.982,0.33213333333333334,0.2765999999999999,0.26339999999999997,49.73048512677181,76.1882146613899,-26.457729534618096,2019-08
AAPL,2019-09-06,2019-10-18,cross,15.0,4.717,0.3144666666666666,0.2385,0.2895,45.87182728775648,66.48298952978742,-20.611162242030936,2019-09
AAPL,2019-09-06,2019-10-18,slip20,15.0,4.75,0.31666666666666665,0.2385,0.2895,46.34146341463415,66.69703232534674,-20.35556891071259,2019-09
AAPL,2019-09-13,2019-10-25,cross,12.5,4.1370000000000005,0.33096000000000003,0.23465,0.25050000000000006,49.46789429630516,80.6870544942729,-31.21916019796774,2019-09
AAPL,2019-09-13,2019-10-25,slip20,12.5,4.212000000000001,0.33696000000000004,0.23465,0.25050000000000006,50.820463320463325,81.41721003084028,-30.596746710376955,2019-09
