day,gross,cost,net,trades,oc,cc
2019-04-02,0.0,0.0,0.0,0,0.0028538499533503625,0.0032943501894251437
2019-04-03,0.0002160000000001105,0.0002,1.6000000000110503e-05,1,0.00021769892239031918,0.005746182892792717
2019-04-04,0.0,0.0,0.0,0,-0.0004896360372123043,-0.00032647730982693357
2019-04-05,0.0,0.0,0.0,0,0.0019533369506239406,0.005116481602438494
2019-04-08,0.0,0.0,0.0,0,0.004230623203341111,0.0026535253980288775
2019-04-09,0.0,0.0,0.0,0,-0.00010840108401088955,-0.0036186875506346583
2019-04-10,0.0,0.0,0.0,0,0.003951285520974235,0.00542064180398949
2019-04-11,-0.00185499999999997,0.0002,-0.00205499999999997,1,-0.003821930343973823,-0.0022643950830277815
2019-04-12,0.0,0.0,0.0,0,-0.00010760787689667595,0.004214849238084906
2019-04-15,-0.0022789999999998857,0.0002,-0.0024789999999998854,1,0.000376728916635205,0.00021523891519592553
2019-04-16,0.0,0.0,0.0,0,0.00016084928422066547,0.0035506778566816166
2019-04-17,0.0,0.0,0.0,0,-0.0032490013315580324,0.0032164683177871023
2019-04-18,-0.0025439999999999456,0.0004,-0.002943999999999946,2,-0.0005866979572244357,0.0012824623276692648
2019-04-22,-0.0004240000000000663,0.0002,-0.0006240000000000662,1,0.007665916157392649,0.0031486818230335167
2019-04-23,0.006518999999999946,0.0002,0.006318999999999946,1,0.010192705844879635,0.012342395063041911
2019-04-24,0.0,0.0,0.0,0,-0.0039382482671707075,-0.0031530821377896423
2019-04-25,0.0,0.0,0.0,0,-0.0038713052576511142,0.0037956666139491446
2019-04-26,-0.005407999999999959,0.0002,-0.0056079999999999585,1,0.0023658062141842517,0.00131295625229777
2019-04-29,-0.0007799999999998818,0.0002,-0.0009799999999998818,1,0.00199349491134182,0.0017832791356340305
2019-04-30,-0.00025999999999991134,0.0002,-0.0004599999999999113,1,0.0003694321300402592,-0.0075916230366491755
2019-05-02,-0.000727999999999929,0.0002,-0.0009279999999999291,1,-0.003705860553761431,-0.007174887892376747
2019-05-03,0.002860000000000059,0.0002,0.002660000000000059,1,0.00759173344580355,0.015569371379988262
2019-05-06,0.0,0.0,0.0,0,0.015447111016088533,-0.0059648388447050005
2019-05-07,0.0012720000000000483,0.0002,0.0010720000000000482,1,-0.008516980730331247,-0.01958100852721334
2019-05-08,0.0,0.0,0.0,0,-0.00026928048255070447,-0.0033823687318801365
2019-05-09,-0.0008100000000000307,0.0002,-0.0010100000000000306,1,0.005659247973009762,-0.00441738943058767
2019-05-10,-0.002375999999999988,0.0002,-0.0025759999999999876,1,0.005161360425947947,0.001082192522049663
2019-05-13,-0.0030799999999998563,0.0006,-0.003679999999999856,3,-0.009650582362728866,-0.03486298037943891
2019-05-14,-0.002309999999999775,0.0004,-0.002709999999999775,2,0.005515320334261942,0.010808691756272415
2019-05-15,0.006050000000000125,0.0002,0.005850000000000125,1,0.020347864867878318,0.014072801817275105
2019-05-16,0.001619999999999908,0.0002,0.0014199999999999079,1,0.009829619921362998,0.010326176036715262
2019-05-17,0.0,0.0,0.0,0,-0.0003277255844439386,-0.010274713389573753
2019-05-20,0.0,0.0,0.0,0,-0.0030469226081656364,-0.01671948420937608
2019-05-21,0.0,0.0,0.0,0,0.0016528925619836432,0.01022449433207373
2019-05-22,0.0,0.0,0.0,0,0.0012720535368617725,-0.004180418041804246
2019-05-23,-0.005224999999999937,0.0006,-0.005824999999999938,3,-0.004077756675231914,-0.015190013256738855
2019-05-24,0.0,0.0,0.0,0,-0.006581148912437329,-0.0009535027202870472
2019-05-28,-0.0031349999999999625,0.0002,-0.0033349999999999626,1,-0.00654838529131907,-0.0034807994610375204
2019-05-29,0.0,0.0,0.0,0,-0.0022101326079565498,-0.008056338028169074
2019-05-30,0.0,0.0,0.0,0,0.0014160294534126816,0.00414607826432678
2019-05-31,0.0,0.0,0.0,0,-0.004579278763594652,-0.01640271493212675
2019-06-03,0.005814000000000059,0.0004,0.0054140000000000585,2,-0.019132138535123522,-0.021219091431857406
2019-06-04,0.012179999999999967,0.0002,0.011979999999999966,1,0.017036864751715397,0.02761294871041642
2019-06-05,0.0,0.0,0.0,0,-0.001982216684600968,0.007489566062546471
2019-06-06,-0.00022399999999995544,0.0002,-0.00042399999999995545,1,0.00611828687967364,0.00783112019067067
2019-06-07,0.00655199999999993,0.0002,0.00635199999999993,1,0.014061624649859938,0.01920045045045038
2019-06-10,0.00016200000000000613,0.0002,-3.799999999999386e-05,1,0.004884742041712409,0.011491077841003339
2019-06-11,0.0,0.0,0.0,0,-0.009184720946566638,0.001638538423725855
2019-06-12,0.0,0.0,0.0,0,-0.0027888664078306036,-0.0056164458258355365
2019-06-13,0.0,0.0,0.0,0,0.0018020969855832014,0.005977187979820053
2019-06-14,0.0,0.0,0.0,0,0.0009868421052632304,-0.004742436631234526
2019-06-17,-0.001619999999999908,0.0004,-0.0020199999999999077,2,0.0038795694224360577,0.006243838317449901
2019-06-18,-0.0021200000000000303,0.0002,-0.00232000000000003,1,0.002959375840731804,0.014587415632484335
2019-06-19,0.0,0.0,0.0,0,0.002088577089915944,0.0038626609442060644
2019-06-20,0.0,0.0,0.0,0,-0.004743833017077814,0.009085079093629655
2019-06-21,0.0,0.0,0.0,0,0.00037125430920181834,-0.001059209829467167
2019-06-24,0.0,0.0,0.0,0,-0.0019627605962548866,-0.0025447990669070775
2019-06-25,0.011925,0.0002,0.011725,1,-0.01659133209252861,-0.017061762517274315
2019-06-26,-0.0022789999999998857,0.0002,-0.0024789999999998854,1,-0.0019340281508540835,0.004596333747904691
2019-06-27,0.0,0.0,0.0,0,0.00016088378827694427,0.003875551727850146
2019-06-28,0.0,0.0,0.0,0,-0.0010697475395807787,0.0013941018766756574
2019-07-02,0.0,0.0,0.0,0,0.004387124055182712,0.017455557935318167
2019-07-05,0.0001560000000000059,0.0002,-4.399999999999409e-05,1,0.004996055745464023,-0.001776013372336016
2019-07-08,-0.0028079999999998106,0.0004,-0.003207999999999811,2,-0.0007373854419046033,-0.007221350078492894
2019-07-09,-0.00020799999999995862,0.0002,-0.00040799999999995863,1,0.01006409237777417,0.0051127978072949
2019-07-10,-0.006499999999999852,0.0004,-0.006899999999999852,2,0.0039626675009125645,0.009754051077665471
2019-07-11,0.0,0.0,0.0,0,-0.0025403079475347923,-0.0007790184367697517
2019-07-12,-0.0003569999999999652,0.0002,-0.0005569999999999652,1,0.004620256450189597,0.0058212058212059326
2019-07-15,0.0,0.0,0.0,0,0.0006702067330000006,0.0029971062422486927
2019-07-16,-0.004028999999999815,0.0004,-0.004428999999999814,2,-0.003816990767008921,-0.004997424008243212
2019-07-17,0.0,0.0,0.0,0,-0.005227743271221441,-0.0048671879045202315
2019-07-18,-0.002079999999999882,0.0002,-0.002279999999999882,1,0.0064296915838994995,0.0017690826785992098
2019-07-19,0.0036210000000000404,0.0002,0.0034210000000000408,1,-0.015064747459113792,-0.008414273100296077
2019-07-22,0.0007800000000001774,0.0002,0.0005800000000001774,1,0.005482169895055566,0.00874757739248877
2019-07-23,0.0,0.0,0.0,0,0.0010848228122739556,0.006283103125973577
2019-07-24,0.0018870000000000232,0.0002,0.0016870000000000231,1,0.010773294659967902,0.007017905980700734
2019-07-25,0.0019379999999999769,0.0002,0.0017379999999999768,1,-0.00627281608308905,-0.009633615167819576
2019-07-26,-0.002141999999999936,0.0008,-0.0029419999999999364,4,0.0038042360682704057,0.010296476431934432
2019-07-29,-0.003059999999999971,0.0002,-0.003259999999999971,1,-0.002664480426316951,-0.003175253508142961
2019-07-30,0.0,0.0,0.0,0,0.0033134869272586354,-0.004367036580353423
2019-07-31,0.0008670000000000811,0.0002,0.0006670000000000812,1,-0.016056816427358345,-0.013416584963104383
2019-08-01,-0.008007999999999958,0.0004,-0.008407999999999959,2,-0.007466193285647238,-0.005701134996600299
2019-08-02,0.0034319999999999824,0.0002,0.0032319999999999823,1,-0.007361508314797094,-0.014045239347711624
2019-08-06,-0.0023220000000000367,0.0002,-0.002522000000000037,1,0.004659832246039164,0.014335528864781066
