ticker,entry_date,roc_net,roc,credit_pct_of_width,vix_on_entry,max_loss,entry,month,cw
SPY,2023-10-20,0.10584829183555296,0.11059640995946725,0.13649999999999998,21.71,863.5,2023-10-20,2023-10,0.13649999999999998
SPY,2023-10-27,0.10155440414507773,0.10621761658031088,0.14222222222222222,21.27,772.0,2023-10-27,2023-10,0.14222222222222222
SPY,2024-08-02,0.11310077519379841,0.12209302325581393,0.13999999999999999,23.39,1290.0,2024-08-02,2024-08,0.13999999999999999
SPY,2024-08-09,0.0746383799421408,0.07907425265188042,0.13583333333333333,20.37,1037.0,2024-08-09,2024-08,0.13583333333333333
SPY,2024-09-06,0.10165844912595254,0.10623038995965937,0.14192307692307693,22.38,1115.5,2024-09-06,2024-09,0.14192307692307693
SPY,2025-03-07,0.16401739818109917,0.1680506128904705,0.15699999999999997,23.37,1264.5,2025-03-07,2025-03,0.15699999999999997
SPY,2025-03-14,0.1502079619726679,0.15508021390374338,0.15850000000000003,21.77,841.4999999999999,2025-03-14,2025-03,0.15850000000000003
SPY,2025-03-28,0.09058473736372646,0.09514370664023787,0.15916666666666668,21.65,1009.0,2025-03-28,2025-03,0.15916666666666668
SPY,2025-04-04,0.11489064681247085,0.12261516984644015,0.14039999999999997,45.31,2149.0,2025-04-04,2025-04,0.14039999999999997
SPY,2025-04-11,0.0743280815569972,0.08016682113067655,0.1368,37.56,2158.0,2025-04-11,2025-04,0.1368
SPY,2025-04-25,0.0879410624272974,0.09267157813105854,0.14033333333333334,24.84,1289.5,2025-04-25,2025-04,0.14033333333333334
SPY,2025-11-21,0.11047120418848165,0.11547411285631179,0.1405,23.43,1719.0000000000002,2025-11-21,2025-11,0.1405
SPY,2026-02-13,0.0784654361201592,0.08288092652913495,0.13656249999999998,20.6,1381.5000000000002,2026-02-13,2026-02,0.13656249999999998
