day,gex,credit,maxrisk,wing_pct,wing_vs_implied,pnl_usd,ret_risk,NEG,half,yr
2010-03-31,-663053334.8183292,0.6114999999999998,0.3885000000000002,0.8520064752492119,1.1764705882352942,60.14999999999947,154.82625482625338,True,2010-2017,2010
2010-06-11,-1794116427.8063357,0.7014999999999998,0.2985000000000002,0.9158347834050737,0.6825938566552902,4.15000000000032,13.90284757119034,True,2010-2017,2010
2010-06-25,-1878383335.412411,0.6989999999999998,0.30100000000000016,0.9307520476545048,0.7017543859649124,58.90000000000004,195.6810631229236,True,2010-2017,2010
2010-06-30,-2207533786.2166944,0.7489999999999999,0.2510000000000001,0.9595087315294569,0.5390835579514824,-15.10000000000058,-60.15936254980308,True,2010-2017,2010
2010-07-02,-2020659032.8989937,0.7564999999999998,0.24350000000000016,0.9728572818367545,0.5649717514124294,0.6499999999999839,2.669404517453731,True,2010-2017,2010
2010-07-09,-1723178673.5960717,0.6639999999999999,0.3360000000000001,0.9332711152589827,1.0256410256410258,-25.60000000000018,-76.1904761904767,True,2010-2017,2010
2010-07-23,-889991571.3996803,0.6840000000000002,0.31599999999999984,0.913575735428467,0.7633587786259541,-31.599999999999984,-100.0,True,2010-2017,2010
2010-07-30,-1144621729.4448068,0.7165000000000001,0.28349999999999986,0.9067827348567283,0.7352941176470588,39.650000000000695,139.85890652557572,True,2010-2017,2010
2010-08-06,-651412845.1232004,0.6590000000000001,0.34099999999999986,0.8862105636299185,0.784313725490196,4.900000000000071,14.369501466275874,True,2010-2017,2010
2010-08-13,-2329724181.899323,0.6965000000000001,0.3034999999999999,0.9204712812960235,0.8130081300813008,-0.3500000000002723,-1.1532125205939785,True,2010-2017,2010
2010-08-27,-2380752029.0036325,0.6865000000000001,0.3134999999999999,0.9505703422053232,0.7092198581560284,-31.349999999999987,-100.0,True,2010-2017,2010
2010-09-03,-1127737527.1161304,0.704,0.29600000000000004,0.913575735428467,0.684931506849315,-20.599999999999664,-69.59459459459345,True,2010-2017,2010
2010-09-10,-1417539267.7365935,0.5715,0.4285,0.9014693951140358,1.1695906432748537,5.150000000000398,12.018669778297314,True,2010-2017,2010
2010-09-24,-1402384936.5017424,0.6515,0.34850000000000003,0.8889679082585119,0.8849557522123893,-34.85,-100.0,True,2010-2017,2010
2010-09-30,-887411993.1823925,0.5914999999999999,0.4085000000000001,0.8738967054094205,1.0471204188481675,-30.850000000000577,-75.52019583843469,True,2010-2017,2010
2010-10-01,-1466581191.992686,0.6715,0.3285,0.8764241893076249,0.8547008547008548,4.150000000000453,12.63318112633319,True,2010-2017,2010
2010-10-08,-513609190.4756168,0.649,0.351,0.8628872206402624,0.8583690987124464,9.900000000000286,28.20512820512902,True,2010-2017,2010
2010-10-22,-844373380.5098618,0.5690000000000001,0.43099999999999994,0.8466683600033866,1.1494252873563218,18.90000000000046,43.85150812065073,True,2010-2017,2010
2010-10-29,-988471404.3748863,0.6789999999999998,0.3210000000000002,0.844095551616443,0.9090909090909091,20.900000000000098,65.10903426791303,True,2010-2017,2010
2010-11-05,794696804.2801688,0.6964999999999999,0.3035000000000001,0.8179959100204499,0.9174311926605506,-4.349999999999499,-14.332784184512345,False,2010-2017,2010
2010-11-12,-735505408.2017117,0.5315000000000001,0.4684999999999999,0.8220304151253596,1.2345679012345678,-46.849999999999994,-100.0,True,2010-2017,2010
2010-12-03,374951244.48407567,0.6315000000000001,0.36849999999999994,0.8158603247124093,0.9852216748768472,49.14999999999995,133.3785617367706,False,2010-2017,2010
2010-12-10,917750686.7469687,0.504,0.496,0.8078196946441554,1.3888888888888888,-0.6000000000005112,-1.2096774193558695,False,2010-2017,2010
2010-12-17,494221842.4159017,0.6564999999999999,0.34350000000000014,0.801346261719689,0.8695652173913044,-0.3499999999996728,-1.0189228529830352,False,2010-2017,2010
2010-12-23,642392151.1035203,0.3839999999999999,0.6160000000000001,0.7950389569088885,1.8691588785046729,-2.5999999999996692,-4.220779220778683,False,2010-2017,2010
2010-12-31,-645933948.0152373,0.849,1.151,1.5903307888040712,2.1052631578947367,4.900000000000282,4.257167680278264,True,2010-2017,2010
2011-01-07,51634560.12500795,0.6639999999999999,0.3360000000000001,0.784990972603815,0.9090909090909091,54.39999999999954,161.90476190476048,False,2010-2017,2011
2011-01-14,458340076.11393774,0.6714999999999999,0.3285000000000001,0.7786949073353061,1.0362694300518136,-32.850000000000016,-100.0,False,2010-2017,2011
2011-01-28,-704132149.428683,0.4614999999999999,0.5385000000000001,0.7691124442393478,1.5151515151515154,-53.85000000000001,-100.0,True,2010-2017,2011
2011-02-04,-1444145231.9891438,0.6065,0.39349999999999996,0.7646429117602079,1.0582010582010584,45.64999999999944,116.01016518424254,True,2010-2017,2011
2011-02-11,-515405741.2651721,0.5740000000000001,0.42599999999999993,0.7556865412227007,1.1904761904761905,-42.599999999999994,-100.0,True,2010-2017,2011
2011-02-25,-2596480430.8806,0.6015000000000001,0.39849999999999985,0.7637668983426258,0.8658008658008658,-39.84999999999999,-100.0,True,2010-2017,2011
2011-03-04,-1101894738.5866966,0.6890000000000001,0.31099999999999994,0.749232037161909,0.8771929824561403,12.899999999999778,41.47909967845589,True,2010-2017,2011
2011-03-11,-3803673293.754736,0.7314999999999999,0.26850000000000007,0.769704433497537,0.6756756756756757,-10.850000000000348,-40.40968342644449,True,2010-2017,2011
2011-03-25,-950289203.1991051,0.5514999999999999,0.4485000000000001,0.7639419404125286,1.1976047904191618,27.149999999999874,60.53511705685589,True,2010-2017,2011
2011-03-31,16062010.61322978,0.514,0.486,0.7532389273877674,1.2658227848101264,8.39999999999932,17.28395061728255,False,2010-2017,2011
2011-04-01,-21169984.319485728,0.5665,0.4335,0.7543184732594101,0.9950248756218907,40.65000000000034,93.77162629757865,True,2010-2017,2011
2011-04-08,-1336090725.779947,0.644,0.356,0.7498500299940011,1.098901098901099,49.39999999999943,138.76404494381865,True,2010-2017,2011
2011-04-21,-1108708926.6914694,0.5615,0.4385,0.7511454968827462,1.2658227848101264,-18.85,-42.98745724059293,True,2010-2017,2011
2011-04-29,243787101.50831586,0.474,0.526,0.7346998751010212,1.4492753623188408,1.3999999999992019,2.6615969581733876,False,2010-2017,2011
2011-05-06,-2710745403.095226,0.6589999999999998,0.3410000000000002,0.74827895839569,0.8368200836820083,48.90000000000123,143.40175953079532,True,2010-2017,2011
