trade_date,expiry,year,short_delta,settle,sp,sc,put_cr,call_cr,net_cr,put_w,call_w,pnl_A,max_loss_A,win_A,pnl_B,win_B,roc_A
2016-01-21,2016-01-22,2016,0.15,1906.9000244140625,1835.0,1905.0,2.6750000000000003,2.0999999999999996,4.775,50.0,50.0,2.5749755859375005,45.225,True,2.5749755859375005,True,0.05693699471393036
2016-01-21,2016-01-22,2016,0.2,1906.9000244140625,1845.0,1900.0,4.074999999999999,3.05,7.124999999999999,50.0,50.0,-0.07502441406250088,42.875,False,0.7249999999999994,True,-0.0017498405612245103
2016-01-28,2016-01-29,2016,0.1,1940.239990234375,1855.0,1930.0,1.5,1.275,2.775,50.0,50.0,-7.7649902343749995,47.225,False,-0.0749999999999999,False,-0.16442541523292745
2016-01-28,2016-01-29,2016,0.12,1940.239990234375,1855.0,1925.0,1.5,1.875,3.375,50.0,50.0,-12.164990234375,46.625,False,-0.675,False,-0.26091131869973194
2016-01-28,2016-01-29,2016,0.15,1940.239990234375,1860.0,1925.0,1.9999999999999998,1.875,3.875,50.0,50.0,-11.664990234375,46.125,False,-0.175,False,-0.2528995172764228
2016-01-28,2016-01-29,2016,0.2,1940.239990234375,1870.0,1920.0,3.55,2.6999999999999997,6.25,50.0,50.0,-14.289990234375,43.75,False,0.5500000000000005,True,-0.3266283482142857
2016-02-04,2016-02-05,2016,0.1,1880.050048828125,1870.0,1945.0,1.225,1.375,2.6,50.0,50.0,2.3000000000000003,47.4,True,2.3000000000000003,True,0.048523206751054856
2016-02-04,2016-02-05,2016,0.12,1880.050048828125,1875.0,1945.0,1.675,1.375,3.05,50.0,50.0,2.75,46.95,True,2.75,True,0.058572949946751864
2016-02-04,2016-02-05,2016,0.15,1880.050048828125,1880.0,1940.0,2.225,2.1500000000000004,4.375,50.0,50.0,4.075,45.625,True,4.075,True,0.08931506849315068
2016-02-04,2016-02-05,2016,0.2,1880.050048828125,1890.0,1935.0,3.775,3.175,6.949999999999999,50.0,50.0,-3.2999511718750005,43.05,False,-0.9000000000000006,False,-0.0766539180458769
2016-02-11,2016-02-12,2016,0.1,1864.780029296875,1790.0,1875.0,1.5499999999999998,1.2249999999999999,2.7749999999999995,50.0,50.0,2.4749999999999996,47.225,True,2.4749999999999996,True,0.052408681842244564
2016-02-11,2016-02-12,2016,0.12,1864.780029296875,1795.0,1870.0,2.0250000000000004,1.75,3.7750000000000004,50.0,50.0,3.4750000000000005,46.225,True,3.4750000000000005,True,0.07517577068685777
2016-02-11,2016-02-12,2016,0.15,1864.780029296875,1800.0,1865.0,2.6,2.4499999999999997,5.05,50.0,50.0,4.75,44.95,True,4.75,True,0.10567296996662959
2016-02-11,2016-02-12,2016,0.2,1864.780029296875,1805.0,1860.0,3.45,3.35,6.800000000000001,50.0,50.0,1.7199707031250007,43.2,True,1.7199707031250007,True,0.03981413664641205
2016-02-18,2016-02-19,2016,0.1,1917.780029296875,1885.0,1945.0,0.7,0.325,1.025,50.0,50.0,0.7249999999999999,48.975,True,0.7249999999999999,True,0.014803471158754463
2016-02-18,2016-02-19,2016,0.12,1917.780029296875,1890.0,1945.0,1.425,0.325,1.75,50.0,50.0,1.45,48.25,True,1.45,True,0.03005181347150259
2016-02-18,2016-02-19,2016,0.15,1917.780029296875,1895.0,1940.0,1.975,0.55,2.5250000000000004,50.0,50.0,2.2250000000000005,47.475,True,2.2250000000000005,True,0.04686677198525541
2016-02-18,2016-02-19,2016,0.2,1917.780029296875,1900.0,1930.0,1.4249999999999998,1.925,3.3499999999999996,50.0,50.0,3.05,46.65,True,3.05,True,0.06538049303322616
2016-02-25,2016-02-26,2016,0.1,1948.050048828125,1925.0,1970.0,0.8749999999999999,0.7249999999999999,1.5999999999999996,50.0,50.0,1.2999999999999996,48.4,True,1.2999999999999996,True,0.0268595041322314
2016-02-25,2016-02-26,2016,0.12,1948.050048828125,1925.0,1970.0,0.8749999999999999,0.7249999999999999,1.5999999999999996,50.0,50.0,1.2999999999999996,48.4,True,1.2999999999999996,True,0.0268595041322314
2016-02-25,2016-02-26,2016,0.15,1948.050048828125,1930.0,1965.0,1.425,1.4000000000000001,2.825,50.0,50.0,2.5250000000000004,47.175,True,2.5250000000000004,True,0.05352411234764177
2016-02-25,2016-02-26,2016,0.2,1948.050048828125,1935.0,1965.0,2.0500000000000003,1.4000000000000001,3.45,50.0,50.0,3.1500000000000004,46.55,True,3.1500000000000004,True,0.06766917293233084
2016-03-01,2016-03-02,2016,0.1,1986.449951171875,1950.0,1995.0,1.0,0.5,1.5,50.0,40.0,1.2,48.5,True,1.2,True,0.024742268041237112
2016-03-01,2016-03-02,2016,0.12,1986.449951171875,1950.0,1990.0,1.0,1.05,2.05,50.0,45.0,1.7499999999999998,47.95,True,1.7499999999999998,True,0.036496350364963494
